,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.0026557323518708624,0.0017298779688079522,0.019770991940127235,0.1430059606402209,0.007779040013893038,-0.08575096520142364,-0.001914595406823453,0.039608210544136116,0.019067980313033486,0.06272100850063488,0.017380472926020206,0.12335463520616283,0.0027714818015630873,0.009960862845339254,0.02946885998653599,0.0063574459922642644,0.0049097324595497914,0.017195124543147276
CXCL8,-0.046439612211251764,0.08488261430239857,-0.010723276198094926,-0.1837071540328748,-0.018635277463983968,-0.044076071711819174,-0.025917619114583734,-0.01750765079365645,0.02673293389730257,0.03772362329407824,0.027323062609235723,,-0.03357677763598876,-0.009881228517110952,-0.07702026133787976,0.008895179436380466,-0.06063101136839028,-0.021198497300581303
GRN,0.04270656895726687,0.019593321636548543,0.051671874879813805,0.017430900741535162,-0.012802095699522929,-0.04398991380200785,-0.0037074797538532876,0.027462773564062123,0.015709408702272595,-0.01347603172254635,0.03463164322704464,0.034478368483333674,0.05365128114844047,-0.0715606143459711,0.010599467849201993,0.0855338801005044,0.05363433918450618,-0.11975713343180504
MIA,-0.01799285113091162,-0.01821043949548634,-0.004729512963188436,-0.041590180321630976,0.020280424221786924,-0.03779777428583017,-0.015157932613282072,-0.021381374578805686,,-0.01187263699790115,0.033902977224341255,0.09720946407750522,0.04483787489023739,0.06969082718657423,,0.04930523413369788,0.04222737109807337,
COL4A4,0.02964141741272951,-0.00928140179512199,-0.010493617051055388,0.09359924672881913,0.09011963513523523,0.22421372000578174,-0.017586718400826817,0.06831862904833087,,,0.05253357293913975,,0.032965977374506676,0.02141237428985689,,0.007153261044781958,-0.0038534853951683063,
TAC1,-0.07250578645601699,-0.044975625044942055,0.04976796896493901,-0.016386548754407624,-0.002043369807264396,0.040262558583377364,0.051343025339181024,-0.0018715598672170407,-0.0010320447356913394,,0.08682844664845937,,,,0.031114126024585142,-0.02163888204644609,0.06831758270318362,0.14693210443432997
RARRES2,-0.032905333709306414,0.0100383140021547,0.041559552568917246,-0.051367706826054675,-0.07145136202489362,-0.057604685375088706,0.008658185137817739,0.014406619090237868,-0.016338994051776315,-0.07760804858276663,0.05889058829736881,0.01887977817856231,0.02670921526980114,-0.0049569529328063,-0.06586657281781216,-0.037377009405940034,-0.07244823044745509,0.024682531596859687
FGF7,,0.03391953107502409,0.03974464985242711,0.01794477805250809,0.05773374450604957,-0.037158959289634044,-0.04009117313463768,0.029087214285036075,-0.017970029313354202,0.02791138981355294,0.023875771072394646,0.06895840941401699,0.026443298117620393,0.021798197365918252,-0.00018025639480437613,-0.031057126267441042,-0.042568567648527844,-0.008178734535694421
HBEGF,0.015970026800945763,0.018196923910033087,0.03908072502898188,-0.09464698038634885,0.01815371581336796,-0.01323917097509302,-0.039657166983414274,-0.017532699714403188,-0.002259123055882984,0.10427985678215757,-0.012744143538334144,0.0973851181815504,0.020547477287979864,-0.04573285971228301,0.006835687866529045,0.060017721772991244,-0.022854153364730737,-0.014137550579060203
CSF3,,,-0.01815156035249213,-0.10822990603804807,,-0.013794934772195915,,,,-0.04369394094853285,,,,,0.0327161470700946,0.07866917381221118,-0.028055370335246504,
PI3,-0.022754963633776288,,-0.031324113041794874,-0.092747672138699,,-0.015533278626923858,,,,,,,,0.01925152214378761,,-0.02594968878277398,-0.005425726325980535,
PCSK1N,-0.015038568063449498,-0.00751725281246723,-0.028170292917251098,0.07915606539543522,-0.02358418896877762,0.07962111643291703,-0.041736571852760765,-0.01599749994278774,0.0047002514094336275,0.05377589996943906,0.039215796225759415,0.07987609000898441,-0.033643077359462016,-0.08390271691837288,-0.05097129684497795,-0.03211042581199287,0.0289261645065939,0.015149622212049432
NTS,,,,0.027087491175612974,0.08140804335895904,0.0062743584666777215,-0.020090781447897617,0.012577799106329734,0.010470968797268478,,,,,,,-0.025663769478290223,,
SFRP1,-0.019054723931189087,-0.052700247657086086,-0.013287832749183917,-0.001344912619101068,-0.007167534566286353,0.01926664921815307,0.06886825339326572,-0.002774769421494496,0.005259817747075372,0.12059387258306543,0.07897735843216863,0.09212638798447112,-0.0670558944311187,0.08444802923708923,-0.0471788279324835,0.009878228243205242,0.06231259444194128,0.13816203647468822
CXCL13,,0.04545306530163226,,0.02934852976377824,,,,,,0.10921013172707789,,,,,,,0.02386768014773111,
MICA,-0.037028671758640386,0.0037661658711672834,0.04626011491238284,-0.015627091175665388,-0.043850973046071225,-0.04822828630547087,-0.018675403061634496,-0.008636359576762712,-0.012606506466037216,0.05372177788025213,-0.00031244081709370366,-0.015248265182953425,0.09842793921620777,0.008473563194356212,0.07824898771632252,0.013724717037200728,0.03460945755063148,0.20256397936857473
TG,-0.03406094229847668,-0.019440087414574564,-0.01433967678409954,0.09105363171118773,-0.003154708915482548,-0.016649252065156037,0.09844072103540831,-0.018548693201987237,,-0.0013709319626925684,-0.019674301944791403,0.011086893067537917,-0.031051380482977113,,,-0.02153076527550527,0.0037112198377173863,
ADA,-0.011440664287335704,0.07500499691192207,0.024600808319944698,-0.01174970981188966,0.05676887461692408,-0.041001272643074925,-0.01946263577123074,0.037458897776195405,0.07979163038862937,0.06804132911812229,-0.01026900564879688,0.0081788326592469,0.02509730454609827,-0.002599233528998997,0.0679587380660728,0.06155333566013676,0.033365604293520625,0.23351605712138124
LAMC3,0.012135075858805959,-0.003644597722742768,-0.03746693960602256,0.025847251545378182,0.04190608028243025,-0.088911634999021,0.008501540732381137,-0.02457732742983533,0.063173651753858,0.004265371581643561,-0.007315251753539137,0.049653854398999525,0.021340423915469253,-0.06258115889134618,-0.00858114856562492,0.08371649237291665,-0.017333414644667033,-0.06248158638512188
CCL7,-0.013758078987464537,,-0.01036756340398213,-0.07888813427703925,,,,,,,,,,,,-0.018160445026398714,-0.04299530009968282,
NGF,-0.023621938407845756,,0.02648282460644213,-0.08505777364620568,-0.034372868379989284,,,,0.059197474960019834,0.08509898738070099,,,-0.02834010195114699,,,0.011932658675451686,0.004807733291577277,
TNFSF15,,,0.16040893897191733,-0.046546756378142685,-0.004780697405750875,,,,,0.039781242669079196,,-0.03154016901577893,-0.02862110685785572,,,0.026999933490232816,-0.04571531280786047,
HMGB1,0.056568850401773486,0.011446226624962745,-0.04295833870405725,0.0719504802590444,0.024798595902467503,-0.07324071557600248,0.037165185856751735,0.006540541800063104,0.12040315807842498,0.07623165378689094,0.03867078373346009,-0.04335402586403856,0.0350232375719118,0.010558286411151382,0.07158958904170556,-0.023756516641163204,-0.033422651276563374,0.0171340386239355
ITGB3BP,-0.02461069999128552,0.03844575328471302,0.018839098606826626,0.03068241097311741,0.10440034927855335,-0.0856849262472318,-0.02528654578176469,0.051395940135240244,0.022304283364320016,0.05014572548038118,0.009396222836051262,0.0009936512281833682,-0.0005721499077717341,-0.00891234303379694,-0.021651273829409668,0.028141506771820958,0.01964046543357716,-0.02171564392615706
AANAT,0.0148868360852707,,-0.010504578313435669,0.013862126078390168,,-0.012443404481949721,-0.015261864670810841,0.045179985993936224,-0.0243523889761723,,-0.017569051362750394,,0.04942505160741993,-0.010426648141204356,,-0.019214508168044455,-0.013873094348345664,
RELN,0.11252311315449014,-0.04561950635741769,-0.0182335955038965,-0.022250330584238823,0.0161476572736696,0.08914076761719279,-0.03360169945887221,-0.02712434343772792,0.02061580721393551,,0.06953112310974816,,,0.009643569515782368,0.08186676965989059,,0.03144061696969004,0.02400536441283089
IL15,-0.008457664236067133,-0.02476637395016814,0.026855358595852384,-0.0010586117618821005,-0.016766556498910425,0.02060864591505382,-0.015049715496502507,0.0003556103821152806,-0.016343600210114686,0.010355211906614335,-0.016294483110606363,-0.05383869303221654,-0.03357686539187717,0.09795851056767468,-0.044622041667719554,0.05104875956583057,-0.030625762320298556,
UTS2,,,,,,-0.041046365079765224,,,,,,-0.030850166286875425,,,,,,
BSG,0.03672299246213609,0.057199497087878096,0.07862694463296281,-0.0036754183468105193,0.019436128060897628,-0.013599222458128748,-0.04536690551168389,0.01933878758968847,0.012318328471126334,-0.06382105061757957,0.034224219174102115,0.0757374924757639,0.04548885090040245,-0.049652699697908226,0.14374127598490283,0.00414423444649732,-0.003551006216461973,0.016822783740122974
ADAMTS3,-0.009343803529717563,-0.03415764302495768,0.04096159359847894,-0.006009298360508823,0.049757563866187814,-0.05462800797776283,-0.02391968703549277,-0.05449588971614544,-0.028153673306712573,0.07175372747784706,-0.01360503476422369,-0.0319378609588134,-0.023783704496064116,-0.06770083346962354,-0.0513022952817198,0.010362065570097688,-0.02041713758511814,
CD34,0.0073217111818553865,0.03990047503287866,0.012817904508911834,0.015571204158105164,0.06601489589542173,-0.05762545045520532,-0.019411948077363083,-0.02443584590531642,0.06846964094838799,0.016046885975195487,0.020859857977165906,0.05314508980759087,0.09075861822141604,0.008322372353044344,0.004385255756764858,0.10359107698125804,-0.01944396891188372,0.0818505774236151
CCL23,,,,,,-0.014158619040007227,,,,,,-0.029761603551063876,,,,,,
PLAT,0.044239636299112116,0.02984553855106464,-0.0130066873371399,-0.032758608016875655,-0.027175972456263377,-0.09014368356536615,-0.030980069099157653,-0.015596367950510616,0.06260500092835661,0.050717930018741246,-0.0028788523408306062,0.004489167178308327,0.0028963032985801903,-0.043403615465765294,-0.04063342337234966,0.03763725018363252,0.049617884602480934,0.004124321651266854
NTF3,,,,,,,,0.039232634745459946,,0.07068538284898887,,,,,,,,
LTA,,-0.014296301389579408,0.030494656219004563,,,,-0.014698766213036571,,,,-0.01629448512200496,,,,,-0.025859832298309977,,
CKLF,0.009764168513310932,0.04028444601027664,-0.027509673089936994,0.06822311400220056,0.008243005068213924,-0.06356830211567885,0.0010721301466995088,0.043261845531505506,0.0034173700669305703,0.06372191942433696,-0.03355697085144771,-0.007331497739822329,0.03523045547472409,-0.024960881366966132,0.08287648817122095,0.0147481200657188,-0.02410332312130747,0.04203955499879746
APELA,,,,,,,,,,-0.015250537471225857,,,,,,,,
CD24,-0.023229165090923178,-0.004102161607114873,0.02211160991564388,0.16664160830692315,-0.0002021415587993811,-0.039674293548319355,0.008473228358236114,0.051859886186851285,-0.039889951623384136,0.09426121490641566,0.04550595568218306,0.07398238875971834,9.552584972624521e-05,0.005960332037806472,-0.005343967261400521,-0.030101581460537572,0.014459902493187694,0.008322594465454004
HSP90AA1,-0.014001197552929015,0.016767630525601873,-0.06616974092126718,-0.0970053014305705,0.014813206913544185,0.06626584635438657,-0.00252993953515296,-0.0009882735460243427,0.023204652613861447,0.059573491772089225,0.032926741279705345,0.006264415069690067,-0.06048402624942001,0.01728068682973979,-0.022733674084312244,-0.08931972926246418,-0.023331851390079938,-0.06578876894639402
BMP4,0.012476878559066222,-0.015154917522223019,-0.02116209826611881,0.054785461466615594,0.025464781337204125,-0.015304190504456767,-0.04216032998679592,-0.005216392247257418,0.06100151871134716,0.03980567182090331,0.010636503987906238,-0.043484803116772025,0.061000759770374134,-0.02974701090051467,,-0.02411114220215073,-0.009125876696373506,
SCGB3A1,-0.01375807761167502,,,-0.03233678973575428,-0.03790974904984139,,,0.014723746774390142,0.12900317694183516,0.0019410072779306024,-0.011370076232581511,0.006451727844383963,,,,-0.0038739403214293746,0.0461720369419498,
IGFBP4,0.004247097817490196,0.015419345891277655,-0.039709877355567184,-0.048310997596460015,0.05175189526423975,-0.06529623305922094,0.0010074837029701118,-0.011850818817261004,0.07208164321080408,0.043785865130472716,-0.000483020798420724,0.03564727138371874,0.03150481355313657,-0.04889446989503756,-0.06561648814823054,0.1276810724224149,0.06078732023322222,0.07218208439487511
RSPO4,,0.03305759322050771,-0.020339355104761304,0.07905275878650264,,,-0.017095559943871828,0.013549009957580273,,,-0.022603016134816443,,,,,-0.03410641187336363,0.054524953083028044,
LEFTY2,0.02488856077316851,-0.014471881722085038,0.033015509980275026,0.05769632717964222,0.08325316788549299,-0.07829937560491342,-0.02791363545818461,-0.019776033330024177,0.008903878638014813,-0.03680631003306165,0.0484897287001618,0.015981898137895252,0.02868513260491611,-0.0789716971480308,0.006140387887625898,0.04559807927477225,0.019678430901860874,
PF4,-0.014271797027614141,-0.013004429184408348,-0.009045494816796198,,,,,,,,,,,,,-0.02585982631415297,-0.029942795595720502,
ANGPTL2,0.013900556495896738,0.05788450746930186,0.012041534128530951,0.025634133601200544,-0.0019808049050423168,-0.05150328605818091,-0.01641698485740577,-0.03364679235209131,-0.035536250584627595,0.08851031099358456,-0.04364311971812905,0.006233880153028915,0.03347074895582396,-0.020742616082465228,0.023961868021222698,0.05418357857570554,0.04870392098934624,-0.00017580902855291735
LRIG2,0.0523633826491868,-0.013068476421966355,0.01893575223384293,-0.005590310279856178,0.03807537481488133,-0.03936363666226952,0.015292376300417984,0.015639062409781565,0.014707395880999471,0.011034386698918349,0.00043951166693360254,-0.07546196399787931,0.016854990140167673,0.02189006540007657,0.0033521773512397417,-0.029416510585575005,0.022059547801197905,-0.01509351255276986
ICOSLG,-0.0033524774743664216,0.03516966727774389,-0.030452294651099644,-0.0404158030995065,0.04975805758412928,0.03866796447843159,0.025041438983374145,-0.00868261001945599,-0.05205228341463257,0.07367545784208844,-0.03909292122999682,0.0054623269812683626,-0.0019135588613777676,-0.013795942411090943,0.011801883836496382,0.026801588011564435,-0.03176574842809215,0.01634629263386833
WIF1,-0.025679782248561295,,,-0.04039046746868362,0.030084701057868708,0.04755605834408298,0.02886382080189606,0.019713474765974088,0.013627917386463823,,0.018762920925294576,,,,0.0012436440494882786,,0.0034830368920574914,-0.04757607371292824
NPPC,0.025378655079364085,,0.06903177402588495,-0.07786275203734624,0.01041067541079909,-0.033503374162837905,0.007734320476789488,-0.0026303936148259267,0.04111397514441082,,0.007493322767004882,0.06010055657701969,-0.023783658818035427,0.01303272157171402,0.022170022067682715,,-0.00014704160904056323,-0.0002525946476342239
LYZ,-0.009286239012200041,-0.042653527397396626,0.012191517638452071,-0.08107877412780821,-0.02432799660193594,-0.04236404265315207,0.008616656923849922,-0.01943613968485061,0.02169316402655377,-0.001742450389866403,0.03152470713957154,0.03405651005819795,0.07406134156348254,-0.06244469684112864,-0.041887875615107116,0.04235432575659213,-0.02937162790082375,0.006753743673463184
EREG,,,,-0.05017502451102783,,,,,0.006427828012356651,-0.007987493834648736,,,,,,-0.03905432781232014,0.02723031768587292,
SPTAN1,-0.03105759212404951,-0.008947485831817993,-0.004000403599228225,0.05918134071592668,0.02607091398498931,-0.06449992739106376,0.07639900916668113,-0.0065615603040977905,0.014557459816949411,0.0326566373444099,0.036038286147642117,-0.08574394407669259,0.050074566637439054,-0.020792271860059892,0.08225613981134822,0.037067088828632716,0.052551560291861955,-0.017828863575545834
LIPC,-0.01747243082931874,-0.019572360938705007,-0.01625542787029061,0.004445935788481867,0.021334245111284053,0.02117685882789276,-0.003854271701850609,,0.014463358863393389,0.07604975453585117,0.0004554292523243198,-0.02788357805518954,-0.03456874244188975,-0.004804830299822852,,-0.03269660834646977,-0.0028554285422124647,
COL8A1,0.022951236580764423,-0.03618443778818192,-0.021295935040539133,0.021690409107579075,0.010147167867482234,-0.04364017540334271,0.05528915041607808,0.025941626648285285,0.04138948084080002,-0.06580291138489193,-0.008688114651870712,0.027777365357968896,0.09158110822301951,0.042803947935323036,0.04014191641576147,-0.04506374294975449,-0.06804701969562738,
GSTM2,-0.046047867239249925,-0.028496063132380445,-0.023219859368542286,0.07215767660949149,-0.025113476931857413,-0.04558375739820485,0.01235365399714733,0.00812196010597074,0.08425305420886076,0.058992343954561946,0.02380525241389453,-0.05474760409303997,0.07087580348910981,0.06964615643922865,-0.030861098434075914,0.03686595235080391,-0.03035659531736771,
SPX,0.02295247586611158,-0.028009602280018683,0.018193596817014678,-0.0157739689115244,0.0024311476243173,-0.025157230715135488,-0.025718492661352673,-0.002604153898415447,-0.04545271032711714,,0.04296151943437873,-0.011748429313552172,-0.05614726042210938,0.014322816184602972,0.016449562517158192,-0.021541872694673104,0.0512451772771198,-0.0011684376916724195
MFGE8,0.007640911030712543,-0.02344093376904039,0.01780960522488027,-0.020632758358103978,-0.01659897473876372,-0.04482250795694656,-0.0009713563831403847,-0.05257188698419041,0.03557840521939476,-0.0328562544999254,0.012980463993934124,0.07216637152861828,0.05130498675887068,-0.04116881694308375,0.036840094446637064,0.14140429002780971,0.0010575545971817134,-0.07353627082683033
TGFA,-0.0661216407219466,-0.05306821023765315,-0.026461425259281263,0.049122098342291406,-0.05255307596440949,-0.02834773331246631,-0.02637759880366651,-0.010271488672089626,-0.004308383176404403,-0.01617634738365212,-0.021700550532703942,-0.02371159671829556,-0.013724916465247322,0.05374016875587433,0.06796543021679918,0.03387091343955433,0.02490585484058401,-0.02207310351608458
SLIT2,-0.02331099828632795,0.044877861959751734,0.02863121070319323,-0.06932254688956366,0.0032156922030850037,0.04311898703901411,0.014470942423347313,0.030685551857475662,0.038203246576851896,0.011776267300550808,0.05062682730568888,0.07413661783686196,0.07725795728922398,0.01738581915932977,-0.0019473087112181625,0.019259176936873214,-0.05368946158216553,0.05370125462062332
PLTP,-0.038280095321099085,-0.00541873162867425,-0.017960209930906874,-0.055678131689337364,-0.05603274590777619,-0.08305901603684542,0.011477987844885308,0.025621880161724175,-0.0017151084459758,0.0002428912860781074,0.037461300959059085,0.018208613292292133,0.040513665600151655,-0.020696163538719073,0.0778777368909854,-0.020211884119638562,-0.015980905631773727,0.0005445179446063875
APOD,-0.018819947071064207,0.015083296746086817,0.0432285682660017,0.1931696246312026,-0.09629891941492043,0.05201727757504376,0.03335002208103552,-0.0902028155549665,0.07140570750299682,-0.022232844909785394,0.03912325310488409,0.04249092040811817,-0.08394611822378246,0.09091915295245542,-0.06134960480973247,-0.06271574646240115,0.03916784082672496,-0.03821902091593469
B2M,0.009776653815759605,0.0067488028933484065,-0.056252708387686395,-0.06257145135013796,-0.058627330214520386,-0.07096469637897099,-0.04991028430273027,0.006192549597206384,0.020419057514232685,-0.0030266957722563156,-0.03922626991488379,0.03416667425988023,0.02656946656572387,-0.038004979878832654,0.09101979185492631,0.1137896391075356,0.09576606623387099,-0.10992834461974922
OMG,-0.02151855952401175,0.06464991236610586,-0.011650769731083366,0.200007798468793,-0.04239706883539758,0.03559338658259345,0.0425789330474202,-0.021187620666292508,-0.0947504550742379,0.029476294861639444,-0.03983453365304666,0.052981104898493316,-0.04000444997966535,0.06052037786235754,0.0234813925554875,-0.01443878456479432,0.05507860959797402,0.004878284991022059
CXCL3,0.03125140000376426,-0.026735868794856857,-0.03370738608486441,-0.15764807815565152,,-0.016337595257930864,-0.021273692474803266,0.010444979810873669,-0.012339255532286467,0.04594632934954377,-0.011734979997318993,0.0015743835543687874,,0.017365256552261243,-0.062232607577900535,-0.04356403588495182,0.014235265344876291,
CXCL10,-0.03769836860995089,0.07331207336230357,0.04444214255506074,-0.03213644980800964,0.02450732481913975,-0.09891122603428638,-0.011463837945941847,-0.029309093058253438,-0.027698065846732556,0.015553066344793266,-0.018648303356746557,-0.06843026341018822,0.11782211220083348,0.057275598043238424,,0.045611546771660426,0.005830162020329682,
RSPO3,-0.01868860033337317,,0.016952692804410693,-0.050130488926969634,-0.04635967711097856,0.055403311697906715,0.02823758536474915,-0.012319155388756543,-0.019532752803945008,,0.0709361033767365,,,,0.15240065091965027,-0.01842930060004484,0.003552732716152416,-0.034885566178622
CORT,-0.021828079298121545,-0.023225087023171713,-0.023557321722760653,-0.03116829455854899,0.01983859473400631,0.03415869382540518,0.02196420928836637,0.01347049017477629,0.06123068706915479,,-0.011912167248362878,,,,-0.058905691216937804,,,0.09362657984830067
NCAN,-0.008003633004332688,-3.506481041699235e-05,-0.0033604085327567246,0.0789331457494952,-0.0037391390273101943,-0.10948642222901736,-0.014022978566297627,-0.008436349780679378,-0.006298125153146082,,-0.04361630879417203,0.0860962246435781,-0.05181443394214666,-0.02098772465293719,0.008334926039418659,0.015501232323262752,0.09869898726212316,0.10831280178421156
PRG4,-0.0035582491488656397,,-0.010367565019612987,-0.005125056195350111,,-0.017700295452760934,0.028947834756335805,,,,-0.014337272967615493,,,,,-0.04174733262101801,0.00942301727320991,
ZG16B,0.05398595745916364,0.025594548683689704,-0.012032827155778336,,,-0.019110313365378887,-0.01167950408794347,,,0.00028792117453186987,,,0.10376958284227585,,,0.08435409454616823,0.05343556681631728,
TGM2,-0.012579346843002596,0.015333523887027469,-0.027127832941717687,-0.17559979280212953,0.041709944947578036,-0.08295715691417702,0.0027778885840623155,0.00047951887904038097,0.10199464256027109,0.02353565748915093,0.04206032992586888,0.024589281638583742,-0.0030670657096590957,-0.0003237239369434498,-0.05342563344003696,0.07760909250166419,0.05456515144678107,0.036453412311893786
VEGFC,-0.026270715784963976,-0.0039875348801016305,-0.01847777688142123,-0.05104073885651536,0.007937206884179761,-0.023336728227545418,0.040754707289504255,-0.022581322134535578,0.004759911244475499,0.008806851938792576,-0.014631758545192596,-0.009024254090078057,-0.0036798953408198926,0.04093940019836557,,0.02359750834618671,-0.010059976676094514,
WNT6,-0.02219835629646898,-0.014471882101892385,-0.014339677379490526,-0.029845700641493028,0.017030856912351542,-0.01740592282439341,0.01737984219801124,,,0.05628901176235503,-0.012769859999409772,,-0.020998848745408083,,,-0.027752293337834206,-0.02639490050014175,
NRG4,-0.012671673759699438,,0.07864196966922365,0.02677064821984037,0.0016944816499105673,-0.02204684086238655,-0.010062162588777592,-0.003479839303333593,-0.0441411342725961,,0.10261758142266636,,,-0.02108837027691109,,-0.018429302665529744,-0.026572430792055197,
PMCH,-0.014604785945922827,,-0.017483192420608553,,,,-0.017095559118826414,,,,,,,,,-0.039740577657611,0.02166108085126153,
COL9A1,-0.028844955506130074,-0.02640613299101928,-0.013178372122963642,0.08555381221125748,0.0699736917524505,0.13323350496458916,-0.03130259637298409,0.0070384566044406575,-0.01627887312886326,,-0.019450463766068144,0.006230673174210862,0.021812373872908762,-0.05432004011738865,,-0.03830243282118103,-0.009191777448564831,-0.05675877685084322
GDF11,-0.03479174948525202,0.03195271635019061,0.005978583770506112,0.10992202746091519,0.014663636013950194,-0.06264120512471896,-0.04407737905380466,-0.016587503018701984,0.04171278586516425,0.12371889019899072,0.030909960666077988,-0.01770086254656008,0.06166376260912905,-0.0198022705663143,0.09440337509870805,-0.0006676586207860527,-0.010734593486849292,-0.01227914580433649
RAET1E,,,,,,,,,,,,,,,,0.06102268283324526,,
IL24,,,,,,,,,,0.023621186396540258,,,,,,,-0.044376439513672206,
SORBS1,0.010201079032749182,-0.016292975047035092,0.04609320519571835,-0.005956553935533331,-0.07555886201542326,0.030712332994417238,0.053764222075491044,0.022389779136627815,0.09333378452455184,0.01405623671505148,0.014014718481403626,0.04595310675005358,0.03274409587165513,-0.015634280596938107,0.02275997805526936,-0.09719143793118758,0.06346901414950146,-0.07342082263073517
DLL1,0.015892103615468094,-0.014172437786451001,-0.007813619049676375,0.07651010853440685,0.021342272257376116,-0.0034373223435690686,0.00898561119862057,0.007986617130455764,0.011161813942197327,-0.02823930646085466,0.05483163771305193,-0.0727196113090766,-0.05217739592755052,-0.01573259781588461,0.08477526424844604,0.09071496097174704,-0.013476706550074252,-0.011380117930588029
