,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.029552611031872487,-0.01611440575630524,0.07574842659678108,,-0.05950163717193256,0.002989900619076296,,,,,,0.028890106002691582,0.009012551554437502,-0.029371644045250615,-0.021606664733165897,0.024698315322589127,-0.03339359536964406,,0.11166787411339855,,
PDAP1,-0.010060429346564922,-0.03315345028794309,-0.10385432427460281,-0.03217648855466909,-0.10668124764070741,0.008989658167134505,0.04588892741961528,-0.03654291610288534,0.10509370344868732,-0.02775370088390712,-0.09445209305198793,0.06665335784165895,-0.03367871832034786,-0.06906898429632341,-0.0527370867702003,0.002676933193024576,-0.08190917551659177,0.06997568833134159,-0.09317915017128035,-0.08181690358224483,0.039595287994440446
QDPR,-0.051276858169249165,0.05332368486819076,0.08985426768217877,0.045767162237068164,0.2049232965556075,0.04452247285963008,-0.003677846640141381,0.10859870859408503,0.07773459474586565,0.04606981583845824,-0.06043543929577157,0.0034003423841708603,0.012956420825221197,-0.004525781693836182,0.09526715135956297,0.02975463651995322,-0.01711242680435721,0.11663415801837575,0.012507167578668736,0.07198240579961301,0.0812950933940636
POMC,0.012048161930392686,0.07876637458306053,0.05506760483483018,0.0333408994395731,-0.00880656405847525,-0.027559435454440062,-0.005837325597584584,-0.0682030129930342,-0.022929648879167968,0.013852245738271466,-0.0843086217800222,-0.013832947690009771,-0.07553833338314457,0.13504176944300578,-0.03364370706135454,0.051414977498398615,-0.03852881229033619,,0.058189949908018665,-0.04223266098968409,0.030281810730778385
CCL18,-0.036878866318073245,,,,,,,-0.008117152811446048,0.1559018091522868,,,0.04825000349066479,-0.0006608271756200733,-0.013109226984206666,-0.004766471097118475,,-0.000777474800799312,,,,
CCL17,,,,,,-0.019577727444100572,-0.02262194835339042,,,-0.025567373286003652,,,,-0.02083775982257258,-0.004501221671491466,0.03061332029881854,,,-0.02470119512899982,,
VEGFD,-0.03687887802884059,-0.023080653222895035,-0.024796829163715096,,-0.015534039808235018,0.0874989781531943,0.000998997368607435,-0.01542666314246434,0.08410030949542509,0.0471405452613387,,0.11029988739730434,,,-0.021606664733165897,-0.00901023519914513,,,,,
TNFSF13,0.09912128000610232,,,-0.0030879109591082613,,,,,,,,,,-0.028859238705022827,0.09106667873201404,0.011820181102602786,-0.03749876947668744,,0.002182892583984881,-0.007345330007121271,
WNT5A,0.031007633365073322,0.005681837145407694,0.0001703493749081794,0.002559200110551107,-0.10998104299199939,0.004353648830572988,-0.01625946855542319,0.04043623239411993,-0.0014448831505707947,-0.010067403984421675,-0.028945733627022012,0.001658977151758769,0.014851805339717378,-0.029469531163636663,0.013552118358865545,-0.041187206307896844,-0.01044989620165876,0.11231464397584438,0.08184133045025842,0.010880837616672762,-0.001580455939267392
CXCL8,-0.0486100748577265,-0.021611355643973297,-0.061992891127963974,-0.03024788127633042,-0.053011833856114646,-0.013542202005060483,0.02093501356700451,-0.09678448900530871,-0.01397008965198213,-0.04112928806571622,,-0.029337193298669954,-0.06999482907727442,-0.03849988231117611,-0.16135156256937805,0.02402652753270253,-0.03969444174489739,-0.11615354317728623,-0.0009695514495948544,0.010797433966754685,-0.06785975024614053
GRN,0.07595829843266709,0.023872785015500286,-0.02385156141103784,-0.05391436005282529,-0.11023777526512282,-0.036432444316366316,0.052641114240466226,-0.03665619417941924,0.015188179254403952,-0.018300290286077603,0.056183279447157154,0.09741705991212145,0.042900516634670205,0.06466116469723242,-0.027708336677973403,0.054386735068544,0.047240809745836554,0.026364384935839313,0.15202978663023542,0.04571520307186404,-0.007669295663393435
MIA,0.06277350933279896,0.04128861401912641,-0.0326746006162008,0.028541919997085594,-0.044654938639946594,-0.011775663795991625,-0.003957149113096694,,-0.02101020327038118,-0.027706767045099865,-0.07397989031837694,-0.037618500017883624,0.08410499758022368,0.12557127232570914,0.07644649728272768,-0.0238808453776165,0.22154553798717336,,-0.02173508495447068,-0.06487244688464146,
COL4A4,0.06286350862238232,-0.034519154665225364,-0.017245691422541367,0.02719026894646092,-0.02436045925755461,-0.03092714404238485,-0.022602539427901486,,,-0.008008311706774341,,,-0.05026266432867052,0.1019961921598904,0.0129152377065242,-0.02261568219421151,0.021879319478804577,,-0.028841649587022466,0.05888617023997292,
TAC1,0.019859702335043763,-0.04589675831370955,0.12976255363595915,0.04945408436252976,0.07965887143643231,0.031604294404904094,0.018215531825297563,0.0278620923509588,,0.1262108101672272,,,,,,,-0.031796395279318546,-0.0462931701298727,0.0071649398597672075,0.11825043189861388,0.11390974845503977
RARRES2,0.02902854210163136,-0.044634361685300945,-0.1283617134138404,-0.003512505809391212,-0.1605285449171383,0.08567905661936714,-0.0007055505267685775,-0.006623168447462105,-0.05652514451389106,-0.010651978386301433,-0.06707303315875092,-0.13487678457250665,0.018028650926735605,-0.03502926051889405,-0.06660057125528036,0.06138422931129564,0.049602136432846805,0.024259043305271257,-0.05547179694698159,-0.07119415985733729,-0.04638302192260618
FGF7,,0.07543368218038402,0.07788405124246635,-0.013844258461610219,-0.07584409751800865,-0.0085845572511643,0.03422644545801074,0.005133762835826535,0.07613361019066908,-0.013843124147461798,0.06339955138270931,-0.07953281783164279,0.05247471838192122,0.06664760758074548,-0.004445819122910519,-0.04513229511344968,0.026058310062696266,0.022029560409438455,-0.05669781335159517,0.006994252655546476,-0.024446955323748566
EFNA2,,,,,,,,,,,,,,,0.062295009619632545,,,,,,
HBEGF,-0.0020027254929337584,0.01950104118592806,-0.04227333983253028,0.050808795013316775,-0.008624821198721214,-0.04917821224202547,0.07069665764435697,-0.008154448600208346,0.09511163791113941,-0.034879948419973245,0.09828233899792913,-0.08294171391165193,-0.07479906898119718,-0.0014875429911431464,0.015694177407382437,0.0372292968703231,-0.02589042228025502,0.059192320511708724,0.04089677688373073,-0.029652970499905666,0.10675181580084996
CSF3,,,-0.048213108574163596,,-0.03781228941624984,,,,-0.02327433507577657,,,,,-0.037972384709370456,-0.07850794907800167,,0.05440469608010942,-0.058304793021091275,-0.026006547861726573,-0.03467871798773049,
PI3,0.024760685351550925,,-0.03976591459006763,,-0.04257713695089818,,,,,,,0.04437626347669066,,-0.08834154700362482,-0.1443325583886461,0.019798037339339415,0.09531106341981885,,-0.05650358867500313,-0.09199936870357549,
PCSK1N,0.06318139625103149,-0.011917082832162222,0.006569456325133297,0.03508061522875282,0.012618321718351302,-0.03916187931205301,-0.04801458530620229,0.008469703622439135,0.03597145725184086,0.13742067987547482,0.05157668441580183,0.14913882709423568,0.08711638630309519,-0.028266259906619715,0.09323798066572335,0.01143328761892006,0.033524499674542886,-0.03609347666673985,-0.09777338958422192,0.05249265919590723,0.016996514527007133
NTS,,,-0.011594882903902544,0.011530076709137397,-0.029695271881038304,0.012450668011045465,0.027728549443455968,-0.06324680486429059,,,,,,-0.010230239900395503,-0.02501883993425455,,-0.035257342629396504,,-0.038512151098688024,,
SFRP1,0.05624561432948403,0.02853723822808665,0.11434549713855507,0.013941025762070283,-0.011326490898920547,0.011081879193619016,-0.02262194858121202,-0.053906293938855245,-0.017430608524788244,0.029315627404662314,-0.0203915282045211,0.016066856120213212,0.0667249260283222,0.0170897165594244,0.017105340890162607,0.007979990372818187,-0.05681477610184322,0.13239722828872558,-0.025606734412130457,-0.005629479368643542,0.15465863655582807
CXCL13,,0.02638288776099332,0.06301358253924912,,,,,,0.02011798533037868,,,,,-0.0069887229479322,-0.044289177026069146,,0.09716061945463597,,,0.042244051912442626,
MICA,0.01741831376465206,0.02749400985147188,-0.02242689425618861,0.011037536999812091,-0.12011397780768791,-0.006182390378369363,-0.023399823333455586,0.032832847352173754,-0.028713085996531114,-0.016566483696707685,-0.03372270832179175,-0.027048334609770835,-0.0491072169044962,0.02410281942103705,0.023670013553218017,0.04583326618731164,-0.043025972289108,0.012510115340865194,0.12344726512473182,-0.037387139262248806,0.08523608012063807
TG,-0.038271519447950174,-0.021912345028727777,0.017953861617469362,-0.03831953457741222,-0.04563605033643537,-0.0007541825675881741,-0.016371405784797757,,0.058770733965014636,-0.0384058023070853,0.1537854873590284,0.050698755763084066,0.029900668216161407,0.07990615577968906,0.024492744588773735,,-0.01889236096402653,,0.06613608413427749,-0.05876010262326107,
ADA,0.06667110047678552,0.04943807743706271,0.02796710836350219,-0.025636439437687526,-0.12181080643454846,-0.03372570186528553,-0.02658847958384107,-0.014013604577380566,0.10925633099845482,-0.0520611042681275,0.012599134645815307,0.05327268979823811,-0.04990072302379261,0.07351436027841045,0.018713863491914465,0.033725255434452026,-0.04017757679874395,-0.03804032594714393,0.11340595832398874,-0.019480783100875945,0.10197166441357455
LAMC3,0.06474920614411003,0.0038893563623911246,0.012378990560128228,-0.02343465942791305,-0.1444707036903569,-0.004020907609789199,-0.0270295901791418,-0.0007676542881543579,0.0849061788218543,0.010952419696867544,0.08007951329855792,0.12380386438957167,0.0081056171507565,0.09620146501062544,0.07919520353320486,-0.042435839132565385,0.013453858932474414,-0.004627168893474696,0.15708253763443633,0.051939141854486344,-0.002825888632624691
CCL7,-0.023458074422505134,,-0.017504231730833892,,,,,,,,,,,0.04280645500324613,,,,,0.02124797954286926,-0.045171825570775426,
NGF,-0.014030421428618019,,-0.021398322859969413,0.019428702513248707,,,,0.10161970638618914,0.1506807515656077,,,,0.040669193854222796,0.048530217333408274,0.08337333469171805,,0.10702382431204926,,0.11592203122945818,0.0036873908402688224,
TNFSF15,,,-0.0013004187179429516,-0.044400493041373605,,,,,-0.014821554048332984,,-0.036954264805294956,,0.029121443869828168,-0.030446716947294925,,,0.02075395412133359,,0.05950738611645104,-0.007764205617928893,
HMGB1,0.03360787516081747,0.030445434338510373,0.01902713913911317,0.0341974968396572,-0.08903077505614694,-0.014604654372624603,0.04838169590131128,0.014040615546713145,0.10195281221058021,-0.003071496644741106,0.040312290340471596,0.11774805857227294,-0.026521495484865622,-0.10152816541371289,-0.05978072766227686,0.0360984395963605,-0.017832509694381722,0.04028869492426818,0.006318852416808015,0.0038844648847707833,0.03081012242828617
ITGB3BP,-0.052142933004151945,-0.006732301381661382,0.006265288825545262,-0.025374428024586705,-0.1279953442555282,-0.011006231579388463,0.03936706465354974,-0.06589898539794523,-0.01172706820996238,0.003602076273076889,-0.06655505041261116,-0.02783177875055203,0.04683565912132762,-0.025833033048293576,0.05066674795089109,0.00969553713235827,0.11146801728863437,-0.025155254287294627,-0.030119567268040295,-0.0495563774315741,0.1034792069918936
AANAT,-0.0026457482960385885,,-0.024796832703602202,,-0.034107708326629925,-0.026838769818896997,-0.018871581686368023,0.010518061932874648,,-0.03429618571750416,,-0.01192835381866478,0.026122338997805982,-0.027398398290494036,-0.01311894930406986,0.021268051796914926,,,0.03112944887526637,-0.013521739351682209,
RELN,0.022972739629358994,-0.021535704882137085,0.0664382419123135,-0.05903419264083897,-0.020930270665681122,-0.01946391573836847,0.03449466994210138,0.0001564083900574248,,-0.01895853767354444,,,,,,0.03781243755535945,0.04995064377952438,0.05952728378201175,,0.15176527825017358,0.0181581899117363
IL15,-0.03951868211800378,-0.027915992327262714,-0.07569367044543883,-0.008530120349362727,-0.05317986689601121,-0.03187413147945853,0.004795607537405381,0.018861076146068124,-0.011606824325480209,-0.00978237648541462,-0.03661873919610126,-0.028588532475464026,-0.03848665295590137,0.013120155828848392,-0.006967733613563949,0.057336239453075845,0.018793255340123025,-0.06166617930658593,0.04221153972231827,-0.028136476761609016,
UTS2,,,,,-0.09614423706680018,,,,,,-0.01748532041339973,0.1276547771147278,,0.18077003956330084,,,,,,,
BSG,0.05543395260006919,-0.0036949922835404487,0.03067010604252792,0.0029003015363810963,-0.018350136164937733,-0.05476205326833867,0.011101001509310045,-0.014552792368344003,0.028903678524280586,0.0033778713260423946,-0.05922379590031311,-0.10523699904687074,0.020594763482795708,0.03076222225072218,-0.05400994511623049,-0.01863542608525763,0.07556964042163525,0.03368340577513026,0.0015888580718059282,-0.06200994112830016,0.06506140377011554
ADAMTS3,0.023688071287579104,0.01651036068264488,0.011560716198876515,-0.00952697541764321,-0.1527009077511058,-0.018205891397163346,0.008125419346065461,0.12691771707994365,0.02489427098881232,0.06484590869251558,-0.07278884545441408,-0.07036015607270413,-0.03548193794129941,-0.009103040635693137,0.05477493219387849,-0.01352274732699813,-0.05492497745600919,0.021324036078102692,0.03279200264083239,0.026159724713929015,
CD34,0.04101824813864617,0.0012092048405440245,0.03879074422785684,0.01881639098291126,-0.11037078790946926,0.007465027418883681,-0.03530821693226298,-0.09895548080956647,0.045729835250124744,-0.009533796701286894,-0.049226073932163765,0.226492888484928,-0.03184570208381558,0.03208954056307251,0.07787267420398157,-0.002121607905696895,-0.04279043208710417,0.040163728640267383,0.16368471490795358,0.09186884444642904,-0.008582960841520154
CCL23,,,,,-0.0388091578333688,,,,,,-0.03487039584683277,,,,,,,,,,
PLAT,0.030861936414055262,0.009627618725173797,-0.03174454162023546,-0.0034611831131385155,-0.13539694808882008,-0.05328981583599795,0.049071585145640376,-0.10033539228027077,0.0827166402460387,-0.03523586713870802,0.07725031980138229,0.023006976075403255,0.11888699546914253,0.013428546276633075,0.10992419245449006,0.012933429983845678,-0.008347489791038025,-0.015255380297856409,0.06982879182760388,-0.06043620042864508,0.10623293917610724
NTF3,,,,,,,0.035682584976105845,,0.04135651793583088,,,,,0.035758017721097234,0.0543085744218788,,-0.043736991661496846,,,,
LTA,,-0.01611440740993191,,,,-0.025848532372847323,,,,-0.03180813103547702,,,,,,,,,0.049257318748765475,,
CKLF,0.045219848121299165,-0.01384179541372334,-0.0214635335145322,-0.06575877275907327,-0.16247904022344542,-0.03747985088917643,-0.0319768293487751,0.06491584143116134,0.08470269877078977,-0.07456882205558363,0.005416873718804107,0.0917498457746271,0.037945155239742755,0.07820374884931831,0.01686321529674409,-0.07848541628368552,-0.0452446573061789,0.060534885372957405,-0.0373324126533584,-0.029842530983974325,-0.0078618716891138
APELA,,,,,,,,,0.07973284791342723,,,,,,,,,,,,
CD24,0.07273738931844423,-0.04787368100130739,0.01472206797275063,0.0031953392210665958,-0.06830606866666497,0.04535192570720094,-0.014596617473149213,-0.043412966840144285,0.06324450781464235,-0.06318161410776665,0.09428573157837943,0.01830434191760721,-0.021817413464495918,0.04367888382044452,0.032043787365402504,-0.023273316584093113,-0.024429630122130126,0.04408797812249184,-0.046264107603472326,0.037427458950949795,0.1615604823685902
HSP90AA1,-0.05448754703871329,0.05448342387143065,0.13992625467935538,0.05842641011644777,0.24037945094050964,0.023510822263309996,-0.04309149983229603,0.04065699111482232,0.019556469068984488,0.06561697567349227,0.0099200323304963,0.0646497349069647,0.06651262349460661,-0.12652384717998522,-0.14521479780809718,0.08837305010105659,0.020730090768450036,-0.0767162417332021,-0.03552205602930572,0.025907577675156588,0.14726506176355666
BMP4,0.05020061860601135,0.11233247408537513,-0.006198975875218176,0.01517257591485277,-0.006454757513452506,-0.0339080347665153,-0.010565610710048802,-0.028009093904644088,0.019819525419873574,-0.027103812926765697,-0.006136643913691845,-0.027682444734320993,0.02270935708562393,0.08240577963565303,0.019737472123554464,-2.6627123489887015e-05,-0.004376854807877314,,0.0870776159547831,-0.01589371505251314,
SCGB3A1,0.022039794741334797,,-0.0048463555061123475,-0.012870412108501681,,,-0.015918363729531638,-0.057825957091532945,-0.031030167691841096,-0.00716824137336996,0.07077076077450264,-0.03433914861883714,,-0.007734403547397325,0.059835404424685726,,-0.02939712669069711,,0.11158409539183947,0.05834499627952928,
IGFBP4,0.08474526528369597,-0.062394733327554144,-0.026503931478569314,-0.05916398352997836,-0.14460516890293817,-0.0005605960856938269,0.036961274412255635,0.00572553288451024,0.042920814212382134,0.023205429554342273,0.16489546340199424,0.2556972594597192,-0.005000276977831554,-0.0030187767459075236,-0.043323100141542614,-0.04628430140774742,0.10583712731974937,-0.0074005074047991,0.20349267552769237,0.10477918667874103,0.014629706820577015
RSPO4,,0.03974391048529476,0.05506461866322579,,,-0.03006341676821821,-0.015918361401110845,,,-0.044122885358452976,,,,,,,-0.03275186342288417,,0.03313155141219664,0.07750504030541117,
LEFTY2,0.04406709792720318,-0.016312316850567325,-0.03846127608819451,-0.007731857402167884,-0.1493898277934601,-0.058130651381423426,-0.001084923954021482,0.03004762423035701,-0.01675858087863057,-0.03926678254172003,0.08694062147753488,-0.04524869086885121,-0.052913915145502456,0.07504317947888815,-0.023612352582257863,-0.016030269465231176,-0.042938815375526074,0.016929879266564793,0.03226345011825843,-0.04299027248971839,
PF4,0.03265278932235269,-0.014658243716372138,,,,,,,,,,,,,0.06727636287815023,,,,-0.004907715195412504,-0.039648082428272065,
ANGPTL2,0.0611103719578093,-0.023652870616807313,-0.0921099116228089,-0.011655233870201356,-0.13311318248073103,-0.026107871503201274,0.011157207329160639,0.021854988489817706,-0.06366304697158127,-0.05189783416111697,-0.025139095493913483,-0.09811895848122096,0.0342077488521365,0.07934876211147052,0.11025484585665281,-0.03541851835964556,-0.10207659844175619,0.06107803157814539,0.0704722134336965,-0.04157267469174444,-0.017576450864630683
LRIG2,0.004070477263152093,0.04623540885639983,-0.006504643563220636,0.03388368589752659,-0.08067480786404632,-0.0014400048555942048,0.031105544553539165,0.03654087403197115,0.0033937611442873216,0.03677652989536695,-0.10276566265076437,-0.09932448142809504,0.07305303114059762,0.009377516928715489,0.02705768670136359,0.018259316152558838,-0.060349803945971364,-0.06238265119627215,0.0010842432706043136,0.019414924645317577,0.05030206885356195
ICOSLG,0.06726129664822227,-0.0063848231703394365,-0.0249024223700602,-0.03854543358263331,-0.044306257205193794,-0.03928448817460427,-0.03021007731422328,-0.028751348502382885,0.03586255333508286,-0.03284625417587348,-0.020793731276645657,-0.14035339883309444,0.08798186045459012,0.045240955687279455,0.06446698216258086,-0.03748996957010048,0.025569961712236824,0.007172132912963139,0.060018731647617445,-0.07917436993158353,-0.005372595786388786
WIF1,0.003519817966249436,,0.034754545813194176,0.05078534076583457,0.09822363941303662,0.0016181521489491092,0.010311142357284692,-0.029578871050274173,,0.1298899939192268,,,,,,,-0.028342903622837284,0.06267360929889391,,-0.047650962841879405,0.07063996914436026
NPPC,-0.034190823660595455,,-0.004245346691193622,-0.02342822533405904,0.04433631151877474,0.020460703704144143,0.030118527997503277,0.0756604256987782,,0.007022020902637137,-0.030809191500885038,-0.06737491404274083,-0.004069810792896492,-0.046622249294296945,0.04693019411166018,-0.02191937208053086,0.019363916240701412,0.12714677365923469,,0.004172872254970439,0.11962969707152885
LYZ,-0.058489136937756675,0.06098454827349554,-0.06823143456799773,-0.04467214364269134,-0.08832029250576429,-0.014419662274719315,0.052293983356229014,-0.05494858542294763,0.058923694951765734,0.004107243647241042,0.0033009704943253422,0.12022638280922221,-0.013772073461050634,-0.0363779622227695,-0.039096265682744685,0.03273399589736638,0.036818212248501916,0.08192981345534336,0.07031960078588463,-0.079539083020009,-0.0956790230184237
EREG,,,-0.047961997753432906,,,,,0.02910588590510865,-0.019596544663907117,,,,,-0.0037330585589704624,-0.04604942018105473,,0.04583365935843185,,0.005654621896531096,-0.0456466879370171,
SPTAN1,0.07260873386924085,-0.004300638489098751,0.047375086439411275,0.031525845080316015,0.11788972208644802,0.04009002093330544,-0.05416118175505281,-0.00443840583415403,0.052798735445082824,0.08380150909806337,-0.11976453528024204,0.005272939382369714,0.00011923796661444385,0.07466577081477302,0.06569385950875888,0.036426251358519686,-0.06460631881545724,-0.0026508260604388963,0.01941245364226246,0.09755248312817016,0.03505268712496614
PTH2,,,,,,,,,,,,,,,,,0.10015465107318172,,,,
LIPC,0.027008682233158304,-0.022061440196722706,0.03668331769350121,-0.03258270086662295,-0.06679614946507885,0.025510130964235045,,0.04785475632173494,-0.024502961742172993,-0.02808271829229223,-0.03266999383088557,0.00018197013219477774,0.05591236968512875,,,0.0498624135102079,,,-0.005214576092966147,-0.018404370106058523,
COL8A1,0.006392207488459577,0.04974124444877191,-0.06477591638047096,-0.024004954461401856,-0.08746093284175725,-0.053768737698241,-0.005373097718082467,-0.027983207505543554,-0.06998895467377383,-0.004595585839643632,-0.026694980335770488,0.08973037687706636,0.0019490024355721307,0.003354603717746741,0.040149660197189505,0.040594539988019956,0.04152333829838289,0.017669464793458114,0.052073073745118846,-0.04187282448128009,
GSTM2,0.023953777457442205,-0.021756321639430302,0.036025782542712693,-0.02671663482383111,-0.09859000504393338,-0.027119555265337675,0.028637981085498917,0.08170075303165189,-0.03592453570735491,-0.01436357817915469,-0.051259736215385564,0.009897746486553647,0.06452605612611739,0.01056444074188541,0.03589943072186564,-0.009422546066172996,-0.0343247067298289,0.1110701976917836,-0.0656131611531816,0.007441862892004631,
IL4,,,,,,,,,,,,-0.046432990331226026,,,,,,,,,
SPX,0.024878931147436854,-0.04301380695244082,0.11284340911642914,0.021721669318228564,0.09121126502343985,0.025445819461499798,0.046961491786517505,0.028251477366960154,,0.07624100840849056,-0.02052555989111823,,-0.019213541835059942,-0.016967982378207187,-0.005611837549049302,0.09791592382809175,-0.07917726647938239,0.0868245767905687,-0.06222066690923617,0.15632539263473455,0.007319990984955969
MFGE8,0.03271948958499549,0.029175960493595412,0.004382457614346872,-0.042270713238191135,-0.04068769201961499,-0.06058077318769685,0.053732484944750865,0.04758113796968655,-0.019645832535282758,-0.0001362403819767837,0.12750335103156743,0.03464921679765241,0.021534486854802873,0.06600181947218872,-0.026305696124931145,0.008675258232759948,0.009457807492090532,0.08345056718591112,0.15668617046204067,-0.04029041549513872,-0.06759829271347699
TGFA,0.04377678011166582,0.026298637086643088,-0.05166262946991517,-0.02546723491956701,-0.012052160969608811,-0.05944695423007969,0.0240335210362016,0.05508672370844872,0.03141613607926365,0.0054279361396676684,-0.059011505016580465,-0.1596877068615764,-0.032240218812933916,0.07488533451475618,0.04650483120124585,0.05334082581872909,0.026917307878149888,0.013856976290843386,0.009775438776896897,0.07169462835316388,0.06109701801575529
SLIT2,0.024162587128980548,-0.0382209139432068,0.07582542820517357,-0.03179678496419282,0.083148622682862,0.054500883666957795,-0.008327159776433838,0.029189333498264584,0.003254926067088559,0.10407729640757447,-0.029251027529683987,0.05126533497183168,-0.030042041402253427,-0.041901489717321674,0.06243732771557354,-0.024464320108479296,0.014746757574487067,-0.04032901168959992,0.05603136227258563,-0.043556821121819356,0.034132906470336455
PLTP,0.07871882039871739,-0.052819622305649315,-0.06189987170677608,0.008581234761569832,-0.1573614023277209,-0.0004002228969089688,-0.03201707944931645,-0.08481497938188631,0.04540085143479386,0.03081197850733343,-0.15595881614505658,-0.009529955041073599,-0.01257482899561453,-0.01781174759528771,-0.06022102702793338,-0.012407025701612525,0.09228446971367099,0.008076930953298995,0.07274252019563325,-0.004953527409941658,0.016883863067621355
APOD,-0.006716970907599214,-0.08243947986273618,0.025858506120286867,0.014620210806231937,0.007722931082456994,0.054677287003998334,-0.015927033422994053,0.06983021522251438,0.022580441568892877,0.05989012678172472,0.09875350389227566,-0.06448423150708278,0.03246305913440159,0.13734860055149514,0.15974400312118306,0.06007887497744445,-0.12217757473471808,-0.010716423440228136,-0.05389819704298412,0.07326473070954526,0.05201238533132148
B2M,0.05211712172339132,0.029135533176891545,-0.03145808764666886,-0.049004933813739875,-0.20501408912465321,0.0705864744031117,0.02476973372259648,-0.05105620429740329,0.08695328816497694,-0.08044478305279387,0.02715255822796421,0.15837319238088987,-0.010221558558965265,-0.0038938554544285186,-0.013340436757068481,-0.10297403322459228,0.0571785693632261,0.09329721859130216,0.16328431129406418,-0.06250299505401458,0.08840264500137168
OMG,0.03758469041850838,-0.04705315449843675,0.09586031899813086,0.033670027942053316,0.12619056620245309,0.02493277008806793,-0.015655363860613888,-0.004055485316754476,-0.012410599406723804,0.0629927359068139,0.030525775216762776,-0.08378854562621808,0.16854883801455242,0.09882553388414453,0.12164166667946336,0.04202456913732635,-0.020856792493970863,0.13336114962794876,0.02502099480639892,0.11119573416304648,0.038957974318848405
CXCL3,-0.036667462994359024,-0.007565801164782532,-0.06572385216852164,,-0.02754714332256244,0.028329040567460897,-0.017029281928679182,-0.035147804908627796,0.02885272486365908,-0.02290761436514143,0.01547920959377288,-0.09410446895601166,,-0.043626934757425094,-0.0925581105675832,0.07432632410953476,-0.015642143887285142,0.002326477685254223,-0.0021999382872481647,0.0059192814244516025,
