,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF313
BSG,-0.03646297968895296,-0.007204388988110071,-0.017001823681749042,0.08314202065730339,0.0009332628171694929,0.053213956801715055,0.03661954199277495,0.007397302134092206
ADAMTS3,-0.005505671046878964,0.03408324912854269,-0.003790812528026972,0.029879893177535956,0.08235922960193684,0.0100890946487927,-0.00518403694056159,-0.02907921642080055
CD34,-0.010048003408682435,-0.031036660173542806,0.025804105164169523,0.00112608656010038,0.05133545072667484,0.028308043248287312,0.05009677419671061,-0.01107367759541062
CCL23,,,,,-0.016621357303838142,,,
PLAT,0.03745571287187367,-0.024161967445937207,0.08659462189961706,-0.04836430739468548,0.08344555076009552,0.05805700025672859,-0.007492558354636043,0.024155638450228317
NTF3,,,,,,,-0.020053829789972735,0.06968384082850088
LTA,,,0.06555409056596495,0.1063809063684346,,0.038197209518194546,,
CKLF,0.008288393938090175,-0.06653375700370712,0.024674973943434306,-0.04679248107646417,0.05175797411631836,0.05599343871948142,-0.027530719402549808,-0.005334861836523433
APELA,,,,,,,,-0.013642788558352296
CD24,0.04192843946285495,0.022095996305236204,0.01696910531954635,0.0353921974764256,-0.011583292338305455,-0.04800725009929669,0.07507427599073964,0.07806859723333744
HSP90AA1,0.09195390901200506,-0.016465582285684063,-0.06765369860492171,-0.037538823740311755,-0.11716940467374018,-0.013948814819027999,-0.008058700324664537,-0.05603398070114221
BMP4,-0.018830104686329924,0.0236968322206007,-0.016799123150748708,-0.030504870901372574,-0.026951464973103027,-0.009283699533557786,0.028949625473254505,-0.036685237698368185
SCGB3A1,,0.04322870675790677,,,,,-0.010478997370450945,-0.018928562128560214
IGFBP4,0.06748828965208424,-0.03428983987761382,-0.019921484896760804,0.03326290605899659,0.1337584575230147,0.06392592742599444,-0.03884227313803134,0.04671158065669971
RSPO4,-0.02032519282068149,,0.024445551369992616,0.01351228168913146,,-0.02238411564446432,-0.010478995837660529,
LEFTY2,-0.03404482945166427,-0.012157572690326406,0.004301770059140278,-0.042196998611670776,0.08349352343815339,0.0369058603377733,0.06184307437005804,-0.01675858087863057
PF4,,-0.012631679942436885,0.007479481254548604,-0.012855716970402387,,,,
ANGPTL2,-0.016877540391565846,0.02260658889449806,-0.056518488066158355,-0.033841577549056555,0.03254654437911748,0.013688918349284838,-0.06536757909882931,-0.04504568841302665
LRIG2,-0.04678593886943046,0.028324947436588557,0.0005696246557530268,0.04324961154443528,0.05216686070129059,0.07067457359226083,-0.017686953264301645,0.0030021335741503706
ICOSLG,0.06358160254744703,-0.030537177725446393,0.025167127397123925,0.041019568270670194,0.016613384716025328,0.03167736620266544,-0.01988717723226569,-0.017973629856386213
WIF1,-0.04729997213985082,0.07017380889273248,,,-0.05555815867641014,-0.017273291859775285,-0.01971930054003151,
NPPC,-0.04148076357466391,0.02091316429087615,,0.023593332335446308,0.008824671980616497,0.01679633846012166,-0.01456323978150882,
LYZ,0.0657655200309064,-0.022433608327977642,0.047808159425510525,-0.018942442365080258,0.06635775174581758,-0.007067816120490168,0.049186135493618284,-0.004696675476579941
EREG,,,,,,,,-0.019596544663907117
SPTAN1,-0.058841554160580886,-0.005009198559152173,0.02196584588701929,-0.04071062451267422,-0.05071268830756585,-0.0064537078845463055,0.08802497534122526,0.02137149163585597
LIPC,-0.00042470374580334233,-0.015464496420827922,-0.021695829177431163,-0.023102680855580142,-0.038206495677654835,-0.0061111878290545756,,0.05793051429148224
COL8A1,-0.035888714616493615,-0.02589887029537212,-0.00203348033292627,0.024322661617520478,0.10113272180036217,0.03024756591756762,0.06734775242431476,-0.020718015649018717
GSTM2,-0.051632116520400555,-0.011992189396966491,0.02125767259163153,0.009242321869404983,0.0532652182854922,0.05233174258303646,-0.03097251278682996,0.03906095643380486
SPX,0.003897890645263107,0.018062153817441206,0.02312338830940699,0.026601855254387758,-0.02136936179061402,-0.04010716787458023,0.00039125435146348587,
MFGE8,0.03697686679179821,-0.012849780168924447,0.0150181071082274,0.005745861041861194,0.057536639715626836,0.07066941630053367,-0.01857327825144869,0.034533128413439564
TGFA,0.035838005505524025,0.042194070214416526,-0.03883958717124423,-0.02804629623766938,0.026882505277064293,0.04594330780535155,-0.01577308220234253,-0.026410099645150058
SLIT2,-0.041190376229514485,-0.0383831857416659,0.014593354927821687,0.011265817316032935,-0.016102063094426418,-0.04760866258308123,0.04021449251030368,0.039504148825148695
PLTP,-0.051066075468007475,-0.0026597283865406763,-0.058148615142377104,-0.04468953788016925,0.08096524721613622,-0.0039739605849816685,0.07644321139225607,0.03938959291955996
APOD,0.018065066728901288,0.005088459107600744,-0.05552565130835485,-0.08492351718257768,-0.019340522144402763,-0.026260426318213723,-0.06270933636565168,-0.01982583309795027
B2M,0.06838899381111743,-0.021899190530815835,-0.04718960843027376,-0.0528647274958042,0.11565227525720817,-0.01567813097572361,0.09009057371108212,0.012318930228177824
OMG,-0.09865804766070893,0.036561540162396,0.05347558779195192,-0.03920287279381608,-0.08185087746560907,-0.07457316810453832,-0.02047519901839232,-0.012410599406723804
CXCL3,0.07460923239346862,-0.03119355331915997,-0.0184680390423374,0.04094628266973692,0.2212835749236662,0.014386043729402243,-0.011210310530864307,0.060597548210666215
CXCL10,-0.06833612308356392,0.03366172289912644,-0.003933266511981596,0.04191135675977979,0.09533177775080379,-0.03551215391227825,-0.017029282198076437,0.14180460823134527
RSPO3,,0.004360342580828198,,-0.01492940722955082,-0.023986781793492448,0.009480034597434923,0.04712856722430182,
CORT,-0.02278812221600878,0.06791206518737483,-0.02574485123505218,-0.03348034206886952,-0.04151449999114691,-0.0031381358289812545,-0.0017658556324464652,
NCAN,-0.033077281954055286,0.026370266115230034,0.016293049051455916,-0.09155771773574287,0.04960441233708846,0.009846940646467697,-0.04971714950283208,
PRG4,0.04207415067083448,-0.01831275143590748,,-0.014734681105217397,-0.020779069927125516,-0.018460220351594215,,
ZG16B,,-0.016885819919377043,-0.017346496442228014,-0.017101399470288763,-0.022434345167190388,-0.015292588896348847,,-0.02210761180519211
TGM2,0.013317239139262815,-0.0772683615765258,0.009204121268938104,0.05630696377904639,0.038632507329300826,-0.03396688939911952,0.014300253307207654,0.06998893400327161
VEGFC,-0.02231518405549745,-0.023251681131136768,-0.022273569437153404,-0.02626114708381772,0.0010995174554516687,-0.0006382078179120248,0.00800531544891247,0.040710048637688366
WNT6,-0.02830159834024661,-0.019647317814472202,-0.016041983026057704,0.008458871297301685,-0.020433494371858367,0.040492957162678346,,0.03609498750874636
NRG4,-0.021091355042518807,0.019393527553382865,,-0.017932780955901707,-0.010732993602845782,0.03787021568346822,0.008326270297197721,
PMCH,,-0.01292640172360537,,-0.02484761508912506,,0.09065712741832202,,
COL9A1,-0.03285769945556093,-0.033873829382207864,-0.022250158315362003,-0.01872948087139217,0.008262920583404217,0.1021689996755843,-0.009032603917632498,
GDF11,0.06781572757365698,0.03948519963337763,0.002194733932183483,0.005568127489631857,0.024234926969489094,0.0672699438064109,0.022690501913522978,0.037143114526488503
IL24,,,,,,,,-0.013940984322082843
SORBS1,-0.050563956522409866,0.024535217836787603,0.013682048119090223,0.0009360756745516544,-0.008376659481097377,-0.010076593074504734,0.022905690485888544,0.005355772732470676
DLL1,0.06564024478699339,0.008977333217626943,0.04356970384349377,0.033140439997719,-0.01790030655488151,-0.026791866486069564,0.05242149149586244,-0.011457149607485029
TLN1,0.03298359790800676,-0.04148310367219063,-0.03140771287151389,-0.041506510755428126,0.08103613246082243,0.05740543588474197,0.00203845287489796,0.0558868101942579
COL2A1,-0.021588390790650887,-0.0012000446190729747,,,-0.0191793493357471,,,
SHH,,,,-0.015311752897644486,-0.0150772989907106,0.0016257612306065368,0.08312526814881363,
PON2,-0.07155469135469536,0.01814755641061809,0.03260170733020557,-0.10630257881789075,0.0941212315873638,0.024546203198200375,0.004162504566087133,0.06403268737955176
ICAM5,0.02145582039608231,-0.008615892852955795,-0.0051709256935756395,0.00018406228908364887,-0.03747832286315219,-0.02456828048912216,0.027003930002144315,-0.013196854571816739
HPX,-0.03437811568748144,-0.018002266347108765,,0.055033293264555264,-0.014293759395689661,-0.0006587587225213049,-0.0104789963021424,0.03170728438254877
SFRP2,-0.007217009089703496,-0.01618935028143449,,-0.01743842721789444,-0.015306903547840544,-0.002024334407089684,0.010534346478613763,0.013389881968264147
CFC1,,,,,,-0.01924586873481194,,
CD70,,0.04298289121643476,,0.03026743189563047,,0.028307274311761742,,0.061744145451865136
HP,-0.0070368328911739695,0.04359692390492902,,0.009135981792192247,0.04796154776114103,0.014768702421955916,0.0209520161600744,
CXCL2,0.0641462442217152,0.030373942013141433,-0.03232218363284028,-0.0025038737707076286,0.02325091654923546,0.028104126500411282,0.08204836934694718,0.038216885900374524
NPPB,,-0.01570950498543647,,0.04360461485037406,,-0.01685246536843103,,
CCK,-0.020040880120769506,0.08066905793992955,0.012699215264456595,0.012703215557719388,-0.07855439107167946,-0.09654313047747458,0.009058714703245058,
SEMA6A,-0.06689351057984567,0.09769890819622987,-0.006210659099873037,-0.0043398999800143365,0.06777808383913979,0.017412109965219108,0.040035739383787364,-0.018207143407118195
IRAK4,0.02566418696403178,0.02321559030665232,-0.002845201687150703,-0.03442056745877228,0.0779197838119124,-0.006868836197258015,0.008441556109286959,0.029158829076820554
GSTP1,-0.0026295590914439254,0.005648151628836437,0.011060765142963506,-0.046164454241239085,0.04033410634934962,-0.020976289304750075,0.040935443888113925,0.024446797101783713
VCAM1,0.0213097291086236,-0.05505302745613181,0.030346326054326068,-0.06509455291960528,0.05708019893342395,-0.0011725264671830103,0.05271602689908435,0.008235953761648781
NXPH3,0.026598664599294747,-0.005770478848924142,0.06873853398503552,-0.01986576373860441,0.007250845997377864,-0.037610426793898345,0.021858689077279277,-0.02630711927173755
MTMR4,0.007606805048083657,0.025679203591421347,-0.015498040729006185,0.037485078827556306,0.03805756581847843,0.03556167823139748,-0.006824128465857059,0.06800416908445496
LAMC2,-0.01926055641809816,-0.01233031877801491,,0.03540144645841708,,-0.02121537376728665,,0.11128129369827608
IL10,0.04579081444397045,-0.026052608263192112,0.07564082102796672,0.05415016716469338,-0.009913509589728893,0.0526259284748515,,-0.032893596571657344
SEMA4D,-0.008026835079217306,0.009338185942188673,0.013248174012689285,-0.03912062314225584,0.021354491684794873,-0.01145005126165413,0.006265772818667689,0.021990173369985964
TRH,0.02948628316637218,-0.016754561645080285,,0.07584327293611506,-0.010011240642415997,0.00404497123485025,,
SEMA6D,-0.04343931745594722,0.040775497345015566,-0.0563468587607681,-0.003495353555575076,0.04499200206120579,-0.03244684049435765,0.03672216025997836,0.0012307505196684678
PDCD1LG2,0.01119683073611105,-0.02392721583094102,0.02260889121308116,-0.019702708720617208,0.045276454742474624,0.007963586943979917,0.0441602145409617,0.07942151686385705
SPINT1,0.11592453677201131,-0.03119356156419855,-0.05162225353061839,0.01867859205985709,0.01262720707984843,-0.028740172804582537,-0.01712498539181392,0.02557504184676584
CTHRC1,0.012572930074289062,-0.026143885558160367,-0.024064784835266032,0.02479725857627113,0.07386279094751476,0.010415709175220984,-0.02722203418475617,0.025710614241325796
PODXL,-0.06374246462030982,-0.03253813901315027,-0.017485643249388755,-0.06367590470149662,0.09768299530679268,0.0433021456075627,-0.040843566574307946,0.01777352599305263
JAM3,-0.05526776463711354,-0.016062979563981804,0.025496044561912394,-0.018388871583842913,0.054094050401073915,0.0004939185597292442,0.03536159307611168,0.06967576228390376
TGFB2,-0.039415989107596514,0.01296682213573879,0.06586674272085077,0.031267870950089226,0.09324007155518382,-0.011343881594889367,0.01082676511613497,-0.016739873104798533
COL18A1,-0.02433093334129233,-0.0415577386194619,-0.007681821044304217,-0.04680096899314665,0.08791698812774949,0.05784106628716766,0.00332257123648752,0.020947336685167895
NODAL,,0.0033119074287783737,-0.015451119258631445,-0.030155091965320492,0.03930784448422783,,,
INHBB,-0.04385783982045504,7.842387957387064e-05,-0.0297357376764562,0.026497284997147253,0.057611890707045976,0.01416101840947825,0.030498662190979894,0.00989801850346522
LCN1,,0.09710329047480115,,,0.07297815611097538,,,
ARF4,-0.0034137828624825946,0.025992669111473354,0.030567750680459922,0.031350270288345534,0.04972376959827043,0.08778248652790968,-0.02646227725212904,0.03098254601386373
CXCL14,-0.025577505000670717,0.020335091355794237,0.008258620390636144,0.09536033502977204,0.00691982426511774,-0.00787334619166212,0.00764298071782936,0.03167442790428744
LIF,0.03932030292146352,0.026248298901956603,0.08013252129358324,0.028838244643843273,0.08046557230374093,0.0846932770631928,0.1495656385818686,0.020209303172039943
IL17B,-0.023021357918230383,,,,-0.012911128409499732,,,0.024593863409892704
MMP1,,-0.01699938438740906,,,,,,0.021558737762485822
MATN1,0.01283013990871309,-0.016189352487622072,,,-0.01764615037747368,-0.01706411911856507,,0.17488193297087462
ADAM28,0.09446407886792893,-0.027812620308342383,-2.9751000727724318e-05,-0.030234864451743393,0.015574230260374647,0.011889629799563914,0.014515175948649225,0.020196985006583186
TCN2,0.012610886294400474,-0.022263219521437262,-0.007197001607306037,-0.05178569935263666,0.12139679459139907,0.06043319159218527,-0.011163483469705252,-0.030148581140222567
THPO,,0.0788561369390727,,-0.031063625760750037,-0.03434171979314292,0.035495484839170116,0.00892108451895148,
CUBN,-0.0074906756679189454,-0.014112263966484932,0.08865952354822759,0.02210811553269159,0.035455381548800236,0.021989280456908795,0.027028359173096407,0.05256780733175974
TIMP3,-0.012129164553325474,0.0799458577681908,0.02009020557073241,0.0358589485032184,0.0417571340963073,0.006421177698772148,-0.014008658547730403,-0.07414563093146138
PIGF,0.029780567906509063,0.041714418579481286,0.01543747506339817,0.005263127386807185,0.017692839597485518,0.006303187029008339,0.0037512440025264,0.017416814499647836
CRH,,-0.01444643972830195,-0.01939111392752563,-0.017270688181603846,-0.025881639051128027,-0.016340988350666885,0.050107789767862475,
BDNF,-0.014365349858427889,-0.02284104734044259,0.0013392824134943802,0.007520142160179394,-0.07350210485052777,0.03687619557076828,0.005662508645754548,0.04880979748786096
CCL5,0.014118254115428603,0.041024729067252706,0.013181596251243011,0.016190637313986015,0.08443342166019054,0.0256180007621039,0.004866333422561463,0.035368289296728
GAD1,-0.041192436416816705,0.0060467826259284945,0.05831662538456619,0.023429616038585708,-0.09167151009690654,-0.028285088417147518,-0.03760944538793554,0.05288627158231375
COL14A1,0.023138713656380663,-0.017246926435297138,0.06867335583994233,0.02680759856669694,0.010527190325069978,0.025655568186221507,-0.016933090382491876,-0.021134427537438893
HLA-A,-0.08948148965553719,-0.02468277074624777,-0.024063367696203125,0.034383430754503654,0.08123455023903822,0.06531954566985604,0.04955865481255463,-0.018647238793008725
CD5L,,-0.014446438056958914,-0.013906774315181268,,,,,
FGF18,,-0.013071415334207007,,-0.01372143260610569,,0.012183105203688125,,0.011775435632016598
ADM,0.07514745576202321,0.018847493219954138,-0.003677175990511612,0.09003844157007919,0.10160162775518197,0.0008079782823639572,-0.030381065406009745,0.003185844127970119
CCL15,,-0.024102602248904505,,,,,-0.0021686048657626957,
GNAI2,-0.07123152098472373,-0.005522944266862725,-0.038328290446584,-0.03349992265167427,0.027290935569646402,0.0767701593908226,0.07320377591885226,0.01548632712048104
HDC,,,,,0.031124748811964593,,0.05627429969897613,
COL11A1,,-0.050311136306830116,0.009280072061839634,0.0015722057735556559,-0.03060015936689812,0.024284134634084246,-0.0128648185748912,-0.047908007380385
NUCB2,0.06124300222033257,0.011535019870613583,-0.003028757634543606,0.03774428120382575,0.018922676539896332,0.011607067763504099,-0.037432477119470176,0.021464403189772895
CXCL1,0.06634396897882601,0.031240482797311727,-0.02080202789150336,-0.03914781677209545,-0.006572995942408224,-0.03110477362893613,-0.011764014995170644,0.02447932016748033
VCAN,0.06932016836632332,0.02660403692574367,0.015340346503496008,-0.030519940705072024,0.06523301553497657,0.03279081284434343,-0.02667301737659491,0.04765597045973678
MMP7,-0.0030321820946691692,-0.017277257815255128,,0.059517837120495756,0.20876305317080496,-0.01685246527635544,-0.010234384885946522,-0.028696176081882258
PTPN6,0.00024783976515968526,-0.014767512572216172,0.03838634682918057,0.015239221914286475,0.08692943711823163,0.11301737967731772,0.015271267487769958,0.02025155537230009
PTGS2,0.04265478344844211,-0.025557898994008912,-0.0012697410660235003,0.060534376627337,-0.05348319732306921,-0.027034739388967725,-0.025089056972975237,0.004212197647921446
XCL1,,0.006121990157889558,,0.06300985138855426,,0.11589622817935126,,-0.010581280434884831
CD58,-0.025025711671500576,0.029757845723700656,-0.029694650449228338,0.018414401721337965,0.05181038104376794,0.06713253990051955,-0.002819330083938762,0.06559310632865789
TNFSF14,-0.02404865680924649,-0.015951074556934498,-0.021695829293092904,-0.02772455531266072,0.09688236926110963,-0.018483301957071773,-0.011490347096929775,
CNTN4,-0.030006665310939585,-0.028043906256195187,0.020492750681836383,0.02787324155817325,-0.0436223348955631,-0.027014618764570394,-0.039347780441124885,
NTF4,,,,-0.01888504953010519,,,,
INSL3,,-0.014181396446954854,,-0.01372142991472677,,0.07945800415773807,,
BTLA,,,,0.030445121444224604,,,-0.014673566241840075,
MFNG,-0.06297179720227379,-0.053811023653188884,0.03390519521154714,0.016229253654499138,0.06677579173570747,0.02976663747752437,-0.0168319582038181,0.11065189440373377
ICAM1,0.05358454169462079,-0.017450531170638824,0.015186676786934982,0.025188595876743835,0.08593812749239109,0.04041997710870665,-0.029979621069214472,0.0155036635329872
PROS1,-0.11170413918377961,0.0004281158580233407,-0.029404260102195216,0.016498382463963405,0.07134624474352202,0.013876389924856836,-0.011929080267414604,0.05820117643357573
CLCF1,-0.013691127395020727,-0.035117448726741225,-0.02642039174717003,0.041158463190197635,0.024459608683739944,0.04220224854861389,-0.03138180819561366,0.0841335670363373
PSAP,-0.04877659127931635,-0.006887036659969574,-0.043249322156244115,0.051925325194993856,-0.019006747224238802,0.0012409569924690526,-0.025585862750364907,0.0015008896403913593
EFEMP1,-0.08584772437142804,-0.01109055454768597,0.02291078732317392,0.06800141881286786,0.131396673696914,0.023820569663348706,-0.01103704907208335,0.039488651162798226
C1QTNF1,0.01220652263977311,-0.030867074394227905,0.01896732504120016,0.02782557279861802,0.10448595843701389,0.045639086756515776,-0.013838371363342908,0.03729901873777222
ALB,-0.02567334368765702,-0.02192480896946468,-0.017340611023372435,-0.02436043983576145,-0.020606937356278235,0.06850373820769068,-0.01305060745670294,-0.013196858910430301
CCL13,,,,,,,,0.11156433867953387
EFNA3,-0.034516031296019954,0.005387563936350819,0.07589911659135398,0.11020457338373542,-0.08334531748254047,0.0022053463618518995,0.025572515415933042,0.05012850403434111
DRAXIN,-0.0644937683690402,0.0035824231562597997,0.01014040089296529,-0.020239426097683564,0.030538783737443658,0.01292466474870635,-0.010478997370450945,0.08077086651849631
RAET1L,,-0.011047445560297369,,,,,-0.01255095766335359,
NPTX2,-0.001582223912940708,0.07447374433057646,-0.023745150556034548,0.08873715396907277,-0.08349279991838429,-0.09590699434709862,0.03731471570634535,0.09784161404352668
FGF11,-0.081262799988643,0.026219949868807463,0.006524803611658209,0.011904935388011703,0.07127558081522517,0.03174110048488574,0.026535342588462265,0.07158665865767365
CD59,-0.07587872905625913,-0.031045930751776064,-0.033948547763611364,-0.024310080571368003,0.0021622822372976266,-0.007694219304621427,0.01834180056308799,0.013505732966021922
COL9A2,0.01427707993466899,-0.01291777253765593,0.028846579553011224,0.01203907111333563,0.06314882243621227,-0.009274425712639233,-0.0059320071392446,0.1310229943709454
DLL3,0.03681517285207038,0.038210281751602335,0.058864880082123684,-0.08728064897193606,0.02219194875024684,-0.024227043567902826,-0.024258157227484072,-0.016910714141817343
FGF5,,,,,-0.016409188211000018,,,0.0154546234113616
LIN7C,-0.012476948243132044,0.012748054366266892,0.02618491741517779,0.007630310585285925,-0.001326992524406786,0.0023789814935852196,0.023047367908531603,0.019641392360425718
GDF7,-0.01813869680804925,-0.02605261350705747,0.05184536065975875,-0.024483036950092324,0.03471583740375736,-0.03930107852886431,-0.011490346650414866,
PSPN,0.03564784982912559,-0.03250650466864317,-0.022850138064926414,0.009530626633528468,0.03915837649676899,-0.02805580776730244,0.03625309262126327,-0.03855833204612973
ANGPT1,-0.03230504941083471,-0.0413393642458864,-0.010618339383620834,0.009186733803508571,0.04343140820517297,-0.03537414303305751,0.034930702812724077,-0.006389196715552139
PNOC,-0.03454382491210334,0.040262667996756075,-0.0036749590307001007,-0.01011016861336882,-0.04696985193490863,-0.03482376667373189,0.023456690182688426,-0.013196858910430301
L1CAM,-0.05056161533777344,0.06346884775076023,-0.002899196712354491,0.019772874367390423,0.007445267701393247,-0.020544756739522607,-0.028092294435610107,0.023575819327388416
APOA1,-0.022533795660899292,0.10256620664333695,-0.025238381457044032,0.07767932159007392,0.05406496561106056,-0.025304710207724335,0.043314758955068804,0.010160848080562489
PSEN1,0.03330113472259715,-0.0071312032905954,-0.013088885933114714,0.012699908320413882,-0.04770397510937202,0.013963025729588983,0.0622271675831864,-0.0353835405002399
CALM2,-0.11721264241227963,0.030436397599370956,-0.018606455615065375,-0.032836338499700676,-0.11991179935428829,-0.0798594986165833,-0.01770751233388273,0.009416634270818037
CLEC2B,0.12595635330290386,0.002666201551776736,-0.016134411181218822,-0.004972999828541288,0.10671994421038959,0.008581988170957842,0.10159575369218693,0.007168786966765832
NTNG1,-0.03664592095107791,0.054034311416554126,-0.010892090268737387,0.030250967464475743,0.018987045317433372,0.07082554950462773,-0.014986365348378378,-0.021625841414407588
LRIG1,-0.06940646916766223,0.05064958722017641,0.009633693903100843,-0.002882913870499729,0.061933750042313676,-0.007030305362538517,-0.049827446116615715,-0.03183399286313137
CPAMD8,,0.04331091700935818,,-0.01623000319282251,-0.014844319029255542,0.05779438380329452,0.11420959093535077,
GHRL,,0.030730575176062716,-0.023115714395849765,0.00012643801300508934,0.006160285323094756,-0.01557449731180491,-0.010478997370450945,
