,UKF266,UKF275,ZH1007nec,ZH8812bulk,ZH881T1,ZH916T1
RELN,-0.018776287688005357,-0.005386651780322333,,-0.03935570790953702,-0.01724308465104675,
IL15,-0.01268473900492284,-0.01008181202573872,0.14300971729185138,0.016798605349604912,-0.01368968538596526,0.004420110259253875
UTS2,,,0.060782509815745775,,,
BSG,0.040334686176735024,0.06324014555615376,-0.12268982781661948,0.06005091478959273,-0.048052802651285045,0.027326904389891042
ADAMTS3,0.034393718064952235,-0.007542943246034997,0.18865241728012677,0.023258896814815213,0.06752760064412605,-0.049344478685442186
CD34,0.05081253373275362,-0.0016274512700635163,0.03857899852741581,-0.000702823554993313,0.03665117361409214,-0.005488946083295464
PLAT,0.011089565004423116,0.0856942167787257,0.12853203565873786,0.045911195071568385,-0.07537387137030481,0.016307372438372384
NTF3,,,,,0.11306243210546221,
LTA,,-0.01560513026793052,,,,0.04573904925861003
CKLF,0.035517506484373663,-0.003476784342046971,0.08065547072573986,-0.016189294789023777,-0.02889543511557332,0.04685715096798148
CD24,0.01715812740106996,-0.05790165045598057,0.21734088962394812,0.013477247921247213,0.05021601152501912,0.02004574132592515
HSP90AA1,-0.02981046136808963,0.01111323483921938,-0.2843190076520271,0.01974149002450318,-0.014685023619211524,-0.07468646628992626
BMP4,0.05937125859468494,0.003348004879330929,-0.0010034697609717395,0.0011870730506787542,-0.04946749623123182,-0.009466548261590935
SCGB3A1,-0.016192293686056007,,0.1837805791904952,,-0.02964541275684304,0.014309470061760145
IGFBP4,0.02372191346789388,0.049181142357093525,-0.0771116432323296,0.012553247548345711,-0.037952269826102066,0.00938669301970073
RSPO4,,0.011994971394712988,,,0.05704502003202108,-0.03096455518050484
LEFTY2,0.03505033397990667,-0.019149967526936495,0.15578328131170283,-0.003985090134102607,-0.013654844552029293,-0.003327163284671494
PF4,,,,,,-0.02347763880398747
ANGPTL2,0.006143229971339564,-0.026661585135938137,0.018608173595478242,0.024624920193093505,0.003553249070352455,0.04678594174299466
LRIG2,0.019474788158041864,-0.021572630147245957,0.004602813630669715,-0.0035040555536779423,0.04033115756998041,0.07408735187092573
ICOSLG,0.009940070183914173,0.007345616984636029,-0.0976728695551787,0.09285731736403427,0.08150140520967655,0.09127075547246026
WIF1,0.0043244154267556584,-0.014005706348325516,,,0.06234823921650125,
NPPC,0.01699672120914788,-0.027320682957906992,0.046454048098099984,0.12126262421434787,0.07157571405949137,
LYZ,-0.01514707352882066,-0.008608438252202751,-0.11030794627847444,0.054502766526446166,-0.013435253746888694,0.028390241843685944
EREG,,,,,-0.02486664926808414,0.02395636057018272
SPTAN1,0.00658511524481886,-0.06782617710037267,0.04688664474686939,0.028454685518785324,0.05783893344288894,-0.015392912431946567
PTH2,,,,,0.0047028923669391156,
LIPC,-0.01967077765985665,-0.007757227211289474,-0.057056622813373446,-0.03664704825361548,,0.08378936971828901
COL8A1,-0.03998113648876716,0.07519751916624019,0.06569185506259387,0.004678794756360012,0.0509824268581107,0.05465987166107228
GSTM2,-0.010726654861893087,0.016317711765867403,-0.023440837863521625,0.052247374274275504,-0.007154479151331161,0.08271955491385043
IL4,,,0.06752756250127183,,,
SPX,0.0027998299672133036,-0.05792179102695636,,-0.00809425788225428,0.03066325841472578,0.002187442587981758
MFGE8,0.0019172654281373698,0.033528565675039805,0.04159200012017649,0.0832902994956998,0.014527400312690895,0.031450404027881976
TGFA,0.004893598766609891,0.07143356998699242,-0.11003297399847753,0.031052849991558447,0.03408395145050135,0.07152663328436279
SLIT2,0.07476768216825999,-0.0063918420584222965,-0.06404751036660973,-0.032561941310500345,0.031561270813766806,0.0019042280529599715
PLTP,-0.0298187600145721,0.013306559445318897,-0.08479174069624104,0.07762864224739811,-0.0044480770616622,-0.011020766330660771
APOD,-0.07289637942281939,-0.05077495764471578,0.09645820031647993,-0.058403610585410375,-0.016603443697840236,-0.03741603547678751
B2M,-0.036763882906050066,-0.028268729635201665,-0.00883428427350959,0.032180867237579625,-0.052618753315462195,-0.02541572828992451
OMG,-0.049074749886447167,-0.05611913522943809,0.07996220774758475,0.03258881698943374,0.020225442107958607,-0.007715351149384026
CXCL3,,-0.007629720772012802,-0.09959954009631872,0.08955606856907201,0.01504867800270846,-0.023611019122239695
CXCL10,0.06805144191931606,-0.005013663624873919,-0.06862186888213397,-0.02985625281595101,-0.012832267902574548,0.10938791530706844
RSPO3,0.03825405708602597,-0.02741240321687848,,,0.02664106068582228,0.08523946543232618
CORT,-0.02918372304208044,-0.032060447229728596,,,0.04511245732212839,
NCAN,0.003325107692260994,0.02945327168640175,0.11848241809633955,-0.026463943665520347,-0.01719403458980854,0.01536185920267346
PRG4,,0.023979456191999263,,,-0.014669059709449097,-0.03790160012674811
ZG16B,,0.010140404416915438,,,,0.03794794862009077
TGM2,0.09122808683596846,0.008776194021946956,-0.13127003395427864,-0.0025211255918186127,0.07493666009793216,0.00020588568528584912
VEGFC,-0.026003867969830573,-0.025335924425958858,-0.06182568833159059,-0.029231369145437967,0.14399549647283286,0.0082311155322661
WNT6,-0.013010633773627905,-0.007069262382930573,0.04928877779534493,,0.029605081733065627,0.08942892803535851
NRG4,0.120911251258503,-0.023821817188790582,,-0.0023751982579521412,-0.02636419995068418,-0.016731609336210772
PMCH,,0.044912690976610735,,,-0.01517941781606196,-0.010471496367750263
COL9A1,0.061727521083427404,0.03394335935859801,-0.019550777843527573,0.06982630662608018,-0.007678402377780101,0.018457136089821278
GDF11,0.027676518644422467,0.010932537617378515,-0.11628378550793483,-0.037175337742340234,0.03185782574041496,0.04544129914773853
RAET1E,,,,,,-0.018354456560532112
SORBS1,0.004364157831343954,-0.018066589958747676,0.16820573559893182,0.0513715412453289,-0.06621196608229006,-0.010022594183266273
DLL1,-0.022316321935885536,-0.030322360603283666,0.11597390952419134,0.03778412507991465,-0.040798178463815074,0.03438105463550484
TLN1,0.011586400590190424,0.04897372403319103,-0.12036320966089244,0.02583694404399884,0.010874495288318665,-0.007454838713403349
COL2A1,0.19363503746522395,,,,-0.03197788908426895,-0.024350143982922467
SHH,0.055446363040737266,0.10709554309068953,-0.07977586763252523,-0.005190554487921266,0.0010515302978152058,-0.009636215903050657
PON2,0.004539033000952773,-0.01005702862895711,0.19651137371772548,-0.037047749264101426,-0.024392908997670767,0.02827321960748159
ICAM5,0.015216115553564911,-0.040289905197784234,,,0.013246278503774174,0.04466381709330083
HPX,0.09829299850019138,-0.0016417892624277816,-0.03732464920711776,0.0021382827600325695,-0.03323525759794461,0.004564951500093465
SFRP2,-0.03075710004995349,-0.006438222311574386,-0.05454071813550004,-0.062089890194304526,-0.10748758875421871,0.014332302673148218
CFC1,0.09385284418390658,-0.015605131211029154,,,,
CD70,,-0.009890808822255433,,,-0.028468833075222657,-0.009279505517062052
HP,,-0.017918021203382963,0.08102952610231365,0.005186196683807427,-0.0323379189459492,-0.025028657559110924
CXCL2,-0.020108499091706436,-0.015739885856157064,0.02561726785508644,0.033099338515791936,0.00959268868447501,-0.029167724958717042
NPPB,,-0.013664487528588601,,,-0.02268720878962158,-0.016972354268566206
CCK,0.03394130704504395,-0.06094031345240399,,0.05915754679321773,0.05823819940724692,-0.0220177252651377
SEMA6A,0.04407513931918292,0.004150367510628903,0.05627628317336167,-0.007004054127432045,0.0428363353447664,0.024838714525544037
IRAK4,0.04154237386584251,0.01731644091064744,-0.03428672599971642,-0.004636788103428653,-0.03544489855859034,0.05273136232025346
GSTP1,-0.003992364144074502,0.003353710306125932,-0.01570407620506363,-0.03779931667386082,0.01815348325151981,0.04576011644064586
VCAM1,-0.04472940161043905,-0.026696997615393184,0.033275131146683026,0.046770824068214485,-0.005327002175235546,0.03789925616389901
NXPH3,0.02355546641756066,-0.027763871095105926,0.032052355617203654,-0.039097230985494426,-0.008639536751298357,0.03584994246383024
MTMR4,0.08277700495153643,0.03648058683230406,0.008745265294374496,0.027019649189491443,0.04395835138589737,0.025858460073138
LAMC2,-0.0178266731900883,-0.017202065331075277,,-0.022694150752199913,-0.014733992642904873,0.03305114956060007
IL10,,0.03361988969853433,-0.05549884219504647,-0.021890687827819902,-0.005311794510679475,-0.02376519839786767
SEMA4D,0.017538185996166352,-0.005951787490572884,0.08886819554484995,0.0034766411909922293,0.05239881209027318,0.0735994498537433
TRH,-0.02438723184426854,0.05969805244090323,-0.025331184999446102,0.11464586272522985,0.00573075121426401,-0.01901017497188986
SEMA6D,0.034949704283490125,0.02761064546463378,-0.011015272026446785,-0.06559635448741023,0.006839675393278372,0.022012579686835416
CEL,,,-0.06986061374184975,0.17176006814698638,-0.02753666720618627,0.08744157750668073
PDCD1LG2,-0.012518793150009285,-0.029813105777748258,0.02481691127394971,0.0143253443157937,0.07240967195184035,0.06204595492652784
SPINT1,-0.01619229863361616,-0.009892372570825822,0.0784740101373774,0.09316616488928922,-0.01847150516693959,0.07542373078367387
CTHRC1,0.0007746322719926229,0.010839725397512379,0.09047284280200454,0.07624413258814122,-0.011240954847226873,0.03438563507416455
PODXL,-0.00649246964255565,0.02205051427607196,-0.03397539973305125,0.029672167507446577,0.030077509578531704,0.04021699456257436
JAM3,-0.009617058551494664,0.029760051172672893,-0.04481841358814352,-0.03150778321647298,-0.07116779753601228,0.02751689731246688
TGFB2,0.022535007543684142,0.028066591052886274,-0.05665431631479955,0.05040510530426825,0.02378509019406902,-0.0016993966144864432
COL18A1,0.02435844472055305,0.038387607243302195,0.05732062200186268,0.041699232686159965,-0.013857934704367861,0.020453130156170878
NODAL,-0.003360177543855276,,0.041050077521251206,-0.004869342882037563,-0.016849425657033817,-0.02601715322459881
INHBB,-0.03250400496722193,0.008906286684700107,-0.11500770115963582,0.04859286652294737,-0.05769127463067566,0.06324182206242748
LCN1,,,,,,-0.01922412363390452
ARF4,-0.019192042333617414,0.027849033296746543,0.055745212010912426,-0.0066791246602243845,0.03765960667572994,0.014237746665247466
CXCL14,0.015309085253154773,0.08343242877399458,0.13350508490205362,0.07811856088667891,0.03600229953411285,-0.006148889604636502
LIF,-0.015793464964841165,0.03540876187465805,-0.053206474811118634,0.06359360766680835,-0.053624491168838204,0.010438838134759524
IL17B,,,-0.004161603075786511,,0.013955327791030286,-0.0066445231339478305
MMP1,,,0.10951904110069939,,-0.015179416613944946,0.032028850572469576
MATN1,-0.015246865409762715,0.0057117482295770804,,-0.0229562302138945,0.0655844493389082,-0.02312043499912982
ADAM28,0.035058445535289404,-0.008802304499804242,-0.052362162942089334,0.030036400435504058,0.020118628264690172,0.01114387537531606
TCN2,-0.005589580750151812,0.0028300508919441333,0.025652027599990797,0.046282954829750006,0.008643207299866238,0.05161199200631768
THPO,-0.02168170741755347,-0.02840491905870837,0.054702937237529635,,-0.018740339461830527,0.025648834946448228
CUBN,0.07419829194547997,0.05476176960339728,-0.0003693087774191723,0.0015391671697629606,-0.05234379213594178,0.03349166048794349
TIMP3,-0.028043896208566434,0.01475244610191384,0.00613236869269366,0.05973285077053371,-0.01645335731903505,0.00516532025374671
PIGF,0.038293240841276534,0.022386784913830452,0.0895600075304133,0.024759964116340055,0.01183813761350211,0.06182297553907932
CRH,-0.01284865986442539,-0.0217812554848789,,0.012338302254019391,0.006609515698971899,-0.013203105273081281
BDNF,0.04974876786783423,0.00412864883129284,0.019200833000401676,0.09074834134936921,-0.036345565637576675,-0.018779167839817666
CCL5,-0.01876872977629592,0.03714806652525601,0.013409766746487143,0.08500916798108396,-0.00012148175523450742,-0.006346277829265293
GAD1,0.044111738997252854,-0.06249170236173003,0.2978509492572794,0.06775942720256277,0.0446531415707893,-0.011293408824264719
COL14A1,-0.0015405718257617519,0.007476040677241132,-0.01945232613121004,0.052897891134308775,0.01374722081147133,0.05225484798408969
HLA-A,-0.008070703220757364,0.05420872546948626,-0.1372474138043609,0.058865462792925045,-0.06928741887474144,-0.029599089349102
FGF18,-0.017826670593275844,0.07754073929514459,,,0.09070217835554205,-0.019010176497061285
ADM,0.018540212921792993,0.08198346245321764,-0.13609209700738073,-0.001960954347368482,-0.06362905084369046,0.06085469038609254
CCL15,,,,,,-0.016487524600079517
GNAI2,-0.021090394498907115,0.08955139463810034,-0.005406434982505755,0.017407070616301458,-0.04710436011796096,-0.04179264010818173
HDC,,,,,,-0.008909060257159396
COL11A1,0.030027125708620626,0.04279458974318813,0.11660139079447034,0.10241333394262415,-0.026166214864432432,-0.0015725041255598908
NUCB2,-0.006743890011183258,0.0009657441784604355,-0.0017433781340375745,0.02671391099947803,0.02398576643295351,0.039198132874346946
CXCL1,,0.030772225034326358,-0.031600475272802866,-0.03450656625196989,-0.043299622394943255,-0.03146879157868172
VCAN,0.02340971827869996,0.011755288045172922,-0.009931125491358456,-0.027579371421390615,-0.05679766709872917,-0.022320428514654714
MMP7,-0.015793460531693827,-0.013664487453930932,-0.04145447176953838,,-0.03325182932714119,0.0240909955954825
PTPN6,0.05035864501098161,0.03161781345704523,0.02656900070151747,0.05484068123658668,0.042442049607215995,0.05872454437078796
PTGS2,0.03290755309379311,-0.003924994666042808,-0.054961272174167575,-0.028379747219380906,-0.06254770540484171,-0.015028703244909807
XCL1,,-0.022443409366157418,,,,
CD58,0.003312199438476358,0.025798184689434206,0.053833141618545355,-0.03726793056493883,0.04745938099790551,0.03529281303283245
TNFSF14,,0.012447462938580189,0.004465371661332729,0.08591679201490245,-0.021918280957406854,0.07605218292639121
CNTN4,-0.01245083891318303,-0.005613538878103129,,-0.02880829324773939,0.05187513904228539,0.030526324457943104
INSL3,,0.01843418842634595,,,0.11671153111978969,-0.022575160971938648
BTLA,,,,,,-0.021829051886936453
MFNG,-0.04478860637605347,-0.0016376502021844123,-0.009885914378741738,-0.009212437622517567,0.039161722437676495,-0.012915528221377977
ICAM1,0.013847372775712167,0.03446870083619802,-0.05979044019460923,0.07512862432945058,0.011365437283417807,0.031902126489833316
PROS1,-0.025395189927481063,0.08073148734658661,-0.08436388347731841,0.02633094532409917,0.028752524974842233,0.045358096971269385
CLCF1,-0.014681598705722375,0.035067678153159504,-0.13580151803432733,0.023161273933008188,-0.0011148095219374028,0.03126123546856181
PSAP,-0.0393379242002725,-0.04236039608562477,-0.1991145051547402,0.0675143749705924,0.008254550888415832,0.01385070452989543
EFEMP1,0.003119092648213203,-0.0005539634072950339,-0.17452792643252918,0.12310914971547353,-0.02488381542136203,0.06601981784250908
C1QTNF1,0.09847988005178976,0.053169622168001696,-0.13491395198058545,0.09944571122837398,-0.04929058218374062,-0.000893304605644023
ALB,-0.015107382327271374,-0.01720206489074712,-0.015661830171539267,-0.021233754425391636,-0.03669065501190448,-0.025527101180792055
CCL13,,,,,-0.024585904251556295,
EFNA3,0.014977389961280589,-0.05496440328003542,0.09363199196530264,0.07629398464244136,0.047327069255956485,-0.017681965793484782
DRAXIN,0.052967006285787724,0.033772782906928804,-0.04696198763527139,-0.03545523850110152,-0.0038717294657956967,0.04121310891836365
RAET1L,,,,,0.0027204170080173196,
NPTX2,0.028912266955311985,-0.05516378380254011,-0.15943111197226395,0.014345614124700324,-0.02857284317770235,-0.017923030097947594
FGF11,0.003558466980050382,0.0019805222069858817,-0.09485628147350787,0.060234548088145975,-0.013447982183182302,0.06641452952124112
CD59,0.0274901820756095,-0.025658660313807497,0.08940453168552197,0.0021487915332612587,-0.030660412195635818,0.01940668163571997
COL9A2,0.03556444739132307,-0.022827629001114944,0.17088159678699633,0.027844700518272637,0.07537496498434908,0.07194813687884753
DLL3,0.03676079049786936,-0.04824892201994331,0.11143940002345344,-0.02210206085839574,0.085572891892751,-0.010804872959140887
FGF5,,,,,,0.02262607903280785
LIN7C,0.021198710431910923,0.01382864598118312,0.007458523513213463,0.07096380086974569,0.03154171383529071,0.050445645018785505
GDF7,0.04579016047745705,-0.004117844197659393,,-0.008804222421411377,-0.017818281338129953,-0.032202387298615257
PSPN,0.005357401267314911,-0.0150776678184237,0.08894598827899965,-0.04731829048649395,0.0013505844302991064,0.03414965247184697
ANGPT1,-0.011872266989209389,-0.05485361331866708,-0.01749143491294136,0.002766459269153422,-0.004266474986438939,0.02320075514298974
PNOC,0.04506365868585157,-0.05341771571101952,,,-0.021124300282175344,0.04690289487981011
L1CAM,0.04806864586230443,-0.01753428570502388,0.08393452001123398,-0.036647052406430604,0.013739775853908343,0.0007520019142772939
APOA1,0.009355675077239504,-0.020517822733267518,0.0772577843855626,0.07987513824336226,-0.03269988372399204,0.07688226717421606
PSEN1,0.01072855035607029,0.001296771272900402,-5.534029776948248e-05,0.009563777576769626,0.0076479922420126896,0.01970005863316634
CALM2,0.016958610708287726,-0.04816927939608612,0.12552770085672002,-0.04525657347215911,-0.019060512551265764,0.01217578455114282
CLEC2B,-0.010807878890517441,0.03421348390771285,-0.04137804347222493,0.03161154870104456,0.030793811571512557,-0.013469666973689336
NTNG1,0.08133326142505116,0.02373753255685507,-0.006250375525562425,-0.02026027438196334,0.0537131862253097,0.004775051732155633
LRIG1,-0.026402743632091254,0.019814370615010093,0.1274546713533751,0.09167714987568683,0.04375709058623547,0.02273816733971011
CPAMD8,-0.017953054559908293,-0.017477697621350544,,-0.046025367269963195,,-0.02365443158239177
GHRL,0.07410073959275025,0.02698759091431361,0.1422805147880412,0.02721034128590583,0.09780095757921473,0.15214575671735595
NPY,-0.002343204067470088,-0.00900224972409318,0.010443582722472323,-0.00989233926113112,-0.03418775372585843,-0.02850690693547479
MMP2,0.0669120033241782,0.017884781037115525,0.02876786648192721,0.02739668798253742,0.0007057170530379153,-0.0033173409535434016
PPY,,-0.012773353537270207,,,-0.029190021190333572,0.07967492836794686
ALKAL2,0.09606698034084897,-0.012432401293056512,-0.03641817944293733,0.08097870981935523,-0.013694114261564307,-0.042388799076224025
CSF1,-0.020321200334818604,0.030550904912896523,-0.1330424215475577,0.06896380687347455,-0.020641996693365815,-0.012756792241589286
SEMA4C,0.012958795399430635,-0.03285738042188064,-0.11608767322871125,0.03011655272101933,0.01371943819655862,-0.002850304916015189
BMP8A,,,,,,-0.02026242217530634
ICAM2,-0.037489177261463745,-0.030381836736028855,0.009118827990600273,0.043078993484833565,0.05030507798126003,0.06853891137835072
SYTL3,0.05044941752751361,0.07408197676779983,-0.14005631658486783,0.03911743246078267,0.07183680133213145,0.06392792065225576
IL1A,-0.021579880303889475,0.007741980734336336,0.029450312464554998,0.06040239628740545,-0.028421071603577534,0.027602423486722937
HLA-G,-0.011655605534422775,,-0.06182568833159059,,0.06353254910767421,
PGF,0.025098152286349398,0.06581158023704876,0.039818408675590625,0.005727985096471065,0.03558609410483712,0.03162776605290342
LGALS8,0.017110625846997272,0.00801459432455029,-0.17587676273343777,-0.04360385818686765,-0.06954767432398574,0.008507286574700986
DKK3,0.0010911016853790746,-0.007684293434931362,0.12180851811688122,0.03810740680911491,0.03919484120860455,0.03236020216929344
COL16A1,0.03215013785127255,0.023887778779982532,-0.04202029019739975,0.07276824995162418,-0.011380583111142454,0.027720859932823732
TPH1,-0.012350739444731411,0.00877859760934823,-0.008575165666661382,-0.010217463795619813,0.046036510683782485,0.006507591107739376
TNC,-0.01315881405681025,0.0678832260758531,-0.1310719190565556,0.11855314883849705,-0.047863438350042795,0.03206779041795316
TNFSF9,-0.05508534625042019,0.0541808355304371,,-0.033616943019614036,0.027079826978856997,0.09042745836127118
C4A,,-0.015142169923551439,0.09076469590038869,0.0355855093837519,-0.018006204447091306,0.07982825746615459
CNTN2,-0.013892661306064757,0.023993500145198167,-0.009325650909927303,-0.021929026418114003,0.06868625151992508,-0.0231069464283499
F7,-0.010726652451450377,,,,-0.017818283061114222,
LUM,0.07482336325727725,0.019557834380624556,0.05530331506462891,0.08927242703485527,-0.07747489352761154,-0.017459862497267536
BTC,,,,-0.026833013017356733,-0.01724309642728345,0.022500057937717772
APOC1,-0.027325378432618543,0.0127503058186796,-0.2983471811091618,0.14643674477298066,0.02791082230170412,0.026042007483777205
PKM,0.023969126306177802,0.04418305135255046,-0.1860667917061007,0.044541135634585,-0.06601316719055474,0.04552981378933898
TNF,0.030235978085043434,-0.009793797639869862,0.03998614427469888,,,0.03708135235800723
GNAS,-0.007819219708157755,-0.021154696640127653,-0.15412575995210928,0.0664448379688559,0.021463202447443895,-0.019706595425767005
BMP8B,0.03764277576842672,0.0039475843505406465,0.033584846818226086,-0.007287456904452339,-0.0066837013923341975,0.05819661968918924
LIPH,,-0.012208728320348056,-0.06182572399098892,,-0.028296221603559702,-0.010895387900328056
CCL28,0.040564305633306486,-0.018799433152143177,-0.056228924700182016,-0.021616776807180594,,-0.015733814632950833
PTPN11,0.04959936000331759,0.014714708293750685,0.08300194646206172,-0.057581667872690874,0.021239264733497087,-0.032958651314819995
ADAM12,0.03921542223811364,0.08200443698332376,-0.005349760419920007,0.005912515845844787,0.046583762778466715,0.022952589138277007
EPO,,-0.012773354094829612,,,-0.017047322872864114,-0.01673160425750762
EDN3,0.033848096957525296,0.03716058299766793,,0.0149522218487165,0.08744848011791405,0.01120042222487223
CCL22,,-0.004449256478433274,,-0.026833014204881964,0.010065019468863751,0.07104671889346932
CCL2,-0.009097513283348816,0.022081216154747275,0.027027540761258368,0.04739140415205243,-0.0453017481978503,0.06255997927805418
DSCAM,-0.004103297468401932,0.05739335155059932,0.03688272627645976,-0.04480719773117694,0.03537455553229303,0.008268317778847793
ANG,-0.009948512045453385,0.07836124501071866,-0.08631004859838486,0.06932806592839263,0.00582852985775562,-0.027121190306350414
FBLN2,-0.007692829394036685,-0.04469641283934387,-0.07708660544588883,0.029279759496718592,-0.003247781379180493,-0.02174843314968141
VTN,-0.012350735406028475,-0.02098518630357105,0.061542147161908596,,0.045906403796670235,-0.011956564213132697
VEGFA,0.045086995202758245,0.07005979944664369,-0.1844004374415281,0.046516885984319196,-0.06463203838880086,-0.02189222928665164
F10,-0.003909046635811511,-0.014005706688606461,,-0.0232156106124529,0.06228405417702246,0.0734674864210963
SERPINA1,0.0024117090833324206,0.012466009317110146,-0.06795197490493506,-0.046507426307946555,-0.072554643116647,0.06287877959200398
VWF,0.0498403302190069,0.04887257300403766,0.16061821579335153,-0.016654933039861444,0.03563980202311256,-0.010874230182351483
GDNF,-0.01922439853955401,,,,-0.023871425826925266,
VASP,0.01652965225872312,-0.03754562936881224,-0.011994284165767621,-0.008303695737840192,0.03466917077054301,0.04641335784188822
ADAM15,0.006349039948914189,0.018223851770535412,0.04288565465064631,0.014019705354223151,0.04132414365730548,0.041569355581342164
WNT2,0.051215184946202634,,-0.06845653291632378,,-0.020469122230936578,-0.0004164166616284908
CALCB,-0.012518791589733094,,,,-0.02662865987475634,
OLFM2,0.0002715075544092257,-0.01401207998424051,0.040347106180296785,0.05409216438752955,0.015662692280283892,0.045000512887877125
MFAP2,-0.03098811621426859,0.02473444020336324,0.08344612722310014,0.020380230913791136,0.0001001487128092007,0.028045764483508977
HLA-C,-0.017536369251034262,-0.010099338714396644,-0.06994472102081035,0.036651146800361765,-0.04507125707911918,0.019236463231991678
THBS1,-0.02123751791322303,0.06744237297011875,-0.08620430010638018,0.05111244829364138,-0.054889174097529546,-0.009870553199182626
HSPA4,-0.04207067460250802,0.030231188749541494,-0.09979223195268913,-0.014015787887200716,-0.023204822898419956,0.008803681081255347
LMAN1,0.07015614990013024,0.0012191339237113082,-0.13025739080513019,0.11729061954507158,0.014017629206761865,0.007050450548096537
LYPD3,-0.015522376142003509,0.04313509780634117,-0.003761419029587103,,0.028079878631099595,0.015334887017143464
