,UKF248,UKF275,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.15226849885741447,
BMP1,0.022694015300913715,0.03316336814249954,0.039118734615682514,-0.00567187051646245,-0.0012336247771334281,0.02570151945476288,-0.04617820753714639,0.11762374552929086,0.05925271438205802
NDP,-0.03182259197658492,-0.002310826160604056,-0.028723215334915397,0.013120408416598946,0.02884063331635459,0.009944842390716434,0.058338243453438667,0.029544019265388993,-0.026924687013897927
TNFSF18,-0.024102611009505972,-0.01139033310061125,,,,,,-0.009982314551263182,-0.028558125886830384
RTN4,6.68746949215903e-05,0.01685850528365035,0.005737970570545397,-0.052906888572315326,-0.019314026793370156,-0.0734800085090007,-0.008263814754230079,-0.027918076056834187,-0.01102074709707591
HEBP1,-0.03828910439114537,0.05494918544823567,-0.043091249386366284,-0.02970289045013092,0.03083329815051918,0.018875060865280877,0.015430275856188764,0.006131912353986039,-0.01541676413629832
WNT7B,0.07560023039189141,-0.032649329533402945,-0.012182919296900845,0.002667874332447714,0.07981932992912276,-0.004665150359635499,-0.02293253718163726,-0.035025997930461794,0.03543534637440254
PTMA,0.03153415388861987,-0.024494358876636743,0.005571716180521246,0.024074974913430205,-0.048269309791675,-0.01598185271657472,0.07435307859548833,0.043653140426108815,0.008568509512406104
FASLG,,,,,,,,-0.011269504521892725,
CEACAM1,-0.015340651358695086,-0.017914280402219384,,,0.08209717547515072,-0.014947342199185809,-0.005665769772983288,0.02398475025671195,
PDAP1,0.025624938770251737,-0.005624580817295596,0.018360446206728942,-0.0025087170847156305,-0.04694253154006182,-0.0389853947571391,0.05092799767348441,-0.024235127415935323,0.004044307432186246
QDPR,-0.021983124452320833,0.02228040455991693,-0.05407334662956437,0.01139846904435766,-0.01904487041231226,0.04809522025470974,-0.046302180128195626,0.01630421923758031,0.00360642085049508
POMC,0.012834470765357145,-0.013216441803624922,-0.03276721897068542,0.16665591494253465,0.0040792241350066,0.038802856778281845,-0.026679989053816272,0.10761209821293327,0.015961545183030685
CCL18,-0.01914368344913171,,,0.04588916525128959,0.03891891725016118,-0.03650041984298207,0.034859112341667574,,
CCL17,,-0.014205963006200117,0.023535386351009213,,-0.019921024032977394,-0.0022734352057584726,,0.13561199021602321,
VEGFD,-0.019143689528147843,0.057899139507949435,0.03970012204069171,0.018480672935635146,,-0.014947342199185809,,,
TNFSF13,-0.014446442435333844,,,,-0.014655536702067647,0.02950461324749686,0.0045781753740376805,0.11625205443442595,-0.014789450934430058
WNT5A,-0.021150299272401727,-0.025674646575089728,0.02387133345990033,0.04699026314290522,0.04312771548373414,0.029956515360610052,-0.03942189646237238,0.035350279322824904,-0.05865765139470876
CXCL8,-0.05964852924885002,0.05093055050328521,-0.01030016507936449,0.0924798420832776,0.022392609090596458,-0.08261942943640523,0.037991086606506144,-0.06080013382366737,-0.006552964029702727
GRN,0.05735575601689292,-0.05963432100780127,0.05809102333819574,0.019331264433480624,-0.02422912912545728,-0.06154509784430868,-0.09525639581937156,0.1357225521908261,0.00407287528003936
MIA,0.07148413345390231,0.0036912100286354893,-0.012579168409346076,-0.013457826194024136,0.04831890342625784,0.13131852991890347,0.06995224785171088,0.025078097132550315,-0.028888071893829102
