,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
NTS,0.18998968033031569,-0.024662739394290378,0.016797294744134456,0.054122466571477845,0.032401331109234814,,,,0.08626976587434883,
SFRP1,0.1076473024805017,-0.005377483014068477,0.009114892962163997,-0.04133419019941149,0.10212840733499796,-0.050220103684578535,0.09084473783836206,0.012209578555693002,0.04600805578226472,0.052105048701172725
CXCL13,-0.02513331145069336,,,,,,,,,-0.043533243545266095
MICA,0.017929548273975658,0.08217329663422872,0.03411912398052485,0.03330192539283014,0.04257353738118456,-0.016216797582339564,-0.08041204942371877,-0.03955218792306926,0.006088784714314783,-0.027163243999871727
TG,-0.005771386672160578,-0.024217092608971907,-0.02076543549532462,0.05628474905090639,,0.07575067096587236,-0.0015015236562674894,,0.04294684161272687,0.0472429535258807
ADA,0.009505891039883172,0.04642775994255336,0.03602199231666265,-0.01356754204172878,0.0905746748781729,-0.033190303255758793,0.016472763807089535,0.0161439865773069,0.035836959698899606,-0.01654945940695443
LAMC3,0.09683298415817927,0.07989156895265824,-0.01652376739655097,0.05134087923328719,-0.05598484359442456,-0.01730537267436855,0.07744555972751238,0.04743143714312475,0.01550454716249566,-0.07458260351520678
CCL7,0.011930071290307659,,,,,,,,-0.00912759689842174,-0.08284786161462895
NGF,-0.024825379005045507,,,,-0.03356560845535227,0.012733149352371806,-0.03452186775197816,,-0.03011003258768254,-0.031077696257451295
TNFSF15,-0.02467159248905104,,,,,-0.0005953068682767779,0.05227064560868004,,0.037753477295810876,-0.04366548169042329
HMGB1,0.03613490091018256,0.04843413421851215,0.042003263165308925,0.011592720952030518,0.1099798451020761,-0.023920766922077317,0.005486726273119771,-0.032258018331364643,0.030007974824727716,0.031155056301097047
ITGB3BP,-0.03950416352919641,0.07596644968309421,0.02230932315617859,0.022000373493677703,0.027297855428498365,-0.018277972529780147,0.03149842331947237,0.003057547474713634,0.06684274684481648,0.013075690842018524
AANAT,-0.022230580335861116,-0.018099496453713414,-0.027418347048565724,-0.04779474982407601,-0.031556608314401394,,-0.024195454086366364,0.053259046522842676,-0.01236313708531561,-0.039846546548690014
RELN,0.03798073708252474,-0.05310960149403861,0.08545546188296353,0.0007927759758158809,-0.02913421679035199,0.007311569173688234,,-0.017032797240045878,,0.03666314436087391
IL15,0.022543962290523332,0.03265236618368835,0.04934400250574124,-0.023103545574967667,-0.029257588965831874,-0.10089171078118819,-0.04090091519721731,0.06461845087343611,-0.027487056544480037,-0.07362719357707834
UTS2,,0.05999868378031551,,,,,,,,
BSG,-0.11529739169697702,-0.039560781421194166,-0.01931146302595321,0.01520293889364471,-0.12668494424600096,0.014522311862886515,0.018182665797742165,0.04738317199316967,0.05461261235583037,-0.10240462904050596
ADAMTS3,-0.07201151933925068,0.10310364676823229,-0.01805809047627382,0.026335427514168893,-0.009032031273453039,,0.06785817567825668,-0.012360790398562187,0.061711342802432484,0.05879507461883552
CD34,0.10071008292782328,0.10306539873483223,-0.03499352135230883,-0.01800944898352538,0.08569880747673987,0.05052548210743511,0.060122225385886234,0.06442418455917082,-0.0208752341095999,0.026008966803292205
CCL23,,-0.020594353858369215,,,,,,,,
PLAT,0.022451246625214475,0.04180362734930366,-0.03289827408481877,-0.03510903063118544,0.06628352900010717,0.15438737557637905,0.019906722041716098,0.01838359925049399,-0.012435502129244524,-0.047745029157884915
NTF3,,,,0.0217427049827402,,,,,,
LTA,,,0.07281338608264692,,,,,,-0.03700458818437825,
CKLF,0.0029253264214946775,0.0513646753748512,0.00019843681664347918,-0.015739751331660272,0.0911904914072521,-0.022369404221183397,-0.008840925384199678,0.009048197179022813,0.04494341129663731,0.04610891672101421
CD24,0.11198048400758354,0.11184160823759871,0.07145613994963669,0.19667792683289276,0.023299649949490006,0.12382787940142083,-0.0702352225028859,-0.009607541518914454,0.01589513748569305,0.0638518173321005
HSP90AA1,-0.04700864752329812,-0.14198958106854648,0.06317714344858773,0.026484995117212105,-0.11685182790549371,-0.07858235952950611,0.007894555664006927,-0.09915303811146796,-0.05245070091050608,-0.015155967526892005
BMP4,0.10083531204796015,-0.01760427688303967,-0.03050583267043998,0.07328247990942016,-0.004627304610728273,-0.035593163285939096,0.02919678812858085,-0.0352965199599262,-0.011963227032805841,0.018262694284268518
SCGB3A1,-0.026473876823707894,,,0.0247588235086985,-0.055548461687058355,-0.02454234182209535,,,-0.0308281581688249,-0.02967657482068871
IGFBP4,0.03518157519309415,0.10864081284130359,-0.0025983957372048504,0.03244050445985413,0.03546132552263026,-0.02774750208003219,0.0381978636077843,0.04810083212684991,-0.006928203747792795,-0.10177374245834996
RSPO4,0.07885272058107416,,0.05173427712160385,-0.013463486105685938,,0.03698051770047382,,,0.1098559470921443,0.018398390837833793
LEFTY2,-0.015743111072859674,0.043086442731676,0.0071485865155109405,0.05722472513992695,0.0951219977870482,,0.10659199996230782,0.025232626939093384,0.03950981683243124,-0.04083778441631351
PF4,,,,,,,,,0.010821310595782743,0.05571571095752461
ANGPTL2,0.016583542615380826,0.06373226825818575,0.017670195626376714,0.09504755857937526,0.006498824333812037,-0.08043155907029528,-0.06470213286755931,-0.05428260208859432,0.0061880088160367434,-0.06362886649427595
LRIG2,-0.06218822552659197,0.057303350856578374,-0.04210010358698514,-0.006046429616780302,-0.05560531630855113,0.005555316898962332,0.06537978979769275,-0.013599334499013327,0.05731084373527876,0.09130439607316541
ICOSLG,0.002787110073765023,0.12037068047729438,0.018680746919276126,0.02896658753286743,0.01821201169829188,0.02639701599929657,0.02330189076934252,-0.03350663889420209,0.05049734324772298,-0.04974316866447091
WIF1,0.010014384504529949,-0.059370991195286674,-0.023700208756635317,-0.06296443760701065,-0.06154776429155199,,,,,0.1479944251236045
NPPC,-0.031285717897429954,-0.030420411262423036,-0.046231576856790135,-0.0041317491292007635,-0.05662261563356574,0.1631475074234906,-0.02897153742741416,-0.02493161184384883,,0.022142719951521037
LYZ,0.08023436806102004,0.09003464697301122,-0.026182118977001505,0.05371523654040126,0.09157275611319021,0.06975403162465223,0.03250909941813712,-0.025494296743064193,-0.0008976767492585332,-0.08982521489337716
EREG,0.04249398990623803,,,,0.04573995208813401,,,,-0.022745954274521543,0.003202979093554093
SPTAN1,0.08261334134074581,-0.04740157381399973,-0.02217757430444137,-0.02293390569384992,-0.15821547873076158,-0.14383554501665288,0.02820048501897571,-0.006148306554881248,0.06976661519064621,0.11361134402696568
LIPC,-0.0033714857246262614,0.0021430770171968387,0.03668005860265734,,-0.0234426135601105,-0.05421206583733915,0.16489673935384216,-0.030602295893181655,-0.037368976148439904,0.02587582390284104
COL8A1,0.02475701439843559,-0.004645836008172377,-0.05838855659387162,-0.007351738882426639,0.13084056093231242,-0.027685211427615878,0.0026865877873052313,-0.009146721257211683,-0.08458651830433145,-0.019163994949960503
GSTM2,-0.009891217982058092,0.022208527463028184,-0.035788250100820256,0.013295130492565685,-0.015265439557305563,-0.00710993951775594,-0.07288941884489647,0.0471944335082031,0.10217741301440271,-0.06493505454898145
SPX,-0.05933033239327711,-0.0560177873009263,0.029631384254958426,0.047398300873096884,-0.07801306466635832,,0.011289157471731105,-0.016858243678871787,0.14720955007044856,0.11039937754987905
MFGE8,-0.022356793224039478,-0.008536686183321237,-0.042203602022768426,0.06509002825007419,-0.0666361521913647,0.043597813291805364,-0.046433353161199585,0.09280157473144948,0.010532023148957598,-0.035528714126358836
TGFA,-0.05698389489005235,0.04870558697306878,-0.06104940934208743,-0.05059635680817744,0.1264302687270656,0.0676203638166196,0.0044430642456285705,-0.06703528788516555,0.014592707905519439,0.07720805950159015
SLIT2,-0.014345245396157825,-0.02139114244905962,0.0210529738906401,0.05342720522429372,-0.03997768130390513,0.016697525139280217,-0.032764246665035,-0.037067184667936966,-0.08763010749716252,-0.055217743124863744
PLTP,0.1961294920900012,0.10914493857404921,0.044326787630717374,0.16014501897607297,0.17122038463448222,0.042379797344517536,0.05038639303383322,0.047223135113340975,0.029590482571613844,0.0028898881036875934
APOD,-0.06802099207441129,0.013193161389217481,0.014855215056686173,-0.005456953810732382,0.011771567586970458,-0.03643692703718011,0.0072213880600077865,-0.020204694953204882,-0.022495952418424444,0.03417039414930774
B2M,0.16523682618241095,0.16970765417744726,0.1001775411304146,0.127394156381862,0.14570516549491688,-0.05233606319083135,0.06351660926846882,0.1194695116522175,-0.12473690117898525,-0.08336596363795169
OMG,-0.03353211298451158,-0.06224803997132598,0.044238630577309715,-0.04140613595790488,-0.026397802500846446,-0.030948909220233398,-0.003778692774570058,-0.035343777999401096,0.11117170252557987,0.011943906362573543
CXCL3,0.014242893927787624,0.043331805129655794,-0.026298088880098634,-0.002806305392226054,0.05613919210913354,,,-0.018506059165187796,0.0044419759022243585,-0.05134765995078352
CXCL10,-0.02441408782054509,0.13329003937506295,0.0618399976940897,0.037798443980638155,0.08547856684323334,-0.002232746293029415,0.034997909276741526,0.016510383593375217,0.07358077251905813,0.011447742215457093
RSPO3,-0.02958240313785585,-0.02972033289150224,0.06747646906638166,-0.006902267986509604,-0.03392087371478201,,,,0.03887716226310145,0.0623396584728025
CORT,-0.03590271271291716,-0.05143769473468451,0.10761966931700379,-0.005631804326831473,-0.04884872277724271,,,,,
NCAN,-0.135928946962213,-0.014094289205071745,-0.053764735316946505,0.00901013068214037,-0.014347243903239723,-0.08385488773087307,0.05564158219559501,-0.03132823465315684,0.12784318882983897,0.0836722142282583
PRG4,-0.021180894440422347,0.15836334459301116,0.011482431718411052,,,,,,-0.003413128238682549,-0.05478332128788436
ZG16B,,-0.02779681794381654,-0.020982540688546325,,,,0.07542952319701303,,-0.032882717095892085,0.024913282774010552
TGM2,0.009453073933938608,0.07414740500406056,-0.03781070852806593,0.01781597843363172,0.006459703766312289,0.07598414202398426,-0.0209585594909844,0.009956511423998726,0.005064694271285024,0.006125321712590481
VEGFC,-0.020786790793592882,0.04431835922495924,0.0407879498051825,0.041411056863436914,0.07536327829993811,0.0013373447673379537,0.005499693229252585,-0.02440979698448865,-0.027863053980963226,-0.03983477824450045
WNT6,-0.004282488249026717,0.06876842777758539,-0.03315775049361383,,,,-0.025579282692151047,,0.003754214024820125,-0.034695992374765075
NRG4,-0.030169414251079673,0.017127975337759505,-0.040310858038533716,0.008046794681877984,-0.04346819128252956,-0.0006035381981726476,,0.08509044707922228,-0.010734366431826431,0.011119164258760205
PMCH,,,0.006112143622334071,,,,,,0.060909534341503486,0.04246833008290213
COL9A1,-0.02406261191454737,-0.0031922590845176626,0.02087874779713652,-0.032199548875707765,-0.03405053148090419,-0.060793147863711185,0.07814094543927355,-0.010475762745622449,0.13495480047365996,-0.002681476029181347
GDF11,-0.050740035193759074,0.060055353421134536,-0.01971647640617881,0.007740572153600567,-0.03355855587605195,-0.045491901139641515,0.03761337357633254,0.01779906336130742,0.09458130246020295,-0.061000299939149814
RAET1E,,,,,,,,,0.02863019196029757,
IL24,,,,,,,,,,-0.048879798869164146
SORBS1,0.02973218552243864,0.05331053049825456,0.07581477612412446,0.01952345831195124,0.03881785991313399,-0.0020442820661683435,-0.003643892811379808,-0.07874264262872095,0.05117973219879951,0.0858899865698608
DLL1,-0.03979750990661041,-0.01268230777247851,0.07296340964588567,0.02127240220839072,0.044601915668652826,0.055786518275134665,0.06924924912737883,0.021704202491627047,-0.03576014807672008,-0.036607223654175604
TLN1,0.044338070563408,0.07831863601439251,-0.02614443783016514,0.062120665123845176,0.07454300032410881,-0.022026012583110703,0.009408959244930694,-0.009307162797866319,-0.07671991188296234,-0.11216325011831507
COL2A1,-0.01891775191498843,-0.0073538528426235605,,,,,,,0.10495648323613102,-0.03581285091088715
SHH,-0.01568852503063581,0.06158521206675202,-0.0009022598078187721,-0.02241266449542905,,,,0.028708405995000626,0.023540091775364733,-0.054748848406299754
PON2,0.0037426704766962146,0.04393900871851046,-0.031274456276119224,0.08371986970006777,0.0615254787372255,-0.062278044303073155,0.08022126523919737,-0.007070042247683558,0.05861433788499587,0.08972359622712354
ICAM5,-0.05016977051583137,-0.04643675176176705,0.0033887977302168855,-0.055038422723041214,0.003261311425179471,,,,0.08969362137114026,-0.07941012093821095
HPX,-0.05366823583101859,0.045055521948528805,0.012503371097053913,-0.0014536427831519081,,0.01265372903025588,-0.008178817286844756,-0.026279521344884794,0.0052390119430654495,0.05272220099595949
SFRP2,,-0.01896570673367104,-0.02629491403282929,0.006947189667968852,0.007449631032962205,,-0.0665087019189895,-0.05184846480818024,0.030939686377104047,0.030247488860471485
CFC1,,,0.037216869759012935,,-0.035468544725680604,,,,,0.09996757920411495
CD70,,,-0.009107266916805985,,,0.13235907345400238,,,0.053038520147855685,-0.07971489196125871
HP,0.1238563537770468,0.11927496185481802,0.008183019391448249,0.0009057782308172131,0.031726053298993515,-0.013955505701401352,0.019843310836100875,-0.004486742103090303,-0.016902078577040996,-0.05606129199303493
CXCL2,-0.014989481912399375,0.0320486432667506,-0.018647485947954602,-0.02306339089178446,0.004697713807697925,0.04657351785304431,,0.10418887068964285,-0.00750786790366674,-0.091140428972289
NPPB,,,-0.023122804300313528,,,,,,-0.02675119249148752,
CCK,-0.035243996510206765,-0.094138060866433,0.03996986106904111,-0.16980997390282382,-0.15305311885550243,,-0.03347694532244173,0.005412416188830025,-0.03470351829052084,0.04820741550587666
SEMA6A,-0.034193534657549006,0.09243675318631504,-0.03629280277706783,0.007498205807174755,0.03799280799514842,-0.06666379194823066,0.07912401833333943,-0.008941482767703863,0.06509441304868706,0.005501900687540686
IRAK4,0.10006928652017794,0.05503343530748607,-0.004410301471367703,0.019294970550336757,0.10167534123009245,-0.04988021599781914,0.019539670565721354,0.03444871012097655,0.06370198048328915,0.03237660004416975
GSTP1,0.06515170282876101,0.08618842673567889,0.03557553321066335,0.10943582068759354,0.10234843848672427,-0.07580932080577388,-0.01840029222262446,0.0030254950067826114,0.12054964319809815,-0.005650743893270129
VCAM1,0.04155097556977739,0.08594462555963178,0.03892044871665469,0.08000765292043446,0.05605302704902439,-0.06378451733802461,0.005876550729623393,-0.02883119453399313,0.025633995564193518,-0.06747577756293038
NXPH3,-0.01930072225966997,0.13263137190135338,-0.0024224276543441414,0.011406917701828235,-0.03951113168242319,-0.023359737742204442,-0.04778172232789614,0.05470485015622836,0.128682206329886,0.038558921156437664
MTMR4,-0.03421715400638585,-0.029146476706234766,-0.014666153455290069,0.031049817866049587,-0.030779461099022902,0.03415971925817048,-0.01079788259394456,-0.0072084673391611025,0.04151476883145341,0.012262176587891449
LAMC2,,,0.07865598132160145,,,-0.07046547326410064,,-0.018950860968585004,0.0008590183593272895,0.10240810592642757
IL10,0.15730095163164814,-0.031183387505004295,-0.01630358944050968,,0.0669837027162362,-0.03529374662108275,-0.04628325341812705,0.03671148132932244,-0.02470105692259682,-0.012543396933452945
SEMA4D,-0.001889360168655941,-0.012800068375668014,0.04573707772257737,-0.004760232226535188,-0.055829310170342865,-0.06511920347432992,0.04080738108845615,-0.03640811234422428,0.07540955711207534,0.02220406059160287
TRH,-0.01861650216064584,-0.006126677704815824,-0.017907703711127262,,-0.024843134258662098,,,0.033949983737151676,-0.029963129564867675,-0.12209936407078338
SEMA6D,-0.024051012360172614,0.028256487871367548,-0.07288418473064115,0.02841751376402638,0.00530687873448769,-0.04327247754743925,0.0058791493486514785,0.031722564188488914,0.044435920236739916,-0.04602545383000187
CEL,-0.03672841954429752,,,,,-0.04259870243500201,0.07597065203751685,0.0678117316932559,-0.03635058156368429,-0.013519677555704655
PDCD1LG2,0.023998767812304114,0.03940765281735759,-0.0036526431477146098,0.046707670478497144,0.044493121401766506,0.00827806801821475,-0.04620729690494058,0.0495518321533013,0.07136497258127204,-0.03313179739623973
SPINT1,-0.032820922095970526,-0.030156972706802437,0.021837536418192277,-0.09038742724419366,0.05039725633576046,0.013805009851402058,0.05042284666382412,-0.02200349586696104,0.050649897925444186,-0.07614614085454603
CTHRC1,0.13254048383342804,0.098429102269928,0.019085373911365344,-0.013484225267605156,0.022189627604069465,0.13078178673751817,-0.016986180690653375,-0.03493310005878208,-0.01202056726977062,-0.05446799861947214
PODXL,0.09505704484775487,0.14961899509739915,-0.08598945153435925,0.028067266649307962,0.0037751674882939156,-0.09911918759700027,0.04462448544858274,0.06427262240652527,0.008105832987648722,-0.08986868563700262
JAM3,0.1059147048816224,0.034151742492837464,-0.045568168086837495,0.04821944564222512,0.07082799362191301,-0.02313998545577661,0.002306351312153313,-0.03801362177683941,-0.0315003105422959,-0.09649298930412717
TGFB2,0.08420647928249132,0.12744037482134898,-0.0447784227342688,0.11256146906934417,0.07757672961211645,-0.0651601382424766,-0.0046385260703292784,-0.04601110200067589,0.009170309099910425,-0.06734770338947813
COL18A1,-0.012154329973557329,0.06341455533038795,-0.040314053554889456,0.02321905645250035,0.12365303303518843,0.13870962512985177,-0.006545473527405208,0.05900866945598452,-0.04911054697646003,-0.06358478084171727
NODAL,0.01380994379091969,0.08819574954365561,,,,0.029094268524708047,-0.01250926790915369,-0.028508178187022615,0.10980745524779442,0.03847478336148654
INHBB,0.024842645659460448,-0.0004327388349457828,0.027437570701282187,0.10352570162015308,-0.04222056396126164,-0.02652283423431362,-0.0009904148634591874,0.03383725340230169,0.12837372826850468,-0.04977167396480631
LCN1,,-0.020854096887103404,,,,,,,0.02561576669787433,0.06806226106948417
ARF4,-0.036815940798923356,0.012889397183066906,-0.055561032012022636,-0.013431369101511555,0.03014460346250114,0.08867877497251493,0.024193255046501657,-0.01197025216946116,-0.05832091270375335,-0.06318023015584086
CXCL14,-0.010809245930832894,0.03296837916246742,0.019291814009158848,0.015650006885235244,0.048093685159125404,-0.005298760903916964,0.011231181015272033,-0.04857752730475103,0.04387778267174565,0.05076842509135544
LIF,-0.015084140195445198,0.11217681041015692,-0.03795685600718496,-0.042787568960832946,0.07365958193607879,-0.006379441906819583,-0.03262490409098795,0.038248060864665374,-0.026431392485165725,-0.1062428646561597
IL17B,,-0.03444085081886973,,,,0.013052315868498527,,,-0.03515214112414631,-0.03984653854641309
MMP1,-0.018616498099509594,,,,,,,,-0.02632094620540105,-0.05282177431790129
MATN1,,-0.021864102820758863,-0.023413208590533554,,,-0.03119920788397427,,-0.019169711697811533,-0.011425661093284505,-0.036312550698292416
ADAM28,-0.0022677621848696448,0.044952320130373445,-0.008466326713227218,0.02677956887054705,0.005212368910945155,-0.11587860299999017,0.04742078332077685,0.06541759880710517,0.029992804918527426,0.05308880910321385
TCN2,0.05267174346819437,0.1515273619018723,0.023784809712201906,0.015957606141787494,0.027656284692213914,-0.01998886928820683,-0.01627065796529566,0.01553836167840756,0.03362047962026402,-0.012002359323578035
THPO,,0.058147534160064546,-0.024769784358786327,-0.006290245569653615,-0.03609811524166109,-0.029855124835316722,-0.027743925848200058,,-0.03944924960892398,0.0016406701016488231
CUBN,-0.006520743988914712,0.008708638337001357,0.015789223246481687,-0.004260331648221419,-0.03683616469766993,0.024870791453328673,-0.04877703752567701,-0.020282649664019346,0.018405323327739205,0.031163219330979514
TIMP3,-0.0422925629402394,0.01626114020686836,0.02913803209120945,0.010411923930244317,-0.062163143680901915,0.03530466522250972,-0.020686675741054247,0.0089248516248659,-0.026812707455266194,-0.04704419855117943
PIGF,-0.00372366375693034,0.04646138667731448,-0.022232546903582742,0.0153804855932624,0.0834900147532642,-0.05194333894324668,0.01878901404060751,0.06669218443731353,0.06601735618620112,0.019565642626034982
CRH,-0.018917755386091722,-0.03206811714049585,0.009232783841070534,0.026075403200275057,-0.041094244982061115,,,0.030154273427804974,0.03231744999730402,0.017044084164813796
BDNF,-0.04124369751852154,-0.05802228727314112,-0.04645601942323052,0.01588461737643914,0.00962601433530116,,,0.03748177533375181,-0.01786066071224974,-0.07659082290200774
CCL5,-0.008617674703044965,0.06710275367924184,0.005710123579159445,0.00491808529138252,-0.06263079588273426,0.03733126819990657,-0.06407253892342595,-0.030930210100479073,-0.017755598702115162,-0.03100839726644893
GAD1,-0.06015513737400834,-0.10488524930870602,0.0626895680413653,-0.1841846389511696,-0.11059596688753755,0.013027306170864308,0.09962181526800404,-0.0005761494775243284,-0.028365123026414762,0.05986539574447414
COL14A1,0.20034191090007253,-0.016454236687236275,-0.050858555783189235,-0.015482245603876791,0.008274425683187068,-0.07227638384138015,0.025081073261323965,-0.007718661551409213,-0.017750777658190286,-0.0050943904534833965
HLA-A,0.019088585593972696,0.13719398743716024,0.04815349966204334,0.0781503817415589,0.12671171860683378,0.05832279059309611,0.006491082492680781,0.054207584226837885,-0.04691830796292812,-0.10063961547077925
CD5L,,,,,0.0068795574131211125,,0.1298336044466867,,,
FGF18,-0.025811577658673424,,0.02980992550589051,,,,,,-0.015198978670157945,-0.04985057696285401
ADM,-0.024061157941465253,0.07918790240120677,-0.04966993100492146,0.03552075184258149,0.025336048242246455,0.0942980953789931,0.0026596247513531227,0.04461760245265106,0.0032890164954096435,-0.0009329861316842889
CCL15,,,,0.04291656881131012,,,,,0.023206831057257685,
GNAI2,0.08474669511603265,0.1036049901445557,-0.046300953260051014,0.055581406262233866,0.08274969662634274,-0.0624457034704606,0.07351849422945268,0.028908079164174,-0.02792623133734732,-0.04388576479224449
HDC,,0.021612409132360236,,0.032414689521795645,,0.05644713883306022,,,0.09926725498213304,0.006068887643832042
COL11A1,0.005729735876864507,-0.0379145035272703,-0.017492297512186672,0.09776231637895515,-0.02533262196544523,,0.05936241216422789,0.0011667598990106496,0.020818582503982712,-0.040315334759087024
NUCB2,-0.03610785918997634,0.005098504602096894,0.04906024428922326,-0.004552051033480611,0.07422198081402241,0.08487118646070907,0.023470006981280236,0.014585391247946415,-0.0030453757404735574,-0.038167796210502314
FGF16,,,,,,,,,,0.03468569837126474
CXCL1,0.0819343244070012,0.05880316845466203,-0.015279558500387038,-0.019052950009391348,0.1912572799122395,0.0736480261964961,,0.08118422635151692,0.037573553611313176,-0.05843930476331393
VCAN,-0.14288789287225975,0.09695446206494097,0.003582863435925842,0.07479789799558273,0.12338387598139691,-0.024250607159260154,0.01779774052418932,-0.06647797633329379,-0.09143492007272007,-0.12840061701179264
MMP7,,0.08794758958840118,0.0013740878241565043,0.00430559899841301,0.0061088996322529905,,,,-0.10451899019916276,-0.12651875340389118
PTPN6,0.04339854368640691,0.016937233908836075,-0.00983550156262541,0.032086762903975344,0.014404440879032924,-0.020006186987563512,0.03120449513405233,-0.002265438440083175,0.057416775003555354,-0.03684855656440469
PTGS2,-0.0011731655983903628,-0.07792380349427772,-0.036291845116897425,0.05592820876423829,-0.029058052047954475,-0.018830107838876193,-0.03488330614616271,0.06476422581058311,-0.004719591308886103,-0.04555940506271569
XCL1,0.05281418394437394,,0.012645940064091442,,-0.03859050334610763,,,,,-0.03221577408021613
CD58,0.0588614884401426,0.03755116275590013,-0.043136953288029446,0.00025996702187123307,0.10646920709482728,0.07144860373694009,0.035152813704010924,0.041147288664569126,0.015524277554568656,-0.04677497054974051
