,MGH258,UKF255,UKF260,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.012161274316027234,0.03888192353835125,-0.01986392459755044,-0.03043769228619689,0.034766221550337206,0.05359226391385622,0.06118868734429364,0.008115278126319335,0.04032249055496867,0.07045799671078384,-0.007996341898157304,0.022336617378849177,0.030820996706622337,0.09062913690450115
CSF3,,-0.021724854285944957,-0.04283138147049528,,-0.011932566131244366,,,,0.03484859978127877,0.013202125541323913,,-0.029917394152619875,-0.036001549297306895,-0.017705654630865618
PI3,,-0.0021317651219222985,0.00221605838488722,,,,,,-0.002466267340658842,0.01701538014668857,-0.018327150192313266,0.004401243045068219,-0.05826453521062171,-0.042076218694238325
PCSK1N,0.038421545450609974,-0.029819742166684236,0.09216152199358368,-0.0015587179844362583,0.059845799308942425,-0.0018607168047119066,-0.0260390041258751,0.04170480522040238,0.02735879265333979,-0.07589522480494958,-0.012244664263462296,-0.012586960302600545,-0.01712276944626913,-0.009656833157212752
NTS,,,0.013383301243793028,0.03477102811486039,,,,,-0.034069880147518716,-0.02264997251267399,,0.021604830326342087,-0.0020614458180971337,
SFRP1,0.021942758053502598,,-0.01466598245260321,-0.016158208712615914,-0.005261939939389549,-0.02858322436387288,0.10138880844524202,0.04067545192138313,-0.027288716142506626,0.011874716578187661,-0.042749520601743946,-0.025623566329578597,0.04762695486260956,0.03346908154475009
CXCL13,,-0.015774814757016205,-0.014534175903681374,,-0.017696636646912726,,,,-0.03280383663481958,0.15288137398956148,,-0.04880149554906903,,-0.019124428787615416
MICA,0.03990572214368561,0.030905337555592438,-0.017908469740819045,-0.012430031296623035,-0.01696968512062306,0.04943987260176052,0.028625460633314868,-0.026325994298912633,0.06681161142731357,0.10794866828163475,-0.030286744107040783,0.03904109703423969,0.08564359071930815,0.0036241465901337413
TG,-0.027834002266997688,,0.04382962881044565,-0.011693625358577169,-0.029966687431682813,-0.03140786642860095,0.027258308583754425,-0.05834294845266876,-0.01940521764532658,0.16041493713705196,,-0.024622475115661298,-0.02768199645414975,-0.037232245280327446
ADA,0.017351541506033713,-0.04286560946559252,-0.03714568847428134,-0.018991387984306576,-0.0002929868597678431,0.04612377741314003,0.03343885817746516,0.055842382277984194,0.03739014289187238,0.05046837168900729,0.01587604488978025,0.04480286731538367,0.1626859943455633,-0.010105704760549852
LAMC3,-0.014324239850290982,-0.04055260886358254,0.054398816834972066,0.008778214511778537,-0.05288810704206883,0.12408747687146086,0.060641290602252956,0.13482711054379093,0.03412307077580155,-0.04468172452853112,0.06442940711697055,0.06234331691596912,0.1779342346423827,0.04254150107316939
CCL7,,,-0.01926963384542984,,,,,,-0.02188820218193122,,,,-0.01449355033663396,-0.017903977748750678
NGF,,,-0.020568328520942925,,-0.02908366605258443,,0.07900641939905317,0.028322536817140975,-0.025279121237056824,-0.018341402793197018,,0.08969432250829107,0.01466852135456254,-0.025755064133984446
TNFSF15,,,-0.014267171509145474,,0.008276784496162794,-0.028950102174262585,0.0399183520442587,-0.03057096380511972,-0.021338539294259096,,,-0.018578188150492402,0.09253394071784889,-0.03445627818321851
HMGB1,-0.02301572232292379,-0.015920485894286553,-0.01860373199556324,0.05182024197550889,-0.04393295769893523,-0.03766271926053512,0.08440016052574788,-0.03648861524554693,-0.0019855010066542346,-0.05932310097127845,-0.014318449094670543,-0.009602727119210598,-0.08122119155529987,-0.05167190337718547
ITGB3BP,0.014021123741772357,-0.0020717552155859677,-0.0012760169272836202,0.03459812368945495,-0.04347973012845139,0.043568812484668616,0.026681103813063337,0.04317079034790564,-0.024397385224752405,0.016635445741989323,0.041227028617606264,0.03139234843460564,-0.0038424263377461027,0.01872954482865957
AANAT,,,-0.01285557478870983,-0.013479429260075585,,,,-0.05050732203612526,-0.019202129396529613,0.13919085470146855,-0.02668127745354655,,-0.02887923236791926,-0.025433019631442975
RELN,-0.02307512581864883,-0.024465505322470375,0.025940659808590737,-0.008800261995815118,,,0.016174688346103028,,,,-0.018664620044916765,0.010212670457166092,,-0.0028177878849686916
IL15,-0.006630630942859611,,-0.04872658830482598,0.010934719265212771,-0.06537799814024438,0.06377019879474731,0.039260218881932006,-0.021408671359770752,-0.03517908779801933,0.05045379284005369,0.014401571177242549,0.06122745133381736,0.06274901964522808,-0.015110914338137908
UTS2,,,,,,0.0177164424696651,,,-0.016352018538685734,,,,,
BSG,0.08175694064679143,0.02411728621307521,0.04407290289185425,-0.0018897854709706509,0.060246287431243856,-0.06820866462007513,-0.10663634512756348,0.030370698478376423,-0.048282936050213145,0.05870333478314041,0.07347154163999421,0.00047293465397979653,0.056304308016939246,0.024928268339677626
ADAMTS3,0.0025062517824827476,,-0.009020493035377388,-0.024333737418180113,-0.05256137798863437,0.05194714304107067,,0.010144103215937967,0.020105193704926125,-0.008129595432940529,0.1442853278581771,0.009866683733263288,0.014467545876588127,-0.0032994453165474257
CD34,0.028894153228941028,-0.036022199035857586,0.043163223785115466,-0.025219646150891287,-0.07527793063144135,0.05290848312735137,-0.0400137323843706,0.02260684671982384,-0.009782892786677724,0.0944777630831699,0.07448142001199455,0.07085235333820362,0.14009011129154794,0.022756127944314985
CCL23,,,,,,-0.0003719213261055049,,,,,,,,
PLAT,0.038154486310863975,-0.010671276227110829,-0.011716564072073946,-0.03685141603970688,-0.009252565539592774,0.0964511080307318,0.0017637733297937782,0.12317896922939688,-0.04311792628250828,-0.018623247863075117,0.031412826177081174,-0.03074748159319914,0.10417390046421242,0.04447967367046534
NTF3,,,,-0.021759014404575245,0.019659575996657314,,,,-0.0040202994255867115,-0.003915537487621632,,0.09215147898413406,,
LTA,,,,,,,,,,,,,0.06743522896960522,
CKLF,0.008988857420116722,0.036023419763954456,-0.0013265778833601017,-0.002164456957880064,0.020492519256771702,0.134233104801714,0.10556744394097005,0.07495286775656544,0.042151957865350885,0.04527920262629742,0.0034822092285852627,0.005456254670759265,-0.020901585706624242,0.052513276598006205
APELA,,,,,-0.04058758761790698,,,,,,,,,
CD24,-0.06431589308910139,0.043107794684708406,0.08059226908639487,0.021587509378633733,0.010593848079735546,-0.003498568120939023,-0.217527514200322,0.0446717975042626,-0.01591535863054286,-0.030040058284022408,0.0005145641193273051,0.01378402110487342,-0.00819820016948111,-0.024408541898438673
HSP90AA1,-0.055796870896312675,-0.007761446035792491,0.007029035550254225,0.010737686342896697,0.04164227350316109,-0.10494500161592683,-0.014902305926182791,-0.10272015104026046,-0.0030932345768825207,-0.05859121197761533,-0.06390070819723453,-0.0433642590229508,-0.11340583690061097,0.026628157030454874
BMP4,0.003940195708080314,0.048128294318856416,-0.02494831954703097,0.04125360289664328,0.06331084610981894,0.08277543327018574,0.09127703864120457,0.07004005475483663,0.09396107173227883,-0.054969327193757626,0.08251939304847389,0.08122756936762944,0.07545955664114204,-0.05409005486068262
SCGB3A1,,-0.023221720852190004,-0.01530940255775763,-0.01137003041898553,-0.0024890770171319015,-0.03371210291990345,-0.028553856880598284,,-0.03331476904212254,0.03325789275577463,,0.013748848417034176,-0.01750432966103259,0.04317174635616632
IGFBP4,0.04205641319088072,-0.045750857362668686,-0.024969608222769946,-0.04315949455034512,-0.005832776025199187,0.099261636954547,0.0639727568903387,-0.022960512398232078,0.06510862400481306,-0.006688262236137637,0.09425694374017474,0.05794844459762709,0.15836851958820108,0.0902190748489177
RSPO4,,,-0.017669539174080127,-0.011370028755861373,,,0.05568207938171551,,,,,-0.025982684852388704,0.08863921794290282,0.07767006121292012
LEFTY2,0.10912453800310079,-0.06095454981103891,-0.02742585615924052,-0.012467375589309026,-0.010812781721206874,0.0008509421992716934,,0.07417723806264782,-0.018580605009300522,0.016736118180857247,0.0758629933138112,-0.013904087839351442,0.08302701209323411,0.001195714181967698
PF4,,,,,,,,,,-0.017040214647508538,,,0.10975208724899911,0.052751177993560175
ANGPTL2,0.00013775856784791014,0.07291134583384457,0.036114350561630405,-0.03682836888515981,0.06600461944295972,0.09831635538620248,0.02779077727562248,0.010289924884805225,-0.0035795612168637216,-0.0014708670251738468,0.0037802143833174343,-0.06378452241373715,0.08815894319380096,0.005404524345419551
LRIG2,0.006622573628602979,0.05716950635994771,-0.039227458684349396,-0.049084422888364385,-0.024799965033837648,0.0822726862693726,0.024941425057820224,0.12021919281426811,-0.0031709183289560065,0.012706959386508225,-0.023716262281664204,-0.023437957754110395,0.06023760393031315,0.01715271141780276
ICOSLG,-0.025767404412964465,-0.04160364446809334,0.03689925304158083,-0.021578191317828985,-0.01587404800297721,0.01326576219222275,0.051570107037852156,0.002109275054996901,0.046952540731693054,0.020038473536519684,-0.042613373569697736,-0.06828310971650532,0.07636420446037935,0.0505095859576725
WIF1,,-0.03765667134995417,-0.040150028379480875,0.04442378190513376,,,,,,,,-0.02415342230267509,,-0.046098827650685126
NPPC,0.004510004443645401,0.19511595244522245,0.11519519305366512,-0.015801557483128732,,-0.024136029942861834,-0.008077966799945286,-0.04843255510489932,-0.019071682835693434,-0.03224122848917107,-0.025312751013494096,0.025537088086084854,,0.00986692521410888
LYZ,-0.026036325078147807,-0.014381325126760927,-0.038399587952634755,-0.001378670522153682,-0.046344278135890274,0.06730896949469256,0.017133551738962215,0.07158759742196016,-0.04731457704979949,0.04927278594242594,-0.009965417342385591,0.012831188501668287,0.07054986786734252,0.001923187186374469
EREG,,-0.029283503735359134,-0.02486523406054274,,0.06931703909719915,,,,0.03399053207428156,-0.0014162718923228718,,-0.032361872053548006,-0.06360379921170395,0.12993220666404134
SPTAN1,0.009760215078406624,-0.03837159349294125,0.007443064139592806,-0.008450433745001448,-0.024714923748709938,0.05304637052701396,-0.005723943148985183,0.05953561675746221,-0.0709852572755997,-0.05751018634908003,0.008284074621493017,-0.051663807545872735,0.07327678832365095,-0.015488677306728921
PTH2,,,,,,,,,,,,-0.021449321950377943,,
LIPC,0.018740047049166784,,0.027317401594230326,,-0.02654720975633002,-0.025593789090918334,0.130383494535632,0.0446523675909085,,,-0.031070124997814683,,0.04810613194208425,0.011747432903155192
COL8A1,-0.008103536925696042,-0.027123877063645923,-0.022379318477951018,-0.011127576646553793,0.027720296194617564,0.03589828097846954,-0.0693786433752615,-0.02635252330768118,-0.027694528755417492,0.08348735047764634,0.08254540516770406,0.015693282097393114,0.03835596082802506,-0.03273163413193311
GSTM2,0.0024895113727026,-0.03614979468180536,0.05034050362116539,0.03149295441383981,-0.051716675101099556,-0.05025175139349014,0.05537452608880414,-0.008950472959885724,0.047700229216029295,-0.00983735763287262,-0.04472517560042985,-0.04119743718291367,0.03134921831711325,-0.034260347211488185
SPX,-0.04966221493714434,,-0.023254300760867482,-0.03535471210123486,,-0.008015200072553887,,0.046058821432481606,0.11664880959318381,0.07410242343467441,-0.041806239070898664,-0.06394197251574138,0.055170855270987924,-0.01744946772898728
MFGE8,-0.009469182512928257,-0.028800798723102716,0.01257209158632144,0.0260685630643242,0.05758219494379709,0.07562297407946882,0.0016914987416704838,0.021883386562947936,0.03565855780620505,0.04920372604611418,0.07643604050383744,-0.031077327631278413,0.08457060230779713,0.033050366195288464
TGFA,-0.047577563655862964,-0.045384214104126276,-0.036581299074930636,-0.021647118813966155,-0.00800543974574109,0.00380148426418894,0.05783153418234571,-0.0030657576564302774,0.03539082531964266,0.03280256561413884,-0.021295429218722753,0.016567295086187733,-0.0009623841358648927,0.04188864907244438
SLIT2,-0.02864522456107536,-0.017260012729088968,-0.016067144877431296,0.005474527703454627,-0.007678603499767059,0.12676700838351887,0.049170990524244805,-0.06839443275893842,-0.0633543292918523,0.029421612562030488,-0.03763384502162409,-0.011975834399590246,0.05687551095671321,-0.0005030431568267147
PLTP,0.0913373590909921,-0.03397844365339515,-0.027364080185466405,-0.026404751026102246,-0.006002987010661791,-0.011807203712507734,-0.031091800170892796,0.07970180934957263,0.00033780811643479197,0.016589074959352513,0.07548268673837503,0.04917949679864893,0.11203642520937589,0.0199171400377256
APOD,-0.002136921548957841,-0.009308361771173859,0.051447582255344806,-0.023809239595387187,0.03833707474467228,-0.05439347068665272,0.0634243188052428,-0.03936207429082244,-0.07351725660098271,-0.018375290699719066,-0.049122023016384186,-0.022081466938732086,0.011338198709758156,-0.015200828631231908
B2M,0.08250379611655509,-0.09000895343033953,-0.0986211909857821,0.0026819698966991747,-0.09260231371739748,0.04704459879511454,0.060156788582627914,-6.750154070569315e-05,0.045753798767520865,0.08465292236248081,0.06957511867045034,0.07906138885806782,0.06241029863054516,0.09124401332894588
OMG,-0.01836105832068037,0.03203944670230967,0.07646939255700738,-0.008331147533687936,-0.02541135892204196,-0.05291108303681258,0.04307880438538053,-0.011659400676430991,-0.03877214783225837,-0.014159801849569295,0.00047361927757533294,0.011791192703736434,0.014102395530419786,-0.011302177982015986
CXCL3,-0.0017844416976263127,-0.0409049096538073,-0.020429069341202977,0.034742853424426824,-0.08244321004932953,-0.02487459928183398,,,0.022484955078061267,0.05842923791056793,-0.018788968431857057,-0.005603170810453304,0.09969054543070259,0.05479045385020481
CXCL10,0.08130190249310461,,-0.013529315578978197,-0.01847728840467164,-0.0008847381476992199,0.06947764865151987,-0.05372135254129602,0.10977931739061433,0.0538175778705466,-0.005189702855325609,0.015425905965748592,0.028772640217429576,0.09029192510867788,-0.030612687453243234
RSPO3,,-0.021724854963567384,-0.017107011612962422,-0.0009751028414917904,,,,,0.006424707118104511,0.03945401720288528,,0.09402815854448603,0.05540485643777487,-0.027024149622830677
CORT,0.023136229094514207,-0.0288318423693229,-0.020761941497942964,-0.02530311700471102,,,,,0.10088880092125663,-0.017831718540896723,,0.0384837500084967,,
NCAN,-0.05506917414847885,-0.01323003651079925,0.057461074868875826,0.03150757434188473,,-0.10413074748118581,0.15473365467396305,0.07957603190819308,-0.06801120165921769,-0.04125889387115565,0.050931206754032676,-0.04783700713359033,-0.027082015695725496,-0.023889057232390088
PRG4,,0.06090996787364697,-0.012248558897554768,,,,,,-0.02397363847044246,0.08388986857628289,,0.01828925153818048,0.04998816346280117,0.03806008475414201
ZG16B,,,,,-0.02706025875210363,,,0.02837690997206563,,,,,-0.04773683697271964,-0.02143187235941918
TGM2,0.02101658491468411,-0.07972939541354641,-0.022969350810666582,-0.009227733796537766,-0.05667163649960233,0.051277587695015586,0.01658042693945565,-0.007808550652242296,0.07587956566813972,0.07103185370293646,0.07673103500411538,0.055912092279012005,0.08243908738714795,0.06043513685144076
VEGFC,-0.027834009883606587,-0.032303015812863295,0.06158067187403169,-0.014037103304786663,0.05814069422904862,0.01279426443519806,0.07073480167364912,-0.04300790121973276,0.11491063343095399,0.02228906212653777,-0.02478295896904654,0.01585367451714125,0.0580419691543989,0.042322881972723866
WNT6,,0.020553700526536642,0.11480372778449778,,0.04920733888802236,,,0.007273717618449598,-0.03267514308680463,0.016434042753690377,,-0.011381487219900626,0.020936497791503632,-1.6059718247967446e-05
NRG4,,-0.01628394662420524,-0.017446470374445106,0.0017538287924452121,,,0.09321761947552543,,,,-0.019900358087266982,-0.0343108094862325,-0.026156799624997742,0.04282454214661116
PMCH,,,,,,,,,0.07439282112585213,-0.025018855099371237,,0.10878400392209059,0.09845676849352922,0.022330065514586942
COL9A1,0.0007825300846991586,0.0030147554113184333,-0.04271456605016441,0.011004264204192695,,0.07437656117714117,-0.030349578820919026,-0.00291829900263336,0.047536827538033594,0.03939279334305202,-0.002144001815023997,0.012392944118316318,0.041730893188021735,-0.024560197604849832
GDF11,-0.0439398329430141,0.03508209298364828,0.02159669824522586,-0.015075584447041714,0.016044375651030555,0.010567795873265862,0.006630477782331738,-0.031837861403530565,0.043347861456663896,-0.008297483325844268,0.0743082902903678,-0.007327191163823463,0.051640683429053195,0.08249215393627876
RAET1E,,,,,,,,,,,,,0.035378236332663494,
IL24,,,,,-0.001503732298047436,,,,-0.016587461475875278,-0.016768517088517686,,,,0.01968176391327198
SORBS1,-0.05062663874487346,-0.009918239714424128,-0.004457234037121874,-0.011663724788737007,-0.016057241313499303,0.014583107336895652,0.09753412399279224,0.08887732385628337,0.018903102413278784,0.02052793378731097,0.0018860025126311625,-0.003100286219163151,-0.024409480321686695,-0.041590396068373385
DLL1,-0.009991453370878284,-0.040158462831704454,0.059406323610639224,0.06292334025158855,0.021616941534907036,0.12303137673068688,0.08531150769031112,-0.016826102081655605,-0.03466833590758502,-0.005048566025300737,-0.0013406346139643555,-0.011931805318679743,0.11071064514152963,0.020152882019170214
TLN1,0.0115595432251397,0.02404563062608686,-0.010145518518971556,0.007464464333657989,-0.035763477503003266,0.03858576694484489,-0.027790586328719485,0.0606006305834721,0.003998612371756754,0.015084145805110638,0.037745077806621334,0.02524221004988096,0.10849885190075592,0.04511802697777875
COL2A1,-0.026143251893188293,,-0.010939821223878633,,,,,,0.02681497372762523,-0.003798799928898823,,-0.04161655814303414,0.04588192715646741,-0.03000468110101971
SHH,,,0.0015754719820594218,0.13654577992511469,,-0.021511792921386955,,,0.0020186941584808874,0.0298628825178658,-0.039857062092956086,0.029970692734138136,-0.012134342655052071,0.015975896107776295
PON2,0.042655374636046586,-0.00838166993965345,0.07837572543043182,0.02120402729805975,-0.052560232833723505,0.06868538010927189,0.11852315287000444,0.07165678223486784,-0.060779881442036617,0.03817724274810332,-0.008036769153169638,-0.06798846940229386,0.05526390791656971,-0.07373308212400079
ICAM5,,-0.0232217224955888,-0.029012343683995707,-0.01926846628761046,0.046276997963883675,,,,-0.04636651749752963,-0.028778966068004713,,0.06528208533353219,-0.017894620874283593,-0.02274673253337924
HPX,-0.014023877870496998,-0.02172486067495897,-0.031035447976623907,0.013637123239915495,-0.05365370409290029,0.24041975255710415,0.06449926260735733,0.05254172350222743,0.014425422596063884,0.13362190953318054,0.08597096423077306,-0.031477825781298194,0.008796054835704286,0.01048051665287843
SFRP2,,,,-0.007152271360360497,-0.028171297882007226,-0.05578890665539607,,0.06480303885346231,-0.008450710132857135,0.04877638580209004,0.04558695224016256,0.10597448008832754,0.09617126660107378,-0.010479122833380122
CFC1,,,,,,,,,,,,,,0.05952316120044915
CD70,,,,,0.005752367357680845,,0.05665283573091843,,-0.00542047907612543,0.05166651621074949,,0.02987046995885916,0.041553240881460785,0.07371958466751388
HP,-0.022806719676207135,-0.01925008706778071,-0.022988600346356372,0.021971658439505694,,0.0648823371760504,-0.11205415656678896,0.041344446789645765,0.06802190084031219,0.008179865685466053,-0.025487234878328567,0.006439061908184468,0.029189292385216194,0.015862528277498497
CXCL2,0.06465523123125061,0.016224686158539593,-0.011732722862584324,-0.015801556246450056,-0.058563451376209025,0.02573124780225967,0.036599708285021806,,-0.010789343584644557,0.0684732479496514,-0.00497885902960311,0.046171395356173754,0.008191185886004173,0.03399485758914541
NPPB,,0.01802021105094558,,,,,,,-0.04370176920561269,0.10675490401731344,,0.06012460781199186,0.03086880521185214,
CCK,-0.02479540767218211,0.02472439911443058,0.051156190663950336,0.05933445650776392,,-0.02559380974860984,,0.01267691010395337,0.011389452250180884,0.005241779095081271,0.09225212387067071,-0.014164579265541316,0.04604527114425055,0.002987066976552394
SEMA6A,0.03940997529321771,-0.007274184392397733,-0.021717427988360426,0.009462841185869857,0.037844507895091466,-0.044507638152431195,0.0570261433253538,-0.0053027642231990805,0.0002785082835118726,-0.027598162713939785,0.001420431923148079,-0.00041542433952466664,-0.04725152848397287,0.0109369348133747
IRAK4,-0.00690778536783035,-0.08568928502400629,-0.03600695831509698,0.00864114610282781,-0.04356691653606021,0.0112785788029688,0.03118082530222308,0.05060637035412929,0.004750016195993305,-0.0059005933449342695,0.01270139240498465,-0.01559579189359275,0.1034948815586838,0.04385722949199457
GSTP1,0.025014168710160416,0.062024583507381596,0.04821492358386761,0.0022253505049999248,-0.015420165981428521,-0.007637502990275496,0.022853251367952247,0.026540303304910133,0.01235567173507129,0.0789149837741755,0.007851752308409598,-0.007184715221403847,0.01678262677097918,-0.010413395536308634
VCAM1,0.023398149692150535,-0.03537932731340922,-0.054024769643115575,0.001669751603561506,0.05692882374332426,-0.019368583283785684,-0.038424335910039756,0.11869902196728152,0.004276928746397867,0.06830137579642999,0.02103910098944868,-0.023843830428892848,0.13239038597021854,-0.0071259618271772894
NXPH3,-0.03697317651872005,-0.017615405176500655,-0.029688563544965647,0.0001229529959883905,0.030840471161051597,0.021306706169370145,0.09186603404019202,0.06283186609288385,0.018750630957964302,0.015603628974122588,0.028114965462545646,-0.043173551685141094,0.03468605521565974,-0.02742678129120821
MTMR4,0.05374239790665911,-0.010694325777273112,-0.04551123297677473,-0.04345331328417567,0.007146005590552861,0.06492179190776191,0.05724312669837997,0.010128723403190725,-0.027918109798351808,0.060155909418047535,-0.0068705126752625165,0.02688059308143438,0.06943121555774998,0.00875516951107212
LAMC2,,,,,-0.02196100206513863,,-0.04146647279230948,,-0.02039277073448802,-0.02202176809283072,-0.01924057009204111,-0.01917506374128153,0.0064729711202188905,0.0790844886047577
IL10,0.052596213102712355,-0.022670593197006324,-0.022047724852049293,,0.02101601473669634,-0.04685577869262643,0.00999585481866224,-0.04472379162681942,0.05491741307430948,0.0006752924763489909,-0.01855937761730657,-0.04774983156067217,0.049753845123065715,0.04092820894880986
SEMA4D,0.030285315463489396,0.03871863765335767,-0.05878835856047682,0.038808870404844896,-0.026300672135203877,-0.004569521411204939,0.04485416000783809,-0.06832251241237963,0.012600425334643294,-0.02673209830418628,-0.009042991224837791,-0.013472184314125587,0.08684336684336648,0.01591023201804586
TRH,-0.02555696226789703,-0.01677859799215153,-0.010765613502419181,,,-0.012800566740247798,,,-0.0017472396683301929,-0.007062357465898261,0.04369534501612719,0.05389172268076593,-0.022082010505130548,0.03331791655627972
SEMA6D,-0.022890895063176212,0.005502281910645196,-0.0028092850394101053,-0.014145268134294774,-0.01633299171451032,0.006213245778907827,0.020885396880909967,-0.10398812433209437,0.021603831963961408,0.03808015795431399,-0.053157268027072616,-0.012521756721328763,-0.05672326504866459,-0.02488911657518055
