,UKF243,UKF255,UKF259,UKF275
BMP1,-0.00257567716626671,-0.06591806017022465,-0.033694154199745675,0.05503793026931553
NDP,-0.004870098239902775,-0.025221935950154,-0.061153955733250415,-0.03596103141283469
TNFSF18,-0.018985871754404273,,,-0.013007999800457184
RTN4,-0.061496972407847246,-0.050392847686975765,-0.03320829734209985,0.0059468027984660495
HEBP1,0.016167950730072798,0.018257687521507443,0.041040404026877114,0.042127747902633114
WNT7B,0.001122761915857873,-0.006570456500936195,0.0646974239280352,-0.037286220543697284
PTMA,0.08265685248697292,-0.12637435765970073,0.032184045805729984,0.031491728160144276
CEACAM1,,,-0.02627433981867308,-0.020458484737807935
PDAP1,0.01261768543224932,-0.07024620833788751,0.009825197700685375,-0.024172500601200672
QDPR,-0.08195018038653384,0.009857012531082354,-0.0031624523859321548,-0.014047603966001418
POMC,-0.018629825085277222,,-0.024467731281694095,-0.015093454320056815
CCL18,0.1387682905045677,,,
CCL17,,,0.022453054316260164,0.0006191823720730273
VEGFD,0.052868221061885795,,0.03368538523796251,0.09266289927056943
TNFSF13,,,-0.010504576688361371,
WNT5A,0.01601175324162992,-0.02787305944998203,-0.004730871682025049,-0.006032661888059807
CXCL8,0.060712490312538635,0.14834170920390866,0.13494177502855312,0.02005083506062025
GRN,-0.06349801532229161,-0.14008397158379124,-0.018309246948734384,0.00014327966651742397
MIA,-0.00774658371854039,-0.03857667926080845,0.00406099367702758,0.049196778696418544
COL4A4,-0.02887927551025827,0.02568900002531502,0.07585993718401393,-0.01693784463129661
TAC1,-0.03616904112040674,-0.06443823121638377,-0.010180057400834698,-0.0026724222981396066
RARRES2,-0.0927733340521177,-0.001350146626592975,-0.04650254870569893,0.01054669754708711
FGF7,0.0016532797539384378,0.013486257424296192,0.005658401660869861,0.05883799521250256
HBEGF,0.02815037673541991,0.10239656718071198,0.0368657197572396,0.07988299375944541
CSF3,-0.028879252646449582,-0.014925951488492427,0.1955408805694026,
PI3,0.057553786745239,0.07217556790726234,0.21318735397440225,
PCSK1N,-0.08023209546229232,-0.1581228862243671,-0.06432378778329807,0.010040482711907604
NTS,,,,0.08109914430045959
SFRP1,-0.04458995777821589,,-0.013287832111720788,0.011546268781980916
CXCL13,,-0.011741195478026736,,
MICA,0.04910348032575734,0.013238613046986394,0.049443261329774994,0.018309198273982225
TG,-0.023021373828193446,,0.0650301256042235,-0.016344570689193035
ADA,-0.03404485097974881,-0.018840402356406376,0.057215070130355344,0.02782304028401719
LAMC3,0.03809436494295998,-0.045740649922408755,-0.05949288595194734,0.0633355494304587
CCL7,,,0.04446504070715866,
NGF,-0.016638158385650813,,0.025659588480996684,
TNFSF15,-0.020583478421891444,,-0.011544788367521387,
HMGB1,-0.11260255447648493,-0.14347354538788343,-0.04722161580791728,-0.06879793914031009
ITGB3BP,0.028103222505369188,-0.015602370339102712,0.00585152645274726,0.01509510560348808
AANAT,0.08874696681135975,,-0.010504577809494847,-0.014698767938759719
RELN,-0.028687783309615272,-0.033665671305556116,-0.0024777681879707618,-0.032361942223123524
IL15,0.01288428073484196,,-0.02039941538865421,0.020889580140017596
BSG,0.03944433794131412,-0.0621617758287784,0.02770144202299663,0.020560207166786908
ADAMTS3,-0.0545731312733517,,0.011780754206352429,0.03234360619804712
CD34,-0.001663500739557615,0.0005975579331075036,-0.02564387344114604,-0.01577830312865614
PLAT,-0.0007757050910895107,-0.006206717169087575,-0.0730321826041608,0.06226513941848267
LTA,,,-0.013287831490095114,-0.014156445376214171
CKLF,0.025506988536959697,-0.10049006957312626,-0.018456658169809157,-0.023501821449625853
CD24,-0.036135483610440645,0.050240101843820446,0.06595099378333212,-0.017175562797002678
HSP90AA1,-0.03558689283810021,0.12057072038848218,-0.03754226244740996,0.07658544856345545
BMP4,-0.03600904465469066,-0.05454339996938526,0.025662504201000403,-0.04060479633806907
SCGB3A1,,0.030632861430037316,,
IGFBP4,-0.016959198113794993,-0.026258375465775877,-0.015927992332623406,0.05904040044674563
RSPO4,-0.02032521627487906,,-0.020339354129012346,-0.016464807794995196
LEFTY2,0.0013029247074809371,-0.07147740683017265,-0.029690503827509325,-0.03312644492457865
PF4,,,0.11806817158013908,
ANGPTL2,0.028182447666571242,-0.12410781882256984,-0.038356700202967324,-0.05614912201103644
LRIG2,-0.05981025734277351,0.00464555292320022,0.027233131458556072,0.003918664594567901
ICOSLG,0.03512622845625518,-0.006847268615607667,0.037859563596868435,-0.02918070336108675
WIF1,0.00478527901184259,0.0852809670219199,,-0.012705502195186735
NPPC,-0.012063805380622369,-0.012371986481080195,0.06874921587495031,-0.024784397777780708
LYZ,0.016326947219457554,0.002777263802862666,-0.002277968154674488,-0.026524295673481937
EREG,,0.0370756172021768,,
SPTAN1,-0.052734251936999654,-0.1314561539127363,-0.08843606727541753,-0.053475435621787144
LIPC,0.1902539520445787,,-0.016255427090461717,-0.010943138490344558
COL8A1,-0.01686189968541642,-0.008532675155799014,-0.029418961305566163,-0.013624111484203854
GSTM2,-0.04310531032162525,0.07399963443059618,-0.025656824139295407,-0.007306886580899894
SPX,-0.0029519975586679613,,0.01721034967782461,-0.04318825105189619
MFGE8,-0.001530138146627935,0.041599525305609925,0.007322414701031236,0.022655235240230772
TGFA,0.09737888921103456,-0.043969079375001795,0.005930875966598808,0.015795069006370382
SLIT2,-0.04119042376103021,-0.03236660719568438,-0.011499635296922025,-0.042369999252594014
