,UKF243,UKF313,ZH8811Bbulk,ZH916bulk
BMP1,0.06977021335205486,0.0374817994168022,0.0065336226839070805,0.07833021730271504
NDP,-0.01994520219356882,-0.004154804786249274,0.026106206686668153,0.008258336445464167
TNFSF18,-0.020160128611684223,,,0.007655533989210551
RTN4,0.09974309225254067,0.01824451792366373,0.014431045105753647,-0.03680446786711192
HEBP1,0.013369778486710596,0.05648180854030028,0.02290949992295468,0.047446459212178375
WNT7B,0.04400859612195444,-0.017993664207726055,0.05254168574735895,0.03032542347470992
PTMA,-0.10498420037914025,-0.006259785641978869,0.019322507602479562,0.048417571829456434
CEACAM1,,,0.0793279408804022,
PDAP1,-0.08184591844943319,-0.01764112922865509,0.04245113396046582,-0.008631266445248673
QDPR,0.061845655690029554,0.008871366699228916,-0.03916879229889409,-0.06600410305000398
POMC,-0.007997309759417941,-0.026341207468962003,-0.047470315614610466,0.053803396090757516
CCL18,0.22840960803378282,0.008188227631277778,0.05358861604648949,
CCL17,,,-0.01532835410282302,
VEGFD,0.08354381328141763,-0.017797184568592875,0.05912288900732401,
TNFSF13,,,-0.03179564026097295,-0.03073432298330321
WNT5A,0.009679877761420309,-0.053674121047511736,-0.04716595795939514,0.10804601734414374
CXCL8,0.0028807129366722932,0.06014634230097642,0.11353176589084152,0.036819777650797886
GRN,0.004839607879918552,-0.02932165194778997,0.02353205846482782,-0.06005675754381259
MIA,0.11361394770167342,-0.02413617959117465,-0.05289616374409839,-0.04565107013623525
COL4A4,-0.030665429327152712,,-0.03244514797320233,0.07168857924752935
TAC1,0.0057551043599993225,,,-0.055381694644837186
RARRES2,0.06210512652921006,-0.058685746612775445,0.07287133089326761,0.08039402622652755
FGF7,0.12781398742433214,0.006096253135017527,0.002935169939351984,0.060183364116129304
EFNA2,,,-0.019259169566879758,
HBEGF,0.05546897326614064,-0.06639055082756842,0.0027923453831124397,-0.005373562285494395
CSF3,-0.030665405049240712,-0.02673717736210779,0.04859510863709894,-0.036132542945747935
PI3,-0.004098262176438758,,0.1023467064319113,0.05089671538988713
PCSK1N,-0.045067290493105844,0.009893708166673587,-0.09075510339256658,-0.08812506367709512
NTS,,,-0.02346364343128589,
SFRP1,0.04879050872803466,0.0012521269062874317,-0.12446550513433516,0.0013869880813363804
CXCL13,,-0.04293306316522225,-0.01708825615554658,-0.0293084005347088
MICA,0.08300418141283329,0.02629199607929628,0.012978945346224964,0.005165698333389458
TG,-0.024445222384185627,-0.014536248332880022,-0.0010837650248897727,-0.016330372075051607
ADA,-0.020013715716219703,-0.03801927886130572,0.02570767133282517,0.028114749004136366
LAMC3,0.04303342637194838,0.011716296149646702,-0.0512469133757759,0.03064432393764278
CCL7,,,,0.017540955879475264
NGF,-0.01766721155895733,-0.013111339305135136,-0.019000293926553613,-0.016400862285122778
TNFSF15,-0.02185654562661292,-0.017026760080668953,,0.011867053043496976
HMGB1,0.06055284596456187,-0.040156501393606624,-0.035663517098182544,-0.013720168282632018
ITGB3BP,0.013898916530498353,0.06438344100999158,-0.014962090189294534,0.005665373219859459
AANAT,0.09387824211000334,,0.03570201826898461,0.07223495417658161
RELN,-0.03046209352866868,,,-0.007365129755805792
IL15,-0.012656100778809066,0.06343168230454868,-0.026656747220651384,-0.010956699469588022
BSG,-0.017039280981257197,-0.07844919003686883,0.017745547634111087,0.06627862869192633
ADAMTS3,0.04741783431674885,0.03896682919673551,0.01966800851361946,0.017875840985886845
CD34,-0.015990493318888768,0.0028447935057080826,-0.0549294007850399,0.015670343927441266
PLAT,-0.0030277714792353136,-0.05470927359826936,-0.10028717517100293,0.06466950778270945
NTF3,,-0.0004071041558454635,-0.055751560266564824,
CKLF,-0.036334305122766114,-0.03176446373529251,0.011916862772544957,-0.0386880285318209
APELA,,0.03264376178813542,,
CD24,0.0069868932287865506,0.060351829712002474,-0.10469558680960642,-0.015076330013040972
HSP90AA1,-0.06423908524455894,0.010936141273653888,0.08375601359482364,-0.008534726643088842
BMP4,-0.03823616744140502,0.016481010516817985,0.0003691595188041105,0.012158334530930993
SCGB3A1,,0.03662403563567619,-0.015201575460985507,0.024982152697058606
IGFBP4,-0.040981263475176576,-0.08122091081331605,-0.04616176425527437,0.0006167184338098497
RSPO4,0.005154196895095886,,,-0.027819921208517145
LEFTY2,-0.03615050924162302,-0.01925198497960626,0.013743570514989747,0.010532028690818483
PF4,,,0.006058420090569788,0.09121459218421073
ANGPTL2,0.0015220068103695013,0.01986218292479103,-0.08543030770423542,0.06179177606922147
LRIG2,-0.0029727581175679014,0.00506412074315486,0.04896558007812941,-0.017918628788222743
ICOSLG,0.05570233056132328,-0.00628050351583245,-0.017946886217638063,0.043581617288980634
WIF1,-0.038923180980690156,,,-0.02693629113041831
