,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02287490196099737,,,,,,,,-0.004725589174563066,
BMP1,0.031707774897194216,0.07772891377453098,0.014013858044012067,-0.0237385354300694,-0.0616792020468246,0.010965135942712364,0.0284855095754925,0.0787615424112587,0.015330371468843343,-0.003510708794739061,0.04644149940950048,0.08906963672603764,-0.03548839750325924,0.009276249975693306,-0.012067578267837008,0.05445539794493871,-0.01840509510674519
NDP,0.05094537262940857,0.07062808241356132,-0.011123595465898507,-0.005427437425170182,-0.03270541466241121,-0.004508716581010259,-0.0318364907553384,-0.01276893245859062,-0.03539781144897627,-0.00010102037943234998,0.07290197831068197,0.0630564248123244,-0.02307354395790743,-0.017937849830160776,-0.0020927190242782025,0.00426020830855153,-0.007992647802876186
TNFSF18,-0.021911213659752682,-0.0290083075499933,0.05419737061552349,,,,0.01116509884028531,0.1027819277044399,,,,-0.047829179071119034,,,,0.05202946769002181,-0.03062211375930464
IL36G,,,,,,,,,,,-0.016807015975145487,,,,,,
RTN4,-0.056497799784765074,0.055649143540671714,0.02891942314723798,0.10634056622848503,-0.016210104448701468,0.0039266445898802635,-0.08032252590866899,-0.05197567178355882,0.025747617098295105,-0.05790984179567066,-0.05120595524441672,-0.008501049737532393,0.07418046600312164,0.05239655920066752,-0.03352840730950318,0.06334632963788163,-0.05160748592209292
HEBP1,0.05343832852170704,0.1002128071108344,-0.017857055904125754,-0.00592045625518716,0.019390869100419105,-0.012416171247011394,0.06798957775454861,0.013882439152967229,-0.02038454961005735,-0.016749974927561685,0.03259800986287476,-0.0495450185018987,-0.03927811120501391,0.04265036067560443,0.007964742928474686,0.028700764662470256,0.031368210674496466
WNT7B,-0.019303092955946313,-0.048892785127190426,-0.019936818381312924,0.067352096721891,-0.023405506095543552,0.028532243093339273,-0.04309162744104462,0.026255352798730397,,-0.028786062254745396,0.0476784972606178,,-0.00600928041172497,0.06859283171200405,0.02535748154589153,0.032605817763145216,0.002277695659128689
PTMA,-0.011868941352049292,-0.10726517502640126,0.02147798965915397,-0.03315715233018843,-0.01810425938969847,0.08597439407036445,0.07580990465749485,-0.033874229633209914,-0.037850002725710694,0.05916263502202455,0.02990866030390082,-0.07392306575445443,-0.024888899061682686,0.006229858315003101,0.016435159419609553,-0.057333904980169596,0.03452980092617964
FASLG,-0.01930309841288124,,,,,,,,,,,,,,,-0.00948508653497631,
CEACAM1,0.02626289454466167,,-0.015300308988776773,,0.025120518050035408,0.12515850773772932,,-0.027436996559263984,,,,-0.033632030186094286,0.14878195878316028,-0.014947343419937384,-0.015355405471922734,0.011012718843241082,
PDAP1,0.09491968925353689,0.04797463703168036,0.03106408472041237,0.02873529906773354,-0.02105116846474515,0.054631388186003244,0.03547917452617506,0.06152504458947792,0.013294111939930324,-0.015249995926483838,0.022979236262697225,0.008308862963049234,-0.015501587001431817,-0.013425125793071847,0.0014765175960419644,0.03394018264778861,-0.02875045915990011
QDPR,-0.09050555907771173,-0.02125797252657596,0.012552771618078737,0.009475569838537451,-0.037142065347047365,-0.0680868187942375,0.002109346630825183,-0.1060393967917733,-0.02826562324147302,0.015786445938633143,-0.0598130367604408,-0.036840652027021484,-0.026592761372010016,0.028531848303892045,-0.014332927330464824,0.017689651494255696,-0.029001680848785582
POMC,-0.007409400536912652,-0.008485651382751572,-0.02718620802201656,,0.03430600429140819,0.06773316800331251,0.1060364636774253,-0.03092769311240801,0.04825274270660687,-0.01837046010318935,-0.03258640413378313,-0.02274140671340906,-0.03430468232718009,0.05430206427722984,0.05255568837948297,0.04704523009612425,-0.020424740090671033
