,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
WNT5A,0.021035850985023467,0.019757169095421814,-0.03845302206284481,-0.016557530499996746,0.04124450863067033,-0.0022006003104864955,0.028235318762280137,-0.07791851522229273,-0.020716244185281507,0.011548142420418083,0.036072723980236185,-0.006185667988211176,0.018769168016726262,-0.04470333598293351
CXCL8,0.006741509836664909,-0.006661038336591222,-0.015452633326575869,0.058845743090411975,-0.05401432531802176,0.12705362021629038,0.015367142049611092,0.09020668116595552,0.021568230057498354,-0.018484638561774888,-0.01832777305342358,0.09299536925960852,0.0400918707082648,-0.04284481557500956
GRN,0.03716172832712409,0.017849722769920653,0.00910440301808459,-0.02181712112560737,0.04338332980526772,-0.06653516719191847,-0.019499811447537624,-0.10649830586102325,-0.1546732739694305,0.017876248745420008,0.04297798759663056,0.042311166334537034,-0.016291417745134942,-0.010077315660492624
MIA,-0.017551220846346364,0.028587438003232882,-0.014676806232835005,0.05381875914981925,-0.030937178102897277,0.08153383987773395,-0.02007832844408591,-0.0074709493871282385,-0.011040259353872688,0.12875320997190726,0.04122398024114652,-0.031597905278586164,-0.008544322239084808,0.07682996984372176
COL4A4,0.03687377181620143,-0.021289437249246822,-0.024682016647754323,-0.016167301180446975,0.03602919599708571,0.009676624629220879,,,-0.008286009584423285,0.029317321343455324,-0.027250089891118098,0.05326581441834145,-0.026399211869935515,-0.014081946203676001
TAC1,0.04941632331081339,0.05937117619691736,-0.01724425733531255,-0.038321215139729636,0.008954678383643935,-0.10627374380898878,,,,,,,0.05234511394387569,-0.016239974910250754
RARRES2,0.043319747984159634,0.04189226633866158,0.03558956404505873,0.03761626397819332,-0.01319512918071986,-0.12322908666075884,-0.037693084043159276,-0.038070213357866194,0.09011349767998617,0.008391364452174078,-0.006981248073015779,0.047486847735008865,-0.0041293657350230184,-0.02915752172533514
FGF7,0.018079772224017993,,-0.001174824351264767,0.001411697923341005,0.08329424005876913,0.032339602103497615,-0.004840915461399598,-0.037665038603891525,0.028333424370296945,0.005531466907158991,0.04160999507671261,0.01770124409883604,0.051813414145994906,0.0005587930288115898
EFNA2,,,,,,,,,,,-0.004200881088039036,,,
HBEGF,0.056257207363848934,0.032758573778504,-0.0018851572281802466,0.005361655286139852,0.006590499336869538,0.10030669450601469,-0.0232703915165943,0.05009618117570911,0.023966924954572217,0.07611131276689287,0.02527267004322971,0.04300745224024696,0.0345772327442531,0.020171260951532047
CSF3,-0.03236044033047439,,,0.007949237595476681,-0.05289949440073809,,-0.022242038211402457,,,-0.004592326325903916,-0.004599948260112649,,0.0038656322125075865,-0.013006364188580127
PI3,0.038466065209617394,0.07870583019006458,,0.007405942300478218,-0.04023899453931739,,,0.1711357411376502,,-0.043259468692579725,-0.04033972494323477,-0.02185092550029406,0.012185333602942612,-0.028258508440882776
PCSK1N,0.03482168863432786,0.005555709165355058,-0.010747765272714614,-0.03698530513505558,-0.0021001704938500374,0.011834178566416734,-0.04364281520117171,0.020321435411741213,0.09764929880858815,-0.031535063746768656,-0.016625874140104,-0.030395447786963924,0.0444823300239192,0.0023612909142456144
NTS,,,,,-0.01746724008451861,-0.008243944425992307,,,,-0.016520031290614048,-0.027895919175648265,,0.04180131697344476,-0.019260651799631347
SFRP1,-0.02510729097705414,0.05493362964440681,-0.009376978495856787,0.005383226114988549,0.02218450182906959,-0.00322993840897865,-0.014782200339386202,-0.041913865242889634,0.1009347232975153,0.01735118155585629,-0.013509738682357246,0.015751108438018788,0.056120344664541834,-0.01881308304754978
CXCL13,,,-0.014944694422378519,,-0.01795063643617855,,0.020978300171574787,,,0.014334132929778648,0.1215994020279273,,0.004397978149545649,
MICA,0.06931712109634372,-0.011771925320924742,0.0029868843076694025,0.06613835316921002,0.027675442713842133,-0.0019107615034253634,-0.047893334966059097,0.06363017478775045,0.033272177208324746,0.038376545995265576,0.04330969167438242,-0.01090986729536101,0.01717676448227714,0.03332235880028583
TG,0.06437556436126532,0.04111784727107979,-0.015667847895917318,0.02427400257044346,-0.03841788133642472,0.002615412843771635,-0.03160042809550625,-0.06201517318996825,0.06665210331055398,0.0068207270076919915,-0.03435687394699756,,0.09839227301109549,0.024960314835530156
ADA,-0.03814871465607326,0.009928397147049007,0.06658356628975325,0.03355765949122244,-0.04587730005417649,0.028510375176874683,-0.007754945271211174,-0.09343088615652852,0.0265871778533548,-0.012326405948503552,0.015418155172259678,0.013787964788667461,-0.014423966197465698,0.0301927066629502
LAMC3,0.12353262166647806,0.02831127747201406,0.057791866193126935,-0.006527266240744998,0.015516047491060093,-0.004605915928601267,-0.006336830967841804,0.04245522685395542,-0.05257537143090121,0.02057823730837744,0.018580817743874167,0.0017434986378617205,0.013680193671764979,0.022147499962521036
CCL7,,0.005846172385708439,,-0.01713299213796342,-0.023799229740296343,,,,,-0.029454228417028685,,,,0.07705132520456619
NGF,-0.018643769568393878,-0.024147122839454364,,0.0012833246896429673,-0.010163010542071813,,-0.036452855968128535,,0.021471832775946456,0.09491084914782685,-0.022589444185891837,,-0.008436243474095734,-0.0014012814069962343
TNFSF15,-0.023064669762051977,,,0.040305078817547496,-0.0176208689388716,,-0.014164167114638375,,0.04311365472088717,0.050807985097376204,,,-0.016227973366858255,0.012034179124725515
HMGB1,0.1015825174547803,0.0268918435166036,0.02532828361623036,-0.01722758580870813,-0.015858910073232126,-0.0529276682979197,0.030029776620503004,-0.12939386823593677,-0.06733123395152402,-0.050673047362589145,-0.0005106781362926405,-0.020274619775336705,0.00035876343082803173,0.03435666154948026
ITGB3BP,-0.05888347104193123,-0.00765559003201736,-0.0029116189382566637,-0.012095597965553163,0.06373013771170667,-0.0060826317826701845,0.07424082207376165,-0.018145249713445007,0.0925644717084223,0.04077533384591047,0.006455727863602467,-0.03995189334901556,-0.016036652122114657,0.06363972828772181
AANAT,-0.016539073845449982,0.003238271511381655,,-0.017359417120862444,-0.01587745674330129,-0.029100121488219933,,0.10892865343309838,,-0.025839669271952165,-0.030813458342105127,0.0011502427401244672,,-0.014420482994087916
RELN,-0.03214589073233914,-0.046564468162636354,-0.03676729797824809,-0.030132060566427206,-0.03852825688703398,-0.032261878142758875,,,0.0064913670890736465,,,-0.01501925728915575,0.056179756583020206,
IL15,-0.03278602993793538,0.04328477130202252,-0.019960598515299185,0.02513975023536652,0.1342848598552222,0.011215821648269602,-0.033305409130391046,-0.04184828597943795,0.023499037676996144,-0.027965645085547487,-0.022258505826738172,0.014510262510568238,0.018878443733073378,-0.04587547655923165
UTS2,,,,,,,,0.008402435575668154,,-0.02200436952814377,,,,
BSG,-0.07333253138665312,0.0188866110568608,0.03153499902767267,0.009951708943042968,0.03871258113995477,0.1531062780920906,0.003416359461001931,0.004462250120736349,0.029512991587527536,0.06296338608744403,-0.004095621763504603,0.0025269731701498986,-0.027671854013774075,0.03355740795842295
ADAMTS3,0.05782775488091053,-0.06930209619133684,0.04726305220661379,0.012094179406986249,-0.057912249754304125,-0.00044716975654091436,0.04132457321823702,-0.08026553514511031,,0.018459693129582896,0.056493614769389446,-0.049289527054881134,0.007506544562192099,0.05453824728179925
CD34,0.06523595758258656,0.03808141598337481,0.029773767926818195,0.03126449469399091,-0.0164251976027607,-0.04657765106706232,-0.04069171549465871,0.03406751814857119,-0.05450626174834888,0.029438157469583233,-0.05006705004111988,0.0043487105882140265,-0.023308773471471086,0.05908059702888942
PLAT,0.032555741449480306,-0.031991650394438194,-0.03564511068040556,0.008150639664988923,0.011536721550834423,0.07085219518228478,-0.0386004377071597,-0.015903998412688122,-0.1278122838318904,0.054461201466647007,-0.005591985772569058,-0.010845458692222656,-0.0069843832885688375,0.06799875459474396
NTF3,,,,,,,-0.03017051601961959,,,0.02568174407533688,-0.013773220976255409,,0.04232160587533819,
LTA,,,-0.011522184590496788,-0.021958903408740127,,0.012657774995360901,,,,,,,,-0.01940779689109769
CKLF,0.061734286983073615,0.02794783539877349,0.03973106292899607,0.019402419247962457,-0.06601991708068414,-0.08056574729297998,0.007524408977512718,0.00039194894087921946,-0.07304647254867475,0.04740051368337294,0.022870781599815763,0.0017768715027628142,0.05064226279541504,0.02282811320589132
APELA,,,,,,,-0.026110882957265,,,,,,,
CD24,-0.05950847879579757,0.028061924299295583,0.011861184584215192,-0.004898969932971449,0.03740427121228738,-0.13369703323835788,0.01264365616328435,0.03464469158209437,0.087178343315185,-0.024409870501654544,-0.0588305056877071,-0.0659990646787513,0.04877325156451712,-0.005546863095603397
HSP90AA1,-0.022855107258816103,0.09532920293418491,-0.028822175231254143,0.034586248551143665,0.021792538019514446,-0.08252044582622273,0.016623525369907136,-0.0657291838505722,-0.1080948486907985,-0.07230110576309483,-0.03250128374096751,-0.041944967623355936,-0.007567041827059878,-0.024504672797800026
BMP4,0.0646926121028949,0.04560679041966378,-0.012214191096452887,0.019202124511064695,-0.030812769630022586,0.00034817548652266275,0.028558398787691543,-0.04975184366030535,0.016419451973138332,0.02512305625840924,0.002757858774472154,0.02256705846322491,-0.02113661980976247,0.021345054488530416
SCGB3A1,,-0.02426630692385088,,,-0.01890809091555039,,-0.029653872957533987,-0.05445708231702004,-0.048448967255267414,-0.0026644779033972734,-0.015669583910954854,,-0.03370038004291442,-0.014213030278878352
IGFBP4,0.05628165317770499,-0.04017011512689486,0.005670415231945894,-0.009073474007944638,-0.02982878473056368,0.020977157697970896,-0.03289549110331581,0.0263567485882086,0.013775891529069655,-0.0009997080421284266,-0.014898591310499651,0.0005386373673054586,0.017301720512378712,0.04304642898841378
RSPO4,-0.022775275957429342,,0.034659156205458105,-0.01510734171210379,-0.02182301052434547,-0.01489365223385036,,,-0.04429949762616357,,,,0.01089235776676527,0.03963517977328194
LEFTY2,-0.03814873455450315,0.018960949190334767,-0.011663694547964896,0.04956199722300641,-0.011338574035142091,0.030715683414035348,-0.016015280138306706,-0.004485683481803621,,-0.025003304498087298,-0.026327690688796954,-0.029171613773299607,-0.03086475016398624,0.08452310920642114
PF4,,0.03102138902580203,-0.010480992913734647,-0.01494819810030122,,,,,,,0.05864523740301477,,,-0.019407792399989535
ANGPTL2,0.09793946256609024,0.025428784146618925,-0.04871265137716566,0.001601484520782185,0.01453809919912206,-0.020674185371469405,0.02488082356054358,-0.08365962076463333,0.012079543908193918,0.0427023300414157,0.008772999436589043,-0.021571316978849307,-0.006559644719051704,0.0330380289399903
LRIG2,-0.02535540066544266,0.008661238894502729,0.043324235860158856,0.037104125237390116,0.02306121449626236,0.020112950989804732,-0.02389578194465428,0.02082433279869763,-0.018121166509266786,0.06633890246162442,0.048815076023682326,-0.05153722614167393,-0.00466734491049549,-0.003183210339993208
ICOSLG,0.014921027660891031,-0.05500555490723749,-0.021061192292832973,0.017796938726762215,-0.05357845287600344,-0.04964091766329151,0.03303811792389046,-0.028732403829430625,0.07985679456778584,0.05323518784378206,-0.0018812164071416555,-0.007190621066702681,-0.03551721673157971,0.03946161431595192
WIF1,0.004055068494431017,0.00401834954951441,,,-0.020414540193179544,-0.003045205901930108,,,,,,,-0.0029703394689245253,
NPPC,0.054943542413374735,0.023644567887345858,,-0.023188341575268216,-0.00626866104168271,-0.0008252550270642827,,-0.034790030151317944,0.2515961602663779,-0.022296480155915607,-0.03970860024462537,-0.03017965318117682,0.0321694741223898,
LYZ,0.016052748378341378,0.015771886992435025,0.014677197576059316,0.02618788479942113,-0.05743100515988308,0.02140025366587188,-0.020952929261108123,-0.04439452098631128,0.07194047398267374,0.0069465573109851785,-0.005168766465171913,-0.03026530392069671,-0.06264128903950575,-0.04746975252885285
EREG,,,,,-0.030710153742410037,,-0.01872737046222722,,,0.017283520172736336,-0.001992315263152551,,-0.02826796636639361,-0.02931026207580596
SPTAN1,0.08930401433738294,-0.07427174056283918,-0.010432300847100659,-0.02124659621026401,0.007292833386310002,-0.092736776513142,-0.046590777477334006,0.04924268336084143,-0.04017730443229506,0.03196883661360926,0.020526044897112152,-0.055844545958160255,0.06011167897031829,0.006033685183920201
PTH2,,,,,,,,,,,,,-0.03609383799527363,
LIPC,-0.00946480510054273,0.07251999074457559,-0.015774454487366026,-0.015473432603437974,0.04747856045184919,0.00661013995268653,-0.02341617105655423,0.04637872587192657,-0.03784311648571987,,,0.034585018476245205,,-0.024538795398821135
COL8A1,0.0850595062383453,-0.02257450030426503,0.01478186229253926,0.00932649511529539,-0.011231200092774197,0.00904886392212773,0.0467927068856453,0.03758862776492063,-0.1460596154556093,0.08094396777908058,0.01868572707253821,-0.049163385701794377,-0.022961414227143404,-0.028412390428666282
GSTM2,0.055585502400456614,0.01646119883365391,0.021793359231133888,-0.020324882050910674,0.015199049431121452,0.049768846836345956,0.01635297740396132,0.11374258994414516,0.09478263671224264,0.009481493935861587,-0.022551553037500192,-0.023375015507741865,-0.033095647767919296,-0.042756582369807686
IL4,,,,,,,,-0.04688597839943951,,,,,,
SPX,0.0367451404479859,0.0019278647824297536,0.03857670626034333,-0.014161428555839082,-0.03324634874263242,-0.06247523109893577,,,,-0.015433777646471017,-0.02605790474566685,-0.06268344507646194,-0.04256833639421278,0.04672288541099387
MFGE8,0.054620935080712966,-0.023341875962434547,-0.04740799577094273,0.014112043047257683,0.038586435067252366,0.09218834903040683,-0.0056018700349555264,-0.040316942465863675,0.05731356226867165,0.0877657335027619,-0.005139280464380387,-0.022372495184324156,-0.014849503228970412,0.08291427862941558
TGFA,-0.029473318790092188,0.055396617015170305,0.02342217355999751,0.04734487393776437,0.0037827153286798375,0.14293248012107465,-0.00983701400290907,-0.002225263955533485,0.07036310187181759,0.05677665964449186,0.038402295251703585,0.00444657987441059,0.007281708400667017,0.03737239395571122
SLIT2,-0.032760285595889914,0.058292013228720845,-0.02732886258043181,0.06520448800673083,0.030716707036416577,-0.02317441409554116,-0.03101744217385066,-0.02589769383630457,-0.03689068369578297,0.016148709136123925,-0.008642110188726206,0.00642303600654437,0.02611187865935757,-0.054050890823505233
PLTP,0.04234875669842456,0.005261807243958973,-0.002718208625784228,-0.022174976987006337,-0.031139084161981523,-0.00855752202376683,-0.041758139474346645,-0.14952955284258998,-0.0168909197898361,0.05031890815751707,0.010557013616906625,0.005489326787053409,-0.0065315303424386744,-0.04054165452618724
APOD,0.06236177010815505,-0.010172250616489227,-0.008680126080664785,-0.03903746859673836,0.025111254437974722,-0.1663365998448835,-0.02791428744518937,0.12337827365842732,-0.0224391149186013,0.07339208716968974,0.0036267348620931854,0.029495992242433326,-0.02564264170886528,-0.07559475537302884
B2M,0.12117324789609048,0.05036060881384189,-0.022040806442845746,0.014030237728239003,-0.03514652009580104,-0.039714617396439195,-0.02269026639572435,0.027956949189524762,0.014432153839892218,0.06974467715006155,0.06923824900731011,0.0095267568603196,-0.024497127837112113,0.02940544456283143
OMG,0.02780299129454269,-0.017748700147655436,-0.001265650885883278,0.011608225663117701,0.060131093659858435,-0.07780408757345994,-0.011860146609217331,-0.08675565567275528,0.005118300041263783,0.016421831870547954,0.05287654289768317,-0.005868005152138241,0.021331986618713168,-0.01826496227150677
CXCL3,0.04079998946776957,0.02871575737515968,-0.021547923973272258,0.06820167171708465,-0.04743014687064553,0.0314138122581678,-0.04343064424367818,-0.04036024414914459,,-0.018888044433919816,0.023373208974269654,-0.02240153788907563,-0.01724298697596382,-0.048076520379025926
CXCL10,0.017958562390576003,0.02906842636635288,0.09776457628068126,0.03837007299005987,-0.043266522442146266,-0.06937311814537467,-0.016160664724709044,0.021235924625510064,-0.03154918623632655,-0.016423087770482837,0.04499529861994722,-0.0301796498996364,-0.03101168357237182,0.01895509411715531
RSPO3,,0.009509402859626656,,0.04950275541506435,-0.003228837437479736,-0.019038745759578292,,,,0.036803190023800114,0.05263622217015032,,0.05552907428545877,0.015829134128010118
CORT,-0.025535097088629947,0.0363858547984883,0.03326195519242339,-0.0086787358984166,-0.025642325096972535,-0.05023289121718317,,,,-0.03358561508157913,-0.02196171226704231,,0.11422481125433408,
NCAN,0.0387887868582201,-0.021291273719408428,0.010626933401404267,-0.05180272311252592,0.048798414283588845,0.05248249183196845,,-0.08399760871861313,-0.07199008164811185,0.03883709569000004,-0.004136242975411634,-0.00019477446230325006,-0.001333617268673381,0.034761062959455497
PRG4,-0.01649900123270878,-0.017709071392550815,,-0.017132994807885916,-0.015127753310143622,-0.041656991061371565,,,,0.10184605940062579,-0.0058439693693801975,,0.00897547766656848,-0.0177922882037059
ZG16B,,0.029643397835007898,-0.01261217151026542,-0.019884935835380427,,-0.022269558485297415,0.01446568092936003,,,,,,,-0.01724599910272511
TGM2,0.10562033913272988,0.04382729457323688,-0.015020820258309345,-0.0033799676906825778,-0.04010773594007025,0.05793813853709752,0.020179806178089735,0.07348944588169687,-0.11226724479509623,0.028220312786017412,0.044085476656210744,0.026605885094358007,-0.01002097472201919,0.04546300227475514
VEGFC,-0.025005148998519605,-0.04633592499915956,0.003960074675556356,-0.03053558427381649,-0.023286625197192903,0.042457046899805236,-0.05932400057688759,-0.012684890490749818,-0.02441467836494246,-0.03790589989962693,-0.013727987527323128,-0.011234219673771383,-0.02898630075085113,0.022759282191710237
WNT6,-0.03171319051790567,-0.0391531536817324,-0.011663694854072766,-0.023697137912788456,-0.020844587643778213,0.04630380194901409,-0.023624375164474395,-0.04139169439247401,,-0.012297320301023639,0.020309972564116447,,0.07445590349164649,-0.001338411487709107
NRG4,0.12358141408066742,-0.006965984472393891,,0.006964244941935682,0.047526986355063944,0.005445081591582117,,,-0.03535624570179501,,,-0.02372661529103556,-0.017407654446191138,-0.013831186484552014
PMCH,,-0.025759719368072313,,-0.007768337887310933,,-0.03259646563492063,,,,-0.00036244941067503617,0.023466785892371916,,-0.017255693264496465,0.0727887517086739
COL9A1,0.028660071477215412,0.0680958919945358,-0.028969749510770974,0.07103151916803857,0.024401491579230265,-0.011001246680464762,,0.01861816183399832,-0.017176145343650667,0.005563573615759861,0.03611096849988815,0.04811681946148465,0.0449960183872026,0.0823374524206981
GDF11,-0.026214761925802296,-0.009799776338232112,0.00025409225227665685,0.04343358969581311,-0.0017141665935583388,0.009785485171852371,-0.02983110963689452,-0.0790258991436548,-0.03475598599781475,0.003495570831042225,0.016095876307991766,0.044104996572856915,0.024512546994590968,0.03941258883598519
RAET1E,,,,,,,,,,,,,,0.012358511496197919
IL24,,,,,,,-0.013322653686422582,,,-0.022321197287386674,0.058912436978561515,,,
SORBS1,0.06578485271383827,0.022899290867418633,0.004882656083939895,-0.03618753042218288,0.07340483005721145,-0.08140759780614633,0.03931625955930454,-0.012278961624947017,0.0221438896654474,0.05376752863892599,-0.0038976036952440545,-0.017045911779102262,-0.024676756167270556,-0.016123805709603634
DLL1,-0.024166032993617054,-0.017509807758691414,-0.028534136490931776,0.004312020238529057,0.0269571083407057,-0.02261281864802516,-0.03223811250953184,-0.04527814686413886,0.06369664356230603,0.024688419112058036,0.030865409003884042,-0.028743983249194863,0.0899439848943315,0.023721388228926516
TLN1,-0.011729144807337678,0.030283609881243144,0.007662601290303729,-0.026391620664385367,-0.02194715380221021,0.02844694240820125,-0.047230888385696626,-0.014121994930846054,-0.037304977479105404,0.019047028816786955,-0.0012808248871851084,-0.04979469236964393,-0.03404066134039646,-0.013864174174715067
COL2A1,-0.024190745055741834,0.0853596070129973,,,0.09308735528706186,,,,,-0.0307198549736035,0.032688832088783495,,-0.0363518978112818,-0.020129048890987697
SHH,,,,-0.017803994604408818,-0.0342522589388161,0.052932622076181345,,0.1355060669755341,,0.05550134248155116,0.01405535757354571,-0.022681667542713866,-0.05151622966332352,0.04048425594500808
PON2,0.09590699436123387,0.017187751754019865,-0.05308243655590852,0.0050341803177666586,0.030875770884452636,0.0074769692440984975,-0.005429024073133263,0.06625443947167683,-0.04043235600692487,0.015513001403241007,-0.006879433110810506,0.03989108027069239,-0.028730026347592356,-0.010277320946785075
ICAM5,0.012963336775870988,-0.026963582449174486,-0.015013794753645093,-0.027748789250494236,-0.03583209925930211,-0.020495778309555172,-0.012611528651667632,,,-0.005629094880000403,-0.01754354877991808,,-0.018043133906391416,-0.029825291137478883
HPX,-0.03852219649705483,0.007494326907624433,,-0.010172387041129249,0.001967540851593538,-0.029607323372793502,-0.025041588630562998,0.1164952547213153,0.24425226106018555,0.03206809371374916,0.014080226755124272,-0.0318112942285211,-0.005815045396144208,0.10436782317784479
SFRP2,0.04218017921386491,-0.0322621197235125,,0.03874385563246756,,-0.03642328286054213,-0.013148282391254783,0.04391993454210753,,0.002477741274841462,0.028201820793951095,-0.02659500307521598,-0.0032944339217564193,-0.02623955337754883
CFC1,,,,,,-0.028026451393889252,,,,,,,,
CD70,,-0.029164381061420604,,0.01602911436751589,,0.0377452982786676,0.02342047990020343,,0.18245142947113804,0.03999267446445982,-0.012090834341112312,,0.06582052719733128,-0.02110197408737003
HP,0.09918179249085686,-0.008431796666244665,,0.018406107471321844,-0.043024438634530544,0.00024927204878148545,,0.0765181024440327,-0.049016828288696856,-0.01841539096556415,0.05014323213026614,0.03715331819362242,0.0169557105799339,-0.0206899422047141
CXCL2,0.013706073736621627,0.034848817451274744,0.0782320250329967,0.016130806015110733,0.03788396865913744,0.03289050355584322,-0.03144717406292722,-0.029188702029119704,-0.034831580619304935,0.03594033127770584,0.008416870218119283,-0.03841206124562929,0.0034424709734344953,0.03429088850897133
NPPB,,0.04815567988697577,,0.057719239541034646,,-0.024541100639495213,,,,0.0522323668714672,0.00891872365489319,,-0.025790417040043097,-0.014030198306290672
CCK,0.05383156173157069,-0.037869437147005365,-0.024998916708715662,0.01308016073757772,0.020348731366040294,-0.11656768466783547,,,,-0.007883288165027383,0.014391596496080737,0.01441376538544808,0.037760114520623604,0.028333195198484137
SEMA6A,0.017808742509526174,-0.0025391690467262435,0.03518039369339379,0.024846396230677498,0.02805625370862002,-0.004055091664035482,-0.029567116927182186,-0.07949139137924037,-0.09135749723958368,-0.0039054727524785674,0.014434388577001417,-0.028185595483010428,-0.044588070345614864,0.022376561365066484
IRAK4,0.029466996310203677,0.03361632418741631,-0.02508978008534628,0.0332036537649911,-0.04539345671754042,0.02609191914130671,0.03630427881939673,-0.05856051412415601,-0.04327201964163298,0.038029301264002,0.024379767393969756,-0.08230067777455607,0.02026685315074453,0.07532942903004362
GSTP1,0.06839219999880515,0.0184748847703548,0.011278391237575777,-0.015207805842860652,0.0032106412334175177,-0.07754431539525045,-0.045912801421853305,-0.01366567216664868,-0.09610696714330769,0.02319689723542144,0.010289705028211823,0.04206423992388353,0.0472555267003363,-0.020723736668648275
VCAM1,0.01489274067962352,0.004359566919419145,-0.024141361567814528,-0.003982448624053703,0.01405590011910335,-0.11345758051453175,0.04051133376652795,0.2047322571432286,-0.10947020091915187,0.04419809697802961,-0.0031437482584954057,0.011478073688852704,-0.00404011586047729,0.0027797124079834094
NXPH3,-0.04817813081144995,0.014301559379630319,-0.008741676339727705,-0.001778076491223651,0.0048310496386116284,0.00023302714719913002,0.007575370010101187,0.0198750790895545,0.03695852467848321,0.008354163145249725,0.026724426379072352,0.05358940592304278,-0.00011926668162463338,0.10987773076674195
MTMR4,0.024348684287177163,-0.014957598772332775,0.017135721703700868,-0.03258318174330864,0.02558108576763366,0.04153804796478875,-0.003802154624993574,-0.03834152078532662,0.05947209552077704,-0.031608615307382563,0.020315883660587664,0.002282313660457158,0.014342691339895783,0.02499537610454223
LAMC2,-0.02158230386230177,-0.02457184591907807,,0.028507599306007853,,0.08934350270052423,-0.019351761011377384,,-0.03535626689803375,-0.02744187586888928,-0.027122216703739002,0.021440976683270562,-0.016749341818517362,-0.026731830306594175
IL10,0.0017774171486400958,-0.03823576333000997,-0.01670616309077743,0.03387358567361998,-0.04188330303251714,0.0020376072549054846,0.01829361221544079,0.07648920018899161,0.030026981792067555,0.12307732303050445,-0.04057738899022959,-0.022127803471468324,-0.0028879969349360295,0.001096449921166129
