,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.039642788192072155,,,,,,,,,,-0.024203505755540814,,,0.17407163193479358,,
BMP1,-0.02094285830297793,-0.03621799604383702,-0.0705250103705325,-0.032750554269670266,0.02882018037224194,-0.0812191243679122,-0.011470417088983302,-0.14719341783773968,-0.058384282125078436,0.04721106054837017,-5.2397653421967284e-05,-0.013513650772749259,-0.048633269699050824,0.019486391433788445,0.11523662699456946,0.021779100609616357,-0.01584019186511506,0.0263242324195501,-0.008791696699049303,-0.042700680217765574,0.015678584624246893,-0.036754920125760614,0.1536461877739165
NDP,0.018501224489044194,-0.05733211137853366,-0.018208355557053208,0.03927398667566752,0.057166360710787706,0.1324214755700301,0.04831828725436998,-0.0643207278967449,-0.004104525472944775,-0.017611957986627135,-0.008558791946667102,-0.019893679245016335,-0.026982095301031118,0.09566981809313164,-0.010933833349867755,0.08038641844898375,0.012113105359035035,0.08931252522882278,0.05064362131706367,-0.09993413739091993,0.10002045827707684,0.0030845022183692175,-0.14786886902841492
TNFSF18,-0.009968165948650716,-0.04372062554662048,0.021137230672220633,-0.009112050748060528,,,0.051167471647191404,0.03385992768010453,-0.021114517682461142,,,,,0.15489741621153802,,,,0.015633999786588502,,-0.013915309678017285,0.044083728249180616,-0.04656767528629477,
IL36G,,,,,,,,,,,,,-0.02514649906954919,,,,,,,,,,
RTN4,-0.041256100791854065,-0.0293395107447538,-0.026543356469454053,0.05353397347083749,0.04967553918202075,0.05425462932112279,0.22243278136379402,0.21885052082012146,0.052195328397659044,0.020402779051698086,0.11582932854843564,-0.03734691864075615,0.13210970628215107,0.07596012318661916,-0.08152427424218815,0.00956019211500448,-0.0015762104526265198,-0.05906081153857794,0.017131031755256248,-0.037429813801983076,0.014021276436515571,0.03700933860497366,0.046440195053800856
HEBP1,0.026171849263380665,-0.01677942210146516,-0.0367824336389053,-0.03273505604941734,-0.06590480539652709,-0.014734105372581593,-0.04829430658237822,-0.07779303125551638,-0.009613838326792346,-0.0007968042655536315,-0.00968761074663364,0.033363458902470375,0.008951862976091136,0.057633184595575086,-0.012603621424906357,-0.049213072772644396,0.018964718813707072,0.10626612556191661,-0.03542256344842714,0.059199158977489244,0.07904883446514578,-0.007194111094425921,0.0258970252878124
WNT7B,0.09649932064333087,-0.006568800501924728,-0.03391618234341615,-0.0312243630265495,-0.008682126623011367,0.043058774230778696,0.11148022882156695,0.19686957810342176,-0.0006832425896830538,-0.01927918132947362,,-0.009336992228080947,0.023366685926337095,,-0.020247032450676106,-0.030386784803016834,-0.0015000326339404627,0.012048427145694355,-0.00174084368274423,-0.013043924618092853,-0.0275950908827435,0.07371721429453697,-0.03576607139124585
PTMA,0.029600646335434706,0.03194497079010958,0.06057369835159926,-0.0822570050277521,0.002151330127179701,-0.06963059889869676,-0.17544200118446585,0.01308474499672208,0.037984346179201885,-0.056133871421925205,-0.08197880115678027,0.004543259469019799,-0.04747782569607124,0.027199344875027474,-0.08004715970126533,-0.04069021105824833,-0.03429622644468167,0.003046462657834924,-0.006557467794526813,0.08684645801553341,-0.005939100928984538,-0.02526154487257491,-0.12405630003990056
FASLG,0.056985902785561884,,,,,,,,,,,,,,,,,,,,-0.01863550731174853,,
CEACAM1,-0.018239893934091356,,-0.005752032902380665,-0.023962820603900346,0.03711734591635528,0.013990817285322574,,-0.05665134588072162,-0.01617330436461737,,,,,-0.06783628261592325,0.15332654106836355,0.0032873041839429156,0.01852080169825002,0.025151368660364194,-0.011180531239906711,,0.00579153591431925,,
PDAP1,0.027643697940670644,0.02067247979124371,0.04102140483451188,0.055547078029592856,-0.006697764050183704,-0.03738241421321907,-0.08688485164062769,-0.11378286169930833,-0.018496576455357145,0.03832334072605655,-0.04797893758963642,-0.009626132976204961,-0.12819581887404,-0.020684508473179312,0.029731454183440465,-0.005398128053828457,0.03366373272131488,5.593346331474348e-05,-0.028108832681769953,0.02482282997640326,0.036721570283130944,-0.01974968146365117,-0.091170108039628
QDPR,0.0036713741382025785,-0.07837401729177833,0.05128789030186696,-0.0063823182440265105,0.031389659596251764,0.10608619438231769,0.01977440327909707,0.022899411373212813,0.04759375197452414,0.039620979121899255,-0.049105424256930506,0.0003462938624301774,0.05135595704670729,0.10825466879081887,-0.11013406093526634,0.019409674146177225,0.08362429256754872,0.008470116126057331,0.014605267592322542,0.06317917519182079,0.05141947627058229,0.038384979667086705,0.00615316477682004
POMC,-0.03538683431236939,-0.026500734133875416,-0.029232437875565565,0.07122968588007893,-0.035237085150934246,0.0576509303898507,0.021102831982240767,-0.007028930364096304,0.02283318497497358,-0.020372260535269793,0.0016730107183313195,0.05403312508447614,0.051692955311500144,0.021793972002763444,-0.024892900789902944,0.05679604637056109,0.0638846864456455,0.002884992002738452,-0.024254818501583588,,0.020486954889060615,0.07451857925147762,0.05668913416178353
CCL18,,0.05472763186257009,-0.02587303307702179,,,,,,,,-0.013010857873945778,0.029674100118344718,,,-0.03105427620662132,-0.014045419635643245,-0.028910229944034062,,-0.0448998335093359,,,,
CCL17,,,,,-0.029509785615751828,,,,-0.026333914420352173,0.013398902837855692,,,0.007182909512305883,,,-0.019516679198874676,0.04090055272013788,0.06645268188201536,,,0.031271747435091195,,
VEGFD,,0.015823532796286906,-0.02150648011250755,-0.03432193286957913,0.093066446356683,-0.019219293642427762,,-0.017540761978500033,-0.028056558461758904,0.007566487316822101,0.049735965317557564,-0.02172786531839021,0.003353370658772916,0.06222138482938079,,,0.04363096016750804,0.02714464312209652,,,,,
TNFSF13,,,-0.04141887749132768,,-0.020355189669241533,,-0.040476139445661564,,,,,,,,,-0.014942453427249232,0.031693322043266796,-0.034220339408879974,0.07515772757717011,,-0.02752246528825548,-0.00041529387438081256,
WNT5A,-0.06414360765438097,0.056190644254985996,0.0029289345255831133,0.007609753242786557,0.012643685072296821,0.05506967550295102,-0.0644661778017269,-0.11155344991121674,-0.011026448309712548,-0.012541367448423239,-0.0013789269854699458,-0.03157822156153605,0.04995809968439986,0.05696625226643206,0.06766925358879412,-0.049579302565606644,-0.005798683108733548,0.018032639323241933,0.0063700228118459086,-0.017838069148350736,-0.035556827636334006,-0.04018194271499244,-0.016876876661362755
CXCL8,,0.037302905837319475,0.008965114412915795,-0.011343895877124368,0.060855160625611145,-0.05719553288351977,0.061427178241274236,-0.07357240179855717,-0.0062986385405820735,-0.0245841080395371,-0.027543543992034167,-0.004709531709880478,0.0006640352313384082,-0.02924338481801422,0.11235128733963382,0.0070591598172176084,-0.11737520905544668,-0.03394479509811332,0.00864812132516596,-0.02137997805429159,-0.0009066344938549646,0.0058792856093858505,0.049114026346008234
GRN,-0.030218627486241358,0.08348282641066046,-0.10486870724951207,-0.0033932873154669608,0.05642192616766787,-0.09103716977715212,-0.07561341213012535,-0.1767163505446734,-0.04136494865483511,0.04298454181165924,-0.11032084206752088,-0.04317188367212444,0.014946918396106566,0.019003350534352526,0.10032607498897765,0.044790596619709626,0.012026352817965116,0.07954842058495944,-0.013658049616654275,0.04632892821461352,-0.0009410908743355298,-0.00483334589970378,0.03969912242036438
MIA,-0.01573737140781371,0.0627417188486513,0.04340752427911758,-0.0305235268645309,-0.019501040999816872,-0.0311854112113132,-0.030736663549589645,-0.06015662563559083,-0.04007792507982183,0.0196780892038933,,-0.02946688884617129,-0.02379441207247511,0.03995106536128234,0.029952074019961004,-0.007455985599834635,0.11516544928033685,0.014073144342993582,0.004162404258136735,,0.05135905243671346,0.03284320498270219,
COL4A4,-0.02741513261401449,0.07107937578478746,0.027211997084147104,-0.05133148085944328,-0.0056716171634869595,-0.03343022060593533,-0.04755753026625479,-0.01722749822391587,-0.007270132048560412,0.006250203452052986,,,-0.03270772025076815,0.07029470200172445,0.08887099383015082,0.018781871409898305,0.028454759710929686,0.02714886056395685,-0.01592637731663731,,0.03729165184080501,-0.039375845653441134,
TAC1,-0.023672049460022795,-0.004447844315417889,0.0531880012702137,0.031598028642359256,0.034278872475208104,0.10024894592008561,0.12629689372048727,0.23882190105793688,0.07795246044134949,0.06474521148554087,0.1300769927956708,,0.10181767086567432,,,,,,-0.02701076788126487,0.06493883661559212,-0.003230714387180511,-0.05766258830822778,0.028204893250285176
