,UKF248,UKF266,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,0.04161474060335693,,,,,0.09234256497951997
BMP1,0.006387195378500207,0.11438303311031911,0.11898963958367079,0.05540645742385354,0.08059701258847192,-0.01531067660344353,0.0012057811507142314,0.06997401727133014
NDP,0.023962825606885074,-0.003647160914762946,-0.025691890440442473,0.0020766666785758453,0.09208823130856089,0.03682747002740405,-0.02951489924656789,0.016870134977949234
TNFSF18,0.021996427784765668,0.05932404392412967,0.013908741249816234,,,,,0.030782431247412458
RTN4,-0.027942550220650775,-0.1423619827595723,-0.1661528757736889,-0.006396481426173546,-0.018500883224618698,-0.0325215786889174,-0.039462427010774015,0.010680666520451682
HEBP1,-0.04528813334942882,-0.014495985798781596,0.03600300779247915,-0.014076875542875558,-0.025277789301880477,0.05408921518065341,-0.01939876045625284,0.07777813384090311
WNT7B,0.07880778552825499,-0.030353388523067668,-0.010069400019882466,-0.04882910524461553,0.013244921721327772,0.00015507894694403754,-0.022338910833978803,0.00978061357685563
PTMA,-0.037102670050212956,0.17194525825164567,-0.059082319089505494,-0.028029568521836253,0.003060387762572837,-0.00652356732552625,0.055147708720538154,0.02599304452305046
FASLG,,,,,,,,0.023193805933652216
CEACAM1,-0.016818808263193416,,0.03140512301363136,-0.004751713914041232,-0.034118043586943404,0.037428588698056715,-0.014826660010939217,0.020971366499274155
PDAP1,-0.02568692416333626,0.06677032230681544,0.1487942379512337,-0.06955731263752235,-0.0177309491886692,0.06163441830729118,-0.025350187292584862,-0.006322021924216751
QDPR,-0.031753562397423496,-0.056648268829686065,-0.1526957562845707,0.05474887768913206,0.031698402099400766,0.00046887976964770674,-0.03459308698905211,0.029625540217216872
POMC,0.06729736956286295,0.08381559119474237,0.02464938948676201,0.03152583349730261,0.17736153509924082,-0.038123892540201626,0.06830882950563386,0.04777924927246548
CCL18,-0.046362271687249,,,0.14966398420122032,-0.014863816507258326,-0.016324026429436964,-0.01484219373219911,
CCL17,,,,,-0.02420510056520819,-0.03547781096211737,,-0.017450132213908544
VEGFD,0.027796539293205177,,0.11835306631823242,-0.04842253911518112,,-0.005206126743464912,,
TNFSF13,-0.01487169811390181,-0.018237297856622165,,,0.048762921364987305,0.15644636676181953,0.005253311755802992,0.031251653938281825
WNT5A,0.04094588844286886,0.0666303967296491,0.12160876054475933,0.014479436273038234,0.018364759733284927,-0.019454421245182835,0.05710029933011986,-0.013767596998000821
CXCL8,-0.024085374661400424,-0.02594137334530574,0.07578960636527976,0.003031605090598259,-0.03757480487587714,-0.016851325239697377,-0.046274805988212896,-0.03807239589827785
GRN,0.07573219083543371,0.043962898048375734,0.09304356522394593,-0.025522385447924286,0.05669794135247533,-0.029099270743113716,0.06853489208069934,-0.025887819674793734
MIA,-0.0114004290224044,0.00010970301105938968,0.04293952468122752,0.0011769970344487546,0.05240949831755289,0.0704487021255127,0.021131969077596006,0.08041621788882888
COL4A4,-0.002803097354868198,0.08945309204078428,0.13419583958378567,,0.01387984601651123,0.06733590588927957,-0.005018274830073944,-0.05124555263188194
TAC1,0.003517538882001302,-0.06083473923634422,-0.07486208396638155,,,,-0.02558021237472765,-0.02293997319931111
RARRES2,-0.055465536678831716,-0.025923580577729276,0.13565241695394595,0.03709781950497907,0.014214649949250148,0.05143135406243569,0.03549253947324251,0.005180003825770067
FGF7,,-0.00344142992171844,0.05617697629167096,-0.01372780108699392,0.0030428224822679757,0.0668169807753375,0.04618944623399946,0.05843351176505767
EFNA2,,,,,,0.05861836321171165,,
HBEGF,0.09124970890339507,0.09087970970031073,0.05892246442535246,0.0301362160074093,-0.01115013609932802,0.003634842626317208,-0.04023982998952254,-0.03801153558933443
CSF3,,,-0.024329993095205324,,0.008192407294307187,-0.01904983152158563,0.01355884648922453,-0.01837229722061812
PI3,0.001451166158177166,,-0.012895588771733845,-0.001148026712012531,0.03400720094458767,-0.029396388175463514,-0.01876756173238504,-0.03991689826301267
PCSK1N,0.014074427199918681,-0.07305197330613479,-0.04267736566435961,0.13116624260740606,-0.01625512879224211,-0.05838133028707082,-0.03389218488120155,0.022112599062537076
NTS,,-0.021182828949291094,0.033789074674458554,,-0.05646797996052178,0.009977640157910023,0.06390838400280403,0.14763825872599617
SFRP1,0.027294370493684075,0.09135840945430944,0.0657277037560038,-0.07019834154762374,0.07413056693739481,-0.0329741745030206,0.014909971505987031,-0.02657464825483172
CXCL13,,,,,-0.05436961861041736,0.014606998958279296,0.00027940710819322566,
MICA,0.044538275474187324,-0.01080235977679272,0.1419120144182221,-0.08335816561986001,-0.02494154568162194,0.03143383169781328,-0.00014708885899756058,0.07258314461050416
TG,-0.021430483830121812,-0.024450568682392374,0.1517954948814834,0.07101897538999871,-0.0032554972746272944,-0.01640323134802523,-0.01749404955065673,0.0349726693723793
ADA,0.019373712192508327,0.03140157536135442,0.10287815767878006,0.03448819986969311,0.11466075690158958,0.038979907870866776,0.07452979474612205,0.07874005542157088
LAMC3,0.08790380529862317,0.10478828963982674,0.12578564318722557,-0.019423465750605873,0.07301146261066585,0.038966776027773556,0.03752823977163297,0.040851729303402
CCL7,-0.017544261489624863,,,,0.05234528356683713,,,-0.019252386574267154
NGF,0.014193127700578416,-0.023332400581763342,,,0.04616799877249106,-0.02926925193870978,-0.0030317345043749206,-0.04310500463635642
TNFSF15,,0.050092151726109785,,,0.042958994683953936,,-0.013199637426353389,0.015229070693987426
HMGB1,0.041465493006745534,0.1210952580499171,0.10561826680125033,-0.13466097704293423,0.04476072070173336,0.013064028157863686,0.0882137947457075,0.04100474242834337
ITGB3BP,0.08152361605327449,0.10842514699096831,0.08954789735439532,0.023162280731029262,0.013593674559746445,0.019242284668622985,-0.010270217410999179,0.017893082243541015
AANAT,-0.04278596967480466,,-0.021946312188215692,0.024115917726761353,0.024316849916675657,0.037471958774378776,,0.06097507014121991
RELN,-0.00936383805322558,0.00487381672849371,-0.03920519337265986,,,,-0.01594373153559871,
IL15,0.022798745406984355,-0.020158941385207917,0.004352741528011402,0.06666116030853571,0.027914649772874167,-0.0028219355908579878,-0.03219797814723113,-0.000989546804945681
UTS2,,,0.06324478056242776,-0.01886627510635874,0.04127375694673082,,,
BSG,0.006801939499694145,0.057218591383235276,-0.031014434607738464,0.11005495526198812,0.1319495026357479,-0.0009954428142097405,-0.012877775310979708,0.03350243332315329
ADAMTS3,0.08221936296734084,0.024903478484362078,0.1254331383438368,-0.04701913856886826,-0.03595318435107041,0.030257265524798672,-0.023585672620543188,0.08508766898155419
CD34,0.050629781331651996,0.04171441410273658,0.16289339265443636,0.007823974913262791,0.07606467309873778,0.019538193137219693,0.015661378685744017,0.020533637546847262
CCL23,,,0.03834606364791956,,,,,
PLAT,0.051187759500142,0.08585624350867549,0.06690023396645431,0.022452132211343456,0.05561450698360478,-0.012114178286659746,0.026415266113624884,0.05258903699145892
NTF3,,,,,0.04091177594891743,0.03242933627218837,-0.06625297483306683,
LTA,,,,,,,,-0.027414718495558325
CKLF,0.038435495062003715,0.07970954850384243,0.15007514804580613,-0.0748712775953206,0.11286257245920357,0.10815573186807305,0.08920143897573965,0.07634160899828811
CD24,0.05283860970703459,0.0646060350096517,0.04889928167309926,-0.03375156717613384,-0.01187570497489208,-0.03893318523681665,-0.049702595604563506,0.007073803493325288
HSP90AA1,-0.08716858806641524,-0.11492406377051871,-0.13433054898590016,-0.020689120501254994,-0.0510495618580719,-0.08781771178797841,-0.05517314161259842,-0.060102855512294225
BMP4,-0.012853923736364613,0.08807562886628824,0.015454970654930225,0.08098681597595879,-0.015476617991757017,0.026927772772523065,0.06694004429588117,0.0273767185099005
SCGB3A1,-0.0048076096993895775,-0.025733245215577124,,0.11093606189766857,0.06969797874601927,-0.018763598960648213,-0.02741148186780059,0.07336042126334281
IGFBP4,0.041521497353182675,0.1108676664399713,0.06669387018454874,0.01402711023855776,0.07093994185203165,-0.027101870171844292,0.030216517662363607,0.04176730099140863
RSPO4,,,,,,,-0.018460466469419692,0.032382852970000535
LEFTY2,0.03284247658568584,0.08635930685360753,0.11815374322541686,-0.09349723678725287,0.05733112445190684,-0.03411291598826024,0.006192422231917339,-0.0057211234336187475
PF4,0.014586695184051673,,,,,0.003413609457952596,,0.01972217313374934
ANGPTL2,0.07554018278612304,0.12451200626891136,0.10144078281994583,0.08391368194923643,0.10772554453969206,-0.028201039371699155,0.009476496356228815,0.04079516442655389
LRIG2,0.020637026956558478,0.0713186330851482,0.03657080513739265,0.04289765441072806,0.04880096517866424,0.08456166069053733,-0.04363192657244088,0.027926937755544858
ICOSLG,-0.005899347229330386,0.10278213410310055,0.04591946559005959,0.09624086379430949,-0.017094229681973206,0.04294345880524069,-0.007470295522348875,0.003182199856140698
WIF1,-0.0006784337723425183,-0.04653425292556549,-0.04835481784758849,,,,-0.017160791699294898,
NPPC,-0.08334201121971394,-0.018728105372650457,0.11238714390112162,-0.04069242749657544,0.02406726206647058,-0.051450625129560584,0.0077103651669784895,
LYZ,0.07345433577497887,0.042240027810402626,0.09580082063134518,-0.05285131238303374,0.05520356580412047,-0.01165015171513181,0.004375697483827676,0.014367203207015355
EREG,,,,,0.013906195064269074,0.004345404261890142,-0.022992822232427997,-0.0021511485861408493
SPTAN1,-0.013120933121180053,-0.04613801083932796,-0.0457394764110154,0.041479611177317514,-0.006854353707885869,-0.043642226873602676,-0.019718447222621345,-0.009752274278688296
PTH2,,,,,,,0.06055171040664324,
LIPC,-0.0017245887629643508,-0.031261349066197805,0.014805101784010665,0.03392652048628016,,,,-0.009362425192696526
COL8A1,0.028059331411742477,-0.0037385226104993366,0.06647078548572738,-0.007947304154618922,0.054405625257023894,0.015081463870442065,0.005490063727174867,-0.042725394510397564
GSTM2,0.027039131979182993,-0.017047099395292097,0.02325909130669975,-0.05958961101519659,0.029099609148949435,0.016794019667562075,-0.018262398281089533,0.002085442332865174
IL4,,,,-0.04169037009383202,,,,
SPX,-0.030016323619413192,-0.0694034925825965,-0.027870301389275886,,0.1276198519747336,-0.009312284598439887,0.022254412058697073,0.0600563203652558
MFGE8,0.02546047819247498,0.05401836823622328,0.07741570149948201,0.027330011347388015,0.0372095364688866,-0.016413803683747216,0.014580913370479086,0.06142627161432743
TGFA,0.019945864676650393,0.07299522709100496,0.08361741234600352,0.058692538313546275,0.054920955136718,-0.01823269884797688,-0.09558674902097543,0.0977068431272313
SLIT2,0.12604261165215977,-0.014443907050263338,-0.0032898110109628614,0.0700904328434155,0.08332809754086146,0.04525881671181751,-0.0223771107655581,0.012922429654612771
PLTP,-0.008065074544290054,0.002651004270549474,0.09234841138412223,-0.043717072980942864,0.06136241120333859,-0.013074222815592638,0.023922112476803054,-0.033423448017851284
APOD,-0.01630715709863605,-0.09118253082062901,0.03467109198272055,-0.010996724758888876,0.07029266150681586,0.001459511280307657,-0.02190506357973268,-0.10291413458246766
B2M,0.0771877774766473,0.06065732652713211,0.13919347814848204,0.035990413363556836,0.1687860882527717,0.04832305253295874,0.040756676998837706,0.0021470676436800683
OMG,0.020706258796544533,-0.04991488934859896,-0.015676732408537883,-0.04323896183542703,0.0346242583622452,0.04098072580315073,-0.027095671771767672,0.03862648971233578
CXCL3,0.024083456228358165,,-0.02881445881272863,0.016158302572983885,0.06147096897896141,0.02850343524943958,0.04348777739425574,0.04618940962700824
CXCL10,-0.027968797368928672,0.02816102847644302,0.10198558395854963,0.07036968662471256,0.14240662540829555,-0.03647344528241209,-0.010329459659700146,0.07150794848760471
RSPO3,0.015959580777774245,-0.02357367764492646,0.009367221811885505,,-0.031268112824594796,-0.013036628120120576,-0.036392349181146665,-0.01953740775238021
CORT,0.04707348415588686,0.04531905889306154,-0.03597229465309538,,0.004344715564009016,0.01444694023305116,-0.030702231596634322,
NCAN,-0.03139138786045538,0.049706584717112624,0.06510593876537814,-0.038701026659696894,0.008437364477133658,0.0022579338016370555,0.008898682062951344,0.10423785585687553
PRG4,0.005231547996140261,,0.03152975498821978,,0.0036708539030690045,-0.041988416852548734,0.030992076131899977,0.004417386866406617
ZG16B,0.0025808927846540613,,0.025130946410386257,,,,,0.0777249316758488
TGM2,0.029300831353042345,0.033371439049523215,0.03684863681579259,0.03646956562670777,0.032373030852126436,-0.01430400616637692,0.08854129764904864,0.0014760059877645551
