,UKF248,UKF266,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
VEGFC,0.04878097806292773,0.10608991658315536,0.04826142608654421,-0.04725895501675286,-0.03715974970724526,-0.02393983117399453,-0.031506786727330774,0.02538029597721447
WNT6,-0.02429939171058114,-0.0206768624506332,0.216946905790283,-0.0528662239565394,0.03121225249617373,0.04447521582549332,-0.009198135976250821,-0.029420968422622207
NRG4,0.026073978745677275,0.004306041642505968,0.06373649252401774,,,,0.03841343874624173,-0.01953740994205749
PMCH,0.014306341015807503,,,,0.047969982189736235,0.08989398574206217,0.03766410118390165,-0.020760372255587745
COL9A1,0.09158493577653959,0.13104219534573236,0.007253479862155272,0.01775388279915968,0.037608275522323556,0.04738386192091439,-0.02997445793399985,0.1030279504912778
GDF11,0.01721130378022996,0.1432726316644626,0.06429029847034605,-0.04354220545746539,0.031177204614485456,-0.01537608032349423,0.03938365962927962,0.05432846554628978
RAET1E,,,,,,,,0.01747591387701795
IL24,,,,,-0.02749233158907571,-0.026759237384199806,,
SORBS1,0.04714824724054181,-0.00317571690805663,-0.002818992465733519,0.010202281343592459,0.06341852514062343,0.005589582892340773,-0.046733463674124495,-0.011537623941480404
DLL1,0.022547921310770987,0.13660315597766212,0.09045778977293632,0.03376357369529781,0.02610464366454838,0.0697743528617057,0.015117531722453541,0.10200896643472986
TLN1,0.08439868432659048,0.10005508502796139,0.0798164716892442,0.08707575150008565,-0.002720520285705635,-0.021829924572120584,0.04600415875918194,-0.04389597661399506
COL2A1,-0.049064317361988984,0.07917714782817725,-0.02881446861860831,,0.050029538335546485,0.03974016019408941,0.021616355240259424,-0.028433531741198424
SHH,,-0.009202335303767814,-0.022651673475255683,0.12143037673406215,0.06367931968017833,0.0728743352757227,-0.03389037993580593,0.06451571510565039
PON2,-0.030584493266865614,-0.0016283176490315557,0.09232949446825299,0.059269279691189884,0.04676685528043276,0.028038289696734667,-0.011258478429502514,0.04174229994794292
ICAM5,0.09775433647864815,-0.03804532342416421,-0.017117011846978242,,0.011204561808429811,-0.0012783978759046762,-0.025025349814207027,0.044356331364775015
HPX,-0.046237397689968825,0.016104971557920518,0.1669131698184451,0.09578505177181397,0.06425783061142702,-0.008397278913743618,-0.028771238068667607,0.05894683078937462
SFRP2,-0.02030670711561305,0.014238734062705392,-0.02299662434873392,0.011888981586110231,0.1001653070534108,-0.041149529102441317,0.021523683722467882,-0.0410457447639662
CFC1,,0.018666940177107887,,,,,,
CD70,0.06944570885770454,,,,0.015362567364847661,0.029635914113996083,0.05031666107663048,-0.029807849007899213
HP,0.001014244110896436,,-0.010863788599043288,-0.06276926062818754,0.09605932535179737,0.04872407266168386,0.01837048442551014,-0.02922582838301372
CXCL2,0.008971311361683915,0.03731440721196175,0.06486753023428622,-0.059028184039595824,0.08271584084248439,0.07654310494428966,0.03363093812272056,0.016290743300280255
NPPB,0.01979475643770974,,,,0.05495676285968196,0.04656813237649214,-0.0209776135508239,-0.019818526500565793
CCK,0.029657675765687553,-0.12237691700562679,-0.09797706001542222,,-0.009865578520998819,0.002896944088162195,-0.024995237277274634,0.103643086503082
SEMA6A,-0.014134456868446903,0.08632152290368102,0.09141278665589239,-0.016646457973876094,-0.001218627155606275,-0.005797829633341117,-0.03650517385232558,0.021986442984474216
IRAK4,0.005885808067051656,0.06589702807614578,0.08625460344689148,0.08588389155121104,0.00655060957670656,0.03854486613956859,0.04423559643470776,0.03586730924509584
GSTP1,-0.05183038449726834,0.11134178545007314,0.14751502085281518,0.08129886010385415,0.06633560005525525,0.04635227247356455,0.030834764239422198,0.05821898430977406
VCAM1,-0.017284235703139247,-0.01822460785488836,0.07911039565448894,0.06578360942538221,0.10077520972036554,0.055894684353672654,0.020341891592384708,0.05100874755910519
NXPH3,-0.05087518491147284,0.14731153861852225,0.08499952193862213,0.0842567525890673,0.0514345415913624,0.12757525057681687,-0.03426645441604842,0.0877311619462768
MTMR4,0.008302028911698416,0.05857182839921048,0.03312811388001862,-0.10426918754374728,-0.0025307293890979737,-0.014222331819966657,0.02283199543104716,0.07942355951997854
LAMC2,-0.006111463244921159,0.03639450056369598,,,-0.008533447386302585,-0.035142387183382494,-0.01362371222434967,-0.015658550175765538
IL10,-0.03536141488206329,,-0.005380622158998641,0.09284017897550247,0.030637306487570393,-0.02291794046627636,0.0009243003747090566,-0.030302775980729346
SEMA4D,-0.01212309239451479,-0.04580301105770354,-0.03586372589438576,-0.02050204806357151,-0.018376728996764506,0.009946907777624001,-0.039771320625351485,0.009601918392132102
TRH,0.027142326071990464,-0.00931546180515984,0.0583477723862547,-0.06714388685748238,-0.029697899834475617,0.005552739513784449,-0.023373698791464326,-0.022198078740234748
SEMA6D,0.014085615623587833,0.045790343612538274,0.06109638238035794,-0.008134682454020641,0.011261642943626181,-0.007078141641388533,-0.028283601302785212,0.08421332237459288
CEL,,,,0.29792714955509886,0.049022673248892555,0.0353149356942878,0.0328938935643573,-0.021767366586830445
PDCD1LG2,0.036481230366496774,-0.019895215599362238,0.13242957546941986,-0.019345118199243425,0.013734476323446642,-0.013355962083475555,-0.018457393384221945,0.044813081495103164
SPINT1,0.013785302663995557,-0.025733253078377857,0.004046389837055624,-0.060344693062313035,0.03395925090758956,0.06658038687781355,0.002215706290600027,0.031245806226815172
CTHRC1,0.05859009479740155,0.1301667909030735,0.09118779659378684,-0.022125652107392823,0.06773823610553013,-0.012349976657574422,0.05763828491427345,0.0476492028069805
PODXL,0.06573303330350079,0.10903877005426181,0.11178918005602333,0.06932020771366257,0.09268200287504118,0.00044045108511947865,0.07435608216853867,0.08900589132962203
JAM3,0.007915777819224302,0.06562255488077043,0.04562699242735162,0.07742673480084963,0.08872985300085681,-0.05095513844246006,-0.014707412196970988,-0.06646790424416496
TGFB2,0.09290297265777231,0.01384736610284917,0.098086545831616,-0.004647337452719635,-0.015023460000205468,0.0762628239363302,-0.004893694679218936,-0.056980645946408684
COL18A1,0.09575181506056575,0.1530785296344728,0.12685117809354182,0.08672402134694016,0.09779440022454931,-0.048126457691958606,0.02591654717092835,0.014118324628664951
NODAL,0.01657265180297348,0.18298739063372024,0.08136500567736181,0.004465903642329818,0.0018357646481648251,-0.020314877585686557,0.14979900885462233,0.16794009236625346
INHBB,-0.043923970419946924,-0.013780627655111148,0.07677470915437976,0.06811648202725713,0.08519382005435741,-0.04459509939015672,0.04485598693544418,0.024879052213371416
LCN1,-0.018281559332056135,,-0.009954691191842113,,0.06065835561182381,0.010464574067081444,,-0.022447905438452504
ARF4,0.011924285429885136,0.047662013203523666,0.11320314553321209,0.07494221611072203,0.03693675909025758,0.07335661109804796,0.0016949862980161722,-0.04857889905610454
CXCL14,0.08028320484195742,-0.08634605499112731,-0.08493863688039774,-0.021397010319639195,0.0059433398325514815,-0.037866384653660705,-0.015834516313079257,-0.004269752943995726
LIF,0.047825676041620524,-0.01067362177891374,0.008603574189195924,-0.05683315327756182,0.010880095307180622,-0.053705502447900524,0.006295852648977473,-0.040366522200891056
IL17B,,,0.08227381290968454,0.02663074187938502,0.05678059766827479,-0.008945773447027523,-0.019382640187622053,0.020221865759035014
MMP1,0.04538876381730654,,,-0.016475440629323292,-0.007676145664154708,-0.05145062179394803,0.03949152482240128,0.03525486952091324
MATN1,-0.02967700065425981,0.03890873340373004,-0.026511037334476493,,-0.05500569156579148,0.02419196997819164,0.055462492065643465,-0.02699760719604472
ADAM28,0.02107212746591314,0.023875302876463417,0.014539723009054255,0.07753847137651626,0.04611113231961882,0.02542968773236495,-0.03883101729038001,0.013003882203685455
TCN2,0.0844856663674263,0.09168182187848556,0.10611933548228522,0.1319559461174464,0.08937376427425409,-0.0008746529488696521,0.0388436715410947,0.03430478787290068
THPO,0.0300973194655204,0.009582255861301748,0.016905802742224297,0.02906823459287006,,,-0.01732816066916856,-0.015166439359860536
CUBN,0.04944873898320486,0.0294171707284227,0.0682603735553363,0.0316352608951584,0.12078494535546636,-0.008920087930459139,0.004644458789604833,0.06256224770833665
TIMP3,-0.01652781574736777,0.012523554803922171,0.07864589337405867,0.07955793140622026,-0.010438781742541342,-0.05915030048101676,0.029816726100097234,0.01652983823101657
PIGF,0.026904856292989433,0.05905273036039413,0.06052222122711726,-0.017609888474373295,0.031224697325971655,-0.06098041072465556,0.013345708188958479,0.06652103634149947
CRH,0.005867453051383949,-0.020419448991808448,0.002459817600814912,,0.014554483693691622,0.048098746974024255,0.05918086943351138,-0.03328737071782394
BDNF,-0.03270541450911382,-0.06403568400972652,-0.066679160510443,0.06562954151865166,0.00849598868983192,-0.013242438879879161,0.021989743413460185,-0.024682378566938563
CCL5,-0.032946283308274024,0.03141413947965331,0.06892692574565942,-0.008218087057983782,0.023706162644548945,0.01779832900288249,0.021653926490195388,0.05807396093951713
GAD1,-0.00566644520179791,-0.10053840517515275,-0.029227975003161117,-0.03002996460796947,0.0332355932900028,0.002984852347160808,-0.0450267567495603,0.010463487263173987
COL14A1,0.04058142605221733,0.12319363994311434,0.025800637315135152,-0.027416815526292642,0.08186169007818034,0.06093036359465514,0.007553888882876951,-0.031132964063559695
HLA-A,0.004581824103826022,0.05989119376117052,0.11814267936346183,-0.0153181910533321,0.058654197805753726,-0.04835769215966364,-0.01674390700284024,0.03601940144581606
CD5L,-0.024541658694561687,,,,,,,
FGF18,-0.00974990120522848,-0.028330642628420666,,,-0.00298211280817797,-0.03148381064246578,-0.024254465877425312,-0.022198080521169186
ADM,-0.012635536035527507,0.08824808903960114,0.14565567337299237,0.10367768183963225,-0.010787583852675559,-0.007049130006559087,-0.08376130424311035,0.024857582662430718
CCL15,0.004156091355947307,,,,,,,-0.019252393512700954
GNAI2,0.01296691507344424,0.05550436447097757,0.09331523415815511,-0.04294516590855256,-0.05981928418578686,-0.001259632192757219,-0.002990351408767335,0.018146890559313986
HDC,,,0.047103667394318524,,,,,0.051048180685035964
COL11A1,0.012299282331347451,0.17606151341724285,-0.012001975637576474,-0.019776621506964652,0.02501503140843604,0.03207877704301872,0.06506279677593092,-0.015851041001344594
NUCB2,0.058056671805460154,-0.04075785644382758,0.03174068644650595,-0.009997034007283221,-0.008703552378441828,-0.01940409316211229,0.03523249948040672,0.020304853723631996
CXCL1,0.011775337740790292,,0.03127041987584572,0.06944054997002187,0.003038615249793401,-0.003050185732208603,0.010756958647821965,0.04794839897563774
VCAN,-0.036326139434883664,0.14360033906017322,0.09578344333794042,0.06455166531719017,-0.08948107916177638,0.03298962014116281,-0.022113138126793556,-0.10000233142688744
MMP7,0.03172550441514101,0.019479839480520886,-0.018456962995089428,-0.07565070952861414,0.10883227418601017,0.001299461125587322,0.07646886740216122,-0.0061930071043402035
PTPN6,0.09802484688824263,0.03271149733127734,0.11470325597392743,-0.027267831955031595,0.048651416931312724,-0.014354674979819704,0.025048606174949604,0.04902059829676765
PTGS2,-0.026284046348756005,0.009806901751620009,-0.06561495590292513,0.06604723278023307,0.022414255781456355,-0.04087369147114238,0.0210468536425207,0.0044473369716996215
XCL1,0.008718192571324135,,,,,,,
CD58,0.04066924915855,0.08562617509332056,0.09113544598394098,0.03548006535258313,0.056250722185157004,0.01615467016532609,0.0020902594182000134,0.03699926598683859
TNFSF14,0.01720340230796289,,0.002048062183508482,0.13130558905974635,-0.023830640574989022,0.004860818370469227,-0.020266628296434556,0.029322976924548425
CNTN4,-0.004366026850646816,-0.03382880922767546,-0.04098687204318165,,-0.04763629676161079,-0.03239809313126877,0.052255543660529424,0.06796094908849311
INSL3,-0.0034234121591372115,,,,0.1502859668779009,0.14492809936583376,-0.0019028899030949457,0.1010784117218346
BTLA,,,,,,,,-0.00878126379636361
MFNG,0.024622707206103343,0.043291416218867174,0.05604349621082164,0.010011579222363063,0.0828936209485293,0.0004942281371188611,0.030764690940913244,0.07756949608889582
ICAM1,0.02867161802705625,0.004607831809717884,0.048005109211962146,0.01735846748183445,0.036073409478892766,-0.03160023915284136,0.014661158486646467,-0.0018268610586312406
PROS1,0.036877782438488986,0.025383504232961318,0.13639646841418507,-0.0076481184682713884,0.017342118067276684,0.01076151137590686,0.010970112773116809,-0.046477118274583826
CLCF1,0.055819786719199654,0.039268373023924795,0.017188919245919223,0.1171328188232513,0.05335692767812136,-0.022624677198660587,0.017223533829794038,0.010684990313008775
PSAP,0.029173312077510002,-0.1545249319087746,-0.12165844231928208,0.016115999764688468,0.12385700569330146,-0.04089875045050058,-0.003951059599339756,-0.061405181279147215
EFEMP1,0.030757749453581406,0.042264531120992016,0.05627591979242422,0.002308935186946074,0.06490227588853822,0.05429570792950377,-0.04876730056657505,-0.037743032724657316
C1QTNF1,0.028043038794050824,0.01400998730860236,0.07947399473156128,0.10997265807861555,0.07505669289456968,0.01568965334085247,0.017780051356568575,-0.01855816620779471
ALB,0.019445657389884758,-0.024009073793414017,-0.030959233255708193,-0.03734621216445405,0.06160459974958334,0.039432431673731824,-0.03392582970005674,-0.029807858310566017
CCL13,,,,,-0.02670647886764922,,0.04165526530485382,
EFNA3,0.018061986583712206,-0.047142988548967195,-0.02694142216650075,-0.042436221018391514,0.014124531017858346,0.01687340793987081,0.0047876618976757275,-0.04560916842990555
DRAXIN,-0.02654252915092339,0.13471579819625895,0.07499465637065221,0.05551204199967493,0.0018677231391224871,-0.009988592599624391,0.00430443487394098,0.0916719257184458
RAET1L,0.10702687344228602,,,,,0.03515755550042039,0.03950934123760622,
NPTX2,-0.0345469152738536,-0.1239866422847352,-0.13338440921037653,0.04331816641896866,0.047899861100569124,0.03000286837807522,-0.005047188271624395,0.08429430468651092
FGF11,-0.02982542119589755,0.052702058189572194,0.11490186786191031,0.11552073262884266,0.020765081398951463,0.015370822599085591,-0.020406064365319786,0.06620647879057108
CD59,0.05603332140357275,-0.05694621538359102,-0.05790716976905095,0.04607435151406375,0.1172361176946258,-0.05083300750086655,0.039191434487625985,-0.05293859753421755
COL9A2,0.007012906577029373,0.06577597597425104,0.045412139416936746,0.06403154034331844,-0.007769633079397045,0.04270900193004692,0.014292552075947451,0.024086584415844117
DLL3,-0.07730976585193558,0.06606556341785808,0.056765777709047,0.06978429898654999,-0.048809932829189495,0.021738405598757105,0.0368615038192339,0.08507483945056504
FGF5,,,-0.02465266315794333,,,,,-0.016883104503235498
LIN7C,-0.03766847459044702,-0.014155754826602081,0.07573862391920246,-0.011778111943414866,-0.03543220521494326,-0.03405566270737772,0.032701489705021944,0.035389060146614186
GDF7,-0.012926819070948118,0.09792519906412114,0.050732130756581874,,,0.020847568724123963,0.02860360421466348,0.007244970670944307
PSPN,0.06351722030751306,0.030330290404934228,0.02878560739485494,0.12330204005089371,0.057727162125464436,0.0123013998471532,0.013790521213573126,0.03573951898823219
ANGPT1,0.03555752695700548,0.042864469299095674,0.10961152984377863,0.033333847250902375,0.05978589701343891,-0.029936203533578783,0.024111946499150303,0.013076692122801296
PNOC,0.0066682355142871,-0.05304188714173192,-0.06747099023660533,,,-0.028455899755425177,-0.019532478056699106,0.0043084414303335705
L1CAM,-0.01881317790988885,-0.002023734069943114,-0.0552640906000662,0.1058979924145165,0.06049191173652283,-0.032135267576455816,0.04251334389413786,-0.03311208347940146
APOA1,0.034490018727283474,0.10637055178610505,-0.052760427817505985,-0.03586345045847981,0.03764428915841892,0.00559510906610738,0.009222894650573178,0.11077166244168432
PSEN1,0.03062953932366728,0.008725658449725978,0.0044341048870637405,0.011106181186354381,0.024822670406051107,0.026185364809285353,0.012945117701108975,-0.004995298292696106
