,UKF248,UKF266,UKF275,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
OMG,0.01803568623329518,0.008861831123768898,0.04067746536341832,-0.07982247101971017,-0.05867257875750773,0.035116791703460236,0.073902765842264,-0.027950341885950407
CXCL3,-0.02457069803763147,,-0.02023229680860827,,,0.0004012260510132527,-0.06596088608041775,0.00023429966038551316
CXCL10,-0.01690640409967679,-0.018436616147762697,0.03468466014557876,0.028387221472493986,-0.0315653137495369,-0.02030185740632425,-0.022855872442292265,-0.022322691016508366
RSPO3,0.017562921655808018,-0.011910822527830052,0.030573295607928437,,,0.05107309614808539,0.0732509697073963,-0.008865686080591425
CORT,-0.020868291049040064,-0.031031863156353236,-0.0411853425462516,,,-0.0034156351474117466,-0.017831722208991357,0.0542431747910399
NCAN,0.05833267097043288,-0.0019316588986009722,0.002430944010503162,0.028348469517073212,0.026855861669019356,0.017402157072963352,0.06973557284319108,0.020732918847119464
PRG4,-0.020690506088293415,,-0.018190461975215087,,,-0.021533549121304393,-0.010656902401269631,-0.038956983245093744
ZG16B,0.015776923242114854,,-0.009724503534948626,,-0.021725666554426808,,,
TGM2,-0.037278151508582595,-0.04963991260955591,0.025111121694418228,0.0026481333394221224,-0.02086301715032074,0.015055564512821433,-0.05136936698984384,0.049596949689343986
VEGFC,0.024341644070878552,0.02839923365996314,0.05959716327993463,0.09455724190902592,-0.028160778638031656,-0.025301770737842656,-0.03572827238752457,-0.027882236166819497
WNT6,-0.022198354533545725,-0.013834568202915173,0.003342589551850467,,-0.02066111144393336,-0.029349395569339763,0.029559068363059986,0.06555848320810015
NRG4,-0.012671672753355182,-0.01693606896026985,0.08792200502044799,0.03134061885886478,,,,0.04612884498485958
PMCH,-0.014604784786056915,,-0.014233979784686497,,,-0.01998341592319816,0.04168079850916609,0.01743186339263407
COL9A1,-0.010790023825175453,0.07518489558201191,-0.014431031541954475,-0.04447704257811384,0.056819715483677376,-0.0035772364041666304,0.04869092097520856,0.018463300336937702
GDF11,0.0444645607535776,0.04226513098511281,0.045728100447196905,-0.11727006114898014,-0.022815244669324435,-0.011085034747568825,0.017284736849272474,-0.031075426059907547
IL24,,,,,,-0.014899153373355775,-0.016768520537905215,
SORBS1,0.004987919429288715,-0.035210725637034354,0.050464174142132966,-0.1343457946294066,0.08361938011850376,0.012084295079245006,0.007297784808102596,-0.00913546766396821
DLL1,0.0514671215874345,0.10650737331637597,-0.021844279281090437,-0.1056905983308529,0.016756230607481166,0.011557599529792488,0.06894995360466502,0.06461950942149126
TLN1,-0.017140975952173117,0.029508338383092494,-0.007314619007672895,-0.06515377163599706,-0.031950484660871144,0.015354676653074485,-0.06448040540196595,-0.017040014249767067
COL2A1,0.04765068811401293,0.08218482710518363,,,,-0.0189002468336516,-0.043703894137826584,-0.026166660085099915
SHH,,-0.016359498304242114,-0.02457042248385603,,,0.06472783179648219,0.02006307175991126,-0.018305930926578482
PON2,0.04002525655897805,-0.02099365234344489,-0.01936564714593136,0.018609192942799675,0.04587721741868711,0.033854791395542025,0.09809231165003675,-0.02386885038433106
ICAM5,-0.03708088008990989,-0.010477271307632414,-0.004301322156195452,,,0.005304225090794159,-0.02727888420568397,0.016543776919529043
HPX,-0.0343791848937787,0.09194729091599749,0.08169493746673574,-0.04587590418264405,-0.0356050745946762,0.00970379630157116,0.058193764048608584,-0.03438166079094532
SFRP2,-0.01829139939652852,0.012906395260128623,-0.015905045587932105,,0.05632820166837011,-0.0961356567430345,-0.042397184027823824,0.0062329739954605735
CFC1,,-0.023377036168593213,0.03261430091179949,,,,,
CD70,-0.011705562246425825,,0.026635821574939145,0.02283887943733119,,-0.03371577988229339,0.010013063448755018,-0.0314159241139513
HP,-0.041971877768242315,,-0.0031693183500616376,0.10975053014086367,0.037929163127825224,-0.10514560118146274,0.0023416283427622796,0.07814977990640101
CXCL2,0.023572727815461214,-0.0036782163273282745,0.04074603878074042,0.038786107143078265,,0.029245190790429983,-0.023594378706507383,0.005482320064389163
NPPB,-0.017749250279666777,,-0.010716423501519362,,,-0.03925370756872018,0.011405108563179457,-0.01856434235272133
CCK,0.024820053931509527,-0.014241265910643754,0.0029027988038053286,,-0.027040277338256636,0.0069009606529883225,0.011964150747479193,0.05863446381649297
SEMA6A,0.004574764813289601,0.02018789460791542,-0.02069699763976172,-0.053102412065432716,0.06988949626656765,0.10262930629885253,0.006291449573486554,-0.016627942275567922
IRAK4,-0.022740978387538687,0.06952104496528089,0.038420102589129465,-0.030375956827372718,0.06377718248156267,0.006442932678411843,0.05950666944340468,-0.004222973258495935
GSTP1,0.017612470086423943,0.020950379511886885,0.03719373007646466,0.001991022611071663,-0.10092648804169999,-0.014952578574797178,0.08875710725692738,0.0077863517674708225
VCAM1,-0.04890530699692372,-0.02226821636503655,0.030132264749894947,-0.1098318863578287,0.08498116808997301,0.04861734766536271,-0.028199111327383536,0.005092638233006046
NXPH3,-0.04999371930690533,0.004812615856936132,0.03360090494516855,-0.009274345581406187,-0.015673734010367858,0.028483724348551117,0.004001462262459244,-0.038562211453127895
MTMR4,-0.02515998508074024,0.010377805147264859,0.003024720887520933,0.020033286466518092,-0.013144880010742445,0.007548126205362202,0.014030313555957527,-0.020376777965799533
LAMC2,0.03607267425725074,-0.018955596658116285,0.006894529258901976,-0.04822399827391731,,-0.018317149934166495,-0.022021772622844427,-0.012056436125826553
IL10,-0.005096339900703489,,-0.013665312513788523,0.056477278525907504,0.11678075603010925,0.04479968516818591,-0.019110973632442355,-0.030022992465512682
SEMA4D,-0.022280368213286293,-0.006935802645959298,0.018459034459438212,-0.06958001942599064,-0.07551454345918983,-0.013815314327349048,0.0762927755016257,0.04426502012240249
TRH,-0.05105970059097765,-0.025931620864904293,0.03970126334488783,,,0.048196532337676005,0.055741491730105834,0.11897538498626417
SEMA6D,-0.0012182606270271757,0.03457590856885823,0.033469314362789736,-0.018648497070257022,0.05992357795894008,-0.034386857811028,0.01490960917739946,0.01984388606327795
CEL,,,,0.0919612008141069,-0.030034606108673693,-0.022562490382999272,0.0029996317211280253,0.007498724175411012
PDCD1LG2,-0.018572397025740348,-0.013311580409176146,0.02319739068473388,0.050327618180821335,0.15626860531094097,-0.0475537718177398,-0.0405684231099441,-0.043295611532722246
SPINT1,-0.024780580798464336,-0.017217720804869656,-0.011143492344326444,-0.05382366192013111,0.02615567632330267,-0.025121763939024693,0.03924365566847068,0.006752426388788917
CTHRC1,-0.015379023851575743,0.039329415152919225,0.0218343070535523,0.010642464290962285,0.1255516673674309,0.02933295965733119,-0.00887388361364038,-0.03873692457820878
PODXL,-0.02180313125094106,0.016725320589457447,-0.03038600270857268,0.06420060870168584,0.05957014236990982,-0.09204181127059367,-0.02721844547707039,-0.04214991242817753
JAM3,-0.028554728236967315,0.038945612330394744,-0.02257042297347611,0.10013833709918571,-0.11336388415168268,0.004565423303388398,-0.0007005482463887302,-0.0028703539145176725
TGFB2,0.012136654487240347,0.04802106717420507,0.012103287657179605,-0.05320876092645839,0.0970342574326005,0.02210307268366175,0.018417051670019738,-0.007367151558161879
COL18A1,-0.019723565735906348,-0.017605214271658193,-0.020198661424379045,0.019036436816964417,0.026154390817020517,-0.029147327866968806,-0.09074427021951104,-0.0029813016742999132
NODAL,0.01924122800427647,-0.015614064683951797,,0.07508540933914969,0.1448368150995856,-0.02227274787436445,0.019421730931020603,-0.013787438959304418
INHBB,0.02565195057417635,-0.0369210318543503,0.008736419326191017,0.07424619881736079,0.07896138325837396,0.037527356706912936,0.0026749693351350154,-0.017602370199582468
LCN1,-0.0139313086863636,,,,,-0.023690667474715956,0.022254520956784964,
ARF4,-0.021098748058917465,0.030344594054731097,-0.0078707777603195,0.09209272796100118,0.0246904142270453,0.03720162671475848,0.047148791516601854,-0.043305321346613176
CXCL14,-0.034113040270804466,-0.028695152104406943,0.02824280440156126,0.12167280729631588,-0.014669291056438776,-0.035135069698902475,-0.04137772586387419,-0.05118283892553868
LIF,0.016442886582504028,-0.016793629889062713,-0.014011840984429126,-0.09568908521238251,-0.0015155191662195523,-0.04819094386674402,-0.07733810376755657,-0.06361365613230868
IL17B,,,,0.06069981502222014,,-2.312484065838562e-05,0.09029040920269699,0.026838319184187234
MMP1,-0.019206609525386022,,,,,-0.032571505532704326,-0.019268753820869802,-0.0124209147695934
MATN1,-0.00011353738578591461,-0.016212415402821177,-0.010851013377394142,-0.03022185053485435,,0.047750004593062445,0.0761309288523027,-0.017677858752067847
ADAM28,0.04015400105196472,0.04574190074758908,-0.01615953931084825,-0.10244832915924793,0.05267393483166438,0.018214043337470936,0.061204807325008374,-0.026496264535722854
TCN2,-0.014271665966456792,-0.05541792131882343,0.03259943072440703,0.07326565349895328,-0.0479883275647193,-0.02562194407266551,0.025623487324302436,-0.05780155666851977
THPO,0.0370402655147761,-0.00706164785367225,0.0028436780118639964,-0.04822402255877811,-0.022409555058311954,,,-0.015334723667496084
CUBN,-0.022227955844096526,-0.02884141860475945,-0.025832192802664564,0.1144546934286301,0.015024970291846153,0.03626710318779787,0.02732454370805583,-0.03919213681521309
TIMP3,0.011527181182326976,0.02033312416012531,-0.02894527863178068,0.03144462233276772,-0.007571645109193789,0.056813849037362404,-0.08236039911912442,-0.038621489921833195
PIGF,0.016873347700101644,0.04577423867073051,-0.019334471890608714,-0.045503342683998055,0.04120051579898618,0.005670908543270239,0.11159064718681193,0.05652747555649142
CRH,-0.016322186766894394,-0.013662336847168532,-0.01708202797085529,,,-0.005389280183204418,0.002658807142996668,0.030224353206313576
BDNF,0.011586793099427938,0.001169447598006249,0.01605968941888815,,,-0.06533667706738298,0.020930627265900902,-0.0037171482391001997
CCL5,-0.046852373947982,-0.01995731158758514,-0.03242198179551952,0.07464320789579165,0.05528268828817893,-0.012074130283010753,-0.012293445577497559,-0.018326085709618814
GAD1,0.01756240071886644,-0.03360772788306036,0.015538509615778209,-0.05299565296933138,-0.05850092302583048,-0.05440674536958802,0.0630611770172268,-0.02167807764054381
COL14A1,0.009763452177437916,-0.021150319816916296,-0.023570749264219332,0.11788066989741336,0.004578178718164869,0.005293862930380358,-0.0052133093391742704,-0.03810477948199184
HLA-A,-0.02699223196602418,-0.016935812705010572,-0.0021381934479340805,0.13901566094092938,-0.02416533864478761,-0.03564558180664488,-0.10249471052610883,-0.02072634820275976
CD5L,-0.01632218487854171,,,,-0.025579891277212077,,,
FGF18,-0.014768627177711687,-0.018955593896853484,0.12839989508911812,,,-0.024372923388265723,-0.030534600827506777,-0.004301150835426348
ADM,-0.03774920005816283,-0.03119409508497378,-0.023220896506767622,0.050422796281273684,-0.0050203603841798535,-0.012088249736794152,-0.0498490649560709,-0.03709085621505537
CCL15,-0.002182944266050284,,,,,,,
GNAI2,-0.00019725298100079107,-0.004805882897216223,-0.010745865249808629,0.05134605931038483,0.04621940139467076,0.01808095985181867,-0.036032914356432535,-0.022174572035061197
HDC,,,,-0.04041626829384454,,,,
COL11A1,-0.06949994958628805,0.05065846112546477,0.028935932164651165,,-0.005948803944897788,0.06165996075295111,0.021535621057086018,-0.06341593604716292
NUCB2,0.011724711957483055,-0.0681903886027845,0.02948445314876959,-0.03195166146237592,-0.014460892866216836,-0.025859308361793086,-0.011074956686974332,0.000693928691045894
CXCL1,0.0125242037319158,,-0.024552992513778585,0.028766663236597087,,-0.02782278461670676,0.017706683163979303,0.012761593818417795
VCAN,-0.01520419275946579,0.040825154519719735,0.029843831918367786,0.026176063328673668,0.03282563449395738,0.033226107503450945,0.027321822051722525,-0.0033547583195617002
MMP7,-0.029202639669277164,-0.016793625175174035,-0.010716423442968817,,,-0.01499302616157575,-0.04223503716327381,-0.0042071582681559175
PTPN6,-0.000801040850846312,0.04406324790804604,-0.004815959308796149,0.08044118884898033,-0.001445609500413236,-0.05218180833801521,0.0456212711098349,-0.09134907156348068
PTGS2,0.0222873349356771,-0.01070171246037288,-0.03594566789354759,-0.029420002913516832,-0.03952091127088518,0.06423851467081468,-0.034197945524085734,0.02020206225801989
XCL1,-0.017886195238616127,,-0.0016521720850833782,,,,,
CD58,0.016408381622969648,-0.017709582314929678,0.010434008580575874,0.052682396161533855,0.03889611856874122,-0.03194359148732108,0.04635306842131306,0.01330959744634557
TNFSF14,-0.01802218560057251,,-0.028382931801375917,,-0.007184851086983175,-0.01949705676438535,-0.03328905210070971,0.08692806103478419
CNTN4,0.013467704095470635,0.0018311214979174044,0.038041489524505326,,-0.021908474264098615,-0.01764054014725982,0.04709341396802043,-0.006384091126588567
INSL3,0.025483208939904377,,-0.012357163336862646,,,0.018961435538574958,0.1320241158032684,0.0034059971654688717
BTLA,,,,,0.06993799547000552,,,
MFNG,-0.0031119491201571075,0.057885850762613926,0.03309637541887272,0.044748060848612846,0.011285516888361144,-0.027394377923157364,0.027548870625591575,0.008432675893250441
ICAM1,0.0019147428967325878,-0.02134060129863882,-0.004329548954748888,-0.02220442787720598,0.031657283172965026,0.030910594567003322,-0.036267738778227095,-0.031640122682726715
PROS1,0.039547013485627634,0.0576387977655278,0.019435627231691763,0.020450219812084947,0.05423145173722049,-0.03502710609442731,-0.022249850091861968,-0.037558767745923
CLCF1,-0.06009204870728175,-0.015611351618692962,-0.029461890760793998,-0.01528058843199714,0.0040052808782447035,-0.028128790648455547,0.02355042947469669,0.024074748186660826
PSAP,-0.02461386516282956,-0.05471927665944163,0.02569228271382711,0.03154610093437506,-0.036685708829779,-0.01980131810339218,-0.03475017660494267,-0.03767249920583774
EFEMP1,-0.04019061749953518,0.02047085152054637,0.03194119077053823,0.0644354594504105,0.052659666989026896,-0.04312740865743365,0.067545286298478,-0.04600063829089058
C1QTNF1,-0.059505417440151614,-0.034635439131501154,0.003919059514404207,0.06048792611864898,-0.018759698676089096,-0.07464931977195016,-0.0842801640004921,-0.06466930827618556
ALB,0.02993465892468732,0.07560766466708052,0.006817039442183657,-0.0038654368496260118,0.02792091996193508,-0.0038408071403466556,0.03596717103069747,-0.030022991682351705
CCL13,,,,,,-0.014473269515980257,,0.095310093047701
EFNA3,0.019136978943998253,-0.04137659786518455,0.0228395186062066,-0.05790966585365229,-0.015100296209628083,0.016835560819414824,0.002064694302314271,0.05390701103140269
DRAXIN,-0.045683376567847454,0.024003179992988077,0.02882062870992724,0.02812273463416017,0.12351576829749143,-0.04510883085110482,-0.07358897857995822,0.012070372565745733
RAET1L,-0.012481862183594677,,,,,,0.08375291327568617,0.0455346580745678
NPTX2,-0.031502916120387706,-0.03707378787870169,0.005767398332468965,,-0.016609616726217892,-0.10293290830910055,0.03161515564562879,-0.06513834924397512
FGF11,-0.00936235520104129,0.03530069230383468,-0.020157818750694646,-0.09573755500812163,-0.028639614236772,-0.013420397200822184,-0.014292577570594092,0.0014981795448315823
CD59,-0.003248533989091849,-0.0879437996403895,0.04541910850301778,-0.014420669240148969,-0.038854192117513765,-0.0236562149513422,-0.059304029285956336,-0.05959028132637449
COL9A2,0.03133625910571654,-0.041455337348235546,0.04754031330410818,-0.012568229651403069,0.01567929043892504,0.007869890724131575,0.055153545336396076,0.005603189221268437
DLL3,0.039518683807566006,0.03410346801382166,0.01857237691560954,-0.05017302896200067,-0.02573151517286535,0.03774799100282097,0.07250278712901771,0.011796775318920923
LIN7C,-0.012908481036803062,0.028343975250892686,0.00462304332141017,-0.0013446993146088743,0.006975292727105111,-0.004104466893841332,-0.00583944728238782,0.08028736488687808
GDF7,-0.029435323264792396,-0.02294648902488277,-0.019620744414846174,,0.0576691431295741,,-0.016768525850512053,-0.014580227914571387
PSPN,-0.003490180981898054,-0.019625961899475644,-0.02965057693796859,-0.03787323742409875,0.06562311268457009,0.056265293152345505,0.07182433809985293,0.015242547152142674
ANGPT1,0.014256301619509438,-0.027650637444245525,-0.005545586215461106,0.02496356400373304,0.05159178098826969,-0.02441145498785486,0.029466585398986535,0.032227318936327555
PNOC,0.023934965566472694,-0.052681246278878976,-0.007658110674773777,,,,-0.017831724149028394,-0.017285455696047832
L1CAM,-0.05525889324990263,0.034986819540328354,-0.023212018589408426,-0.0008603375268663221,0.017504969745174733,-0.03275071889918001,-0.042292873231357234,0.04173154458491957
APOA1,-0.005582491131117546,0.004162565949287732,-0.01609117629027595,-0.02366690678030538,-0.024280517366026478,0.020544689795464907,0.05760914004589928,-0.004543357957463897
PSEN1,-0.017848780117438935,-0.04288294104894951,0.03728935056648877,0.03162078332637443,-0.05678752795268694,-0.01190453511517431,-0.012923896831307706,-0.034539483850516556
CALM2,0.022715593306492404,-0.02471920714066643,-0.005290398668354811,0.07251385420663926,-0.0806626094498629,-0.0528716278244316,0.019508798699407703,0.06623571351335181
CLEC2B,-0.019553289332935528,0.00757283803368911,0.005770068701062706,0.056308525442620654,0.059447567912763684,-0.016539023050117264,-0.02094156105379998,-0.06688552008276655
NTNG1,0.06368570528746272,-0.03439973810347095,-0.005540230776720463,0.0017784189003466043,-0.024974775329988964,-0.029586991776551257,0.09154183789683007,-0.008880288057490866
