,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.00107769558086895,,,,,,,,,-0.02368340367356197,,0.04830843906430228,
BMP1,0.08282226940034347,0.07060216208532982,-0.0348043068825913,0.009806082195889,0.00016317754829417493,0.011431655808373926,0.026924667362443987,0.09082965215027035,0.030842211815985576,0.007193407476816698,0.006765634988887957,0.0025409160555533786,-0.0105785577296386,0.13621353846947126,0.02238454202846591,0.0572841400452719,0.051963389175410844,0.027245504153148508,0.062250335340731176,0.05709441311666346
NDP,-0.04565242159754729,0.08480502102438485,-0.027477145040454436,0.03482550670653587,0.009460714042508518,0.01601594592346158,-0.021000234908289454,0.01588100164081462,-0.019789219718537514,0.007975841322639298,0.010324906760312733,-0.006151133934032302,0.02626538375875181,0.042684294549087856,-0.030794453735290633,0.04008760620295286,0.04887703278554514,-0.05973810464489594,0.02691890904666231,0.020296472177206107
TNFSF18,0.2252873909050214,-0.019285643501784487,0.029074597045385002,0.10711594306052147,,,-0.014292940082889545,0.01665331571634824,-0.02045230639399741,,,,,,,,-0.0244242761719204,,-0.007554440700307479,-0.04240352301049606
IL36G,,,,,,,,,,,,,0.04835062980266476,,,,,,,
RTN4,-0.017843103469766204,-0.012113951246118125,-0.013730474051555122,0.030716901289253057,0.026854441730970246,-0.013752565513895169,-0.08641561568291213,-0.13643365542721722,0.03417850668889794,-0.061706775908312216,-0.10463924423483224,-0.001701099283192021,-0.03196380290201976,0.02689932615808164,-0.04148622639183009,-0.08426077458936918,-0.09350863340634494,-0.07580155084428213,0.020955096867959776,-5.410596480154466e-05
HEBP1,0.05090507152062499,0.06825064316851091,-0.001607696718952902,-0.019026020870841258,0.021773039893570257,-0.015715639934296373,0.021390111637633016,0.05128760391685769,0.03693056092581734,0.01927123623302025,0.062386019651315704,0.009401804252697286,-0.016892131218835215,-0.03114869129145975,0.02061172581747966,-0.0390031660605206,-0.060097003740995726,-0.0010355543421337967,0.07922539352163288,0.010324823914932274
WNT7B,-0.016985050464474162,-0.045012906315615366,0.03528901052083032,-0.0168071410330764,0.013612099682362775,0.024216394283526694,-0.019542657937210946,-0.09316197266690711,-0.028015343885129145,-0.0181738771582314,,0.04368784234307934,-0.02134324128786606,-0.010192528843905611,0.06376998425541651,0.01317895607405127,0.06585223723530217,-0.025860405098310637,-0.04113467075569434,0.04115793558336626
PTMA,-0.00101347028350309,-0.10818560282396428,0.011501901642177842,0.021449422810620327,0.024296640013152373,0.021816193714975448,0.05827766579827588,-0.10534998866964623,-0.05535624753113977,0.08811865050174973,0.09802056088926484,0.03502429505950782,0.00878819528041067,-0.042214996285417736,-0.04217324003886679,-0.03823735854175711,-0.10873943367505796,0.01217087930260562,-0.017250745161968478,0.09561842618723888
FASLG,0.06606353834894772,,,,,,,,,,,,,,,,,,-0.020435876418973934,
CEACAM1,0.053897374674753494,,-0.00856736317305719,-0.012898469861422445,0.04589051001232185,-0.020405122416542687,,0.08807001956691192,0.012098793400303186,,,,,-0.06361782856405138,0.06869903191568719,-0.02127806294312632,0.12321015203771243,-0.017163926969733963,0.06020982987646219,
PDAP1,0.017827679712993837,0.02515175548328892,-0.044279731850582316,-0.0209162374215691,0.01581590336225378,-0.0030000951639248957,0.02078324469426682,0.10896073009166746,-0.011316061167116913,0.03586744113659324,0.02262234283008971,0.031413494992698555,0.0019248705353935504,0.010040286562494503,-0.04118041548646202,-0.037281535190736244,-0.006170390987079006,0.03466174101849392,0.004354755336459329,-0.09167402631970527
QDPR,0.029424862993258985,0.03900400328277551,0.005032992661224007,-0.022809922291551064,-0.04372030400744906,0.01981796601676102,0.04864397366443067,-0.1152829650563326,0.01712011106524204,0.03784861386543336,-0.01117495582770631,0.07303868909012706,0.02644552016512092,0.021935921141333515,0.009322990992080166,0.01906098119594875,-0.1310167373196889,0.017406887060081328,0.03789546448000241,0.033483866092274966
POMC,0.10606931998270668,-0.0029585373625832774,0.011880446359934327,0.03448522164441387,-0.019515252266157485,0.042247729219879966,0.09039970039439249,0.001690796970565149,-0.023731239009302286,0.02624371027131939,-0.05485564531469805,0.045380806024544106,0.05184998497988787,-0.06003341468590247,-0.011344316924497149,-0.00605097837223517,0.08158071483561251,0.02685731965146831,0.1312053625193097,0.0061456759338719726
CCL18,,0.08350703544524904,0.049558449190053644,,,,,,,,0.07918264428953811,0.01988114714478378,,0.010621089204827048,0.052279631670719424,-0.042531540994994774,,0.08667538893550664,,
CCL17,,,,,0.01571304940232252,,,,-0.02550800801506021,-0.022494165276017622,,,-0.017739410861097985,,-0.019516672634346432,0.09663154351740119,0.0660640146553786,,-0.018522826623948153,
VEGFD,,0.02884550944252495,0.0069830095792239545,0.17553483904410894,0.006331444754349279,-0.019522465827692032,,0.08384780725339379,-0.027176625043045185,-0.016499742261471842,-0.02012693948931951,-0.015934633346044304,-0.019011876068585242,-0.06145550332009666,,-0.02127806294312632,0.027654254047048406,,,
TNFSF13,,,0.04039258779350885,,-0.024246977473738687,,-0.013861170204905219,,,,,,,,0.011683298756409308,-0.033387480641442494,0.11882682027217116,-0.019273939617110852,0.03918886331645539,-0.03526491279776917
WNT5A,-0.02571318336545419,-0.03204495741467271,-0.04479861058861473,0.03529921892242751,-0.014363654706497373,0.02761537588644103,0.07566559390123902,0.12942802288041313,0.03946194040660354,0.03781263228735204,0.020380818409762153,0.007248610129463164,-0.012407422712863091,0.029735700078663333,0.0002335852977332558,0.009587677246792181,-0.04004474323963536,0.029958904466519946,0.06510495755950749,0.011973899182160139
CXCL8,,-0.040899710137769406,0.06138219210462306,0.11106980492005969,0.057948798910034835,-0.030236517316751338,-0.019716615592682642,-0.011210029221498856,-0.024754279230383792,-0.015365277426527353,0.06367775235475641,-0.021188191456856218,0.0587937143525219,0.014433975698603692,0.009762562146425869,-0.03377240753784956,-0.022088631775262182,0.05758527446662642,0.05089804021359543,-0.06407675685138498
GRN,0.007001481210983812,0.05855795013371736,-0.02011852634101513,0.011642676475522184,-0.006382614925867403,-0.03969422907328512,0.030601522258195516,0.09357814683862664,0.026153768153106615,0.03751562579273137,0.05092874317138435,0.006226738001135266,0.028027803864803778,-0.06636949734811734,-0.020564301173522183,-0.04746133429619169,0.05704851887047237,0.0931464659956011,-0.0005624931140084663,0.003191408777258773
MIA,-0.0014532587983578178,0.03813048794740819,0.0006796668744606358,0.06338078891760728,-0.004354136214620527,0.0007139635791184379,-0.025063669012562614,0.05350002472479556,0.01863826695187221,0.0423200155367884,,-0.021610225520634345,0.09527805509156663,-0.007457422095590128,0.10454138098417624,0.07229841350079358,0.056509644775788605,0.04779119837047717,0.08298076063173686,-0.022181209506240623
COL4A4,0.09574042444649301,0.05131782097141143,0.006683071257773954,-0.015556994456129288,0.008282258417852623,0.04515660986686861,0.17896771769230835,0.0018063669160472949,-0.026631149551603388,-0.031523677445704654,,,-0.025257472450312148,,0.009174990886751852,0.014254933380441653,-0.0013477311834689109,-0.03459124524625042,0.06445447075985057,-0.02159353690995116
TAC1,0.036752206339697106,-0.004075712263690481,0.04157226189190276,-0.01297687875139552,0.011434701232639403,0.012799059139444895,-0.01981689006672758,-0.10709206596650743,0.042830756823366116,0.006119997395380983,-0.05066184319962273,,0.053817011080752895,,,,,-0.02961266372508515,0.06000489044653968,0.05308818936146037
RARRES2,0.005402227394928919,-0.03335789197210709,0.0993993544761712,0.039538048715890596,-0.039361415710262145,0.030474863811764303,0.020122960801044656,0.14061821073781972,0.02001097251850153,0.04280400885164838,0.09928786418823553,0.026401809903876593,-0.06138162592844039,-0.012605530319949347,-0.023699180298000097,-0.006452787159849276,-0.0015618342102584183,0.06281877853836744,-0.024325832509044795,0.008300482832602563
