,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
TNFSF14,-0.013315751894007534,-0.003927878115382239,-0.04815765527035778,0.0093676425976463,0.02893734265076331,0.013014492356779206,,0.14779191568000707,0.10882171029193337,0.17367485437148208,0.0725850994484978,,-0.020657757718330207,,0.018306522964215192,0.001414251396606849
CNTN4,,0.026325750719116216,0.021296369534286964,0.025422930448329783,0.015233120501750554,0.11206551422895325,0.01819787026482181,-0.12656885640051005,-0.04313792893801247,-0.04557368829735601,0.05996976459077545,-0.008373530031015437,,,0.02498837564864257,0.12125542520079684
NTF4,,,,,0.025648938409715723,,,,,,,,,,,
INSL3,,,0.04931216040383237,,-0.016848192547705216,,,,0.04620605247417124,,,,,,0.1291611228548018,
BTLA,,,,,0.02847146908784414,-0.01769701317725903,,,,-0.021394814205240007,,,,,0.0877962209745282,
MFNG,-0.02580573988323167,0.061324366997039186,0.01824389518553057,-0.017824507591565418,-0.030489315448586466,0.021060587219411248,-0.003555673032069481,0.26494907371641774,0.054199066065141306,0.07502601943844142,0.038288400298637185,-0.05396584427945632,0.08364581941644109,-0.04086717671710565,0.035781481043013035,0.021477662825493512
ICAM1,0.005581119661086092,-0.07194441520401897,0.15308283675463769,0.0252151176143367,0.09043554890578967,-0.03334547126094567,-0.004340880475241547,0.34846076527889475,0.14794450861660416,0.031540636144531474,0.044940824698171844,0.03926807324406325,-0.06943345299756622,0.11919934114914185,0.021131789335761826,-0.05023118551397008
PROS1,-0.03259512228911252,-0.04826597372706648,0.09013153895614423,-0.028043109226033935,0.025309207511349966,-0.03259504851286057,-0.02691889109330371,0.37573171469489713,0.003941347615938382,0.07694642691034327,-0.027458683329628055,-0.010746633191922967,0.03627123958622978,0.005725879055542881,-0.04710181758944659,-0.12412991703762495
CLCF1,0.02921581248271954,0.06332236368920376,0.05191666460696178,0.023446171714492682,0.02666131625892507,-0.006392890992262072,-0.008405904093791298,0.11209632576403404,0.03692532850900182,0.05336181945473262,0.026528507063556663,-0.03865302950005933,0.032467141918064615,0.07739754417513368,-0.05862622434195622,-0.03567688483976513
PSAP,-0.09011115042956636,-0.05669798460023114,0.05027208401048614,0.055444788186322994,0.03158228522330637,-0.06758365848059905,0.114865842823287,-0.18818855373109575,0.09790566503372795,-0.021251935712586087,0.021397610317601696,0.01511624347621473,-0.04890576067398048,-0.02851837180860995,-0.005708708224517975,-0.006211251901688058
EFEMP1,0.0055340166237490915,-0.10754322872817845,0.12006309085712444,-0.01224267026819345,0.013929033631674482,-0.10352425732210781,-0.03759636785091374,0.3190868227488817,0.21459300307521761,0.0207623413185617,-0.0015344336174111196,-0.028736151582946255,-0.04323466813074146,-0.018543587226641744,-0.08971043937146266,-0.10015230574822169
C1QTNF1,0.06811133588683531,-0.05608523066338747,0.038263395961334094,0.030581334093448848,0.014160654984696578,0.05671872988097944,-0.0018104377062837555,0.2746706948064567,0.01172436473065095,0.10446606319788006,-0.009745173125630337,0.003136342508145786,0.04975235863808007,-0.04145839910967373,-0.07990987419686649,-0.08384356085083997
ALB,-0.04674697107912606,-0.010448607318997978,0.034286525403942725,0.09210889244082134,0.021219853628424955,-0.032530793177856,0.09700899637093122,-0.001775584435323298,0.061690641493724316,-0.01902845683181823,0.015169862034720528,-0.028080663078065306,-0.05161337515240249,0.15231696480367846,0.0033930655380078377,-0.03301718453811612
EFNA3,-0.0003088628035097285,-0.09602775745776294,0.060872852691131955,-0.028324570145411027,0.009192772846741384,0.03607854667670666,0.06877073662291733,-0.22493194751450854,0.006819838239116532,-0.036328034563822754,0.056146334933959256,0.014398266141659444,0.07898896828565176,-0.025582295287085978,-0.011372562601828153,0.011144199354646722
DRAXIN,0.06987465359109854,0.2111007421740651,0.04279619563058434,-0.02199814242085018,0.05681581521766073,-0.03695948315986681,-0.01211234634681586,0.21954040743455783,-0.006381282249361048,-0.015278917074618538,0.0994039917102705,-0.051511298448012666,0.014162778594543155,0.10734396645555583,0.08933374632126814,-0.003662821049433912
RAET1L,,,-0.02013655815747422,,,,,,,0.012770536135313953,,,,,,
NPTX2,0.036138805541180395,0.10709242440552033,0.06283337692665442,0.07493400257203955,0.06862407775540957,0.039471967200497865,0.058498778659998946,-0.3105184494755927,-0.07743651070848512,0.035837612089158644,-0.03844049694262175,-0.0241386219445055,0.024430374510631857,,0.13969002441797138,-0.018147717365673853
FGF11,0.0237923272906316,-0.03357885199549421,0.036268697741397085,0.0017637797488200676,-0.03690184514732417,-0.0463941144372985,-0.057125078896228615,0.3477449568393601,0.015685268917579674,0.05352304823596398,0.06989472097228053,0.00920974696709961,0.05661556942775573,-0.00863544282525803,0.02327307119217026,0.004789272556631634
CD59,-0.07624212690229216,0.05945255699782226,0.042822216704484724,-0.028226869524342845,0.02090059670439856,0.05072087373174541,0.06785186345306414,-0.12652588698699277,0.16212096857308542,0.007637504380685596,0.028383936990856853,0.020795657604581828,-0.05226043581162599,0.06194925491764996,0.06712889525488785,-0.032867326103727924
COL9A2,-0.06457914609915678,0.11697887255373765,0.07832821515883237,-0.007709121583784723,0.011455172252754662,-0.06814041590285415,-0.06598213583938387,0.07296871806154594,0.0377093909807816,-0.05210091764192439,-0.027168690809460622,-0.016676354815132025,-0.025597501895728726,0.027001237174234305,0.09977271683844693,-0.008240451891433315
DLL3,-0.05955437793327328,0.2034054358218912,-0.04227752851536433,0.021587458113340945,-0.028976168958000578,-0.050590733555658615,-0.058725786874900265,0.16287583955423787,0.014130598245671233,-0.018762098727958195,-0.008247496479076175,0.024272512622485146,-0.03994927125481612,0.08975441966781131,0.016787261192398054,-0.06205286094519904
FGF5,,,,,,,,-0.06894013216221738,,,0.12339345277298015,,,,0.012641302176959145,-0.027700897871532272
LIN7C,0.004890649390689225,0.07052383600096084,0.04650345747915927,-0.00296297320975474,0.010135521172152342,0.015507792626540173,-0.06488552748531701,0.11992656232192532,-0.01370301937504778,0.04631197828598498,0.02243664593166573,-0.03187439819126473,-0.07331057086998496,0.05142589033389364,0.036088807948745735,0.019144378582579648
GDF7,-0.05644224273221975,0.06516748013597191,0.023095698721612146,-0.0031495669942681313,-0.010076658060565595,,-0.023666947938514506,0.1071313940951464,0.018513591035404713,-0.016753516335957886,-0.009511990389299613,,,,0.026554004305569905,0.008952170820382561
PSPN,0.041786767949886054,0.09523199190053076,-0.006853794041484778,0.004741947703680566,-0.010190047360790327,-0.011560564128053423,0.03518560740417839,0.06097286326399464,0.04466499090132759,-0.023470400261660022,0.08130067279373669,-0.0346098365749506,0.050659278530094255,-0.018038708288407836,-0.00480768214843107,-0.017304314780367844
ANGPT1,-0.019620974755071484,0.026421856320340054,0.008403012485614137,-0.009483788525231223,0.031394443791732084,-0.0033922057139449797,0.004620562752529764,0.19525135879268918,-0.027279739798112462,0.02539967382113912,-0.0072113270900672774,-0.020569804331044515,-0.031104189479320372,-0.022749947370997954,-0.011374493320401278,0.01049809291586774
PNOC,0.08706330561294744,0.09646172696410792,0.09286350190561121,-0.03211490672448835,0.10815213026141011,0.15586465327314605,0.04953009264173933,-0.19153251234159305,-0.09898036495718587,0.00032938873902259275,-0.016042565516345315,-0.025681660164940428,,,0.01294431156067218,-0.018862230541333316
L1CAM,-0.007812039783722681,-0.009571553765762304,0.01032259221248287,-0.03561345410323859,-0.012052502790246073,-0.0048567528365182225,-0.007919408367101536,-0.16237378733522387,0.0018007954553408072,-0.029423533147683444,0.04696844906223933,-0.010638737032481208,-0.03975566747177427,-0.06407640064793689,-0.013003089106892648,0.0798430617214047
APOA1,0.057614025869358695,0.022646747633349017,-0.06710475253690967,-0.003175529987663291,-0.037086306318186976,0.06459843935237904,-0.011795605740185254,0.12523509542452954,-0.03036912678398607,0.04843504393411677,-0.041314903087174816,-0.04015469952235614,-0.0030737790842439794,0.08404604912700112,0.013167775845884617,0.061252983909448
PSEN1,-0.05197355146185418,-0.04524709211053138,0.05013565274831584,0.011373515202331522,0.01511107026166869,0.010479024912897037,0.04338542525071638,0.019257615891833633,0.00728612531693009,0.0013176666393050573,0.024681649333424364,-0.04011532896998555,-0.028015445095494477,0.028809739604946753,0.03684155086143462,0.013746283557475383
CALM2,-0.06956032765408006,0.06744462939321492,0.02045959753102629,0.040669893650057014,-0.019087775245687374,0.06291038738819747,0.07267303814371932,-0.39042287481047505,-0.04934010829069509,-0.056987032671850915,0.017728973689897183,-0.005802250978485638,0.08346639220935417,-0.05656554012724016,-0.09800068686811488,0.10724100690627175
CLEC2B,-0.08057251437926725,-0.07874386517906175,0.09278290262563385,-0.04967655715129465,0.0329004068519693,-0.0077782829971499165,0.00906392083138052,0.31688222356626705,0.057223673679194204,0.039226020626648206,-0.04292113209209629,0.03773512333942946,0.03077007896319883,-0.054459850774849064,0.07567805316698152,-0.02496682213779696
NTNG1,0.06276791686350877,0.037055813227311905,0.10050125982953004,0.023973882830783364,0.050533245334521124,0.0519612397365972,-0.011027396073397545,0.09132401783461452,0.0826083392525422,-0.010179946858065312,-0.000894511077937542,-0.020354334010953753,-0.014925922141146842,0.07838778745430602,0.034721143715249314,-0.07215865903517511
LRIG1,0.032157769896048086,0.15338903220388247,0.02151176719110483,-0.046016113508391285,-0.009388085888961017,-0.07887452405107002,0.03517014732682345,0.20081483353702964,-0.10720106475719746,0.019117852979608073,0.043706486857517185,0.0004954479041260399,-0.013618830618629141,0.05566417090965994,-0.039067800097654266,0.010310918544379155
CPAMD8,0.0011275873301208373,,-0.028783750899861838,,0.0004376044733098076,-0.021552542977984347,0.029810101005600397,0.016473750872554763,-0.04570690321735839,0.07106634342203133,-0.03497087392417037,-0.023972566951313622,,0.03469198351299103,0.02993961022572439,-0.04007784951597701
GHRL,0.06632339809169446,,-0.02115469509989575,0.004678655824440595,0.0731406861406559,0.06548809208391278,0.04670857320079045,0.03453673199532287,-0.004720526963137758,-0.015278917074618538,-0.017289349649687334,-0.016565082933742346,-0.030954837325859713,0.029158174961229386,0.0016581077115769582,0.07406792601268627
NPY,-0.02446818074236375,0.03842662972954851,-0.010620492163116689,0.04595657429470346,-0.06933096206165983,0.00024370355535390542,0.018209570892266068,-0.15942134128825217,-0.007813113845144232,0.00651250523872644,0.042872874418154766,-0.013260387406713682,-0.005155872118986415,,-0.012186574352190553,0.025156941646398197
MMP2,0.003998643040136215,0.1845361977880614,-0.006117968158027414,0.002422788142518555,-0.02465592356863655,0.009573767599503824,-0.10688523659706019,0.26837992263720384,0.07197976349451064,0.0010785428229703772,-0.003035051837194369,-0.008784824655918956,-0.07816892339223298,-0.005887375264695792,0.07597767672097029,-0.07500671362659346
LHB,,,,,0.03410451747053259,,,,,,,,,,,
PPY,,,0.04019024719654624,,0.050052499104187166,,,,0.01914726612355934,,,,,,-0.0027158645928209227,-0.03719676199626244
ALKAL2,-0.022212681198997462,-0.017381911520616584,-0.01641525385367796,-0.022032963041789047,-0.03549848678383518,,0.043739389213244856,-0.007553689019812573,-0.018993276987621512,-0.033148744134384144,-0.01938782495996911,0.006894121908131023,-0.04715649965758884,,-0.01230254423027709,-0.06471223151848629
CSF1,0.035266694216038064,-0.08030867732487672,0.15597407248008552,0.03022469626543284,-0.01891330240361839,-0.07341273010089361,-0.02530167392726882,0.27337740173291175,0.1546006869907739,0.044453676540370385,-0.045617157583508844,-0.0009500999418693029,-0.012458412584533623,0.022946629557229627,-0.04988797005515497,-0.009364331040048574
SEMA4C,-0.0782702018622068,0.015682487723383945,-0.04268796501726092,-0.016242341081733017,0.08192413665937391,-0.05378837952169958,-0.03783401161216979,0.10073642463162776,0.001941167983462321,0.040193696118022426,-0.021552471600386848,0.05998822032307819,0.060331973080904086,-0.11712577722817726,0.07142012503812874,0.048726003093902646
BMP8A,,,,,,,,,,,,,,,0.060780500157847445,
ICAM2,0.06062181034032433,0.012411188439737191,-0.009200165274660782,0.03092321829385743,0.0039136129565578185,0.0702671418862413,0.04450056783657858,0.17527043366471617,0.09806417493159827,-0.025224768325249964,-0.004580464712590796,-0.0027775031917545118,-0.06067468183701271,-0.0977472570345001,0.15748745508067755,0.05538011320640848
SYTL3,0.041438435722674416,-0.03209261337033722,0.08721457974634869,-0.010112367148390424,-0.017365304584269086,-0.021949205624496124,-0.03363114188227054,0.16288487205885743,0.0863516376724402,-0.016518650840211174,-0.04411082475090597,0.0277029108654203,0.027447934762883486,0.06680862258654281,-0.026986232021601435,0.01280447681764076
IL1A,-0.003029388174069277,0.09732215235271147,0.01873578419887113,-0.04396378793544357,0.0662688637907603,0.009257400276115567,-0.03497611837461455,0.1376268464108014,0.1470213259662847,-0.00020375550183673256,0.020914737555427228,-0.024946156866083594,-0.007406490329170966,0.06354263923428603,0.025568586883006686,-0.014154054607706315
HLA-G,,0.02436651461415514,-0.026477136269598148,,0.03670683257884842,,0.2221265626555652,,,,,,-0.041322470499967574,0.05337103689495915,,
PGF,0.03696982612139806,-0.06908091070043494,-0.0385988345512922,0.02203038326671014,0.02460448871230499,0.035609108245425354,-0.0089571698844468,0.36073916659937083,0.02091924488839643,0.03546462679263832,0.001826763446994938,-0.024650198400507875,0.027833341731760542,-0.1275425966189814,0.1111586666319425,0.08689680459586165
LGALS8,0.03257723208120412,-0.03284394547594567,0.059286498358734986,0.025840258844357342,0.04450774898225166,-0.0485701256910984,0.0546180134340882,0.10124100498387012,-0.022411997800413547,-0.0345424144406521,0.013855694746187591,-0.0035640686167296696,0.07350065129991024,0.025262714012089814,-0.0009170058526471521,0.017562712440166228
DKK3,0.03365086794332029,0.10671749712144075,-0.03162060205667271,-0.027386371339998796,-0.009074745339494551,0.04110968193962298,0.07440194345028625,-0.2613009710458068,-0.08156874302768626,-0.08806755480069382,0.03815401684398804,0.007278844806009313,0.05326699909830207,-0.022888787084868953,0.09656572367108993,0.09574876207733422
COL16A1,0.02503695715105896,0.12261340823886781,-0.023125382065909132,-0.007946694450647442,-0.018770933382995143,-0.05157684851696997,-0.08758076677911236,0.03764810531085344,-0.012911310023639998,-0.026912078356983556,-0.026410544646785845,0.004688828752419626,-0.03651095750436468,0.1010333972207912,0.11132199734986989,0.04298364294364728
TPH1,-0.037350547239485395,0.013368725701586301,-0.02703962743682486,,0.002836418030200467,-0.02115661486156699,0.07178347916208679,0.06681365538665122,-0.059728270478914776,,,-0.015620002698111856,-0.053735816860242924,-0.00897002988354162,-0.014725742603401145,0.04073833435670442
TNC,0.053146963923599834,-0.040724578432525346,0.11773009302472154,-0.029115593101839154,0.057272526182509755,-0.07581954040432073,-0.07758322610533362,0.41508121058237946,0.023483229819027455,0.051361339731902086,0.008960969054858365,0.005946897491438119,0.02594815511278463,-0.07391988901093802,-0.08331743042145096,-0.04745112508953845
TNFSF9,-0.040151574445250096,-0.03396876031685541,-0.019433627959811153,0.019376082176676045,0.07687620397895013,0.029409010763132556,-0.02216067355986194,-0.12493257342633264,0.07611782523785886,-0.025520405728687072,0.017688820869044667,0.013469596911046383,,-0.06503176010692965,0.00921656505622846,0.017060358864908347
C4A,,,,-0.021712497483632503,0.027951714068238025,,,,0.07869562421454258,,0.09761677744550047,-0.01373057574287345,0.07228686562503465,,0.018100969481195623,
CNTN2,-0.1505735704314967,-0.030689871058104733,0.02516714685201312,0.07335476951138606,0.06653229628922722,-0.03263359011998973,-0.07471327681756888,-0.10170274151913108,0.09195126965436184,-0.0023727453693012544,0.043784641006386946,0.009536683622015256,-0.038342891482662456,-0.009890218513219397,0.03786210505341451,0.1808185500183971
F7,,,0.043181322672268145,,,,0.06848595299339158,-0.014728506552667508,,,,,,,,0.027814640974072675
LUM,-0.03375103440093665,0.07487854829220174,0.029371388924079547,0.007914893658665836,-0.009293643432609989,0.005843100993919323,-0.024684396760850665,0.3622194457021265,-0.005799631273493509,0.030815598802094564,0.05154911750579998,-0.04411293036788713,0.09840577568093312,-0.0028576839799362803,0.06289685759624866,-0.015497827133242248
IZUMO1,0.04224904353142497,,,,,,,,,,,,,,,
BTC,,,0.031719167998715055,-0.013717634922222255,0.020123231087261485,0.01521366308028062,,,,0.01599560109581465,-0.02273623840513873,,,-0.010579885696624736,0.036136280803324,-0.030554287327789014
APOC1,-0.16615635782123347,-0.00435983738529223,0.011613430353989693,0.01912649212669891,0.13413766845963448,0.15353406506548942,-0.049493677101194386,0.41529450544454655,0.08082880656340416,0.04087194765107634,0.003415407748390758,-0.027828241844234578,-0.13581713480022375,-0.003261524798173398,0.0393689244635481,-0.04546473064763644
PKM,0.013032751924550718,-0.04700303390072798,0.037266783647473836,-0.05038827591072941,-0.04614518587836916,-0.05932450811388355,0.04651581766668259,0.1952285459598526,-0.056062662862092855,0.03994582347623868,0.0594922307326169,0.02376873865279443,0.05300415269563386,-0.07424676109278538,-0.13458552186763925,-0.04395892961875209
TNF,,0.13098089728109802,0.012288744512659646,0.06286464334990748,0.037612606987706784,-0.03726678182606324,-0.042711260832137214,0.014296218208810186,0.036751044261937905,-0.02233743909087971,-0.03600629808907152,-0.012034915838520859,0.06045294280006174,0.1306243401071283,0.08349527854376416,0.05929324701185437
GNAS,0.09791940355000953,0.1595143821379819,0.02909428646379305,-0.0440871713946411,-0.04068269563989204,0.07309786943232058,0.04107677278759044,-0.2623388640019414,-0.1854118792665465,-0.027213100609174194,-0.0041491362698602265,0.0237060531452186,0.007260232443860132,0.049063093359458285,-0.03333268774653801,0.04477797880371044
BMP8B,-0.019552665823591334,0.11039673465252181,0.09902483039480221,-0.025968312531000962,0.022983282803958477,0.013008117903340591,-0.03154545990491196,0.041152412196334635,0.010025599840515018,0.12195499444696499,0.010906044600509427,-0.004457290982985151,-0.032060791468700965,0.11398250112178182,0.06754305404074842,-0.03193445718342069
LIPH,,0.009888225799329253,-0.0011224108912128382,,-0.015044306547548816,,,,-0.019067207870539078,,,,0.07212967688835363,,0.01843129801833175,-0.04251858457255828
CCL28,,-0.06242560134901001,0.040247373250587415,,,,0.08670879240331757,,-0.04990473576727594,-0.01754292298625517,-0.023173318322338855,-0.012387340674819149,0.16089283940462676,,0.12106986868233552,0.004864335704832815
PTPN11,0.05075276012339764,0.018203690194432517,0.004607023805263185,-0.04309206129793824,-0.01848907691508597,0.00403228893850134,0.012125287511136045,0.02454091616843373,0.004658759045688374,-0.006117452074594602,0.013675047385368403,0.023652702778000297,-0.03475870116202679,0.05074195966536878,-0.00964174716724829,-0.010735823169867287
ADAM12,0.018779091508276904,0.12040461197802836,-0.02239282099542287,-0.025855388267004023,-0.041354871525957355,0.039522627580134743,0.01742566321274208,0.2519354765962246,-0.06494791480336835,-0.016954144502702707,0.12306685959060862,-0.03328171446432819,-0.08782502405374477,0.02229539704828124,0.05364844894416847,-0.10605393057631671
EPO,,-0.08580461701637575,-0.014266289750241974,,0.023833768434928747,-0.022702121546436606,,,-0.03162667611065222,,,0.005640345630038796,,-0.11013413056164982,0.08877774318696724,
EDN3,-0.052599896326085326,0.08715330488356827,0.046470285856271984,0.006029845422345583,-0.04442306320827865,0.14961388015979935,-0.024935915443232846,0.03861376469360557,0.032061751986304135,0.002788676943163407,-0.027762633928362535,-0.015781180197383025,,,0.009302821539551153,0.02199862080024528
CCL22,,,,0.03515683970516917,,,,,0.05727298824834031,,,,,,0.06692929193152455,
CCL2,-0.038959629822972575,-0.004812784130047095,0.08229998647576034,0.0423809539486584,0.059166798791292205,-0.08862577661798329,0.022471461478596192,0.23978477746281995,0.15449295018101838,0.05507633915068596,0.008976980157625093,0.052982277275849456,0.056489103380027814,0.040350872368572016,-0.02928359514372955,-0.10698465096003831
DSCAM,-0.045735429068587186,0.03802975031660724,-0.0044659249198945004,-0.018674577426843975,0.022541789225926295,-0.04537970520944548,-0.02257564004244882,0.12114221064700563,0.015646494167527388,0.002306487646127336,0.0929442680237074,-0.004793685121205442,-0.0030871453119653606,0.12175171553166905,-0.01330720880924019,0.05452344501441617
GPHA2,,,-0.023657343314997893,,,,,,,,,,,,,
ANG,0.008415303638561937,-0.11815162336252301,-0.013156638616835048,0.003824203780432514,0.019973006071607378,0.03858978152889726,-0.040707349297081794,0.25603998250042354,-0.0007586937315259087,-0.02284615969250504,0.07083677912635225,-0.03923475360300218,-0.05549572406805396,-0.11144282694146418,0.014949074664020992,-0.014316868432370598
FBLN2,-0.0011585398509077252,0.07737034828099226,0.07524210067292474,-0.0035093923667996276,-0.020556007868627674,0.05647769716662288,0.08301173320743634,0.04844385896167386,0.026634665346233086,0.04146174363111344,0.0888592271512168,-0.030453652505285558,-0.032259603030567165,,0.047710969286844096,-0.04404047165580607
VTN,,-0.005626303957475627,0.013986604162582635,,0.0505476667869849,0.041097611832085684,-0.020017756238292782,0.019252692412416728,0.021289022791862622,0.013220103982846954,,-0.012979283722844704,-0.035877717264507496,-0.04489088098008586,0.009381175598432847,0.0058232632507223174
VEGFA,-0.023720186624138172,-0.2012465813833978,0.02993543753274125,0.02623985042266832,-0.052341219792632045,-0.09024041014022878,-0.0450764096544488,0.20230095121640115,-0.09035787373433705,-0.020412600508535477,-0.024646552377747856,0.01638033168040497,-0.010753818653799584,-0.11631366940224573,-0.1809905656259135,-0.12618219270235417
F10,,,,0.05614525639159263,,-0.02135542190296766,0.039664707933962116,0.08305486479194496,-0.023221281978081564,0.00204519379269193,0.06255172852570896,,,-0.01618506615308978,-0.01798059467187817,-0.030957657149235897
SERPINA1,-0.010923771412038133,0.03338065083704173,0.061945993621752474,0.01986438115589692,-0.020728320570903562,-0.03966159273490357,0.029438300758301037,0.33697565537051966,0.07685917620341766,0.053754257194621465,-0.010071356725186777,-0.05436821276824981,-0.026653594395418624,-0.05444583432492618,0.03120989897183086,-0.0028617804155057314
VWF,0.060610865136889784,0.12509041164675733,-0.018362642938730096,0.07996819277036019,-0.01102625264224171,0.054534295134701476,0.016808716718770503,0.361179568660523,0.05332338881008935,0.048624452788830874,0.005092407793298293,-0.001411601136549648,0.09316042209338328,-0.09642727701986568,0.12811278072892596,0.09765617591608329
GDNF,,,-0.019755907820281516,,0.06407552584799597,,-0.03115841374148022,,,,,0.005837135197747683,,0.08384373651723719,,
VASP,0.04473973081744414,-0.049235801545460034,0.049932519082439425,0.04552540276990633,0.015405309542942914,-0.06500576161136916,0.0066776718691310384,0.2738656092541347,0.017782397135256398,0.005148381440032837,0.008364710475874167,-0.03136037122718089,-0.10103525159489118,0.022014568400042907,0.05275652549955518,-0.04030480983330999
ADAM15,0.01076340430799247,0.10243575574742504,0.07573907662973481,0.020713451998653643,-0.044404445669804664,-0.017038657055032738,-0.0683722429144959,0.15555288883296445,0.034334733019252786,0.04603158175349844,0.056400794265164214,0.0019484034872435127,-0.06711258877280733,0.11697803348416026,0.03611172071494395,-0.017981442392813216
WNT2,,0.057573578193941474,-0.04090237471597001,,,0.06013790997498503,-0.021557764886936604,-0.10518728709306678,,0.06710250237238748,-0.02624549489349211,-0.014618007675886256,0.005985873561759288,,-0.005672301477061406,0.025801378421134266
CALCB,,-0.03773760135994815,,0.07258267152269247,,-0.014333913192265367,-0.020290137405012197,-0.04006959592135054,,,0.10422123545558445,,,,,-0.013884642689218418
OLFM2,0.026636147267976733,0.25301308731859057,-0.013640707102009876,-0.010572260526825071,0.014406162286097184,0.011205993175502858,0.02289972246361243,-0.09015977244324394,-0.12237100736281192,0.03361986726589807,0.008940209657427152,0.0013686340682351568,-0.01717579503000157,-0.09953204974182797,0.031583301432020976,0.0055425685595836055
MFAP2,0.03361051099998528,0.020070850184415855,-0.006106740221558913,-0.04756957965541935,0.007411138346717191,0.004338253621361871,-0.04217260706244153,0.2454221612519882,-0.04656256993707855,-0.04217614721804936,-0.020426089790392746,-0.026169012765716856,0.04137999353402563,0.02461452617676793,0.13574117475982472,-0.028012967676027505
HLA-C,0.1404961361136054,0.23292823178355168,0.16171488966589936,0.005165482624848121,0.16677497188437324,0.03970163710047235,0.014921118296419563,0.4689790984450867,0.2789166514147545,0.03139500822507184,-0.0010113549604442405,-0.00025928261335654996,-0.017498685130526076,0.06216614008882734,0.10247904436357362,0.09562390418871275
THBS1,0.03774184479500274,0.12088808023073333,0.0310358614920797,-0.006569780797642615,-0.0084181303687683,-0.06372011411123045,0.018972154143031494,0.23142088237511615,0.15191570633612855,-0.0019814482614623602,-0.03969896048050269,0.003700235059073066,-0.02230917088879039,-0.04655608741816991,-0.008847717250998971,-0.16424992488195259
HSPA4,0.006550383344519769,0.0801265088380526,-0.012779941333461647,0.010530489117199586,0.06232830570701193,-0.020295479552519063,0.028578093789274693,0.07775142551209524,0.03248648442886503,-0.00976085340485035,-0.06282125228524062,-0.02646095896695036,0.020409748692306006,-0.046668128186806206,0.04401202820598938,0.009455175651307608
LMAN1,-0.0028467208162207005,-0.09968909148633673,0.08481592717196443,0.05035402028930682,0.011909419764784874,-0.04600204003394712,-0.00025290442905204116,0.2979844129419755,0.012618381034640832,-0.040683926427513194,-0.05015696690384706,-0.03133156522043506,0.004416060335601393,-0.07105145538367345,-0.029172162957290106,-0.07219454588252398
LYPD3,,,-0.016089234028780323,-0.025303003752716813,-0.03268259029512104,0.04003190414238451,0.00537881706961314,0.04162883374231762,0.021266157100042225,-0.023244819494143355,0.00353726641951354,,-0.045754383068550335,-0.0753696969425693,-0.010144086383170483,0.059154493040513206
APOE,0.011903256809814059,0.11776717487886046,-0.022013728464532777,0.031757883216829326,-0.009771405684763585,-0.1116947762074659,0.022920556324882286,0.25602995504686815,-0.09205261905109557,-0.0036374281915399352,0.025378890832739497,-0.041249736914658275,-0.058540142121380284,0.034541454732189295,0.05384691453153664,0.06325354647605776
SOSTDC1,-0.0012120561544057698,-0.005512604849942711,0.0010298520058131552,,,0.11469960892319161,-0.02687061048495072,-0.07117667509782119,0.0028837998469017747,0.10109122303935156,0.003258012950207623,-0.02375158812559681,,,0.011910351751282477,0.029589679061533595
ANXA1,-0.10973229251198102,-0.05655409535428526,0.004271797384863652,-0.007120643143775964,0.08952557076524219,-0.054892951311058306,-0.014668785262778346,0.4158160969158256,0.08421764677389473,0.07727335217865047,-0.01093684200169103,-0.025187325495883643,0.0032334069965271784,0.01605088698393042,-0.11618526680565995,0.03335396811654328
WNT2B,-0.04063105678816649,-0.02262141252885073,-0.0015870085443033192,0.011232439333521521,0.00806500034019963,-0.03287325211565022,-0.014860489182966227,0.09974810673159817,0.06931806432688246,-0.02384767990420157,0.01792132777418171,0.0021837989884053266,-0.04098673843846511,-0.040505523003564026,0.028065538117775127,0.01593073151027655
AMH,,0.0800845142104697,0.045645381629478905,0.005933189382357737,-0.05088354017541079,-0.028421918052777405,-0.025707334331053076,0.06418389094702562,0.04240204732473616,0.0238946254665698,,0.033100123819838706,,0.0018204474603492075,0.012036941504588542,-0.009374967261396661
GDF10,,0.16244174334072967,0.009530145207284112,-0.02846629310534003,,-0.03149569018543437,0.0751834310274207,-0.08308774531150623,0.01853252553936374,0.016413589461217126,-0.052259007890256046,-0.03005083110341986,-0.06911221017823037,0.011376213903048842,0.05327997338485237,-0.021448245202644114
EFNB3,0.02430361285659578,-0.058423379677738,0.012958582785753112,0.024606872077550645,0.001956930933622293,0.09772387418744598,0.028133225901728842,-0.0812421635028402,-0.0028484511437148483,0.015405155435522464,-0.02397459191098093,0.03830657418113062,-0.022131922852445366,0.06296774759057337,0.08438526126726438,0.07280218159484489
LTB,0.018116483823416425,-0.03219267429799613,-0.004727203292336397,0.01561453382635003,-0.029047504201257242,0.15071017511533452,-0.020824772549876427,-0.024912448079563356,0.05821207879481901,0.09630754075153151,-0.03838228395733951,0.02215772719988703,-0.06431465647615875,-0.019096646865008306,0.10320804146400968,0.12622562546830718
