,UKF248,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Bbulk,ZH916T1
ALB,-0.03165658192266443,-0.04280856262971671,0.16657915784208413,-0.018543506719911673,0.05256759373501824,-0.009165286090841518,-0.05542553975617296,0.043376301016895866,0.06837628396715172
EFNA3,0.015114379013567589,-0.02519435812000901,0.033397742349450185,-0.005695344720287135,0.02196963867251867,0.07123974784576986,-0.044887536864156016,0.014449478350804741,0.06895662336725696
DRAXIN,-0.02289005119334075,-0.04012883448185814,0.0641627520000341,0.04434856089412178,0.030026962722222248,0.08982235992906108,-0.010726778387711026,0.047392299520208,0.03229199397923548
RAET1L,0.06785335021014792,,,,,,,-0.016893059859887323,
NPTX2,0.002714619291651257,-0.0011574567908840343,0.02264473697386993,-0.022967041534139428,0.018529066095408758,0.0718477787399255,0.21802858616837234,0.05006709218375519,0.07484786588996219
FGF11,-0.0153744596772521,0.026886666939366043,-0.05493508726694541,0.013396548218531415,0.029798369655614693,0.08522740824307175,-0.09716774649052272,-0.03772780759257858,0.017387508549741
CD59,0.057303439747144545,0.0032670281990872883,-0.022139756948490696,0.0003495826419720933,0.0382699021846921,-0.09542546129299283,0.017538072420325193,0.04327517273477007,0.04270922663212937
COL9A2,0.08354682467297861,-0.04565275495184807,-0.04721013559752775,0.006650264913351958,-0.005770462634586958,0.0599174403573549,0.08202915878092316,0.0076526711768909825,0.11184563600135845
DLL3,-0.03294996077186434,0.0017096211204377506,-0.04698239171173199,0.013058123418229976,0.043581653793908326,-0.0008150374513328889,-0.030433930827370607,0.0442599146742208,0.048549472520951764
FGF5,,,,-0.014766090011249013,,,,,0.0030113748056363487
LIN7C,-0.010746695987600169,-0.006392107401162459,-0.013614392617797991,-0.014516393829040361,0.018031940650286637,0.0021794100438681796,0.027026921468755814,0.011767736063554576,-3.722750345092071e-06
GDF7,-0.009679368482187816,,-0.030942524135021594,-0.026414122009052,0.07583182683380597,,,-0.014481553636984173,0.020198819415041293
PSPN,0.03312983300165381,0.0362623031487773,-0.0010328068897114487,0.0434036636935853,-0.013892523375723225,0.028176676327659016,-0.042681664695438784,0.01587910247734675,0.06071682893582151
ANGPT1,0.08343894586412716,-0.04061307484867668,-0.017496286173503628,0.015829558917204653,0.009446552238862725,-0.026868919660094654,-0.040043060964586256,0.03963827470005925,0.04871534664648086
PNOC,0.0007122635422690607,-0.029262466545189464,0.07109768509220042,0.0379114333400139,0.015197909599207362,-0.03354618510727457,,0.010853590738249087,0.10681629884758817
L1CAM,0.00198629978755758,0.023394457393480075,-0.01772935715924034,0.0045856810741159324,-0.028279986530490034,-0.06365351045400623,0.009522260371058279,-0.0358392841871118,-0.039832526849625134
APOA1,0.004972719109637591,-0.0199361289088489,0.005131123760925373,0.005328207636303641,-0.019326123249876523,0.027748449186017324,0.0057679543643845725,-0.047535795647709246,0.016170570798392053
PSEN1,0.0036550585645805326,-0.030912345709468377,-0.03763009475565751,-0.0064804782075241095,-0.05016361588469887,0.03396433038942461,0.10966403302220662,0.055494667436069824,0.002078098460172895
CALM2,-0.03641480999462946,-0.0174897842301546,0.02884668346411952,-0.027536383784575166,-0.00804824435439401,-0.0340146835965053,0.04402168038714785,0.005112316190315225,0.025964344558534354
CLEC2B,0.01774185771971999,0.03112832879844885,0.0034554888251668576,0.04681011436570878,-0.03264690626080868,-0.013780143458952886,0.08379019199026817,-0.023224436163018065,0.0910635302921473
NTNG1,0.029618225854241495,0.03768059390867227,-0.012656764113820608,0.04825620185948588,-0.008024115742697136,-0.011311825746155057,-0.06292715685730699,0.004919896742282004,0.05407115257779605
LRIG1,0.03591355307765741,-0.11173366600433113,-0.008272801592286985,0.04523407705747073,0.021018151417775917,0.051876631346201976,0.03987124980740085,0.03950628621149155,0.043703571121525044
CPAMD8,0.034051311542633605,0.046973222573512934,0.092418354804305,0.04405531331662417,-0.016462572210774854,-0.031313714272379674,,-0.01626885597337389,0.11774019012237663
GHRL,0.05986902189649247,-0.037379839012115904,0.07747166490823354,0.025433772439304222,0.032049995945324296,0.009749344038548175,0.07617809693213548,,-0.04561343149525455
NPY,0.006578740785375767,-0.030160211622121274,0.03226163970883949,0.014272633986451023,0.06391194007814126,0.001770681293837241,0.028880443065396222,0.019544772915117456,-0.018893650572931114
MMP2,0.031968810438072884,0.03904872717412248,0.03438585333097119,0.022638903579469426,0.027950756480007527,0.06648896616718016,0.1122809907073362,-0.015818455856469325,0.09284604366631649
PPY,0.08579193273424286,,,,-0.01203146201157462,,,0.0232531818090091,-0.020812633176352863
ALKAL2,0.02709946159545115,,-0.00289229331086443,-0.015145654533134533,-0.0290218259534281,0.07628283551037045,0.08111350876645125,0.02918651483128628,0.046349136900982135
CSF1,0.01852401803590925,0.007290836874666316,-0.006727749971773763,0.005468727139727803,0.05803692946714469,0.04315433904631484,0.021193722960647844,0.05472201916964522,0.06241817460428898
SEMA4C,0.03270050654087956,-0.09302185798498132,-0.014871003732503007,0.017147165481817078,-0.01906096543533337,0.0019918667566179724,-0.008188458475362296,0.06091905187943963,0.10483363671672098
BMP8A,,,,,,,,,0.062456264678012983
ICAM2,-0.017505705008277396,0.0723827382434147,-0.004580493025485008,0.06057787736421869,0.023006737082032373,-0.03093068245603068,-0.05920281490809076,0.04866354386705215,0.07306202548171636
SYTL3,0.025772321695766494,-0.004692101361264647,-0.004111737794260749,0.03900694949115302,0.06896830472835239,0.015248100700276051,-0.07735691765589296,0.06332685958800958,0.08927198299171998
IL1A,0.06469161489075789,0.01270962130711569,0.0790051627857243,0.016855923481329527,0.04899257640564032,0.051707081538835464,0.057983441288278814,-0.02696415324576883,0.1047911303413526
HLA-G,0.017544627351374364,,0.026672270584300137,,,,0.0038768711149352636,0.0122375284924257,
PGF,0.010958420476284762,-0.006139726792053782,-0.017342702177093695,0.06643379293916625,-0.013225852822248039,0.03994132226576848,-0.04803076974241469,0.0036122934103615147,0.06005631704631157
LGALS8,0.05625788380915409,0.03620534771035661,-0.036464878801544046,0.004987914938513929,-0.029233338500597415,0.0004276396666797834,0.09980131322687213,-0.0035798669157060914,0.045335635141334214
DKK3,0.036652840007151265,-0.047838756483750404,-0.010499911338433867,0.033231151214956595,-0.06152575535571698,-0.05568184322862232,-0.10499219252673214,0.047935150463140945,0.11321935719287192
COL16A1,0.04084487455665631,-0.12446794979970013,-0.049472986524333185,3.7229770981172736e-05,-0.015932698040942606,0.08439958290906159,-0.0065743896878526446,-0.009058411505300838,0.12324601026156472
TPH1,-0.018022191751436604,0.13561255744315265,-0.017709227195423026,-0.01587919152463131,0.05580189659354643,0.044935828445960196,-0.0385397469943324,0.025874310045487167,-0.015604189124226264
TNC,0.07404197586937072,0.028044708363546778,-0.017900564118484744,0.005131010481805283,-0.005678138250919277,0.11157807700173207,0.05657386930643758,0.049589706076242496,-0.10700707274506249
TNFSF9,0.04663322376304287,-0.03221071570158028,0.0464309950689649,-0.02493179518943202,0.04103340178612744,-0.03461671893476288,,-0.0011567140410653602,0.009448751040326758
C4A,,,,,-0.014262694732158106,-0.017935306072178733,0.0658626437221411,,-0.01664268120547524
CNTN2,-0.02630684383169518,-0.049123055426593766,0.012811547747577366,-0.03724619378650046,0.08530886546943517,0.06493046336400339,0.025106250064029882,0.031862959610833116,0.02252946331965074
F7,-0.017582006324805406,,0.10546033478458423,0.015756295759976138,,,,,
LUM,0.017847816013087898,0.0043465746472699405,0.0067765034012602894,0.061669682746942726,0.01910426940492462,0.027721682262987903,0.03214658238333926,0.03552587081683013,0.04900666082229537
BTC,-0.015951072605985397,0.03089156399271268,,,,,,0.041358555123716334,0.068635851880924
APOC1,0.012471913585344545,0.060523530644152446,-0.017685463203805013,0.05580298183234687,0.06111780553378884,-0.0031884653477036026,-0.01846722519090676,-0.0005986808288895773,0.048978995213568265
PKM,0.006060499216158606,0.027267304709081706,0.06380925970577936,-0.012581391040022889,-0.06741914518710733,0.07035459109452114,-0.0031484759996953625,0.01889080012846887,-0.07623042847468224
TNF,0.02160846277013185,-0.031591204259135315,0.022184926098407175,-0.01960438722740757,0.0008986517001724535,0.06495899709288397,-0.005790019133311871,0.12584558568856988,0.09214920786174456
GNAS,-0.07694282220285348,0.0068821512929114325,0.034599670056438304,-0.03422509066763489,-0.06848583944206459,0.14825841936503834,-0.0759932918118393,-0.006310097199617159,0.02024967877348742
BMP8B,0.06903591608143599,0.010806780671536191,0.010455809243354918,0.003599941202456219,0.11042529618335674,-0.0050044212899487,0.022479137420442365,0.02149730406192015,0.08610426578063685
LIPH,-0.0180221873145139,,,,-0.011499630897031796,,0.10657722273975556,0.0881272977077076,0.08069571729615116
CCL28,-0.025350448289410927,,-0.033075336495654445,,0.09220261292772634,-0.01618073055228899,0.13495125646297954,,0.0746667530204475
PTPN11,-0.02206644740588327,-0.019551948816493338,-0.023482716942158633,0.009793441097468158,-0.038224118821746936,0.02718609573697212,0.028931837933929918,0.002399383904857705,-0.019233345517754782
ADAM12,0.052049183141131564,-0.017303028136830628,0.0060229599136782126,0.06621792503426756,-0.04803065546544191,0.013821338322697111,-0.024094469254550797,0.060213819976141926,0.014478241156696723
EPO,0.005295474834944075,-0.02324883968623324,,,0.03395818915984833,-0.020403337458387814,,0.022952470627707618,-0.005605275422000944
EDN3,-0.019917870543168605,-0.023817445607234845,0.09382524497614571,-0.02366832772743072,-0.018648173542188444,-0.020613869536182876,,0.04737308913212535,-0.01168101762279703
CCL22,,,,,-0.013065055773484574,,,-0.0178881164993856,0.10723993682857526
CCL2,0.05462376084378561,0.018531869252774003,-0.0495385063630149,0.01175993399505586,0.05684493497108779,0.012073379225574575,0.2205924866220667,0.0900287370186055,-0.033494265478929634
DSCAM,0.017154825866267168,-0.002101937278089508,-0.023557970831296772,-0.006594810660267497,0.006914058943693467,0.01016030369593385,-0.019220122671126466,-0.023676534858355067,0.025860211028775382
GPHA2,-0.020086643516725382,,,,,,,,
ANG,-0.0012845483866839823,0.0030109983853434147,-0.015171960004425554,-0.016763927216021286,-0.017635591250036182,0.08825495115092234,0.04589636430918124,-0.027106020245648448,0.023880723039173483
FBLN2,0.02803854189779429,0.018492329907178272,0.034993597075407556,0.036715329229881445,-0.027903594575295333,0.00627246068859403,0.0832923299755716,-0.01260036732905871,0.06390794384949958
VTN,0.009520272741774558,-0.02343977688173618,-0.017709221404489762,0.011144449670393209,-0.0197663417896119,-0.01695394501484691,-0.038527645958687726,-0.013754809750952647,-0.015492241314292676
VEGFA,-0.001094630209880171,0.06105611917272733,0.017817868198302382,0.02405430199093742,-0.022140368518522045,0.11737942509500762,-0.03983079633640127,-0.007286170545863711,-0.13755324002473884
F10,,0.11481086192628838,-0.007138195029964106,0.1193219388300374,0.028639258090754696,,,-0.023491958510912198,0.03922088622721479
SERPINA1,0.07098354021399036,0.003997394894750458,-0.02524771182034919,0.052892363771611814,0.03144970266273893,0.017811154335620652,0.028686157122351057,0.02114953994383482,0.0023949248398251618
VWF,0.08589025051391483,0.026938635417290326,-0.024961042868981247,0.0037026764802229055,0.0255556657643661,-0.0007414510800684249,0.018587583316976315,0.02915605945982018,0.04882633284012251
GDNF,0.00830708623273341,,-0.027565089762908862,,,0.01240673893566972,,0.004894711192305908,
VASP,0.021998139381822546,0.0026376104029446038,-0.014217449852382274,0.04638241545598064,0.008300636031599563,0.0143471541479366,-0.032522904835544944,0.04825355497051254,0.0679036709391628
ADAM15,0.007483968965151816,-0.017222025989246353,0.015639453010665442,-0.006309154131106554,0.02453486397871274,0.011087277565375546,0.035557345341894246,0.04003204100913833,0.021077587388846946
WNT2,0.04488415911652716,-0.018835085060508575,-0.029142175847877056,-0.03428770869174032,,-0.019094497327874688,-0.005875722869525619,0.00020295294237612815,-0.012580403750365158
CALCB,,-0.015386918331046433,0.002795048999435163,-0.014766089850781107,,,,0.04794011572999105,
OLFM2,0.03142642198279046,-0.03741653909910615,0.05303326001053144,0.030340761045710093,-0.030415942344394403,0.08358428050621002,-0.04924290720796802,-0.003629222883046038,0.012176415899038808
MFAP2,0.01894475864020525,-0.037886485400411944,-0.04443261011637257,0.03333784586756048,0.031249986390572634,-0.03375873109501541,-0.04477008505363679,-0.02598613365733229,0.12345165491648136
HLA-C,-0.00570368003961098,0.08624956377219965,-0.07466320949940698,0.03256042463077,0.08530635785145849,0.11865434985778336,0.04795354937966682,-0.004069586465509229,0.13153124631649663
THBS1,0.010134109865642834,0.015038609685927387,0.0013718142531446865,0.02009468333795945,0.04280479427138146,-0.015154890087742595,-0.0844151562043891,0.08418748496815517,-0.050167548692393885
HSPA4,0.034028478426233855,-0.05452342906713848,-0.0042077965046577554,-0.0009210493146736118,0.019821609600749104,0.007146907180042873,0.030017976947401836,-0.02926219255706742,-0.012317745644857533
LMAN1,-0.0037287208540187993,0.06555790220008707,0.01469242776200797,0.014022668761159684,0.00950498821948433,0.05356389914703228,-0.07936741031940417,0.0746230354392731,-0.05313806267426745
LYPD3,-0.027493550726237145,-0.023439778898532316,-0.022256909146343994,-0.005692028228539889,-0.016845015300385482,,-0.04913380243584129,-0.025868880562868533,-0.013105096235776962
APOE,-0.01108255147677399,-0.06118630072695822,-0.07532615313800081,-0.00021641725648482055,0.05208463224449516,-0.04757467392658833,0.03651904109021492,0.024741480839839007,0.08319215563657974
SOSTDC1,0.00341875902127736,-0.029262843426645244,-0.03843205358376904,-0.022050840284314494,0.06559438328662394,-0.020053643265065556,,0.031321568148925574,0.11445100240452198
ANXA1,0.019848745028288983,0.03903883689628382,0.006061173480800695,0.05962905212510473,0.03723029494896575,0.027875474388643746,-0.004406973305943445,0.03638947332249545,-0.030405826224890773
WNT2B,0.016005999288124108,-0.022660266453514325,0.008014935719044356,0.05213698475220343,0.010943383541247674,0.007999397524391206,0.1492626863508362,-0.016194748703173077,0.03817560008643014
AMH,-0.013497034330630861,-0.029106381755232818,-0.032236402990583585,-0.030294281100404104,-0.017342744171574755,0.05125521337107583,,-0.02449691381264379,-0.0005903517412782203
GDF10,0.012665274255726925,-0.032254177233200815,0.012375025438688205,-0.023793267987134853,-0.016202948103673,-0.03925333239160963,0.020495365700659143,-0.0010428697768402914,0.06902812648236033
EFNB3,-0.013005817769211957,-0.013183845071484753,-0.027765329997374587,0.06998395019941632,0.04022310895916709,-0.04298915527431786,0.049795018095883374,-0.0005109565107190244,0.10161351652832203
LTB,-0.005272884933063397,0.01309881659840172,-0.018423169080180327,0.026126275978924265,0.03134080963659173,-0.02898236709088483,0.02895284491107151,0.049215695222929096,0.17616703724196187
ANGPT2,0.05588774996934149,0.011806868327316491,0.017142318827973867,0.04401792514988688,-0.050336236514615953,0.004651712722211532,-0.06619091515031139,0.06266393199583327,0.03419555836429717
ADAM17,0.06653995419596183,-0.048768767162542415,0.04070551398792937,0.04366506293906715,0.03940028795404234,0.028429161841083562,0.025046161767516742,0.08011841946471776,0.02740249889640209
LRPAP1,-0.035144120269191864,-0.01922159833222729,0.04052980459125227,0.0011266163537473378,-0.017590732965993047,0.06280622491120529,0.07065765160974954,0.03481409378826192,0.043462465208667485
NID1,0.02937828283413823,-0.03405187558489526,-0.0496232049137674,0.05134845890183839,-0.03467924664251893,-0.01923864397241247,-0.0636736205208834,0.028413237294349115,0.030753206844162415
MST1,0.046703116337249315,-0.01242600483512852,-0.011828728020228496,-0.012386017642622739,-0.046145182069761516,0.053268679776808346,0.0008576668308671429,0.03400573080285819,-0.007613852587142123
IL13,,,,0.037726542462411944,,-0.02392923952071754,-0.039755690749344624,,
DCN,0.034655752615881184,0.0029594579825823228,-0.020170075915738182,0.030113365725808663,-0.015945445371777552,-0.03914543039168322,0.02026486854592924,0.04547191504706151,0.07106108555622494
IGFL2,,,,,-0.014262696241324717,,,0.022570851151504527,0.018003460618923665
COL7A1,0.026990200571726505,-0.0590074272373079,0.06512787658526374,0.0480825430785409,-0.0361895700546137,-0.05077253035014801,-0.0926730096604219,0.009854092192580073,0.09100380736191171
CALR,0.0021715117186194973,0.03932827416588051,0.0018180944598281455,0.028221855089842658,-0.016863144254097236,0.11611182028443075,0.0802777949763334,0.004342998259385478,0.022231147894451016
PIGA,0.00850108974863781,-9.510476181709568e-05,0.004682668190376377,0.017405884623574404,0.021455577143553332,-0.0002395506342347232,0.04633001120883321,0.0016684120435820067,0.07075787824918219
CD200,0.01995291626874176,-0.03833373516870926,0.04590539343774234,-0.0024600925889568834,0.057564762005017554,-0.05207788083232425,0.07669614448189269,0.042550564502278954,0.0616224554217205
GRP,-0.022991116846648972,,0.04043135721405857,,0.030560699571710804,-0.020613872638724003,,0.07175497707232821,-0.027887498631044415
CDH1,-0.0030843643894539583,,0.027578568209960783,0.056034022109821384,-0.002031291596191587,-0.03354619442328474,0.022683803702961917,0.05837187469135335,-0.047288838513447506
LPL,0.05544442742396134,-0.05246099779533298,-0.07088867242919498,0.002515153026526823,-0.020991598952216525,0.07098231056414635,0.035633588150706226,0.021312785428627037,0.00878985970131415
SEMA5A,-0.00017217860418547969,-0.07882534395832778,-0.034981257018353036,0.03448385710897723,0.0028885467614216463,0.039970081675901784,-0.07698856828076435,0.029515397001879846,0.03445410889752526
SEMA7A,0.043561254891250914,-0.03497321955523292,0.08329131799118815,-0.0010682069339934608,0.0031861687444339447,0.018631740777887543,0.025037585833083156,0.01736328466922514,0.02624232379417767
SEMA4G,-0.019202352169034223,0.006613174949391085,0.06055764292536691,-0.0001554598153823422,0.011774985223847222,-0.021696177065039606,-0.010108333802364703,-0.03205394604138206,0.06082758896081173
SEMA3B,0.06322429735750199,-0.06247434784746056,-0.005218198663648802,0.00888622557751824,-0.03015335554427901,0.014489861032218122,-0.05312516204494453,-0.017244237467603306,0.01826192502915618
RPH3A,-0.015493030055170783,-0.01003752705109979,0.04591030656762866,-0.03115460002523123,-0.00852411364583069,-0.02794485370615155,0.06887941419270575,0.03234469727789042,0.028031743332192747
JAG2,0.035039514009411445,-0.005174902547859524,0.011974428579127276,-0.022361044423767774,-0.01713203368972427,-0.028378295831910674,0.005968100846603742,0.025620919946616076,0.1020031446627722
CGN,0.008602684028960143,0.028086483771775927,-0.029142185004071855,-0.039254331014868124,0.0003629099612729886,0.09735751375282761,0.04830568663401236,0.009439199293281634,0.015673740387875237
GDF15,-0.02387737031849989,0.06177406267060656,0.01602922687464165,0.036913913938024935,0.00494199515183703,0.03084467392818127,0.025183596732427344,0.03425748766251671,0.016329785148545276
SEMA4F,0.02813488640616296,-0.05351598174685775,0.0068836532891063205,0.04965146938555716,0.014395952168334692,-0.028763337233461948,0.0260863632103085,-0.0077297758425299325,0.07604243052211934
NXPH1,0.019051681067781247,-0.03414869065337165,0.025595419455942507,0.010939419628693407,0.04238712259226936,0.05541201507008951,0.07748759247239778,0.0947791121999884,0.020789865788998538
ARF1,-0.0021656577085881414,0.005836552296337786,0.01544355383582366,-0.027681208916869808,0.013777497187540207,0.040956664707688765,0.1145487172825621,0.0057094741615543515,-0.015742191258761792
DSC3,-0.015201174475225452,,,,,,,,-0.023502731459748218
EBI3,-0.007379509382065192,-0.03895351044896661,-0.02623275881258055,0.01077823377115907,0.02613663862757315,0.004543495715389356,0.1081230705660413,-0.048055574250635606,-0.00708621865552342
TIMP1,0.04592878490524506,0.025342074059558115,-0.058387688093210544,0.04990924600252587,-0.02886075947113923,0.008938047111019923,0.0864679482722099,-0.015926522686351204,0.058811753798446734
SEMA3C,-0.04723446229938939,0.04619907123520716,0.02500407883636032,0.022037572658277264,0.010565086170124758,0.035589998386623425,-0.056172250325300065,-0.022697427752360905,0.03759331824949224
GNRH2,,,,,,,,,-0.02546841268308625
GAS6,-0.0031534956506306974,-0.06818487573507269,-0.004451661490258036,-0.0004138910561855849,0.009419167359796421,0.06461386709270324,-0.03979537109656174,-0.007955860004516115,0.032768109168091766
MEPE,0.041867735718999106,-0.044058114644187164,0.037633172772970444,-0.023542806208913483,-0.015650166513080547,-0.03779985845448642,,0.06505867815680219,0.2053525306010202
SERPINE1,0.06098370600871679,0.030405920133147496,0.01361082906146246,0.03059064706754348,-0.015812866702768734,0.049234072883370984,0.04271559369533376,0.00588423635919333,-0.08222480645611906
RSPO2,-0.00583444406624982,-0.028056612749725963,-0.01808604816730019,-0.0025363008713460765,-0.02846894026763654,-0.0446957305185908,,-0.026232703258740688,0.10637751784265988
SHBG,-0.01969001434306017,-0.03516228319771517,-0.01977812177256674,-0.031700514620071396,0.023515191839889697,-0.016442337518380798,0.1081984198232128,0.016828931715233714,0.0970141169899292
LGALS3BP,0.0383227398566631,0.0077452144520881155,-0.015397143990460894,0.014370003668224801,0.06376805237372411,0.05039359275762367,-0.011598371601707722,0.06445612559615295,0.06144110309407246
LAMB1,0.05138116007685012,0.016965505623220675,0.015357232267393606,0.059188034144045595,-0.02783222165389385,-0.034725540149065245,-0.018181082495269223,0.032946527647629134,0.06723177875969161
SPTBN2,-0.013318887598661056,-0.04545003235444368,0.03265217259994214,0.011760455079314064,-0.017261717365882747,-0.07398181418989672,-0.06074651624245245,0.03966913193639603,0.06793348962561394
COL1A2,0.04952858592932926,-0.02070335095891215,-0.027411977948431476,0.053025606320320565,-0.051373670914091944,0.03827962757592812,-0.023095005963922312,0.032297652594438855,0.0295659220211373
DEFB1,,0.02015375591125886,,,-0.012707222367622811,,,,0.008201257111311849
CEACAM16,,,,,,0.061718873521335114,0.09292002168226729,,
SCT,,,,,-0.011679503289026307,,,,
WNT11,-0.021788219782432786,,,-0.014572827415635415,,,,-0.021114969106265008,0.11854382803457854
LGALS1,-0.029772056229234744,0.06389805996845978,-0.06398556030768206,0.04875671177560599,-0.07306878849960581,0.0870624358608521,0.020479998026420785,-0.020919545883276564,-0.04316539103986862
BCAN,-0.002269710932704039,-0.09867740291204588,-0.0236672452491214,-0.0017869957002930622,0.0610504384947811,0.04366001152265736,-0.034546120811116805,0.045424401840531835,0.05871490326182457
ANOS1,0.05468747406255091,-0.03382163116761259,-0.02294680148493928,0.032271241002457686,0.033826385711278065,0.03198589684189783,0.03259348713657302,0.0051075187361203835,0.014778540457440353
EDA,-0.015951078071323427,0.06617969384393853,-0.012020554128555141,-0.017424195780143967,-0.018300631818547127,-0.03591754523938898,0.1306633721766318,-0.030125611255387715,0.0782236001217258
FGF22,-0.007339567271049483,-0.02766371736156572,-0.0030273173419099256,-0.013357913820484875,,-0.028098167853242838,,-0.018461211414022006,0.046178717603003766
SHANK1,-0.021788218383656015,,-0.015655595133064,-0.0127092066068945,0.015506309954752547,-0.02300006593421914,,-0.023491956044331328,0.08407545006555978
NPVF,,,,,,,,-0.016687423101466037,
RAET1G,,,,,,,,,-0.015314581364304535
TGFB1,0.07419971269586273,-0.014463297792834614,,-0.028941369918322794,0.011903882212481122,0.038991676375905955,0.013322525852919959,0.06274102968261484,0.04554357272249808
MSTN,-0.026034968250599224,-0.0507780170860232,0.12042470270446377,0.040300639076822915,-0.0018197755031427497,0.03379839078094219,0.14333802446806687,-0.034319044111066024,-0.008053072310278358
WNT4,0.00875898872193059,-0.030489471220108172,0.03791289426658214,-0.015145658136806798,-0.002828476952166192,-0.02281007218465383,,-0.026842428517770956,0.04106375883710786
TNFSF4,0.006114823425698756,0.012887824033773506,-0.019111924226755266,-0.02404148888147296,0.08156997466871731,0.006809781667526681,0.03493981039017388,-0.04036963119429017,0.049590593858313464
NTN1,-0.031227382937308593,0.003059850989862335,-0.009195832401262769,0.023478405846197484,0.015212947320135842,0.07320546413381956,-0.02161813412900773,0.04459145181101457,0.05167985922709507
CXCL12,0.04797447620667484,-0.026676004516588966,0.04939461681254465,-0.0038914305686141835,-0.017021214008543863,0.000401980769547647,0.023785334904160346,-0.003916829023578488,0.06707326748391665
GNRH1,-0.007477835470191098,-0.013158555296370156,-0.015926105794106287,0.014942245726299017,-0.016725063966568213,0.024321386628431932,-0.009858265767607415,-0.037327901053974995,0.0497399712097588
FGF8,,,-0.022256904976518624,,,,,-0.004978475813638314,
RIMS1,-0.00033409092449821447,-0.01637928772204504,0.020592057399878162,-0.001350159314993946,0.024128459985914806,-0.06006024912584339,,0.005054109945703257,-0.04245160590198706
FGF14,-0.044806706939951965,0.01949679758179053,0.07818039450765273,0.020444146960326866,0.0232387860782108,0.0027898915905089283,0.03472592724819053,0.06891832576921521,-0.003091265094728977
IGF1,0.06722878655575017,-0.04819827028765039,0.010448277225872807,0.03179952667422841,-0.020487080098407762,0.002832846908493605,-0.020474581792467268,-0.04274098185132365,0.04408951845234586
TNFSF10,0.004315068965696586,0.015882608612763218,0.04234628699208216,0.08368031076552156,0.037785567561358535,-0.030001056298848038,0.1218554885053966,-0.02462685277740235,0.010277374960592478
GDF5,0.009140237103212644,-0.025276806268769415,-0.018423176235365147,-0.007224345935492909,,-0.01670001709695529,,-0.035631474682618396,0.14764886346383793
CHAD,,-0.027000910659887873,0.08877023252744416,,,,,-0.01910166045647893,
RGMA,0.04400060423449261,-0.10069120838120728,0.009917680727926507,0.021712262757953512,0.023939851811657736,0.1031052571343459,-0.01805603249040075,0.08606189829268449,-0.01725552148942319
WNT16,0.03346574717522678,0.028987398773653455,0.1531573570464667,-0.02819774050483692,-0.020090780297748786,,,,-0.008638246535812385
CX3CL1,0.028539666555851523,-0.00659392755173399,0.03869564982613113,0.007772438641940838,0.07374767368063256,-0.04734446549960486,0.06731990618087201,0.02929233115709702,0.16111883769472948
FGF1,-0.022637902857307806,-0.0014675321353811203,-0.04934927140254477,0.03268360606918553,-0.04511363334315532,-0.02937360278542187,-0.0779086371901556,0.023440920484701783,0.029002274175420614
ALOX5AP,-0.0023392895491724974,0.09415619619010791,0.0028580403630517727,0.034789347570218974,0.06858793528436723,0.009604424341179306,0.15026014790118786,-0.029812727021243723,-0.06682517877518872
IL1RN,-0.04956564004208413,0.02004193802810515,-0.021861863040503648,0.014621708521711936,0.007051674131343448,0.09550196512445906,-0.036967358111659555,0.0028764195528143293,-0.06183782204881883
PCSK9,,,,,,,,0.07382382066770601,
NPW,,-0.00475860364387469,0.060098117060800656,,-0.01620294963071954,-0.019976021621876307,-0.03596285689015616,0.018498412986919066,-0.044518565023150804
CXCL9,-0.03909002612902298,-0.02649418434359838,,-0.016409194478312336,-0.0132198376216158,,,,0.06143522332327805
ANGPTL4,0.0224958547147128,0.047651691415077385,0.015049909624444887,0.0026800227722399007,0.002265555142812955,0.06336223132743035,-0.03517247157048203,0.013011375864258873,-0.025265348116926562
UCN2,,,,-0.014377102808222832,0.0894766459889234,,-0.04381970857833319,-0.01728335084732009,
OBP2A,,,,,,,0.06378710730410184,,0.1539307029268674
COL4A3,-0.02949915874783202,-0.05432195485800961,,,-0.02367380982743728,-0.02261860116784938,,-0.014001052661664891,0.008595099081102701
NRG3,-0.004779502731625986,-0.026015057053888662,-0.034919099776858316,-0.01917381939086899,0.02232041322456677,-0.049714799098747646,,-0.04999225380228122,0.17665159404112482
IL23A,-0.024049960588164276,-0.011931037011837939,,-0.017588091929566008,,0.045553526742052985,0.0018668222455549915,0.012333842787908722,0.008589309281059176
COLQ,0.025978085944194654,-0.016624261740697702,0.033578750024985886,0.050362349479242216,-0.014662661574445086,-0.005502701759358111,0.08936879173747152,0.04225256272461984,0.06155440668774675
SCGB1A1,,,,,,,,-0.02225083468852183,
TNFSF12,-0.022759347674564757,-0.06655178315978516,0.025961124208644656,0.013841362874617489,0.008939666251050207,0.021614309362040243,-0.013032761991801426,0.003984918669063251,0.04624161976353399
DKK2,-0.011357464412301193,-0.01836339116407773,-0.031233949943186737,-0.02560473500481769,0.04173325094293532,,,,0.00795493312491726
FYN,0.03141494579627947,-0.0570326267204197,-0.012372475309254803,-0.0004362611641729324,0.014286303497904025,0.02214223562336532,0.026190631137057396,0.009784009795219194,0.05275911193154383
ACE,0.04754919517899772,-0.04017621594711533,-0.03273455237401833,0.07076835854546923,-0.03084492918103062,-0.0019707124173061617,-0.023024244793728662,0.027131446943276887,0.06324247132511931
