,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.018503818066870896,,,,,,,,,,,0.008011456305553001,,0.08200647933721827,
BMP1,0.03849732730709891,-0.0717417760087184,-0.0023496121334557144,-0.061694598704735606,0.055519219605630374,0.06088449489094092,0.2593421960498603,0.05659087692632759,-0.04510170792016145,0.01061478772824638,0.05867181830499213,0.14611464347049274,0.08229272097865589,0.12709392197360933,0.08797924958315892,-0.015465904186147945,0.05224693598104392,0.0836913407749493,0.01974038510939748,0.12323966633588732,0.09193103455244266
NDP,-0.06795441501406832,-0.021301955435011417,-0.045936459278181324,-0.03914529626791769,0.004396826447949654,0.07407010224308612,0.02677047039922053,0.005927869317975696,0.027225744872660437,0.10443098455335124,0.03540225741560255,0.10957114498525436,0.03443367243600817,-0.028587326513530773,0.1393512613027918,0.08023376279338344,0.08709457228832335,0.07194209711795518,0.06362424530239442,0.06932790998889503,0.0745346962552425
TNFSF18,-0.025818940350907208,-0.03674621799552795,-0.03714969684544776,,,0.05957821906874527,0.04859104218126891,-0.030412210287160606,,,,0.20701281854722958,,0.023172688735297788,,,,0.07192071885485415,,0.03896722973999192,0.09090066264965586
IL36G,,,,,,,,,,,0.06947599553523191,,,,,,,,,,
RTN4,-0.09426040832823125,-0.058576019268921975,-0.011857516546022687,-0.028162904552276515,-0.019457572990964973,-0.027049304586473685,-0.33945372542577784,-0.029458363510269377,-0.059982358771559836,-0.03996357793432132,-0.019526398106231954,0.008625551682809755,-0.11565260105548834,0.019887757297911476,-0.06745376347478989,-0.020077268002611413,-0.09318398056066826,-0.16230552995565037,0.016173768393737898,-0.014686775179123795,-0.09655282602383194
HEBP1,0.003967918969827232,0.04084886975940403,0.02834411436239976,0.0020084285544086236,-0.02985919268094106,0.035299315292537665,0.09801800119039929,-0.0015397850135976125,0.011969990731300227,0.06812893402987004,0.03797457944956833,-0.010478215109428972,-0.027345128101131964,0.04559718382796524,0.0018900111767683769,0.013229706178323548,0.09534650789927995,0.05217541960720351,-0.01879318153700892,0.07722524895954051,0.0004196064504766015
WNT7B,-0.02274567777744997,-0.02863452322114042,-0.01267324168819895,-0.012070962889661573,0.019729180604751758,0.00872464139877636,-0.12094351251329169,-0.005781137085843549,-0.0199586597162485,,-0.005871812608811232,0.09162424997594615,-0.021471440050936708,,0.023194622446879937,-0.020462957437720093,-0.03996953203890959,-0.06366859943925272,-0.03260945722733774,0.011738284614038056,0.03439735314805969
PTMA,0.013785406631834179,0.06687444144881759,0.020249648678764984,0.023077306076407345,-0.02003168194301979,0.08827851848906552,-0.1680645707954475,-0.019566826179742678,-0.019747439075878982,0.07318667878742303,0.05155056912616725,0.06748026354462047,-0.02093461883099949,-0.0827996518270171,-0.13444023253284465,0.00957162486610605,-0.0807848603719163,-0.183062107115899,-0.004896853745901161,-0.013693305878540082,0.003090008231401747
FASLG,-0.022745684207594808,,,,,,,,,,,,,,,,,,,-0.04881494794241198,
CEACAM1,-0.031582581585358906,,-0.009440427998524773,-0.03263057922978393,-0.03589955808999899,,0.07855926348067814,0.016278431167790552,,,,,0.02847016581858767,-0.03939569192293119,0.11213821598461354,-0.03629587340943186,0.01619296867604922,0.02336210046934114,0.026988383077485648,0.09889401423489687,
