,MGH258,UKF248,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
MICA,-0.00020886398534156552,0.15473654342870088,0.10092933169481597,-0.025003899972324054,0.13886566072840062,0.027229085419434473,0.05158008945471467,-0.023694975949746497,0.036651182738793
TG,-0.018495815822236424,-0.010572950846126791,-0.061536791729406175,0.020227126412880794,0.00449285210052764,-0.023282053465145027,,0.007374163513048995,0.0013456274432573367
ADA,-0.00995313557718958,0.15235078642689887,0.03434734947826825,-0.06776686234029734,0.12596136393923946,0.08616254985427585,0.0615382764409072,-0.03432670298572259,0.1415826744658742
LAMC3,0.015546123013326139,0.15798465918963678,0.1957329097929332,0.08047216488219279,0.16900206295140038,0.07486976067855672,0.09063692338550434,0.025931714289618945,0.15790731513388057
CCL7,,-0.01758200673993266,,,,-0.026261096513821153,,,-0.021561487438587705
NGF,,0.04959199340842206,,-0.001984201367109726,-0.006004773968079893,-0.03032946411372935,,0.04865146119840337,0.01176205535774354
TNFSF15,,,0.055633582829958325,-0.023208811422497845,0.029670007251025265,0.024760135654653095,,-0.012034276957340918,0.024475657899453104
HMGB1,-0.02032519214838855,0.0006257747687502291,-0.10866758279114382,-0.07976875284877735,-0.05025354222690809,0.06266045339778864,-0.02310038817275619,0.036460038704341106,-0.04447347335827383
ITGB3BP,0.01990839146405794,0.0495285035500068,0.03521659513648841,0.0021189429572789757,0.13366367575885293,0.023171434172903977,0.002306804337319758,-0.008028639069680517,-0.03863219458925911
AANAT,,-0.0255088168640736,,,-0.028629509006781684,-0.023038391603008048,0.013594804398110503,,-0.02281295287101713
RELN,-0.015333521680520337,-0.0550703978328757,,0.017228587236352757,,,0.06475556799533871,-0.014536102381858585,
IL15,-0.021555057777179663,-0.016806961131141843,-0.018181543319371506,-0.05896417917981244,0.11231686327500172,0.09426632182290001,0.00013026256074222917,0.02244599945168774,0.07846455236344291
UTS2,,,0.022727943585743215,,,-0.0196188765742811,,,
BSG,0.013140488020427207,-0.003543651617661343,0.04542526497302177,0.08671978617871222,0.07956705779469592,-0.007767803928417426,0.1493291040722656,-0.08838466729727229,0.07594436794993123
ADAMTS3,-0.018837839368709468,0.028258354198603675,0.11968246069933725,,0.007341552696428773,-0.011264933612862543,0.05815839144171303,0.09604745334029012,0.06343949243921371
CD34,0.02022161065744647,0.14828123823277112,0.1327882803842731,0.02525600281301693,0.1612318453897172,0.0954866008289409,0.04365231630571547,-0.05384934806761175,0.1297909140672324
CCL23,,,-0.025481479114335917,,,,,,
PLAT,0.025079473719502667,0.0820396870250913,0.18390024387441217,0.09536397231379193,0.14970761402514335,0.022151974505520977,0.09854866172537291,0.041584013398330615,0.08095003060262419
NTF3,,,,,,0.044832044178739046,,0.023706239662362967,
LTA,,,,,,,,,-0.0036505359071803585
CKLF,-0.05655513698584862,0.09464062343220254,0.0056674009848826905,0.05397816418244884,0.17903859977295633,0.09918077644131747,-0.006369856168162047,-0.003495646207267403,0.05860234093810018
CD24,0.04750295805310461,-0.00033233651375169117,-0.06519582411191434,-0.07888991959622586,0.10471573757006122,0.017071738130139253,-0.05617640320306823,0.07212225544992051,-0.047117791293786446
HSP90AA1,-0.07752248560618867,-0.02539159646019462,-0.03362309328474074,-0.022297190589008874,-0.17366570179892987,-0.12098372985095204,-0.09906821815711599,0.007959182645718188,-0.13292224402446012
BMP4,-0.019034879618267997,0.012741281849257555,0.11721242188307994,-0.010503688344260858,0.028009369907145965,0.08550610965541419,0.03192919585090155,-0.03122775615509932,0.05000034005832992
SCGB3A1,,-0.01758200498175548,-0.05464269515978781,0.0017104723742802804,,-0.03997049907886265,,0.0069899494871768775,0.06081908372251506
IGFBP4,0.021285448469827054,0.15142832657544503,0.12214115074848719,0.046197291989053514,0.14306468981593887,0.09586615290559726,0.11652706605300683,-0.02086321825643175,0.11833551673474237
RSPO4,,,,0.024555854292072916,,,,0.005278456070764997,0.002499629569259892
LEFTY2,0.032007888702332274,0.08983598722731191,0.01582525909025373,,0.1357593520612189,0.09577161788949207,0.08903345032671146,0.009806420120293324,0.048738030592733406
PF4,,0.01884625707276161,,,,,,,-0.003279251008798833
ANGPTL2,-0.049549515457784285,0.11820189741978647,0.035678616300573146,0.010080821940576105,0.040974075936037024,0.1130565159261147,-0.04029120673446817,-0.03410860689914535,0.10029172258756368
LRIG2,-0.07727752907648053,-0.013386214599725558,-0.09072342573446626,-0.0543525261157766,0.03328475679078231,0.040173713578786484,0.08927005507033726,-0.007452829286696799,0.03867780383722828
ICOSLG,0.009074556724376688,0.04292386976560032,0.04260927271858826,0.11924001769493067,-0.017132719482622974,0.032553951265739976,-0.028385282347698784,-0.010768181079103383,0.006653103994231187
WIF1,,-0.032817234512578904,,,,,,-0.01564571157873127,
NPPC,0.04111183546792866,-0.047902320538279454,0.005786466771679904,-0.034259128617209006,0.0074269470681967605,0.03629515709476414,-0.004532328292177498,0.04575570323664909,
LYZ,0.004905605788671803,0.0973031130625105,0.0546011081554614,-0.05829028428243483,0.12566516939679218,0.10026575687890442,0.01951378496132457,-0.013550373535282951,0.018446241867955928
EREG,,,,,,0.005361860881578066,,-0.02096284782970645,-0.0002679346743036854
SPTAN1,0.07783278701314915,0.06107081757988699,-0.010710423389767076,0.019016762442137868,-0.013803757574205835,-0.00393416120728014,0.030415776925308998,0.020893254265024738,0.06575900984775553
PTH2,,,,,,,,0.030133265134490342,
LIPC,-0.02368018095685061,-0.006978823134384146,0.12872422628809474,0.05552251322575112,0.0338744726182205,,0.05591592892251678,,-0.03881994681969705
COL8A1,0.07488489509466507,0.00937032809491961,0.01634925969989199,0.01675876630835734,0.13602970684486568,0.06910893897895068,0.09298983195717118,-0.002638505522711412,-0.009359601841430212
GSTM2,0.07654156527284613,0.014590964548897948,0.06059045499487312,-0.01938932878565419,0.07695899167455535,0.1463185942675771,0.004309671879046884,-0.012529277218015271,0.007451643223882026
SPX,-0.04741415985925292,0.05880675362584727,-0.038449549621739305,,0.05838095273943766,-0.026477647207002616,-0.08326008542201845,-0.01350704036246875,0.009623084201821976
MFGE8,0.07938960266198719,0.08803195138778301,0.13672950664439734,0.09103127200666357,0.16348103368910538,0.06710173795746958,0.1221877724170113,-0.012820481096080022,0.15090775912139878
TGFA,0.021782691643799885,0.002656988852965117,0.008068673362986094,0.0022712754142504414,-0.08788375031502806,0.03527753295425376,-0.030778303989562814,-0.008498267901456757,0.04563491608516749
SLIT2,0.07651045689184573,0.13734923871546564,0.13921101875109104,0.004455764263965996,0.052634355837192635,0.07880925643997436,-0.03649229461254096,0.05507062824140794,0.03354748947378975
PLTP,0.027172255594125064,0.03108939775787423,0.02309192848410689,-0.002047130216665784,0.08519297136636306,0.04094331180727134,0.10104831627674399,-0.03495747631299625,-0.018419267130815348
APOD,-0.04069281572041979,0.04294363350239795,-0.09568677750230437,0.02629579065297613,-0.17060466747072348,0.09037961347725332,-0.10275087873371466,0.01868243477913939,-0.11531547105622962
B2M,0.006571637447350573,0.1381814349301324,0.09805565354520691,0.15200373500526324,0.16839554680572957,0.12553626783822608,0.17094499651120462,-0.03549148278393389,0.09609777182895457
OMG,-0.019140779829136742,-0.006744682596625847,-0.1264924448885541,0.08304573417562419,-0.1478204240777484,0.10606635114054698,-0.11586762543585348,-0.07548912184016515,-0.0007476321560074036
CXCL3,-0.014894739143712706,0.009730050026176527,-0.048736294738083503,,,-0.02723357333410536,0.00874930190761102,-0.04721327669441397,-0.02495862016679621
CXCL10,-0.058847435662505776,-0.03060086155937471,0.03630263366009836,-0.04856411680009539,0.20891002557558122,-0.02711795112338102,-0.024544934658368742,-0.022997522893741004,0.09270871431632208
RSPO3,,-0.023882919797208482,,,,0.028132530844662836,,0.04581337643998796,-0.021880693607023473
CORT,-0.018495819692618844,0.031192107315460547,,,,0.07485739435675912,,-0.0010053522431049445,
NCAN,0.013894775802747906,0.0656288988246696,-0.06113250175201126,0.07566684176938733,-0.06326330282203965,0.04755691841442572,-0.004155406108328362,0.04563708888083125,0.10962312947665295
PRG4,,-0.026441238396636205,,,,0.03011880884150283,,-0.030965145822616603,0.015283404738210897
ZG16B,,0.11374268482699967,,,0.05614431375884186,,,,0.09412702049468195
TGM2,-0.00294645876063596,0.04591353416521909,0.1364429176258545,0.08948996346691235,0.1450555470085173,0.03259646111656391,0.08598009043696628,-0.0016193422690955366,0.08673019308787021
VEGFC,-0.018495820883506233,0.03929241351956418,0.06334564925724051,0.1893000082973841,0.027551908024069455,-0.033796522577785,-0.024031215506927543,0.027272803284350874,0.0031017480907499
WNT6,,0.01935199124523969,,,-0.030266937814347597,0.15676109421611253,,-0.022337008095195232,0.029090638075076124
NRG4,,-0.01619364546840138,,0.052781429657846324,,,0.03397674652409164,-0.022225298863545975,-0.021880696059327194
PMCH,,0.1298938440628155,,,,0.08954257339001655,,-0.012796409455537311,0.02462442298782044
COL9A1,0.03784023997405214,0.1850964704235542,0.07451946310119598,0.016771125514967542,0.09077785280298187,0.01700813188589578,0.14919259428489254,0.01747458209414393,0.08487982897879803
GDF11,0.007857008073900532,0.06589032122394005,0.07372569836799567,-0.043427509389227396,-0.0070431358789039365,0.04102713363764308,-0.03223523791353562,0.028459092327396476,0.07893065267438443
RAET1E,,,,,,,,,0.04481212753772635
IL24,,,,,,-0.01990135704689553,,,
SORBS1,0.005861163390781629,0.032757217828650945,0.01840655823769124,0.01999222578839572,-0.0582224893394474,0.01585792961493865,-0.07583062949316827,0.040247258648433454,0.012801647767993852
DLL1,0.016714947389925083,0.09405229094817885,0.11839873489438127,-0.06065617378230283,-0.04350944736580734,0.082392797305349,0.07178113266706017,0.014258035765001911,0.12558952234882492
TLN1,-0.04381748886578291,0.13219440024019438,0.042426054255449125,0.04345083026815915,0.04128073072617619,-0.006146447766951836,0.06694782119466569,-0.03579555849075474,0.05734819709696141
COL2A1,-0.01737230482962454,0.08087958821492236,,,,0.04976578295379913,,-0.02695769806224512,0.009846968522539799
SHH,,,0.027630708614544565,,,0.012745611247395787,0.055902799140416494,-0.01872364225118487,0.03284513737433558
PON2,-0.002489193176634252,0.02921665121485812,0.07165745661027893,0.014672733947401847,-0.00784716319014085,0.10185589489723589,0.017871194449751188,-0.0013757690970154367,-0.09337782083862939
ICAM5,,0.035327769538297644,,,,-0.05562976716368077,,-0.031144175154005842,0.08806482002770095
HPX,0.16566362046667002,0.025660007518338458,0.01199485591184833,0.08032159625210598,0.040302636404092894,0.07478369146742433,-0.0068105774977949745,0.008022835045748265,0.06674361989910277
SFRP2,,-0.023375322478232832,-0.004423475268148388,,0.02333669738586311,0.06678344268949134,-0.011922174747155982,0.012896212380144278,0.035573253306953684
CD70,,0.10757670069461107,,0.05159220821664753,,0.08425601173411633,,-0.032365651323324814,-0.008676816142550099
HP,-0.03447051925291331,-0.015878699855625407,-0.06416380610431495,-0.05506469018190115,0.09344283153430437,0.059457014256940485,-0.0247141285591354,0.02995814722848663,0.02202106749779706
CXCL2,0.008393702878232894,0.031267312645928705,0.08777419548971564,-0.03982005557915057,,-0.03699913193600751,-0.01410635236314294,-0.03987901324553111,0.0070544613374992375
NPPB,,-0.02268248809398459,,,,-0.018196858456632475,,-0.01912555649980653,-0.022195529294244537
CCK,-0.039744826663479615,-0.048019304055967126,-0.002149317598243721,,-0.03961192479410577,0.06991099367797604,-0.05402438369512855,0.02932250922935447,0.014754156806378654
SEMA6A,0.024387274609165458,-0.03698626269192454,-0.039729768683476926,0.05724834921511826,-0.023969011243160275,-0.0007402977719782967,-0.029594065415675937,0.010447510686916227,-0.00577991198119033
IRAK4,-0.05346440522159109,0.05382101487727901,0.026380385686469776,-0.0016084430227190428,0.11412833268905245,0.08555467190036789,0.10314413075541562,-0.009070111490156827,0.08215288219703057
GSTP1,-0.009400197219146094,-0.026017098279120965,-0.0261976175641743,0.05253621606821898,-0.08881566092320789,0.03155805255586801,0.0006901915281988981,0.06635859239082113,-0.029863150565066224
VCAM1,-0.030096666345512467,0.05187352499962048,0.08690065497255521,-0.01274916441696133,0.07181520764235617,0.035980254737128445,-0.034622340201518186,-0.050797146778529784,0.05233491428705178
NXPH3,0.012949351320885032,0.014098910310351605,0.05989040836203843,0.015125990020462379,0.004039045430364236,-0.0012149172770640985,0.03001849861546217,-0.0662740083156369,0.06896467900260743
MTMR4,0.00854727522145741,0.019987657511679167,0.0015337464583971732,0.029666605840667066,0.04175289942489906,-0.015878262721700776,-0.07232121143807298,0.0006205349063445424,0.0037735163860365207
LAMC2,,-0.01780338140104592,,0.052752853728696904,,0.045531841417981285,-0.018656944351781467,-0.012420911332579629,0.01737532400350387
IL10,-0.019211526071025335,0.01648129071049079,-0.05455570452284866,-0.013337817294322306,0.17190034350792924,-0.006242027895129715,-0.017996414542468187,-0.01897907808519357,-0.03549335398802658
SEMA4D,0.016400152273433784,0.06617027166190852,-0.06589706832670844,-0.013335004370480682,-0.06019959241558572,0.055165835798460815,-0.03062404108448437,0.025798909206124303,0.020746899483495944
TRH,0.089941799502796,0.034895309317936905,-0.05704832224234078,,,-0.051366892256838985,0.10614793463714262,0.09630263741385287,-0.024860481274466148
SEMA6D,0.02855520930173545,0.048650951161965904,0.02985909685180237,-0.09845048684707065,0.12838913410006828,-0.024758255241347032,0.023134270786759864,0.0735752712506386,-0.006999986302330549
CEL,,,,-0.024996389629369516,-0.04399838594532985,-0.015626025901684288,0.08436795758721131,0.07137764346268871,-0.04170767385219406
PDCD1LG2,-0.02393376935915043,-0.01055323395344847,-0.018733494531440038,-0.0024345594538591163,-0.05010010021260001,0.002225130995074674,0.061597330747088334,-0.025953462086366914,0.016364844002131552
SPINT1,-0.011147051828989767,-0.006920535449049996,0.03355278100299106,-0.021054214341695573,0.14472414641879072,0.07162322539113576,-0.02355901084257837,0.07003241233274828,0.03963800686131094
CTHRC1,0.04644521290409384,0.21205922008577593,0.056029641246108035,0.0705848435011001,0.16653730970057273,0.06510564670877457,0.07428639029157248,-0.02883980973273137,0.11554552913870478
PODXL,-0.008031773239256162,0.17781390817481735,0.15223209715888805,0.07390368680241761,0.17223159621900064,0.08208177882351272,0.0913988180789104,0.08009450856095952,0.1482434213378188
JAM3,-0.007258504569771414,0.07000571862512363,-0.11912130520040216,0.009784410598430666,-0.06236617178493093,-0.010855531350766303,0.01817538445613243,-0.026050893850942985,0.007817568668246342
TGFB2,-0.025602633805486143,-0.005442166028425399,0.04410859293792728,-0.096202398197823,0.05602154839697359,0.036236993478318866,-0.019475362844620373,-0.07108927711181263,-0.10973206307536824
COL18A1,0.10865903209832642,0.1717479192945534,0.1826587200638002,0.10274737818440377,0.20353444436325993,0.07872391125349355,0.1265897266734022,0.0016385678594916715,0.15268938688053857
NODAL,-0.02686752414484486,0.0023070785456772987,0.1604636646532604,0.06651544532922024,0.148572786171463,-0.014638203281494124,-0.028066033247125054,-0.014204243694372296,0.01560292389836747
INHBB,-0.040725222841056466,-0.04047179237497526,-0.003109141746613055,-0.023651277363096992,0.12185361691173642,0.04408784506193254,-0.01153396509803489,-0.04129961756926816,0.015502699015464885
LCN1,,0.11358807537087075,0.14977503616037074,,,-0.017653788584753513,,,-0.008393725957323203
ARF4,-0.010534474772426191,0.08487515607820308,0.17894790943526837,-0.018041230154854714,0.17527643003089205,0.07025429680027775,0.0374325042630378,-0.002250812485566539,0.09723792800003618
CXCL14,-0.0037454603363117384,-0.013313634115232693,-0.027691106919043876,0.05075797614767357,0.07606959976757838,-0.07926262070104055,0.06861535667232861,-0.010076163644015163,-0.06745452132960275
LIF,0.07690109408582751,0.041247281462531094,0.04484029250774238,-0.045237168346162045,0.027468422696570804,-0.03050254420465188,-0.0391987452543392,-0.013723831219416434,-0.05715142593144004
IL17B,,,0.09143499501013773,-0.03859597778658389,,-0.02753741987191333,,-0.017671399042872862,0.14930428592069175
MMP1,,0.060581410383896826,0.1774008219754598,,,-0.04350697955230743,,-0.012796408442139983,0.19300694947452243
MATN1,,-0.02337532566368162,,0.02966547560860888,,0.07966475842960319,-0.01887240083596415,-0.01821227382766465,-0.015501241653325257
ADAM28,0.011690422446012667,-0.030754034256645732,0.07579425031699141,0.08749436378737188,0.09120880699234384,0.05039727225657535,0.06585760815225236,0.017790297223439392,0.0303915527722443
TCN2,0.03987996869667226,0.17054740348704273,0.06565937422697316,0.005267899130272908,0.09771006759602607,0.12218265662142702,0.07433137143013087,-0.0813259213040197,0.0748752765115545
THPO,,0.004311315631301325,,0.050400456468926665,-0.03282827311772155,,,-0.01579830399263373,-0.0066618385295604396
CUBN,0.03340977205489378,0.046748112435538586,0.07240603473844762,0.0026435304317982164,0.2521213759912229,0.06534035102098089,0.03234650444087093,-0.05026794126400032,0.1462973809967162
TIMP3,-0.01834149049872652,-0.022613598821565446,0.012432214888420182,-0.005289165853739616,-0.04487570279393274,0.025011962290767173,0.05858446458869234,0.008193542924159204,0.07367141851019114
PIGF,-0.019099682127229324,0.056533519999436066,0.010094262989555139,0.07942808524629826,0.04981423098741103,0.020465200255081382,-0.001110899162159208,-0.0012448178337248583,0.06145991516063571
CRH,,-0.00416343731072209,,,,-0.04588711335335438,0.09950421601793887,0.02872601612460556,-0.014255702771736723
BDNF,,0.042106153452045936,0.11335376710241817,,,0.06874589846475886,0.07571693508565293,0.024568318181318525,0.009287195198621267
CCL5,0.0017826602338073742,0.029079799187544043,0.05385285298057712,0.06773230179500092,0.08699943724972549,-0.0018971485181190483,-0.017962427099200876,0.0776670539135226,0.1542969955760349
GAD1,-0.006872156548183184,0.04243987857103785,0.20117773806004033,-0.04441934142254556,0.05770265746451714,-0.0041405751041075035,-0.02870598351761394,-0.01523385441465332,0.08739729104903794
COL14A1,-0.032922416300005974,0.13793877852281858,0.050377957595860605,-0.0181288994190007,0.08562900642689888,0.03449636922547805,0.0166490786509945,0.007150913863315167,0.08044898813993631
HLA-A,0.03485909331168848,0.034952821111709075,0.047774832464004546,-0.03400453012354817,0.15066336977912323,-0.054227664950954775,0.14427770228741232,-0.01692786270497225,0.15503671704278207
CD5L,0.024296624927905693,-0.02085878323545102,,,-0.017665082292156627,,,,
FGF18,,-0.018873428727674217,,,,-0.03255582639305745,,-0.005122622079917721,0.05836229533763406
ADM,0.07354682786636353,-0.010057743655724868,0.06826558572168927,-0.03732527476934557,0.10001641514216236,-0.09704153406138936,0.04457467682262451,-0.014340465938844204,-0.02869574044160625
CCL15,,0.033864628294142204,-0.015361118434661827,,,,,,0.11315268055355611
GNAI2,0.021737513935389904,0.06114565420416785,0.07160858699566322,0.02685810453456164,0.029408508709654627,-0.0439469400077936,0.08816895396078443,-0.008797037428170779,0.04446969881923883
HDC,,,,-0.04813214421309602,,,,,0.06620576028261764
COL11A1,0.06387122785456077,0.09618180353647475,0.02188166983777819,,-0.04611638535343529,-0.006839227998958418,-0.02705448316816976,-0.020237633019017272,-0.020788017402561268
NUCB2,0.004615388001507669,-0.021520745586898052,0.07238227602885158,0.08437086129198067,0.034728434308610216,-0.016832329882043324,0.022069342374787672,0.020246084269247615,0.036262021825929004
CXCL1,,0.002904649823694349,-0.03733400706510533,-0.03273306434126211,,-0.07111681946822686,0.10025230820171788,-0.03650203875734633,0.04417794214886741
VCAN,-0.012200911123533421,0.007221246087988353,-0.09488269001165199,-0.04909043429503606,-0.1498860652424747,0.01355995893248212,-0.13664604627132024,0.05592165454909202,-0.05462149509076285
MMP7,,0.012238903923948564,0.027953347403657722,,,-0.019465478029271815,,-0.06781277842993308,0.04350571367907628
PTPN6,0.026884835089444222,0.11517839664421785,0.09698301812173919,0.03774204360073933,0.09654441685778521,0.0756846011381422,0.06060466916532669,-0.052133217470998375,0.049432429902190204
PTGS2,0.016738277326044708,0.01263879798189553,0.04366426699275738,-0.013190945840709773,0.06512076910496006,-0.044310628949113744,0.1342231146886732,-0.009102926053808627,0.06290256423690525
XCL1,-0.016584716509703563,-0.02285749562117341,,,,,,,
CD58,-0.00985477368906019,0.04336220114166322,0.013929962038052378,0.03162739708602722,0.021094188897294534,0.04786111982979148,0.1048046965614204,-0.004961967078795839,0.06329565254749471
TNFSF14,-0.027129925538233592,-0.008454101919969405,0.03279715155068802,,-0.01192757496910329,-0.02604294877086886,-0.014305796570875828,-0.018477342220312443,0.008564413014837565
CNTN4,,-0.004953620940637583,-0.014183731217331786,,0.13986862866941102,0.088618586449972,0.018877949429250043,-0.001824680566502333,0.04181138188669831
INSL3,,-0.02047609751945291,,,,0.030938058088215103,,-0.018477340435103667,0.07652275067559872
BTLA,,,,,0.04758799689640008,,,,0.1075422667855005
MFNG,-0.02949499923567583,0.06685683152698396,0.08672253181016072,0.12452640507686377,0.07880310650528731,0.05209514997386902,0.027221622331024417,0.015484983600849161,0.08891567126955637
ICAM1,0.0031957572844558773,-0.01352363514286697,0.0594913910084517,0.0550579880292446,0.11677160877747945,-0.05311432092733637,0.024908533556962244,-0.039494145384242195,-0.05375131318998357
PROS1,-0.062152501895904835,-0.002613682681694562,0.08447303758985691,-0.01555438701988953,0.11012380325395656,-0.033945184217854786,0.1367448163422955,-0.018382522834088217,-0.014300412812086721
CLCF1,-0.03722253468940705,0.00784636613281182,0.04927526851693438,-0.012416636694044168,0.12596501460988777,0.09360118513125001,0.012729497733575243,-0.06733729858726538,-0.044203459444053066
PSAP,-0.021476004056508676,0.045548585780340156,-0.01761777353461248,0.053945781081099514,0.014717880175225947,-0.04440470567132912,0.01599287409507744,-0.039292731674673335,0.0040410934245336694
EFEMP1,-0.04107385964892253,0.04084999137880673,0.09027708264047772,-0.005099497796450046,0.14554604370038224,0.03772553015641726,0.0299472616800742,0.002654867752652987,-0.0727519497720922
C1QTNF1,0.07048581372101756,0.02123746542350795,-0.037076811769404125,0.017003857280748567,0.11188015017456879,0.006383476927616028,0.036598616557850225,0.026358508282628382,-0.04696681487962166
ALB,0.048722528717807814,-0.009862210948654597,0.00905108106224664,-0.014869015773798015,0.07723527976197093,-0.010272778813531822,0.03545931821549987,-0.017862951612896076,-0.007999885247594889
CCL13,,,,,,-0.019332488031740862,,-0.020726176817179837,
EFNA3,-0.0001572011026272654,-0.021461465212214172,-0.010086618761333236,-0.06799550261368167,0.04357192210290583,0.013615708482535053,-0.028828601349652913,0.04570762318167813,0.0479070861859887
DRAXIN,-0.01744519002099814,0.017173467284940454,0.07512813600111916,-0.05450241310993487,0.07377045184197586,-0.0335564252289703,0.11597132814433997,0.0329099466721546,0.07740871261176514
RAET1L,,-0.015951078829198755,,,,,,-0.022448245800086163,
NPTX2,0.058626984692031335,0.03872463167253026,-0.0591571687561276,,-0.0011489628151082384,0.06977337296936616,0.019505846939017607,-0.06907483028411561,0.05390383607708579
FGF11,-0.0006145619998709158,-0.07139791159467038,0.1191133672850056,-0.03489064284478707,0.08399698009801226,-0.056009030363340775,-0.012217780927458934,0.006376050876976424,-0.016477578430847007
CD59,0.02691665308174705,0.14133721012424497,0.08248888045931355,0.02384198034050027,0.11796776868979836,0.022180738764040992,0.003446765022025357,-0.006413053576752251,0.09693618659409228
