,UKF248,UKF260,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0715785742712283,,-0.028301760202203225,
BMP1,-0.029542644612504606,-0.069074674123785,0.0037423640528254443,0.01321396071922379,0.012643989016527843,0.002568722730719784,0.054948333517538056,-0.012885156722347132,0.05317497780913415,-0.001250551962631782
NDP,0.0047405255479445315,0.10089918151221011,-0.030633654943557208,-0.024792686098081544,0.06118263723537665,0.01602604484550206,0.04548349195704718,-0.04204035346659161,0.005499996510068955,-0.022488042223280463
TNFSF18,-0.0067292516211342425,,-0.010827028601765014,-0.010647509681371023,,,-0.02236251532969703,,-0.020902036801000286,0.01886936552023118
RTN4,-0.0034349648432536457,0.08694021604687689,0.031694828145595155,-0.011885996822962203,-0.025106686529743922,-0.010157265417287644,-0.02000836988256604,0.04276398227697188,0.017270846971574976,-0.028172249280950298
HEBP1,0.01850751397467279,-0.03169658445075414,0.03719371899999113,0.011577801659095183,-0.01410070806323444,0.009610249447587062,0.03620682073438551,0.004032233668850765,0.04339438461577704,-0.0005948156743305643
WNT7B,-0.00964783777841254,-0.03566469076569472,0.04062209034277842,-0.030520095349847606,-0.023014139326489304,-0.02108655588862528,0.044902219743389454,-0.024159454768810155,0.08277275721911231,-0.0217405539496748
PTMA,-0.022372217818778656,-0.03885630992841692,-0.030517223493392177,0.06758728211158563,-0.03212843750884267,0.016109883697799324,-0.016403001045133148,-0.013128697929121835,0.07009974102571735,-0.0410378853019489
FASLG,,,,,,,,,-0.02454610696808585,
CEACAM1,-0.019506061414158834,-0.016207966099036176,,-0.016745996129576765,-0.02469762811030784,0.08470160179898342,0.060337007889573926,-0.016034981497932428,-0.021446395770076745,
PDAP1,-0.021351357511418045,0.053394629881843604,-0.019342793526776647,-0.011217516939693166,0.002801337936773517,-0.009504825815224766,-0.010301247002987002,0.005533403827100888,-0.02687450032926409,0.01419609933785431
QDPR,-0.003317912167646004,0.034667545787367735,-0.06705451215426873,-0.028535776344870235,0.03143444626905146,0.0017076347927698994,-0.07654223193415195,-0.028988911530007093,-0.028070323154515887,0.034836776252752256
POMC,0.014964982679670981,0.11560341676597505,-0.02856388515931679,-0.012354528249030876,0.05394109719171433,0.06972683057391331,-0.010657229361702672,-0.011971427013489192,-0.05375428929690403,-0.02925156005802078
CCL18,0.019440264906988417,,,,0.01913445910209634,-0.039207036032561496,,-0.028898750397993018,,
CCL17,,,,-0.013279517579130084,-0.017521771745461056,0.02931041564033672,-0.02858934289015506,,-0.02224828895718915,
VEGFD,-0.010035989053627327,-0.015506864298363607,,-0.014148202783512946,,-0.016055732693364702,0.1629763101248432,,,
TNFSF13,0.01818733844914453,,-0.010499959098135513,,0.005285215864089325,0.0067420866821738855,0.0016090252417770379,0.0024533855407108305,0.02072276599112316,-0.013218112786471845
WNT5A,0.01652495857407029,-0.0586313010254191,-0.020694689017165705,-0.008302294458933143,0.027329982323882673,0.01462731269433296,0.043248359407712225,-0.006845259461671857,0.10105337345158086,0.007855802474384532
CXCL8,-0.02145228572439552,0.012266254908879556,-0.014935510798616894,0.058119929107299025,-0.01793993678825754,-0.034060576315492676,0.007761107236115677,0.012167686041912932,-0.019756938237678184,0.04400333844164455
GRN,-0.06398501117833116,-0.023030002400979126,-0.01788660701285065,0.0061279828071229454,-0.004496888415241944,-0.019402197839475572,-0.013361923028043047,-0.02111209874792255,0.0579744249124872,0.047263092126219194
MIA,0.015606309230699491,-0.047053184360028526,-0.01898595108427308,-0.026101067462027047,0.06136429417336374,0.02124198709263193,0.0026000500712733093,-0.01922097954019308,-0.005668175605900392,0.001078542122871749
COL4A4,0.016994771142575745,-0.019007767206173982,-0.009990247189316515,-0.013864227203243833,0.061704216955070716,0.00522146385176415,0.0039646602837568705,-0.020794070229490754,-0.04465322931607314,-0.04429184698852065
