,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,-0.0032477225027779367,0.06706756045384876,0.04010324131859555,0.01798762073895203,0.06443545077781453,0.11465983215764937,-0.06909597392932483,0.013363740756764685,-0.05278764703261552,0.04059913092776321,0.09535475818347726,0.09311844176244638,-0.005755933640775838,0.12058850606040866,0.024616946606703913,0.14406273478025183
RARRES2,-0.0221123632161246,-0.06129745874703237,0.001114929091244088,0.003951144953362496,-0.19890262145100968,-0.10656877918889116,-0.2790986448695435,0.05106264019808116,-0.04409467865795749,-0.058927636538500236,-0.15426575736296713,-0.012415044984039496,-0.004227208643210523,-0.023788638447656475,-0.05037297659182716,-0.010194432968655782
SEMA4A,0.07644045973371368,-0.004741910015582631,-0.028618428316463006,0.01842326306587539,0.0974799425727918,0.11113429205399934,0.15108887975287089,-0.010270570455394756,0.04650445938844782,0.16792183460589044,0.279428792092709,0.11455542006876958,0.019751108407376556,0.010955788242659768,0.030368728409572047,0.06618991435380037
GDF11,0.0040919796026562035,0.10990365914828402,-0.03222438453898083,0.015549663350254934,0.06581897366682177,-0.054749538197368976,-0.07862943423619609,0.025518813987669517,0.0529583286077004,0.07040044126407738,-0.06670478834224472,-0.013381400770880517,-0.07364446925947625,0.0882813176892942,0.039981781881274686,-0.0022204617575411374
GPC3,-0.03960643080508722,0.11999007129678767,0.031350782085769656,-0.013865744668873008,0.10741312596606774,-0.14733656913143175,-0.0235569584435303,0.1202056514142628,-0.016902301641905947,-0.03354061796839615,,0.11065047833233355,,0.05081322036822539,0.01335666600069588,
OSTN,,,,0.0673384008132165,-0.02308924308285746,,0.11218935539930505,0.07490584140780006,0.04285107252375575,,,,,,0.08621660967151751,
GRN,-0.06282709137250847,0.072134060259418,0.021228704402737913,-0.016415094974019006,-0.11517314449323464,-0.07527424555720248,-0.20547824104170687,0.02885149358087363,-0.08938567135575552,-0.20697254717192543,0.00015432455109099007,0.01952437286448643,-0.04499903591625311,0.06504056839958366,0.026140013807323278,-0.055101155429219104
CALM1,0.30431278883057605,0.052740490770414185,-0.01655194392549313,0.01599393655480569,0.27405435129138694,0.14856034347063152,0.3085255868816589,0.04151323393298583,0.021070781467595296,0.3607218388909015,0.22568654118599601,0.0777907819087834,-0.0073664988506575,0.009999367591543835,0.08629165972081086,0.22031631772210544
ANGPTL4,-0.2968794838435513,-0.06703265947342657,0.03482444020645694,-0.04778067524556596,-0.1087037538674042,0.017558774168150312,0.0191104390035355,0.015182044657849331,-0.023498610733884647,-0.0651218652106903,-0.09327366702638142,0.13629471680693983,0.06509780840184747,0.007226963152625242,-0.04647930196477314,-0.02979798272921687
BMP8B,0.015948322648091758,0.026339882817768872,0.04454188541323903,-0.025440226859261693,-0.0231455601374663,-0.10096051283300467,-0.015579482367392806,0.05542045164954323,-0.01624132340167766,-0.0539090067797119,-0.02087502551681986,0.049592647848520514,0.02592857525470158,0.19364454734995212,0.02446643833135698,0.04055430536138756
TNFSF4,-0.019461443411801574,0.028933985905847105,-0.014501389782007521,-0.02450094070270022,0.0036865763251901235,0.12550468932466874,-0.005161771247245014,-0.02041893612942255,-0.005896664186716891,-0.0048803174143791875,-0.02259568154640991,0.09206805629020982,,0.11400775577479808,-0.03108604882710115,0.05927753096008556
RBP4,0.05856884930877037,0.1036626550981348,-0.0057530879565971475,0.0025902199792868816,0.25369496343555803,0.16705307681844203,0.3302372083678082,0.0774584526938113,0.13066810709181914,0.2046226671112642,0.28151293605869554,-0.029173195146955842,0.12846483331569888,0.019065843110788162,0.09686899984730345,0.098514326150789
DKK3,0.28709016415458777,0.15574477431834968,0.0698416430350832,-0.017180217074393947,0.25290407223307904,0.15077037380382102,0.30503879394655486,0.04291703981719536,0.07596780862599677,0.29778669947756636,0.23244322235971185,0.09118834095982027,-0.0677597895508186,0.10022811643719018,0.12221331938967349,0.14969252011178713
COL11A1,,-0.01794511164114957,-0.0032139833137515023,0.0010938448100544296,-0.06708689380708019,-0.14144003983746592,0.03651523901814019,0.01672348646458142,-0.02015100774600457,0.04917187100068401,-0.002812959724668086,0.044432971834048804,,-0.027220213874695455,0.045930053513864096,0.02148220464387017
COL5A1,-0.1495378024705409,0.032568545224583606,-0.01791402483747116,0.014485377050136309,-0.05177910934857465,-0.07034323381776754,-0.04113894429556985,-0.05763908609053904,-0.07330134195378232,-0.07102603996911219,-0.022984270564309874,0.11461215710257772,0.08955804064282964,0.11878291313489683,7.236168918580952e-05,0.16187146636662508
KISS1,,,0.04827124094071402,-0.025918082473126394,,,,,,,-0.027695866592394834,,,,,
MEGF10,0.23244490532888806,0.05716128512305999,0.032123368497531814,0.008586448641048001,0.016622072965498117,-0.05496406791202698,-0.04279695601784254,-0.04170903175703708,-0.07732727490699802,-0.06370436014327668,0.004629940073789386,-0.03602568931863573,0.0660855291845461,-0.026954508378369598,0.05892114621454049,-0.14521066905473598
CEACAM1,,-0.03411792214997944,-0.027061811405652815,0.05421242703077259,-0.0028581173809701936,,-0.008555777124285865,0.030700523313582233,,,,,,0.031749060473286544,,
EFEMP2,-0.13816159443298223,0.10027827917969105,-0.0008151797666812072,0.03872017544711472,-0.10595794172720345,-0.08770114910955533,-0.19566457103821971,-0.07235123310854856,0.01771209555741311,-0.07691106288305082,-0.13099079325523585,0.11395635387228938,0.06461933784849487,0.06858535775214258,0.02340378565033008,0.09520206103261063
IGF1,0.21040696760003136,0.041658257744391296,-0.028995897328837197,0.016461517590193056,0.03667577636560245,0.05822237577984022,0.12190717052189937,0.025149763555999256,0.016019646649113768,0.024424057582510147,0.050829203902642624,-0.056583096632479214,0.05303231474793668,0.01880016561560242,0.007389613236337203,-0.07637644881919851
COL6A3,-0.03761704386288128,0.10302615072252355,0.03490720362713903,-0.015519738408270672,-0.019171082261370227,-0.028903445617371817,0.048438862056093594,-0.03945354452838147,0.022225213221064515,-0.04191888319344675,0.03708790200400125,0.1278715786426056,-0.04715116033088302,0.11555932588055509,0.05616994278730342,0.024003964873943358
RLN2,,,-0.026040598090455256,-0.021078281728482903,0.09997142166717964,0.03120609285112244,-0.04116108203581192,0.006137103300025285,-0.05873798902038805,-0.06721832729871537,0.019072528519556,,,-0.025065766895319048,-0.047299850788420646,
WIF1,0.41405704923073366,0.02838147066049404,,,0.10267232094484753,0.19276800953267134,0.38205670498782146,0.057671758672219256,0.07770790882026635,0.26888642874471214,0.2152854432990593,,-0.02960677023917223,,-0.03797717916357427,0.1459100880434675
IL13,,,,,,,0.009118826926485444,,,,-0.0328240105578688,,,,,
PLAU,-0.18100324736704407,0.06279494966047554,0.019199342815547235,-0.04955163532320669,-0.08964530005680922,-0.10352714413107234,-0.17941250346519086,-0.10712377255817344,-0.0012268633518013755,-0.1171428911578519,-0.15226984895799192,0.13305062599744988,-0.036283650578241844,0.03233277289698038,0.06334416368461294,-0.04346148374967212
CXCL12,0.10726476916914773,0.06414088465912639,-0.05038593843611608,0.05443806107468553,0.2228623541693096,0.0014095408686155806,0.11688093511965923,0.07597001526127274,-0.07853089445441087,0.014427632287623074,0.008028545927794523,0.15661033386460965,0.22905165619728607,0.14082045255655368,0.00347153178292728,-0.019271936966771826
MMP9,-0.03251131218993414,0.13111973324681678,0.028917323219101974,0.0018670867527146077,-0.09313144905062043,0.03831788006122646,-0.11160748041344676,-0.04140093252943462,,0.0004899360899686342,0.032420868901574806,0.11443324134405455,,0.17752212006344412,0.09309594384855749,
TNFSF14,0.03976412659400751,0.030128236900468404,-0.03704899492740882,-0.013091294501633013,-0.05294788187164007,,-0.03926028250045161,0.012415733547941565,-0.004323730919866027,-0.08809659028485974,,0.011468460910691255,-0.0369472384222831,0.024690013689639242,0.04410274444168569,0.09974300291654138
HBEGF,-0.04165445090563001,0.08303397161171451,0.0016009288635109957,0.04623048490728205,-0.16901272020240615,-0.08897886021612475,-0.09699499748983831,-0.11047859863852771,-0.028455994573215886,-0.15676480251986818,-0.018631488583794976,0.13406862144453713,-0.015545835757323436,0.03785037389791385,-0.04625981337181144,-0.0178755394157433
NUCB2,-0.08440460607672697,-0.015486089568114715,-0.024946348827354307,0.016462948202255683,-0.03330801528715558,0.037571734961408546,0.025469417445877295,-0.02820047125017007,0.042894679980876115,0.05854161309742898,-0.01438174521782348,0.017690087944673985,-0.016326085690217908,0.0075831011513957155,0.04462746676617977,0.0987690730641276
VCAN,-0.08649689197787491,-0.0456679642669184,-0.023275188452572274,-0.0064348992887904854,-0.1350705911626509,-0.1257353020417677,-0.23025836819553566,-0.016132635486247406,0.056333995994776946,-0.0835967248449868,-0.2235007072952525,-0.07907327576763411,-0.02739383642226751,0.03447616602028539,0.04149479507251654,-0.08471882204224496
VEGFC,-0.03360584977572141,0.04476362144045521,-0.0022179421749478085,-0.03086748380524908,-0.035597153046308,0.02183261489254275,-0.009187370546863298,0.03499475882001184,-0.029686984581576002,-0.05106348243440384,0.06901057704245638,0.16422763177112304,,0.0011251535148361711,0.009650295138227951,
LMAN1,-0.17047089732735698,-0.03293947349194616,-0.035106133654534015,-0.04791679122702189,-0.1130940534675995,-0.06302874533320449,-0.2300606556384981,-0.04024160176407742,-0.025376938324337146,-0.12144646619703046,-0.035684386471868564,0.006278320184439109,-0.018272989484339565,0.015818013778134944,0.013368477687301459,0.02203926747690597
IRAK4,-0.10871538262997742,0.05245615050810151,-0.06126900863788179,0.03030832978860455,-0.03853478100245462,-0.10018074392128345,-0.13015988675257334,0.0031370479778394756,-0.02766703277933923,-0.01771951930769698,-0.06158852769080554,0.008890212851164122,-0.07104453701926866,0.06185529980346224,-0.04070186052599072,-0.08759213151272001
MICB,-0.04376228810171151,0.015068831484936249,-0.04558847533458623,-0.020638881907162416,-0.06401757218669335,0.002252753909176169,-0.11491380665067662,-0.01886793600272542,0.009304404092243885,0.039167167034677534,-0.03151942883792521,0.013171357926909774,,0.08559264686540474,-0.03426328722419522,-0.0357261547282104
COL1A2,0.010069217605166398,0.0932942235640986,0.006574308090974096,0.020104680621164536,-0.02475589349453265,-0.002142692117963882,-0.15848406838302512,0.009324671463682946,-0.08499850853934342,-0.07261663154061679,-0.09406568970502686,0.11107829775405728,-0.053487218449083135,0.11335850667638857,0.1083235587420462,-0.0061050753940038735
ICOSLG,-0.03408059195915979,0.07082460338495948,-0.004027276048080536,0.025961872468757766,-0.026056935553445185,0.015346675567884051,-0.1337505454988639,0.016548620706428162,0.040516532690901864,-0.05436522788588742,-0.038901986750290565,-0.019211686177160337,-0.01965999414375642,0.011543994124921263,0.04164478090563828,-0.0977727776458586
GNAS,0.2630433679190436,-0.021648585241142063,0.007934191625985666,0.020947864502983853,0.2596227792114193,0.16119818897211652,0.3227596417079041,0.09328916007285616,0.09028344530692421,0.3528154522621262,-0.14798636842215224,0.08995399966551605,-0.004601472857315158,0.020617920796006384,0.1487810927951173,0.19484869233743413
C4B,0.0815944821468003,,-0.016625925490689863,-0.028343221347335395,,,,-0.03257143562574888,,,0.009578065690872049,-0.026740688915261986,-0.043598824736326765,-0.022797119778185763,,
COL2A1,0.0030307461914940836,0.10152806273892265,,,0.02240606168055394,-0.024598198687416584,-0.0403172278953527,,,,0.0659384348543295,,,-0.029536759413940804,-0.0049845206281324845,
GSTM2,-0.02088020700025464,0.028050589842929442,0.03348019685761861,-0.01456787782161295,-0.023073517234465792,-0.0035104536647037245,-0.011659646277867607,-0.03201000018738551,0.004273213291409259,-0.05157872670829795,-0.044276643683279854,0.004861868151472934,-0.011105536049449315,-0.033768497088000324,-0.04997217933856264,
NLGN1,-0.07356324735005762,0.014629498264001185,0.005959594642891548,0.031059623644726756,-0.017960552426305593,-0.016962542001373464,-0.014426279744988,0.005188582481355654,-0.04096169519623576,0.07116268123872035,-0.06624201924610813,-0.035289897429353255,-0.03674720969400456,-0.0026642845236893513,-0.028491267509152127,0.002506194368502769
SCGB3A2,,-0.008037557327540619,,,,,,,,,-0.038187865203803545,-0.021588330801685013,,0.01721090024934797,-0.01471900972301579,
LEFTY2,0.02363610787832298,0.09139503760562935,-0.0023832316678019517,0.020800576225753556,-0.013647662700088471,0.004180102190104043,-0.13183289727945038,0.015622322131322093,-0.022851262154046603,-0.05190511535518292,0.004079562970197213,0.030670196112543967,0.004253235058970826,0.1587905095823076,0.06516580081411594,
ACE,0.007803500720193467,0.18509681916688522,-0.016786668255713205,0.05032531339404104,0.021234839843257757,0.00790894360796516,-0.06494108894567206,-0.02214594033870027,0.0852825752947101,0.08474092270133428,0.005556427592349298,0.15090070996697597,,0.21383404376086973,0.08521774142517542,-0.03844776078866222
RPH3A,0.25171414423528554,0.03605625492151805,-0.013177849421897519,-0.03978392006254997,0.2924334406831768,0.046365650380714496,0.13205757163246157,-0.026440377634761866,0.007544764559904255,0.24191010971784646,-0.008761694049606266,0.08515063438919883,0.054475282007716064,0.04026151686486199,0.10142148671665563,0.05397134047313526
NCAM1,0.12751010912222593,0.04151730311224233,0.016042142973766268,0.0419631733692605,0.04100456070679167,-0.0843354630481353,-0.0125029549930505,0.042800806661108734,-0.009582856441123262,-0.016097112265276083,-0.03059134426500264,-0.020705201832686065,0.025733521974103713,-0.08801042516032258,0.04054451258216325,-0.09541711659256298
EFNB2,-0.15768263388701573,0.03626706775196177,0.006864407061880285,-0.03183561021718808,0.10017075003716808,0.02368792239678675,-0.029959525948506517,-0.04679000390968374,-0.030614983566535584,0.17563141387084458,0.09786977913546531,0.09102900439559294,-0.062326982613104646,-0.05859273907695762,0.030492457444714603,0.11529085515472824
ICAM5,0.40784510874882834,-0.021535660955208244,-0.016917760402549165,0.025599130111359978,0.24909781103482712,-0.04528508130862245,0.19349455711463426,-0.0019322210153654411,0.08080657937697099,0.1769755374090168,0.1538190950660537,,-0.023992387995620652,0.02495136201418155,0.13340523664227905,0.13845337269416372
CCL5,-0.07610303009021202,0.0768963473405868,0.0327125794603554,-0.032550885343902505,-0.02471188568703651,0.01062070120158184,-0.05590890530184237,-0.07171233513316247,-0.0478476621536987,-0.04013348262124249,0.09187878915557825,-0.05338874615475514,-0.01867893437338614,0.12691226588898685,-0.05757720902903999,
PSPN,0.01337628425790647,0.04395936416895853,0.005988205425168013,0.04020305784599496,0.0029240911197548087,-0.003352464442322549,0.018080896778309985,-0.015154600468468886,0.0844361332368909,-0.06070766117601623,0.026083856754805203,0.11503550238248837,0.010458938957814879,0.04012543729540877,-0.025305695975087868,0.13157991285416318
PENK,0.22292598052328375,0.03680350375694531,-0.008198424033858545,0.025762868434839357,0.27083496212386204,0.14470390186119833,0.36417838235971345,0.060691231006605076,0.03951815344589489,-0.038967557999645415,0.10807381790759066,-0.015383450621306484,0.07282221955733108,0.02465703828727714,0.22500645595575483,0.18219119472620535
EGF,-0.07947189427429475,-0.006274285328543142,0.03688160636306012,0.004235051652886483,-0.01241657736026496,-0.0023396861313756483,-0.0687275138248366,0.031407802089437595,-0.017872392374337853,-0.007993824602434866,-0.035155043792633386,0.1221930615056352,,-0.028008851118707438,-0.010247143652363377,-0.0379166607670443
SERPINC1,,,,,,,,-0.029085664427791334,,,,,,,,
UTS2B,-0.003683516254237419,0.01626515744217944,0.05795735097839107,-0.02107828160738575,-0.033452795692888296,-0.02809281030237538,,-0.02718515911059642,-0.0023763896399767626,,,,,-0.026707525124261427,,
F10,,,-0.03552268963023203,,0.07747220487318347,-0.019474761844378494,-0.06010792892858726,-0.0056334679015914045,-0.04533668969481279,0.012161986371180624,,0.09367615273584207,0.0032530866297779096,-0.011342054601204474,-0.028424577129365962,
FN1,-0.27043796219179406,0.11049797063415084,0.03395112975265216,0.023159058249986157,-0.2130898194276847,-0.01250196997200668,-0.14786832614556536,-0.0340772820576281,-0.03070228996561542,-0.10494364253953438,-0.13923408163346496,0.13333628812439277,-0.018322354976526997,0.1492932783363166,0.05278257363379222,-0.04701906953556344
FGF2,-0.15936768558949244,-0.03113229522060171,-0.02356402673997228,-0.04019972740924889,-0.10397844951043242,0.06345733072476432,-0.1373357988597998,-0.0012832467141713404,-0.00025193562355375085,-0.012624978310009732,-0.08326358885680694,0.09347564164329021,0.04831619351362801,-0.07972417646015333,0.07207300912605843,-0.0035215978898571368
GDF9,-0.060928678143875974,0.012965457981879784,-0.010990728593949858,-0.009649182205603242,-0.019146711018764025,-0.043415822716701934,-0.06962289828422877,-0.06326530298338802,0.06003732079271207,,-0.053606492595530894,-0.009109605635968408,,-0.015290547117542297,0.023873992010390227,-0.007614911775953222
CSF1,-0.21163582542468498,-0.005870114879421283,0.020284289889913567,-0.007959523925522356,-0.14037758276348244,-0.05255850495281951,-0.13342033441738502,-0.058453194651377334,-0.02454351386116072,-0.1290470387348213,-0.11186212206801856,0.10300816986709095,0.0285665560410236,-0.04051203347181805,0.0265834423623362,-0.1051952007958429
GZMB,,0.01780840695721401,0.027251765374411648,0.03582761691646597,-0.018635200970798318,-0.022957230464318787,,0.024458602831095518,0.0012176635546008742,0.034249073217862205,,,,0.08258696977968283,0.021294756262542746,
WNT11,,0.04696969199755856,,0.03449053037810068,,,-0.047598069145275944,,0.006224804191196343,,,,,0.04975486560986072,-0.03952996843675072,
GDNF,,-0.01297617957661087,,-0.020692605729866514,,-0.0718505101366669,,,,,-0.027987488336787866,,,,,-0.04101704136446528
FASLG,,,,,,,,,,,,,,0.06205502045065027,,
