,ZH8811Bbulk,ZH916T1
IGFL3,,-0.019410027619822235
BMP1,0.022132671094677755,0.010634490763655361
NDP,0.05251375366553069,0.02985990216350508
TNFSF18,,-0.03274124643790527
RTN4,0.01840607771845004,0.06758334352344787
HEBP1,0.007032636170815777,-0.0010485549440125738
WNT7B,0.02316220301745524,-0.0314016069539802
PTMA,-0.0708990988447015,-0.02841017127332111
FASLG,,0.08382487944024657
CEACAM1,-0.01494733753160901,-0.005772202830657938
PDAP1,-0.0640773520504985,-0.027379427269151175
QDPR,-0.03577530844019303,0.05888972705981984
POMC,0.028387138030635115,0.001355267219535033
CCL18,-0.03650040844506862,
CCL17,0.11616680827882768,-0.015258411493402794
VEGFD,-0.01494733753160901,
TNFSF13,-0.02345391795350983,-0.024862307960640147
WNT5A,-0.02176724905362464,-0.0011020880080036325
CXCL8,-0.003071918147906916,-0.03758875599145711
GRN,-0.02711313417579324,-0.06644244879277558
MIA,-0.06807919936731902,0.1539001249227417
COL4A4,-0.02393302453754984,-0.044809157872216863
TAC1,,-0.020058733448663095
RARRES2,-0.03665672817530945,0.03130459759504446
FGF7,-0.01194362671076256,0.043977910629303923
EFNA2,-0.01420644400197114,
HBEGF,-0.06768088939186766,0.014127710038814035
CSF3,-0.005697532844651932,-0.01606475341475375
PI3,-0.01329237285226315,-0.03490337217914529
PCSK1N,0.059147621045801506,0.07013245602912141
NTS,0.03043963717882236,-0.023789709197916054
SFRP1,0.05858427648720793,-0.023236896626002028
CXCL13,0.04914872906349491,
MICA,0.015167231888675702,0.040238015138776034
TG,-0.0024793793900515938,0.049295848973876344
ADA,0.0020811209021892128,0.012078346441729533
LAMC3,0.049676812947972666,-0.03212954179256184
CCL7,,-0.016834304346765402
NGF,-0.014015485493869507,-0.05040139983633551
TNFSF15,,0.05625275941240876
HMGB1,-0.04002717421261063,0.03073888241582275
ITGB3BP,0.04332089433061064,-0.0003858055691097317
AANAT,-0.019118025873316836,0.005230045164446624
IL15,0.02802500756473633,0.014118208702722035
BSG,-0.00222023682944032,0.03967135165577289
ADAMTS3,-0.04727365225776997,0.07913301066714476
CD34,-0.03291860592022444,-0.038953038088189076
PLAT,-0.004458522615099982,-0.009988507384736061
NTF3,-0.03430532263817206,
LTA,,-0.006126244438595045
CKLF,-0.033324302281895146,0.06353912717500948
CD24,0.029220589365474108,0.03935819597639931
HSP90AA1,-0.0032479740206502626,0.018806418571473575
BMP4,-0.018902686899268894,0.00542721817346356
SCGB3A1,-0.012361066231584195,-0.011967319390341345
IGFBP4,0.04826267061507933,-0.04987619239305397
RSPO4,,-0.003096767093790773
LEFTY2,-0.016334858170896114,0.09284262135015119
PF4,-0.013021189485744322,0.010745528896761784
ANGPTL2,-0.0018273118183387263,-0.02642008367173791
LRIG2,-0.0013117458722014383,0.051301303462103966
ICOSLG,0.022960632213678604,-0.014744524461464096
NPPC,0.04525856594026645,
LYZ,0.06648350051627683,-0.05792421085448133
EREG,0.03779495010372155,-0.0362024410467499
SPTAN1,-0.012666426242088193,0.0022076146949720097
LIPC,,-0.030308985006223352
COL8A1,0.01338084625823435,-0.07366735728325143
GSTM2,-0.0003831328486342519,0.11199685415004591
SPX,-0.01616747109659389,0.05866995312915
MFGE8,0.03582169694387664,-0.028644079509596476
TGFA,-0.037185630978710554,0.11723502206912063
SLIT2,0.024537962657763736,-0.024789411774742268
PLTP,0.01798386863677069,-0.02022249988954371
APOD,-0.02256758267252813,-0.10300810104187814
B2M,0.03398400800266043,-0.053230703734593
OMG,0.0537544950888073,0.06113660247273568
CXCL3,-0.03855491345275663,-0.0032890768425640907
CXCL10,-0.017465189897491577,0.03282041271321355
RSPO3,-0.02102072058346815,0.007624134105220519
CORT,-0.01362601298050111,
NCAN,-0.03887926776920732,0.08363571392790822
PRG4,-0.020106015983590724,0.008349172064171843
ZG16B,,0.057182146245158966
TGM2,-0.0030101564715196392,-0.02898434665830944
VEGFC,0.048379648087420485,0.007239587772136409
WNT6,-0.025324554155728807,-0.025725721571838403
NRG4,,-0.01708352903902957
PMCH,0.19276705796632718,-0.036838578472719014
COL9A1,-0.010236455226991974,0.06635297797209123
GDF11,-0.035278718222026474,-0.0018316377860580608
RAET1E,,-0.0187405099740674
IL24,0.018537720815858468,
SORBS1,0.011193796380791671,0.0031600750140059024
DLL1,0.009183660359434943,0.019889899676803456
TLN1,-0.03246012267291524,-0.03323724173209691
COL2A1,0.0159139273623246,0.009111151994373108
SHH,-0.02298621989960447,0.08738809670819687
PON2,0.04000520183625953,0.06101459921272617
ICAM5,0.01160407472029444,-0.012823433204606523
HPX,-0.021416463888970727,0.0038538263407094917
SFRP2,0.012045435042738098,-0.07993323087364043
CD70,-0.027911692415249663,-0.026064010307797664
HP,-0.036847303384168445,-0.025555090943560878
CXCL2,-0.005907569420832604,0.09814213691688835
NPPB,-0.02568439233391498,-0.017329337613701003
CCK,-0.012851279468168372,-0.02248082903336183
SEMA6A,0.036847757982580776,0.04411218183090097
IRAK4,-0.00829376845169738,0.05056627157475969
GSTP1,-0.03211664539153633,0.010527932821499258
VCAM1,-0.011998359090171535,0.08377159315740133
NXPH3,-0.011658550480764994,0.06764054661773174
MTMR4,-0.018118331342273575,0.009145150221474534
LAMC2,-0.016827817083266205,-0.006754493698278389
IL10,-0.02790828512414356,-0.06462164135361578
SEMA4D,-0.01366412394083898,0.03822310446088244
TRH,0.029364564538872304,-0.019410020258270183
SEMA6D,0.0496331598077132,0.031395418870226705
CEL,-0.001066836744166022,-0.03167927291467261
PDCD1LG2,-0.002643942624275116,0.07295934717760806
SPINT1,-0.06390975989496749,0.06030269563565868
CTHRC1,0.0010010024145395966,-0.04814858802817063
PODXL,0.06605265370544565,0.048903287622724466
JAM3,0.04427027759456104,0.006051728181082928
TGFB2,-0.020732653731352656,-0.013550206415874988
COL18A1,-0.008660044197275757,-0.06126523469404262
NODAL,-0.0158277813499074,0.00519012230323134
INHBB,0.030583627221703744,0.03620139418911619
LCN1,-0.01494733753160901,-0.019628468950619142
ARF4,-0.02103370464688086,-0.005831094070400511
CXCL14,0.05169476318206351,0.07532785168197619
LIF,-0.03388826569128276,-0.0006831732509276305
IL17B,-0.02393302595074358,-0.03315523051894296
MMP1,0.040953988727017734,-0.012804194066758987
MATN1,0.03997510541766014,0.048188473234543304
ADAM28,0.015752353020567038,-0.03034419097112928
TCN2,-0.0349964541850455,0.03694849569208259
THPO,,-0.009365266123555661
CUBN,-0.00825020841225855,-0.01765178858730539
TIMP3,0.02590424202757586,-0.04650718396106194
PIGF,-0.029796051816097482,0.04020476732251941
CRH,-0.03105335307884081,-0.029106507258505197
BDNF,-0.022153467423576132,0.05214405913225757
CCL5,0.011472083427719243,0.006289387000464715
GAD1,0.018336071149689798,-0.03672562563491575
COL14A1,-0.013928951565332637,0.0361052570560642
HLA-A,0.02939041199308614,-0.029754313760789762
FGF18,-0.02333284818783422,-0.01941002181552088
ADM,-0.017995303403138624,-0.016877957384788297
CCL15,,-0.016834310413738233
GNAI2,0.013912451818520471,0.0022476968257348485
HDC,,0.01876353318979332
COL11A1,0.0366290299104621,0.034034910164905584
NUCB2,0.019634647559843232,0.04272968129011238
CXCL1,0.02541549871681237,0.018735600254131016
VCAN,-0.03543083144769565,-0.051255033665258666
MMP7,0.06994985736654925,-0.010888722418214848
PTPN6,-0.022201431016777507,0.013024661149981994
PTGS2,-0.022792090786256516,0.0064979328741766405
CD58,4.833761738355179e-05,0.055621569482656154
TNFSF14,0.008152589504745575,0.10581926200729272
CNTN4,-0.035457142492311966,0.016824695467536437
INSL3,-0.014765381246028254,0.013059566187258136
BTLA,,0.2378240464325734
MFNG,0.008651032342036062,0.045406732517553866
ICAM1,0.025328155944366732,0.08827104970610827
PROS1,0.019544915060986857,0.05269057402737722
CLCF1,-0.031552386361978726,0.03170067375909237
PSAP,0.07362262966329626,-0.06219023836220975
EFEMP1,0.04154026513257123,-0.023057158646046124
C1QTNF1,0.00480875889485351,0.08249028156376127
ALB,-0.021433120896016497,-0.026064018442057985
EFNA3,-0.056678747332206965,0.021225705254534495
DRAXIN,-0.0055830493096087645,0.06704327997408308
RAET1L,-0.014947327735749895,
NPTX2,0.03952586366030972,-0.01890366257162048
FGF11,0.01450151918698794,0.014112807505891941
CD59,0.006677506581651656,-0.04945777986183586
COL9A2,-0.014223493642983162,0.03372637965536782
