,UKF248,UKF255,UKF260,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1
HLA-A,-0.03199187461998929,0.04054802368198903,-0.03500572067818127,0.04346367067789788,0.012661920329568331,0.012601603597126802,0.12264648980285955,0.20674477567275645,0.030311073711144536,0.03418078148706072,0.07560106103158004
CD5L,-0.008797744547561197,,,,,,,,,,
FGF18,-0.02141577344185415,-0.033163808089322996,-0.0011373618031875925,0.02408248567412956,,-0.019041587226376815,,,0.030336120456679508,-0.022113110189695872,-0.02405655651771229
ADM,-0.02043623309554586,-0.0471713682124332,-0.004598987534224524,-0.0016652954322117794,0.013682819771443817,-0.044710948424791876,0.07712292018272036,0.058667283413338586,-0.06237452586104552,0.010795010859597906,0.06762891964066123
CCL15,-0.039488904294155976,,,,0.02418157702399914,,-0.007029177355246981,,,,-0.020864249600223265
GNAI2,0.044413996223345624,0.004447768783438314,-0.052170280640110096,0.06203660998546319,0.08265415449296483,0.021622175027146598,0.04149942266378745,0.14951159019644214,-0.016933497625159426,0.013078630876883856,-0.008628243752859253
HDC,,,,,-0.02322406556464331,,,,,,0.019099906505084613
COL11A1,0.023386221874533847,-0.05387156408477797,0.04255186811702478,-0.03362578639480605,0.0015562926354982314,0.055278074618973695,-0.03816571823691533,-0.08889337371405451,-0.027669808239940755,0.013015543638267412,0.00619823913764128
NUCB2,-0.038950727739995444,0.013968914214219186,0.042067232044856885,-0.007910473135833158,0.027770516562586618,-0.03566097131361926,-0.013860494586272254,0.03620205741367549,0.049531955882555205,-0.002434938058649989,0.035221932344632216
CXCL1,-0.006060469728102387,0.029473028937219765,0.01346410196851584,-0.020369723181954673,-0.017360387059600885,0.14967146303402135,0.05994322840163615,0.039065888006404884,0.013156784216174902,0.008402594525809156,-0.043547403842317485
VCAN,-0.022386969763808,0.0021877713778413782,-0.017201692355723094,0.04170639206191076,-0.008912454203934226,0.10793988255925527,0.00043570625213828525,-0.018273044897823068,-0.052476478910801615,0.055891044149558644,-0.09065867828651974
MMP7,-0.007217051570183676,,,-0.008156457605277072,0.057762110212092085,-0.03774833610297329,0.03779596232472238,0.07030791798347577,0.06765232212985542,0.016080161539287107,-0.008345214644565634
PTPN6,0.035395779833251366,0.06402698516321591,-0.01866595493290149,0.014416157413543665,-0.015854062597198803,0.07120932785989546,0.029769157670317084,-0.017971055856371845,0.0660721253817237,0.06635589663128688,0.02708624907703816
PTGS2,-0.04574824317209457,-0.05346142513460305,-0.058903778389379255,-0.05882839960839326,0.08192822147418251,0.03619897976016399,0.1825191481542874,0.02518192007951875,-0.02211993094740454,-0.02512689994420683,0.03092805490699776
XCL1,-0.025936513960150245,,-0.021078758009461598,0.04719208442668058,,-0.011912955077584317,,,,,
CD58,-0.02925013555688014,-0.00741616062004269,0.05432778586845125,0.013004555401602141,0.005087669434943325,-0.0049338645683160804,0.10286632527712374,0.060301089067875714,0.07645442886206791,-0.021552918639844695,0.02233425328241669
TNFSF14,0.055419350447199915,0.040598964902262204,0.01691006737609317,-0.03659304168182201,-0.016956529988592445,,-0.05376506682160142,0.06007730527793083,-0.0304423325294711,-0.018477347097953862,0.056285970866906586
CNTN4,-0.022025204594467298,0.019549768595218904,0.006396904793687862,-0.02212776687655182,-0.006394475666082269,,0.007716426139769518,,-0.03300238646514081,0.0012550532549443236,-0.02394054272239317
INSL3,-0.023234329690551846,,,-0.016191384212136634,,,,,0.005683979980886838,-0.018477345312744618,-0.028567890250879455
BTLA,,,-0.021975306934616134,,-0.021654068751834475,,,,,,-0.027623721459258368
MFNG,0.01873269130663768,-0.01891820102791162,0.011521802051553554,0.015035570698420857,-0.019676061059723023,0.02036894833459724,-0.04639222546415111,-0.08888763045311361,0.009898267678855014,0.0045470663866413255,-0.006085502454960084
ICAM1,0.007015699640363603,0.010259639432849516,0.0296449841208539,-0.02639490164232443,0.05748970005451382,0.005035322248974411,0.08752680783729012,0.0841738040651808,0.03351297523639554,-0.019137831863025322,0.09446186500541474
PROS1,-0.0023253683646559573,0.031883401734457174,-0.02011451478643402,0.03489037639671185,0.0389705659671397,0.07007547478962263,0.09991079003623878,0.04250496348224531,0.06797649665865481,0.037537038031250504,0.01264374587133743
CLCF1,0.05126491591275864,-0.003392387523661995,-0.02474528603535582,0.07246225987788434,-0.03355205658050421,0.09808812667423229,0.08612976507138737,0.029767519456919612,0.03848264500787394,0.05346264300509294,0.02661376849752049
PSAP,-0.033965034873926436,0.031533584601977686,-0.004861609109139322,0.021373662530805252,-0.0398724632998873,-0.10669666919374382,0.08410782869695693,0.1904611177420884,0.07963295086189512,0.0508366147844681,0.035060789705876554
EFEMP1,-0.032936853905333,0.10640425603285165,-0.0331121748757809,0.03115359892471402,0.03565269159814317,0.04408443251897106,0.07249089064685807,0.1295060279685417,0.0470399062591558,0.010422113082654307,0.0076035064251327574
C1QTNF1,-0.006173782619005709,-0.027255921969061386,-0.023690367361319867,0.05163170288532813,-0.02263615086357923,0.043779579932166024,0.07954012031040196,0.15971909057336398,0.07757820909899202,0.05744100477086361,0.04188463214577301
ALB,-0.017234323744653997,,0.07613361648167398,0.036541958361596974,-0.019259036723795853,-0.017359785646456256,0.05465350550685148,0.09377168824138546,0.06195985867790232,-0.00589205425405242,-0.03230344296824466
CCL13,,,,,,-0.03308598859991058,,,,-0.020726182288467714,
EFNA3,0.006299406485203744,0.019782379227254846,0.12325425817500588,0.009818938465218172,-0.0420989725511527,-0.015335061660224296,0.07947083174552338,0.047144345716956096,0.023189871609420605,0.0309711262798204,0.040356377547488664
DRAXIN,0.012285918613437289,-0.023975781571174026,0.06740332845605895,0.054337543090553275,-0.015464061412897702,0.02985733010695347,-0.03523621252005726,0.07108127620420283,0.0191797980995251,-0.01469522501382963,0.0465845277172128
RAET1L,0.03916798065086366,,,,0.026494639190669324,,,,-0.01788811364025958,-0.02244825172596512,
NPTX2,0.014500163019644175,-0.019871150634783938,0.032629326905642436,-0.05026779674537415,-0.050873489442878936,0.04929516857137626,0.022379156440289965,0.23060987455547238,0.02422766253327414,-0.03973428990418195,-0.035015725779546904
FGF11,0.017035270439697076,0.05488915883794648,0.002465509903870484,0.024341028354762786,-0.02648750532600867,0.07525676463862908,0.1266933057066868,0.07473819941924274,0.045706601335622765,0.05897037215580265,0.004826061109524698
CD59,0.06231848452667641,0.0013174564363154812,-0.0020114734399337285,-0.05846465285468142,0.0095965117855403,0.07304801702269274,0.036519460131174374,0.019266797008905996,0.06599373478274029,-0.013090899614918779,-0.010302550374856586
COL9A2,-0.02345895423175796,0.046169968443478086,0.010929732287561651,0.05371335742425212,0.020911539119011783,0.03187336294556219,-0.008024237320859641,-0.07226935972127012,0.09131136498827809,-0.011612537488746659,-0.006216914887312803
DLL3,0.01636334621786535,0.04425741264557543,-0.009263603737944163,0.024395120509048226,0.006467051836023997,0.13477782942061065,-0.018010960267558464,0.10587376127104067,-0.029928360937204843,0.032626377141115805,0.05263412893259152
FGF5,,,,,,-0.023921308523618436,,,,,0.038524784880613436
LIN7C,0.012541039213343146,-0.02657713163619103,0.03731383967860669,-0.012639856070450354,-0.014959977456100206,0.044748226435867455,0.03438574777988717,0.004009747935410493,-0.018591940238373343,0.012467984688889629,0.08278420547843357
GDF7,0.015858193001603106,,,0.04046087187383234,-0.01695652932966166,,,,-0.015334562198586513,-0.015021003226184241,-0.04075072896741138
PSPN,-0.0004770440193143628,0.024851207904307348,0.01588171456017669,-0.00812281661034487,-0.05070091809735528,0.09602260450087528,0.05323765935564485,0.009410886166003829,0.036901196333696915,0.005588583860079726,0.014515842466659084
ANGPT1,-0.01570391743544717,0.057596561960786594,-0.008750843699161981,0.05449219547938084,0.03173192717796074,0.044071737197753355,0.1620556214475806,-0.015091748925680422,-0.040068424896449205,-0.05726175854717712,0.07472115686580529
PNOC,-0.04063694334647625,-0.03440721623136542,0.00877301723957903,-0.011584139134399336,0.03946590443469343,-0.017359785646456256,,,0.03274825981008587,0.06451839224109324,0.042373261016112475
L1CAM,0.024743113177608512,0.029969381571725413,-0.016436717927493814,-0.09364627348169602,0.009588782816109892,-0.020898872575398783,-0.052780099213543215,-0.048786154391696604,0.03870978788476814,0.015454744706907147,0.05646630861756325
APOA1,-0.020951899545065763,-0.02763229623427321,0.024148523289447995,-0.029189612688919613,-0.0274425147194024,0.020123093512178378,-0.004821684166506983,-0.004397165842451759,0.07800354195113286,-0.0030266632909443894,0.029383730393767158
PSEN1,0.011673191841679791,-0.028136214580970847,-0.034780489206842534,0.011995612869981909,-0.03106258972474726,0.02450445092673225,0.01641069255710255,0.05761166969510743,0.016359306555490536,0.0077102105439686664,-0.0018739313858950647
CALM2,-0.005539166351041865,0.011535436790590433,-0.013588961319015939,-0.026421950496591493,-0.03408259764559361,0.10743592879426159,-0.06646545169022981,0.06988595084638793,0.02018195027633746,0.015072843614038739,0.03849880785012313
CLEC2B,0.02542505168542531,-0.05598239424412798,-0.04814740621460975,-0.013313564632716563,0.014552653315423018,-0.008138529224932935,0.05910837602554364,-0.00014679300155600366,-0.06541458049024848,-0.0601028624654239,0.042924192094126554
NTNG1,0.01154666741714631,,-0.039772804988320996,-0.011408627075650036,0.027516667964425274,0.16642963967853436,-0.0038179224172075815,0.0014924293013644395,-0.01115090411822411,0.001071644573288324,0.033084653094019374
LRIG1,0.05611429743121016,0.033288366900228614,-0.005883964119006884,0.030819983236538052,0.038672758617289665,-0.04445728016652495,-0.0428219155207207,0.12773836449233275,0.021369970909027418,-0.055580355277517327,-0.005887790238559892
CPAMD8,0.05321576484879873,,0.0012445589665299993,-0.019818067330321567,0.08106230327958673,,-0.011092709496387855,,0.07735225614325725,,0.024793637292411345
GHRL,0.0034409350971197914,,0.015350775929696421,0.021816592902360047,-0.015464061412897702,,-0.0338291707575535,0.03877136378800897,,-0.0162481313362673,0.10703886292763715
NPY,0.040129138426540215,-0.01396750357478882,-0.03814955425791575,-0.04234656203382121,0.042926385447883984,,-0.03717045437449709,0.14939695176596898,0.06629789091855028,0.015659630221460337,0.013108665608605793
MMP2,0.024672182266880324,0.06147083408294673,0.02971148357008238,0.04614730638959515,-0.015459184290537668,-0.08952646852447398,0.08862182099711022,0.06103111716555579,0.025887350826876487,0.057325008578763735,-0.04269275980368367
PPY,0.01712451823786327,,,-0.01582779855017743,,-0.016057027609859633,,,0.01030893614966761,-0.021216479174176878,0.09416722759204475
ALKAL2,0.008790267721454567,,,0.022497035023923473,0.00905415126953193,-0.04093773632879642,0.011340334621738288,-0.033485783185835574,0.06960995122593536,0.03353068560058968,-0.028279502950178483
CSF1,0.008692796062072725,0.06555938942295281,-0.009252329734301097,0.02413944866594402,0.05423962269800371,0.08748614491351137,0.061132633942758786,0.17129923461601348,0.08594680970415941,0.009714217098296998,0.09206211798333161
SEMA4C,-0.012130204582128554,0.011023727615432658,-0.05125200584270626,-0.006736783848754428,-0.02539825582604123,0.08685183478192542,0.08802521129001652,0.08975343105030957,0.06427418210080627,-0.01417953856466622,0.012106819266565962
BMP8A,,,,,,,,,,,-0.02564121928701483
ICAM2,0.02778424774609051,-0.06627768731436866,0.041149540728900626,0.01641665939592651,0.014117039385236325,0.08318853513692814,0.07514937317136272,-0.08166289123207687,-0.024371780233349263,-0.001917012998300025,0.011473993103709678
SYTL3,-0.010984553727394873,0.054462418986314105,-0.006015243987849287,0.028917878807708606,-0.03483778553983002,0.012494222022660798,0.03764402802547152,0.028041188316210705,0.07831348968536621,0.02628183931071423,-0.0022959427829173534
IL1A,-0.046068152071688545,0.040403197100852564,0.036270072319486014,-0.038020076668626834,0.0037999820655273313,,0.06197667863356207,-0.01613453782054572,-0.010299695895143976,-0.023959269704389816,0.10703131988707223
HLA-G,-0.02785122178941729,,,,,,,0.02932893983617835,-0.021781800630093367,-0.02724275047729743,
PGF,0.01746913649721713,9.917909807197871e-05,0.0023756949474333516,0.05461423690695664,0.042685216250195716,0.10979622705711406,0.1351022460384292,-0.11964205582673482,-0.01852280358162483,-0.06434298733347792,0.02605474811163229
LGALS8,-0.035690233933858645,-0.009666033934271512,-0.061434808552144546,-0.036420664426953735,0.004130615081209272,0.03410028174547667,-0.01874939211615175,0.03929950624747147,5.808113535792398e-05,-0.016043920305159658,0.054525570227730635
DKK3,0.022880127064378607,0.02777775080126191,0.02056110037211968,0.022432527100420933,-0.0217187831795189,0.03460225600413385,0.0625520496818359,-0.19276329056023303,0.0534395471753343,-0.04828594900828201,-0.030766819635814464
COL16A1,0.04586224658199727,0.006749535789670648,-0.04479735737250938,0.06198514833681817,0.002156442117566469,0.078421593806336,-0.03888806029356911,0.027778182791735162,-0.02289242439563156,0.0065638460665626685,0.029500253572987394
TPH1,-0.020449870071760266,0.08386079972669318,-0.012578439533169708,0.08139294979630533,,,,-0.03474989339276763,-0.03810106145146294,-0.042542144299813844,0.005126043866437932
TNC,0.03404028884678047,0.001460704309078873,0.009419103991069589,0.03162604794890271,-0.002783725356929851,-0.09585360166865581,0.040482239757115034,0.14648701266846803,0.0770311445260061,0.07453507157882491,0.024093684690505233
TNFSF9,-0.036364302622593915,0.0536566785532187,0.019767010270535804,-0.05293024977659153,0.05241300027225183,0.013519969701750706,,,-0.015975054947672932,-0.023214152899892093,-0.040579116064696975
C4A,,,,-0.01401846650696804,,0.041279010528522335,,-0.01222333903580154,,0.08239373880066887,0.028770682714430177
CNTN2,-0.01251459090200801,-0.008406142272559557,0.029508956372305314,0.01831900609194222,0.017116847245042754,0.01719520974775613,0.028543221080239524,0.01659028785349039,-0.054058525749714696,-0.005343772490302811,0.05629667577208765
F7,0.014504352305755756,,,,,-0.01735978808246729,,,,-0.015021004678678548,
LUM,0.005314114619114588,0.06076275198487492,-0.03818958182914629,-0.003062446341848801,0.08238474860255979,0.013052633247016146,0.033286368445500245,-0.03762791375481298,0.028428744679342907,0.021844151286952773,-0.04532815945856739
BTC,-0.01809976093898866,,-0.003227300378235444,,0.03509683990461533,,,,0.03849189617756708,-0.01453611614658756,0.01161652507965497
APOC1,0.037905483861063745,0.0006398863946275182,0.033856333953083816,0.01315986408847899,0.058030791500057105,0.08604994745519444,0.07077436931768694,0.005843154122450012,0.07005530970697309,0.04918901432649894,-0.0006503571444964313
PKM,-0.016008945622838697,-0.03210818185736081,-0.011711986028691258,-0.03960507475518914,-0.008163162158833736,0.07857470944315793,0.02108510595472216,0.11391996512136222,-0.04965253755349911,0.09123303108409565,0.05816807872259652
TNF,0.049702679541232773,,0.015285063390248573,-0.042044075820890106,-0.022608116021655265,0.07000135469155826,-0.0474026547694733,0.08487705999763795,-0.0178881185192466,,0.014421446174533024
GNAS,-0.007896812727473232,-0.046382721958330146,-0.00467847348094276,-0.010316564186840127,0.017799498301343534,-0.11279283273301659,0.06917443033369187,-0.06874602320500452,-0.000958966162026744,-0.0015976514673508775,0.0023098312720503124
BMP8B,-0.03912552118213088,0.0048421555420107175,0.006300871288651867,-0.04034279177369944,-0.015011556656179667,0.013798896745057375,0.09933488830187284,0.05791888726235643,-0.004787640233140044,0.10478805223327933,0.03445539575877811
LIPH,0.014107506295967225,-0.032678389025740356,,-0.025371171240429997,,,,0.007996533106437049,-0.019943713211379454,-0.023854019808652465,0.04250031823078195
CCL28,-0.01655624141453576,,,0.02518513402830514,0.06321482339432362,,,0.015394492315964133,,,0.021100273279995346
PTPN11,0.020733286198347804,0.030955974977723014,0.0057843512818152925,0.03574958930672188,0.018029096536032668,0.044745901174918265,-0.032241727587347946,-0.03552531963304421,-0.0567734179432106,-0.011992023886902032,0.008798899510793864
ADAM12,0.038063522582219386,0.08441860240004567,-0.002379821631702788,-0.0008539257836133614,0.11775290533565679,-0.04183559542889877,-0.014113657351478362,-0.04415839647625324,0.05832893637754894,-0.031227659150417926,0.04829523247922105
EPO,-0.027477969625067773,,-0.015233928345073911,-0.004013429858959069,,-0.015784189195311132,,,-0.020713066550930276,0.03645386145611416,-0.021173121854757605
EDN3,-0.005794269839686497,-0.038547299140445766,-0.028879875670797858,-0.014498761065485734,0.014515255738696352,,,,-0.03981802672341844,-0.006426683502717817,-0.015490654439812433
CCL22,,,,0.05783784097291328,,,,,0.025187400483262765,-0.012609994394499852,-0.03271802170010443
CCL2,0.003641567361541579,0.06117459979864383,-0.0361509812652948,0.023484915529692178,0.00904331314965839,0.08473911777803256,0.04817780999647578,0.1359825418982691,0.044766593846183186,0.001606650997091429,0.018378912358283057
DSCAM,0.04495305124851012,0.02919828138850441,-0.04432923597368483,-0.0015092111478255774,-0.03385952521681465,-0.02322208963705839,-0.05740511639235975,-0.0213999004123916,-0.03082666344573172,0.015423487448641702,0.01109122872636378
GPHA2,-0.022792413695301855,,,,,,,,,,
ANG,-0.02120773140455808,0.017731560102330807,0.01901231536159446,-0.011936301270577331,-0.023208174913983227,0.03321201766938162,-0.006715316759638199,0.09678196133871945,0.016058767755214007,0.0166306602748756,0.028419148064346728
FBLN2,0.04336402420652818,0.029994169475611367,-0.015508219550196543,-0.03618301826344656,-0.005932921748371491,0.1128185575681289,0.06031806625339724,-0.026228323562712683,0.0013628768645257792,0.00036611035160199253,-0.0018495585585739426
VTN,0.03788994915182137,-0.038125397804863334,-0.015357561772002168,-0.009555269091337623,-0.02367638285169324,,-0.03831556697252016,-0.05084940987113387,-0.01456501083675392,0.18594709013810018,0.02564092075627624
VEGFA,-0.03533658834988099,-0.12628946193923904,-0.013236782873251637,-0.019591287120047877,-0.030100345948019493,-0.06131617418677127,0.010203565830525825,0.09311556329805948,-0.05871206358882571,0.008129655915665945,-0.022315993402839567
F10,,,-0.012655862564687651,-0.029105503326470935,0.040343898365901625,-0.0007265533881626338,-0.04156205495193242,,-0.02487570795112683,-0.024889778704984773,0.008604416533970332
SERPINA1,-0.008036230802262158,0.04440557818497773,-0.011854817110736741,0.02710054887366015,-0.019298411327479007,0.06777077137985339,0.052439390525352285,0.026165022904983685,0.029394517117638696,-0.0018096088521416672,0.02250203856945805
VWF,-0.00794237111316496,-0.006232829492646771,-0.05439666207946945,-0.011264159300399939,0.054864363958581214,0.026578609727621508,0.0629645947072917,-0.04719714874846633,0.05928983376261082,-0.04990327279793855,-0.033003853869917686
GDNF,-0.03202596996925302,0.05817545567678827,,,,-0.01641738180000719,,,-0.006629283202681292,-0.020123869275345877,
VASP,0.0198990411157701,-0.017701027846436204,0.004060806753702062,-0.015954600426045486,-0.006177662235841278,0.032214098913742883,0.1310921346823555,0.009682523033270964,0.04317078011715315,0.018446154386162966,0.04734843052717936
ADAM15,-0.004543285062586505,-0.06048882284178414,-0.025736510960537858,0.005891080101285997,-0.00467827262390918,0.07493001678078483,0.05331562666305727,0.0668863068794264,-0.03149573257580767,-0.031092695250096225,0.0016340206998122862
WNT2,0.0032862246959207706,0.10302623095281424,-0.006394157178707971,,0.008147828020491542,,,0.06750142500870952,-0.02127335689056949,0.027011271679138114,0.03388033813697101
CALCB,,0.07827962944689654,-0.013377056865827382,,,,,,-0.025194802684166632,-0.022448247297101945,
OLFM2,0.024120432470981806,0.016600209154307356,-0.016953327814275804,0.06639319785418171,0.01604929044696825,0.047711071105565744,0.043234114247748416,0.03466840388739133,-0.015486349044444908,-0.0009619304175431049,0.04947943918508614
MFAP2,0.0024317933685192783,,-0.03762466697598061,0.04304188973479653,-0.02863452146457276,0.09668397652594474,0.08449507206189523,-0.03080407348548762,0.049954811126048534,-0.03412850011057445,-0.04800640683551375
HLA-C,0.02169993701973488,0.07111798945581652,0.03416238525741791,0.00138228254872674,0.00868669978553673,0.10006599470084791,0.023796936845695914,0.11250319085709734,0.0168639566540934,0.09028665619127736,0.06611506544240578
THBS1,0.06430419473097665,0.010837302457963964,-0.021533247688891297,-0.009458621565178082,0.06780191898044684,0.08141163817932048,0.04338476914347345,0.10945361745718653,0.04005285756251422,-0.018787110606094684,-0.08153159996644188
HSPA4,-0.019044777853681583,-0.0028280739023163327,-0.013840579964765816,0.02929589771193468,-0.005221385515370559,0.0957268643570606,0.019928205944955403,-0.06508239272045276,-0.004432107695801356,-0.0444371567398357,0.04155376383115801
LMAN1,0.0017370022456637613,-0.04738176498004475,0.008721813783849841,0.008309850444695647,0.026204133220606832,-0.01579354084520417,0.006473525192223889,0.05146306547879901,-0.011951268689826308,0.00927420846116929,0.0035712665551247075
LYPD3,-0.031197067921446452,0.02601838188305235,-0.028421935395749415,-0.0217420009767273,-0.023526491729331477,0.030547262330353712,0.11836866325665824,-0.06119182458624155,0.0352456998288879,0.041252404885181476,-0.043908396180392405
APOE,-0.021902430059818782,-0.01730041289394963,-0.027720074242718693,0.05035421855336453,-0.008122435634157675,0.006114066378572539,0.06155707540261138,0.13136294444598387,0.016500721642251488,-0.04706694580097789,-0.03288954848137047
SOSTDC1,-0.01588379942531116,,0.0286130801799001,-0.031312929466357636,-0.03630736895909995,,,,-0.039194373078698344,-0.018709564653404023,0.061354092859326276
ANXA1,0.026330828942468378,0.006158919093219483,0.015271366401791055,0.0640209631102484,0.021454957568449822,0.0671358771257318,0.0671933420101317,-0.12116718632830961,-0.03641712362709585,0.0026041009880815517,0.0033180893741057696
WNT2B,0.004336409186525867,0.0495194208297488,0.016348654764255895,-0.023725277961927048,-0.033426182246070656,-0.02714182849513124,-0.028747841234749917,0.03089774567287546,-0.04797750875825261,-0.04127774209484489,0.020669761268285368
AMH,0.027338487467596574,0.023847918247960145,-0.024997846278428614,0.04742306102774677,-0.019970718469853065,-0.028936001895741578,,,0.004114677635587389,0.0062942018698062385,0.016801100831100958
GDF10,-0.023668566161599694,,0.039988277722673014,0.0038211082912825768,-0.041210737265901666,,0.06781032921811778,-0.02641066537402663,0.020483340227278223,0.02004651980964613,-0.05594294682362835
EFNB3,0.0014366376221224828,0.04820981811419458,-0.004694924823185173,0.008296732531246229,-0.00826551046613397,-0.032118415191514864,0.06885983381736999,0.021558757145522512,0.00891347042855637,0.01169092029117029,0.0344311510918386
LTB,-0.031580154106249106,,-0.0038065935830847004,-0.04009787732215537,-0.018843640095803756,-0.031212048987361962,0.006691579510084747,0.0059021969986706915,-0.03119774231007543,0.020046029094746926,-0.029949953183114077
ANGPT2,0.01776949116126051,-0.026228700902962705,-0.04075725779211322,0.007949523805425733,0.018419685621011046,0.04162408449209631,0.11892426478956417,-0.10797833183227369,0.09787524575791182,-0.02254196025461827,0.01637188981570874
NRTN,,,,,,,,,,-0.012796412833528368,
ADAM17,-0.02944908568961849,0.023069959966521524,-0.0022058372826370075,0.07180215804795445,-0.014042905470929793,-0.0010423540350094575,-0.022044612064304525,-0.01860313359436217,0.04754236062284709,0.03795140374714882,-0.015821959741292926
LRPAP1,-0.024360932871484345,0.11913716041253168,0.0057987261278969245,-0.012969080596694205,-0.04503123982085207,-0.00698409615960679,0.05276276907965968,0.09265478776722459,0.012224916075415423,-0.04485134236072166,-0.019591489716885166
NID1,-0.0018846066114631475,0.03237926758996157,-0.03622068206202672,-0.03151785687050054,0.033082031724971706,0.015696859602777,0.10548993467750087,-0.1158259219354875,0.01861972947670244,-0.020888869181108608,-0.0354030247178536
MST1,0.06290812446633916,0.0633101578103468,-0.014314902078427956,0.03608207075761989,-0.010533485536341673,0.028719259797758544,0.03285938705672144,0.015268467692335641,-0.016688597374852322,0.032971603113622266,0.045900053077832084
CCL14,,,,,,0.022794296660094,,,,,
IL13,,,,,,,,-0.08536299151495294,,,
DCN,0.040040115126696474,0.02195562528508156,-0.014612421050534513,0.018457867713878025,0.025436565392125205,0.006685357760712995,0.05020605169988809,-0.16041282905753432,0.04133125867534394,-0.012155634952173611,-0.03319442315734106
IGFL2,,,,0.0040075990928891,,,,,-0.020523200373574996,,-0.003704225398323795
COL7A1,-0.04976834643838024,0.0416772363341673,0.030778661709861866,0.021367897228358752,-0.036204007885266766,-5.455307972290809e-05,-0.013102364862740988,0.021132391150285607,-0.03867627526625004,0.033324231006354205,0.02047495736810483
CALR,0.02544766255371564,-0.000319607866184674,-0.008100295778915877,-0.02253018597753124,-0.003982237710162453,0.0016871220386103258,-0.064559569124011,0.06720409645113232,0.017710945344993456,-0.02297178635704035,-0.019422414407575948
PIGA,-0.04222457312366806,0.1019613700996762,0.00559603195737118,-0.03357804444062401,-0.034186775369099795,0.023032515729959954,0.0927732866340707,0.09704704937573284,-0.006698321702602929,0.03270892031601927,-0.028919764531880388
CD200,0.005535901004331214,0.11323407235165879,0.006945826268364603,0.028382654027766616,0.013342970000848322,0.04992972445000911,0.05828740280139674,-0.006627379327638851,0.09723247399852983,-0.03374826946938277,0.04695266938632455
GRP,0.0008058226412838471,,,0.03927688565364081,-0.0011393926314163512,,0.01719825053991489,,0.0633358773300359,0.0920101992172444,0.05639868506057904
CDH1,0.017729584848015973,,,0.009106020051368046,,,-0.0026707705816463993,0.030695168788078455,-0.0058808893010434925,0.052340723198049895,-0.00201819686493355
LPL,0.013414155369801653,-0.05654819810883096,0.023091709103407576,0.0007826111456653946,0.022008154690296357,0.004789136712637158,0.0556796527153203,0.10583377989709807,0.018968315869443173,0.0342521803438057,0.07064393584702808
SEMA5A,0.02934220601058568,-0.020970522300893545,-0.02898983455469343,0.04866876382316722,-0.007461784277631393,0.024505152755631393,0.032471224863906405,0.021693851881514806,0.04404809716032826,0.051756785209882285,0.026677931427542267
SEMA7A,0.030599882709413783,0.039128723155003375,0.03904239771713788,0.057075932938017875,0.01891743204591847,0.08555933552801477,0.044640007734485024,0.019888923358165368,0.03889251284872461,-0.0071781197596255215,0.03927610932071265
SEMA4G,0.010051637784347988,0.06254029844029646,-0.002253608827972929,0.05618643879497192,-0.010206559609236316,-0.007620647026866736,-0.051400121592311256,0.009310809876525479,-0.017861850600659465,0.023113393266047173,0.09139061048760388
SEMA3B,-0.01397525580986399,0.06894008950119115,-0.005618181617506893,0.035961902610455475,0.027639058345711395,0.06233898677809917,-0.005129361316002783,0.08602093948782295,-0.06119307401474856,-0.06446187473782979,0.06446887234817479
RPH3A,0.034765063197636774,0.029937408315656732,0.039802933594435284,0.02100930087679457,-0.027527979423405517,,-0.03936452322123737,0.031199375437886756,-0.005358276498450691,0.014801850802978278,0.11204230785131462
JAG2,0.050449989144641647,0.13473165016769667,-0.012738569974829968,-0.008373525282693152,0.08783696457296573,0.07786924687294562,-0.018348251481181736,-0.018269131542994865,0.02637349783193636,-0.04935823917462002,-0.0010652283574563996
CGN,0.08702743352657985,0.14515978322052828,0.0012502850842898855,-0.048750981729851595,-0.018708601718261938,,-0.018794314404766164,0.06081637071274073,0.03093413585881768,-0.03755959143580313,-0.03583939945797974
GDF15,0.02613955921534027,0.039013588558490214,0.01468223182817293,-0.02898190438346488,,-0.025262748523134464,0.02188712335259724,0.011636383290870153,-0.059153418773852044,-0.029963570038054537,0.04403763708006337
SEMA4F,-0.016884817739171464,0.09038844340173702,-0.0222002732201422,-0.0136056088126136,0.014750953188476613,0.030262485110907494,0.08926882669066716,0.024491179754160337,0.005562729745943424,0.02685482693944386,0.04138867185622766
NXPH1,-0.005342045757161286,0.040465766384573956,0.03131466481921393,0.03647677773901762,0.03764060063912994,,0.1447141647003664,0.09325028231904305,0.017048884600284923,0.06289568183937343,0.07650432542046867
ARF1,-0.003046074291586898,0.007332110457904757,0.038965792234447495,-0.009378603294484844,0.02413717236210906,0.0864873132576061,0.01413840794038231,0.053696052640375504,0.08628375242017693,0.031048590810041195,-0.0173137521144727
DSC3,0.002258093056702901,,,,,-0.0002498503340695324,,,,,-0.02117312828163688
EBI3,-0.03798082239662682,0.012887437026855224,0.05151122056311501,-0.0030270866989470526,0.048972488722136547,-0.023602515156358996,0.049253113090713396,-0.0021721870552334783,0.05326663797386279,-0.031953654593139834,0.07493836935647752
TIMP1,0.03490754777176324,-0.07156623862186484,-0.049082954942869246,0.009204603939401684,0.06488076870718706,-0.006720308085187104,0.11540461236866287,0.1912579358782616,-0.034671738613807804,-0.012073145968532257,-0.01549827333136285
