,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.040778959020920526,,,,,,,,,,-0.0429254010256872,,,0.03385666905656098,
BMP1,-0.004751466747410705,0.11887730576281028,-0.04072896974426858,0.04342713653243239,0.04164287559859085,-0.0029327513994202056,0.10435205189904338,0.3394098689554197,0.06603813464922088,0.0366527346012038,-0.040639169979234634,0.10459962110096116,0.10582017084846397,0.01455239664951324,-1.2155604084030329e-05,-0.013886501252198919,-0.049994685559769554,0.11855662807593155,-0.07090035716147568,-0.026980439933808272,0.020686752671212248,0.10946075530233627
NDP,0.04928978087787211,0.03765497398641957,0.02513177597941747,0.02703282240568033,0.026876840573002343,-0.0053385408644798914,-0.04504660025465775,0.011990977007217971,-0.02894489758705025,0.045933794465814574,0.005159714019423815,0.06625943864644568,0.08828857136331594,0.02540178135946408,0.08950321818312451,0.07344868533199825,0.09708525358893305,0.07548102077000544,0.006936927805261332,-0.03698566092957401,0.08995693909124285,0.04150923555731093
TNFSF18,0.01909661561602215,-0.04001332486598351,-0.04369474703052941,-0.01911590457073106,,,0.027423440596644724,0.10771129230947027,0.03678380794936555,,,,0.059244486572652216,,-0.03610092805587039,,,0.1597414949114204,,0.14413952760628912,0.01988800261597323,0.03915576936268
IL36G,,,,,,,,,,,,0.04085886944054575,,,,,,,,,,
RTN4,-0.007580180006793312,0.004141494737930471,-0.021312964774784296,-0.014036309500440432,0.0788195499455087,-0.01748743894775403,-0.09453691164720907,-0.44412644363601866,-0.03401023466058732,-0.07674646521355344,-0.03859557038937633,-0.14456123121522396,-0.0364590997823421,-0.1047701182103349,-0.0023349787122834624,-0.011315013835524941,-0.13827804748629519,-0.10899743230440351,0.041420117774746155,-0.12941855201652258,0.0332497352480961,-0.049266923655014894
HEBP1,0.07207888753821175,0.05956828054912251,0.01823803288885124,0.0328906943846757,-0.005489795516819415,-0.025403189000217454,0.03532405982547349,0.14784598001420776,-0.04104906907697038,-0.03200316570380842,-0.08194618522494987,0.05971674495923956,0.030169366914843537,0.026741458314072635,0.06526086368938655,0.02946423125248427,0.02576621595890616,0.02391070552230353,0.018345550090769235,0.07469425962765136,0.05145793944518232,-0.034680551133234025
WNT7B,0.035868132027738024,-0.030936905948771035,0.0484609455125915,-0.0058724672092100565,-0.0426153639114952,0.061984985983659126,-0.01328762433220191,-0.16386103478902062,-0.0075194852826847335,-0.028023290860571835,-0.01160149459815868,0.013722292022305927,-0.015856407732715325,0.06265819971465493,,0.010142619031482683,0.021670526361095954,0.03928697037826589,-0.020580943665433678,-0.038627728127201534,0.0014459073293789006,-0.01272997655326081
PTMA,-0.015191736650394905,-0.06179703764364899,-0.0493962931382533,-0.0002936181927162724,0.004874997791997063,0.02563038412496918,0.12676478048443254,-0.22125851833907995,-0.09476664552630512,0.06594443026763111,0.023242204032632944,0.08669459477506507,0.013972598335488081,-0.18114764735891592,-0.09143094952089867,-0.03173963005424742,-0.023461423779531452,-0.15554011663192052,0.019179757129416806,-0.0369164315377892,-0.07265763804516744,0.09461006269338086
FASLG,-0.034498647529018066,,,,,,,,,,,,,,,,,,,,0.033883146022328926,
CEACAM1,0.07133824635559614,,-0.06322177825075806,-0.022527925502269834,,0.05728508645812829,,0.1200606750172249,-0.012782708740503508,,,,,0.09802151672693148,-0.060826938488847536,0.007685595587708003,0.007306297131356037,0.034225798296820036,0.058501910253999145,,0.003380295553124332,
PDAP1,0.09329306647735913,-0.0481731313908241,0.060736763676950856,-0.006827588578169059,0.01225619169258728,-0.022369772567650225,0.06928165107662762,0.3072019629635117,0.008555950753362546,0.012961896468478572,0.08349494459361181,0.07544221656866464,0.04410943647900477,-0.07738284816049647,-0.02476472975633531,-0.023173957077058795,-0.07461607180830308,0.027103599779095,0.005482347096905986,0.0749072753949409,0.004500921511864488,0.012199431752780786
QDPR,-0.03173893200107986,0.05840584354339621,0.04616213279500741,-0.021880142420637242,-0.007688553013988743,-0.016263926621040387,-0.05990836039209719,-0.35007407584254724,-0.023742068548395744,-0.013530661296688763,-0.005174937724059123,-0.028710978917112807,0.03468951488441055,-0.009738499814233498,-0.09283961622324746,0.04435842813690356,0.1394308280456119,-0.10290839895849185,-0.03534460519726559,-0.08522777810401272,0.13257483618596103,-0.0893985883841782
POMC,0.010598100133908935,0.08383090548988724,-0.0350021392471307,-0.031753982773917444,,0.030193579474861,0.001210207526499574,-0.047525393243811234,-0.01885244410563355,-0.05295879886058176,0.0070068006391045354,-0.05454521128744081,0.03195530056599209,-0.029766472238558942,0.07448436620388955,0.027186666465209758,0.011844305259235315,-0.001455400526206479,-0.03636368199981193,,0.07059238491751385,0.0018022991433901542
CCL18,,0.08539544852540376,0.09168447686609131,,,,,,,,0.06550641696349455,,,-0.10616181329264522,,0.028138226928483764,0.06303646308690548,,-0.015407729656935154,,,
CCL17,,,,,,-0.032395145230822577,,,-0.034025532434082434,0.011791015728230592,,-0.023403112398277467,,,,-0.04430649488627308,-0.0398634027033528,0.07179008190807991,,,0.024908861642183165,
VEGFD,,-0.02954800349596116,-0.028217134218927572,-0.032266733518588116,,-0.013324760364883299,,0.20175785358867776,0.03233168520907929,0.003954006156515839,0.1666075924634263,0.04675770962499307,,-0.011775678586161251,-0.059258005349098614,,0.06729165352403536,-0.00768398691539812,,,,
TNFSF13,,,-0.028674153865065655,,,0.05728965002918235,-0.01604907307420911,,,,,,,,,-0.06036332942455662,-0.02257359465446475,0.12994401468995637,-0.02006914593316073,,0.015867477794526904,0.06947844946060014
WNT5A,-0.02443457096935714,0.054314468282146054,0.002209434482634234,-0.0019270935799328276,0.06064961945235476,-0.015268448913432042,0.09250381191065661,0.26603849663512347,-0.0009240987614129749,0.047919045943581595,0.030581536623724266,0.10366018597157226,0.12525024156612363,-0.008120794226022614,-0.03101475195890603,-0.019645653460825988,-0.015361860350807607,0.07223314122414615,0.0958661520409529,-0.05607889725511252,0.05258411248709849,0.08367612159671094
CXCL8,,0.04947905484425369,0.006946515290308274,-0.03021265675651684,-0.04182544062599918,0.012987984210299468,-0.022828765518734806,0.13422548076667903,0.019699103589812212,-0.0023286918959276163,0.04179391579549948,0.05768382950875205,,0.06543235572930269,-0.03434122253586167,-0.047508427097428196,-0.12842311130612347,-0.06534396968934748,0.008700111465182776,0.0016120526209499851,-0.027417626038346472,0.0026761930365617457
GRN,-0.09744423341827374,0.09747839778180274,-0.018544745896903848,-0.07402946581631897,0.0587899674514103,0.022741211658101872,0.05204261599333376,0.3116232422214578,-0.002676895167948432,-0.010603245197470624,-0.018972625173372754,0.030009571470766612,0.0300459469314437,-0.0017563683155388263,-0.14283289436411215,-0.0028384537585143185,-0.0077525402107239735,0.1550633814714714,-0.049278238495803116,0.12013436324461263,-0.037835278721622116,0.03253307594092801
MIA,0.040516050708084124,-0.01913365358379526,0.07594725366994472,0.07588841898655406,0.03323571646384803,0.0210413477669449,-0.003436548206183615,0.12977043808453337,0.08912739845197008,-0.03921535342074116,0.14802442769866384,0.047633706158634936,0.046398420978444925,0.1295365382301908,0.028708925853242105,0.11428504744384131,0.21962792307444023,0.11663127848536797,-0.10810425288566512,,0.08970619230337772,0.07735107850426035
COL4A4,0.026538156152108028,-0.01385457810069664,0.07864959624345819,-0.020568786773646135,0.023104596789552675,-0.015234958762137618,0.10373623325686365,-0.03916958689015036,-0.028301022297078444,-0.030743818680091854,,0.0855234421187866,,,-0.06475016138381967,0.09996104410616768,0.05269565308030863,0.008463671874671477,0.020012133546851295,,-0.026881615295131157,0.03346814301134081
TAC1,0.10146536857180324,-0.03429986156908539,0.0012338465322107553,0.017817905192709753,-0.00761052789462121,0.04072647300377382,-0.08666573660627933,-0.27131943037132755,-0.08688808737357265,0.030365278480786927,,-0.10414434199772034,,,,,,,-0.011382158541844992,0.048042462344439894,0.09071532888946171,0.0031983436418311665
RARRES2,0.05155346654231802,-0.033031630489796036,0.03607809031995691,-0.0072123551757936775,-0.0026434914621891134,0.03692285867905306,0.09785564336021321,0.40493630338818903,-0.11232565785632734,-0.028161589427088508,0.1308007319916755,0.12217636866143583,4.706371817568798e-05,0.12336265328092415,-0.03835062089168056,-0.03073271166201851,-0.0227577958566832,-0.013310648893026304,-0.018357854904989014,-0.015980680890984433,0.09683199982505725,0.030627350102050987
FGF7,-0.0003160291607310947,0.07605482923518289,,0.009736547348243543,0.060692583375529234,0.02379724207128294,0.034195482440236166,0.17116323571044859,0.043715327505464294,0.0068127357939910295,0.018268719845871112,0.11256005835388823,-0.029061371550861834,0.018959816364082654,0.09070019119533061,0.04826675783300867,0.09942222513276908,0.03208423886267892,-0.021097568909498075,-0.02159762448051564,0.09588461504917721,-0.023114087223139925
EFNA2,,,,,,,,,,,,,,,,,-0.016050650310574413,,,,,
HBEGF,0.014978302976504076,0.07393402256946566,0.0025524010988244345,0.014028972004584788,0.037736178654471306,0.030460898789317483,0.03837585157626796,0.14342708377204944,0.11832651884298422,0.039261210499284,0.10808955006627127,0.019502858216824525,0.16548706561253093,-0.05209216107498937,0.0912012432173025,-0.01176011775946709,0.04694054696840981,-0.011294658537519315,-0.01556513978190674,-0.012151307480226142,-0.0012812849813805438,0.1098656830299706
CSF3,,0.06601974525851359,,,-0.008558117702127492,-0.01931256697667085,,-0.011039895781458779,,,0.10606834594458422,,,,,-0.03918897798082637,-0.11049014771166199,,-0.05029414893226684,0.0232176145785066,-0.010341156918848614,0.017827858153568476
PI3,,0.09710556063804109,-0.05856194314351671,,0.027612476578674865,-0.031904002021542824,,0.023442670655547563,,,,,,-0.013163040254331652,,-0.023034866967794877,-0.17904910200873184,-0.03791101124775969,-0.09000747454429638,,-0.034830595871271776,0.08770499371606306
PCSK1N,0.047850101825172395,-0.03622421163129336,0.02225944469766556,-0.03138962423809785,0.002756737731124132,-0.05829069334891218,-0.043476748950817594,-0.10988469698592132,0.11205392851322332,-0.034751750538371866,0.041791405914757114,-0.10215671291207803,-0.03222511042119257,-0.0981180511405401,-0.09195677897913176,-0.050055181579204605,0.0010857056581700403,0.05148735048419656,-0.02570728140889506,0.024820820895417702,0.09943971285441344,-0.0976338174451305
NTS,,,,,,,-0.01864118096871462,0.05839889049332263,0.03836514568120503,0.01679620544233948,,,,,,-0.012443051133314825,0.004885908925499603,,0.061205678964075375,,0.09288756633560515,
SFRP1,-0.015689948648071935,0.010298979264146968,0.0231072163923474,-0.009560269813012674,,-0.033063549781409594,0.03340587382794244,0.028067954888130128,-0.030311273892687177,-0.034147345992800476,-0.035642621540361435,0.044061274629126984,0.04683498386536205,-0.005045183647378207,-0.028667251391580013,0.04330786691907585,0.03018047014019518,-0.01193878141404439,0.0195612746815323,-0.018703534392713505,-0.013410121105175145,0.0997682306692619
CXCL13,,,,0.0244082329764156,-0.007990057409977965,,,,,,-0.016090625999088577,,,,,-0.04611896057599992,-0.04283318260505548,,-0.010313097199902027,,,0.016382767556996188
