,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.007888608336407274,0.02505683777705766,-0.0163151244232334,-0.08691979496376133,-0.09641824629778437,-0.027858846665782217,0.08918442605075555,0.016871850245797283,0.00047575101165829115,0.03602069484429363,0.2606861474558473,0.02267145421969749,0.0678051418238995,-0.03514332402089307,-0.07039712737302649,-0.03656410271088746,0.028001009980513587,-0.02611791852327779,-0.04963699725665178,0.03806598218925576,-0.03387580047047167,-0.05639540454801862,0.11203504023362816
QDPR,0.03105544184963488,0.04745076947823923,-0.01317970635393752,0.03465410996442465,0.007111838132046258,-0.005079619991180979,-0.12534829071225065,0.04082988373697566,-0.006241075278361417,0.06820487957716251,0.2016015564384533,0.034594550884120785,-0.003560326253523015,-0.08410621707940062,-0.03311286576233638,-0.09774800545925946,-0.10530990422346832,-0.07070163059078431,-0.005181239285264355,-0.06515973058226346,-0.01038997051677058,-0.19458593185882067,0.02782083875137702
POMC,-0.004411172573498721,0.04197326466787017,-0.030462537004957796,,0.03966261729214501,-0.004477075786250965,0.08410098943393947,0.017628406612424444,-0.03395902130540927,8.487793401779195e-06,0.07428967126336923,-0.03081266083446386,-0.00579999222551915,0.0811910562440282,0.1635196450222249,-0.0776093282889373,0.039285784177046715,0.04014119976376574,-0.022412291154760608,,0.04303334035448672,-0.017178959368915624,-0.05780833542656734
CCL18,0.01564051463371549,-0.07724384934732963,,,,,,,,0.15321391413049884,0.4075794605287888,,,-0.03522669971665353,,0.05388502871191032,0.15346396017230143,,0.2036550670226392,,,,
CCL17,,,,,0.03750325903599771,,,-0.03254807128493098,-0.015627490478706357,,,0.0031582847603257407,,,,0.24398942251325767,0.20081416842286803,0.06206295762434659,,,0.010623814275229173,,
VEGFD,-0.00708103992797137,-0.012477432782259469,0.0161566762610138,,0.01312831306965424,0.08696135753475,0.03886524327751228,0.024881626531673556,-0.011462953256023641,-0.0415058155476588,0.19466192731550952,-0.01800092551617093,,0.04170646399481558,-0.06753208328986518,,0.018585892053010703,0.012328107686664685,,,,,
TNFSF13,,-0.04455475915809541,,,0.013269875906697405,,,,,,,,,,,-0.06918478665775482,0.013501090972485828,-0.0014897013996279843,-0.005271757318972659,,0.044364652544479806,0.012273440691892904,
WNT5A,0.00693587110258037,-0.0033330515551346414,0.05057599628517862,-0.013711902995740889,-0.026339883727225406,-0.0680776152631649,0.08487217214357952,0.011850318611770933,-0.012848685667598432,-0.003779156287751056,0.14892447475708426,-0.006689042799601062,0.0894321475535406,0.10935687025046115,-0.047051084332142716,0.09139632388280419,0.1675249123375233,-0.02335149831336879,0.08518349883689962,0.09996138719898098,0.019630953335774852,0.18609624944262285,-0.015178188066373102
CXCL8,0.1107389461215293,-0.11474454908046319,-0.022992455306812428,0.04184422861256711,0.15219185752507608,0.11819908950884356,0.15554898902020514,0.06303424399303655,-0.010674800497787088,0.18145822476792484,0.19395319963851385,-0.054121895224343894,,0.05514562627610186,0.031089071652837398,0.40653507551767376,0.37928137219239755,0.04010379338306142,0.23393975663119168,0.19508209867006976,0.04665240439702733,0.2910239207067652,0.12801344830209618
GRN,0.14784900117462338,0.0013403464747077445,-0.05790183487853281,0.06519230162953671,0.02235269749919294,0.07117349923532455,0.03844618590024664,-0.019151868726139776,0.023175266046821262,0.1508431483634132,0.04102352972784519,0.026442217647066574,0.045140123143056536,0.17791775825002143,0.12681112149261212,0.06345890421557963,0.14178885337273364,0.020386527032272346,0.10036618546460542,-0.010148285889271918,0.09936806828936029,-0.04931908286656385,0.02646872881591607
MIA,-0.05637452341904744,-0.016009690294290436,0.0383630441367133,0.0052793259510137604,0.032872789494820774,-0.006409036046193555,0.030131431699566773,-0.040523990457147496,-0.013036695253249285,,0.06321315744048589,-0.010941775924439592,0.012395891656063803,-0.07020441960398087,0.0619619844635753,-0.07690711212187105,-0.12683140296003603,-0.024559536568010493,0.09943333412929252,,0.06081571603662034,0.1023137670360849,
COL4A4,0.002314146197657661,0.003851548340486692,0.009771181228461878,-0.016985084730829627,-0.04451988926179915,-0.08304327009472318,0.04816210014283547,1.3207155209090135e-05,0.04604195496217253,,,0.004862984949084742,,,-0.03981438892467603,-0.042937616591342806,-0.09837407385859732,0.029336177711248235,0.04002221601056754,,0.012895974761971126,0.19041922364803748,
TAC1,0.05357651929029991,0.10876064840021062,-0.05344156144187617,-0.027551588057648183,-0.011232324804541905,-0.023484926095555754,-0.03899298850953282,-0.03571277724121841,-0.01697410389165249,-0.052085260470389846,,-0.03457387459836465,,,,,,,-0.044518030782062165,-0.06454133647331636,-0.0218988073948592,-0.08710832434303595,0.0288447687913951
RARRES2,0.0008905660439776198,-0.016721602552228997,0.06191747097760767,0.06465891763350758,-0.06226534611288869,0.008415345458000162,0.08157315596563725,-0.04135858152328022,-0.03060056910490915,0.08707149683309921,0.029438684099344716,-0.0015816299938814597,0.017583835916712944,0.0650027650155161,-0.19509843856958,0.3501236263443077,0.2578257116426167,-0.044837045046846484,0.09826707578736381,0.10623193847930226,0.03758084728449668,0.19529233027923126,0.04704630255727152
FGF7,0.04807781774102117,,0.04586989595540176,0.03351434023023511,0.08646093751171206,0.031120088440835594,0.03451417969650212,0.03367496698099906,0.056050301064916826,0.015153204401272512,0.1724116138319192,-0.014357274080975242,0.010270676127694145,-0.08812080212164977,-0.02504225731971995,-0.05940452778797517,-0.09706970019469464,-0.016036238548046085,0.08037529177151752,0.06128454201086585,0.0313071414225895,0.03597858162869667,0.020262632136228285
EFNA2,,,,,,,,,,,,,,,,,0.012218701427233294,,,,,,
HBEGF,0.15791928571995423,0.029297323010101663,0.030911614457156157,-0.023488901617557668,0.05495379355388254,0.07692123541612984,0.030589775284582895,0.05632759792475579,0.07660840165679557,0.08408171329827731,0.322547258104435,-0.06030911837500526,0.006122864907641443,-0.1810437995074025,0.09402127620474773,0.14606588028801315,0.127403515233776,-0.030218636324086043,0.12554721307897593,0.07624014292495941,0.026495234593585375,0.18146184408158209,0.11690964913838102
CSF3,-0.0024555814976086146,,,-0.02276900057515484,0.15276777788563323,0.1159639377440297,0.04967458524889545,,,,0.13362370299697296,,,,,0.44976495008312606,0.4584266924319574,,0.11179105825809495,0.09755497296864438,-0.033217806347086015,0.0933715619989698,
PI3,0.029157375733503653,-0.016422432581808036,,0.0015935212955345765,0.12194883226927083,0.11278060578868906,-0.0430543153772183,,,,,,,-0.05638873716165548,,0.3830021573039274,0.3744660494708463,-0.031778699412561215,0.20280211683254423,,-0.046985439056054935,0.05019647619748949,
PCSK1N,-0.008304438567642184,0.061543462707077945,-0.012395876367193305,0.004263845614503126,-0.06197879573094999,-0.08111539742406577,0.011030728779050784,0.0817395237557022,-0.021353540699656427,-0.14548289984506763,0.15519707042806657,-0.007990480514280541,-0.07367358679767963,-0.013600816746172882,-0.053533349203055386,-0.08653959161303562,-0.17032036867759376,0.005269327945013113,-0.048747962725733666,0.053354445444084755,-0.004529644995462343,-0.18899074231828578,-0.047250301819153635
NTS,,,,,,0.040796405448922074,-0.04699672501894195,0.004363071442344414,0.03953211456987163,-0.02118599660667757,,,,,,-0.07605017021132002,-0.06432714612225955,,-0.07370106879575702,,-0.04919104157951869,,
SFRP1,0.07185205755435731,-0.011892779701705271,-0.028566987489974497,,0.011145418695358848,0.062133235643901344,0.023457229821145956,0.0497512720501615,-0.01562749063608802,0.10861280210819267,0.12629547243590994,-0.019055140232184624,0.03742557800193563,-0.007210677995673179,0.09799386021038006,0.06802726895434975,-0.02705685392640957,-0.020623728065110494,-0.0199941835419966,0.03960049061080546,-0.021451899551895602,-0.014360332247731322,0.060325565815710996
CXCL13,,,0.048533425464370686,0.1745047340121726,,-0.00889129593351868,,,,,0.17228224613372017,,,,,0.11860167404191337,0.27799655312646254,,0.056563835027330235,,,0.17090792276730943,
MICA,0.0450129883487069,0.032214192411446275,0.028769813922127244,0.015302656343658308,0.05605647923332474,-0.011563796912555595,0.03855751155267839,0.03623239720461814,-0.005882907472982149,0.03279431789513745,0.07517882928669337,0.001103694721210997,0.011768792819520814,-0.06330666034119163,0.12805394663430725,0.04870881763246525,0.051699460614042965,-0.01744083422536386,0.005151502210884916,0.086462847076973,0.08395183046155173,0.1130144092127996,-0.05740763917028185
TG,0.033706140166056414,0.020604011847848793,-0.02331267978003848,,0.009026610895369205,-0.020132285402792587,-0.02830786844296349,0.0027776006975154437,0.039195066042496673,,0.042569605773922006,0.04168437904683893,-0.034666234515633346,-0.03665870836608472,-0.01928895216430266,-0.031453386152751166,-0.0315368412617749,,-0.028443113040129017,,0.10089501795291601,0.05990227660333763,
ADA,0.0037881799202631114,0.13046785812134176,-0.004850094929781296,-0.04492582890223911,0.05584773925230111,-0.001539432192978461,0.026205872284180334,0.05447662232350709,-0.018367613834529894,0.12292633019433748,0.2837371727355797,0.03189339194474272,0.03664252709078083,-0.0857616589841154,0.15429941117729096,0.050955490755834304,0.01629971433056605,-0.021579076376908524,-0.0007731107027946186,-0.002187509210759914,0.09905852679377296,0.06774772994123392,-0.05413085463992326
LAMC3,0.21255187121370817,0.0592806069723515,-0.0021706978594381457,-0.006381768936244926,0.09486937154692071,0.054744388953498146,0.04791697759219327,0.08045553888506023,-0.05141945292104102,0.012512743941250097,0.1849704615836006,0.07866730050703907,0.09321759408834165,-0.04119247290546864,0.2029281711771629,0.052440326875570896,0.020188220013954723,0.09363984915290169,0.1619642547116961,0.03229070984408479,0.12728506348313157,0.19334008758934226,0.0425692622993617
CCL7,,-0.0189939558403487,,,0.02982203376056033,0.05767364848984435,,,,,,,,,,0.1570154321630921,,,,,0.03850830686190613,0.0838728111991816,
NGF,0.07480274778333763,-0.002149644669670619,,,0.0018662775844660367,0.017637192374247903,,,,0.039513172329199896,0.18699914248442367,,,,-0.0028574962932812085,-0.005604883944045107,-0.062037433735854366,,0.026921684915922724,,0.06084928454394947,0.09756731144900907,
TNFSF15,0.0984454766463966,,,,0.05360118251604662,0.048143888642718034,,,,,0.10037565333655368,,-0.007939787359726969,,0.10172421961977691,0.035770123205691146,,,0.13390573581064197,,0.053381223591370305,0.06583377535772554,
HMGB1,0.0174047894276347,0.0888108147274562,-0.034367910272345266,-0.04072641500046754,-0.07853215132969261,-0.06274035224301718,0.06887388296856499,-0.010280002202998587,-0.04098184688237593,0.04426763020769756,0.3635440762640424,0.0653749751812502,0.07646000471985334,-0.036954152615125295,0.004928548700727203,-0.19798780349995407,-0.07493004715222566,-0.02098296547852162,-0.005372102666032274,-0.013022826980303543,-0.12476726578801238,-0.15008680351133832,-0.11879403419185243
ITGB3BP,0.04341075987968873,0.03308623339126384,0.04278022615881993,0.05942502071977596,-0.03928642125970352,-0.009442835714719496,0.045819533375664356,0.0499024995447563,-0.010469653764974237,0.023598380283471013,0.2058583494729051,0.021928720384667855,0.07923382589771036,0.043252482928418476,0.0007981121018963487,-0.028012574026554077,-0.018023311361049524,-0.009556126191716396,-0.03515185841701771,0.04374752942835262,0.042828935889868205,-0.03763990293566272,0.1199600877040326
AANAT,0.0018679374758328283,0.0002306985531283424,,,-0.01510961437139287,-0.02452742271493664,-0.03448996659363027,0.00861569956407038,0.008807444810412941,-0.03513197156344462,,-0.022530392769783913,,-0.04797392324598779,,-0.03540194070443332,-0.01914439594542457,-0.02366281824065206,,,0.045286872385062016,-0.0508668603432467,
RELN,0.032138638496174037,-0.01585368638858405,0.04152940274661128,-0.025641373581924212,0.030473953832739282,0.025960090014832366,-0.07699619934701199,-0.0006417407414821791,0.04647409168676585,-0.02447822898270852,,-0.024943089474107612,,,-0.03377368599718092,,,-0.011868510988673848,-0.041464561948714194,0.04498891571793769,,-0.0019311265707093782,0.02295467436303998
IL15,0.025698070939553487,-0.03554075323686913,-0.029699997376559744,,0.030041828901963195,0.001506816575948279,0.04236359243359587,0.08795154774414932,0.014275143424768618,-0.047223859013480585,0.1638176328781183,-0.02089589795616032,0.033062879997643874,0.06654991349269847,0.07326231557030216,0.021972747054002165,0.05718541341009468,-0.05761402563177472,-0.035541838336651393,-0.05375420356281802,0.06546821459625908,0.02101003831997563,
UTS2,,,,,,,0.06478165649545792,,,,,,0.05164920204496585,0.00397946807214147,,0.04656626705912846,,,,,,,
BSG,-0.13473829665299952,0.14148589588322247,0.013661411115994636,-0.10483468727760013,-0.03529662977055568,-0.043335668629826914,0.05432911765029865,0.013468835182039009,0.052379924699714975,-0.017540868097255257,-0.025099046871568494,-0.025552603998220905,-0.007758040830451826,-0.002071241766559641,0.019946225198277687,0.29651567616695257,0.22633871780389964,0.011006931049366092,0.07967824330535983,0.14210196634116176,0.11524136360221633,0.06990203508608621,0.020843801955446346
ADAMTS3,-0.013263823835144942,0.034564676222010586,-0.040962068580242046,,0.021547622404858607,-0.012308386032064689,0.10553591061474686,0.010997298716522672,0.014227272391703159,0.050988826576115025,0.09565660027180839,-0.034722238412080254,0.05435541879506078,-0.06815687596795689,,-0.05047379698510936,-0.13704975849113749,0.04377187142255185,-0.07429056598021351,0.00914690026781442,0.07982892108933755,0.036402105516991495,
CD34,0.06624518284266585,0.030443483414838907,-0.016892538954631255,0.035002578498732805,0.021836769699478294,0.08316746520218546,0.08529312602684024,0.00893086614809411,-0.012723443563513933,0.09744587244938896,0.22212338874348164,0.08532144277935379,0.050300301776588376,0.025696150229397082,0.13853205351253056,-0.052837642712201385,-0.017114874496653314,0.12475076717237871,0.02796220349122322,0.07416183748603504,0.11573096687570869,0.1722410074054616,-0.07589324695658253
CCL23,,,,,,,0.048227174925089114,,,,,,-0.030151619729080655,,,,,,,,,,
PLAT,0.11123166507756867,0.06815398936105892,0.05633847759324084,-0.05404578626273043,-0.053702988358623395,0.08468727632410998,0.06955202593266009,0.11355538937921643,0.025379927877494556,0.0859735100271353,0.10334570680587553,0.10385870791593493,0.08403426325985147,0.025138042173474824,0.14362121793936672,-0.16438409555799507,-0.19834210776863798,0.023783374467878964,-0.07292692744682298,0.0939974431792182,0.06070771141460649,-0.014380066129455941,0.12511141956361538
NTF3,,,,,,,,,0.020976545533331503,,-0.04246023589919953,,,,,-0.10956477516559658,-0.12475575105098527,,-0.02784437008718166,,,,
LTA,,,-0.01714421798763695,,0.06177163738677198,,,-0.02840106984550985,,,,-0.020895900535559713,,,,,,,,,0.06579948956984234,,
CKLF,0.11315198620097412,0.094432452091413,0.032291662128797624,-0.0215521827631388,0.02772707742035081,-0.040026752384283375,0.06670036948266704,0.012751808182785405,0.028774715252605575,0.03471153578055041,0.28273891035626375,0.051090757245949615,0.04665813408906066,-0.053255148622752865,0.06717148824338103,-0.1410403124166394,-0.1588191022064256,-0.02855618918055069,-0.044382710708333384,-0.0663766328794651,0.041127527644090466,0.014046793618715208,0.019698884093720295
APELA,,,,,,,,,,,0.09956318394763901,,,,,,,,,,,,
CD24,-0.06443090002877373,0.02667734944694354,0.03503759719724538,0.0297958344975985,-0.01492138344814163,0.008170161950066139,-0.02417713461441321,-0.03130458904987607,-0.014028989238894557,0.08409797122884662,0.12540646692227225,-0.01585074066587105,-0.036033981647766125,-0.031664245414852445,-0.17895188642781165,-0.20057797247260428,-0.259529478005045,-0.06805949353281904,-0.06761014361495796,0.10425169866260786,0.03611912273027025,-0.047519250835102105,-0.054962743388491726
HSP90AA1,-0.07814163617476395,-0.04601345946346067,-0.03416837716671924,-0.010248310377463234,0.02442289587550568,0.04973874405690871,-0.11803648921724232,0.11651259045754218,0.004007670950451255,-0.10846047938827168,-0.059611438870916494,-0.019995041363988914,-0.03880574262444888,0.09177522701814537,-0.02532300710108498,0.21554353604202467,0.26367908726321765,-0.032262531282137644,0.07812835958474068,0.006635537982697058,-0.14283627306854232,-0.11963200349162964,-0.03874437934875583
BMP4,-0.0955507644656895,0.0029363285834308264,-0.018173876061051208,0.0016400135386983117,0.02800728630838902,0.027856737306354913,0.03379587219082448,0.009804155801789668,0.004141108107794977,0.04725242853614184,-0.018546653607226467,0.1156543626003904,0.028886792249664558,0.0849154969899728,-0.010197971271709395,0.019180356400170837,-0.025669950400429895,0.04887070846802653,0.04712145906719987,,0.11925811186755503,0.04394979154513219,
SCGB3A1,,0.027449105945013645,,0.06101738278763897,,-0.04298599391497061,,,-0.010996580565641564,-0.0249683266989408,0.09826953019141335,0.008089448930177228,-0.015478781052259357,0.07151673064367853,-0.0001333353542103763,0.019156435213975198,-0.09838400349231777,,-0.004156697514565386,,-0.015049788221283975,0.03662259356016239,
IGFBP4,0.1699360797724905,0.0029832472041604907,0.01867632549234276,0.05748918112388552,0.04980460190389951,0.04499358807846641,0.10764698326370846,0.08177202817742485,-0.0010721600279569089,0.1679541304441085,0.20498759372589712,0.060609450411748325,0.03241425427400667,0.10449722132525734,0.13226774230174218,0.09762765294576597,0.22871959209596987,0.10478673518914383,0.23662362919252108,0.14813613326679465,0.12842670332219805,0.18578173994930788,-0.05978434485940493
RSPO4,0.019989724571347494,,-0.015667973306403904,,0.01992205873975117,0.03903965463629636,,-0.03303217324345073,-0.010996578957142896,,,-0.028985903722661487,,,0.07031887902222964,,,,0.03619774919498061,,0.0571381951685628,0.04210825833453279,
LEFTY2,0.045396124566643915,0.047840220073914745,0.020517865298087024,0.0500699864326859,0.04050177746922749,0.02583178296956461,0.0945231715623226,0.020391300140834272,-0.012057883317622824,0.02053798124052475,0.02064501957922652,0.17140366313381872,0.0055131091299551165,-0.07403058528446127,,-0.049465023588676535,0.024251834350505035,-0.0074363404983764005,-0.031500922897666046,0.09149962906712567,0.1291681827944437,-0.07662365536131523,
PF4,,0.04867013331332275,0.13386188442442926,,-0.029068698880009673,,,,,,,,,,,,-0.050185306785966846,,,,0.04481036963562004,-0.021214093730717566,
ANGPTL2,0.09783450750469287,0.05849687410092302,0.004248183767484122,-0.028092096992437327,-0.042952230142818015,-0.08396418713060422,0.06624694869728052,-0.07169395127008081,0.010101401876259004,0.0709733156477637,-0.2496082578120751,-0.0013205792235576937,0.05714956494256092,-0.052280443343768995,0.13058458115672308,-0.13670466916698323,-0.16997794711524394,0.0022895150463736547,-0.07883395722398942,0.036443796971179276,0.08451241541665976,-0.014991175623213636,-0.051933717196928665
LRIG2,-0.05498078802295462,0.011639975711269547,0.006421730837624139,-0.014971701755716812,0.010930707071860338,-0.08105678114147008,0.043410238551785454,-0.013910692524796313,-0.003805204579394742,-0.03660161914886744,0.10161103646401544,-0.024168411517948313,0.08014378619601101,-0.11155543814946313,-0.04269982082111048,0.049290332589671186,0.0521883898157511,0.05242858359507139,0.0587707452626168,0.10515400664929901,0.07638674421756457,-0.05342632571197967,0.05313089742878147
ICOSLG,0.13420541168335168,0.005081580732327844,-0.029089479343919433,0.010388139204374093,0.0031118433293963023,0.00955917168463072,0.059981359092873644,0.007513808355485051,-0.020869453338587036,-0.03550234032719458,0.0667253642701107,0.06304549051087822,0.042894036607781974,-0.02622110993067691,0.043528816266260525,0.039552834018609005,-0.04788382662540119,-0.0361463497868093,-0.009555677742631526,0.03448445690164316,0.1030181744321477,-0.004933946328496057,0.01615163797536857
WIF1,-0.05520999271984094,0.05895399075775437,,-0.039466537282150035,,-0.05505230835044102,-0.031028069068991405,-0.013801776904958206,-0.006391293183147701,-0.03289227432328952,,-0.029608095018153178,,,,,,,-0.044629747365955846,-0.05469955984104467,,0.01607209286235654,-0.0029365707640161185
NPPC,-0.06466107664889582,0.008548696013843638,,0.004507873175789085,0.03521251856463662,0.02384307630929089,-0.04506120040026831,-0.037579378974809764,-0.015282553654007297,-0.06972250048098268,,-0.05045997210638604,-0.02663999084998871,-0.049579941294806036,-0.1088452896725142,-0.005147976675469427,0.02537273909652947,0.004290740215991344,0.05145961053290923,0.03629220988312262,,-0.026936953949617745,0.05227027056192296
LYZ,0.11286921214029799,0.007372153523082207,0.03177103204881159,0.06500474756516429,0.01007282149969229,0.09135119265926174,0.056747516803596396,0.01197345374836313,0.03826160850366966,0.14944885884306516,0.274170843582043,0.09488471871052874,0.058831137721354086,0.0738557102198263,0.08231493162461365,0.025854302998798456,-0.056409730499898225,0.030324471197429714,0.05110604235548472,-0.013707746364100189,0.05568974934634992,0.03193060737070162,0.05810640543065733
EREG,,,,-0.030690936041136242,,0.14934632756709132,,,,0.06993380537812974,0.09661885761031574,,,,,0.2545737069658816,0.23127906635834514,,0.0777423949722394,,-0.07485740023113636,0.09157973385240237,
SPTAN1,-0.04252453684904522,0.18447021404651737,0.07362594125824187,-0.01834810981521801,-0.0841980181766243,-0.052105126495560455,0.0076945552284523756,-0.023536549848198002,-0.0004445355061102046,-0.18228519160001852,0.19404123751266608,-0.021595584587254604,0.026237027245476836,-0.0046500514098313005,-0.025305026982808076,-0.09062165120195022,-0.1539204907165594,-0.02958433519048648,-0.11715966202479332,0.0111487593380667,-0.031998483813703384,-0.08681264427679658,-0.06323563745366363
PTH2,,,,,,,,,,,,,,,,,,,0.013676857341049136,,,,
LIPC,0.024260306371515692,0.09524920322007144,0.004995338037602883,,0.004747234332225509,0.0007221105811923446,0.05693779038055106,-0.03319547497616822,,-0.026950582353274213,0.03308466446804085,-0.011000740516993913,-0.028248983317169414,-0.035745378777096666,0.026680863055818883,,,0.030818697194170484,,,0.13544242467143416,-0.03589447358226024,
COL8A1,0.1545756522247209,-0.010272568708216885,-0.025413326934738963,-0.02842751276182935,-0.010349171771292241,-0.02192867380789539,0.04543009954098893,0.04853578399170069,0.05507572697829257,0.10435525844213223,-0.22390023378706897,0.011263368229586596,-0.05114221189081256,-0.09610730772592552,0.11249282860135151,-0.08325753173595057,-0.009099897611798215,0.011570700661689953,0.06672951167032355,0.013453882757678807,0.03570603334537141,0.05553164376331456,
GSTM2,0.06662751904140976,0.036929358796580734,-0.03417266500041013,-0.03788723666764765,0.0033892378733325046,-0.004005874812581667,0.028544104484883457,-0.011827117021217717,0.05305439815421537,-0.004265722572427992,0.1519503373436528,-0.015139411520965913,-0.05546505371793359,-0.047716683849858145,0.047040914108919606,-0.07931364610805512,-0.07177485098464252,-0.05465308115543802,-0.04399253664568423,0.17836409972734368,-0.03284374535695658,-0.014055682028500764,
IL4,,,,,,,,,,,,,,-0.034169170639743805,,,,,,,,,
SPX,-0.09176761117873586,0.03851733800024858,-0.021876907531104238,,0.018677985228205678,-0.019467478653665847,0.027394405123412,-0.034285347597325065,0.014147992421267597,-0.07823755751915636,,-0.026298780589033555,0.007836438799297131,,,-0.03407115247915729,-0.002520266206169988,0.00013057030034051582,-0.08117620532214452,0.00339131117436403,-0.02675727135695496,-0.0022576620635676044,-0.03150751981750872
MFGE8,0.13155460959764848,-0.004820711210930919,-0.055988067350248194,0.03653028931521015,-0.014746787454630613,0.05648053797351243,-0.011381329459643869,0.0046777572133076435,-0.004380225970234091,0.0012155001644907982,-0.043590228927695894,0.04199356406092075,0.03049513462879778,-0.045340793158066245,0.16960788580181393,0.1528221949286082,0.18632253504197582,0.013850426826300295,0.021510847265995135,0.10915010593749101,0.12883987045173984,0.13769626896352485,0.0014225454439990275
TGFA,-0.051471842484986007,0.07440862849321918,0.06915620968392393,-0.020076919188979456,0.06851720850879278,-0.04709769715209294,-0.0032693626732862445,0.03305347715002164,-0.019332216057612886,0.10959114479388928,0.1312588183198585,0.029617148592340305,-0.029823719178728638,-0.04145398779886218,0.0023987036092888102,0.039979882176355105,0.019896252400104245,-0.04416464749943638,-0.0014832769806867564,0.10584515270627917,0.021733171522945485,0.13482778663338155,-0.01779369748797799
SLIT2,0.020422251713177277,-0.027390668317624028,0.04447122502552953,-0.018089568499893523,-0.02356828046164313,0.020072100219893748,-0.05822379084293395,0.0030279400916799985,-0.006813257406134998,-0.09651820570920473,0.11521486309794186,-0.0324242495773023,0.04387831663203057,0.094956990920013,0.02540070000379161,-0.024710384111924666,0.045311488031377765,-0.06525589827832097,-0.03822987861812214,0.0013255731588256317,0.05678816846229945,0.05871236460760443,-0.04701485336897685
