,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.07587077990442724,,,,,,,-0.0197126981592466,,,,
BMP1,0.042547287920491755,-0.03125160251344928,0.02833180043959753,0.05777876436193285,0.009246346843969433,-0.022870288237850263,-0.10933012107747776,-0.11959038452992113,-0.4713079223725856,-0.10481085920975987,0.014014748112386394,-0.09231459285900795,-0.2704291217357372,-0.013858380909089993,-0.015652000833862905,0.059102656017419916,-0.06951326401347982,0.04365016536408285,-0.0720740149079988,0.01609988925373864
NDP,-0.0445546255980178,-0.06291059228640833,0.026509769499853595,0.02511179738009477,0.049235672264218926,0.03470934289184701,0.13423418607474819,0.05793375611796687,-0.09362825189638513,0.04014367558249546,0.05387499483965873,-0.0919815616841892,-0.06577354754285682,-0.013690799883501695,0.0780420775027181,0.03635587062219054,0.01683724918290395,-0.027008299726753594,0.10598109622924852,-0.047210580529058965
TNFSF18,-0.020634606405676967,-0.04046774301712709,-0.019450891709658184,-0.037760817822813104,,,,-0.03040259537334391,-0.08973592245552758,-0.022103289465259343,,,,,,0.0043403365665820185,,0.022690080793170638,-0.09278538660896597,
IL36G,,,,,,,,,,,,,-0.04122818967490501,,,,,,,
RTN4,-0.0041349622130960415,0.3299618522954556,0.06792687670487585,0.0045306341223735665,-0.021012607363212487,0.11695602422604115,0.2351386995369683,0.32606654098579785,0.5804778026709143,0.18559589870530954,0.052264725491313335,0.3579905608360578,0.36663081929886526,-0.012381339129068632,-0.029432475305898806,-0.09311871903393892,0.08554749857948424,-0.09348731814929422,0.3096031316958338,0.12863329938698187
HEBP1,0.004234691167873227,-0.0916210813937569,0.02047010660728204,0.00918349704351801,-0.0037628619024679,-0.02845081145136431,-0.009233295035949942,-0.10158304322330394,-0.21756539503043926,0.0240134749992186,-0.00320570713294648,-0.11231773244257792,-0.06401508663901427,0.06446026957905007,-0.0032081344865453275,0.04401738591757264,-0.024316403067698708,-0.02879656245019401,0.0013430666323323594,-0.04740774646400445
WNT7B,-0.018178441949556687,0.425502043852717,0.047334482737426346,0.07422636137523594,0.028836891196992023,-0.0023747223328907125,0.09417243504147568,0.10358888812684103,0.3891835584297485,-0.016787749803778684,-0.0023644820807251976,,0.16797290376206025,0.0052415761436769275,0.07259888193775924,-0.0425103314736409,0.013633199389837347,-0.03505052086562777,0.09806893067622657,0.1330806397520692
PTMA,0.04853402501968898,-0.05884140482897614,0.011925337664670299,-0.015071384945325714,-0.024472289826967742,-0.031770842361357694,-0.2452917467774135,-0.3097482667238461,0.13204501745867567,0.09981931730205063,-0.031048595304087195,-0.46801081605459455,-0.378203630684237,-0.05930386105889503,-0.0030265265726160304,-0.1622089210895029,-0.04927064880223455,-0.042631287967995174,-0.17973850122683221,-0.18264632183757218
FASLG,-0.01817844708855566,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.02524093287454237,,-0.003603036668707018,0.05499490513614707,,0.014149179446271412,-0.03154585858156417,,-0.12315472891127847,0.03260853901967217,,,,-0.045571339142744804,0.010907792352321994,0.005763809328894269,0.03639406020214096,,,
PDAP1,0.022169920784601897,-0.1087153742166826,0.03404326303545986,-0.011155961253230495,0.014584406573059339,0.058458647516914895,-0.08597972442755117,-0.1065968685087077,-0.342702934498341,0.014856692981875513,-0.023535512616694117,0.006241132590708012,-0.2010011851325221,-0.058482764658143706,0.006437708675319213,0.03599816515240601,0.00904374860294618,0.14039191132005613,-0.060104366188792904,0.041371745330941144
QDPR,-0.07620711568046397,0.2152232426102485,0.09813277964156022,0.01175126622287395,0.020888733081021366,0.0714030701238525,0.26578231750742326,0.1239418641556201,0.2072537349327892,0.12354022361055353,0.06528303358266768,-0.33733717092476245,0.06773812651560941,0.060090014354441654,0.023373458110093937,-0.11768928823902663,0.021325467282106544,-0.06710765925075776,0.20617989042069979,-0.010450845125261034
