,UKF248,UKF251,UKF260,UKF275,ZH1007inf,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.01971269943520908,-0.019995969685651583,
BMP1,0.027418049311653307,0.02572644547199007,-0.04953348693888955,-0.01792946014716337,0.012902402293828993,0.050659544109298446,-0.035050193482686204,-0.03418497560539634,0.01674036618640007,-0.020409864472734324
NDP,-0.01625943870293711,-0.003394143022721551,0.022982097965578173,0.0838615510105137,0.07532275225662599,-0.051912882407409246,0.05577632615776715,-0.030929541089595308,0.030213086182405494,0.04352018307219529
TNFSF18,0.0023191357228703035,-0.012964975036536576,,-0.01262208878819351,0.0036768010731769605,0.08039300362480178,,-0.020329358977952742,0.06902682936507998,-0.005718011322473795
RTN4,-0.008209678582433256,0.055061572589726375,0.03262615508370979,0.03708846887319513,0.04516032343959448,0.06747679527502545,0.00852291141211502,-0.0009780803538409757,0.031984452494785806,-0.04796336893726742
HEBP1,-0.0007586890582387643,0.06677821280804795,0.006295055169385556,-0.005468369734775142,0.09948869526363754,0.03374285547122826,-0.010271260273953054,0.03770203303268117,0.04430854802556741,0.06120185337772277
WNT7B,-0.04544074121676154,-0.020473591070735916,0.006315840496776152,0.03990931272062996,0.07808001886694317,,-0.01230162013899783,-0.0037148216040940258,-0.04267971175023648,0.03332275724777336
PTMA,-0.007695382829176254,0.0767587474188248,-0.034600299478964286,0.025708315775415425,0.03744345815836042,0.11715999434046909,0.004341938422640603,0.057741778938604674,0.008715515114579925,0.06797168577301446
FASLG,,,,,,,,,-0.017342497686641985,
CEACAM1,-0.02248078357123195,-0.0157122497432056,-0.014122259450180284,-0.019851538652655713,,0.039237282601002316,0.029871602604336182,-0.029211166437514022,0.04356885019447884,
PDAP1,0.008737743384766109,0.03021194048752031,-0.0091670888952626,-0.0001885003772045125,0.020372836062168883,-0.045719252904366604,-0.06396932050336691,-0.024461232760970036,-0.04026115266630051,0.035025659007932676
QDPR,0.05148780806405418,0.012494108817130221,0.05307792568027315,0.027334364364993206,-0.046597340655069035,0.05544556405509348,-0.009343159502989074,0.041988062243062785,0.03883533977232057,-0.014099855640839019
POMC,0.030244522829667435,-0.016366837254368646,-0.0021926126835965223,-0.01464567369855005,-0.017567489331069375,-0.08872115550427054,0.022768123079708696,-0.03570784077754148,0.002126444763004988,-0.014475009564968713
CCL18,-0.028053893821931773,,,,,,-0.04272511048697851,,,
CCL17,,,,0.056230886882282366,,,0.007369266485542912,-0.025990055500863793,0.08835481841137895,
VEGFD,0.05827879867890242,0.03480444374055618,-0.013511378265607998,-0.016771984912050553,,0.03314532016826169,0.07386860783914885,0.04855030186602921,,
TNFSF13,-0.021170375244785357,,,,,,0.0322166260904021,-0.02787097340986082,0.007273005585088574,-0.03744055998289317
WNT5A,0.05310316336250055,-0.027703202345488776,0.012157902695143979,0.0425535210295268,0.02549915762014651,0.035381642876387724,-0.025429440610206144,-0.05165073920343588,-0.016554792304410954,0.05026233974588121
CXCL8,0.03235196212667938,-0.02107201607694905,-0.09116486444881013,-0.06468449323836661,,0.11877380409485416,-0.07817676157243433,-0.036900213378920986,0.06313273438581687,0.0598762917716757
GRN,0.010568749407367855,-0.051166531993317686,-0.036224939830842795,-0.002425058847149805,0.08634095805731173,0.08994995248155124,-0.0013562157974116272,-0.05426245899499962,0.02290896666922911,0.0034725599709711694
MIA,0.05023588759574542,0.04366591032829668,-0.04099819023739215,-0.030941506589915825,-0.03507568437795318,0.07155315797687277,0.06695604178067728,0.01957305066077918,-0.010458885441161633,-0.027055919124299672
COL4A4,0.0069021323576865575,-0.01490934668288413,-0.040954863052885,0.0006258788503903916,,-0.006638017033531588,0.0013262402102150932,-0.02710506179996293,0.09230136861605895,-0.016114420157480967
TAC1,0.028276829150378567,0.017694623663140483,0.08667470043681003,0.07655138448421334,,,,,0.05766037594863168,-0.028257036477982698
RARRES2,-0.01547741523089644,-0.01765827146974934,-0.04712210257268,0.039550568658708055,-0.001274045885550627,-0.005871088963086388,-0.05820320919431953,0.03188189699658915,0.03611495565748565,0.07235345385465715
FGF7,,-0.025400653642152486,-0.02587035989188439,0.03899201828151585,0.10830982050752168,0.021277719197979033,-0.03339963701135297,-0.04069408178946375,0.0010613962616292754,-0.035505601669674244
EFNA2,,,,,,,-0.016629180753545646,,,
HBEGF,-0.01595154107541348,0.03451581170810008,-0.035204937756042214,-0.03389685464679623,0.05080716956282912,-0.0707817118930396,0.03583597324924233,0.030995973274590197,0.002025716423745635,-0.025793252989086978
CSF3,,,0.02136289526586598,,,,-0.03158435750206505,,-0.016549709695458208,0.013531196710282986
PI3,0.029663263447550284,,-0.041447464255666464,,,,-0.07236328242928712,0.11640752015631994,0.0008847076637248069,-0.018181066029919493
PCSK1N,0.00718682890387587,-0.006349659340555329,0.017503669277290974,-0.03538406626378463,-0.028218623469755226,-0.03804389593455272,0.07804952516162532,-0.022367285613636816,0.013446980863501084,-0.02492788289734595
NTS,,,0.015290130530298632,0.041294441304768274,,,0.060230342860819824,,-0.007605138058215411,
SFRP1,0.049484309423277285,-0.00917693140301488,-0.015414142743429794,-0.01771644608220573,-0.026008249935950422,-0.04707888216896602,0.08940529340125193,0.037149545236536366,-0.006256808106666895,-0.00461540704715683
CXCL13,,-0.03799356788349419,-0.015275612306333888,,,,0.006102149937850794,,,0.048710992385979215
MICA,0.05893535776044189,0.017389389787523923,-0.04096508768043425,0.03707911536852429,0.05627479153787608,0.06562049098062334,-0.030447480893350035,0.004643768716952709,0.05757143653357673,-0.021305580571334273
TG,0.08309690101543872,-0.02136549387903714,-0.03269280523910485,-0.01585967294038926,-0.032368936038859666,0.03831646622761794,-0.024951790347607358,,-0.0322750906371508,0.0005826922586215572
ADA,0.014968720055277659,0.07444408851959836,-0.039040612948770884,0.0746497512320352,0.02256558579336546,0.016292356145653778,0.014483106912565066,0.0658575513775276,0.021556193849228147,-0.014711036643495308
LAMC3,0.05466842178697631,-0.028952500728686915,-0.0032309770150051966,-0.03368810744969844,0.06268051741794761,0.038176343013752834,-0.04188161418681393,0.05805815038344834,0.029943507630308775,-0.01746318299077626
CCL7,0.26679931156921216,,-0.02025264162608893,,,,,,0.007299561530943268,0.09333525796305522
NGF,0.014022899554831573,,-0.021617587014042643,,,0.19457847825374416,0.03231487789446072,,-0.017551598337537642,-0.049884400170963475
TNFSF15,,,-0.01499498713418465,,-0.02983596506714066,0.13139319212375494,,,0.07550993619119532,-0.017101844597549598
HMGB1,0.038898469028454716,0.05343635503584187,0.019089886132462205,-0.03280760437948058,0.02169890153749064,-0.03615872433618511,0.0039834393383174,0.00942375249861739,-0.08941783631320077,0.10994050439521152
ITGB3BP,-0.025457167243915134,-0.0236070006782429,-0.0074018067562261845,-0.0050113458754442175,0.009877109227228712,0.05385596046679544,-0.02578949810034379,0.08771489113202613,-0.01427813864439652,0.019776386496508667
AANAT,-0.0258898670544542,,-0.01351138019443339,-0.014262696559509217,,,-0.003501006438489408,-0.0321488648395798,-0.018349079247680235,-0.026876526258386945
RELN,0.04960143776884567,0.015308068551128724,0.009019145973365316,-0.031401853810321956,,0.04832111436016941,,-0.04020413780309803,,0.015472514935662459
IL15,-0.035827637412987764,0.020182757883421127,0.012415394060631345,0.015833402852622008,-0.05092963718000709,-0.042658861645237835,-0.007694943605206294,0.025606093837515016,0.007620073453850036,0.054109544262621906
UTS2,,,,,0.10804636260135896,,,,,
BSG,-0.03198184558608332,-0.008118580028443132,-0.05431832084098953,-0.036464069154119746,0.02684453554134273,-0.06619974455954514,0.02118653391253326,0.0058413512729941445,0.025490324225244942,0.01573929311381886
ADAMTS3,-0.03364235270290118,-0.01045525256226596,-0.04928210084247346,0.0032064712914389596,0.04546146133425477,,0.042068421327009484,-0.006606654574203199,0.028691065752474848,0.007688081390804512
CD34,0.006780017906582312,0.09496846866007017,0.018146206437629715,-0.0022454033903235413,-0.0332172154463838,-0.060018446131248133,0.02404769142949238,-0.004883472011639198,0.06359038723174984,-0.015173573813699937
CCL23,,,,,-0.028153500491623844,,,,,
PLAT,0.09323216571986029,-0.016034154539654833,-0.015211756879602833,-0.03708908481010802,-0.03393751803650971,-0.05394361192080068,0.12426703134068814,0.030919768502525435,0.05235995783664666,-0.07768090917009782
NTF3,,,,,,,0.12675367021244863,,,
LTA,,-0.015712251355563856,,-0.01373646319225087,,,,,0.008350984117477887,
CKLF,-0.026001592323864335,0.02567207435245014,-0.014261818144023131,0.04420297435795651,-0.0017812813698783276,0.056535649067087294,0.0434314463415718,0.02122378547406052,0.045614494686074314,0.055480826939922324
CD24,0.04255611999077711,-0.025469680771563922,0.014115945592283,0.006271776853745147,-0.05040891167706988,-0.08743583506972409,0.04217134777675816,0.007868948040262573,-0.004217557168907986,0.03602084883784979
HSP90AA1,-0.02080437723461584,0.04680652048132714,-0.005124388976507722,0.011686325173214596,-0.04467188151677915,-0.05110223076840284,-0.05020346715068628,0.04763636121120904,-0.06674271479025891,-0.04872138297959338
BMP4,-0.006756698262379494,-0.0166559074891616,0.0041663725833825235,0.07748250161828187,0.17062555528804768,0.041894459871878384,-0.04032658106320293,-0.034739835985643355,0.1039704392349441,0.010353254728660319
SCGB3A1,0.020674147685193666,,0.0068847523190372715,,-0.03474368135226489,0.027541457638033725,-0.00364135836660842,,-0.013290782250225825,-0.05400853533263285
IGFBP4,0.03640806348197456,-0.014656916170978787,-0.023417306324641715,-0.010594548295832737,0.06654135219310234,-0.004094464815190584,-0.01967703486877467,-0.03354846077144134,0.04921312296408077,-0.05511710233385923
RSPO4,,-0.025400648819840003,-0.0185709208312568,-0.015976342947181307,,-0.06085705627558899,,,-0.019104093602714083,-0.033890235008355515
LEFTY2,0.07084110074731528,0.06671618873844058,0.026704634703747846,0.03173905192052549,-0.09172196546357964,,-0.01912057014898832,-0.048526160657899206,0.0785045969592705,-0.058758690443968135
PF4,-0.0004576442571934448,-0.014292428126199814,,,,,-0.015241795452441633,,-0.024695089680139955,-0.0265481387504512
ANGPTL2,0.010657086966992512,0.004279126787775643,0.005830017091429279,0.006253519554823988,0.008744037367141654,0.04003378445794536,0.0693142114910085,-0.05474527686774365,0.03619188959028657,-0.028289604075348945
LRIG2,-0.03895480460814323,-0.0015235576415587567,-0.03383397229352303,-0.018855718244547834,0.06514446879292714,0.01225510653309347,0.017671486360536028,-0.007338093353236547,0.022665445759691986,0.01234104228660937
ICOSLG,0.020306690192996472,-0.040466848403209944,0.009438302074762366,0.013471534469792327,-0.002387586485213337,0.1045658593443502,0.023080652543283748,0.055684269041632345,0.032467213781973966,-0.03998697122794772
WIF1,0.08612574463815066,,-0.024370023621227,-0.012328565441752093,,,,,,0.005147663357139248
NPPC,-0.010040905319572043,,-0.03239554049370903,-0.01242565569755587,-0.024874583927199195,-0.039087110855328476,0.030278030312850805,-0.030499896883407616,,-0.03268193140210251
LYZ,-0.03994101671765264,0.026443694478681463,-0.010875688389547474,0.017098411979996175,0.06880234513065588,0.02154368839066974,0.027291827626155223,-0.028624634788994414,0.05505688751896602,-0.012440741296029685
EREG,,,-0.02613369192255966,,,,-0.0026511999235874655,,-0.0035106396147826097,-0.01392012044375985
SPTAN1,-0.006243041179846486,0.01806723105550063,-0.03446153587513323,0.020323916437454747,-0.059423319801310756,-0.0390310474353353,0.016360340978489377,-0.0035020234294875505,-0.02446486197135305,0.009801638106124003
LIPC,0.00801284969448574,0.07108803133818829,0.061429355508530736,0.006935700327887874,-0.026376949989878783,-0.019960876333612584,,-0.008844115843855178,0.0369849119946828,0.04124546695397424
COL8A1,0.0722544473689481,-0.03317516383192764,-0.025994417002218405,0.007572043423998068,0.043041460354358754,0.04207763710420069,-0.0052904319570637,-0.013610718479469625,0.05871013745739427,-0.006047075835489943
GSTM2,-0.007240650686998146,0.04070572454022842,-0.03640618780925431,-0.03798444112885678,-0.03790986804686687,0.09049443792174283,0.027946090733285883,-0.023927044717585996,0.0878907438475713,-0.010473901699240066
SPX,-0.027180879748185793,-0.022593587179203716,0.01159819395130644,0.009815770494198617,0.01202509460226444,,0.06744572536425925,0.022453132741555276,-0.03621666800405023,0.01881334265714928
MFGE8,-0.014797141409884728,-0.04361854014183119,-0.008147830670708255,0.04830745818810288,0.06770901645939341,-0.04347708677420877,0.027816501957694296,-0.01354693968803624,0.050523061930811033,-0.05181165490000696
TGFA,0.006135817170633723,0.057394954431653544,-0.0034449134904609813,-0.07410099124190303,0.03426976081403199,0.05856757594465269,0.008953065157963978,0.0452915271299612,0.09575785960625788,0.0007576730600815618
SLIT2,-0.004566395052062756,-0.010560959640126858,-0.03512587413141721,-0.026519579732453807,0.02035084994506954,-0.03149266403050455,0.0006837380742477889,0.0010546990918398167,0.011809802921496212,-0.017614584448570437
PLTP,0.0027706059581191498,-0.005058232463152658,-0.07437187057906788,-0.015026053116511767,0.047130185363969,-0.062482712318376134,-0.005372733974492272,0.04904952341470155,0.01367865693449982,-0.03754673052547218
APOD,0.025242734724558933,-0.009697831347236844,-0.006243619380208893,0.008085403021006781,-0.039187034441765675,0.053106645507701215,0.10042660605586134,-0.0008542545338560846,-0.014880203769759901,-0.09192161048086656
