,UKF260,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
ITGB3BP,0.026554817316508033,0.1545639889129834,-0.01876015971819989,0.01163576319185577,-0.04348328598074334
AANAT,-0.019823148219843018,,-0.06259743576823097,-0.018699643198316705,-0.027474825212036678
RELN,0.02706496137235107,,,,-0.038117705665892766
IL15,-0.014884095040546708,-0.02826165719244388,-0.021783873342350015,0.017010379706922502,0.023019776970418588
UTS2,,-0.023396288966746333,-0.059741855622462765,,
BSG,0.0011295195911803517,0.05926839446981354,-0.0451464637332005,0.025362401603933393,0.05066937465308172
ADAMTS3,-0.006474212657485119,0.08910670700682743,0.10551883091912614,0.06668506857639606,-0.034106361274841075
CD34,0.04084027244268265,0.04109789197712779,0.14433601561229223,0.019350876402370976,0.00097867660558699
CCL23,,0.07311927143690461,,,
PLAT,-0.048318223785772704,-0.04709932631696644,0.027067204965431687,0.015220778572000417,0.0710863195149667
LTA,,,,0.10541337449848096,
CKLF,0.01609087449494768,0.10543949733166261,0.07388495275132034,0.0561312754341881,0.0027871063344014624
CD24,0.004906979488597595,0.04011485640226936,0.056914020848439106,0.016707428047442633,0.025897465975277895
HSP90AA1,-0.043197159991609446,-0.060226867164226185,-0.05405199907919293,-0.11070398583632711,-0.1371514527764247
BMP4,0.06819625524616983,0.04677584451995549,0.19341565552625004,0.014234606141919149,0.017234030145515382
SCGB3A1,-0.023606922370067774,0.0539293120372864,-0.006598280103321069,-0.025057364608186437,0.04156368880336172
IGFBP4,0.0319657045441055,0.04599858646249898,0.11638442649449546,-0.008435475641904,0.0700182457391429
RSPO4,-0.027246225842171408,,,0.04371845260160462,0.025249677035186296
LEFTY2,-0.01561285441318072,-0.040678161297528034,0.1671338085924377,-0.016823178692553554,0.009263171486028336
PF4,,,,-0.025166895817261867,0.14175467100254913
ANGPTL2,0.02913857675971715,0.022846832608058924,0.017482373114298434,0.02390880741059034,0.0679586562274962
LRIG2,-0.031801600357976516,0.02153101444585479,0.002916415036135296,0.020834720185256304,0.006455440791906781
ICOSLG,0.0018933596022551907,0.039116976970576776,-0.11940630678221063,0.07503080249309757,-0.00854889353099764
WIF1,-0.01645171466826247,,,,-0.0063344980115892955
NPPC,-0.04752894164974322,-0.03508790073505899,-0.06469300362783743,,-0.04993419979350449
LYZ,0.044685703609601155,0.029812347915292463,0.09857080491849829,0.0033546776634589947,-0.03741434285589775
EREG,0.03126860454426619,,,0.05332256462846285,0.002735024338827063
SPTAN1,0.026668352874862102,-0.06668475009322962,0.0673460346180386,0.056905251460246664,0.03709611944944741
LIPC,0.0022571053493721143,-0.03720712698741778,-0.046641360568682066,0.059753788530273286,-0.029331550401550364
COL8A1,-0.027578066989575916,0.0032676057491099354,-0.020164093321131494,0.03783954623575267,0.080822088677601
GSTM2,-0.039997116616116046,0.02181581326350805,-0.06252224638877504,0.03534207093731559,0.02462434333463026
IL4,,,0.10651193727187315,,
SPX,-0.025791945239633914,-0.04651574324280403,,0.10312019820038176,-0.034499782385059116
MFGE8,0.00944511144040242,-0.034563739157354355,0.11741388095058335,0.030215489091393637,0.010412477443942018
TGFA,-0.009537577722022914,0.054069228967440694,-0.0408582685481042,0.03046859756109446,0.014660646843096753
SLIT2,-0.04418605130785349,-0.011132862101473979,0.07298141040572372,-0.013325963334010371,-0.03005619137473186
PLTP,0.03264207368191281,-0.012688054543033067,0.08370527537241446,0.014616144502281986,0.059085399185458805
APOD,-0.06130509432379883,-0.07502390921870047,0.056836187405925644,-0.0768347308222763,0.030834621062932742
B2M,0.05189647703551693,0.07019217490752311,0.1868556854148395,-0.02254143004351375,0.07687033290249475
OMG,0.026635650961820613,-0.049132434033196754,0.012174397949933009,0.14615568418207286,-0.07418302710544314
CXCL3,-0.05538908066547601,0.0037140090780324437,0.01842498059689168,-0.04594264116946727,-0.01416679509077043
CXCL10,0.03724986393706599,0.08883278136819041,0.022706160842252,0.024842984098152932,0.026891517607799394
RSPO3,0.028153504894891775,,,-0.01793547576661371,-0.013981790501881456
CORT,-0.03201467459913843,,,,
NCAN,0.01039533842799274,-0.1832949777202376,-0.036058015218213384,0.01614877948809418,-0.01639900627312301
PRG4,-0.018887136708888672,,,-0.030498574804263313,-0.010480790637009536
ZG16B,,,,0.05347448959757344,0.06219020266267985
TGM2,-0.012634470631551908,0.1234343861854897,-0.039830972876223746,0.008947468702911167,0.021916681435216592
VEGFC,0.07025625275921829,0.04439961940905908,0.09413315974199364,-0.05952104947971368,0.045320004031604674
WNT6,-0.012185870938072213,,-0.05653641755664917,-0.027008652983145188,-0.003234864121605053
NRG4,0.06930171326031437,,,-0.01793547777675263,0.023443433730502578
PMCH,,,,0.0368193648948475,0.03282101470886667
COL9A1,-0.04734967611785198,0.0956023917610888,0.03167719871263639,0.03649524710385056,0.057415831186057906
GDF11,-0.026597999661927926,0.024922301571862416,-0.045129477801633844,0.07909286649224548,-0.01940938806648087
RAET1E,,,,-0.01967509168609053,
IL24,,,,,-0.02803097483876662
SORBS1,-0.06222431226884886,-0.016161149773164483,0.01739634005534724,-0.003089983237509498,0.0440783287880085
DLL1,-0.004692118317420709,0.030645140189509913,0.12775127408305834,0.09789606240251585,-0.03834146503285698
TLN1,-0.013245409686517454,0.038014717168853365,-0.017541425923019195,0.013941339202640877,-0.016305291827781426
COL2A1,0.13182956219774783,,,0.08356206584446385,0.0464250778784447
SHH,-0.016503198382807897,0.11304230138822928,-0.08677704814226854,0.05565063830257743,0.009500155303969691
PON2,-0.022858166093968048,0.06124257078351316,0.09941203905388829,0.09089778761220663,0.0517382943033931
ICAM5,-0.011844897564155436,,,0.07122892773467585,-0.04036224926957234
HPX,0.019934630729774416,-0.03616158149715129,0.006853337677999549,-0.03078667801723014,0.0958276337716298
SFRP2,,0.02463565405472545,-0.04458471558250839,-0.0018426172779596997,0.14069161647691997
CFC1,,,,,0.08434532682700711
CD70,,,,-0.02736381204261477,-0.02321341275733997
HP,0.049279053940333696,0.06407044867320691,-0.005043946376730719,-0.026829513073907865,0.06548281962316875
CXCL2,0.026659914646732168,0.03763293989915425,-0.06312616659016207,-0.04293196000038742,-0.020754656580320326
NPPB,,,,-0.018193544726402354,
CCK,0.004354813246514537,0.041690775772004196,,-0.023601938955918472,-0.04221386772725581
SEMA6A,-0.03390456791723703,0.038850257522061664,0.10895066085202039,0.030901770576725177,0.034539681981772374
IRAK4,0.02434267376917367,-0.0773467743933427,0.013546332477960265,0.06770300264358935,0.022938800754927526
GSTP1,-0.047468672094829426,0.07913279275904503,-0.038917631465553215,0.03971719307521531,0.10025661806231559
VCAM1,0.07744330161736286,-0.02690218689882436,0.003600474617193064,0.08471806500986728,0.032545479082745334
NXPH3,0.00033055218510411234,0.05086471749291464,0.041891309905854594,0.03978771964660839,0.010918072896216047
MTMR4,-0.041661144231555536,0.0950678337944172,-0.02022249363949642,0.04707749184100584,0.014073657966527939
LAMC2,,,,-0.034664281978363576,0.010274008533312689
IL10,0.10373902473827923,0.008545847224855055,-0.004252048730215941,-0.0063324100851414895,0.0453058416182905
SEMA4D,0.0240598327088851,-0.04742654513293379,-0.02246805424961617,0.04409592415589445,-9.538459142034917e-05
TRH,0.06975422634549892,0.014907807356637479,0.04096210654212016,0.06169363582746137,0.029080555956001862
SEMA6D,-0.02109698595338402,0.08882035357663258,0.07438679270836113,0.039968837916060804,-0.0481789797257828
CEL,-0.032750962570810754,,-0.016122098513187615,0.06290898521411031,-0.023585442537455092
PDCD1LG2,0.012444843987473607,0.10888749534488854,-0.08424065241216556,0.026000676964015354,0.024100079992050508
SPINT1,0.014741137531347318,-0.027115939040185544,0.024048120157594943,0.026078949082780186,0.09537630437954984
CTHRC1,0.08677171513954329,0.049787206079720724,0.08467331287199996,0.0068025791259632325,0.046388029674931476
PODXL,0.028668127874550146,0.055262830440646116,0.08297676289591205,-0.0035065404290453494,0.09007810665372884
JAM3,0.037755555938145634,0.013393409063846638,0.06026250878053599,-0.02556163250476641,0.03459408796885886
TGFB2,-0.011783578216739449,0.04479922631427344,-0.005485654376190961,0.05303368845135288,0.08237093407483748
COL18A1,-0.005325596543964047,0.02169042070765553,0.13222247883706087,-0.022122140312608986,0.02396958331027624
NODAL,0.005765354917503363,0.07949234648961925,0.07651034106856866,0.0020809301509086995,-0.006976238213670335
INHBB,0.0037234536407657957,0.015218468793122155,-0.08256812653176154,0.03235420164827773,0.0860124490377487
LCN1,,0.035996251809678186,,0.05903870402488226,-0.0038312478359627975
ARF4,0.048040544005660255,0.11174186052765957,0.08745811472583334,-0.005300441648273222,0.04866121445873889
CXCL14,0.022715171335283647,0.023543243641343654,0.032138562765971365,0.007118277067767306,0.050601308396501524
LIF,-0.02858424735875444,0.09406112358795227,-0.07009437308597191,-0.018180007677813217,0.029366901666516648
IL17B,,0.01392105652210271,0.056046907400084604,0.025729037002265857,-0.02747481969433994
MMP1,-0.016600448372717198,0.13028487763034707,0.08278369477112864,0.049090223599288184,0.0019882016666105456
MATN1,,,,0.0260073080445222,-0.02503807907718427
ADAM28,-0.0035765294079339936,0.0639663660633936,-0.009275696210307105,0.06698130637429901,-0.01228035694869353
TCN2,0.029878120352102303,-0.040419262383072245,0.0936322326027164,0.04956080820721681,0.05704672761423363
THPO,,,-0.05653653164406366,-0.02682952124139343,0.10435146704004035
CUBN,0.015549210074119258,0.12237089333155836,0.00233790074628791,0.025102628056385037,-0.011274802016444055
TIMP3,0.001730720864898133,-0.015447089446663962,0.11303663886782143,-0.028117792042470523,0.06122598695645245
PIGF,0.023988832297822286,-0.02784689509478691,0.056208044092852086,0.02408849734565605,0.030075671655478455
CRH,0.06819458836138419,,,-0.030558037095329775,0.03210823860282825
BDNF,-0.0157594648904731,-0.02736433717925621,0.061524310365402575,-0.0015166802752995402,0.05335209818277587
CCL5,0.10555352629434699,0.03152277763795424,0.1428917553944571,-0.05077803022804681,0.024991404536041234
GAD1,-0.005119848489169294,0.05482399682513151,0.013161137107642844,0.05600296140932309,-0.059099671666925736
COL14A1,0.05219241515107893,-0.04766535486155199,-0.04195135249478791,0.04453354444523803,0.009582579925047867
HLA-A,-0.016467030470255262,-0.05929539560438413,0.0660204554345281,-0.035873622503669565,-0.035001369927792104
FGF18,0.00951987170020191,,,0.05911215579236641,0.011254186906961623
ADM,-0.020256625921203406,0.0323519838855974,-0.1541626225829325,0.017870252400374858,0.024737200733823763
CCL15,,0.046865889957788634,,-0.017673830718627017,
GNAI2,-0.08203537434544657,0.026252450329532415,-0.017336308131224835,0.010478494792823461,0.026518206912035103
HDC,,,,0.03357508904008665,0.054524537701589014
COL11A1,0.013700359801368175,-0.004838638351770501,0.014162114108854956,-0.033047469086056096,0.05958631911354651
NUCB2,0.014380017125923851,0.03379698594191409,0.0028295563878795995,-0.024189337692127753,0.0013999478565951214
FGF16,,,,,-0.0039809711830080035
CXCL1,-0.0058814668545506075,-0.03872805224097982,-0.042442015599307624,0.07356866802633975,0.02781278131815168
VCAN,-0.047132343248847845,-0.1548916925203788,0.11370695810432378,-0.07412472785509353,-0.0038617971875955807
MMP7,,0.1768520095331679,0.02715266900801207,-0.0013136916708332703,0.024812485267585036
PTPN6,0.01687768761959762,0.04934317576604557,0.02169653834223015,0.10867066949579979,-0.04154424405547061
PTGS2,-0.014573594337746975,-0.05021703623782098,0.004765739280263784,0.03209417914513479,0.052136359477468655
XCL1,-0.01765155186625905,,,,0.04932451842501764
CD58,0.051485497216272845,0.052864402550911765,0.09883667105688553,0.025137231423165533,0.07527900677890181
TNFSF14,0.07472093110471668,0.08394386318358418,-0.05479341627007402,0.0362986150038443,-0.015114632322844733
CNTN4,-0.03275381741137932,-0.02578989208079738,,0.025477260648430203,-0.011340075328501528
INSL3,,,,0.043197949482483525,
BTLA,-0.018402330438976693,,,-0.006087388315579969,
MFNG,-0.027080458196862625,0.045189640271014096,-0.04046616480826398,0.034035956505186794,-0.031321868951978464
ICAM1,-0.008153466648939988,0.036192563439154425,-0.02272932536296348,0.03473938996472989,-0.02807081734296504
PROS1,-0.0019423728069428979,0.055551662097255455,0.08425630632678231,0.03967677054489233,0.06337355432893632
CLCF1,0.029172980874781464,0.025333947981757695,-0.08237332160836866,0.01764302645030671,0.0026663437851749865
PSAP,0.019798581740142603,-0.04386940269621049,-0.006128450505340397,0.0657131675013969,-0.026739995363488835
EFEMP1,0.03582554268345856,0.011255332143337802,0.03408588677924056,0.01906139959537373,0.04824412045923232
C1QTNF1,-0.01997971457520833,-0.0040561371084498225,0.022274749527973245,-0.036442505326166365,0.05849845767908127
ALB,0.01574678832380197,0.019090239019430504,-0.06312626444095357,0.09905361015600674,-0.035449408952605815
EFNA3,-0.003729549512645924,-0.03142430924176988,-0.1149528266681844,-0.01797939338740517,0.002840411386387695
DRAXIN,0.010394048388958875,0.012350838481958101,-0.03872677200380957,-0.004221973073316414,0.05453651243615173
NPTX2,0.029739192987015266,0.024290244558334635,-0.06425543802351842,0.02665120109862537,0.01222504181377034
FGF11,-0.032577124600531054,0.05749255866387167,-0.008040964151883948,0.04977964354516367,0.011971776724497396
CD59,-0.014708067546454585,0.01644755418650717,0.1841107119443878,-0.01017684583787239,0.0030381734939046016
COL9A2,0.03413894761888248,-0.025038870002922622,0.11598153177937133,0.07786859761746834,0.047081133595018254
DLL3,-0.05216912974931536,0.0366895991180705,-0.0012504746003942173,0.10201040513706545,-0.00986576117553578
FGF5,,,,0.02333110634525904,0.0420100600928839
LIN7C,0.008374300839807171,0.016172195349370373,-0.08003505437438622,0.030207190926909364,-0.055622435268158195
GDF7,,,,0.01675928421083395,-0.03827402430587609
PSPN,0.03353081197975363,0.06305553350770728,-0.07247489304903544,0.07426009610784973,0.022185864062505598
ANGPT1,0.05344458467525593,-0.016534888640552046,0.02313932525069222,0.020232300001110967,-0.02219484892710379
PNOC,0.005287475185595037,,,0.041984505683730244,-0.059179473160787914
L1CAM,0.007505979220701016,-0.056300410214756826,-0.048623574227406846,0.02554521580891935,-0.05445230374107802
APOA1,0.07673017157649649,0.03959054897738668,-0.06455261048630152,0.01397120302650658,0.04785479268827756
PSEN1,0.04993942123805715,-0.007130573477228176,0.07570990483543574,-0.007663770854975841,0.012598962734726252
CALM2,0.01147633709725171,-0.020715445257676855,0.0752133020933885,0.050685400673187886,-0.019218655277089637
CLEC2B,0.028502670269061677,-0.023342891612207275,-0.08625502807109345,0.08016722352015533,-0.009910490296442007
NTNG1,0.0037715932095969103,0.10895373365204862,-0.04131349869887153,0.02806047720676958,0.05150374866287836
LRIG1,-0.01957075433362726,-0.017057479311550862,0.12133121899122964,0.030941819744538024,0.07054931484196025
CPAMD8,-0.022411522990262247,-0.03872804715728007,,0.0873793959622363,0.009801857470598002
GHRL,-0.027554695451005334,-0.052179062447959605,0.0669442649652154,0.06364634692478405,-0.02392344474613208
NPY,0.012383572059797716,-0.04522597247317442,-0.044821775252741156,0.037522808156049366,-0.03346358641671039
MMP2,0.0630875333502236,0.07040123124494,0.10680432125222714,-0.006486138173573299,0.053492016586380316
PPY,,,,0.03403923356745966,0.005287842133726401
ALKAL2,,0.0028298746067443935,0.17379962948837485,-0.015357192286993011,-0.007395420307081315
CSF1,-0.032034454267576784,0.05371619488116468,-0.13395740233695502,0.05327512091444675,0.03291665644901898
SEMA4C,-0.0301365676849562,-0.016224421550162325,-0.10436264897310206,0.022682649451436117,0.031533231839180886
BMP8A,,,,0.10988799011669116,
ICAM2,0.044304096117162815,0.09350108335660161,0.17623606584718876,0.06945949227456354,0.029579476011820486
SYTL3,-0.03111364656421888,-0.03314342705281119,-0.0009790501855748194,-0.015393919881375735,0.02572223893581831
IL1A,-0.04234185484303165,-0.039822040719976366,-0.022064424047397946,0.047094524444190426,-0.01977361025731585
HLA-G,,,0.038378093385378426,,
PGF,0.043071251258989536,0.058587902309683956,0.13719055895933313,0.06131530069932753,0.02682332386486174
LGALS8,0.03189351477574968,0.0869307181500507,-0.000934871507212062,-0.027375651252846515,-0.03487003281076589
DKK3,-0.02509528827963105,0.031561284189459096,0.1429912266059273,0.06619836238932965,-0.026567125392307763
COL16A1,-0.04217990561432519,0.03426963530523555,0.07396292077842423,0.07250786669717577,0.12239071303415201
TPH1,0.012475390180137717,,-0.06572213840025243,0.06817807975553414,-0.007404573903984392
TNC,0.03671901839691915,0.003092549937888925,-0.11806733780642259,0.008770386393840965,0.019751454942757568
TNFSF9,-0.03264253343447636,,,-0.034374034138821744,0.015989557654341638
C4A,,,0.056196592776465965,-0.02924975556458803,
CNTN2,-0.0140639482654933,-0.09183587124564115,0.16490988223111877,0.0302724377401026,-0.022416954870246884
F7,,,,,0.07949530576431699
LUM,0.07592644706526722,0.03542618753986134,0.09417348344920459,0.0028042487540725788,0.037433189032809164
BTC,0.047643001623043905,,,0.04769938158369867,0.0065271847363168704
APOC1,0.059861684418976616,0.07734865620412923,-0.004852900531080603,0.09841118002232947,0.03867146382169526
PKM,-0.012876138414676655,0.03814663272780611,-0.13524904363204432,-0.0013080459306203452,0.021394672229549692
TNF,0.08124302632457597,0.009431209119017493,0.04727151816318014,0.02104542349343592,-0.026108204219256904
GNAS,0.007524694863500672,0.10381922740462589,-0.06344845161364282,-0.010702241970263846,-0.009312620771246352
BMP8B,0.01135644923489203,0.08422692124571492,0.005115557320385683,0.058757392991904495,-0.06251933906805794
LIPH,,,-0.05053989778742459,0.04237191813260076,0.07208132818074554
CCL28,,,-0.020467833948153682,-0.016865890006295337,-0.03950056099769844
PTPN11,0.03751688552081952,-0.03324656795428527,0.09477128628153361,-0.040524443130775745,-0.09978784850097781
ADAM12,0.03312199862247113,0.012621876884452779,0.14340309094544845,-0.03553358064530941,0.0773980773877931
EPO,0.08672619429302283,,,-0.017935472332627943,
EDN3,0.03631988607656103,,,-0.0325886226448629,0.0924542299552507
CCL22,,,,-0.027715004759616333,
CCL2,0.02334596152212114,-0.0022722227729666637,0.09973061595760091,-0.0028513807300551784,0.0756930294225532
DSCAM,-0.007915993852442033,0.03496509042001803,0.07557178432032101,0.007113697249859775,0.04363256995536978
ANG,0.011173900064976913,-0.009543075631915525,-0.011327678426162231,0.023749356822964023,0.004497306047295629
FBLN2,0.09009371514511655,-0.010899062030147122,-0.06888357525405436,0.03334553218788848,0.04676933375411198
VTN,-0.023800796203743153,0.0583733286458423,-0.043880607708555217,0.029263993014328634,0.009989378050036524
VEGFA,-0.032113333804132574,0.02386640629584548,-0.1344906054108907,-0.08343032073081248,-0.011330830370543577
F10,-0.022206545623595374,-0.035628387851767085,,-0.01825013378998325,-0.01971684480949322
SERPINA1,0.0411105433152139,0.0935920073202481,-0.09835596491136131,0.01065938636910428,-0.01922802343472038
VWF,0.036526994221093734,-0.020282066878939208,0.06933978502688729,0.004679785507154082,-0.004784816808433245
VASP,0.008637078234343452,0.06792871693604202,-0.010634338448814685,0.008653862996521442,0.024153786730131792
ADAM15,-0.04205359000989315,-0.0021748605059016385,-0.0017456124006724287,0.021181601321693264,0.06529398316354046
WNT2,-0.01912518294295842,,0.027599567391219996,0.01985032555881798,-0.057906143201143366
CALCB,-0.01582898568669022,,,,-0.0402213091559943
OLFM2,0.03668584918722977,-0.049641815850173306,0.09868463093810616,0.07066390670487581,0.009383143524652205
MFAP2,0.008807916947723999,0.0904836931293047,0.049683782145011665,0.0100040759363792,0.10794413105126391
HLA-C,0.025458038378862406,0.08742632721195906,0.05858078165122638,0.07022462396393502,0.032180573533766986
THBS1,-0.016268631917440345,0.04911855585070128,0.08388956947597756,-0.06173972307445974,0.017961708233232728
HSPA4,0.024186774368658317,-0.05398271665176063,0.044085001669851256,-0.02695305188934001,-0.007036448839103182
LMAN1,-0.054413046333411735,0.027373127287141735,-0.004938224450346914,-0.03023912588299305,-0.06101558678760524
LYPD3,-0.02380079825160197,0.07832144883422318,0.11124549784390021,0.019648108052157543,-0.009534589913399071
APOE,-0.02202536450767755,-0.14772626975391073,-0.010229531213781336,0.057325132841334295,-0.04189544259184957
SOSTDC1,0.032694086944650626,,,0.09371827720151338,-0.030727716295867565
ANXA1,0.04681423051870626,-0.01306887119708632,0.11395111167134765,0.055455281670475254,0.05223507284436963
WNT2B,-0.0008600209027444338,0.03559916266766588,0.05856432634520314,0.011050503515347443,0.04867826512412153
AMH,0.022296422590647104,,,0.01610890476588375,-0.03767946871424052
GDF10,0.04561493504879072,0.000480871045609853,0.10172304368100542,0.06454529029532208,0.2429317043708508
EFNB3,0.05235333757261677,0.016870726920348352,-0.023552281301196288,0.05878292430806805,0.023564093275537535
LTB,0.12109907712969764,0.08548083477991023,-0.07866069599507877,0.036671553593263524,0.07555987006275541
ANGPT2,-0.01729945131791558,0.11082315607610281,0.10318644308629066,0.03723815842428413,0.03898346961839075
ADAM17,-0.011725608340458306,0.010533517670665645,0.011214057923168519,0.02607125624232238,0.016923991389571614
LRPAP1,-0.00782987623961682,0.08671095298477795,-0.013020360442849896,0.02529660933023092,0.06861527963482097
NID1,0.03432308366417045,0.04936082455979689,0.16880540744061603,-0.006946454523490389,0.025358527431383247
MST1,0.022634549575439186,0.005380450969743368,-0.08295831911447873,0.021209642225050028,0.03743655201705036
IL13,,,-0.020500286804259162,,
DCN,0.0543816572111958,-0.046046638070781694,0.11743994666286423,-0.018038548500369254,0.0703746568210406
IGFL2,,,,-0.02105184197121023,
COL7A1,-0.008175709036142056,0.10024307943978536,-0.03698752090667827,0.05485655886316456,0.07337754703103377
CALR,-0.005709604714745858,-0.006800326751025896,0.002496537603523746,0.02524981341434639,0.06389249683868399
PIGA,0.003406918846657856,0.12333626205256296,-0.010748385073343128,0.08710152540084304,0.016855777983771265
CD200,-0.016135053023770083,0.00969172885242218,0.04774073122554963,0.01897060234876199,-0.05682628212454578
GRP,,-0.056663297231822556,,0.018455554301761882,0.10621997909456651
CDH1,,-0.034141517780072746,-0.043540145049888256,0.04286526395319258,-0.02906740602568535
LPL,0.017608243710447096,0.179323419609518,0.022200038533695444,-0.005764951592427029,0.0749184895568493
SEMA5A,-0.040234161147453026,-0.10208430490538467,0.10591325809609696,-0.014727664296121337,0.04847118276642298
SEMA7A,-0.0007006804019840921,0.06189000290401581,0.018394034575681145,0.06629374869592085,-0.0019179795383977636
SEMA4G,0.007897972735216299,0.08229782695986504,-0.016036886786479153,-0.009970056533148813,0.053009832133655475
SEMA3B,-0.01470736104316066,-0.03742644198373074,0.05650182209903257,0.07022131683329673,0.029651826885940525
RPH3A,-0.0021977375313390764,0.09052518946288653,0.12144131888551969,0.12927715311298238,0.008948742238111535
JAG2,0.004751476616684063,0.05464622021957674,0.06983038950245232,0.030084763227084727,0.027578422108886426
CGN,-0.0016836119377276312,0.011738086019026393,0.01603829382380261,0.0331183475626986,0.003484841449335055
GDF15,-0.00641985631439053,0.11492783575461822,-0.032863189874044914,0.017616111135523246,0.0927019684389884
SEMA4F,0.021570211916122583,0.004478838446258791,0.02277592432057917,0.041808824050661705,0.07058602932248276
NXPH1,0.009359521495951066,0.0021199311361467157,0.05043406454497108,0.020645921580752718,-0.02535576130425147
ARF1,0.05045272348848159,0.01683256984365385,0.02039403015682085,-0.025968271381784928,0.020799485849958582
DSC3,,,,-0.01793547777675263,
EBI3,0.06169717826007101,0.07644731643687852,0.03859257903775645,0.022559987351634815,0.02182872274030549
TIMP1,-0.005513211154517949,0.09812861421848425,-0.07131339866951349,-0.04651948265798701,0.05136997942678454
SEMA3C,0.07373462469856942,0.0341822980694281,0.015948532902380012,0.08292754488729641,0.055488155759519986
GNRH2,,,,-0.01943553456622577,
GAS6,-0.04700975457421147,-0.028729234794694965,0.007188809710527017,0.057309343716550415,-0.04306033505535138
MEPE,0.017117903505494685,0.11524071652808975,,0.1274835600687718,-0.055436192671598106
SERPINE1,-0.014681983997617295,0.08789874730420193,0.012720582089008356,-0.10050636427294414,0.09394574654525255
RSPO2,0.06556323764134439,,,0.08702171131810735,-0.027187003297040654
SHBG,-0.03570385250122452,0.1377732665534696,-0.04316650648878677,-0.0028969939417961606,0.024175480418913542
LGALS3BP,-0.04412537122599132,-0.041973171924623985,0.028339678392926053,0.048411407784080096,0.03185552102749969
LAMB1,-0.0162274061818998,0.07765914452235043,0.051011408720913004,-0.018360299836268787,0.03033078714493088
SPTBN2,0.031965833799281196,0.07142629426784972,-0.035901302207427696,0.05931672016442555,0.036214414747145075
