,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.004391222412314662,0.01357846084758834,0.038121026709889275,-0.03511009564122004,0.007995213610083087,0.04181837985962177,-0.02746169963770684,0.041722981956141984,0.012590498094723186,-0.01766636078730269,0.03783312108044364,0.035948717322042,0.04102619791868192,0.047267396712530406,-0.008804820624966654,0.02328627294829514,-0.020620306061477293,0.0003242135700343114,0.09980010913324124
CXCL8,,-0.07424168245437253,0.0496324918820371,-0.011974377477950682,0.07038857137410895,0.04618053650388611,0.041321083030455855,0.05738976246574221,0.04230725747713562,-0.011155676201572248,0.10573196531808034,-0.0033133863900787048,0.056406876076456884,-0.04728173846184331,-0.036121537459865946,-0.06067702767669312,0.05570263083851197,0.0828066503446935,0.06760304829943553
GRN,-0.066836945021439,0.10623143681350751,0.07728005390657658,0.05486772841762972,0.030573197609246622,-0.0015177008562251243,0.0005482986289681854,0.10643718558152376,0.038840594507524535,0.022776309206721114,0.0007404479064914135,0.014074016800835107,0.0026256149052384693,0.004878079545565205,0.030630996594125364,0.008170705717372368,0.00933117800970252,-0.015233503673613044,0.057986854812925565
MIA,-0.02583321291333451,0.0035421014452384205,0.02531278928188867,0.004085690633707319,-0.010142051896050523,0.027591448230664728,-0.023250310576982753,0.06823783165674352,0.056401814183018345,-0.013623968992579448,,-0.005595952074009268,0.02465079183279598,0.005747014428450838,0.05358481101371875,-0.004697714721426625,0.030337175456315552,-0.0031425322438789313,
COL4A4,0.06090543713092121,0.02532987687571408,-3.511380596024447e-05,-0.03156649346891068,0.03240479464920381,-0.020736523102451453,0.02405271264372411,-0.023444239877429364,0.028365953127535943,-0.02288718442922162,,,0.01873972125406371,0.09272742949313396,-0.039190740528231315,0.07181035684046119,0.04664913026522962,-0.029182731143442626,
TAC1,-0.019736364524435678,-0.05406905275271038,0.010101324735997022,0.057659656435218386,0.022273942653184567,0.020678917724431582,-0.03842643632025912,-0.08508775933325403,-0.034600021238855805,0.08240928807077019,0.06353137618462826,,-0.09303559252581377,,,-0.03294842802793019,-0.01703349825643569,0.011970421665572734,0.008721317549032248
RARRES2,0.02070856488595197,-0.0056440481039993235,-0.04479386121430656,-0.008477227403857828,0.02009080211132297,0.035128266459157474,0.02628509892086473,0.0995958555337712,0.01026623425499199,-0.009015807111317227,0.04778902889829379,0.03335938633443488,0.019396160486386697,-0.027451179417349092,-0.029902405337268817,-0.03088848808465647,0.007944225482649616,0.05935086770052595,0.10441396631502785
FGF7,-0.04852416733886968,0.02396585546752939,,0.014770385712877542,-0.033129579293446024,0.013743712871832181,0.06028431680652778,-0.028993934842991426,0.08795580198539456,0.034447841223446664,0.021287266582626824,-0.029216148774962016,0.11632390209466886,0.020613452158742763,-0.022514433582465375,0.01265236434193699,0.02198423618520488,-0.005880837784589774,0.05449328517481012
EFNA2,,,,,,,,,,,,,,-0.015054781021979116,,,,,
HBEGF,-0.00624516437092818,0.10765609713510316,0.09829599873383221,0.028513205801119976,-0.05536218601833784,0.018786170246577555,0.058849077808521964,0.11303913844758494,0.10247866073970736,-0.03076407694847587,0.07364422921290334,-0.00429817893033509,0.06773196592989364,0.03081369515424751,0.03702955281704484,-0.0009386395302723166,-0.005429264699698293,0.03968748380930693,0.09736974040142614
CSF3,,0.025163810364240275,,,-0.008069743776823573,-0.03806260078288562,0.03112504178940771,0.05819922786046043,,,,0.02109074807002663,,-0.040717841961303486,,-0.027378708738878887,-0.007256745706018302,0.17698596000757455,
PI3,,-0.0274524134819369,-0.0005112616683931794,,0.05491597440256425,-0.03327366445331965,-0.01696302684469724,0.11663743547714521,,,,,,-0.030829069312001856,0.026029357478303556,-0.045892267470786764,0.007545009376960726,0.09107214683011104,
PCSK1N,0.054455584507979465,-0.004021799457662398,-0.038051461429311394,-0.04229029457468177,0.033474377624043095,-0.06538593704945522,-0.07871524457958023,0.011361770628442942,0.01193589694769813,-0.002976729237048625,-0.006468104309211755,0.025439273960103193,-0.08373214640809293,-0.02039623363416459,-0.004779696622234748,0.012805559180338941,0.02889836209550416,-0.08836431187583521,0.04861916274034942
NTS,,,,,,,0.07887361445960882,-0.030486552188909798,-0.007697821241582601,-0.0053000599463989715,-0.004015375005366682,,,-0.01834139382848984,,0.11102569032304781,-0.025087391618775944,,
SFRP1,0.0053210015639157185,-0.009394561254142293,0.03033323323889469,-0.03084978605121369,,0.0057913116956565145,-0.00450176696554229,-0.011447179603698166,-0.02363118811314131,-0.016331473868335094,0.006140067611686196,-0.003940217127436824,0.07277453361381993,0.015065518335687558,0.08990440796682707,0.009580793064741583,0.011265300312097874,-0.0030092410530648517,-0.01973385006215512
CXCL13,,,,-0.03029244882662944,-0.019502246902155372,,0.014272778917986641,,,,,0.023717677941449498,,-0.03868002411268148,,-0.009547768480114053,,0.15062483995792772,
MICA,-0.038078110440915566,-0.016686694535222545,0.07291080775437042,0.07171336812368707,0.03343253007640478,-0.0009833799234393948,0.03625635222273576,0.05967574318334946,0.05911097312745096,-0.003172085975343846,0.06813511071778891,0.07914601966983138,0.009334016301338297,0.03233134862463062,0.024049718698457758,0.09940305835080117,0.015556623578953,0.07431378889014975,0.07287923541143385
TG,0.058106418155524246,-0.016528553277406925,0.03051055846496048,-0.025121335331071613,,-0.02038896857555653,0.012346366081076641,0.020810889429408355,-0.031744988412030085,0.059020680715640234,,0.004251549851556795,0.025048567499534012,-0.02258943151540804,,0.027909474733067218,0.013176870155000103,0.04068949027730384,
ADA,-0.005202566897096948,-0.038991610341730175,0.044889319153303124,-0.038972004926142605,-0.042656455175320095,0.031556065967366397,-0.0030546588081526134,0.1259314393497098,0.027877506424366465,-0.019195033441234924,0.0414422432146348,0.11335352748623458,0.028371697745174233,0.017983958446992705,0.0009092173697347809,0.03858764661635034,-0.00814271222920773,0.05036885888699814,0.043424414587376926
LAMC3,0.04401403526355822,-0.056200457934394765,0.10693947877737414,-0.02891259650331701,0.05414467889451893,-0.03636602175250933,-0.05439851441849956,0.11051268238540114,0.021582541003755513,0.02197105585515123,0.05672007235982287,0.09795509337093465,0.012699114360293895,-0.0005210437336544899,0.05076395747567121,0.05306916451574759,-0.02893262924579906,0.026793878333399145,0.06915999788902338
CCL7,,,0.015037039882007918,,,-0.008460823759722376,0.05193684607502968,,,,,,,,,,-0.025869491094559105,0.09805935861006905,
NGF,,-0.024872361433826914,0.03894096574061372,,,-0.030900318963565276,0.02067993754852437,,,,-0.025656840837689206,0.025407248069335208,,-0.014852419437098686,,0.011352488168667803,-0.016937538907202246,0.055722483574077816,
TNFSF15,,-0.030770215249074005,,,,0.02625576247452461,-0.02081064199742407,,,,,0.03246604338922275,,,,0.09423900082385554,0.0873760178096819,-0.008159056002068801,
HMGB1,0.007099851292875965,0.028098247265837182,-0.04039077265441839,-0.003029584327003427,-0.0008977697598197251,-0.008903939030831276,-0.017782748552427032,0.08759691070353266,-0.052963649159017544,0.06564016230245046,0.0023302026538921557,0.05514019426351737,0.042094474538339505,-0.057976644580469396,-0.003836740086033945,0.03980108289750971,-0.018266858347297493,-0.05289418235672868,0.019139811225630264
ITGB3BP,0.013321851166108692,0.021066586355390007,0.01368171500852559,-0.02268379873767957,0.0260965332862191,0.062371688013899966,-0.01796562526241697,0.03735746313222013,0.05071263193005054,0.0370886103637569,0.08360906514133645,-0.0366509972150206,0.09539504120023021,0.024922276283277277,0.07304323482739733,-0.007473417747576251,0.007668798989223983,-0.0517237399085003,0.015229035974337396
AANAT,,0.0362110541294341,-0.028427300507718665,,,0.08408676666500838,0.05849689697479702,-0.022373477431175633,0.011883801594246348,-0.013623969750379392,-0.024121203641425226,,0.06774421173846633,-0.02025965773386932,-0.03147045285809689,,-0.027371000392171007,-0.026876533868079335,
RELN,-0.0189491603510034,0.013308842265244229,-0.03749774041885536,0.02916765455551924,-0.030246461383807904,0.002311806958302066,0.0281151003035033,-0.039698325439529836,0.00996936732938381,-0.028755507836515214,0.02825031594675508,,-0.015930507105486127,,-0.0013404559769156338,-0.02053622086094615,,-0.0017912970658798208,0.006719142640074446
IL15,0.06361495175904387,0.06785030403876252,-0.010169118104464882,-0.032004196877759065,,-0.032617734398816205,-0.048125108141368715,0.026753294993849475,-0.0008147007953018053,0.04232507936164907,0.04834809419240428,-0.0071856080108391495,-0.005296526544388259,-0.03673057103444533,-0.012506389649920105,-0.0019199230522299346,-0.06060480612792171,0.12218519465446886,
UTS2,,,,,,,,0.01953207879276885,,,,,,,,,,,
BSG,0.017526958837386756,-0.01610532782595723,-0.0006082452534031483,0.04246577183477608,0.06472703103302503,0.005637603750920065,-0.03079377958288289,0.05124046339410738,0.02163374820546387,-0.013577525068781581,-0.0039037832799541806,0.01890197197005373,0.06935846859065378,0.001838852851999353,0.07836220409709511,0.024718332890917443,-0.012003510370249595,0.041215494039602375,0.021590289483040245
ADAMTS3,-0.03613535422141701,0.03634619520086994,0.04925589581191954,0.05376292984958331,,0.08020132023476427,-0.022740313355516076,0.17322335283175183,0.0058447100415239305,-0.0077309627123818446,-0.038732985187789316,0.09462389567692235,0.004492739385714299,-0.004922490297041189,0.11524266513549224,0.03524707247105081,0.04462522943068691,0.036410530274285965,
CD34,-0.005157810760127655,-0.0043068921727921075,0.04669272087156531,0.10378042562152133,0.11384657106516474,-0.03501195074703708,0.014437092111811425,0.0921529065504474,-0.06357339791564458,0.019162703104624854,-0.01844686085495402,0.04247138681941016,0.0020638187369613455,-0.030708673613694594,0.07058543248204574,0.005871845364678543,-0.03311657069148705,0.0378947046725523,0.05669393226560869
CCL23,,,,,,,,0.034560746365949635,,,,,,,,,,,
PLAT,0.1399769915343851,0.030317629365115506,0.051793625958021956,0.010101611104553416,-0.04063622929798755,-0.0027095996132244704,-0.0005587345540744521,0.13203966077668006,0.04466381605431352,0.0012415761297798619,0.03204575091902223,0.011292506955242042,0.07178874238066967,0.01493898992702538,0.05128495738155216,0.024164468537210042,0.022558880453605646,0.01903313065795675,0.028775503075367248
NTF3,,,,,,,,,,0.07153229560153243,,-0.02178138445244784,,-0.06447976093433995,,-0.0021727227604331,,,
LTA,,,,-0.018474308964908995,,-0.02786368993736729,,,0.045861620725775404,,,,0.0022766601970033574,,,,-0.001631032837038314,,
CKLF,0.0732343661061805,0.03415793549369406,-0.005759758827604782,0.0259582902168185,-0.018112272034248558,0.018264234991250985,-0.01976650663225493,0.10854899360831087,0.004654487719250647,-0.01054757300061049,0.037349037360753685,0.04080292744175489,0.1229488601044454,-0.014114395244685165,-0.05315695471115645,0.03469765513855577,0.08253601645472404,-0.06007650471037413,0.05256113126323768
APELA,,,,,,,,,,,,0.02842775856405904,,,,,,,
CD24,0.04800597520139152,-0.019677586165465978,0.014535441559530734,-0.04725296313616365,0.0058183024753582875,0.027705101593128133,0.042207804054561704,-0.02419960246593954,-0.03344662448122149,0.03659313831765141,0.07006543786063918,-0.02186619389210407,0.05076397629240134,0.019516941259062816,-0.014105759290879377,0.013271899675651299,0.04020779035345987,0.026117036618209608,-0.061484634775538304
HSP90AA1,0.05445738657269552,-0.14152475567470563,-0.021261710111859563,-0.004389890806604773,-0.01231735466330328,0.033148384417740796,0.0026787572855421033,-0.13853187425270436,-0.015435396238463309,-0.005401025139299342,-0.009044813460225967,-0.03549536215013365,-0.11556608928487164,-0.03192148935845631,-0.004776281586824134,-0.10931107086745592,-0.08781951811525092,-0.014996278499641805,0.0847869629193007
BMP4,0.0553255357752402,-0.02970012929712785,0.03542003662541311,-0.019583850466900237,0.06272917534398557,-0.004562042634494285,-0.014829407564863005,0.014867107308182536,0.025872269003307566,0.002391185170813378,0.048015948103516636,-0.038821584491974336,-0.029822392053985108,-0.04986096253010158,0.019964195521225723,0.041239781081331896,0.0064554080351826556,-0.0745346150734998,
SCGB3A1,,,-0.019593575892126,,0.08326060446344978,,-0.022330880064048857,,,-0.01149195173626244,0.008359969105762323,-0.009974751127579907,-0.03200797503053535,0.05947730145292592,,-0.035307182920515406,-0.030922521846136013,0.03159275052287719,
IGFBP4,0.002876937439040511,0.03537588049410893,0.06846374642304938,-0.018382119589690372,0.07445496997737738,0.022348263429760543,0.056892608420048014,0.11954086062397977,0.004210607548772044,-0.025536292505635803,0.08087851823785716,0.03884669453924994,0.10354116079621237,-0.0184210704426197,0.057655375031609606,0.04518998156954994,-0.018841751710890607,0.06789409781152876,-0.06687836855219635
RSPO4,,-0.03038413949980671,,-0.02986583040123694,,-0.028150577057445857,0.002921286122591537,,-0.031978517062183576,-0.011491950055304533,,,-0.013095521995279172,,,-0.008364993546971762,0.03131600362459456,0.10068748578434036,
LEFTY2,-0.022631127536862125,-0.05089363020723418,0.09561372449094092,0.05237232578654684,0.03177629920557977,0.04799091483948972,-0.0211213647739336,0.12028354792778631,-0.004816460678649301,-0.012601063785278706,0.059946196567035884,0.09901268906960749,-0.019219721717039517,-0.017310293325606765,0.04927268457920945,-0.008826232727304146,0.018091206457104336,0.06658544843369406,
PF4,,,-0.02032518975908952,-0.016804894924791963,,-0.018967794030341007,,,,,,,,-0.013798749097689638,,,-0.03683723309469398,-0.026548146267165503,
ANGPTL2,-0.03976626090656265,0.014587200815066816,0.056796837236521854,0.014230580318542196,-0.028904869735720786,0.01690571349225639,-0.036965533598633415,0.11874395271596139,0.03888504201230767,0.03239756176886479,0.022858726966105847,-0.04303888354800134,0.0934499185981562,0.020286349022476616,-0.007350928379200361,0.04971330487828758,0.026843213555264485,0.00022010845818385945,0.1621987779474759
LRIG2,0.03987935266028144,0.055233091476561406,0.015777662985215834,0.019714630507144473,0.0043617310612131,0.03031218015723106,-0.0018737971814134988,0.025370033656772033,0.0379561944920794,-0.056571495182324974,0.025313285784353472,0.00289795031180353,0.09351084592965661,0.11636782357323813,0.04876182133945471,0.024310216929643386,0.07158264671353627,0.043116983652925905,0.007705301132863527
ICOSLG,-0.04508353409261916,-0.056098167796687706,0.04201831315069039,0.05660256176475611,0.004700029694074919,0.01714406804577874,0.03205579626153004,0.027780330876207487,-0.004494744178286257,0.032348276649628145,-0.028022381240997724,-0.014067901301088634,0.08148065043437006,0.011433227284895058,0.003225885840612123,-0.06317961317659229,0.036753174825180014,0.021842048279756863,0.034356948045769796
WIF1,,-0.04092025652014566,0.04053946777852221,,0.034436187602779694,,-0.04752122225761869,-0.04061872157742564,-0.012595656667937633,0.16407006404043578,0.03937525409815907,,-0.028159871393884456,,,0.045675804632289846,,-0.0046483817983523235,0.05322728581544599
NPPC,-0.020162509973703828,0.0355014978108924,-0.013489362290889047,,0.07982339332882817,-0.009088503901478286,-0.018986099473497692,-0.026470212564533836,0.0020259825476209837,-0.01597099825262333,0.023333676585013723,,0.06646012580256384,0.03753515737445551,0.005090786998695714,-0.0506289597254282,,0.005875047632641957,0.05491420531851521
LYZ,-0.07215461932984545,-0.0881412181407361,0.0854544575693855,-0.0008814019907705061,-0.06140303010314528,0.030219579835578537,0.004251698788450232,0.12528385534954603,0.03414296533274914,0.003812882528973332,0.0073355997991728875,0.02123090474604809,0.0065015882852186655,0.042250814457886005,-0.013976751609580531,-0.018413340564501387,0.029036654899689235,-0.10734076705234412,-0.003275417433336308
EREG,,,,,0.007392639677842124,,0.11507703902350402,,,,-0.026393391308825218,0.0384876385566104,,-0.03312290589705477,,-0.02961575679616353,-0.014772398797897924,0.03831230946748657,
SPTAN1,0.04371809223333077,0.023911133515114612,-0.04242485276926476,-0.019062875582926627,-0.030702045047189902,-0.009942199408416171,-0.05474567907433578,-0.03716419509630566,-0.017406335120009785,0.05223769478322985,0.013393911552595998,0.02252950889645432,0.0020613548956287526,-0.045843455846395965,0.07872908529421205,0.0019249359365302802,-0.03199858207109477,-0.06315614913510548,-0.041959971141229825
PTH2,,,,,,,,,,,,,,,,0.011533652759655247,,,
LIPC,0.0364066763846482,0.07003000142223592,-0.02488337463539709,0.02486957477976553,,0.00018457215089012253,0.03384803550011096,0.03405005440829327,-3.4476812997491736e-06,,-0.047270082783823296,0.017655543436774713,0.08002208822502314,,-0.036647079801230956,,-0.03686253646641394,0.036814524579675274,
COL8A1,-0.03899140102402474,0.020155007692256602,0.10527416236925703,0.03465090015900679,0.012367027122930717,0.008927425665322244,0.0003801675817963712,-0.03230677724328877,-0.009688184765013133,-0.007116840990803368,-0.011635052254294955,-0.02486517104873897,0.1457553266381103,0.06701288469062838,0.040380475440529674,0.02811628507210257,0.05046712772698399,0.13623800843405992,
GSTM2,0.02307629923028813,-0.004760674148543432,0.01626246610574397,-0.019118714810353425,-0.031835711697812644,0.030334114949812613,-0.014287923054898765,-0.018426425600020217,0.06873592922623749,0.021822531547040912,0.07647069116023841,0.012399386277304287,0.01245789824859092,0.027035955717601725,-0.03130499375835668,-0.05048139405139207,0.02452896876262691,0.06665056300989976,
SPX,9.022465010142101e-05,-0.024310022139770914,-0.0314159368655857,0.005914788239651322,,-0.001086644960346113,-0.01580629653862634,-0.019205674957955273,0.03879742408538915,0.028636189654949185,-0.0262043516158042,,-0.09936566224596519,-0.01713291074139497,0.01695435269013927,-0.016500885934091755,-0.00904751068597293,-0.06502574521920414,0.030634954696523477
MFGE8,-0.021900404033957883,-0.053359864463530256,0.06523238969646747,-0.0029293717716248908,0.028256259322462562,0.042117439725351105,-0.00024393555256713184,0.08923175757279157,0.007672167162155601,0.0018896601401404694,0.084019248602785,0.0037932066386056544,0.04661901616214945,0.0008722853717372737,0.043923401768125855,-0.0014039668740171137,-0.007828100898669855,0.04039462304063511,0.08841669883432901
TGFA,-0.05399951345949756,0.020666284052372932,-0.016791604555195752,-0.003198910336782678,0.06133988461279321,0.04913681099045727,0.04413917870991901,0.048051801845055725,0.049052913986129064,-0.030376980849195802,0.06139055327203941,0.03412348658633666,0.06123000808936531,-0.0019270584989938195,0.022881614397647812,-0.034876659933300504,0.04272415920575342,0.009327292103252026,-0.05379079964782276
SLIT2,-0.0032120084903441023,-0.05103423417534256,0.07623741290250073,0.012134312730046138,-0.02133838241284724,0.06738473843486034,0.042289698711442336,-0.009104293005970605,0.002525547384224048,-0.014077614954891217,0.004712129258613914,-0.005771575454840713,-0.04503712780834785,-0.0002741790295429858,-0.04438895954978039,-0.002479088663410573,-0.017145532334501445,0.026284371030079516,0.13399444673464606
PLTP,0.003847822027589402,0.04124506464992876,0.0050827191426989805,0.0036964535196077966,0.00861497926785226,-0.036163966614901094,0.05755340315974992,0.11419933185228673,0.03798319602692991,0.01596508000851277,0.03171340786829609,0.029028725228965404,0.07859418911799397,-0.060290555312673785,0.04977789276434362,0.010534897606404175,0.0023353611452101215,0.05645127795094507,0.08906270006186572
APOD,-0.04530954429430077,-0.04690834410368607,0.006351316350959818,0.02485702726775767,-0.02225007204547864,0.042527249264830855,0.0015952714466211393,-0.004957513650812622,-0.04412417441655914,-0.0469675221903391,-0.019754198481047407,0.005760034089261228,-0.03349801002586816,0.0013343927567359976,-0.03221292273189403,0.013996536849899543,-0.07630838385020602,-0.096233130822073,0.12990783597305025
B2M,-0.05972775090254428,0.09249707008747106,0.049537584204078916,0.030021643859318898,0.0017910109343384105,-0.00016959811646338676,0.023278297544912674,0.14010734377701334,0.021334918643899164,-0.013837406464337182,0.05213941080710944,0.0537851425150235,0.1162007127974197,0.031457369779612,-0.0020097491601819752,0.03478975394476221,0.00033635045514251717,-0.032854508250353964,0.0038850687691620862
OMG,-0.02409335536696788,0.025001447178252742,-0.04667383148929977,0.0010123023201848527,0.013701424219600725,-0.01887399344781148,-0.03337819930752392,-0.05981323555627876,-0.008053617175225064,0.0460227103567333,-0.046628576610766484,0.006365293259442655,-0.04107271404567459,-0.0010025778646734682,-0.01703630281334122,-0.0040022911952183405,0.025636125152909972,-0.04025933700609329,0.027276288730371478
CXCL3,-0.01840691305632284,-0.005711689408579197,0.06815167746688337,0.014685245349469321,-0.04000371122275334,-0.007972209803091657,0.03638492142327784,0.02681074833317643,0.024169985144766655,-0.012293957428835893,0.08310911195423984,0.047299748457233705,0.021766872716626664,-0.05861747272068163,-0.022161508058094543,-0.02443574405186303,0.025097947696722318,0.050649189731288256,
CXCL10,0.000814110660887737,0.0622511881261122,0.02079221514414048,0.0054572667160305436,,0.0006315295038777518,-0.020133669847219825,0.0952055760618041,0.04768089356946608,-0.018675421150054734,-0.04334550395948306,0.010488532483140871,-0.010743267453279215,-0.01850812274891137,-0.029856278517709504,0.06127199599318951,0.052998841154903505,-0.06149226188713681,
RSPO3,,,-0.0012351996989008803,,-0.026858222548988352,-0.022027392324921444,-0.02495294137979141,0.029503194148263377,-0.023843571115734687,-0.0007759001587010327,-0.028136247397074963,,-0.015429248961288796,0.0024242407841525543,,-0.001096265630342756,0.10484072173941618,-0.021875895769492455,0.14083105751518513
CORT,-0.022857127050202045,-0.03406597371343607,0.0705315685493465,-0.007635388451661793,0.023862956296700363,0.02353210348506082,0.05431674262648653,-0.0505852848429561,-0.02316181261325038,-0.0403919321109534,-0.044403274408956396,,-0.02633173170235848,-0.014439689594076219,,0.011796473494211781,,,0.03233910700706641
NCAN,0.0717653806446285,0.07158097216865357,-0.007693176242329949,-0.035797028153972725,0.01898382700894614,-0.03693929500815088,0.002901862515909457,-0.010898702471998227,0.025172136268823073,0.006795722419403144,0.007036005266165617,,0.12659457528376503,-0.009564900486316894,0.06644022076045883,0.04607192865372854,-0.009529508520861126,-0.06630252339620508,0.043989290735718306
PRG4,,0.09320081805055697,-0.029466401115452297,,0.005128921802485054,0.019198631573279813,0.003075941006077347,0.017443753493673653,0.014152916430700756,,,,0.0035643596337779277,-0.02130664561908469,,0.009727029637076369,0.008380919647725084,0.10129413828178566,
ZG16B,,,0.022955870733580405,-0.020221959765445854,,-0.02523202895099728,,-0.03436070613980433,-0.008284849400608195,,,-0.036021122154705966,,,,,-0.019949512129191965,-0.022648291538773995,
TGM2,-0.015288624538384293,-0.008542234788380346,0.06915762838079964,0.07203870618279615,0.054818244720310265,-0.020885828072467482,0.02395331385639549,0.13497687940494477,-0.05294542691284881,-0.030283534480581208,0.05861174826009235,0.02341580479921851,-0.049301359706398276,-0.01610410646336358,0.04821492368245505,-0.026468245928378202,0.035931228692090846,0.029025567385775705,0.06713786441924534
VEGFC,-0.022857128521900236,0.03693255747234085,0.010621556316031948,0.023808684290231075,-0.03993589780738888,-0.03132567274890648,-0.0013806781548276834,-0.04195988027825136,-0.007604058737593162,-0.015768787292714772,0.04000225605877275,0.04745354251889017,0.0010401004809992452,-0.00029184916004868725,0.03811797399276069,0.008394740900903367,0.013650946731510346,0.014341605678183747,
