,UKF251,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,0.033000760751216426
BMP1,0.061741767098899225,0.065785443509696,0.004797987128793049,0.013639603134520048,0.027828929299833566,0.030703286481631013
NDP,0.05709724265951692,0.007802581352211511,-0.026918474279018233,0.06091858408582959,-0.014935876992990548,0.016597079137711995
TNFSF18,-0.030220077124419948,,,,,-0.02631097145372422
IL36G,,-0.013349798610286812,,,,
RTN4,-0.05061699634530017,-0.02595081413316591,-0.06607385359065153,-0.057796682571525,-0.013185544593466414,0.010906502866060003
HEBP1,0.004413115220632898,-0.028562192479402553,0.005485929707524703,0.08053129270745664,0.04881023265887516,0.06406399638585102
WNT7B,0.0013747173653088076,-0.0146729671221799,-0.03228330218542768,-0.040444766165152246,0.021656980747260763,0.07714859046723889
PTMA,0.01924292494119873,0.0398584622031612,-0.08355021449463375,-0.03550335407935649,0.0051183478654752935,-0.04439456206632133
FASLG,,,,,,-0.01955425621041485
CEACAM1,0.04406431419015642,,0.04869618326341986,-0.023942729142807657,-0.022637195351125773,0.035619063602049854
PDAP1,0.020937070117484722,0.003434163628713161,-0.058130576157364486,-0.0738698607331003,-0.05129654414571293,-0.01419538595652756
QDPR,0.009801654964174797,-0.03002163610265279,0.03258904948543735,0.03361424583924067,0.0411426522581042,0.07521463110562063
POMC,-0.027021708106935893,0.0072754962075753625,0.021260573947089696,0.0003802995906158599,0.014824475849545505,-0.04517187456263804
CCL18,,,-0.023927564832340563,0.007632667104693961,-0.031561427503558365,
CCL17,,-0.012195420031151046,-0.01691331501028316,-0.034562832628624286,,-0.017723736928135204
VEGFD,0.006061792398403088,0.16583195243389812,,-0.023942729142807657,,
TNFSF13,,,0.05084077263838155,-0.037568617401661855,0.06325436863568012,-0.02887934998418353
WNT5A,-0.018698458335183146,-0.05325590757296971,-0.023550619694600226,-0.01834134405475976,0.03817537097861358,0.03849526864231909
CXCL8,0.020764892595959664,0.045235436478177904,-0.07340831402918335,-0.1394109591414115,-0.024010352217499694,0.03622611537896122
GRN,0.022810663996141543,-0.021579880616867997,-0.01959681728120614,-0.02282696257890579,0.10140987955118388,0.035000870023875884
MIA,0.014026246378007154,0.0009729794931373723,0.12282223908797708,0.10546717555964519,0.039336563821189816,0.07655766363854341
COL4A4,-0.004375533697934019,-0.01736390728354308,0.06044186946663144,0.039964739127152996,0.020186890413944853,0.03102128390054127
TAC1,0.08289722957107842,-0.0307724776641019,,,-0.01916401032442835,0.012702047487112683
RARRES2,-0.0008289921791563648,0.04136858990774822,-0.1109068514371347,-0.062304238899225976,0.002429540403973448,-0.054478694977955475
FGF7,-0.021732931461773106,0.043318858539017825,0.058218480898384835,-0.0027609528898813475,0.01944753694646301,0.034831007176566
EFNA2,,,,0.052583522067409995,,
HBEGF,0.031026073136495903,-0.030766693060275695,-0.0004018379861054079,-0.007750987230177208,0.0699184464014332,-0.03949396346300446
CSF3,,,-0.044584127484109816,-0.09428300512456825,0.004677208081813387,0.003361507711807354
PI3,,,-0.169971798925258,-0.11830152563213453,-0.09581054428074354,0.0005581974594334724
PCSK1N,0.00386203378991147,-0.026055658519376954,0.044786519929850006,0.07825757902270547,-0.037569172602599954,0.03660751337644148
NTS,,,-0.01597054363857818,0.018372388846818855,0.05610718915235404,-0.011809330192807428
SFRP1,-0.006952094717717618,0.003936367604326281,-0.03787843099546569,0.07892961856158351,0.07377659205300065,-0.02699131839533885
CXCL13,-0.032976633496748085,,0.08723716508060783,-0.0011368539868285882,0.01394995016691039,
MICA,0.057957829218117964,0.045680789945378324,0.09233481779180253,0.014656379231113776,-0.004494255466909426,-0.0002120825620437365
TG,-0.01195994957542779,0.09213885465368107,0.01637555582798281,0.015294931465466245,0.0014235008422413358,0.036307380065232805
ADA,0.05302271812544851,0.015853642414355457,0.023279668297804406,-0.020953302624663536,0.004115697605605196,0.0360187873931248
LAMC3,0.011279806737768452,0.04548761568713638,0.0508715996011201,0.08281604564444636,0.08742858684983462,0.01447828199954567
CCL7,,,-0.025349160670786852,,,-0.019554249257154745
NGF,,,0.04484629532386405,0.014424805927131268,0.019895210522120097,0.0359798986743704
TNFSF15,,,-0.024712585188773468,,-0.02015307363653944,-0.0516657120262599
HMGB1,0.0015789633587680611,-0.008250625974827702,-0.09147291088725491,0.023353621065206304,0.05093946595706066,-0.02587028099228275
ITGB3BP,0.007935124189002612,0.055929092626148466,-0.03707233810754321,0.002640733390258766,-0.01283619933298304,-0.02881914701300546
AANAT,,-0.016358989467263448,-0.022238366552356174,0.022446244504661324,,-0.020689211168856733
RELN,-0.03537147705773166,-0.01811081334255185,,,-0.024342728917434005,
IL15,-0.01725086206932947,-0.01517220663069324,-0.04074159866724278,0.034174226447893676,-0.025725413053345036,0.11312538935775703
UTS2,,,-0.01893759669174699,,,
BSG,-0.04219415766897402,0.03358741438756357,-0.04480587572062708,-0.0387879944892613,8.926294806480776e-05,-0.04071263616857684
ADAMTS3,0.019796788207264028,-0.02521131070670097,0.035801046030584836,0.04923056067697587,0.019658104952750968,0.06345918138619422
CD34,0.0182460349665605,-0.035136399668691407,0.0383742659448442,0.060658278551682224,0.0922026786398724,0.013278204642594075
PLAT,-0.03204695275020399,0.04658840569614413,0.09864149116904053,0.062325169345035236,-0.08411331411676197,0.05114818312292067
NTF3,,,0.06393288537904433,0.015397560183537674,0.0009063352921225923,
LTA,0.14764638328558416,-0.015172208503557508,,,,0.1090773630653966
CKLF,0.013368917934517643,0.008265313928781994,0.026561884792402207,0.10797035597172139,0.04342146037957455,0.08644449909719139
CD24,0.012739545095578283,0.05962571455571956,0.026887572542951058,0.07113042330065363,0.05114765120213871,0.023101441249363152
HSP90AA1,0.00625224220120041,-0.06515256138062404,-0.1446807664834583,-0.1359943290841347,-0.04632384411421525,-0.0693279146734382
BMP4,-0.0251040278473631,0.09097374869280164,-0.0031801444579830215,0.02498201535054144,0.017550921383066662,0.020465892690311106
SCGB3A1,,-0.010586966449716444,-0.03858249417378184,0.06451518283313501,0.0032121480871444763,0.023416787857326798
IGFBP4,0.0396486490523784,0.08453572742437679,-0.029749103042648994,0.0014827782531266975,0.0009792351526014844,0.028975760184029618
RSPO4,0.014811167166727096,0.011120311351243032,,,-0.014256590769012551,0.07964207019027655
LEFTY2,-0.023972583237237985,-0.018729921959965094,0.018440182267361317,0.004647507373434604,-0.017586775553676378,0.023110362973552814
PF4,-0.021541757116508593,,,-0.020857414393370657,,0.06474719525312017
ANGPTL2,0.0034244508959746156,0.06735382071035521,0.06445044416471757,0.09586522004002115,-0.039518542804256256,0.04929391319651348
LRIG2,-0.02674390639507659,0.011770394612884587,-0.00024862218759114064,0.07228524910778424,0.049165641957569006,0.028397691591670465
ICOSLG,0.008502784645103883,-0.007661229576205192,0.03647714579911572,0.08555678040631101,0.023738091702476566,0.03782084602913076
WIF1,,-0.02363863066396352,,,-0.02620092413195545,
NPPC,,0.069445611823282,0.044377031945043846,-0.03946362631343443,0.041995039491219334,
LYZ,0.042619938112020916,-0.03463461820184626,0.04433409733901034,0.043152139711070826,0.052477677942372326,-0.01098664644614659
EREG,,,-0.016158225425926456,-0.022231660697837042,-0.03510520968074785,-0.0031489288233861024
SPTAN1,-0.014163890450246132,-0.05826923973710587,0.03850031262845875,-0.0057715078707851015,0.015109044331145837,0.00951113779060057
PTH2,,,,,-0.009372034090304536,
LIPC,0.09414594047608643,0.005159371268805675,,,,0.10937066461594822
COL8A1,-0.015964929861880535,0.06885424724852647,0.06429411093833258,0.06732657633884337,0.08265658898858978,0.024334886623332157
GSTM2,-0.0255129333109473,0.019240421999949502,0.016054738287166814,-0.004827563765574349,-0.018405464001932346,0.041703773665359316
SPX,-0.053175583112849194,-0.0413132813569236,-0.025558191482274027,-0.0258971459346078,0.05075838558385033,0.013531361051475845
MFGE8,0.034099102520598966,0.007754997738602574,0.008993390745149335,-0.003994007304663347,0.06634859462300098,-0.006281682370246827
TGFA,0.04259032601591482,-0.009035154378929525,0.004219337569224279,0.013574076288496177,-0.03966790743636049,0.043733868216485026
SLIT2,-0.042835290964491395,-0.03412812754759112,0.022718009177421585,-0.001912165060150173,0.0380430942018246,0.00819518508088089
PLTP,-0.017798707014362942,0.004148889954293113,-0.01376929151802005,-0.0017833690608044402,0.05057773626801963,0.03072222689560958
APOD,-0.05048522505670261,-0.024512853173328214,0.12925114972178905,0.12713234387153785,0.06927397034990751,-0.04259169699423938
B2M,0.025460291888057665,0.02918799256041651,0.009041923560885881,0.09691895529694185,0.06706819154222682,0.0409107908410348
OMG,-0.05844266223482569,0.00495390430031393,0.1088052736836896,0.16419317895987548,0.011536524357048777,0.07261995104422096
CXCL3,0.03831979134843711,-0.010926737603016252,-0.1019398791655846,-0.05741343069772956,0.05320687909829659,0.0010664668067082812
CXCL10,0.00472547608512834,-0.017363908380514458,-0.02617626037539385,0.03194957919217332,0.052115082508812756,0.018896604230414053
RSPO3,,-0.01141823020291362,0.09457657491360642,0.060182792210406545,0.004430258869959653,-0.01984373934914365
CORT,0.02264803267571383,0.05003725125776261,0.0019050996777162784,-0.021826224061550357,0.030422711024437752,
NCAN,-0.057268132167709776,0.025856996466737454,0.12793386637726506,0.11935648504906586,-0.0007021549390735626,0.02843780966882891
PRG4,,-0.013349798610286812,0.06480099118460592,0.133763967086118,0.07178711086049787,0.06904088481643814
ZG16B,0.02716427335967529,,,,,0.19346664898886193
TGM2,0.07964839106741965,0.0014036869196713427,-0.010459190749808382,0.035845293672202294,0.08418593074846625,-0.011985076668126355
VEGFC,0.08911528909509897,-0.013624001602945753,-0.03262291353627451,-0.01596375891840425,0.059776609805327056,-0.030367523238528815
WNT6,-0.023972583866386524,-0.011890340628844868,-0.013088305830264631,0.002622213760305424,-0.005862872848546161,-0.0005772861327531645
NRG4,,-0.015893986962554417,,,0.004893919893149441,-0.019843741573153394
PMCH,,,-0.008725828335208168,0.1463134651863154,-0.021429370701281873,0.07170221671136587
COL9A1,-0.05341005442764852,-0.018110820289200077,0.05027737567184072,0.08163810417209247,-0.018585020251848276,0.07258687498660787
GDF11,0.05142815947406584,-0.008190194535509466,-0.008880791794631209,0.02732070975725367,0.04139226547452509,0.019665212511583673
RAET1E,,,,,,-0.02176844351216216
IL24,,,-0.019210267822706597,-0.020524853525167742,,
SORBS1,-0.04228600829316631,-0.021275162418185216,0.007833026873115337,-0.009343834360086867,0.05387796564442795,0.024940218608587566
DLL1,-0.06258432447184022,0.05432601888642127,0.11466940736775555,0.07831856013957537,-0.02768313707604882,0.02432438917576209
TLN1,0.02223633391804905,0.07331354250501709,-0.07202128745087652,-0.010162964683833592,0.02959910669310838,-0.032842480766428477
COL2A1,,-0.011092881959250322,-0.04199616378134869,-0.005290188611567068,-0.01082721061068313,-3.970368360578914e-06
SHH,,-0.01058696552434967,-0.0243163974967801,0.0122377128811582,-0.008154088140040958,0.019377396791433073
PON2,-0.04074809437046921,0.016141503756087833,0.11500729723865145,0.1150632737576991,0.031849584874260005,0.08121194696621585
ICAM5,0.010350909778751896,-0.02067577179322034,-0.005675697389990147,-0.006849725920854069,-0.016778459851515003,0.00717898956057842
HPX,,-0.026909953398929393,0.01655152567210678,0.020524391566692498,-0.05931747457685482,0.001090129251978251
SFRP2,,-0.020768917011172984,0.008383286074435156,0.048286275978609614,-0.09122597017829707,0.030976262829850217
CD70,,,-0.031615263321864644,-0.034142510303280006,-0.004950326865672226,0.011613356085363936
