,UKF255,UKF259,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
PLAT,-0.08806667926605696,-0.09519219108596072,-0.15204134324855206,-0.03785169780403247,-0.042032284450479525,0.07611667223147504,0.02277259047573331
NTF3,,,,-0.043886145937062346,-0.013700540266877148,-0.005810593882141982,
LTA,,0.01691445339201313,,,,,
CKLF,-0.04290626673059885,-0.048554883860360505,-0.028320040786670886,-0.007717808496342804,-0.0071634499682396765,0.014585865408684904,0.0539412845957148
CD24,0.04840224929274846,0.05560300455502255,0.008648917324668399,-0.038101355889373495,-0.037639626072916446,-0.015192308934706225,-0.028577198077055548
HSP90AA1,0.04460945527146128,0.038067556487454836,0.006481742001585081,0.0899188870195382,0.04410998314291776,0.02024065271545266,-0.06592357186882435
BMP4,0.06352142177137376,0.10671806104644076,-0.03687671322256645,-0.028126691237311246,-0.024930935003044226,0.007970977735138279,-0.01410384174475002
SCGB3A1,0.08727018219904245,,-0.04036429727617691,-0.029598409886383407,-0.027194795544199284,0.04466093536093856,0.06166431826870375
IGFBP4,-0.027888029137201648,-0.04750792078215734,-0.05937423908333904,-0.10452350507982154,-0.012450553518475236,0.010531052214936209,0.014142802175446095
RSPO4,,-0.026036969323924748,,,,0.021768533657940785,-0.019055655387778633
LEFTY2,-0.042501738508316844,-0.030106313864112763,-0.040837722003921904,-0.022482457182310074,-0.016334864762771486,-0.025105012893725045,0.014994374231413976
PF4,,-0.011579387342989552,,,-0.013021194740400184,,0.0683538737189202
ANGPTL2,-0.06652244043550486,0.006574170250425961,0.05577967655872273,-0.06323285790722082,-0.06626637620965506,0.013375752765615978,0.051929574329293654
LRIG2,0.008162087436355464,-0.03533535639348062,0.015249884276330318,0.008231823579597857,-0.026032882645628485,-0.014132640560297916,0.05297461469832296
ICOSLG,0.007462588352461989,0.014389108613400802,-0.0498825669997569,0.014195853183378295,-0.037160062676299795,-0.007639701296432645,0.10492666003153614
WIF1,-0.007833972673110739,,,,,-0.017160790401690898,-0.0071123288901996954
NPPC,0.041590929905680835,0.0451857264787473,-0.050426355423803186,-0.03953678612155867,-0.024636973389805097,-0.032788242942344205,-0.03242139626243473
LYZ,0.07784764480642518,0.017432446796171265,-0.08398254992019509,-0.03924266653047355,-0.04991817972426228,0.0676475108659469,-0.03713707069628299
EREG,-0.030228596281933924,,,-0.04430375877486379,-0.04137540496023669,-0.02299282049383816,0.01990458512668201
SPTAN1,-0.061031354656408576,-0.1299091684636952,-0.14811424309421106,-0.07439215969982658,0.02931807326391118,-0.08665171536547156,-0.036524164565956384
PTH2,,,,,,-0.029358289422108136,
LIPC,,-0.02080902145746745,-0.03635561333674224,,,,0.09422163060746266
COL8A1,0.009431861772342145,-0.013955239157046342,-0.021613991347786982,0.02609787127186741,-0.02595259056407487,0.024009846705241002,-0.016292609498504293
GSTM2,-0.03731648913963863,-0.0010943365975274687,-0.03963531097708133,-0.03363355494248897,-0.0066680756757990555,-0.02863751462632996,0.02552589569727582
IL4,,,-0.03475249663913589,,,,
SPX,,0.007611799365106416,,0.007520375496329013,-0.016167477620920783,-0.04543019926794341,0.008362110173126137
MFGE8,0.052337839701892236,-0.03141476967062293,-0.10831787670879617,0.008647372890896291,-0.04549925054809705,-0.010899473748989025,0.08359298900108397
TGFA,-0.017999385316458734,0.06376559056426785,-0.004112201129354514,-0.05687180295879948,-0.01100359806870815,0.007929900373549938,-0.017008467918970295
SLIT2,-0.017817060462566002,0.05065558355534609,0.000650433806128829,-0.008120363711209371,0.026845076783033908,0.051037192388480125,-0.0011507160742723706
PLTP,-0.01003900463039401,-0.06032521153564322,-0.04310502838668693,-0.09931228897394759,-0.04451396085258521,0.060630179107304234,-0.014719954677651175
APOD,0.013531994449480316,-0.0718632154387124,-0.09686977404573056,-0.05017105200018004,-0.022068011232754512,0.025819175579752572,0.021925822111909746
B2M,-0.03585709929453895,-0.009116694704589652,-0.004204692880295207,-0.07316032534991797,-0.02111320160810917,0.06762611756002156,0.08115567018584988
OMG,0.01013141712256795,-0.05545131210980101,-0.073005724158542,-0.046625064910441404,-0.07684715845280053,0.01978447977868677,-0.011335010555674705
CXCL3,-0.015874160132773762,0.20098579307707687,-0.07043193250730945,0.019246328713861626,-0.009722321967438845,0.018744786627376726,0.04097774628113396
CXCL10,,0.04883201431272773,-0.016578580104437756,-0.027348784766025962,-0.017465196945508396,0.07864130668787517,0.036164921563030215
RSPO3,-0.022426000519339594,-0.013447199367425592,,-0.05253118199705133,-0.03157359515219281,0.028356058988545433,-0.0026302850709818007
CORT,-0.029762358047143386,0.03821813904711259,,-0.030199494353672852,-0.013626018479231396,0.007418140146009393,
NCAN,-0.010619269066691054,-0.10524819654747385,-0.13204892917565378,-0.05893403599909434,-0.010476377104589481,0.020998814691196684,-0.02506028404248929
PRG4,-0.02507516565842048,-0.013271805865480346,,-0.029008005936626644,-0.020106024097303752,0.06559552699090616,0.01913403291154581
ZG16B,,-0.015403553845310869,,,,,0.13249979448971957
TGM2,0.05231629010085617,0.008184024651421028,0.015394077987855241,0.005109436163112311,0.002827405691952149,-0.03093239713361041,-0.0005774449200647398
VEGFC,-0.03334555975680267,0.0008311987260000514,-0.039394389440350924,0.00496473549370533,-0.027301574916748332,0.11578942812696011,0.08803889947568048
WNT6,0.022556140116999936,-0.01835661642769446,0.054372006518349475,0.016487232329745128,-0.025324564375364816,0.03724419204714766,0.019483891706054593
NRG4,-0.0168094929086403,-0.016152394868636625,,,,0.006828787270496734,-0.03519373083918094
PMCH,,0.031511213924569605,,-0.010543826958342975,-0.019118032910365887,-0.014035571310109674,-0.011097533158036556
COL9A1,0.05262634073623849,-0.016869997546015918,0.036538386875176875,-0.025433925892747393,-0.05764804683933035,0.04607263982153362,0.11579389095793614
GDF11,0.017423597007135548,-0.036372787450979036,-0.03179539877946556,0.013413904792721625,0.05182926597803218,0.0572710306957825,0.03506611565038665
IL24,,,,0.023653244282777756,-0.012813578410483323,,0.05264707068074131
SORBS1,-0.04717153187745363,-0.07467153390006293,-0.06857661653726557,-0.00965715144028942,-0.03849980366389418,0.014164995964948966,-0.02778967142296244
DLL1,-0.025628023578091248,-0.007567085245111359,-0.02746346665289565,-0.02727447381482894,0.0008419559716218309,-0.0015023535338348267,-0.022722359757747508
TLN1,0.012079310729048992,-0.08108267570443256,-0.023556897472349427,-0.01153912195040333,0.04730871311566802,-0.006540590952267596,-0.014614203643508128
COL2A1,,,,-0.04387731584968998,0.04688584485837705,-0.029568192142001085,-0.03170766248075309
SHH,,-0.01379158533982711,-0.019848907476444383,0.01534522000864199,-0.020550157656875366,-0.020898451995970044,0.021540694255846482
PON2,-0.03805207375300193,-0.152755872902442,-0.053018336287627324,-0.07383331996646078,-0.027024256816099896,0.0287808285340186,-0.009284986387610307
ICAM5,-0.0018169246782143954,-0.021495164626162046,,-0.018507940300691916,0.03856561588300716,0.02071065509476634,0.023648914321171652
HPX,0.06934715449719027,-0.015238275451725649,-0.07364054889252696,-0.023697125040284584,-0.04793766071306794,0.011767967872632472,-0.056165116550874354
SFRP2,,-0.01570712110988634,0.02769807328334917,-0.026712203079323173,0.018923984510327608,0.08176975461998667,0.18301586342575987
CFC1,,,,,,,-0.031140914321937347
CD70,,0.3553582973308381,,-0.07700556515170462,0.009362819227623576,0.009362105047934622,0.06086105846296555
HP,0.017292608734851004,0.01482821437973275,0.04493904529109016,-0.05648836841605021,0.027356145836278763,0.04929583273121877,0.06474250679187789
CXCL2,0.0576167113037226,0.1700953932610101,0.11072267001998029,-0.03869294725014842,-0.034343017215021775,0.003877897457250521,0.05463453170748696
NPPB,0.09005021312733834,0.146651981152043,,0.0028228931303068104,0.009106233864532218,-0.003171574162046391,
CCK,0.01313931843743999,-0.015217841945279973,,-0.050937618773038526,-0.033207896396836654,-0.06085492255249117,-0.052000739106819724
SEMA6A,-0.055733206802984395,-0.016906994793712365,-0.13417620740618053,0.011523387576507243,-0.053141419645724323,0.059659141866471664,0.02548689479716649
IRAK4,-0.03484005941326753,-0.02866843796575824,-0.010294131355120173,-0.02646160516572275,0.02940153659248921,0.03356278288607417,0.007999088010702681
GSTP1,-0.03286435950968076,-0.020068214026439813,0.059774439236463334,-0.059261973958143734,0.006343274279603639,-0.02165794187341971,0.040125508885945224
VCAM1,-0.005074506292206524,0.12072177532912884,-0.027425238510749378,0.01265314592947126,-0.038879326093064166,-0.06469645813770016,0.031344633014322915
NXPH3,-0.050474147215369906,-0.023650232875446004,-0.07584648482090463,-0.04871248906470907,-0.02899051225673599,0.006899471371871732,0.07112817784984558
MTMR4,0.009092570570996389,0.008400390472889104,-0.0015642290746050685,0.04106390895386419,0.03791124733629212,-0.0018852986748851648,0.03623209403576216
LAMC2,,0.08194101685283124,,-0.02467517040684633,0.0816173389595967,-0.013623711194200028,0.02766217204813331
IL10,-0.023402261403466493,-0.03463266741700206,0.2136628818112626,0.013184692506275374,-0.03927389521348822,-0.012179206691475576,0.04950299650851596
SEMA4D,-0.02372198537266194,-0.05096379870155652,0.034107933537922575,-0.0338181770677456,-0.04552348457022991,-0.01723474751465035,0.06404755729834688
TRH,-0.017320108599886967,0.012631610578964388,-0.031279821685106686,0.01788960936467575,-0.02897374016401757,0.024034924093828642,0.021490277412662514
SEMA6D,-0.07405765738676412,-0.06289723195404456,0.029873040195233912,-0.03203355530487813,0.024046393328403616,-0.03391619739600886,-0.014602164264097694
CEL,-0.01900673756991824,,-0.04451412185704906,-0.030394100447083124,-0.02091986587733559,0.0008203824584816337,-0.022046353301685032
PDCD1LG2,0.13863530811222277,0.007921755660089196,0.09169823403288695,-0.047144861830199156,0.07671425822999291,0.03159537339809762,0.030382774883572643
SPINT1,0.09267590812361597,-0.030906720389129914,0.17225919169876108,-0.03596115002919778,-0.030260471432813345,-0.011692307295195657,0.13980832941658938
CTHRC1,-0.020349845455217282,-0.016974831423432746,-0.03154640792763333,0.00590306918088141,-0.05572112348336797,-0.009950460108106423,0.07554966563197019
PODXL,-0.08188706961546709,-0.1081227769364776,-0.1664749088063766,0.0017386721304927632,-0.0203573938289271,0.0019382695154484208,0.05551915145942732
JAM3,-0.017134379952064377,-0.02401943369260715,-0.0030070218795348277,-0.021581356111823158,0.007534274298584121,0.055757108668836444,0.0168304376375012
TGFB2,-0.06903917672828329,-0.08990791537619114,-0.04043447809069462,0.03412391247099162,0.009398601007291011,-0.03769365054148163,-0.05845707127447478
COL18A1,-0.0249095345305042,-0.05220120391353615,-0.13146968133334055,-0.04047836398527874,-0.04567321158195125,0.026433668934383345,0.07337423324055681
NODAL,,-0.027161261486529805,-0.013594836360520385,-0.03000378613506586,-0.015827787737153678,-0.015579735547792132,0.057697597726789354
INHBB,0.058866202079717475,-0.01117448618444273,0.02671576098303993,-0.06283618599378532,0.055438212455896106,0.012981986989430106,0.015438568307019118
LCN1,,,,-0.03191387629033722,-0.014947343563555237,,-0.023771121582693476
ARF4,0.06491985469629448,0.05984002588605428,0.0005028596594639505,-0.06962582934362743,-0.07696967049249064,-0.01997128026775406,0.05693494965431265
CXCL14,-0.042466393885199995,0.0070243523731757,0.05869107925029408,0.029297649672473683,0.03489400850941313,-0.009934170792131136,-0.0749313982040831
LIF,-0.01119668973744712,0.12131416112748535,0.011764877589794066,0.0689608002651288,-0.040741818263607746,0.01936683526715985,0.04943750851817497
IL17B,-0.017320108599886967,,-0.0458302055297066,-0.027771824119828526,0.04420837839542762,-0.019382638722014178,0.00973217382774267
MMP1,-0.0628088138057513,,0.0224327795793512,-0.0014502597106971547,-0.02463697179255729,-0.014035570198578307,0.045443644934142276
MATN1,-0.008103850746048299,,,-0.029115943978566008,-0.026437704657385354,-0.019975890027246552,0.13758390461376888
ADAM28,-0.052913128673762855,-0.043226603657353445,-0.07772799050934286,-0.012855807405338792,-0.017159919747993975,0.027672078689463406,0.041313860309840036
TCN2,-0.03693683278768801,-0.08080844936421618,-0.0750459101037851,-0.0392537214260474,-0.05566595628107933,-0.05715334255872492,0.03891261348334872
THPO,,0.013747821355098328,-0.04406861761301638,,,-0.017328159358909044,-0.008218694052952892
CUBN,-0.027166866753993872,-0.03861507453890093,-0.01815173547261013,-0.02591550457073911,-0.019255014474250896,-0.026055391566891843,0.024108751259661103
TIMP3,-0.036836663457426734,-0.036007518016671146,-0.1087638594673755,-0.0012994463764061837,-0.008621304213789175,-0.015690846922960525,0.014698256202127807
PIGF,0.059451447473084534,0.0037149461650014125,-0.04732802410687265,-0.027564252452221345,0.010163226445313936,0.0028932419741788075,-0.053399589154988304
CRH,,-0.015556035388396018,,-0.04584445396698639,-0.01818265507978435,-0.014860634723320689,0.01195677881226614
BDNF,-0.03405472978570776,-0.04172037954420251,-0.009768694644100236,0.029910534446638982,0.02995780583891616,-0.02055604839574291,0.07031461170001096
CCL5,,0.04337564837613817,0.10705369948786636,-0.042899645090469,-0.04169305205730893,-0.02408675048138755,0.10584862856910823
GAD1,0.012720635298993614,-0.03678132877743951,-0.06338769081050975,-0.034180757181744965,-0.03742135022192337,-0.007104130561597556,-0.13513479452539054
COL14A1,-0.07977153907624344,-0.008788457671550863,0.04468973005389995,-9.582494370312717e-06,0.008427222523640811,0.029362855045638285,-0.03766443356493864
HLA-A,-0.0012331979086893073,0.10426160247419337,-0.00030281496508691006,-0.023986282483497833,0.07390635713524113,0.05870394654018812,0.06076322271907509
FGF18,-0.017320089258320386,0.0813760827929128,,-0.032832948361506846,-0.023332857603724194,-0.024254464043436973,-0.01860057982946914
ADM,0.05018594825135359,0.14586526138578634,0.07129710708839089,0.0799251134152795,0.0664364689972507,0.012047042948252854,0.012380193521156156
GNAI2,0.005274260894530864,-0.03878777751705942,-0.07445496030994742,-0.04105049111211096,0.009757655552889552,0.013361854176184832,-0.01620768179230165
HDC,,,,,,,-0.02449283233648146
COL11A1,0.012995791430112381,-0.06269729041305197,-0.06186992823128214,-0.035031588928651436,0.05237008390965514,0.05522835434022053,0.00796312836421515
NUCB2,-0.0046728371519313625,0.016978148339744616,-0.016570295952265664,0.023932341050978176,0.0012201191218663113,0.005280006245515979,-0.004240039739869258
FGF16,,,,,,,0.06399797983106512
CXCL1,-0.017066576694849355,0.13954443361394225,-0.033082343429674324,0.03927816530503577,-0.05835819074909926,0.016546862431394936,0.05737842729186185
VCAN,0.013087814012300384,-0.14277563955828818,0.05734849214670816,0.032875610558004864,-0.045967990591619094,0.02858230611149729,-0.013122729685224667
MMP7,,-0.01299414210265268,-0.02510270419038057,-0.01378203241081739,-0.020766167660973077,0.013482492289114247,-0.01052511698291615
PTPN6,-0.03802631755548764,-0.03284811581453407,0.02467085905481793,-0.03636961960086595,-0.016104498805073877,0.008688731775249871,0.036998993234591854
PTGS2,0.045547730869504116,0.16637881964814336,-0.03162309907432809,-0.005256871146476789,-0.02601856557152507,-0.042874466875991384,0.01182940185027352
XCL1,,-0.013447201630616476,,,,,0.05293668454188254
CD58,-0.0612451610092419,-0.04561536056806316,0.07196300637023274,-0.06562716409525639,-0.03204160057171048,0.05123117206207713,0.0808973544990848
TNFSF14,-0.03428358480576073,0.0032528131218652247,-0.016893428660108158,-0.026264631769803547,-0.025437657325754443,-0.020266626763984396,0.0017638537820337363
CNTN4,-0.01991131961037529,-0.024167040618803575,,0.018163057422782545,-0.035457156800918856,0.011784760726074742,0.03783396876566499
NTF4,,-0.017010121178312326,,,,,
INSL3,,0.03398998182281727,,-0.029209546213381617,-0.014765387204546654,-0.020266624805901925,
BTLA,,0.03854403704790661,,,,,
MFNG,-0.0034911377576336477,-0.004444390256458812,-0.01695848911655843,-0.01646943548877847,0.046849524334997866,0.06541518748788686,0.023815625820681186
ICAM1,-0.0590193406975157,0.020251599341362062,-0.037712648594843565,0.062128415428608356,0.013685593474375047,-0.05721279869409865,0.003356207422627055
PROS1,-0.058581338512473685,-0.04245183496396909,-0.0004666993519915309,-0.021374367743881593,0.09502075547120617,0.03942250565625867,-0.016964832474152838
CLCF1,-0.06410214782565657,0.02825804599260651,0.003276298371213054,0.020792065310287263,0.010981205915254358,0.01519449362927368,0.01666850785476294
PSAP,0.004020558454196793,-0.0645078358992873,-0.020893350539787713,-0.042064476401127045,0.012703193913575982,0.04620674661530329,-0.047691154253805206
EFEMP1,-0.08388691205339698,-0.10661675696013945,0.01954955689907597,-0.0006462341112454054,0.025806292657377543,0.024542304996857854,-0.050536632162384104
C1QTNF1,-0.06948223016446878,-0.053989323477954,0.04192748512265897,-0.004442063568657943,0.06901928734046542,0.02799306861328245,0.0022243816829669036
ALB,,0.01736023985587869,0.14342703827081005,-0.03234192413834738,-0.020569313206007578,0.09662694782977749,0.023451446115448353
CCL13,,,,-0.0194970501925565,,-0.022733231045337376,
EFNA3,-0.0188548684559393,0.051632640411100404,0.045241086351337584,-0.08126271625362863,0.00726688829128747,-0.005493488940814906,0.044724813017964334
DRAXIN,0.07857612858018248,0.06888723030378538,-0.022259946764418198,-0.004575231529049888,0.06660103797335763,0.002071578985031362,0.011683096009462175
RAET1L,,,,,-0.014947333767692169,-0.024622059477601297,
NPTX2,-0.07563575841509809,-0.034024430398648935,0.13553786431059836,-0.07639195443608313,-0.05946915801967035,-0.021093901437900294,0.010160053245444518
FGF11,0.01544021162212966,0.06704967708022794,0.036165707963690355,-0.07121771591630606,0.013591355229009942,0.04057099072392034,0.031442199186893144
CD59,0.052076120544803296,-0.052404846903337875,-0.1512242420589428,-0.03819701453805618,-0.05613959057385303,-0.023530230148397197,0.02722845456209189
COL9A2,-0.027610890689881994,-0.12307922566074349,-0.11607559250313146,-0.015079875424533797,-0.03676457292229856,-0.029477517079455826,-0.0003769573349021348
DLL3,-0.032571555220835324,-0.13409452523353743,-0.00368789082830083,-0.026507116819395483,-0.019702168144127213,-0.02833228780828492,-0.00401066849949389
FGF5,,,,,,,-0.016604969732832087
LIN7C,-0.04171884691993062,-0.051653579411823775,0.08567517765385402,-0.014002150795838693,-0.02364553632577646,-0.0597618759087671,-0.013202516255146632
GDF7,,-0.022052334290692695,,,-0.012813582470084413,-0.016475583014803723,-0.023657921169735613
PSPN,0.017167481418366364,0.012926687805716743,-0.07185176035263637,-0.04726125428696276,-0.05507584258553733,0.045864590546184796,0.05745032135661291
ANGPT1,-0.020349844256052907,-0.053067051860064274,-0.04561669306154425,-0.03508888439661119,-0.013232594865977547,0.03146906971820639,0.00729107262958758
PNOC,-0.0036536475438931106,-0.035390588407290174,,,-0.013626019961700682,-0.019532476579761322,-0.0753950246769742
L1CAM,-0.06707964136168666,-0.02938121015315569,-0.03790069247784679,-0.04202577520848153,0.0490800011279234,0.025994513680115107,-0.05419979265560376
APOA1,0.06004396739560213,-0.019247336233016336,0.0026519281648502598,0.0011460086703309446,-0.03951451938561621,0.06130011572420754,-0.028779403002046337
PSEN1,-0.12340446695911028,-0.05853663207576167,0.007791875886436962,0.004462974257505709,0.007858967621278235,0.003296690382461901,-0.018730430280680416
CALM2,-0.034431062050618036,-0.1698053431593789,-0.005869507995691985,-0.02704457972172433,0.06518058020652454,0.04524742957610243,0.004406489198164002
CLEC2B,0.02833351292679456,0.06306851990411814,0.06528189042594083,0.058900515868314164,0.006084030448758343,-0.013414736201730742,0.001708892103744635
NTNG1,,-0.0015973244025018032,0.02900803651138862,0.031270318700930104,-0.06469775464291719,-0.013086401199239154,-0.022865692019241303
LRIG1,0.008403481390069785,-0.09097881454565805,-0.040629150918194086,-0.021736140845643147,-0.06377135910180544,-0.046432565879590194,0.003672011309988044
CPAMD8,,0.10310680225103176,,,-0.014395025073577997,,-0.007403951211573735
GHRL,,-0.03899310308932192,-0.027014831919611414,,,-0.017821541786201215,-0.02340248166180961
NPY,-0.01601511012480687,-0.06401875275354336,0.11014745601577021,-0.03111508436011833,0.026911499706644547,0.03381992485211288,-0.010153623285832499
MMP2,-0.03415627542400626,-0.0657074297942599,-0.09302551431980366,-0.0359083389798854,-0.04038678445996253,0.07839378558272432,0.029956060914575047
LHB,,-0.012731758210771944,,,,,
PPY,,-0.022162277787118656,,-0.007038597407302663,0.03420511673343708,0.04816283104468821,0.022123097250271184
ALKAL2,,-0.012546785622103191,-0.04495620638548917,-0.03494519784079629,-0.0005863571683187926,-0.0005285944230643141,0.0006995911187780022
CSF1,-0.11336604734325746,-0.04674727635450549,0.03677885009893219,-0.013898517364430419,0.003245438025765997,0.044126726922308256,-0.016464747046437477
SEMA4C,-0.010383431142250911,-0.03483959927859037,-0.05882194343096172,-0.03775213573423712,-0.012381930684201903,0.02376997995027897,0.01919302576174559
ICAM2,-0.03461410272994219,0.01283647294864879,-0.08250578577482856,-0.06815273931143848,-0.03489846690855545,-0.018929187539954033,0.006680320941575725
SYTL3,0.09364765825242605,0.019878731692600723,0.05647106745973789,-0.0052403291612696445,0.013671156031391189,-0.023764257149929115,0.06476982477845396
IL1A,0.10267044662260048,0.03265218730502077,-0.06187086866856961,0.08717827318841098,0.05417667754315152,0.0021495090032114207,0.12503037836405304
HLA-G,,0.029598797942480253,-0.039394389440350924,-0.032127686166703175,-0.012155275218027537,0.057173259004259534,
PGF,0.013172248208656992,-0.005404873453233099,-0.08400636355732034,-0.031214586243089558,-0.08893178936659347,0.02493845266439992,0.014905398757555798
LGALS8,-0.021778363781992924,-0.007842544703389959,-0.06048543116231266,0.043353310749586836,-0.010985117903410063,-0.02742275636287548,0.0006140113251833826
DKK3,-0.0964847720285387,-0.09856423455900454,-0.12762738780811334,-0.05055160990113551,-0.06378407984806947,-0.04240512521766631,-0.030822937990935627
COL16A1,-0.05061980763045803,-0.11508461265671455,-0.09389548158216345,0.0013487563053094364,-0.039744891990516125,0.03839433158905395,0.04459680293761907
TPH1,-0.023782860174791236,-0.012855651351215313,0.020897851161795832,0.033197743419780254,-0.03902699244974925,0.014414279498937652,0.0030192809028186923
TNC,-0.07011329750413928,0.008855970484193853,0.012462659849993332,0.035096179763853416,0.036516179018213364,0.031215454691975553,-0.044161770541294006
