,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CD24,-0.048488888430645284,0.013027945234442208,-0.03602030258717192,-0.06059054835208109,0.08221038782093731,0.06930025407023836
HSP90AA1,0.015628615579153952,0.013745412487366337,0.043147151251711306,0.0024617286153982075,0.10902082356834161,0.05963751410551296
BMP4,-0.017513332558638413,-0.04705939833624828,-0.022081703433318424,0.0003343326380714751,-0.046550975747702256,0.025954379683411993
SCGB3A1,0.11376652769184921,-0.031470579186028955,,-0.028389024292817387,-0.0352970263823212,0.07484484605018013
IGFBP4,0.028329477995440524,-0.028165310590218564,-0.015598281548482739,0.06517655712953321,-0.040898178213809123,0.0621515979598027
RSPO4,,,,0.019027242138974863,-0.031615831524712375,0.0324380636815631
LEFTY2,0.0329013512558307,0.0032055027910948075,-0.034241063936864415,0.0023304085047178235,-0.046003071997984646,-0.034407028798644254
PF4,,-0.015068491304097183,,,0.046193611105729844,-0.020324541311791313
ANGPTL2,0.028884488230388212,-0.02422297121889732,0.006741856946376171,0.03453800411604683,-0.041626552472894124,-0.06813125986096222
LRIG2,-0.014933887327481304,-0.06544917914294505,0.07609946176258453,-0.030132979909174552,-0.0060825687668679875,-0.06299420956879509
ICOSLG,0.009834061813412386,-0.07453665416963909,0.005667711312305739,-0.07619066343349526,-0.016325493927246207,-0.045918843927459714
WIF1,,,,0.023683544530352183,,-0.007328217197710348
NPPC,-0.03063623427176971,-0.014292442978078537,-0.005385047732461408,0.04943165403950217,,0.03688142681392308
LYZ,-0.039193943130157026,-0.03698656129841707,-0.04236316664543105,0.008010810825946617,-0.014230320140866821,-0.005963683125141681
EREG,-0.029581975771923542,0.022771777870874824,,-0.023812787359139012,0.0012915756473325947,0.06008804620598793
SPTAN1,0.021913697064839636,0.06461029354582737,-0.041620468827301846,-0.006458992728663402,0.04686981635443809,-0.07904840916803293
PTH2,,,,-0.030405260782341754,,
LIPC,,,-0.03153145955257023,,-0.030308977231310992,-0.03169490556971813
COL8A1,0.00669121516845045,0.0027902417451924994,0.00855639059812631,0.09074435740347303,-0.06706091391473384,0.04126413297556744
GSTM2,-0.030189486252716766,-0.028986450669113924,-0.04538926269288407,0.0007181674270294866,-0.017815350684719143,-0.0062880504960395826
SPX,-0.020691623595836626,-0.018709457987304733,0.008692141911836251,-0.03910975904065436,-0.03878857806436958,-0.007305975257223081
MFGE8,0.027544060696363736,0.017018051495333884,0.021501279746606417,0.051872284237550685,-0.08525507941654378,0.11442527904699575
TGFA,-0.036174167759962086,0.04837871424868935,-0.03029084578014583,0.03179326493838631,-0.044865118885499704,0.006908647806782684
SLIT2,-0.010200743046430403,0.013713549759044026,-0.038192638819138945,0.017416748192036816,0.036013511587188206,-0.0028508948722102585
PLTP,0.02615483379074994,0.004440243573200149,-0.026081175673994216,0.030259986768394177,-0.016840459651937992,0.09240939111480835
APOD,-0.04230721846157596,-0.02596730863306182,-0.019316843021389318,0.018922924563493763,0.04582117241159551,0.004697008232052682
B2M,0.04719228068057189,-0.03923418834758578,0.020274179081041843,0.07136824556259674,-0.02808663753354365,-0.1043761176253718
OMG,-0.024964728954427185,-0.07815065761139832,-0.053575266897963214,0.05751742348884113,-0.010758190001018287,-0.06413891975143605
CXCL3,-0.020455391266076067,-0.029291259289887517,0.08543456892764845,0.004478824023075786,-0.014388607735808167,0.12526464718633215
CXCL10,0.07956292434679185,0.06256135744549188,0.053500783220858564,-0.02612408041618907,0.06717800738495967,-0.004396837232695792
RSPO3,-0.04661410076212959,0.00883887187589365,,0.02624694155138771,0.031225250523393942,-0.061985598606281285
CORT,-0.023400960843491893,-0.015768410277032345,,-0.03179712803722611,,
NCAN,-0.049212774210967626,0.01996937783788159,0.013425657808574019,9.990320677839368e-05,0.057320694424974034,-0.024560741605088143
PRG4,0.07336979141221364,0.01187079003928759,,0.0464367134302294,0.07548955084037866,0.061058965527842325
ZG16B,,,,,-0.021301314332683847,-0.017338918220087568
TGM2,0.011891747284438394,-0.01532937266045203,-0.034856901543845416,0.04090284994623097,0.03014747608806452,0.039753661582314394
VEGFC,0.04022861417778752,-0.005410361381102799,-0.0251509406022815,0.03777149310058862,-0.05669374014108133,-0.017093361480793923
WNT6,-0.030636238405147186,-0.02930629528842344,,0.004934116925422432,-0.025725714972632572,0.09140414344180585
NRG4,,,0.029137602825894053,0.005213130468300824,-0.01708352465673366,-0.026943374092968028
PMCH,0.04165788031210656,0.10615134922700867,,0.06375480266301184,-0.024742515805835832,0.09979835196722618
COL9A1,0.014008102133008528,-0.01830338879466025,0.021858553221552272,0.0412986459937166,-0.029449353574578042,-0.0031555132959086383
GDF11,0.004315590438577338,0.0500171508354887,-0.004143304070621434,0.04575823030928611,-0.030103919674687746,0.055762763809559704
RAET1E,,,,,-0.01874050516671992,
IL24,-0.01555241618869389,-0.014828231871356018,,,,-0.012982434067194818
SORBS1,0.06059659048020189,0.05134417708370642,0.0772246005810686,0.05873252382280807,0.02430842799797131,-0.06740659816647657
DLL1,-0.036684765045607644,-0.03165856910044376,0.01336266411346654,0.006095240908506638,-0.044175061600486544,-0.05214778185973529
TLN1,-0.018805065382444145,0.0022843820886906865,0.019768709468026693,0.0639156455105271,-0.0369821468825074,0.04914376510726481
COL2A1,0.16397751229799568,0.034400438798606846,,-0.018235229916136544,-0.024862299660976882,-0.024274533886057863
SHH,-0.048680398862487886,0.05109183610730475,0.02539439809704648,0.041499696230929334,-0.02771880628865555,0.01671427776998101
PON2,0.01579036061665732,-0.013329104399889912,-0.04102104889310642,0.023565987861148215,-0.01771559885682786,-0.03854391126154754
ICAM5,-0.04347328121248204,-0.006154552614906243,,0.011120523559183536,-0.011602679905472292,-0.06341453103101516
HPX,-0.02794289996883693,0.010923481037110662,-0.027077434557181843,-0.0015103759850834566,-0.028611354629492665,-0.03129868644523706
SFRP2,0.05737466065894372,-0.041888361150329796,0.06775817845446548,0.021915111930263794,-0.056563635135431424,-0.07301653272586536
CFC1,,,,,,0.06385167026212712
CD70,-0.05967001280691458,-0.04048580028428246,,0.013540486445568406,0.024186866965947355,0.037427315712295135
HP,0.07868377195158115,-0.0304221850736923,-0.02586567372128046,-0.026313518408011542,-0.025555084388125506,0.016996991645189728
CXCL2,0.05637620894254822,0.012887484213669842,-0.07883330976259556,-0.04107758210877441,0.03194173217652476,0.06926419308648021
NPPB,-0.04097481123657414,0.015790036202122413,,-0.004407888287744819,0.0070680242715882805,
CCK,-0.018283270357819983,-0.014188441209825771,-0.014381417329356636,-0.03211244978042294,-0.02248082326654135,-0.08420589980025751
SEMA6A,-0.049073855794150564,0.022017841332177806,-0.03529341598509904,0.00839039160318159,0.05568329034639569,0.01638966895560087
IRAK4,0.0234430504226899,-0.05628866838589448,0.004856491563637436,-0.04726421787214908,-0.03110409185336929,0.08958624124066364
GSTP1,0.008616807534378802,-0.031284720350212,-0.01471939544029224,0.009616646691194077,-0.0007410494619643492,-0.026488817617352868
VCAM1,0.06074299879830616,0.026161852480941133,-0.02187837387911517,-0.01340321772703638,-0.06523214106841142,0.17424802629921732
NXPH3,0.025842510398763743,-0.018513635137270806,-0.073000989328997,0.05211569598584626,-0.05394524649140099,-0.05866058516178706
MTMR4,-0.04088755823006685,0.04765028933773636,0.017211556529646923,0.02787692233089784,0.050099224252980704,0.020361133695246777
LAMC2,-0.019120276973341937,-0.019473629169112747,0.08314900019042894,-0.014109558146498294,-0.033017693939155435,-0.025945467106103414
IL10,0.06496929981522961,0.009892587267312422,-0.01883495044523122,-0.01451505064007509,-0.06462162477676249,0.01373697237392812
SEMA4D,0.0067762370487512245,-0.02264575800647137,0.03677735986247034,0.02185153951616438,0.03212851874793638,-0.020884828864128215
TRH,0.002727719230675034,-0.03475967614174484,-0.04315880909967971,0.00888681085744732,-0.019410015279178787,-0.04669777603860275
SEMA6D,-0.017312291654523193,0.02189529250665472,0.020061315075494014,-0.014959002985855436,-0.06497066432531828,-0.08111583684723879
CEL,-0.023551757062741995,-0.024209054801819407,0.07892876687901947,0.04552732329194857,-0.028162966735152485,-0.027719191877166132
PDCD1LG2,-0.049638797059050284,-0.007087133313092574,-0.01150587985196013,0.002587043364298106,-0.08282521818358819,0.020985962922779818
SPINT1,-0.01694904473156449,-0.017061185160631726,0.053968484017786346,0.05614037613369064,-0.015966708302517514,-0.038922868160814125
CTHRC1,0.006772563437708994,-0.0004823746510420101,-0.003249091718368754,0.09326222634200929,-0.008987085202464226,0.10601366175056161
PODXL,0.04891313715059009,0.020331385076951192,-0.0041237524071979234,0.08131337285738746,-0.07395328650997872,-0.02110495563184466
JAM3,0.04718062658890535,0.04161939856286637,-0.014447757719688429,0.014340344902496431,-0.05795182042042089,0.0006957837859859694
TGFB2,-0.04187647492919528,-0.0642042474120243,0.017263226387956524,-0.002212474686402118,-0.006013048100612661,-0.08203092493186742
COL18A1,0.04892184166388398,0.0015881272040177664,-0.014974086510088509,0.07890282012643007,-0.026306937309181152,-0.002833899533828363
NODAL,0.03255297142777601,0.0047074328331092145,-0.029373759098311608,-0.01613533797694009,-0.026564371046396296,-0.03303012720741421
INHBB,0.00025176167922280954,-0.013510693977064298,-0.022843188019176456,0.02641736276632965,-0.017209593947198735,0.008434261472405577
LCN1,0.010431459672315986,-0.017297484677651236,,,-0.019628463915490918,0.09123476687030238
ARF4,-0.008184938160881942,0.04661060087221176,0.05587606490519678,-0.009747894876338797,-0.0035632898406058647,0.009532424321987922
CXCL14,-0.038623802924099206,0.012524222169349973,0.0013201707360011624,0.03292971737148428,-0.05230461580453483,-0.010447135173826864
LIF,-0.011012738564363364,0.05148038417138616,-0.051614407044612,-0.014631753984265914,0.006260233965559979,0.13345083760915885
IL17B,-0.0009752136640258198,-0.02769597922020387,,0.05296719300709971,-0.03315522201390686,0.02819736549075722
MMP1,-0.02094855227942665,-0.028510593890712956,,-0.014536104811177165,-0.03967723354305937,0.015414384561390012
MATN1,0.10334885550205124,-0.0034141256504250854,-0.019751752977744754,-0.0024408528030607207,-0.0236067262535962,-0.018751062401572136
ADAM28,0.03761219334855215,0.0006877475922422087,-0.017646653972542777,0.03418292399430135,0.029518239529336666,-0.005376937871607504
TCN2,0.014754127410985125,-0.036747465287704485,-0.008145095867193704,0.06000520502304431,-0.06689158603543713,-0.026634474191579143
THPO,,,,-0.01794611384234295,-0.02555509216764734,-0.028100171862862365
CUBN,-0.004749346217828544,0.016673589103558206,-0.03533407174780543,0.008848777613445647,0.0028219438007864943,-0.02366347785194452
TIMP3,0.011814871267857947,0.030480982297311453,-0.056096785291710104,0.08459018608464049,-0.04181219643825354,0.05532239107228237
PIGF,-0.027740573867346147,-0.056364141231942486,-0.013801432212291284,-0.04700151001943554,-0.06264561902915217,0.026208112248611297
CRH,-0.042043303543049707,0.009921474367354927,0.02984106643236617,0.07145059446736576,-0.029106499792054475,0.009124815222412201
BDNF,-0.005985191214272739,-0.04457896118580675,-0.042318302339894594,0.006252965278483642,-0.02580413887124941,-0.0010646340978973893
CCL5,0.08514841012374089,0.019154261337733187,-0.02297420073974789,-0.03657678775624865,-0.019052181809000895,0.015611269101759478
GAD1,0.007660534321398855,-0.05303091076085358,0.024548574617972774,-0.042798762581560436,0.015207273051514635,-0.03452932835171693
COL14A1,0.06473733894422234,-0.020108774439574033,-0.02518761550385864,0.011714644037617765,-0.047436067400936914,0.06800357384977013
HLA-A,0.074135844089265,0.06575451223674147,0.01155800639827825,0.018247132718251857,0.0562620828479176,0.03917988113473001
FGF18,0.04572642965991243,0.06563677011329584,,-0.02511942347094953,-0.019410016836429084,0.01577161157748236
ADM,-0.06851225496656564,0.002393389627616336,-0.0067058339729671864,-0.10187556180411891,0.051312036321441296,0.07991074707525231
CCL15,,,,,-0.016834306095372304,
GNAI2,0.06570477375945193,0.027995273317954476,0.03637582533194932,0.05793067513262207,-0.06174103952951928,0.025032003167962783
HDC,,,,,0.011859459698069735,-0.01875105390939344
COL11A1,-0.0050427740765704035,-0.05563402755798932,0.02871858637682408,0.06279075245122123,-0.012250944530971542,0.09915980606288362
NUCB2,-0.01827562938920794,0.02135676403424469,0.0015489699265743319,-0.0027698115879326675,-0.013735701333882739,0.005378277226187236
FGF16,,,,,,-0.018476726005934682
CXCL1,-0.02963638499644067,0.03633984898583867,0.03741423541991345,-0.04146456121634266,0.01319163778185893,0.027427899845154674
VCAN,-0.01937393581847722,0.007681164510709749,0.01312156203642683,0.027344079633022763,0.03562817352751903,0.10969761599700893
MMP7,0.017606250549891338,-0.05032253113389626,,-0.005236061868148454,-0.09148676421516645,0.13346699319969532
PTPN6,-0.012010995207291507,0.00928523613337853,-0.029776312910809746,0.014124088133215328,-0.033139317313010036,0.060870132632658475
PTGS2,-0.044260595912757154,-0.048471018249442284,-0.004219584971732479,0.06843542404957283,0.04545362889848943,0.08975674605681329
XCL1,,,,,,-0.03337089808083118
CD58,-0.00256343052213791,-0.06566156379206584,0.03848606895605036,1.1939237457416715e-05,0.005745476741028751,-0.03651948068525613
TNFSF14,-0.020351917565770646,-0.029437169618580988,0.010813377848939832,-0.020989372475948707,-0.029518765195813233,0.013713849036915464
CNTN4,0.0034080932172093903,-0.04103201507807537,-0.024786922183563865,-0.029776323232560502,0.00030312009200053375,-0.054493855709986105
INSL3,0.055044137793645836,0.07799826164451815,,-0.020989370448037364,-0.02304998349795244,
BTLA,,,,,-0.02228818152815253,
MFNG,0.04234383538317079,-0.024160076759716497,-0.007133895861130753,0.03298787441727094,0.02187917975181018,-0.03430880143984197
ICAM1,-0.008817312759650222,0.0015514789579936172,-0.010175912864371469,-0.02939034788753423,-0.0863469433922542,0.08693508691313004
PROS1,-0.0140969742908165,0.04298754016378033,0.054824521691667835,0.021977867372778532,-0.08500420304052696,-0.0016085893067069885
CLCF1,-0.02650841879876872,-0.07044199409107767,0.07992190864148623,-0.029473028490617288,-0.06970660340310049,0.06565913770501813
PSAP,0.03192089082515953,0.033882316305735787,0.0016345861475686582,0.07157805364146548,-0.079973649208027,0.06593055477838894
EFEMP1,0.017460644108749247,0.02415930547192027,0.05795782647145879,0.01159815828864806,-0.06857639722907279,0.00041122234481905866
C1QTNF1,0.09874727365756614,-0.03423375807196565,-0.0333164496852484,0.02085615272818773,0.0112974703340537,0.044357294286461464
ALB,0.01999092370825361,0.001320198019157429,-0.0358076082617258,-0.0018148322092280697,0.006881846029762663,-0.026548126049129553
CCL13,-0.015107859183878082,,,-0.023543940466715273,,
EFNA3,-0.013165820699968392,-0.06571044786772857,0.03228578722169729,-0.06807745688167803,-0.04275707982922245,0.034761851539757
DRAXIN,0.05290903669212927,0.08007907707057502,-0.011227616276490125,0.04829130455100121,-0.01909829773820025,-0.06615666922385446
RAET1L,,0.005806415755338969,,-0.025500128043939665,,
NPTX2,0.02281608798590729,-0.049464926086873806,0.03906310525837638,0.0009066387396949921,-0.06999636332495979,0.022206779631343296
FGF11,0.02941345412810629,0.002013185618580648,0.01816211563504954,0.021762941663295295,-0.02234134220547913,0.01777874000060654
CD59,0.0112753894889916,0.05396115568300583,-0.035976849829150004,0.056147633919987894,-0.05383972654462581,0.03409768941494077
COL9A2,0.03998813807364186,-0.02093073335451184,0.042119309185925616,-0.0067875799623251,-0.05981395182918662,-0.009752740800021097
DLL3,-0.0694394783730683,0.00841405666530605,-0.011172702269262721,-0.05070491666036569,0.038360365369251914,-0.02644415856477713
FGF5,,,,,-0.042678469762299845,-0.01608345586317634
LIN7C,-0.03232790033807821,-0.018716371967829545,-0.03697336409501903,-0.01131445576494942,-0.008426032100436628,-0.024977444545378223
GDF7,,-0.014828236569240117,-0.0322738859540078,0.02567954751666613,0.01945288540774935,0.04249919357482381
PSPN,-0.0013864985509480213,-0.0614265845418818,-0.0037505929284628522,-0.03544979533264612,0.0017883628958870576,-0.03120693572101535
ANGPT1,0.05399037786980788,-0.038183332210057756,-0.048406598140634825,-0.01723120262713889,-0.0723560391002224,-0.049175121220979084
PNOC,,0.03496194314857357,,-0.02022904112681032,-0.023789722789881687,0.06220369223881361
L1CAM,0.0711953175303475,0.01589726315579215,0.05138818473043395,0.01476148225597239,-0.02895322851052421,-0.05404480359643013
APOA1,-0.028792200186407952,0.014151468043192244,-0.027246802670964923,-0.038939991707018055,0.009052069615000704,-0.03011779012144918
PSEN1,0.0415232386335459,-0.018943858420544503,0.01120234872006037,-0.04523923088093704,0.018007251881834666,0.011598073388841317
CALM2,-0.009995607940642698,-0.051271040999428134,0.049638179855896816,0.005806037832785473,0.021050399524417927,-0.10529006164289581
CLEC2B,0.025551820499549502,-0.07861897814095052,-0.035449574084850284,0.044235557644234556,-0.05830898114517615,0.031401811938859235
NTNG1,0.02691455495366307,-0.03102237165579884,-0.01535948335580376,-0.022422056461334605,-0.06375192605330177,0.01583993668804366
LRIG1,-0.04841126107191328,-0.02620849904591672,0.027791689597144485,0.033252640249229394,-0.02275190534623064,0.014599738353925869
CPAMD8,,0.0077940059151378836,-0.03960065204765459,,0.026970920333219604,0.028475420622585478
GHRL,,,0.018048828875103118,-0.018457091207255312,0.03415417236409549,-0.01791631074861727
NPY,0.05299557964714394,-0.01587622568876403,-0.005674566905551149,-0.04492724937993738,-0.029106491655015325,-0.03075434437208889
MMP2,0.01725444450054702,0.036656462237490584,0.03229572122517342,0.03918427579166941,-0.03126417491452955,0.0021966920677315128
PPY,0.05105314693641835,0.06782883250938665,,-0.026606477475488693,-0.024611805830846052,-0.02212786792269821
ALKAL2,-0.01366198528646422,-0.028281999569739282,0.013013282295040498,-0.006404798292139661,-0.017530240435297696,-0.01974411156453989
CSF1,0.09975218923748819,0.02247173564716302,0.052423636504103435,0.0026170098236781877,-0.05328396115218162,0.08393353458561253
SEMA4C,0.02644771942883339,0.02396731861277995,-0.027500389912762113,0.03956670300580925,-0.035786987619733285,0.005752062963154886
BMP8A,,,,,-0.020688600951723306,
ICAM2,0.0047430743548536325,-0.044505362326228086,-0.0039029208113035186,-0.007614272364562291,-0.04703421342435566,-0.014736835055570942
SYTL3,-0.00967558054220428,0.022331575147851262,-0.018163811928482612,0.08607360711368013,-0.03763492539134979,-0.0010297754512499922
IL1A,-0.038168086967270407,-0.03906900088780112,0.04357349751502875,0.041886533338273114,-0.0093411529332677,-0.016008841215929367
HLA-G,0.02323608002605975,-0.003714501539300111,,0.01959991277379536,,
PGF,-0.023778315185147364,-0.043497782367515024,-0.05810249228016966,0.04428861008192276,-0.08145626614258585,0.022505890208017052
LGALS8,-0.010594122535557856,-0.0025128636231603638,0.019904382223407933,0.018128320940186342,-0.047725704306512205,0.007473136026650834
DKK3,-0.02132914824559655,0.04254290130467839,-0.04399140512479721,0.027223640664438976,-0.08626714621462225,-0.08628172262530791
COL16A1,0.07676877469258932,0.06794788449245566,-0.05612324444882323,0.09540058864394492,-0.05156050700008082,0.0020782499241412023
TPH1,-0.011771102758314219,0.03523947011095406,0.013569746562910075,0.04703840720012056,-0.07226119628266546,0.007736686562376796
TNC,0.05229123533026101,-0.015629514066249073,0.058917052192772025,-0.0016716629761872738,-0.0618169767744669,0.10205359763541064
TNFSF9,-0.037131212018752024,-0.02517435057920731,-0.035024638076201785,0.0442113660063634,-0.032741233162080205,-0.008378489398652643
C4A,0.08656661314249481,,-0.026907176361705604,0.025269411858143152,-0.027860362941585663,
CNTN2,-0.04079767144672537,-0.05637939715766967,-0.012297236934021339,0.00010039785978394412,-0.017532753529969886,-0.05674871017179287
F7,-0.021192000783001864,,,-0.01706313468553426,,0.11606705117224952
LUM,0.011589921038327778,0.009366286277597675,-0.02400716876375204,0.06285605568320947,-0.028744772079858663,0.02550296441017642
BTC,-0.015331667534267724,0.07776493026289953,-0.023087372788527454,-0.016512324769185346,-0.051342800228848344,-0.01930461906986295
APOC1,-0.014771337617957276,-0.056108876200592614,-0.011917748956453724,0.024513294876360496,-0.00646076747604574,-0.0592215197132459
PKM,0.0075224258630607835,-0.04805116510092381,0.01334557247509514,-0.015249143100147551,-0.03543761250145271,0.04881391223914222
TNF,-0.014880896545024152,-0.01729747805949384,,,0.00012212515221093168,0.03145163846668315
GNAS,-0.019171619715781428,0.0028382977422740326,0.013756658372468464,-0.007578129812052073,0.016976481860743204,-0.04635536593142217
BMP8B,0.03583560700419116,0.10372394307861857,0.026474785809073743,-0.05158254316265212,-0.02102977070058364,-0.025584174338406603
LIPH,-0.015107864740181177,0.0892342499890361,,0.12806406610508356,-0.006515522646730595,0.16681258230494717
CCL28,,,-0.018599274867527917,,-0.016064743374373178,-0.012349865836611153
PTPN11,-0.06301903644123752,-0.06401083379484916,-0.012264602626195423,0.015117486988651188,-0.026666996829023727,0.013817585238605382
ADAM12,0.0076797077666166365,-0.023318005539098442,0.0018672917668913127,0.0372185043930771,-0.015263727549952482,0.03231300768660374
EPO,-0.01640752694349488,0.022189249815318345,,0.07730152860166783,-0.017083519471210333,
EDN3,0.001470260457809137,-0.017219205603709303,-0.03270462341237502,0.026533723445859397,-0.004452132870391886,0.05257651469310057
CCL22,0.027743359583809437,-0.018316351261759786,0.021440136027379413,0.03659231166714357,0.004991521691584413,
CCL2,-0.036117647337215175,0.013248996657328926,0.06080022708324481,-0.01726374389632671,0.009402075688211388,0.07964603252918807
DSCAM,-0.026910594589422247,-0.01410643150403871,0.07323093152217673,0.005937747223959763,-0.006959175356760992,-0.026725030564034705
ANG,0.07985613819440887,0.01920190195298378,0.014511924103841655,-0.023931039742934868,-0.029838231759882365,0.03448155324239941
FBLN2,0.03096980524843359,0.018864909689676967,-0.004764164512221624,0.04592701894287269,0.04584431035165977,0.014236854736449896
VTN,0.004406083840167056,-0.014084094708673245,,-0.021138475058128783,0.09833826591684676,-0.03169490702595287
VEGFA,-0.010482832014332137,-0.007960337720929894,0.06318786760162273,-0.09187844675889466,0.04076570264992988,0.1100166322656999
F10,,-0.024054347137516356,-0.019974926273702273,0.06779406697844635,0.05444533800798234,0.012635420103345974
SERPINA1,0.0016372882593249695,0.03597569082447214,-0.0574645488678005,0.026802181723412668,0.0378551953223033,0.06653657965385758
