,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.0391294875296357,,,,,,,,,,-0.017543373756145255,,0.043583823697929014,
BMP1,0.15345552912752894,0.16038881554064016,0.0009141226983330776,0.007724951008089359,-0.033677637856640026,-0.0006651047096279726,0.08911838386477561,0.24773470276257328,-0.003070390085344008,-0.029171820461306754,-0.02426387202500534,0.15427717080014858,0.05016157999099622,0.09090170397881411,0.08920952161129872,0.04545943972351279,-0.02133306277563817,-0.005516205438406057,0.0030273354264422014,0.14195362382416907,0.19247969895215358
NDP,-0.010293812038341812,0.11371579897502648,0.014183072402820752,-0.03818373065238155,-0.000594726580550991,0.010690562444160525,0.028173397227744472,0.05769212553351334,0.01643117529289067,0.008143511783588318,0.019764622249858078,0.15601806855263264,0.06493755438021238,0.2034344800461223,0.12131548424294622,0.06722863130769623,0.08481735661743771,-0.00390785696392673,-0.013693434562562692,0.17590893209916228,0.07320192434248989
TNFSF18,-0.011305323167633993,0.03885766512954398,0.059651024702492735,-0.05976402573194973,,,-0.023141546518670827,0.06693607029285682,-0.011390333432518104,,,,,0.11035390659700103,,,,-0.018092171695981086,,-0.013437847038358718,0.08352841467086197
IL36G,,,,,,,,,,,,,-0.029430838125248864,,,,,,,,
RTN4,-0.143010359814553,-0.0930653808669317,-0.0375999917687423,-0.001601425337670041,0.04999232284308459,-0.012347723862675368,-0.08204593867022436,-0.26187492757984476,-0.012299070812874175,0.017366068364463947,0.19376466089100067,-0.08143675310936785,-0.09823995109724615,-0.049444247167775096,-0.01894731268957466,-0.004966476776290999,0.0035219685519519363,-0.01880285963865919,0.09259422434795306,0.03551284398557817,-0.20774582536257089
HEBP1,-0.0037172162463491383,0.015114145274054198,-0.009057176000396686,-0.02685587832439631,-0.07668172149280844,0.006211818650968225,-0.026222029441868452,0.09446194736274138,-0.008106649243651889,0.03914380063972917,-0.033026945561759107,-0.01762538190051686,-0.019438454424623997,-0.06614638110354551,0.11870325423628508,0.004353880315938255,0.12656838325948866,-0.045104662592480756,0.014616283502352055,0.14945821410352852,0.055702416447164144
WNT7B,0.06968310738185388,-0.07320452085081469,-0.04767917733369619,0.05219437170423922,-0.020041380960492804,-0.023500349654921527,-0.00577202739719423,-0.04681830610238411,-0.032649330484783044,0.024665700258163344,,0.06327957708769623,-0.021573763752958247,-0.03997896933759059,0.005815916462268915,0.06518638734747455,0.002496914061121076,-0.011419342120872188,0.07286013682905361,0.024179873241090256,0.038550357900610635
PTMA,-0.08346539555850473,-0.1764235385256173,0.1263733396076421,0.1010054551583086,0.08169802133659264,0.032251359606518946,0.09522405800759927,-0.1405660717386709,-0.010239809282019851,-0.0244107864806379,-0.17126312383641382,0.19125568848846147,0.07284784702983127,-0.085625484134285,-0.11680649210491278,-0.07961257360648863,-0.0499765144394888,0.018339646446981144,0.03167451290114633,-0.1123043839923693,0.08633499825994903
FASLG,-0.06140449408941819,,,,,,,,,,,,,,,,,,,0.05729245060067707,
CEACAM1,0.04732766235793872,,0.045380558242247133,-0.0380160865662055,,0.040447163621735185,,0.04460314196012571,-0.01791428092422979,,,,,,0.0896176377434288,-0.02350105256281064,-0.04862873705482185,0.055987752749976735,0.04665783490446871,0.031116730715280247,
PDAP1,0.12124876493092178,0.029219423123169008,0.019140794624755424,-0.012731192504326163,-0.009078193478702944,-0.004560494200612355,0.06714879815455616,0.16567785599723242,0.05459899973367358,0.013835174702226286,0.0004069087671222762,0.16006891651667865,0.07025486904411986,0.08197454685346146,0.022812745689127653,-0.0411857351210314,-0.046841043203955886,0.008742646449312726,0.04473688748359084,0.012210887087345912,-0.01654334563270068
QDPR,-0.20592266408711163,0.021625504453772038,0.044528334979517865,0.009426412076476995,0.05504959606902226,-0.006866056364310331,-0.07237603173475746,-0.27096934287419205,0.012144338433181957,0.011396319780837697,-0.18385648449872416,0.10677274620145073,-0.011004013866013984,0.06710741435871867,0.1249109706710757,0.09003757090849762,0.08926680890662593,0.04778284004526787,-0.025923838087072045,0.1535154304931775,-0.1969151531058098
POMC,-0.03897871784031944,0.16936434133124867,-0.014035089110606627,0.022739415328670024,,-0.03501776262377562,-0.05372868408116983,0.09305120600718488,-0.01321644218874339,0.002827804932806883,-0.07402371145211413,-0.0011198551236850556,-0.002230538994547511,0.03674909099480302,-0.0354770064748318,-0.02734018535315215,0.026710875059817438,0.05676208313193938,0.005750352766626939,0.12230656127581147,0.061259881042611486
CCL18,,0.016675247246687574,-0.009130883807100683,,,,,,,,-0.0322921971796937,0.1192561780432216,,,0.026050918695594803,0.023101612133494525,0.0379751122997132,,-0.008147157700875915,,
CCL17,,,,,,0.048417365126067764,,,-0.014205963420152585,-0.018709582417886672,,,0.01283493995479052,,,-0.01176857359422578,-0.05140205568205247,-0.023129924904157422,,0.061236999634868866,
VEGFD,,-0.0303986095291905,-0.015563576141041886,0.05684086395752449,,0.06840589135186763,,0.015921667742445664,-0.015135252467255085,-0.021105031380388887,-0.012096818728884049,0.009703782155250026,0.03746833992466021,,0.03695258965246209,,0.0049706769159379195,-0.0035452533562054687,,,
TNFSF13,,,-0.0387585521263522,,,-0.011529066559698325,0.012095239334964572,,,,,,,,,0.04388145026347278,0.03991479072437781,0.22417013599947014,-0.03927241564408625,0.062084124253696395,0.03010921125165065
WNT5A,0.024259241844579546,0.06158343041740574,0.03027260130787549,0.019102138572530028,0.007893261726220313,0.005903214364378609,0.04927091177657243,0.18601507931095246,0.03588043759873369,0.017949204448013182,0.05075074682448633,0.03970304725745882,0.05960948685028286,0.09671657002584876,0.006869891256452347,0.10034146101049375,0.05655609466551561,0.004607475193250365,0.03175904767359928,0.10808410039011036,0.06136528820272967
CXCL8,,-0.13105948022840208,-0.03349947536036291,0.0019533257245613867,-0.015534868920233431,-0.0031378724344418617,0.07553469134077259,0.018664121655636436,-0.018958786315824115,0.01068188867587674,-0.06884723739984444,0.04822954657404386,-0.03706333578971095,,-0.1662232616669049,-0.045237665142181256,-0.183909734509614,0.07991508960110195,-0.05493505361606857,-0.07235692217531936,0.09266703370700846
GRN,-0.19862615322362573,0.0855703313653985,-0.03207434813339196,0.011519687593026203,0.05603858613611377,0.03712385584003223,0.03470311787466588,0.22631037786468086,0.025377147170847998,-0.03592631309018446,-0.07268148201746721,0.012499317249252863,0.012320039661658922,0.11851603362817044,0.02083322983683753,0.0694073693465505,-0.013565477018412306,0.03133855761353944,-0.06850719426263205,0.06534439623532666,-0.007911416254684361
MIA,0.10408741922943635,-0.016695951041222564,0.007382054154414356,0.04418126430472751,0.005172152079372752,0.04305201798318318,-0.013298527207697846,0.11198381872464877,0.03279502549380366,-0.024002528516969258,,0.08445919523022075,0.003301728040727851,0.06076366620202594,-0.014640094472572016,0.1798586377647974,0.1044310477320377,0.05576884949463681,0.09753429102401734,0.12838175670966046,0.12626243648801266
COL4A4,-0.05596899545820984,0.09006947917260104,0.03092910813307361,0.030994390604279724,-0.006048045768509148,0.014996333860219967,0.047741944930390384,-0.022837879268669165,0.003404570532460317,-0.024521574446250808,,,0.01819989759971061,,,0.025321945938905265,0.016327736210809955,0.009119181021387132,0.009778031026094086,-0.027102651547037643,0.03632998696759443
TAC1,-0.00790109140467371,-0.10150080680595551,0.06805293547481522,-0.014125046729966182,0.001509522056538314,-0.018924566080985274,-0.06554845755728772,-0.13852158684955923,0.025040713772449222,0.0025499856860722297,0.11573648517682099,,-0.06845294954028175,,,,,,-0.013882128876807072,0.003455525992650308,-0.1590790489835624
RARRES2,0.2371799941542629,0.03928911106917847,-0.02815810574661497,0.039472933803816744,0.028943912486454955,-0.028332885134107543,0.013648456502222912,0.22564245476141534,0.02277899522756524,-0.05195338041445004,-0.046286615024499336,-0.07293534093268264,0.11037613964682284,0.03161128624092053,0.07358385706743757,0.009064207922190029,-0.029107865036360536,-0.05850596091623972,-0.04459313958675162,0.07710118376241523,0.0011882850108352052
FGF7,-0.03646589807316054,0.05302513073647104,,-0.011032280959089862,0.007044133660477909,0.01040337717936966,-0.011434841159075098,0.0910444604990426,-0.033810221475310806,-0.031131842829922454,0.0953308283436482,0.06303954610781735,0.050454407259174536,0.08800625495954963,-0.016054461297409794,0.0430043083862692,0.01739830415555865,-0.04894158211827787,0.01572327977087513,0.17971453482370503,0.03678220701787326
EFNA2,,,,,,,,,,,,,,,,,0.07872434032789123,,,,
HBEGF,-0.031464206482944346,0.035163948909092906,0.0015599540790915513,0.07821513672447941,0.02629644508004802,0.0425667692210938,0.017592864559442024,0.12018560252557096,0.017430803972975258,-0.01455507925546473,-0.037539995183042484,0.15195843737555037,0.06148383972698781,0.14228493723779065,-0.015894169756168742,0.013237519566515551,0.010169435310835771,-0.006010792154530839,-0.06518677743027561,0.002216485901836364,0.18883112867669313
CSF3,,-0.07796514574767127,,,-0.02473382576086648,-0.028689413016694885,,-0.025581887688724325,,,,0.1178314353354478,,,,-0.003505721842716502,-0.07415484687037983,,-0.04273192614763519,0.05412609639826489,0.16188327584175946
PI3,,-0.056251305315338555,-0.008055080647000917,,0.0035940126710410337,0.011691833845322255,,-0.044518850791743766,,,,,,,-0.056457035183589556,-0.12715239631951203,-0.13386489500228416,-0.01965264361160756,-0.018903668795567315,-0.15310413844903126,-0.03266242425116908
PCSK1N,0.09849545195311069,0.04499395885018072,0.03494186137607538,0.021134938299177168,0.010992190846896375,0.00914570654925102,-0.10885443285207459,-0.03688523143960852,-0.013861465807851768,0.019007583162174848,0.21938556867307363,0.08054780642205914,0.0012539877602668927,0.08019966218220227,0.07452572288969024,0.014373503249735846,0.026334183107519758,0.03444164368853541,0.10691276958263499,0.15856281734310243,-0.1436873348436367
