,UKF243,UKF248,UKF269,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
CCL7,,-0.014877744101872696,,,,,,-0.019660377953511853,-0.01464029416777069,-0.0299316230413599
NGF,-0.021747443267547854,-0.025544347807738094,,,0.00010791632653407685,0.1633799775465657,-0.05651855690010904,0.05590076286592672,0.13107423859912856,0.022973130220378918
TNFSF15,-0.026904301476955193,,,,,0.039049191581796504,0.011592603061049589,-0.019166660834635203,-0.003913241509183003,-0.007289016680056772
HMGB1,-0.04344975235417249,-0.002091359465321232,-0.08744757577417188,-0.01516115549116124,-0.02729322473818039,0.1495169019468808,-0.001097550547306003,-0.010907806154061504,-0.013120900486673857,0.07093890472476794
ITGB3BP,0.04342354078976359,-0.01734164130544542,-0.09786369181519315,-0.036805726807382255,0.08434317498284814,0.09318231894648593,-0.0753538059827125,0.042667005030690576,0.02286923205363464,-0.020280457812771865
AANAT,0.024262568959837787,0.04063001315769129,-0.01207812171387765,0.0029143675175467114,-0.021989228153298224,,,-0.01724769893434453,-0.015490041761657622,-0.02707723928865767
RELN,-0.037497295405939886,0.009467807515439991,0.0437991096176518,-0.015147002673214468,-0.012510934546796275,,-0.030258378713422372,,,0.02427652675157691
IL15,-0.03824400014319635,0.01995145366706549,-0.03150466321375178,-0.01697015413062,0.05584316905358214,-0.09545939869918538,0.05192008786678135,-0.003928524793407627,0.030164101026859836,-0.01521637137182556
UTS2,,,-0.039841427164471796,,,,,-0.014687677960083105,,
BSG,-0.032872028266261,0.0269118687340223,0.11399277210665594,0.004740403242598393,-0.02065137986950421,-0.014382660447192407,0.07600913704502558,0.11574255100810303,-0.07992158095969817,-0.0038663733821765983
ADAMTS3,-0.023924439118925167,0.06552239314229955,-0.1059231006027036,-0.015840955909545977,0.011916201737929141,-0.0020942263207212523,,-0.05189763855970377,0.018318847396613925,-0.0006276031312110212
CD34,-0.021254290026399458,0.076496211844848,-0.025074266611591706,-0.029263631242301,0.0030265733801179825,0.22831851260411584,-0.07165939631165558,0.018449080117837163,0.05769891391687128,0.03537182387146686
CCL23,,,-0.01374298523476413,,,,,,,
PLAT,-0.05703110083819416,0.08934523846951922,-0.0550064608251226,-0.0033617660402214286,0.03880658569750723,0.0750595665593895,-0.029335286416770703,0.009455723191533065,0.01582123838301482,0.005980829068631172
NTF3,,,,-0.025248085160342434,,0.004249275655748783,,0.025132301758536375,,
LTA,,,,,,,,,-0.020847261805871757,
CKLF,0.021811074247477562,0.034338060387220114,-0.09402528898382581,-0.02412520896511185,-0.05016171036047086,0.04351912397128613,-0.013268900292281288,0.031167508597102777,-0.06076851823305976,-0.10416719490653534
APELA,,,,,,-0.10358800674705375,,,,
CD24,-0.02701237098844268,0.05706649276051522,0.00895201023793061,-0.020191837127336534,-0.019534146766644174,0.2869381058693405,0.003811617516893907,-0.022788874429185802,-0.055860263587099813,0.008213272997239854
HSP90AA1,-0.07995439163559273,-0.020069972202813292,0.12477562576609968,-0.0647225242539583,0.037154877552456535,-0.0737610734437701,0.026184377364184115,0.008498729519127689,-0.013815235638294749,0.0782454187805393
BMP4,-0.008787658136070102,-0.008343130830176198,0.08038589319202756,-0.007096982072295279,0.07835788373905204,-0.00932775566853932,-0.07418587688806469,-0.04266591393457925,0.04878783357817182,-0.034285835131717325
SCGB3A1,,-0.014877742614118164,,-0.013193221483132456,0.05794874134778494,-0.00821144313767174,0.02756143528893985,-0.02992392638545591,0.041672643170788046,-0.03572024872022453
IGFBP4,-0.07505448642435443,0.07694974070539223,-0.04849530032060436,0.07190450035487757,0.019608958839156327,0.23023563564610727,0.04688106609852221,0.07580364509380093,0.14176539670616584,0.1329938753430284
RSPO4,-0.004382761515057074,,,0.008791260864946285,,,0.029528355431932843,,0.04957828531360269,-0.00469426745038589
LEFTY2,0.00896503352155752,0.13224127128381155,-0.07600085571827254,0.025213791113592975,-0.0233891365978067,-0.1026052913902508,,-0.01668943452054375,0.12109322620592591,0.010725836768124348
PF4,,-0.015433269735126083,,,,,,,-0.02084725698166074,0.05157809411386068
ANGPTL2,0.0668767585365714,0.06003053227140498,-0.07264575503391422,0.03261958273482609,-0.05852905884917276,0.07446535148711421,-0.08552619934931996,0.034019713937485194,0.006005237305215486,0.06929073337107824
LRIG2,0.017454989400063868,-0.06067121477981735,-0.04353552523443259,-0.00647844080826846,0.0343786937020111,0.08009984720622311,-0.04705000485611344,0.01970372745221396,-0.031917541519802584,-0.011486954051591065
ICOSLG,0.008551616149638702,-0.04324159165240798,0.006864903838937825,-0.013022158459937691,-0.050837044228104554,0.06094882159606976,0.07765088982467916,0.039033242542920704,0.015021429789982521,0.060574258396148446
WIF1,-0.01160924408567794,-0.027769663863248174,0.21393952179327058,-0.0131518145778178,0.02469494771518344,,,,,-0.02795792187559824
NPPC,-0.018518045583726262,-0.04615474261669557,-0.032519864764609434,0.04560943824846827,0.045894526277978354,,-0.009237698477495004,0.03070421922836769,,0.0413630296723324
LYZ,0.045366527944931866,0.02061135768971301,-0.07417432418978756,0.01555223770869202,-0.09156068084543154,-0.027903176570847777,0.005321100749796176,0.038350963732848034,0.10571602316193535,0.06096647583439609
EREG,,,,,0.022517343217623425,-0.016560400566605307,,-0.039907041930720845,-0.03148418702657193,0.07207495049872994
SPTAN1,-0.09862946777513375,0.012033974635083601,0.0027650327227528616,-0.013689981787479925,0.05042900428243453,0.06997687600093151,0.07053378644458687,0.017116649195739374,0.008441374282259466,0.05706829118774432
LIPC,-0.055719294827767094,0.08746686137866772,-0.018021217790239793,,-0.01714966086071716,0.07693577619892625,-0.05030492601463183,,0.10067441180694107,0.07149979613950985
COL8A1,0.01440938242509117,-0.01737729961023574,-0.042359094804089704,-0.009720662508235903,-0.014526411036053802,-0.2007672471808206,-0.04052056204716708,-0.012236439103961223,-0.00964629468972939,-0.05600766281570544
GSTM2,0.01473858030553126,0.013060822303571909,0.06023328174495422,-0.007041297404218117,0.037757812112009285,0.000395137936203348,0.058408021354678596,-0.02641114674954954,-0.009263079352151985,0.014380236475873486
SPX,-0.024603263028865868,-0.030558672463926996,0.07682091599617212,0.0005980110873242894,-0.010747797548712388,,,-0.019822498696330106,-0.04637077356612178,-0.012977497510875563
MFGE8,0.06087396428120996,0.070338189954076,-0.08170055953971811,0.029388839615598582,-0.04373986350256727,-0.007238081827405995,0.029718675329024887,-0.015898793634431703,0.0710951110917803,0.02199267320620571
TGFA,0.02212836838952758,-0.005677491866301332,0.015558101956648232,0.007609094512323467,-0.032254326330335904,0.05565919544475176,0.011275741789260208,0.012018792636146384,0.04745674678069967,-0.006269349014833721
SLIT2,-0.032263316190749576,-0.020069239607135084,0.11275463500613053,-0.039450990961883786,-0.008066656704530818,-0.08087672974044616,0.09705089671662896,0.0017020358458918622,0.007614249727082661,-0.0413784245203592
PLTP,-0.07902780884218712,-0.04066831000436295,-0.09714623487517395,-0.05781644150736829,-0.03842945599748458,0.15694786054185658,0.046006877959303076,0.04831846510693183,0.0821623867844994,0.006050103942485216
APOD,-0.10889945162531584,-0.004767665060069716,-0.11249907686861155,0.012740225227383292,-0.10129499331295677,0.08715058094336636,0.04937006286371133,-0.004643673197785828,0.06676422325045271,0.04836948545384286
B2M,-0.0017155747061783561,0.14442673606926457,-0.12588107446948818,-0.02132460046374274,-0.02967512170686367,0.030435054926179865,-0.001184140827291373,0.06306349362191879,0.14516587535775835,0.06672312945069904
OMG,-0.04924361510297426,-0.04968910463100991,-0.03198796379504333,0.053626576827134,-0.04530948764952568,-0.06842953924022985,0.04022710958643451,-0.013501447871742657,-0.04947609028718116,0.023377605066239975
CXCL3,0.02305679399726061,-0.03811199496547399,0.033908059830109714,-0.0141139561830065,-0.033871165265254806,0.1282973719494307,,0.03620038665351946,0.005453314881190522,-0.03573124938459682
CXCL10,-0.0285159260501847,0.07670882749195838,-0.11017520537342257,-0.021440132466444047,0.00235862444600302,0.10321075248642189,0.037856043985182705,-0.020301862419565646,0.029337780799534214,-0.01483653499825313
RSPO3,,-0.020209522974496255,0.11440987100207729,-0.0342729704667477,0.07957149216055327,,,-0.044656135721212034,-0.014857035810450826,0.03423677782086201
CORT,-0.02978598685363101,0.06840262274701076,7.112627843639057e-05,-0.021561407071492848,0.0536668742534153,,,-0.022418033735464072,,
NCAN,-0.1553720527060949,0.06769631412094475,-0.11259702265551538,-0.01965565227561327,0.03240590987466834,,0.056955657969248376,-0.04751004508411934,-0.056432238518162973,0.04556843218966632
PRG4,-0.04065087859679686,-0.00638430634465124,-0.01718069384951345,,,,,0.018050160197517356,0.10871888849614558,0.020058602596202145
ZG16B,,-0.004281003046261774,-0.01854931993508765,,,-0.013371502500886749,,,-0.018525124743203395,0.02374493324759608
TGM2,0.04006675987722313,0.031685801997777284,-0.00014736572026885887,0.019061356429613357,-0.0012448365377245602,0.09312909704879062,0.0338490944206727,0.03906857737187655,0.07621833463885014,0.03653638308086382
VEGFC,0.04771724819903479,-0.016472703929862414,-0.02265166613725743,-0.004549974486921634,-0.027188357819514265,-0.024858958952343337,-0.03151678529906616,0.028487345996842894,0.06128490839764512,-0.02353018378569212
WNT6,0.025207624366444997,0.09112449068857928,0.0772897739810161,,,-0.010366540037646744,,0.13690547988797697,-0.022372895471754122,-0.023577242427796838
NRG4,-0.027568169859138132,-0.01370292463875195,-0.02139964410291939,-0.011502464546235994,-0.03028943940995526,,0.11182922036041684,,-0.014857037475570078,0.14460116082433125
PMCH,,-0.01579335808175281,,,,,,0.0018800279614008535,-0.018062938074202946,0.07680334347011585
COL9A1,-0.015027157451473074,0.038620428809843906,-0.033867060195683744,0.03588533884735093,0.06828331142042107,,0.013061389567920552,0.01977569838705904,-0.016497447892964305,0.004744606053869923
GDF11,-0.02793280273568286,-0.016094373980210033,-0.0865220138473585,-0.02468827388260015,0.016125569294580904,0.09518534787006158,0.055599185171130466,-0.006047172806063923,0.011716185592419182,-0.0038118282342345655
RAET1E,,,,,,,,,0.03560349570737479,
IL24,,,,,,-0.07002600760533925,,-0.014899157052479855,,-0.03963925048668752
SORBS1,-0.04651642615577504,0.04700708770681764,0.005195752204722602,-0.02570361608804424,-0.012944699184536897,0.016110341808371224,0.036529752472345904,-0.03787161747413315,-0.05447307779138968,0.03673900701307802
DLL1,-0.04735970372310507,0.04709693738954597,-0.0352502180445309,-0.04145565108494889,-0.018478426249710085,0.06965170525652353,-0.09106615636727979,0.0018392958338129047,0.05291885298267237,0.028754882154955082
TLN1,-0.06440910565234981,0.057598273174516705,-0.11836002572790821,0.008555852890949407,-0.07826432845114185,0.13410980128170658,0.013686754793967306,0.03370643621449564,0.09984398147260831,0.02482689271146303
COL2A1,-0.028217837265663032,0.06981476924278468,-0.01585800184156383,,,,,0.08228118902543488,0.054706623135549914,-0.016344837448047475
SHH,,,-0.012466316295457556,-0.015148171173629836,,,,0.03142966422789341,0.014128941890799896,-0.056328418100509176
PON2,-0.12022339219908885,0.06791563353780922,-0.14090507278352188,-0.038700885094590645,0.008528734558357544,0.12174470141263674,-0.02579029176337913,0.016466438545642892,-0.07181985681197114,-0.009026694548804405
ICAM5,0.008114996543705316,-0.023341481866994,0.1373189166085715,0.04171711205202126,-0.008277273023258364,-0.014938848644375108,,0.048108259284042526,-0.03203741549173858,-0.024248222971540154
HPX,0.031774490330299394,0.0447442862877115,-0.023092554515264027,0.0744983147118701,,0.043096995199549036,-0.04992627185055987,0.0361294103075713,0.07657536498258707,-0.0174150731103245
SFRP2,0.0770732127955312,-0.01977999845376198,-0.012656159518293682,-0.02967801179454875,0.012052328289198817,-0.026696659865977114,,0.0016822860060755505,0.09715326039086247,0.09213853556632202
CFC1,,,,,-0.0247151377761507,,,,,0.032285865386469936
CD70,,-0.03613756756203891,,,,0.05164096411615813,-0.04165135157663354,0.06007534538877699,0.05210323649578674,-0.04416896141686696
HP,-0.029107760735264356,0.026702901164683324,-0.04558014998991518,0.020061708555926698,-0.004001658712717715,,-0.010627713747837378,0.003463325336470311,-0.02222450308555525,-0.0012060799295790822
CXCL2,0.05365920691269157,0.029738366150843142,-0.0042296215014634726,-0.018335345083112922,0.005106847544824331,0.020151620936532045,-0.03780856570804266,0.07542226896491812,0.04688279342039743,-0.014471154186385563
NPPB,,-0.019193727908750045,,,,,,0.06003542138112793,-0.015070809887427516,
CCK,0.012333969903393357,0.007903208377428753,0.10394089387298867,0.0591704995596209,0.05935183395328294,,,0.021601290718182217,0.04477471663028228,0.05535925919452243
SEMA6A,-0.04897385990812829,0.010915605724700364,-0.11676682126625881,0.032389065937147285,0.01579456394668243,-0.046745920730727246,0.013449189521945524,-0.06916066070219297,-0.057141742265808364,-0.020171286314735873
IRAK4,0.04408787266042993,0.005713708245922817,-0.083355437125603,-0.007681547928364305,0.034364210902509414,0.02943082869193172,-0.07637208624865328,0.10681932075195953,-0.002301335518012589,0.08368391092755469
GSTP1,0.029628334047522256,0.038879810371238575,-0.11796087569265792,-0.014741948881497019,-0.05043606314990646,0.09028951627698008,-0.05282521278186988,0.019614556972893202,-0.03500133805070148,-0.10290006394275747
VCAM1,-0.006422460889072186,0.05790626215612777,-0.10384990694921774,-0.02387673412363423,-0.005947475114749336,-0.02931673277148145,-0.16302503218836836,-0.015391300656351763,0.022420801225861986,-0.061732179052033084
NXPH3,0.024790321743353733,-0.021946044591426454,-0.02870829821697508,0.007894670434865723,0.02350812747120413,0.13281862712251993,-0.00046673553088453563,0.008986159395057727,-0.037394963589268866,-0.0416317167324032
MTMR4,0.01564672933623827,-0.03747878554372413,0.03726355071888003,-0.002936834656882,0.05446048409995543,0.10543086985445715,0.059892129207463486,0.008393204748052876,0.0003744003059419885,-0.06310598976867286
LAMC2,-0.02517516251778159,-0.015065069451441666,,,,0.006006638258455816,0.06926546767651576,0.09730426359296906,0.030152962174599122,-0.03414334498491176
IL10,-0.023794511919755665,-0.03183083583986457,0.017279464487000542,,0.04507629942105741,0.0029410566899078475,-0.06683958562750518,-0.03486450895110464,0.058090275259521845,0.024324646264906564
SEMA4D,0.01483668074061918,-0.020540766226714243,-0.005368975016033112,-0.03464788728930105,0.05008415654962104,0.03400548955290243,-0.009982511737293379,-0.010472204953767397,0.04446807519840551,0.009001193107830235
TRH,-0.02537251178300281,-0.013077865585181418,-0.032853273155288035,,-0.024893348794223138,,,0.020623817428793528,-0.016880317744645323,0.02176858879895797
SEMA6D,-0.07147674572048204,0.0024360516754987948,-0.06029211201065373,0.004530304914787063,0.014734997778757065,-0.04880344257058572,8.077104427454073e-05,0.036477646782985075,-0.04165741775412939,-0.04547731077156231
CEL,,,,,,,-0.06792943580453902,-0.02256249595447032,0.027083793723136254,-0.008356385702590908
PDCD1LG2,0.00014747045577744256,-0.03386672939400967,0.045766939181214966,-0.021244411069651328,-0.05510142725326691,0.0873372009380801,0.07178255214432347,0.011100391279187199,-0.01595435919012214,-0.061628987155147266
SPINT1,-0.006939031882503672,0.011100354969408003,-0.03954782617525353,-0.021560624283264444,-0.008633540563516425,0.016346750785117364,0.027912176730780718,0.014164687885611905,-0.023394878091455563,-0.001802129418832703
CTHRC1,-0.04818215449760377,0.05018825644447334,-0.02062838477019198,-0.0007755869658904825,-0.00495964228652464,0.1001906183092354,0.01786082982012699,0.04636911906624136,0.13979313855492492,0.04919212553435243
PODXL,-0.04967921696283509,0.07019471516941965,-0.06482092304929724,0.02390038718986398,0.01780138620412471,0.16377030997094078,-0.06705153338123436,0.05813039662848795,0.05656109179932104,0.0079574107515069
JAM3,0.018516974959585878,0.004208335419597272,-0.118499625621904,0.015441334797910707,-0.04019648420382089,0.14583431408529587,0.013495285962493296,0.056452942187798914,0.03838347035106966,0.02081244464729547
TGFB2,-0.05852055109090772,0.02102015676550993,-0.06334346473212746,-0.0027846350788397088,-0.03960380131282296,0.12606770481898374,-0.027737694555909662,-0.020352160507944344,-0.04142051963175505,-0.06381188863346991
COL18A1,-0.009258977920159853,0.09150065158655374,-0.07567826901458048,0.010599114355635205,-0.04390087597209194,0.32321096576933306,-0.03304314058081855,0.09000228577100611,0.1213033634720106,0.09282217729406911
NODAL,,0.01718407493390923,-0.04179127558779738,,,,-0.006322398579478241,-0.022272753374287906,-0.023102249920990154,0.07779842951114817
INHBB,0.017630132079185155,0.004894772670097769,-0.02589658497219496,0.025652349077845547,0.0024755504866887305,0.18524046538623298,0.022194582050475826,0.09517815236962485,-0.06308639085373918,0.002074553488992354
LCN1,,0.007327014896723593,0.014248665595796947,,,,,-0.005663434478489221,-0.017070296079994125,-0.023948643466359006
ARF4,-0.008928508088308501,0.004236167283565188,0.014634340332850387,-0.03670607626733329,-0.029894823528389854,0.1169109684467524,-0.06465965889663103,-0.005721743095935915,0.06228661480487182,0.006448034974714282
CXCL14,0.017355507439605317,0.04940891911234892,0.13073373203275462,-0.005434101001482171,0.04805225398853273,0.0053503597519846706,-0.02358397502569769,0.014633557098003926,-0.05149146221293795,-0.06456031996261642
LIF,0.04036081218668434,0.005241329969865127,-0.04180979093104251,-0.015640863668881955,-0.0336263338274239,0.10539306154244273,-0.0316860983854603,0.03317339604240595,-0.04821911599274376,-0.02323862339133252
IL17B,-0.03009084547665918,,-0.022983003377116933,,,0.08153056948342689,0.07071104364077764,-0.020615897826712165,-0.028834118594917774,-0.02707723385080707
MMP1,,0.012169016217847243,,,,-0.10031880236750712,,-0.005638212764180436,0.05636877800876377,-0.015589275325163666
MATN1,-0.023708781788502834,-0.019780001149261567,-0.014590311708902891,,,0.03939519984800982,-0.01693443843915906,0.04537025684001137,0.018919669062827847,0.05683049417847241
ADAM28,0.023876285592351533,0.022478922438781482,-0.028017809248116612,-0.01998992787173096,0.0030483332398417804,0.017864582365931324,0.07432636463567255,0.07468923694278322,0.04784822785971219,-0.02125547457675021
TCN2,0.0032277353507205292,0.10480825150349629,-0.04418543766653127,0.0112999629936839,0.012067037075563412,-0.14188973860742282,-0.002291918959904275,-0.013916100515869981,0.02438424841582312,-0.026109368286562323
THPO,,-0.025774160494897842,0.05910110577034523,0.08960633173726107,-0.0333799590992435,,-0.03837811519357559,,0.10563005986250036,0.021598515733413492
CUBN,0.03344258518238389,0.0790313147008839,-0.03551980105596904,0.002420710546855502,-0.004586267807474118,0.16496365307883287,0.0686488115996327,0.0033885460738676838,0.07013016327820851,0.037855859475328706
TIMP3,-0.05631321481165229,0.004477450265086786,-0.059213580423506565,0.008903160330420629,-0.043659073502156975,-0.02162155545538768,0.011105005038553892,-0.04668710014308271,0.11385236623466279,0.043204809436665916
PIGF,-0.030660529315486063,0.04357952023479609,-0.12247548428106209,-0.03899715568335896,-0.020669290020648684,0.14056300842062802,-0.093524642970079,-0.006417187253826458,-0.07341073961210105,0.019731388096234034
CRH,,0.1155070287114108,0.051541629427695024,-0.019098229732512885,-0.008823362696110434,,,-0.02921925059577064,0.006755139005394215,-0.005639609414972991
BDNF,-0.042947737951462,0.0809136255820405,0.1824266038046524,-0.026476751714999275,-0.03313200281846909,-0.0152774844882901,,0.03196625434733984,-0.03000889466886124,-0.007780342362626914
CCL5,-0.018982748163352655,0.026764312116508794,-0.03159015641506381,0.0039785127550034955,-0.01596881619605552,0.041686760321183104,0.11317564583481135,0.04508499341655176,0.15588476660338724,0.06815528189855707
GAD1,-0.028367201046673306,0.04642803843145336,0.141778850430342,0.019914143321311605,0.018574990808600228,-0.09471119337674051,-0.019559156664061356,-0.02559635530210886,-0.007985271640880386,0.01557079967180875
COL14A1,0.00762183616813546,-0.035698008015743916,-0.024686740841018132,0.004836554284744226,0.055084787035494,-0.1681653449280864,0.05727766163713816,-0.0021439330804693653,0.1260806664474454,-0.020272305469363636
HLA-A,-0.10458689926954001,0.049439496787777655,-0.08476107598682805,0.0078826618132056,-0.014971535918727063,-0.09929752283626253,-0.0018590334735836798,0.09722358471695562,0.07339067719470693,-0.02653257139781845
CD5L,,-0.017650524416455832,,,-0.03483570322243831,,,,,
FGF18,,-0.015970534370091206,,,,-0.07240557708671652,,0.011273438470104619,0.08090782624228382,-0.019078078546847867
ADM,0.07985104953110576,-0.07161125151301212,0.0270036968422096,-0.006840134965960471,-0.0626586039918905,-0.1578618965073479,-0.018112156218253603,0.05578950676493307,-0.03303371774507841,-0.006463927145365258
CCL15,,0.04297140431513329,,0.030333828009435057,,,,,-0.014640299444036647,
GNAI2,-0.04510081109634869,0.017815299391714733,-0.12063059475893209,0.003800988723295572,-0.06897848498272538,0.056488583890094486,-0.01151570903202681,0.03130885980554516,0.08718923833936774,0.028940573830037616
HDC,,,-0.045548168162294775,-0.01981369787354683,,,-0.04570077340883123,,0.0083453614317056,-0.024675743930179315
COL11A1,,0.00819368842985047,-0.025301034727386627,0.006484296511285981,-0.0284057405019697,0.008814912027353166,,-0.033165332944845326,0.09125382551232236,-0.018310850237183717
NUCB2,0.02509703756871266,0.00869193088627019,-0.030501622444671812,0.029834971153763802,0.0013936720800870766,0.11169302535090875,0.06625713982329878,-0.015372712844226656,0.031551097246823576,-0.06227478575792177
FGF16,,,,,,,,,,0.060468189051542165
CXCL1,-0.018073894514985474,0.00037125795836333276,0.001056969942343357,-0.014811078758339138,-0.023527993673775616,0.06926051488139592,0.0033940594639250247,0.034213342505021734,0.09858378313079995,-0.046650920378768335
VCAN,-0.0073350417439488474,-0.04136338159976323,-0.1078277861713473,-0.035138113183681645,0.014321331655838054,0.16670925131412098,0.0585974159605962,-0.06049024526380273,0.10736202932649935,-0.012510931751902502
MMP7,0.08520722710760607,0.04763161301751775,-0.010157763345904108,0.10977319617605938,0.03206203042647002,0.005936975165845949,,0.051686580177246644,0.06266041098336364,-0.023808592155260266
PTPN6,0.03266619925212779,0.034916196939721415,-0.05097152600507846,-0.0015081740466757437,-0.06441217325724097,0.08433425274707584,-0.010732102453365292,-0.032764897236554416,0.08759400771203066,0.0373235967186039
