,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.08961083926822928,-0.008762577648696847,0.024268378103055183,-0.07491854590205912,0.02581385024730675,0.00823822552828578,0.12319814011759932,0.012457785159691741,-0.028508724323566,0.03137807352852369,0.038636940536385285,0.00913715110015681,0.07198669979371856,8.192934265963813e-05,-0.011086256879994448,-0.013888533675557107,0.004372269671895204,0.012066633197179289
QDPR,-0.0274127239766037,-0.008931837696945338,-0.004835762473805624,0.001269825600368823,0.010567778283138509,0.04471297228191377,-0.08621507869030734,-0.006818910244302197,-0.014888856783149867,-0.02381323957020089,-0.040081180264554934,-0.025379584674456914,-0.06177588761020228,0.0202226976868031,-0.11355583767055676,0.008723936039494205,0.05110767871038506,0.047020558085790976
POMC,-0.03398284767283971,-0.011405515032106803,-0.021109833001663213,,0.023588515298573767,-0.027038022425775174,-0.03333072149513498,-0.02981016113211935,0.009821945189672738,-0.029465760158764898,-0.06354682596021023,-0.0343795802984107,-0.013268777314740413,0.1215827639341353,-0.005032589785917176,-0.027300602141536366,0.08914408023484974,-0.0032576207394889186
CCL18,,0.00931814889149871,,,,,,,-0.023915949352718277,,-0.03871218573777363,,-0.028999410064842565,0.008951923972100853,,-0.01564445313154721,,
CCL17,,,,,-0.010449567341279381,,,-0.013718240142176645,,-0.012563675042489455,,,,0.02921000250145199,-0.026260370875558263,,0.10255678047837374,
VEGFD,,-0.028461338742045456,-0.017016497117963103,,-0.03301003706355089,-0.01285557108827207,0.10229071768468957,-0.010062495044802309,0.12141497156184486,-0.013464879681973988,-0.04361360453460682,-0.02821030098726814,,0.06041301217603484,0.08654075505237754,,,
TNFSF13,,0.010356201819530588,,,0.0211009965131714,,,,,,,,,-0.018055303516588468,-0.00986150106598119,0.12422479470455394,0.005256668581608292,-0.00387633897977251
WNT5A,-0.017806720098424367,0.010174194965082775,-0.014988746859138254,-0.023454862221161027,-0.008151039478631654,-0.0031831633764929255,0.0338671689865566,-0.03584196356330191,0.007794712067108337,6.738751531842355e-05,0.0700887098096085,-0.018008930608623318,-0.0462868323296587,-0.004635598645004414,0.009951386777379995,0.0019876427800099785,-0.003717482309682833,-0.045354757071073636
CXCL8,,0.002446969497782513,-0.015933239301310385,-0.03427956186142307,0.015573579467161354,-0.037521184902765736,0.07203756726387242,-0.009370632917550322,0.07075049968390523,-0.040483741055510364,-0.11742621472347951,0.040574230053077386,-0.008487911277702763,-0.09970717418603035,0.03320093801127741,0.012010030503408656,-0.021472688278941023,-0.051378116761214516
GRN,-0.02711593721933262,0.010318764820110946,-0.01432591646042,-0.020620487415744074,-0.01778896194032623,-0.05515725632254582,0.02859968547465199,0.03433265901695474,0.07606407444862126,-0.0342469343628112,-0.06116702965254546,0.027149699181980666,-0.0015458494097303488,0.023500050037271375,0.029190746035347697,0.013224790708744076,0.010597687801069986,-0.01788898416209185
MIA,-0.0005372397328552347,-0.022529200812801787,-0.015133282525027226,-0.031956447379130185,0.006563831275138388,-0.020478179023207376,-0.03779780780059566,-0.011443968971738097,,-0.01844076978704828,-0.04731123095645131,-0.005756371521538447,0.04141730968278227,-0.028501531615230703,-0.03490433949447143,0.06704369910200333,0.07556428375966508,-0.008389818175760002
COL4A4,-0.019091799067561244,-0.013813976697396724,-0.025449673811339925,-0.03442385368660234,-0.04611324637511711,-0.02500310415905482,-0.013038939482414861,-0.019224957763858627,,-0.017888230829369873,,-0.01730652287061156,-0.03666431528250678,-0.006059545703555235,0.00957714780609313,0.16357237121931353,0.07557595949168222,-0.03389524845995066
TAC1,0.03966883471598692,0.02194614988523329,0.016765113542963294,0.04205742940555841,-0.031377805534496844,0.08911480871935554,-0.050249951413531335,0.0238351903001933,-0.07228501074252806,-0.03170168871892075,,,,,,-0.0033526411213061925,0.020977790063973527,0.04043177500247431
RARRES2,-0.047624562632506466,0.03333833751213076,0.014858431967207972,0.05315293059796833,0.007227968162332933,-0.04579010270300049,0.07421198685775447,0.0478945310198876,-0.017394474246012943,0.0357436747798865,-0.0049224131359401745,-0.050588306837957175,0.06976099340556456,-0.030684165279026652,0.03809448287007057,0.008037416873151544,0.04975514109816043,0.03022525526928947
FGF7,0.06515150756100056,,0.014548726824468861,0.0003628487596128895,0.01035731992769217,0.004396721246915131,0.005469121403783432,0.05751024971661722,-0.045307687769008134,0.0374597679357015,0.05093311921124437,-0.06715032272805102,0.05812777058220057,-0.04304219959701127,0.024439164666996433,-0.03248345699487234,0.03361804437653377,0.02436724456549424
EFNA2,,,,,,,,,,,,,,-0.018927917079976268,,,,
HBEGF,-0.01838807391311021,-0.005132966803862247,0.07600441093790268,0.04565202184170357,-0.019180360171511698,-0.03947093873494534,0.014126270304329384,-0.013641460737532835,0.12789289408839902,-0.023513714423213074,-0.02752193099904863,0.002599437111582776,0.050213624841911775,-0.07554218852128944,0.09850397367499143,0.03601048899552977,-0.02088508207120328,-0.028040429310560493
CSF3,,,,-0.024095389041557808,-0.018804620441464272,-0.007575018030549138,-0.013794947003974442,,,,,,,-0.08043621097669439,,-0.02392560232126006,0.01743608000705795,-0.0036439475658884613
PI3,,-0.029942518828447978,,-0.03793016362663197,0.031235423617856323,-0.03943571208598377,-0.015533292400067922,,,,-0.06196808909375402,,,-0.10505954406820217,0.022473413991161775,0.008508625385460685,-0.019937804619579585,-0.02399063983285553
PCSK1N,-0.07042159607884851,0.03828889332193613,0.0027957959672343276,0.014212526100179547,0.05645464091382704,0.0017168695951236114,-0.0038202220896682527,-0.014011405678736533,-0.01579958099146357,-0.04853899807991801,0.05095454904871024,0.03913794794889625,0.009636121051339208,0.013406880855238557,-0.04226863570310493,0.015529957035493817,0.02134868055620608,0.023243182397242303
NTS,,,,,,-0.032475847692441426,-0.016955649280886987,-0.03023982898367967,0.04483089672767841,,,,,-0.02306007513560005,,0.007081824601423607,0.02355140641477611,
SFRP1,0.013898881877040537,-0.01359941626797511,0.004760702595873226,,-0.02585249408501573,-0.014665980324696199,-0.023831174860016385,-0.013718240280330588,0.0258916323658596,0.01405827534957893,0.053715378945685954,0.1259763183393367,0.07088066810432013,0.013412392181241906,0.027716654933495774,-0.014783254671764456,-0.01705829182394441,0.04656298280585422
CXCL13,,,-0.028728177066099786,0.011513987522210124,,-0.014534173794898353,,,,,,,,-0.048631214760775775,,-0.007923056611505493,,0.05415670585655589
MICA,0.030066910923304394,-0.019219287146006285,-0.026097422988563,0.07734704479986915,-0.008734096200807036,-0.017027182129819636,0.08640046552723993,0.04284850999100167,-0.0445958085192011,-0.03019914451450255,0.047535466487045375,-0.032381014499894306,0.03447526085009971,0.10491406085489319,0.05004451349788935,-0.013712672447141501,0.08415459748186077,0.01826523802488087
TG,0.004800410996761166,0.02305783268109372,-0.01615514744874234,,-0.01747211167538829,0.01572907124988631,-0.01664926682781837,-0.009927830817773748,,-0.018872412685289667,0.06634269051030012,0.11297609997433285,-0.04721781958546916,-0.028401003374490603,,-0.01969113836509874,-0.022225616390797176,0.005615893184733507
ADA,0.061659602457431406,0.041974297918660974,-0.01426408788513194,-0.024424866141377264,-0.018537796193133116,-0.00556162238260904,0.03928641151153907,-0.01612359564475033,-0.0027893627107878523,0.04708978142285359,0.02357105066924979,-0.008567847647346844,-0.010394901211411144,0.02701574126511829,0.02967221202375143,0.025973286621582405,-0.011596481144949692,0.002381612296018564
LAMC3,0.034784558233202686,0.01681350840741301,0.04363861927856474,-0.032533866888359436,-0.007972044449314835,0.009065233301541855,0.16172611518006266,0.03316505746764336,-0.004396347842460152,-0.0030032274355506804,0.06785425742782838,0.08716774122467791,0.009275155661053299,0.07370067536340054,-0.045511442952584455,0.08032939047483442,0.010504119614529019,-0.04690867083911558
CCL7,,-0.018103810041425503,,,-0.020170886903579877,-0.01926963104957289,,,,,,,,,,,-0.022637920029158667,-0.039562262150447045
NGF,,-0.01923402289195453,,,-0.033326408910742546,0.08412198801467737,,,-0.017570558937150545,,,0.12647187593594778,-0.02616307935300643,-0.018673494030368477,,-0.011588626706766353,0.007356784426301654,0.011195241560179509
TNFSF15,,,,,0.0036344391685477753,0.010789665625241642,,,,,,0.1095340851839841,0.03774326386754022,,,-0.014857388289591478,-0.006799515937743138,-0.0043878307009167766
HMGB1,0.051396960272888786,0.034254211726081125,-0.030871642967948292,0.009915095189199342,0.03743995629689201,0.019720364050767526,0.07828816489493033,-0.0006036318225293798,0.023674524769349288,0.07078416714353554,0.04477098102469606,0.030215867481815855,-0.10382103695792162,0.002954336549012003,-0.000692443362606594,0.06258480906879788,-0.033353305722279174,0.04764334466064312
ITGB3BP,-0.01570788008873281,0.020458854330278702,-0.03000077773740399,-0.09374038068876532,0.052643985236181357,-0.013209421464251195,0.12818780561231696,-0.030634587786148224,0.05249904286453092,0.009558584043562579,0.12695891156764505,-0.09235327529866891,0.032989390522355805,-0.017959588929631887,0.045992853842103075,0.04290719623200964,0.043676066763277996,0.05840612100902916
AANAT,,0.05418825373086292,,,-0.020437459880758874,-0.01285557292347729,-0.01244341551534497,-0.01144396960828087,0.11142915624572293,-0.01685296834100163,0.05589099387372884,,0.018936981529660054,0.02354226582177461,-0.03248323628579792,,-0.02395186344142492,-0.029578974094396405
RELN,0.041656531260695386,-0.024729423278839285,0.006644101829619665,0.051731654280573185,-0.0024410245149745664,0.11041507832806333,-0.03651288536864908,0.0270324469849267,-0.04699434499082724,-0.018657690592845277,,0.06981440835850136,,,0.09920161669808947,-0.017946114924070087,,0.0663805680326681
IL15,0.0019596786673862525,-0.027547671686265117,-0.020581410690349706,,-0.007085517830914495,-0.011720834635063054,0.005089485470100067,-0.024596841101275108,-0.033850935193030125,0.07053859634308374,0.01786285624078284,0.0911168532547804,0.1068045053843839,0.011498619243191928,0.010592966288702517,-0.015230536036611377,0.08248469350543819,0.03287555817558792
UTS2,,,,,,,0.006382399324628417,,,,0.011639903145539431,,,,,,,
BSG,-0.05149238268142266,0.08274289460249333,0.009699806225720998,0.030220645436525046,0.0528994992779981,-0.0392394412879728,0.00659803118033617,0.029938816231434382,-0.014997924328052642,-0.032708553506991644,-0.10894849826489666,-0.07004857036981288,0.019684287066387102,-0.04114340085931649,0.08509681275945316,0.039026344293825004,0.057348939314430296,0.07906800220616392
ADAMTS3,0.09119914121776485,-0.005075782533681711,-0.005884737428065925,,-0.034745119628552194,0.10447315259963988,0.07901198730910858,0.013618488501116799,-0.026525487037129945,0.026113943262932284,-0.006042583860896953,,-0.0162104200881311,-0.009567144351065236,0.01539962750984115,0.09054612250928719,0.10559812835908965,0.019384742867733458
CD34,0.09194397892990909,0.03976376768211341,-0.022552225592168986,-0.039952806517231994,-0.00036789176783972406,0.013729461898137897,0.10580497091789237,-0.02141135640937212,-0.0417845915967956,-0.03619738446670034,0.10565727758552847,-0.022848437288276686,0.07392780431811347,0.08837597576694052,0.02022834414712803,0.07422955931553868,0.001854680789179172,0.008401316733145068
CCL23,,,,,,,0.09204251679710654,,,,,,,,,,,
PLAT,0.01704685111761712,-0.0006964216077514693,0.0735850306809698,0.012440230878466166,-0.038485760886749536,-0.020172279714993392,0.04722418736902566,-0.007254327728332508,-0.02451027323755945,-0.02144227335438621,-0.03698435875593834,-0.044943818669440756,-0.03442539847328449,0.05526463396210265,0.04094932568039397,-0.0006529005691665648,0.017684654932993298,0.10335179227773215
NTF3,,,,,,,,0.04369989590390383,,,,,,0.06791090113613193,,0.0030864967340831205,,
LTA,,,-0.011880546213344782,,0.01915848623649149,,,,,-0.01563035113417086,,,,,,,0.04703440004613087,
CKLF,0.08470213915661083,-0.024242622790695195,-0.028617597996609383,0.021398490303837767,0.062258995879516096,0.011774072110084582,0.09055532072158169,-0.0173506436182804,0.050099897105045345,0.0340484996004073,0.07104247352634459,0.0030443545975864486,0.09486146505079146,0.05519312060162783,-0.011675932679671607,-0.03979803561925728,0.04429760779763071,0.08780421172802773
CD24,-0.0026097972462371262,0.005237590226801313,-0.008399010328287751,0.0025228924548999472,-0.004952891485043151,-0.021752237757791587,-0.017158900197029467,-0.02427651122311625,0.018222362050624087,-0.018758929144923872,-0.010921725436489992,-0.10647698572373468,0.08721157649008038,-0.005660899935273399,-0.061070585491931485,0.0530599648762223,0.04513528391329805,-0.018319007605846812
HSP90AA1,0.020441727553387478,0.0030386413286259966,0.03625080166887358,-0.04742739330873934,-0.02857986136166472,0.03919430005766742,-0.13360083112935897,-0.0651975076136013,-0.06576543781579738,-0.014423303002140097,-0.08176370822936897,0.05123068898235852,-0.058105944381953496,-0.09829326458331034,-0.028205400672655777,0.013145154179108491,-0.0627969086734822,-0.050006214680402915
BMP4,-0.019648228471999523,-0.014832069436170868,-0.012594075423832134,0.054941118078559545,0.03456263082875827,-0.024948315927245918,0.0362934432970743,0.0300061312919746,-0.02634801899249196,0.0854995203027964,0.0729950447845602,0.01698753472039947,-0.041912786104675116,-0.01948335583780779,-3.489884278984351e-05,0.037131904072824136,-0.029958370492383955,-0.01847720207160141
SCGB3A1,,0.05827835173438998,,-0.02575558808281487,,-0.015309400336495938,,-0.009653100294497912,-0.029077903391466008,-0.01090665231867554,0.05930051910780965,0.016836810254267368,,0.022205691738094592,,-0.00613735495835486,0.03390108067788154,0.050564082535343315
IGFBP4,0.05152419955919371,-0.0713598402569522,0.011358063948809867,0.04060810559260697,0.030595862519065244,0.02432258200697011,0.07600761867256194,0.06705127287226505,0.03852822890872861,-0.02532471552518309,0.04439724510777688,-0.026096823298457365,0.013260186647672749,0.03066487541622493,0.029200267398439103,0.06638358614077804,0.012779084244936918,-0.060365949824406975
RSPO4,,,0.06617100425461737,,-0.008358596730022563,-0.017669536610383056,,-0.009653098882513625,,0.010455967945436911,,-0.009745467204761762,,,,-0.020778928199615326,0.007874301455797114,0.05668248338405111
LEFTY2,-0.01890302887595039,-0.008325339327651546,-0.012026457396779123,0.0138660430382675,0.04335307881892327,0.10671992993375692,0.07671042124063158,-0.0105847409846695,-0.017570558937150545,0.016457592837801474,0.03432798161615515,,0.03364809731766209,-0.0034465718984167844,0.0036340189777622103,-0.028257969573951502,0.08459100211690615,-0.013655434597983712
PF4,,-0.00021164106155380436,-0.01080697151615368,,-0.01759870143320597,,,,,,,,,-0.0173487464445452,,,-0.01896785794927605,-0.029217567062223723
ANGPTL2,0.023071237607345352,-0.02453861459533823,0.012555779673262086,-0.013930281825531729,-0.0019354967068844914,-0.006461145674827669,0.06193879044640229,0.006106146860326528,-0.021641804450202154,0.07759060964210664,0.07257899857710914,-0.05623216539997599,-0.017096768809284294,0.09605488449971811,-0.060709680292817196,-0.01092763852490742,-0.002976129850590519,0.04216742602865136
LRIG2,0.05380147840935024,-0.015749948157720982,-0.01322438599820092,0.09946143463736747,0.005215489631767125,-0.052137317249906515,0.033897739757261514,0.014356539037412732,-0.021013971413884343,0.004548891678350711,0.028890825458397888,0.012682301118785617,0.004735246182521575,-0.01824862747948844,0.05722043567082765,-0.01752759300871849,0.04237504891623069,0.07697754992132576
ICOSLG,0.04893312097540374,-0.02847490197096635,-0.04052720281085859,-0.046143278376504886,0.002471033263042372,-0.03378772970657809,0.012119390354006006,-0.018319779040965146,-0.002168092670361989,-0.006094389677503289,-0.038927419091215026,-0.06584176894433587,-0.0051703475317386735,-0.003453804284562868,0.02103306938505083,0.0010394934996553595,0.04139564017988281,-0.034264234283450476
WIF1,,0.017709741933497832,,0.02433067692991761,,0.02745023187859826,-0.06550870576917237,0.044189306763330535,-0.040249166820629435,-0.03779588632494929,,,,,,-0.01931602644813409,,0.005146533349751639
NPPC,0.010666953769135295,0.022577541821653217,,-0.032312517203473536,0.05935666419624169,0.11050290794314337,-0.033503403869817996,-0.013415445128380336,0.004846954062350589,0.0020474124996922457,-0.054485600743491354,-0.04549891733762817,0.005769979375058636,-0.03282499133313783,-0.013842630230504457,-0.0018933363243869702,,0.040527352859742814
LYZ,-0.02237356524539495,0.005248474041942666,-0.05067833375135354,-0.023212683854028568,0.004648572040863994,-0.03597089683873544,0.03506782792755617,-0.02899113451989712,0.032680901940788626,-0.014608908588130812,0.022563582568546993,0.0773826044491254,0.07273746375082561,0.05599076069877828,-0.02046445480797954,-0.002372236730136067,0.060363562595845736,-0.07967008088345086
EREG,,,,-0.032478810017146156,,-0.024865230452812675,,,0.04240176280808912,,,,,-0.02530621145745567,,-0.025880505406814833,0.007146876712621566,-0.03363807489002741
SPTAN1,-0.00268627120790248,0.02834661099552157,-0.008798114285767903,0.03080284834783651,-0.024236699079362777,-0.00473223885746467,-0.005069444006805199,0.01754701511292312,-0.026012931893924836,0.026926819027901557,-0.048790576174446605,-0.11091672556947765,0.03570578298203591,0.08288289173363486,0.027577119703625506,-0.019435754211157515,0.058275191082518364,0.0466100755485435
PTH2,,,,,,,,,,,,,,,,-0.03304541816987285,,
LIPC,-0.024443212409495065,0.03702591393724723,-0.016265069705794027,,0.01644403195224237,0.0043514496987091915,0.014607002344510569,,-0.03237194246834473,-0.010591902688460648,-0.03928218520657645,-0.013833956797651292,0.10614070354345492,,0.029764500421133558,,0.03412031961077139,-0.023046911202920555
COL8A1,-0.0325682217233926,0.008012042921616868,0.04249399777088363,-0.030083532969275684,0.03255281337524745,-0.005391281217789284,0.05374272150607586,0.11315052910400514,-0.002028800576226007,0.0030930110778921408,-0.03820628895184223,-0.030247357635584324,0.017469259799499138,0.008986112770463286,0.022633116033273008,0.052297810105751706,0.014243705999826956,0.03911361837144133
GSTM2,0.029452004438506877,0.04633154471603954,-0.023680865820960167,0.05953948225839752,0.04501532722685223,-0.013645369347337477,0.010297683032730086,-0.007031206278786448,-0.02874846303476676,0.04538646202480426,0.0280064076000091,-0.009288290529867847,0.017448244549457145,0.06998021341518805,0.05079785410580297,-0.010382425179399475,0.07330056034761757,0.051407828024518744
IL4,,,,,,,,,,,-0.008867371413985876,,,,,,,
SPX,-0.039155234137909584,-0.03718496551741594,-0.004251033252485588,,0.0035296427897797845,0.10816369224531382,-0.01651515944133316,-0.005552793189993665,0.04978955677925388,0.0490368816868375,,,0.05362957335517215,-0.02154068620316121,-0.04135774455679918,-0.020690480425161507,0.05059325560973606,0.05956798377858741
MFGE8,0.04118402494905645,0.0001171811549957503,0.06145879102638733,-0.02945152090466856,0.01501125595972837,-0.03131660906381553,0.008932051552500613,-0.020041598703797122,-0.015592387675981027,-0.015647599184459786,-0.03693026874124431,0.0780814213511554,-0.019473840255403822,-0.010592802502067573,0.07296749282572175,0.021090924644319647,0.030677692983023242,0.047286572093244744
TGFA,0.06357250983785806,-0.00925405212615235,-0.009933640350675621,-0.05291877618519663,-0.002726970171379998,-0.006643756704350112,0.037771288357129514,-0.03221257286539787,-0.062324221834012865,0.020832074231733406,-0.06399454988544093,0.06590088999589153,-0.03712974405359519,0.04252265063923391,-0.031433710579122864,0.04473121096214814,0.08155241338234105,0.024189312225782616
SLIT2,0.004507642864763926,0.002222210890299248,-0.028178841633274873,-0.01914336069166178,0.0015562798555826419,0.07121389494420224,-0.04134756360035328,0.023779347747018377,0.07461883504746385,-0.03515866638634324,0.01493844435190551,-0.06545716836622746,-0.04090084930630651,0.040452380700963124,0.009795610528184322,0.003520852275284211,0.013257738842992126,0.024150166751760536
PLTP,-0.03223516335361488,0.01895100233403869,-0.028177759134300692,-0.02160383457267078,0.04783713363405072,-0.06929685272261295,0.0910068267101087,-0.01909269617692513,0.08082469702365107,-0.016935722009582495,-0.08092869153754484,-0.05872939376058624,0.04065610168689295,0.07252566064708517,0.08870188125082132,0.029493659490956385,-0.017276056744832916,0.06241027383815651
APOD,0.012646102131056908,0.06439090832874855,0.001427008637782287,0.044866724837601644,0.029355981362952123,0.019145858568574984,0.004697288153817682,0.017310124978374995,0.05032915641133792,0.04373845676245753,-0.01634657579638698,0.10509002412704654,-0.08820318537020058,0.03972179006055953,-0.02607216807220958,0.047947649071286465,-0.0068315270450627,-0.018697036269550906
B2M,0.001226045016610939,0.008240011292382665,0.033540046661104814,0.038328953081530205,0.07295449249248584,-0.015589143761724069,0.08609814902170594,0.03880121280025475,0.048963285962540244,0.04997129861938429,0.027541493947805886,0.08276936414025811,0.028334612613143084,0.10021852356816191,0.07075404684761703,0.026069863748105552,-0.02551253195035412,-0.06959217315641611
OMG,0.012059779601684082,-0.04742190636345338,0.03276611581502573,0.07308629212870213,0.012235909644161077,0.009822182814426168,-0.07698046671555642,-0.00978219003613867,-0.09373030863431767,0.013813823421925562,0.011234748106896886,0.03962595332469481,-0.042766190790466986,-0.00625275334694976,-0.0064114515450654445,-0.034820528275638196,0.041956018150983716,0.007335405824971151
CXCL3,-0.015374682876672204,0.057233400290957255,-0.022218104957044717,-0.04536830023554699,-0.04477694220619112,0.004552007616484947,0.029817067811733208,-0.010326775364220027,0.06176254209513561,-0.011256683260452602,-0.059559639277967126,,,-0.08019446035857322,0.08833569040675285,0.010441548378481273,0.02417902995527302,-0.022040905489274922
CXCL10,-0.07717972936097586,0.016209363076197175,0.002122145043375669,,-0.08059539615105481,0.07492479804166913,0.07553431757234957,-0.01568712761250227,-0.05049108394666976,-0.01788823195946559,-0.02458954697690273,-0.04394723051582117,0.009753195869086418,0.04564141494770557,-0.014200422092683318,0.08368534735568686,0.07774708070176496,0.019963785268764984
RSPO3,,-0.024591723211051325,,-0.02409538979311986,-0.02043745837066198,0.11047840418594278,-0.020432748080539062,-0.01397523862289154,-0.008213845478365964,-0.011763017055854972,,,,-0.003047722319396396,,0.09986346174553426,0.0870298988354214,-0.05552982560669361
CORT,-0.019091798760246116,-0.013554102508202714,-0.01930056678078073,-0.03197786505399742,-0.0067755205519233,0.0998341161012556,-0.02472303762062321,0.023493642257761255,-0.03120408345280401,0.014085473299149937,,,,-0.018154581385026403,,0.05670468980704226,,
NCAN,0.08057905421448464,0.03088438251035693,0.048749244352538065,-0.04027602822598272,0.07842430053254068,0.08645664140257629,0.06713252021743166,-0.008614820565584784,-0.03358156531020972,0.07516214821630698,9.903085549375455e-05,0.15249506199607568,-0.026010531641520278,0.03424553804984029,0.11755465441903468,-0.0009917503245473384,0.06828254738890482,0.06650475502573679
PRG4,,-0.0022987970125146425,,0.05111393662058724,-0.02017089004691318,0.017043941878183862,-0.01770031114736895,,,0.08391994437286952,,,,-0.0267881957858898,,0.047937184354206755,0.04977362664820619,-0.004314698736553615
ZG16B,,0.002002380262523204,-0.013004433777421224,,-0.023410784794072704,,-0.019110330310230354,,,,,,-0.0335768484450025,,,,-0.02864493620558755,-0.005032453462612489
TGM2,0.008859250764543358,-0.03592054113183251,0.021248330882161392,0.04932286465166097,-0.006904361772542138,-0.018668435900330047,0.04133047928042866,0.01607276544056674,0.01850468709909136,0.012345111356303402,0.06261463031697023,0.01294919267167294,0.00710402976580702,-0.04494855645152402,-0.020891616515403326,0.01026731205701893,0.052713690460856395,-0.04126950322027725
VEGFC,0.028780504011799532,0.007503350973208599,-0.016698193764772187,0.025973070468453565,0.015326671565932355,0.01969350201148286,0.0943803863906147,0.0043654009452380555,-0.020424637800307285,-0.014035394310368043,-0.016828381818174993,-0.0005733527380106717,0.02335887732358482,0.009614291110485134,0.14396109097861418,0.06335957941228032,0.031516924027886535,-0.06896812396352045
WNT6,,-0.029210097280973474,-0.012026457712407524,0.03213065497097712,-0.027898938196455,-0.016877332487613975,0.027004069925960005,,,-0.01224938340981578,-0.04761597857134267,,0.07761836256133853,0.07493772884753458,,-0.013573330993407157,0.013027276445447532,-0.02575560364757108
NRG4,,-0.01667424462830415,,-0.01806078990808387,0.01148254297242503,-0.017446467843113385,-0.004305498736058517,0.015133118381991264,-0.022754255083352503,-0.016373924540280926,,-0.0627345306686375,,,-0.024227776763917946,-0.014037339660562675,-0.022973064775062706,0.016474350947030498
PMCH,,-0.01921796427405118,,,0.0010380359907786955,,,,,,,,,0.039627952682771535,,-0.015798308836289802,-0.013642766491322764,0.09525068907335807
COL9A1,0.026013450723906352,0.01011797801491255,-0.02987076323491685,0.040508406094043985,-0.025639530071597104,0.008496540438718779,0.0006899779484653178,0.048879870747037,-0.017824401158177905,-0.01865769774925569,0.09928801620945728,0.026732430614591463,-0.007865240599824599,0.050584270796130655,0.028609152824752848,-0.03495299401647325,0.13335513582866837,0.04462815316530417
GDF11,-0.016632332347099692,0.0018393419381921325,-0.05110738409037812,-0.016216547266826087,0.0016353538676619056,0.01598717549878127,0.05695401206936066,-0.01842150060823524,0.0034655435299658674,0.0076112557816655725,0.02881791762078981,0.027328716833811564,0.033468753624585686,-0.0336105343224725,-0.0357968966458566,0.0016745251172849737,0.03357968262158389,0.07835983568807325
RAET1E,,,,,,,,,,,,,,,,,0.12710356880750925,
IL24,,,,,,,,,,,,,,-0.017072129502913935,,,,-0.043301621364263715
