,UKF248,UKF260,UKF269,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
PCSK1N,-0.04867642421296526,-0.0015636317282434562,-0.029379145913341686,-0.047128670022265604,0.12003429861351428,0.02338540865277195,0.08692620056835557,0.18423140818537223,-0.07260238575002999
NTS,,0.022029985723935018,-0.02305336925228689,,0.05483571883669846,-0.01883807991278549,,0.05629111262514955,
SFRP1,0.04521664359471633,0.07387352709849196,-0.0006960294657093615,-0.01751778875439993,0.02532320835741729,0.0338624411984298,-0.025463970257485365,-0.05648884303311423,-0.06013848727429871
CXCL13,,-0.015984169310655837,,,0.016484660593765393,-0.008405863389143228,,,0.069145806350421
MICA,0.03965511234456814,-0.008226938845347965,0.06406503791484007,0.08016042367089635,-0.04353638000211904,0.005059159388291737,0.08862553147816592,0.08642025466878878,0.05405803467896473
TG,0.0036411928773183275,0.036576393156741355,-0.022636803203649986,0.13916619851388407,-0.01743010767074688,0.011076138964158697,,-0.01133034225123481,-0.016996926470724295
ADA,-0.003374036299727329,0.003474709366777344,-0.02674733339019071,-0.005648277552608399,0.01702133291697903,0.02094464486093996,0.10333638294689876,0.11441213479216125,0.043045141756795545
LAMC3,0.03858015118888922,0.06832225617271553,0.08622961206817822,-0.023577507804198487,0.0712520215238621,0.044050654017495465,0.01613033828645469,0.006789518071951313,0.1599740842648437
CCL7,-0.016909164854150102,-0.0037575540025438924,,,-0.0196603680372541,,,0.04283631840121665,-0.0734299653772918
NGF,-0.029032196360900087,-0.022620315571704977,,-0.021010935785457048,-0.02270615115156309,0.011111111439922336,,2.1637945607377834e-05,-0.039096680711911316
TNFSF15,,0.007035977705806253,,0.14242619695096978,-0.019166651167397394,,,0.047732472668962314,0.027511882222869277
HMGB1,-0.0006647444982424611,0.08833561672913484,0.0010371771647761864,0.0450293860052277,-0.09044531312999225,-0.07354332224111758,-0.007907018804501212,-0.021045430286033798,-0.013091958531975392
ITGB3BP,0.006306874717145849,0.045295647673227184,0.005172462047975116,0.0039774494454814366,-0.008910340798573129,0.002372871016356386,-0.01733580798503254,0.014974123510499511,0.030452278082821777
AANAT,0.04745312038519524,0.03697978163552527,-0.016918411550199092,,-0.01724769023498846,-0.020808290523890712,-0.031470455795714045,0.08756848303552031,0.02726774980558225
RELN,0.02245423395556241,0.03688478538589903,0.04279993216368938,0.07043204514817399,,,-0.03935574546257385,,-0.022507647071658303
IL15,-0.013671039735798621,-0.024158171587040794,0.03221795866736857,-0.008294446973032147,-0.002403394884287532,-0.03772523717986684,-0.013997900516716491,0.0540919813449036,0.09164455309103013
UTS2,,,0.0023965099635376037,,-0.014687670551944728,,,,
BSG,0.0004432251807256472,-0.012940413990852521,0.005816184032500227,-0.07743423786299307,-0.04917809110241241,0.034305727064235424,0.08714893497582618,0.10254556626915814,0.10483297947199981
ADAMTS3,0.047868189952297135,0.04998598103648572,0.0360763806074138,,0.11083505750873597,0.006186685802631973,0.09918027780610372,0.09098615175344314,0.022345569296058194
CD34,0.0415966432152996,0.033753019627068545,0.0025565599850125706,-0.03129675804618808,0.015790628024405395,0.09140557416113411,0.04882746371392442,0.0006768563281337726,-0.01481898690316864
CCL23,,,-0.019250466723058253,,,,,,
PLAT,0.057199574570661424,-0.03802064385705502,-0.0012182945833921262,0.046783649467173866,0.06327286340942206,0.029996163453265397,0.12231208947256704,0.053829729985677574,0.06075416202145805
NTF3,,,,,0.08723671450726371,0.018374368431158025,,,
LTA,,,,,,,,0.03699048064150825,
CKLF,-0.033538450043125785,0.0015114575367599495,0.03125968007901686,0.0006420246718078455,0.01920368397780264,0.060867598020134854,0.05328910197907847,0.10626126458204446,0.11896543847161174
CD24,0.01425295589521509,0.04445266790706566,0.07819401555371247,-0.08173804932709228,0.06584311941621251,0.019255582813712774,0.020199643502253426,0.06621467586632558,-0.040093204590047136
HSP90AA1,0.044178242685619463,0.03722415973859556,-0.004239209195918444,-0.04522653531077106,-0.02888435452153798,-0.12096537277428344,0.014886488807105948,-0.13902109729361756,-0.17148253214782588
BMP4,-0.027135100705754974,-0.027437273795143807,0.012475711900247736,-0.0414528850150564,0.048202361210624566,0.012493487209127923,0.01160578681825753,0.09808539267600558,-0.05997066593871684
SCGB3A1,-0.01690916316325621,-0.016836735990390976,,0.0005549990824539799,0.0013646529918580534,-0.029599132348367294,,0.06337765152428185,-0.021666085849105125
IGFBP4,0.036886513067358094,-0.017029403401046802,0.0776112930861409,-0.029177292791597868,-0.021707205789792496,-0.04775377796708074,0.04841326530276421,0.0024906538049704855,0.01591233076045208
RSPO4,,-0.019432330231274067,,0.00624509735924328,,,,-0.008092206256901434,0.13292270717283372
LEFTY2,0.04925883390596344,-0.003415190617913178,0.10225404661559297,,0.009534064507640118,-0.01777905714422941,0.11721353316824178,0.0018999930031728652,-0.028370973894303046
PF4,0.05866921437163974,,,,,-0.014172420080473059,,0.004699102027115993,-0.025382850899327496
ANGPTL2,0.004771403444610683,0.013353646293825745,0.02964960534652592,-0.0360725761178691,0.04528576279740016,0.06185572883971922,0.04975131938732008,0.04045316460775319,0.036877241185927445
LRIG2,-0.02620877717507969,0.02410457945224621,-0.022705668548880342,0.01565058206131879,0.07688464957790239,-0.013075546194010093,-0.05919243598095334,0.1088512387594487,0.05168666532607301
ICOSLG,-0.006810880522811732,-0.009648227193282077,-0.0002591613296937244,0.09345070772384298,0.04405100357692763,0.041210305510410696,0.012234027326689429,0.09228872561318938,-0.02757554918106249
WIF1,0.02415718769902464,0.021274072839208368,0.03539158750285101,,,,,,-0.05601667890558441
NPPC,-0.025347835523591492,0.019611974726035077,0.11672755550539941,-0.07113320032103923,-0.029349384053791096,0.003806702560063531,0.05545496613545106,,0.022214492029237635
LYZ,-0.013899094432133444,-0.04241384594828985,0.003914493325077819,-0.029071206704846603,-0.05889662457876022,0.05450493692585726,0.05117163686748167,0.0010384013985725942,-0.08578245419789708
EREG,,-0.00036193951975777304,,,-0.028719463769535394,0.027746659976725187,,-0.017988198393811366,-0.03318840505213934
SPTAN1,0.01768482394610475,0.030154778199739475,0.08542583400609166,0.053420298710248795,0.13295949172891697,0.03334505677610251,-0.036493992786903934,0.01873354493907407,-0.10017069609406364
LIPC,-0.021474234416365444,-0.01881369404245403,0.05278698857652162,-0.0007167213128432363,,,-0.03664708322206163,0.04483848064384402,0.02693592897070282
COL8A1,0.03103742474849212,0.05049972483429749,0.003046335632799014,-0.058525074854023286,0.005095416155985688,0.04311274913750606,0.03845835022221598,0.06522617794993787,0.08137092432794625
GSTM2,0.016950321370490254,0.010930626803553927,-0.030840975101781486,0.01912610514996321,-0.028715640744638653,0.05063135576125428,-0.03167831339533995,0.05857216465477544,0.009787529172652224
SPX,0.025229559607498845,0.06505720350296287,0.08405248573973868,,-0.019822488698302252,0.1662912413089559,-0.032536125381745475,0.04009272770244343,-0.009097670936640056
MFGE8,0.02246626755385246,0.03577031975054428,-0.017766896586380268,-0.012025057574592202,0.010980775931518524,0.026909279511435628,0.06169405773433496,0.04940283570019166,0.025061421377347334
TGFA,0.019199353793120752,0.003587177159645227,-0.036490156028842285,0.009592757558327664,0.019376182211813774,0.023409090402626502,-0.017523573254063306,0.14179832102818937,0.11071174952305614
SLIT2,-0.009075343685289608,-0.03068527141593795,0.016104157348512494,-0.005264527883851657,-0.018839201694970345,0.044429486438700865,0.07421262206631231,0.03822953398479752,-0.017350530385842163
PLTP,-0.018480536046334345,-0.03209598717761788,-0.00866337268247603,-0.06814680747469203,-0.08494078660010171,-0.0030440577856263805,0.09918353741114445,0.020067947388640928,0.039444264819590166
APOD,-0.012672562286593308,0.015178685777041574,-0.03739811170664936,0.057810511733235335,0.025362369178654497,0.08231965144660776,-0.09661001195099855,-0.06731352323322114,-0.02345755306251643
B2M,0.011564596421105116,-0.04092862120684648,0.05256246560522462,-0.01803970068638346,-0.09246376078436853,-0.0028989292497213,0.12644178407298176,-0.02284467295262274,0.017881880139068024
OMG,-0.016788940710764876,-0.04375644038762661,-0.020379400097910505,0.0007557154672177893,0.06504597244372728,0.06163479198354969,-0.06944422403763677,0.17999750895147482,-0.09557522026866262
CXCL3,0.007679269590261019,-0.04555424754247558,0.0662397528442042,,-0.07906279691454549,-0.05313671017217473,-0.022161510126765958,0.017309275073052043,0.009429013674073112
CXCL10,0.060892022409860934,0.04928416934150287,0.01555944541741036,-0.07015477590187098,-0.020301852179757385,-0.019009323862729712,0.10644705260880509,0.0589659356933087,-0.06600929197699769
RSPO3,-0.02296894967809517,0.11804477490293445,0.04256116819805628,,0.15034639413833475,0.08486658801372053,,0.12854800720604598,-0.0544755061150164
CORT,-0.03563832883674104,0.07502766344596348,-0.04808112153508869,,-0.022418022428306022,0.09789018657527208,,,
NCAN,0.061876096033871085,0.025894629456037852,-0.05909158232588807,0.09616930177248102,0.08273833935637118,0.08418195091309597,0.08737956508389791,0.1160482243890484,0.002716374126844618
PRG4,0.06710971426097291,-0.013470529084519015,0.009512388200685,,-0.021533543577647373,-0.02188363090607962,,0.033209274960324275,0.20211226333585486
ZG16B,0.03545344579849019,,0.03235920260001122,,,,,0.10709231752928226,0.029438108285051365
TGM2,0.047799786962886025,0.007503422283794136,0.026633346981646044,-0.0071151141939101116,-0.014861820252926308,-0.0574437679417469,0.11772475670898896,0.03160960752008215,-0.010254558055732138
VEGFC,-0.032287637282008605,-0.020735607962931696,0.015511559926016636,0.018395022407527193,-0.025301764224084138,-0.015532685289029496,0.004951628212811576,0.035897242410829595,0.0954274287006411
WNT6,-0.014869805004992681,-0.018561092209379394,-0.023665594587177652,,-0.014288854620680757,0.00346313575114654,,0.07682777499166622,0.03142453421120648
NRG4,-0.015573934469775345,-0.019187007105634188,-0.029975520576596897,-0.0019585564618274896,,,-0.001703633443938997,-0.0007492620843843083,-0.006524920421825629
PMCH,-0.017949797602135636,,,,-0.01998341077861176,-0.0208082897859868,,0.03879880740503362,0.0582405294165102
COL9A1,0.046869327444607964,-0.02233789637143501,0.057459402558243944,-0.09568086211397847,0.049786541994439625,0.05736436964731237,-0.01174044879566184,0.1849072211807173,0.09179273313582077
GDF11,-0.0007283388612610332,0.0071100593000771,0.04651033763260345,-0.01997220472757495,0.05438739875912896,-0.013418546455438442,0.0623809477372108,0.10818203919592365,0.011785876152569963
RAET1E,,,,,,,,0.025855726754488464,
IL24,,,,,-0.014899149537676123,-0.013946448047813217,,,0.06280953231167206
SORBS1,0.042805079894236917,0.022252085041164958,-0.07570187067720581,-0.016761856524295012,0.053372074312530896,-0.00013046561373736488,0.02488805851818887,0.08172056715933185,-0.03412465744619969
DLL1,0.033055618836420206,-0.0013764040134362037,0.015517045327545682,-0.029683026855654875,0.11103756349256157,0.00041338244317729066,-0.00933891362525815,0.04177591844977808,0.06779138149476131
TLN1,0.016298657837688062,-0.016660214493871107,-0.03216511204234152,-0.09534232856695281,-0.03193762907428436,0.002551637757558335,0.041764190110669,-0.027807607928583927,-0.007770604858062049
COL2A1,-0.0075650572559493616,-0.012031225975907636,-0.02221307318100021,,-0.03257149405525019,-0.036348709935531964,,0.03179243184985389,0.05545504542540911
SHH,,-0.030499971858770236,0.02549135161282565,,-0.023332650659263102,0.01808821436591014,0.07374540341651892,0.0072096816040360555,0.07682638454601536
PON2,0.03334115502193443,-0.022385772340007336,-0.046615150936872636,0.10698654578985455,0.06486824148910943,0.07779347332499245,0.05943102343334775,0.11544978097346222,0.18878206396070832
ICAM5,-0.022196302083117066,0.028828863810115644,-0.034340562442758245,,0.027428540976408393,-0.006771340312947204,,0.06115317757174122,-0.00391184640001834
HPX,0.01964942997595966,-0.023143094378024514,-0.032346862392167046,0.044824888017299495,-0.011678604384260874,0.017504336160782164,-0.03147044290806019,-0.0031136108316683823,0.06574337925988599
SFRP2,0.02317715122808429,,0.09037095190897522,,-0.03313779663696378,-0.0039293238231521786,0.025008870326554498,0.06948801851845317,0.12179086636440238
CFC1,,,,,,,,,-0.04514283237456885
CD70,-0.0037012709122848284,,,0.06822908760810692,-0.05716362222685166,-0.02227283103964502,,0.060222415574064936,0.04908982265870465
HP,0.0020476554872552056,0.019963455392518106,0.01848551585797477,0.03491308312998664,-0.042944425502768696,0.021830061665713996,0.003126354781323633,0.019605414044152787,-0.016318493158728267
CXCL2,-0.003019316469911927,-0.047017092052003454,0.059328103584428325,-0.03209422881220494,-0.0628654112524188,-0.027799658672617876,-0.034823214865936605,-0.005041072354292773,0.0030795307047170083
NPPB,0.009444752581442733,,,,-0.01659150183824842,-0.0010850464587050786,,-0.042127580463253246,
CCK,0.0396707302055027,0.06095625313051561,0.010115619200542419,,0.10996084892465828,0.05217580277701346,0.015146029505173105,0.024818050540338945,-0.15851195170987012
SEMA6A,0.03182014791591716,0.02423591970830626,-0.056473633379380064,-0.032701586428814516,0.05273084828938458,0.024131715874609903,-0.04786267974180017,0.045583104769321384,0.07167378117501187
IRAK4,-0.025544245501381322,-0.03785079902348985,0.007903313715700742,-0.03492156074619738,-0.012878707213994506,0.06297647016526453,0.03362239417089955,0.11581381420554702,0.00929698178443653
GSTP1,-0.030215688608727847,0.004934241735754991,0.0035399232106428555,-0.030108285806427194,0.004048443266682005,0.1007002515684525,-0.034122361077235104,0.11428822691897979,0.12888302367903898
VCAM1,0.02431518624250154,-0.050525784950721415,0.026311395327785123,-0.011074897786039043,-0.03132531342549104,-0.007590069584569914,0.003895809929766393,0.07885303128294575,-0.019190473622838586
NXPH3,0.014103776002324717,0.03951927172285432,0.0278366558086158,0.03888638511069805,0.03630213561457769,0.06895537991469676,-0.014945140010461256,0.12012020232905649,0.08110036665697501
MTMR4,0.003900798208541623,0.01292585898436413,-0.04286215790008235,-0.0465345737204909,0.09376884686174651,-0.0550449646914661,0.03891874720362984,0.12061018669572782,0.010882504302154752
LAMC2,0.002632413715536451,,,-0.03257768093194061,-0.018317145218548263,-0.018315599585008023,-0.022694172406854965,0.08295909373683395,0.0074396838225191
IL10,0.014383173844390935,-0.016297018391223245,0.026604044174241278,-0.021716232587806087,0.00646153773060226,0.05849134822662863,-0.0218907087158143,0.10060355775020528,0.0010658762312205135
SEMA4D,0.05258139362584743,0.008201320390713555,-0.015222262576169798,-0.017238713412616208,0.10059641086359664,0.07812559090614356,-0.06338959489501257,0.11317896664647599,0.0012951521595895407
TRH,0.010487802620890675,-0.011839638524820978,-0.04601917493293951,,0.06622848820801047,-0.021909845057167532,0.04786816515921152,0.08358323658203388,0.08612451115326175
SEMA6D,0.040015257441473114,0.022663038160230124,-0.0035978635962440686,0.02395807069998423,-0.06714126623739981,0.03122903293290821,0.06310991859757134,0.09915243582728882,0.15121899774310757
CEL,,-0.006671438039264136,,-0.057662670216847206,0.0335784756412521,-0.0048072346041771775,0.0017762307688740761,0.10493873690436496,-0.03268220452000558
PDCD1LG2,0.061480957630476285,-0.026324410052005427,0.03729354204094809,-0.012633575469344896,-0.019226714937082563,0.041037702695456056,0.04186415241241536,0.1281837387800047,-0.06313669912682089
SPINT1,0.02522680069833739,0.05025073625522965,-0.03227040306341747,-0.0022941792408313223,0.11213532576827563,-0.0228375735606035,0.0017810020314426279,0.09691265675333821,0.14614796472625088
CTHRC1,0.021840839289631375,-0.005045214423468701,-0.007959988560585227,-0.05457934844297095,0.026419759886430506,0.01633111323459942,0.10756773614725676,0.01890593253011266,0.07738750086050045
PODXL,0.06938116049131436,0.05843159934230408,-0.004216298495002205,0.012487252356451456,-0.052482234436237354,-0.03506986578768665,0.047888709621821186,0.09104263361479652,0.09439714125382584
JAM3,0.019137733126714407,0.02366544206718613,-0.04997419977809022,0.049376285035050496,-0.024470461750924617,-0.04930912547845927,-0.053871713062727894,0.027567380377732622,0.01845049311940886
TGFB2,0.02145360339847438,0.02468687895738561,0.0015671488236221574,0.011451886360363754,0.06215038900455617,0.01600156587122802,-0.04083906058282078,0.01084636802180503,0.08156142918914307
COL18A1,0.02049835744588234,0.004574467020167779,0.03441251950615769,-0.046645902350553825,0.008089418119041177,-0.04420041504695805,0.07598246087878699,-0.04452984219764006,0.02683060296299302
NODAL,0.026085703542177523,0.02284751599901271,0.017148814534574758,-0.08615068704722967,0.07990413897223816,-0.01722714860100525,0.04343415323830943,0.1241123885272772,-0.031387615095385915
INHBB,0.05405512067032734,0.03768143904570018,0.016837624789591218,-0.021774201233742727,-0.06842544566637421,-0.022645440439092696,-0.03911675806783637,0.12986419162058535,0.0271833946585279
LCN1,-0.01712207163037659,,-0.019493260187984654,,-0.023690661375724363,0.08539927220864134,,0.01768545149343587,-0.005940697111288217
ARF4,0.0577992092328922,-0.013444871157213118,-0.022768823916929123,-0.041442292215932576,-0.018284648323719704,0.07979795267925376,0.0390071718272997,-0.019695551786446674,0.07901825051556406
CXCL14,0.01535980927039493,0.05770516599778392,0.007137506153433189,-0.06839871278240282,-0.03202037752528081,-0.0747722267006957,0.12446917805909845,0.1567010396424442,-0.00536889937875945
LIF,0.06256154823036596,-0.06360074244918934,0.005729496400300395,-0.04896496054803592,-0.008270388209266536,-0.03768287908906237,0.1189656369767135,-0.06829827435073081,0.08807066623610124
IL17B,,,0.09127865470688641,0.05758295324062087,0.020458058560708058,0.06729925559545237,,-0.030639682614603987,-0.02532506290083153
MMP1,0.004839647986106383,0.11216815135443267,,,0.006321226549253897,-0.011390865288984054,,-3.8599184970957877e-05,-0.0018966004426153333
MATN1,-0.02248078055100051,,-0.02043735805818923,0.07522523702408292,0.13510173185143287,0.07632186702689463,0.0198463132004141,0.0627377893038333,0.025368376915476595
ADAM28,0.02170374488376471,-0.034528237940754006,0.0032431039165338607,0.01023746953419545,-0.011583298932163935,0.03663352477103707,0.052683741153537585,0.0015645227185134183,0.038778168437949574
TCN2,0.046665271842247225,0.12246240134574021,0.04727371993424601,0.09155359023929403,0.055369190783620154,0.04039349403218197,0.08798219318190491,0.08779175228502524,0.06185218477193082
THPO,0.0669533411334013,,0.04801642704702072,0.025663247290402542,,,,0.07152786775544694,0.045825989144803445
CUBN,0.06354171935169187,0.006707154703950031,0.02630289802936324,0.019907542283628465,-0.05882335406855085,0.04931244346563859,-0.03507531466986358,0.13968013993799588,0.013506093118741387
TIMP3,-0.015880933086579403,0.04165211712186643,-0.03910603997047249,-0.10654860814582552,0.029214377485143137,0.01920838575968692,0.01818305184604755,-0.031264525908119914,0.06344319801636109
PIGF,0.008634157943028797,-0.013451946051764021,0.08059416879411248,0.05481142514090364,0.004134038947394924,0.054459982579528284,0.10448401423549435,0.16853757198477734,0.11473414145275464
CRH,-0.020060545443279443,0.1079542627804323,0.009316876314780105,,0.0055718254581077035,0.06919857812259297,-0.010455449304911423,0.04846182292642557,0.06790204030151856
BDNF,-0.008025359412484062,-0.026229979500585764,0.05044434157333659,,-0.016325366184068678,-0.012421607390361442,0.05016507537020515,0.13898790050774368,0.1430680571432242
CCL5,0.020192957347130322,-0.04014728039271123,0.03917789559920874,-0.06330247240654069,-0.03849826045347373,-0.006972004543685716,0.010611761581897677,0.06443478770941921,-0.019449189015310276
GAD1,0.004331593780428513,0.03769804643141523,0.046884030434865276,-0.03580116819447796,-0.055306607437320035,0.05895433701393084,0.034838513351470486,0.10317424382526463,-0.008748403399790902
COL14A1,-0.040572246596646745,-0.028667510274630305,0.10061472205182023,-0.01831703160403452,-0.05056660716258945,0.009549277709554039,0.011349949603702772,0.040555979531392346,0.05823275597224209
HLA-A,0.03377876047610328,-0.02829914597882529,0.024531115846013186,0.026264010405602216,-0.0928087950729784,-0.08660247231016288,0.09241723046229446,-0.06055766620774837,-0.08281338157574517
CD5L,-0.0031549128595247072,,,,,,,,
FGF18,-0.018151165702517416,-0.016415529974264324,,,-0.02437291711363226,0.06962879436261792,,-0.03823132006307252,0.014665334109539819
ADM,-0.021538879927247446,-0.070944107432284,0.06062403418472784,-0.11915672586401327,-0.09205680246768877,-0.07206839008222825,0.05902422555518601,0.028675367448702777,0.056291676154783636
CCL15,-0.03346923925956604,,,,,,,0.0673433786834804,
GNAI2,0.018491498088451963,-0.03569452676979819,-0.02364447338958594,-0.024533589716250876,0.017713248288666595,-0.005144602425245919,-0.03689547790334636,0.01137457462039607,-0.0533470370535455
HDC,,,0.016828762912388717,-0.03879361862081314,,,,0.13278166337978448,0.13873586468217683
COL11A1,-0.011218035219045637,0.025423832198719635,0.05779194334548882,,-0.03505692281118677,-0.01408505086467976,0.004845338870701388,0.012100670218574831,0.09751731800808457
NUCB2,0.0028008566201007117,0.02307363985583174,0.036033896728849955,-0.01886596986608876,-0.07086261408891838,-0.06426493536630032,0.048342373209081135,0.03738670786216841,-0.10187309988897297
FGF16,,,,,,,,,-0.03498612073063009
CXCL1,0.014613263605256513,0.02133280452271861,-0.017366687058571518,0.023433717541090745,-0.05866660577830524,-0.021648052244587105,-0.01971097624641932,0.05404825143397329,0.11771620735462915
VCAN,0.009030617239530428,0.004383797193670949,-0.02205075839906202,-0.07664330186948974,0.00438795655028141,0.08752908723659968,-0.041467730987099036,-0.14402877551584978,-0.12388647661756283
MMP7,0.06350291252037599,,-0.01422847233921109,,-0.0921893669077795,-0.04245035668313579,,-0.08553716028625771,-0.08159906542760663
PTPN6,-0.014595650264040253,0.042184711160199326,0.046251620458513346,0.010917678458896421,0.03506812664272143,0.09387463174981489,-0.010193096612457882,0.09958248987968188,0.04669611577098483
PTGS2,0.004367770296709942,-0.05207534251340737,-0.024865364280099275,-0.03626509355263714,-0.050034156373465845,-0.05886207575523569,0.0068985266727315826,-0.02816875805917911,0.03812412690336532
XCL1,-0.021982767230637263,0.01588984016528027,,,,,,,0.026243116723901495
CD58,0.034289303402943776,-0.02536216921185096,-0.0023031216702903935,-0.012142767334996262,-0.03385641785350064,0.08823232098548853,0.07661830799523425,0.1403430316253199,0.06238889577273568
TNFSF14,0.009027481964022427,0.0866959181373381,0.025109774236995133,,-0.019497051745008605,0.0016074443975650366,-0.04776581639024636,0.1588634169601714,-0.037400350023429854
CNTN4,0.017726025586768772,0.10007253201891703,-0.018704905279554606,,0.059591155132710655,0.005629100588844162,-0.0288083207364813,-0.023353053861007802,-0.0206159510743407
INSL3,-0.019692502320551912,,,,-0.021683153183410544,0.2132762281575915,,-0.005831094009344753,
BTLA,,-0.013124759524004683,,,,,,0.04430249972292236,
MFNG,-0.01993487145374041,-0.023741826026251734,0.034889379646543185,-0.028822891669841626,-0.003302695651051116,0.06660551473096323,0.03196108084136474,0.04723967851228294,0.042728921132303616
ICAM1,0.06358594816833435,-0.027612037078019597,0.036577684709247424,-0.0363575970442211,-0.019358415277261953,-0.04950806100904401,0.026585394872621734,0.14647092360938063,0.013518594505257093
PROS1,0.08465243814464009,-0.08062494700165271,0.0506678075742887,-0.05139435832047969,-0.037687405077765405,-0.008051183385788642,0.09803385305251607,0.07298923009231693,0.016631106933299118
CLCF1,0.05160643616067197,-0.029439311881040903,0.07260643189309654,0.046227368446430175,0.018253158863189043,0.06425145343393768,0.03298568753632204,0.013123277484742669,0.04109135466299764
PSAP,-0.00671676161204808,0.010275769410721851,0.0034323738031183156,-0.07452433414847325,-0.09073446881372195,-0.03577245018339818,-0.01741937599349382,0.12493696082878082,-0.14480544408595675
EFEMP1,0.019714762640635687,-0.04936224676063052,0.015761972651228293,-0.07713343807622086,-0.0662140802988374,0.0012526563188744292,0.02889818986590757,-0.00220111744493513,0.026675766953654204
