,UKF243,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
NGF,0.08023592899859694,-0.029585486973739118,0.06033707935376305,,,,0.045264761955860884,-0.03397014026483569,,,0.062183946605259006,,0.06963806470364672,-0.03291381308403781,
TNFSF15,-0.027413398277081127,0.06820029458073604,0.015272736141765686,,,,,0.034145342867646596,,0.07621712711570178,0.0062817330077172455,,0.05353548333641945,-0.01874431488501684,
HMGB1,-0.04375293508573301,0.03138364766666153,0.016794017661070543,0.11371338477944644,-0.05508372016080721,-0.011563142149535756,-0.01944618765540014,-0.02684157956223889,0.012496404465342002,-0.011846752874852024,0.058347530252865695,0.036181814512363394,-0.14889905027206934,-0.0034234380337267293,0.034845846333090784
ITGB3BP,0.039552890725672196,-0.05852470675565671,-0.01816270427375834,0.06179429639565201,-0.00075452921316444,0.022140879137679106,-0.0394671284447393,0.0030431330360012987,0.0422701363907141,-0.05460518738416274,0.06606594173038179,0.0496756679341783,0.04448862406348132,0.007556739369450371,0.08046901340048124
AANAT,-0.03971643093715941,-0.013082993977105974,-0.018593968365730774,0.022738053688829567,-0.012031462907555064,-0.021286033044395858,0.07238415159350942,,-0.025668947676821246,,-0.03171441316703252,-0.01802690592305466,-0.012558726020104235,0.003961157519903646,
RELN,-0.03820683819488357,0.030465324710208283,-0.009435235483855857,-0.02110544037977989,-0.026489397553330244,-0.047060361352309385,0.0005176708037680998,,-0.02841774065598235,,,0.037896001675677894,,-0.011984620960349664,-5.3157282936609335e-05
IL15,-0.03896767245684455,0.042433436756067824,-0.0015723419823782323,-0.03211972855392508,0.07413006102478481,-0.045750660862524564,0.0008816142163872891,-0.03584647050769369,0.005285626344328006,-0.04786209023692364,0.11080344776105949,-0.025780453010557914,0.03192487340763988,0.026963314562923134,
UTS2,,,,0.06125028746762024,,,,,,0.012962835883432553,,,,,
BSG,0.057901727006044144,-0.06746824480885888,0.03852454223426043,-0.0286379761901774,-0.0050228169594962735,-0.00570167071597675,-0.0339046242379754,0.02356252117242241,0.001434808732451086,-0.05889720159871321,0.020371993304813117,-0.004988826886729514,-0.05000820261267639,0.03409654447205849,0.11044585969822644
ADAMTS3,-0.005644493938810902,-0.05226802937664885,-0.018688949036940124,0.0592965293280977,-0.04291004819322027,0.05456602616562407,0.00011531419133585217,-0.029909670429672325,-0.030696497120428327,-0.06015464239216344,-0.037974781106427,-0.013369448263954411,-0.04126298030557289,0.06138172521553829,
CD34,-0.05651252143194088,-0.010025087107937742,-0.01598458487862665,0.05256960622042383,0.01942292613558816,-0.03982558986572643,-0.04757451207559393,-0.04100882206768338,-0.00019441066148220102,0.04049841769028389,0.017883163313128267,-0.015380075600266326,0.13085510750893,-0.004828993433078665,0.09751633700629006
CCL23,,,,0.05041665910238761,,,,,,-0.02645778481108722,,,,,
PLAT,-0.04168031292864431,-0.008808724766252479,-0.038714182118821217,0.10266468518094797,-0.025127800399302305,0.058229576944371496,-0.021623972774690692,-0.020162313280638923,0.045577730863378275,0.10314653853922515,0.009054742408116562,-0.09026685481181301,0.06930528059664545,0.030444618554008065,0.052902516609868805
NTF3,,,,,,0.02853616758610975,,0.05784232759284152,,,,,,,
LTA,,-0.016549415169887106,,,-0.011587552654506499,,,,0.004345679418402119,,,,0.06930916290515776,,
CKLF,-0.05138953780718721,0.05098768093470048,0.0381982138638687,0.09828454153030731,0.015616131984037692,0.01739058176673811,-0.006799725856658655,0.017904860999800442,0.045323540583445274,0.050033764444772366,-0.01322844274856352,-0.027230580382531313,0.04086224247827635,0.003529431619702608,-0.01032324611929204
APELA,,,,,,,,-0.01416783998245733,,,,,,,
CD24,0.04304200786925993,-0.035504807810270336,-0.013499547967636574,0.017834276688961048,0.04208046264994672,0.006956267431059218,-0.02054692783637285,-0.027172476748899107,0.03230552715904396,-0.07021144864610139,-0.0065155062854328925,0.024318873966156087,-0.014799782261030148,0.03120172074184234,0.028485411393790152
HSP90AA1,-0.008775878191821908,0.01982408116270803,0.006946417108794242,-0.07327452060233965,0.06867520121099589,0.021806964596720928,-0.059546016526141894,0.03417594109074593,-0.02397401238942722,0.003909110014936975,-0.02986709792996614,0.021724672749850016,-0.14409073487672033,-0.03343092354981373,0.06123271572939606
BMP4,-0.024179138705951262,0.03273835850481663,0.028095021722917987,0.010576033442817363,0.01874850246650451,-0.012994796405192422,-0.007485972701984261,-0.029459899074106687,-0.020285823082198142,-0.0029988989361475456,0.1023897412995204,-0.029417996728405692,-0.007549074862700273,-0.038702806371381376,
SCGB3A1,,,-0.022143120905584315,,,-0.017954977065027078,0.009381969642142317,-0.019475984773224958,0.023740510113391414,-0.03265103197510727,,,0.008967994119307736,0.05574739752693719,
IGFBP4,0.028978448909062957,0.027058251466137037,-0.059652670610549706,0.07369907149442816,-0.0052836109881720305,0.002246563375646692,0.019678203425612474,-0.02041103353100704,0.0017452258568733429,0.0072067384871717,0.000642585226586904,-0.03929970552803058,0.14895654056721275,0.007845395613362558,-0.0237417443462819
RSPO4,-0.027069440713114932,-0.025331779381706578,-0.010579965400501146,,-0.013477029169440952,-0.0020319775950144773,,,-0.012809697799838565,,,,-0.008047980635074512,0.036034416341328625,
LEFTY2,0.00944757933473719,-0.02055241609896643,-0.03966804364717007,0.04882194537126651,-0.024752867561736107,-0.019687849066202828,-0.00022942401055388068,0.13672906588737335,0.04114543819854176,-0.06165674726148896,-0.040528332236250235,-0.016225685788044043,0.06985614124883399,0.06782523367656483,
PF4,,-0.011265769141510878,,,,,,,,,,,-0.04427604110914603,-0.010886473389187514,
ANGPTL2,0.06995566876215174,-0.035146460985621034,-0.0017267255611152297,0.12448174621074092,-0.007354848332640659,0.03393986053981547,0.054749036062235606,0.024676072624021612,0.014075454512523821,0.006901256716653097,-0.020589578860355708,0.023436415797383835,0.06944255834326438,0.0052728370231474924,0.06840683447802387
LRIG2,-0.03639276346533002,0.006227272120830999,0.028985964873435976,-0.018353343320618498,-0.03780237417333156,0.05261771674394657,0.00027454277750041265,-0.02092212770190178,0.0542041291543815,-0.04239298284298538,0.03839327609159686,-0.029640454125226093,0.055138930751400736,0.028592394115852134,0.03821004990412887
ICOSLG,0.018850824642008903,-0.05612284308672593,0.07339799734497028,0.04923443046441416,0.04305775825625011,-0.03407518853858564,0.037458972934069204,-0.04108718319098832,0.06441817579300728,-0.051668274252829056,0.09143760649870425,0.045245085746335095,0.162761779042945,0.07842338475858256,-0.026303879370367104
WIF1,-0.03047963048346345,,0.0060175919428808,-0.06640239322094027,-0.010399904197422647,0.025816074050523583,-0.04355132757028009,,-0.03326891049333646,,,,,0.05497580273229388,0.16913588202366214
NPPC,0.13634210480427664,-0.017475986149541753,0.09342094779940957,0.016825245033560872,-0.020286908657367392,-0.024953020506219323,0.006629032036837939,,0.01782201703512566,-0.02337636092559677,-0.03797470817358589,0.02226814661483876,,0.014890531418713767,0.04293974385691797
LYZ,-0.03308343613133195,0.05215519432806462,-0.04150498121851856,0.04247322464379209,-0.02996442978599178,0.02414262219709375,0.05711507443774049,-0.00016728397439884934,0.0687896945110028,-0.013607388688633502,0.040010798212004955,0.018303563793736,0.14279235722049377,-0.0656347188718938,-0.04294665712669246
EREG,,,-0.01608898868650089,,,,-0.028499677246157304,-0.02015618935448879,,,,,0.03146559140738752,-0.023465488590193873,
SPTAN1,-0.01916743211211429,-0.0012555683038539681,0.022139225723618185,-0.053832669310999844,0.0504471447775647,0.025340318774025317,-0.06692229101323698,0.05047465860620145,0.025230568898508922,8.143764033881775e-05,-0.061292870634203064,-0.022077334630010104,0.04076301159700321,0.08562300224334836,0.015609148607520251
LIPC,0.05461344545502617,0.052506901045189264,0.06685999595762633,-0.015505658544344431,-0.013097579996163492,,-0.0156598986664779,-0.025202725536133546,-0.00926805386006033,0.03409149909407755,-0.01586921779682043,-0.02327347266150579,0.1272198679479511,-0.012484758733164129,
COL8A1,-0.013437423553260709,0.030542241459879216,-0.018047672857806146,0.07092588126690229,-0.021721800616552316,0.041014018500276375,-0.0032279007246335772,0.016867823215835985,0.0494112683308681,0.10193068632870643,-0.04681931250364899,-0.011246929094470193,0.040126356218234197,0.01080152340164117,
GSTM2,-0.03563278213699423,0.02534329344382367,-0.0018329579057830443,0.02601440331696992,0.02821562598960619,0.04743325633092058,-0.0005951247361719013,-0.03695048063872142,0.023010682298236836,0.08182351508808493,0.03725931691773285,0.03383179524344252,-0.029497947733394644,-0.017993132094527256,
SPX,-0.03942687005401695,0.022003901217060196,0.09205240130812796,-0.0016142324848684474,-0.024974099460980923,0.027131445315923472,-0.009039044253716471,,-0.06482481449302278,-0.030989850631893277,0.017680358156932478,-0.017195057790027342,0.07222447978262081,0.10063442406698289,0.0284673734370189
MFGE8,0.080237250689569,-0.02203731142911419,0.0031108632472386637,0.05423811414911559,-0.04847402884155324,0.014740922143911253,0.004462242756826357,0.09034090237381572,-0.001801028441442659,-0.08301815974420697,0.02403871427422432,-0.01935565524418973,0.13767237832429596,-0.03303998720581933,0.09320737021601554
TGFA,0.037229647430331234,0.055589525879936846,-0.0030834553681761234,0.020423168439916574,-0.04365483942644912,0.024051997798813715,0.10649557792865065,0.044880901521491115,-0.013896841937238938,-0.017255880932372382,0.021410321518811695,0.03595746303871932,0.032019440626461095,-0.03333163321060332,-0.024708381406868304
SLIT2,-0.018809735933830243,-0.004936743914623812,0.032646981982690775,-0.010667189872459595,0.002545099696019552,0.02498048230129012,0.002818632693635871,0.037467162232586816,-0.002444806967006196,-0.05926426297106121,-0.026818923969588227,0.06786595697049569,0.04040998135957708,-0.04952632262478436,0.13214270648434664
PLTP,-0.0347178136577175,0.034918272985405695,0.0028961159309862147,0.08729815302585246,0.004730233891119922,0.047099626399727354,0.02941602228700748,0.028345208118590325,-0.011317106779187692,-0.1350888969955763,-0.01690289734043218,-0.012211803993710635,0.14833570451335779,-0.019316125921078137,0.017657241173597318
APOD,0.005404397414327088,-0.008399391000145057,-0.00867669496636285,0.028645905806289684,0.04501487635722459,0.0030827003372006197,0.11145666363303829,-0.03426166984723141,0.04704553289529646,0.08584424265705144,0.012799293390733974,0.03843599465609776,0.05574706346576041,0.09972697748667375,0.02780406883364634
B2M,-0.049642301948720546,0.01630513857552327,-0.0078010335187840675,0.07703664433891938,0.06811177213227149,0.04353518385622653,0.07384323583867006,-0.012199009746030361,0.03299773394187159,-0.09730707234342036,0.027062537347022606,-0.013156794374848485,0.08109362428757312,0.03238187638443198,-0.08759904320821671
OMG,-0.07596192301811691,0.06727840525260186,0.028008455004588588,0.03492430939583471,0.03968545452392955,0.02029226057846916,-0.009378300311966493,-0.012765025464175725,0.048471327537020416,-0.10929656138200333,0.08007566254130853,0.03506562697659117,0.10175593306351571,0.09932469114411363,-0.016023418645678588
CXCL3,0.027043057266316166,0.011038475511013661,0.012672584062248459,-0.024587262308930366,-0.044381899709765076,-0.0192080273863871,0.17866103581609663,0.03432026857443098,-0.01714518224805105,-0.024091684177899024,,-0.040716145894583305,-0.02655719167616699,-0.039894633880125825,
CXCL10,-0.02435056529866052,-0.014763217265043113,0.028340100689594413,0.08062316153344759,0.0613884407190445,0.009995280990835447,0.01026564920294143,0.07167253642591101,-0.0013009423398248976,-0.03720190234865979,0.008194911814362021,-0.028692957078706182,0.0121899059383749,0.0018728370417731364,
RSPO3,,0.14063723338105022,-0.02474313579840604,-0.030750234863779757,0.035347500676636605,-0.046642921857073125,0.04561683138876632,,-0.017916385008194445,,,,0.04711741176157663,0.053015411085035706,-0.040459013730721194
CORT,-0.03034961236194481,0.010411519208682107,-0.003623202754749738,0.029994143153138628,0.02202360379809218,-0.007423326906914368,0.014386322548572169,,-0.03909453019055228,,,,,,0.1252391527505715
NCAN,-0.07332528251552707,0.05797123423854701,0.00553764537414236,0.09554724947813169,-0.03373392243403266,-0.03147539757249408,-0.05569514099179602,,0.08580871740893535,0.006107993612743619,-0.027422303416031652,-0.021466037501075737,-0.05102211661225422,0.1342156067678239,-0.005123490244558127
PRG4,0.04264109963992971,-0.01291234989750757,0.023810236226308592,-0.026638057827472347,-0.017223108260841252,,,,-0.020947215762275095,,,,0.09502896845866222,-0.06987999328572737,
ZG16B,,-0.01498636123310665,,0.07942250863786085,-0.009207362484446922,,,-0.02273896839281564,,,-0.03525580973090409,,-0.0358844036807104,0.08169479108168368,
TGM2,-0.04830449040510665,0.02277931770309512,0.02554707729562225,0.0619357957988192,0.024632753550955237,-0.03374152870025298,0.07017663790691514,0.031525379072026405,-0.020991622382164683,-0.0024226371163927327,0.10097031993835727,-0.058563713180648895,0.08336695041893998,0.009687570851878654,0.030689766329396028
VEGFC,0.010075839035485616,-0.02301326492475603,-0.0005070227475334273,-0.024065998009013875,-0.013361840066925512,-0.06960976832971986,-0.04849919169745198,0.008184216130426379,-0.02137746863855912,-0.0024699990022456985,-0.04569853132235679,-0.020922695025476737,0.08192621236701751,-0.0692907351955705,
WNT6,-0.006863707616577141,-0.0017631924497002367,0.006437526970195517,-0.026195041770581837,-0.02049065680433527,,,0.05152628203714363,0.018105108148629732,,-0.03352827919325202,,-0.00480830179222426,0.008093533585642777,
NRG4,-0.02808982871256114,-0.015714920511986655,-0.025234120104920477,0.03837493251619942,-0.017688834137348442,-0.028589527258460475,-0.03484246899161756,,-0.024939310617829752,,,0.0012055524273352958,-0.008555248141439422,-0.021192297476535196,
PMCH,,-0.02177455337229966,,,0.12872022207100497,,,,,,,,0.001211888922049451,0.03257066549205143,
COL9A1,0.012891644306393371,-0.016413087509878792,-0.027494912269847457,-0.043302786115120784,0.019889907228657407,-0.013871481289543693,-0.01782556139472671,,0.008072055651673557,0.011619953387761757,-0.02017666675243635,0.06285084405458906,0.053103797178101174,0.10075523603381101,0.007459991967228173
GDF11,-0.04601508465594858,0.011619739610644159,0.058960152051765045,0.012176783689688074,-0.023458418708061472,-0.012804849613769197,0.01636076750921403,-0.011259399201168913,0.046837936917806695,-0.04185243523859825,0.03391266018597041,0.011491114293943129,0.07660694961800843,-0.0492094588333997,0.09300904346513755
RAET1E,,,,,,,,,,,,,0.054903335333628414,,
IL24,,,,,,,,0.1495836634225776,,,,,,-0.06653224293906473,
SORBS1,0.01346548717527116,-0.015614096780752314,0.054985288182613855,0.036994584267648324,-0.016683301808956205,-0.01126103555925456,0.0308451722883784,0.03046909344150935,0.07281324415076781,-0.07988405926215263,0.06409476843713786,0.06585808452103677,-0.032653002352340886,0.06533711391004765,0.03367989294809917
DLL1,-0.021896030331479615,0.044616567423673745,-0.09544002505457283,0.04918475812594564,-0.03910160801841253,-0.0064830000910540515,-0.023097740194752643,0.042764855019268896,-0.00437408566156667,0.009920726034156876,-0.0008410852882428996,0.07157175401582389,0.04077591439399483,0.1049643096185959,0.01911942673077944
TLN1,0.06741274126791542,0.018861254336899027,-0.03789466019320301,0.08283630531994364,-0.01699668040252125,-0.03917240636741136,0.0703645868038378,-0.06122194959094043,0.004454842449128474,-0.007116678212538552,0.03358755445496279,0.026726300039264125,0.09236095389976,-0.04660144842716152,0.08185502518080687
COL2A1,0.03301287234579041,,-0.01582307233296131,-0.02458727067624823,,,,,-0.017405879939403308,,,,-0.014166968499942778,-0.022618277232845898,
SHH,,0.07295106964280962,-0.040112558923006865,0.06071994464187631,-0.004380053631607982,-0.020615515804639613,,,0.0038308909477409734,0.021984859122589594,,-0.027085793500028772,-0.07906530551486282,-0.005068810324745965,
PON2,-0.056826260054724236,0.013436362203877122,0.03347052601648103,0.08908897788972295,-0.0012899696724561949,-0.010437430784156095,-0.013546649092969515,0.05851835815300572,0.06826624685653172,-0.04877527518686501,0.0076378846943687476,0.05950670852166512,-0.007934544868949884,0.07667833694667248,0.10543175259800149
ICAM5,-0.027324484492720895,-0.02091298573613414,0.061591468366987825,-0.04804592964009694,0.06146464812642273,0.003947009179080903,0.008714184165496337,-0.013573734767798351,-0.032442425945693194,,,,-0.003336416542851091,0.00559920786205025,-0.005194878034957888
HPX,0.15133906779975684,0.0062816962282001175,-0.04488886318801016,0.019830648984788007,-0.018068878223009822,-0.017954975234560407,,-0.0129678011663665,0.05653183287976144,-0.024091671573647635,0.12826679535226354,0.03801168473588315,0.033945262662072255,-0.019535426068336602,
SFRP2,-0.005430866003146512,-0.01528170662749815,,-0.019622927460032073,-0.01505922842574377,0.03477561316184237,0.017151935996782528,-0.01415144053987512,-0.022306445661175203,-0.0425859308435827,0.010167276452979903,0.07036977366617099,0.1156307593784963,-0.0329522567823782,0.011256468359033652
CFC1,,,,,-0.011587553354802164,,-0.03092136558229013,,,,,,,0.022393296344597812,
CD70,,-0.02597455319457348,,,0.029271852375798546,,,0.012430987564954827,,,,,-0.023022695336549395,-0.008542545199981136,
HP,-0.07122576441995992,-0.0002245414464636302,0.05652416664029162,0.02446676166140777,-0.031080535421495446,0.0028627051999235613,-0.00532493215777932,,0.025768411015119324,-0.022946227915946738,0.06344385283894792,-0.013771741371427504,-0.00527029300788237,0.0007582111619230983,
CXCL2,-0.06336263394347467,-0.058206616315188316,-0.017290351640702355,0.021975342838604972,0.02006488178712977,-0.024953018553318895,0.016422972672994484,0.009159553097438206,-0.01234428163933525,0.04871560332266838,,0.007250973589629367,0.02798824448440386,-0.06717590005239304,-0.056773992671291566
NPPB,,-0.01855006720172575,,,-0.01014653296805614,,,,0.011109789005204719,,,,-0.04290421268804465,,
CCK,-0.014026303117616568,-0.05516101197156757,0.04972060481359033,-0.07771263223226756,0.04517445719785219,-0.02568616641380869,-0.05274564890045608,,-0.024317407301798988,-0.024788257868461245,-0.043880212858841125,0.05060988064502483,0.16336790655740235,0.08399343426849322,-0.005283248950447424
SEMA6A,-0.013420249455797267,0.04437273979136356,0.06439622937739162,0.0805140237823632,-0.028682792748281224,0.007916100055360505,0.07772480831567094,-0.018429527374423955,0.11091566507002595,0.01136207212114607,0.016876566863409357,0.06868764226611337,-0.03961906006303428,0.01698405808432453,0.026185247026329423
IRAK4,0.09262113446002584,0.00048413587708015483,-0.0394575378475404,0.01168808288259029,0.10656365275571467,0.05019369402083257,0.025453224630469982,0.07741876831602629,0.03279929370881154,-0.0038434396100814235,0.000766503755549916,-0.017336415936434847,0.12570742039682709,0.033588460680315714,0.10931933362425184
GSTP1,-0.03444354848732143,-0.034545402004718805,0.00837441538840183,0.08317070157580914,0.010425372292291353,0.01089724905217245,0.08018572415701221,-0.009274209394009855,0.03302294298347194,-0.03743722112535798,0.04191394982346949,0.00028217638409239084,0.056294482945674865,-0.019116789361073343,-0.011408035968851786
VCAM1,0.15224844284350134,0.010222772478181352,0.0022714299650174233,0.0584767060131708,-0.018172661078411922,-0.029111934440851965,0.0039591628594016545,0.056323108766015595,-0.024483965047152896,0.0247913177386937,-0.012471731493229716,0.012449799748565303,0.12368198193209083,0.01222385933491642,0.08186405136167621
