,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02143859344742056,,,,,,,,,,,-0.027143781340075373,,-0.009834090858473896,
BMP1,0.0038738617356959704,-0.034352747085214935,0.0011161133013282293,-0.06601550679410002,-0.018655451883319758,-0.006084879953465102,-0.07991034008024993,-0.1310313478278923,-0.029908894067551074,-0.007135901502759634,0.0659413855151473,0.03714509714677973,0.06108896863214182,-0.09054417930642115,-0.014812192867884115,-0.0529580720236622,0.04089789064918138,0.014316098497247952,-0.003312145417229034,0.026194696429746558,0.0379903453805818,-0.03046430139881583
NDP,-0.00040143807888324895,-0.034591016576952044,0.008658994311051329,-0.030638542865814803,-0.016774518832848646,0.08292151407955486,0.030243689782621198,-0.062429848690548066,0.013195412559585425,0.012794985481754274,-0.04794511019054589,0.08140058549304616,0.0016854530707475696,0.027636218652642666,0.04042288210116547,-0.08791705292702925,-0.029234849058323093,0.07468912179415665,-0.07463712535815575,0.010885442374551286,-0.004359655051239634,0.05089481648973653
TNFSF18,-0.025387507560902883,0.08549863070691521,-0.007598983824366535,0.03980040308992226,,,-0.02228954421619537,-0.03183566766520753,-0.02103272869871962,,,,,0.16181987822944618,,-0.03808739371603093,,,-0.027992902580142975,,0.036666834834303316,-0.025901336105676614
IL36G,,,,,,,,,,,,,-0.006247160748291261,,,,,,,,,
RTN4,0.0055707762761734786,0.030770993455122388,-0.014426758401572017,-0.020827169221470338,-0.04181213563995871,0.08030938527849904,0.061797402289959905,0.13984616036160916,0.04035514088875517,0.00990243570248738,-0.0035561956261689755,0.036139350075409894,0.01540833719628775,-0.002678087190576951,-0.05770580243087035,-0.016490658223440122,0.011697948422702812,-0.03008865561093887,-0.04419450953567333,-0.04285905582579352,0.01620664171634779,0.006601720228517811
HEBP1,-0.028739845161408185,-0.0380992074501941,0.016111499387234843,-0.0023390396627785896,0.05895459977597026,-0.05070881721877378,-0.04740059466987228,-0.06670463565110885,-0.028513237016554303,0.03005181964352525,0.03789755799210129,-0.01289475491523826,0.012002266845490852,0.006629492410370423,0.004450534968253011,-0.04519847777192319,0.0073947475665440176,0.029146493704618914,-0.03852211835274926,0.005220799156231093,0.06656726305457213,-0.01658673448038136
WNT7B,-0.02236559900230691,0.10127635852102092,0.017793149245137644,-0.01843457968150462,-0.008909355965146627,0.016510027437253598,-0.007472004081492377,0.143431436959208,-0.011628901890684197,-0.01817387496325516,,-0.007219973017596107,-0.02130677454097786,-0.029779749939521497,-0.045674866511474746,,0.024459170200907897,-0.013892111766715912,-0.0027844666524975757,-0.0008652537054868614,0.004329277072796278,0.0913999051622935
PTMA,-0.06090646273287399,0.043171859730517514,0.01845502339441058,-0.016861790632715475,0.055174622861021906,-0.04498681165068304,-0.1127137256600651,0.07762363450248126,-0.03776440516069328,-0.0312657148612188,-0.029337277402144032,0.037793617899294446,0.041621434098199135,-0.007410879490522313,-0.015324638597039987,-0.02354499773243132,-0.04241289917161843,-0.045188683153064756,-0.06473840825302812,-0.007915697843598427,-0.009939626339396365,0.02907898751059589
FASLG,-0.022365605325004454,,,,,,,,,,,,,,,,,,,,-0.042672054469855815,
CEACAM1,-0.0011946459972777767,,-0.02511713402644473,0.07872376379827686,-0.048902871456931535,-0.023930778972436468,,-0.041893925423362566,0.0012623221648764191,,,,,,-0.05851262551721683,-0.026781901760481973,-0.033149186665566134,0.062260785062861486,0.009364638919871736,-0.020276602197669604,-0.052298128258084414,
PDAP1,-0.016821040103876087,-0.05923419844204291,-0.060595516907688,-0.06509980828261742,0.029674752036052902,-0.03374818220318978,0.007084242798770209,-0.08376862155871452,-0.006121433500820387,-0.031079009997717604,0.07594470561381794,0.03873949299036288,0.024726833017901982,-0.0005041403420416787,0.05333812459020334,0.12502850144395108,-0.032796656226323925,0.010857365600915665,-0.03410287267391882,-0.02459788387641224,-0.02235748916318734,-0.09034219781477502
QDPR,-0.023045585387395026,-0.07606413736831547,-0.04612665723055038,0.028144671291322115,0.006612021278068739,0.08955706855907819,0.01872682444663428,0.008060729541582354,-0.00015541749999878408,-0.010753453047586648,-0.03076354528957841,0.026957309945577535,0.027577770692653027,0.01777895413476537,0.0069419834041586845,0.0056228423853802185,-0.002952504806915826,0.04222063156508454,0.0575476385123743,-0.01517391523122415,0.005364173776416904,0.02422398565956828
POMC,0.02285110372111652,0.010293997685038116,0.03250641237874119,-0.02513772801830682,-0.007014559298479775,0.013678638193092556,0.09259371524008377,-0.022316773390049956,0.010224755404805875,-0.04264058731617271,0.03935809273617601,-0.0013034060210314312,0.018171385612726743,0.08226864576908033,-0.053101967910322165,-0.035844365909595166,-0.022389248416402538,0.09391917204146553,-0.05584237192778721,-0.021733191693626832,-0.009085906802927804,0.0789496588338425
CCL18,,-0.045638091353967875,-0.009305879323586034,,,,,,,,0.03936672231507662,0.00719564563414202,,,0.04195983229036696,,0.007566402811493443,0.022373860097350477,,-0.033238345561416444,,
CCL17,,,,,-0.03137129072252205,,,,0.02722906568935625,-0.009665299416142309,,,0.1701108932750043,,,,-0.02351774347348416,-0.01733843744463164,0.019452567070266887,,-0.0276941387153731,
VEGFD,,-0.03849144598080973,-0.043341250859431024,0.012913675412730086,0.0579112823255459,0.00956269921167063,,-0.025365534521289562,-0.02794787885854079,0.01816609855840041,0.07955277527391998,0.020517955467061613,0.008337021089303218,,0.09363311064989573,-0.03640940854939152,,0.03773275543781847,-0.00914418190841202,,,
TNFSF13,,,0.09514614910218933,,-0.021639214230177138,,-0.021616208028487287,,,,,,,,,,0.0023056836967690784,0.11959677364462763,-0.03837747389487821,0.04533220271310213,0.03372339956565957,0.012277847881578204
WNT5A,0.010883629726089462,0.01768248529737765,0.027330823153916037,-0.0007639545468011715,0.04831157087005092,0.028759575723463927,-0.08255841671867535,-0.0915831650819769,-0.011275029838478107,0.000493208614953368,0.04719874136489841,0.024498660787428093,0.02784622358255478,0.05357245744500025,0.005295951180526236,0.03799368193699648,0.028984614242652508,0.06672107575553625,0.02058225607413746,0.005483133389418644,0.10036061281118261,-0.03302740721548446
CXCL8,,-0.018671335474264906,0.04872377034455518,-0.0013130035983071023,0.06222735955213083,-0.011635964782059688,0.0297774425282985,-0.008127065763789904,0.034871800538577385,-0.015365275570763797,0.05646172100330631,0.06308156587637033,0.026124658612298655,,0.004974496876277603,-0.017268708713527633,0.04405890728021411,-0.05001505614352153,-0.05081045985871248,-0.024913605075653385,0.011299306241795141,-0.07680870573032747
GRN,-0.01810948010989802,-0.05307109093662854,-0.021537140982352942,0.09192140000864185,0.00455269566540177,-0.017412738465272828,-0.05950081888828431,-0.11205293996223867,-0.001955736046606323,-0.028564136349593202,0.020320157816838755,-0.0737075794519541,0.032308519689336124,0.059475414569072,-0.013820831752105021,-0.09992010649423066,0.03899267749376502,0.008780106972926069,0.004441358028485873,0.04737224571816041,0.08025805593764723,-0.031750866950490654
MIA,0.035659692006654226,0.08180807032785228,0.004220053906099211,0.05487347247386497,0.012700352559874412,-0.01316396474475184,-0.03908627304359751,-0.06124132082210373,0.056983288261657064,-0.0187649797426911,,-0.010977852242244892,0.024056159475194263,-0.014056904092858796,-0.002339535168587953,-0.05757960211970051,0.05498451147796601,0.13158381049787943,-0.03657592374801746,-0.02107725366729137,0.006929236800220981,0.04894309673049634
COL4A4,-0.007670768965273563,-0.04076222039497613,0.02482378941211149,0.07262423446175766,0.008422859806796013,-0.019743361149775516,-0.020566866926045722,-0.02112614255925127,-0.00710173994532068,-0.03152367363838701,,,0.04683032016800033,,,-0.028509283949491565,0.0819466435709657,-0.0017055911156309159,0.004116975294309965,-0.024470076698767277,0.08348237421879279,-0.009090538363991353
TAC1,0.019727734067303382,0.019619574264674543,0.003042093197214429,-0.02752350331242539,-0.015340604938968645,0.057556660713314604,0.07647210103081847,0.14781901089864793,0.028086237086291377,-0.03921848282722634,-0.03644045309307778,,-0.03473829464152797,,,,,,,0.009976221636541042,0.08863790975746952,-0.02410067263235161
RARRES2,0.03204920156499145,-0.05007007689810144,-0.00818212087995033,-0.008411998085841305,-0.06429287928680173,-0.07576552367792733,-0.06146388662232204,-0.10377803129314499,0.024068288438801138,0.0022184104115347304,-0.008837064949766464,0.009814757515372674,0.011512944862915521,0.05911518135945829,-0.04665473976155725,0.0379697783862383,0.025797802992924623,0.018963864998612967,0.039620142169175726,-0.0016424824295770916,0.07028642615082975,-0.0720241023102199
FGF7,-0.05891527758950152,0.03827452900273041,,0.03639432435446356,0.035005781060313816,0.04666007159337705,0.0172404552422727,0.012920367955314035,-0.02895885351591591,-0.046906011045767776,0.026583444758728418,0.054545198938228956,0.032545208505116024,0.05994105939355485,-0.07789429076952287,-0.0017539731979883655,-0.04281980047207954,0.020416752001401906,-0.014947507968932197,-0.09735845984190859,0.05131656173312359,-0.0012732929722846311
EFNA2,,,,,,,,,,,,,,,,,,0.056266820927013086,,,,
HBEGF,-0.021855285394818624,0.018527584880670002,-0.025467235371572458,-0.05717629404909445,0.005425991894357115,-0.07013820294970599,-0.07891198675386188,0.005336505930792365,0.010370402624670684,-0.04237291504811633,-0.03655717400331476,0.025386212813830876,0.030480334486111493,0.022861422278287462,0.06894409843271145,-0.0212742494242469,0.06873846568376733,-0.017129750311524302,-0.03896317582987883,0.0019485572719638888,0.05962459915441886,-0.011160954664928804
CSF3,,-0.051763957794319616,,,0.04266690444038107,-0.03416742240246287,,0.08311517831683801,,,,-0.028459426104239512,,,,,-0.006334393074996947,-0.022072518711693967,,-0.04736049487929597,0.015057956963194261,0.015559939312234797
PI3,,-0.02829169608242324,0.005547761200693669,,0.045096407914927715,-0.034838040131600766,,-0.02516757977908745,,,,,,,-0.06343212322940847,,0.00368509293626081,-0.05124202291589114,-0.03040732463224435,-0.019500557870018982,-0.04739677060066545,-0.08272355389810686
PCSK1N,0.02126112965059825,0.0557626026839591,-0.010220156116608868,-0.018679979543778827,-0.030447291011648985,0.0061349144923663855,0.025150617257308217,0.05583744766775454,-0.03447016633001574,0.011409112363239814,0.021849453228326023,0.004268498514416193,-0.038794446652595335,-0.06356447299021185,0.03459245765617211,-0.0007264086718064834,-0.011759729573776505,-0.016888935301476758,-0.08329907920088403,-0.03926435339034338,0.04575446829906802,0.01827618818651058
NTS,,,,,,0.009472281937943226,-0.02510747155634535,-0.027472131792296912,0.03175025665342461,0.028115402871388893,0.0007163432814892449,,,,,,-0.023468738928857223,0.025096917794795986,,-0.0003010571137838498,-0.0294197345141299,
SFRP1,-0.002127399021945721,0.04889381761847168,0.0183350788462675,-0.04564262904393804,-0.027372663768425183,0.07116968611309026,-0.03191600805475681,-0.024648214373975973,0.00695518456200037,-0.022494162785787038,0.01512565299033091,0.05871214614183477,-0.010166101414951067,0.061275503090890575,-0.016309179551354698,0.039483725651028555,0.018670442365470254,0.04536175268492136,0.036720161734554474,-0.00219954123630385,-0.014484598279405006,-0.02113895996411539
CXCL13,,,,-0.013566846539237603,,0.0026230999747370288,,,,,,0.021682464344558748,,,,,-0.0340622814156916,0.07278020540889527,,-0.02404881866395828,,0.014330271446938254
MICA,-0.020744516353231556,-0.07223306672649928,0.02133109791962879,0.0256633112641129,0.02475575277841981,0.027715151436345967,-0.023227951008023703,-0.029741597978812945,0.0673287620734162,0.04226713548246689,-0.0006622051832850508,-0.008646703892217791,0.0030926914328451498,-0.022175001205037473,-0.006620338864450929,0.0007041544877412342,0.036690111067559636,-0.006942799831335788,-0.0482543082423292,0.022347370645111633,0.07237376588685952,0.008265484182915596
TG,-0.025902090363710606,-0.025490126388803512,0.022265190896868944,-0.0192376558654032,0.02829522558526448,-0.048859476691962306,-0.015822187361715354,0.03250455339679205,-0.026427654234032167,-0.01627892776050532,,-0.011635760981998568,0.05379511895831915,-0.03466623406058139,0.0420195905093717,-0.022687679698414023,-0.0017072246373379374,0.10186732211502432,,0.04183188975974723,0.0328983710165149,0.04140017380681914
ADA,0.013646671044571413,0.045191800879916644,-0.029304098085755403,-0.022783243971923883,-0.025839961945341716,0.02470974510951792,-0.049254008358218776,-0.10712130484122653,0.005368134299837206,0.0055359363308085585,-0.01642725835895432,0.05360531880269009,0.04596265418177774,0.07270341218567805,0.10580902059485826,-0.02902868122201276,0.03246740807324777,-0.005707464752847189,-0.02550858881077733,0.047651238517470704,0.08602580782600802,0.0790635634809184
LAMC3,-0.03832507727370561,0.04123530625368355,0.029396431312692126,0.008527804110245616,0.013779701280230724,-0.010079965914313059,-0.03210187963316433,-0.06513356722957105,0.014329844798213124,0.02358042936763826,0.04226667999905803,-0.033475813194397845,0.027914581379514324,-0.02282789177772361,0.08825059992659842,-0.07636633636730046,-0.00696116284095754,0.035612801160933384,-0.015790339138849554,0.0348816035881158,0.03746151244386544,-0.011204114809313572
CCL7,,,0.06553529639202786,,-0.02135696862774418,0.00840276887075053,,,,,,,,,,,0.01825094276752242,,,,0.0448940021195348,-0.022841866792023352
NGF,,-0.029822687553374642,-0.04733406854217669,,0.032101328786397314,-0.0170175185228407,0.06734694768851515,,,,-0.022955715012481902,0.06667610170411213,,,,-0.008681796381392194,0.025845773524066227,-0.019964257162252082,,-0.06607111253238829,0.05280204225057133,-0.053477668135595124
TNFSF15,,-0.036894386476516654,,,-0.02378202912294814,0.04622445222654942,0.07833363863698416,,,,,0.02469347020197801,,0.01600704854943453,,0.004194517328038973,0.04047734980976631,,,0.09292850702728216,0.08411010077526639,0.009920655002903225
HMGB1,0.022483382476552734,0.004239471520002443,-0.028952512789000986,-0.051211863577280387,-0.025352199854951595,-0.0332395240913368,-0.023526238824262795,-0.05945915821328169,-0.01971325896469086,0.007588654614147081,0.08367813514374925,0.04191444205779652,0.07452710227309484,-0.01700102384711369,0.031183627929373126,0.09894037395306246,-0.03659116231155394,-0.09091883341078567,0.04564222619377298,0.0028474597811065285,-0.08494494390288639,-0.002421939041277842
ITGB3BP,0.035074865688599396,0.015590767361173622,-0.02351523183780244,-0.03230304181648023,-0.015675593963701065,-0.02905647063008942,-0.007400791828522101,-0.08065284491958358,0.0795163141397866,0.03296409939801472,0.02455523751977163,-0.004559274562202737,0.027694607617088182,0.001781145891650639,-0.068236897141279,-0.026724671032912855,0.047559666685411894,0.042773416293272415,-0.0007281236795840883,0.013101333098318601,0.04014427567650855,0.016964000022923535
AANAT,,-0.030821563955705757,0.03192291862023439,,0.006671716210240934,-0.022895617672667345,,0.01899926660611621,-0.0237665438963572,0.09057259879810269,-0.021581748121428858,,0.1109113997627854,,0.056334899791610396,,-0.03092215804705614,0.026763440051081822,0.07629135045203932,,0.08477014311965854,0.022069775844401247
RELN,-0.021473519631681193,0.11302208438963218,-0.026742220075081053,0.006989238769679079,0.0013882096761593434,0.09878438548939641,0.06863306420346163,0.21746133326549047,0.030668777123732446,-0.001911398787495615,0.011261181533775536,,-0.004850111281816474,,,0.13564521089854448,,,-0.0354504718442286,0.0297013966201801,,-0.006321722452746974
IL15,0.08752703760044817,-0.030071264344004815,0.006206030338685321,0.059202184629620194,0.0017082481298233523,-0.01300986041302998,-0.0238938835151232,-0.037766873926294936,-0.04058834806854451,0.031999187213082717,-0.008738701611793522,0.08913792602456887,-0.013117435371286694,0.030027444788253588,-0.05047727727516305,-0.04158907539658799,0.0381860635977147,0.033561618524531496,0.05851512620270876,-0.01659027415486956,0.03254029650376116,0.03212978306747239
UTS2,,,,,,,,-0.02955515521759844,,,,,,-0.05905426992934992,0.009761305250502039,,0.040287948164576114,,,,,
BSG,0.03116107750999881,0.020921763089156695,0.038554357961123484,0.0703146720120024,-0.033515564619020395,-0.046706489798997955,-0.08598213884595071,0.10186950291119742,-0.004199434146982793,-0.03290707687211994,0.058461649826243044,0.005938281360357707,-0.010877522962466808,0.13730004012790803,0.0349107871268285,-0.06887548236790551,0.07952161876944448,0.06771787179904414,0.011452391612223289,0.01468759789310352,0.049534530593987394,-0.127454003058842
ADAMTS3,0.022202903732442228,-0.03251607861569075,0.0007400753576991151,-0.03380195611645126,0.03242536131191286,-0.024181882109307915,-0.038486134143222266,-0.07935834338130573,-0.0359379212261826,-0.04845820533840271,0.031155996648169728,0.006642611448072499,0.06766285963240433,0.031133372798076184,-0.015077129826660433,,0.0589489805906518,0.08118552768567841,0.01994249984198115,0.015066196078389202,0.05921776845500531,0.008887754573029679
CD34,0.01614034361917622,0.043637711172740144,0.009995744968497835,-0.032244051130334135,0.0027034736127230373,-0.06414841561576953,-0.00857932437076624,-0.06500656325902955,-0.023903367521087116,0.05491137960676345,0.1320251094021365,0.014157247407145421,-0.022908487610801068,0.006443682457639436,0.039125760357209334,-0.029862990292965783,0.08972668369323775,0.0865696984924584,-0.03515612850344265,-0.014790864203385505,0.07929913572780466,-0.07543224659513599
CCL23,,,,,,,,-0.02294030660297607,,,,,,0.14421331079492022,,,,,,,,
PLAT,0.041661848651831174,0.06095405861678241,-0.040124121148722415,0.014888165632019949,-0.06731151152876483,-0.0717681583680357,-0.056038798635729976,-0.11081162401507273,0.021858114918395018,-0.0003690730968032507,-0.010909218445653865,-0.010786644838212374,0.06473947668132647,0.023191663496577353,-0.07192094735389547,0.016720296446625805,0.03671160654390503,-0.010581208726386205,0.01894805254331373,-0.002731416746098423,0.05832630401885441,-0.03933548213966494
NTF3,,,,,,,,,,-0.030291155460360528,,-0.018173610810579926,,,,,0.0781265403860565,0.07384144477458467,,-0.014260686930260332,,
LTA,,,,-0.01414743259202742,0.024771753715494033,,,,0.02535780854840424,,,,-0.033324173168897527,,,,,,,,0.05110578879206996,
