,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.059353796452886444,,-0.01271210381550758,-0.027813085494802197,0.06741347301209473,-0.0029329016990532015,,-0.03891299820818788,0.07334524427049663,,,,,,-0.058807331238258535,-0.03892346861545082,0.025287531772512726,0.008180270851872083,-0.01981242794407851,0.020240635808262224,,0.03918481251293144,,
PDAP1,0.009123185626333897,-0.011484720995927207,0.019154597702894256,0.045055536417374836,0.034249311408970744,-0.08304515915116759,-0.03336071157216387,-0.03113652617197082,0.048080260032501175,-0.040485909870281944,0.06408428107605775,0.08721358617353493,-0.08833999079855041,-0.032405428885338164,0.0939621541605763,-0.0880668236384767,0.006394805143254731,0.030355940263198003,-0.006264417425285818,-0.038960442997030616,-0.0194685766365924,0.03943824350850682,-0.048169965643359285,-0.037100777421247365
QDPR,0.029515840049472143,0.043404165404475344,-0.02932388807375204,-0.0690909986554419,0.03509525050043945,0.130977556334468,0.09765750099905103,0.03669875171065347,0.07526342612600068,0.004959070774290864,-0.037376348520139824,0.07680805066300601,0.048204787600940886,-0.054983744754938856,-0.0660209268433841,-0.06447474054431876,-0.06752738276005621,0.039180048381374,-0.021894209207423833,0.04998285012104759,0.016271082483008438,0.04395363861930499,0.04483954309423306,0.17105410647199976
POMC,0.026208576066558652,0.03563918427977863,0.046276666318519184,-0.016119589053025643,-0.016219895706665398,0.020174478324016806,0.029457843975927902,0.004457668348519227,0.03173032686205478,-0.016490851906904292,0.038981298639722495,0.023866743551079147,0.07914629966439407,0.04530140899488052,-0.057922302167196106,0.026563380230828795,0.021352461215786482,-0.027262256820007595,0.099880008196218,-0.00012760347088782388,,0.042368449882709415,0.02793600749039741,-0.026226494732816165
CCL18,,0.022580485087217637,-0.01244390650006621,,,,,,,,0.029062207004541558,0.1019453194329646,,,-0.027097664727548272,,0.27750388390483177,-0.04024158505581572,,-0.006733970984465326,,,,
CCL17,,,,,0.006256759399643511,,,,-0.015786425384976255,-0.02525981680184037,,,-0.02389725911516459,,,,,0.010871348772777942,-0.03149689996147502,,,-0.01864466851258904,,
VEGFD,,0.07501587253902378,0.004573096332021137,0.09349459699637365,-0.02340122765241348,-0.0196733243112064,,-0.021668394120727394,0.01549464543367873,0.035523182360476586,0.0162811245613217,0.058106429903993215,0.015835061752568245,,0.05454936599324021,-0.001682431096635291,,-0.016479392430401606,-0.03732865459192844,,,,,
TNFSF13,,,0.011448168216186702,,-0.01448836907822935,,-0.03223105345994173,,,,,,,,,,,0.0069775680285884024,0.07009075976244063,-0.02157618256402306,,-0.0101509618407714,0.04592550843714459,
WNT5A,0.04740625959032644,0.0098742832272884,0.05801409589007093,0.0033975796267778796,0.02779596959681054,-0.05106613577049467,-0.03476535141827386,0.07266323379516917,-0.008714816665295383,0.003946418897237593,0.04755099689245466,0.10292312169464987,-0.0380461659911261,0.021937471385094404,0.03193272433363154,0.00751344479318391,0.09271383166601604,0.024468980624681502,0.0514072154861009,-0.006185785703418925,-0.00535076407264474,0.058160307988985374,0.012009124248536767,0.11849844111790878
CXCL8,,-0.026182153412535585,0.0396312357191106,-0.003107320370161323,0.0113123517959136,-0.0831560789747707,-0.015209971766969624,-0.028349330155410555,-0.03878807304736798,-0.0272969598346531,-0.0024736257417562833,0.060642715601336064,-0.02853337946179368,,-0.042759162458661716,0.08115762011681567,-0.06075504795264108,-0.09170694773960213,-0.00472206914768216,-0.015460247376812966,-0.02955299853938404,-0.06181288108215092,-0.08576225223175767,-0.057766548520828145
GRN,-0.019215442230142696,-0.023813324582314097,0.060369713723693826,0.008943620558984337,0.06224811580619884,-0.09166410980362874,-0.07670934550775145,0.02001965717389781,0.024150400647855667,-0.006716795642006267,-0.04536537137796821,0.008033590018141459,-0.026486206427401987,0.016865816352780227,0.0657431977848854,0.06624117367220334,0.04708004089250856,0.031820120138142546,-0.021535330188708006,0.032646783781078666,0.21491702120126063,-0.04210610803705575,0.0506739163172204,0.07073610554678288
MIA,0.10719587554090847,0.016570419688010613,0.04245023075599712,0.04675159344019028,-0.02863593003709173,-0.046852991249372526,0.04633014538257744,0.045852638661051145,-0.028241351197642497,0.029248561040840292,,0.031539817844163244,-0.03507603089015196,0.019163453816634077,0.017044076622146763,0.060509759605828786,0.028642755403318773,-0.012971969253430141,0.11852525263486237,0.012733225222720345,,0.19972798922365267,-0.004384241735457647,
COL4A4,0.03261692170628663,0.025415373635102396,0.03225622443356051,0.01711877172540997,0.018255757762985266,-0.10617171798723463,0.00458933063470985,0.019358923828784413,-0.0345129417580351,0.01790620439902209,,,-0.012574740224870554,,,0.012583450630019418,-0.02574625736608547,-0.02638608398095491,0.007160245460394596,-0.038335789518871004,,0.011563541210510389,-0.05130435876571649,
TAC1,0.00349731355561062,0.19509049541640353,0.06700344578731554,0.003385026404532358,0.001485934794079468,0.14637041691317884,0.1746508006791991,0.0008820814372972301,0.0931808344638312,0.00608911746917151,0.14276907488074173,,0.15182743243218996,,,,,,,0.08934993136807513,0.011956812403483895,0.049250153425831285,0.055776225082584355,-0.003516188893295747
RARRES2,-0.008640356750440259,0.017188554886476252,-0.03786227612137656,-0.02267655865242427,-0.018951265016571805,-0.10696716628709628,-0.04395517092357332,-0.026837031124209494,0.08094270536324484,0.0292837694262602,-0.022820562987637013,-0.02906344932487685,-0.07902141740613866,-0.04867098513595825,-0.0017513756228405382,-0.07317238470746185,0.06197966909939944,-0.034304103984353004,0.023749342495648692,-0.005238490235583063,-0.0867217354215543,0.017663755537060368,-0.08457905822462342,0.06739958165019198
FGF7,0.031089840349669207,0.04962414880711512,,0.0892569446209651,0.018334499643293898,0.045626317070805826,0.06156758450634304,0.09006780099358093,0.018424994497525864,0.07267187181881331,0.017743702232722425,0.13244313681798955,-0.005110586901412997,0.07902217978868267,-0.02112625036111406,0.016682235057122928,0.0956359194980895,-0.006165752799410868,0.01158133644713458,-0.040918246773150646,0.11364482758348506,0.05867633188938515,0.004506626667921656,-0.039898009680237094
EFNA2,,,,,,,,,,,,,,,,,,-0.015662559653445266,,,,,,
HBEGF,-0.024833793048686433,-0.05445062867499189,0.03898626573967983,5.1669566441958384e-05,0.0187211231830674,-0.06370905235557857,0.01963333092726089,0.0213907260311724,-0.015892368067811507,0.010487741737154024,-0.042784450062617815,0.12320814758204143,-0.017356876833298732,0.10980208206316029,-0.09177071930194956,-0.011847399274669547,0.08877414502223352,-0.04209509825229164,-0.003420029041392177,-0.016672127136875645,-0.0934948290312291,-0.07742896621428913,0.05223606321132492,0.13415809113491786
CSF3,,0.02483092658625715,,,-0.025035420361838073,-0.013678812257519764,,-0.02076068177947006,,,,-0.02901242599852753,,,,,,-0.05086688994348224,,0.00454583134573897,0.1235441068773818,0.08969278751253126,-0.06581551177472968,
PI3,,-0.055249144803478534,0.05304665770921468,,0.017480329495937103,-0.018099928124686523,,-0.023376801695023628,,,,,,,0.01028620944774249,,,-0.056058754899957444,-0.03513508034362124,-0.06663508805445696,,-0.03336143153500495,-0.0931103580906727,
PCSK1N,0.005647071470801642,0.10230891186109575,0.026507104895087525,-0.017486807719147675,-0.03085046740050787,0.04481973137656174,0.10325316169123393,0.025140970484827496,-0.043961511548712466,0.021219018115821435,0.06320230841180005,-0.006482448623274928,0.1539320088602433,0.00688937431661429,-0.09506078538464768,-0.021595519619157094,0.07279494500745338,0.007585255915754089,0.006297760425255685,-0.009350326345483469,-0.019630832607909796,0.09196121881344495,0.13157016475847486,-0.014726732999684577
NTS,,,,,,0.01216128411812657,0.09932454346920959,-0.025517375237714055,-0.0168443522473291,-0.015767614642771478,-0.023116280449603337,,,,,,,-0.019081856756777312,,-0.03935748496319929,,0.0001304358515231481,,
SFRP1,-0.03247186151558188,-0.0001905001089864686,-0.01453609962884141,-0.03336217741848551,0.1077281145419618,-0.022443856075187545,-0.08368906955565078,0.05232923803787861,0.07582378892242202,0.049761016037751876,0.02180413229413366,0.030503352776446318,0.04527321133573752,0.01938886258672363,-0.0216075995643157,0.05470981736326587,-0.006345161599985009,0.049940197584101,0.01831172313165331,-0.026177761566964823,-0.05453240851553655,-0.053872072413567194,-0.05099784393592554,0.08724483907645926
CXCL13,,,,-0.021558810005238297,,-0.022242147991645984,,,,,,0.08322856632956709,,,,,,-0.04024158067640445,,0.03412813465829042,,,-0.03540971659573147,
MICA,0.00021960904048674913,0.028152743875001704,0.09278553142742185,0.04779060888919782,0.047270720016695994,-0.025235579223805607,0.001348990816071526,-0.014238526004180053,0.04304316086341549,-0.012111093728462797,0.026706011089578856,0.04081409551012498,-0.050876139461942096,-0.01801544963549968,-0.05415374238285858,0.05111854504065522,0.03935218587157723,0.10288774220020737,0.05202489463125396,0.0340821739110418,0.03405122315077333,0.056463951745063135,0.010667330573951656,-0.09077502385764369
TG,-0.017159689185146956,0.047907157479385384,-0.013934579558294248,-0.0025192294461217914,0.024903788505259473,-0.047602557449610054,0.04122171836113088,-0.02505628549165425,0.0022799262245007234,-0.028920095522090534,,0.016800366594899297,-0.0358970551644674,0.008804331050486645,-0.008645549993895522,0.08291376036974761,0.10223586703542584,-0.02350139255635503,,-0.03500428394794119,,-0.0013046534441456597,-0.009814583275836357,
ADA,-0.0021600774214753744,0.03631233711429435,0.017091815397342388,0.024215949511172657,0.051506650382361754,0.05541708351001312,0.04478606698602129,0.0544820923475181,-0.01651650894765552,0.03693870260672242,-0.026038921838856137,0.07736442477197122,-0.046006414079793514,-0.0003674593503418448,0.04490503996721587,0.007223216420566709,0.025628664372461304,0.11423115154069606,0.05359137631176662,0.04453065148655893,-0.051530098183112494,0.08504252456091006,0.013193331946097037,-0.03667694663027244
LAMC3,0.038934239749302185,0.05171824822073313,0.026689370759829658,0.02199211614848524,-0.010363351744532602,0.003065971133938784,0.004878705061839421,0.004437320819942955,-0.004087109641838592,0.03200366487696584,-0.016646098927154532,-0.013938777882376109,0.017696716758991624,-0.02142430222714893,0.05494826439614644,0.07617195334876274,0.16483827244159957,0.1312525014737194,0.06478970308700811,-0.01250369022074941,0.09033547418754956,0.043004508251824766,0.07357072893654441,-0.10254939629552096
CCL7,,,-0.012505627058498139,,0.006272833408191924,-0.029488981733482446,,,,,,,,,,,,,,,,-0.04453970876691009,-0.03310052695081933,
NGF,,-0.04203118320554918,-0.04690828676721639,,-0.015209653201924616,-0.03147641874815406,-0.05307568127159774,,,,0.021590900206252803,0.17010845893273402,,,,-0.045414207070526666,0.049162177461309374,-0.015452028501239988,,0.08784356865877907,,-0.03860108464842722,0.005326149026058465,
TNFSF15,,0.10542054440351195,,,-0.015923074271428903,-0.02183354200689365,0.0008533839394183802,,,,,0.023653691744963876,,0.04662890900225591,,0.010834818207049115,0.044319662021121906,,,-0.02641148666831119,,-0.019619098425561764,-0.02217671273893617,
HMGB1,-1.2669278698562919e-05,0.05761339645527008,-0.06548101488690969,0.018507137767386182,-0.029467653390975117,-0.029159237897343197,-0.03900112188382296,-0.01778617547249353,-0.020668051511997174,0.004814650936077026,-0.012933413681326687,0.05738227348815452,-0.013337303610173396,-0.0013581681235899936,-0.013922732601265734,0.05097377846268446,-0.10560554721663451,-0.007051869880612833,-0.0043927789702350355,-0.00500298621678669,0.03341056090964807,0.025468484675608742,0.05767209320714345,-0.014396508683514506
ITGB3BP,-0.014281999280850423,-0.0729783236343269,0.008324974372591127,0.03324713933403722,0.02147332532786027,-0.057646163155747956,0.007963978836393798,0.03707059637136598,0.03943383172891044,-0.011362669327942108,0.03165636545841786,0.0072858792985722575,-0.10096911116351215,0.05907273170886676,0.13071810375144494,-0.09048478773860927,0.013080432587663442,0.0426463842601147,-0.02320377345443136,-0.05475793115014625,-0.01886954737752283,0.06670426504274898,-0.05622318902030042,0.05919565825690337
AANAT,,-0.02684749554610807,-0.008104427595074003,,0.005476714187470731,-0.019673327119684315,,-0.018726696789003187,-0.02061488584748644,-0.02355768830855224,0.016716905941814943,,-0.02073110125391706,,0.04956259804854856,,-0.016399536136888895,-0.02107756315763383,0.03157738214936167,,,0.059441739242052656,0.0157642776416484,
RELN,-0.01740690158325036,0.02207323623070762,0.0031031349406022085,0.05839466105050441,-0.025148566805447997,0.0496429266053444,0.07850606987983566,0.0186089081930967,0.019208755817166686,-0.006588049739101456,-0.002787724300560533,,0.07480517245757339,,,-0.04425574151997925,,,0.03288540779888143,0.017391996395199307,-0.0840173437262927,,0.03749256938329158,0.06183400404500077
IL15,-0.029506627962332943,-0.022442622256541644,0.0782947659899802,-0.020267305975810446,0.014120994329074214,-0.030206874334149203,0.06155486892513076,0.051818020733545175,-0.014723425895140854,-0.015189963437474372,-0.07427149152798451,0.10217921177486489,-0.029730353876813023,-0.003995420373358484,0.15354517065671222,0.03911649054844215,0.0696425188595984,-0.01578481860342514,-0.029454369009651805,0.1144431489627708,0.13608675025178424,0.0422929352073072,-0.01161203024114681,
UTS2,,,,,,,,-0.023669770129918034,,,,,,-0.02567038480639093,0.031554305823986765,,,,,,,,,
BSG,0.008976212898960653,-0.062219429403301496,0.015193112532655938,0.01302534381624501,-0.0026187187726694184,-0.03100329429209602,0.03422102708277187,-0.014936400446725092,-0.034405561396960514,0.011842402719988113,0.08399514568759991,0.0029523081917199965,-0.05179627682096005,0.09848367635991147,-0.06543272827486206,0.02657200033220682,0.03538610977913114,0.05180955537561812,-0.04333500762147244,-0.012819124483388927,0.050456067613647834,0.12900187073436847,-0.014560206870319592,0.033227441042357315
ADAMTS3,0.015382708130269644,-0.010150808008280774,-0.011529588403122128,0.014341376761079577,-0.018616539889714186,-0.028662122337912634,0.002869048806921567,-0.027493020371773425,0.01094229943602555,-0.03001210893027351,0.018536166324684238,0.04862719846344753,-0.042060453010879045,0.1507615174251347,-0.03165198324003071,,0.02417557049100172,-0.005581905216219465,0.037647084705304444,-0.033858774685286676,-0.0563502997738742,0.13333100642951126,0.028066919615992343,
CD34,0.009655995228785208,0.048403242587294976,0.029444256711401284,0.022531784892601273,-0.024648307498761346,0.01678936100458129,0.04777870980170063,-0.026668309508563075,-0.012428788269718138,-0.013477120910746038,0.0013521300728471272,0.09475400657300098,0.10020565170378849,0.0317753262797207,0.07011050740936516,0.08900853150277732,0.0717793368832543,0.06772037505821572,0.007575246333057524,-0.005285893467350123,-0.00886140853619912,-0.032649869950419276,-0.08495259484875534,0.045446665746481166
CCL23,,,,,,,,-0.021308008278428804,,,,,,0.03378361593179459,,,,,,,,,,
PLAT,0.0326337210681987,0.003699063588112427,0.0008513977882961693,0.0234869031460736,-0.017498768579686123,-0.029689953978817754,-0.07724259235957064,0.0005350469294926233,-0.04948540254164917,-0.013880782030323675,0.0017664451927896956,0.05376410627016932,-0.009641032030681283,0.024967027165041688,0.0381595133108082,-0.00822710932860157,0.1328415910213773,0.03088534883136109,-0.0010990206285110906,-0.05272759793771031,0.024947888920682133,0.10486408578414907,0.07134074590332398,0.06096820497566008
NTF3,,,,,,,,,,-0.04281296863225347,,-0.00034719467615376346,,,,,,0.0432031593435984,,-0.048734039326267437,,,,
LTA,,,,-0.0020129951056295304,0.045092068961235125,,,,-0.008909301527697209,,,,-0.02973035754674178,,,,,,,,,-0.021556983993707035,,
CKLF,-0.01706016612563818,0.002084135788917487,0.005226472242080653,0.060621626217923906,-0.04322025480931137,-0.08779150168721987,-0.06143074856007171,0.010758815375469973,0.013205065959668598,-0.059066653912105437,-0.0044388726787296115,0.029101747198817276,-0.06723512291568891,-0.01209198830892338,-0.04858729107815429,0.010396532851448507,0.04984361565899425,0.06342732825270724,-0.01677432810953043,-0.00619527119354797,0.05650327900046013,0.13469616613742216,-0.03939665029105262,0.055710549231728024
APELA,,,,,,,,,,,,-0.0008422588139568887,,,,,,,,,,,,
CD24,0.050293920046136475,-0.023293086290201673,-0.0027930298074973193,-0.030680137645635704,-0.006453345453105939,-0.062265313538268634,0.009173375506174461,-0.05970781281561848,0.06668846176272504,0.020201823532621486,0.002908534649292783,0.0376176965086318,0.015199797998019309,-0.0061953627978638655,0.0355484204184037,-0.0661076936335673,-0.08300093082989003,-0.04058462549417093,-0.019308843626600274,-0.030072975761668414,-0.053807082107216596,0.03785863731892912,0.007199301983447736,-0.005373268708012275
HSP90AA1,-0.053582431729953583,0.04122763923139749,-0.014329237374286168,0.020151588033231138,0.02197708374573122,0.14375043846631977,0.10464547530152052,0.025042687383177147,0.06280650926232524,0.021301782834640404,0.09442539913688269,-0.05954642563762371,0.13596863113909927,0.03296952802307292,-0.11845410558159769,0.013198626738484107,0.06359171124932733,-0.13059751979548714,-0.062234061566973746,-0.009514520249228752,-0.014136229559268548,-0.10577306839952198,0.02547566949696645,0.10727395255410291
BMP4,-0.03191671872986749,0.012279878126946144,0.02371864987172563,-0.029483504053255692,-0.03552774075573662,0.003557283303753837,0.01610734415414105,0.014390755542046397,-0.011597020969471636,-0.033556603823019136,0.011315693883675816,0.015578654744547329,-0.02533333531272224,0.07297583551501731,0.06656205088045485,-0.07100536941379104,0.08157440225447604,0.09051075227528808,-0.01677737761705708,0.021308557468603696,,0.05572227441019114,0.0033981002653157887,
SCGB3A1,,,0.07691848527383126,,,-0.007023151619749196,-0.008714421286377285,,,-0.02811979653212922,-0.038995821360102274,0.09138478044162804,-0.020745450328581185,-0.002045850347466921,0.076007629125248,0.03551698733032594,,0.06900192141073944,,-0.039976809792330106,,0.012843698684020154,0.022000147082770247,
IGFBP4,0.04930564507953546,0.012952710937002307,0.0631617505566505,-0.024671249869875154,0.009986948746276625,0.008019345645239187,-0.034028939811642206,0.009350560294255109,-0.012888911261405511,-0.04537609567074888,-0.011938299395942388,0.08365573729255443,-0.08645076728950714,0.006446755791860137,0.06346394923429782,0.07326490802142227,0.12213343099219695,0.07663385730507073,-0.04296554727090295,-0.029237053455425675,0.005195693247356691,0.008221122653770086,0.034067409207619775,0.06056047010935654
RSPO4,,-0.0143243027090378,,-0.00044659670199541444,-0.028052921900264333,-0.013348147176429377,,,-0.00014756923303981288,0.06473448278020606,,,-0.0412406864218966,,,0.019247991702985554,,,,-0.036938011878602225,,0.056399990436421146,-0.026461318580103727,
LEFTY2,0.06935997842317666,0.000944304219495927,-0.01744516736804592,0.06676327841014892,0.028828236914438837,-0.041970728545876,0.026737663604324106,0.051296070104681415,-0.00809006544105196,-0.01125766416387717,-0.03042775412525289,-0.020890267584384902,0.08546917425659815,0.035362950557667416,0.05841722588840623,,0.01914284218204116,-0.018009129553935504,-0.030052789778130376,0.0239022300582247,0.16951282840493692,0.023953342335011105,0.09463296827046308,
PF4,,,0.04267262280587244,0.07265659572717402,0.010514267459122408,,,,,,,,,,,,,-0.014355820291903269,,,,0.040616399893009414,-0.019651715718362432,
ANGPTL2,-0.011923805405017557,-0.08504138726615645,0.03636253752797203,-0.003621534295552316,-0.003347540102784672,0.0049650274072460315,-0.08850249468347915,-0.003670960742686846,0.018525485709488688,-0.03975072857713957,0.01048664156371345,-0.010470588060878286,-0.13434367082535856,0.11223599552872202,0.11074528565545509,0.027968472655759802,0.058740630964966685,0.09669448026251512,0.05288140909928709,-0.00933058191083086,0.03558726729846556,0.037837708455756534,0.035487618572020076,0.08959576286817648
LRIG2,-0.007913369189616505,-0.024590917305037197,-0.02483786204245936,0.025932931292652506,0.05912091509889944,-0.03644572689410287,-0.002246943889218158,-0.014594430578609034,-0.04857200720522785,-0.008493063662447894,-0.007822725801227923,0.008943995566995223,-0.06603120692217813,-0.024627250284207605,-0.03942754020136475,0.059714117527164774,0.042048486649965015,-0.011860819430940426,0.016923081348129497,-0.015232999433807484,-0.013003363399632031,0.08909045238606407,0.03454037992981549,0.05293862260699915
ICOSLG,0.007268907932220969,-0.048492506354652104,0.07620988345822527,0.03800661353687174,0.033458150060310686,0.001528553913706157,-0.009815080140348388,0.013089936160231117,0.041909859298197474,0.008950643096857136,-0.03973007829766062,-0.019019863165570704,-0.021161875452762473,0.019864443405586872,0.00973600688740851,-0.027261553705832175,0.0432634534597925,0.0001814775806490757,-0.002284896421122668,0.012478484380438427,0.06318176676094389,0.11152894782613203,0.07449548023882469,0.17038946997385482
WIF1,,0.14109274494431115,0.025885184304064827,,,0.07238401564429903,0.09236245978648704,-0.03392314952035682,0.02057505202040717,0.06849327855372984,0.06775059013733906,,0.1497448433758167,,,,,,,0.013793896990961901,0.018199682370659095,,0.05524467836562334,-0.01905393389189374
NPPC,-0.016774638363455042,-0.01567793169721461,0.004823155560283679,,-0.019353258497791646,0.0592621816004506,0.10581469132053167,0.013949579730074579,0.0027528662033723473,-0.0012077518971960709,0.027367314756931365,,-0.07796124337816052,0.037757188242440336,-0.011908766438871975,-0.07231310684372587,-0.04303502103877354,-0.02716217440655334,-0.03173929283657969,0.04985641401369026,-0.08513197300385641,,0.028085334488150513,-0.013230856174222457
LYZ,-0.06555368592673028,0.01881369462696265,0.031827772014675106,0.06454422992613362,-0.007314116914407479,-0.02973527879752727,-0.025712120199457365,0.012176431073648393,-0.017935015857735815,-0.06232801671204385,-0.08966016027055179,0.011125467202825253,0.015823961126626332,0.06428037927516943,-0.015701493421173173,0.035440950641601784,0.05360278240904168,0.07737938643337242,0.025969826116625946,0.09443187227545699,-0.019546121672971532,0.06169619303775571,0.0551753996396301,0.030718231275435718
EREG,,,,,,-0.01796951719211746,,,,,-0.05600031092332195,-0.008267997906741136,,,,,,-0.04561623491206814,,-0.01846637576123911,,0.01779563222744513,-0.007885610781181525,
SPTAN1,0.04761859066294146,0.055485794149259325,-0.0007225437373595821,0.016639182804318933,-0.02102881158183483,0.10389542354125225,0.16221979171088657,-0.01384846709973794,0.028223541096292076,0.019518628010350758,0.10531552329762908,0.027823256236647928,0.09670840815239848,-0.008221116922279614,0.0009140405511176428,-0.016547051099671323,0.08414327472203892,0.07172941127976616,-0.028024178222223188,-0.021431360049147245,0.12462477909111791,0.10830301070876763,0.10783719296648879,-0.07167603288596085
PTH2,,,,,,,,,,,,,,,,,,,,0.004340152047071401,,,,
LIPC,0.02311327815357114,-0.04075883074443127,0.006007432720536667,-0.011162506229478876,-0.02242019209320424,0.04291909663919847,0.12024617843029681,-0.015933383765390954,-0.038737991414941365,,0.0756725173561935,-0.030543960202301317,-0.039477897430518216,0.003384498730039463,0.06163730218107467,0.05724819714727455,-0.020838897244839415,,-0.0057830788613518315,,,0.10274833579438748,-0.03768122881999672,
COL8A1,0.020734886899006072,-0.13062940969763523,0.05874269541540751,-0.027240334495276783,0.001013143524641756,-0.11125879487477172,-0.09727258593799892,-0.023225461558244908,-0.027685251919709886,0.03661660361647352,-0.030178898738834965,-0.030393168856437863,-0.0715013924660589,0.0788267678330598,-0.03157902855427936,0.04017147083613534,0.06547409245687842,0.0038336566047261836,0.021006527260348233,0.042069193152150706,0.09565293781162625,0.004716612857179567,-0.0877069315652645,
GSTM2,-0.049032789184888334,-0.024291401831008082,0.04815042934353297,-0.04259800939948433,-0.021459893852402323,-0.02430457169938435,-0.03877811076229133,-0.030337499547498897,0.007806726247436384,-0.017754132315665756,-0.025712159716246952,0.05841647908338078,0.02901985100148007,0.0034533087067452795,0.0063941953842553585,0.025608576909662683,0.023448077309507095,0.05077333840401469,-0.03518589286861525,-0.0014088151756458083,-0.08787498407152393,0.007006076172150011,-0.0009843712312846379,
IL4,,,,,,,,,,,,,,,-0.0063215109613623,,,,,,,,,
SPX,-0.04668449212437201,0.16569551332949162,-0.020273545445787716,-0.028328787074494075,0.0031159898773116803,0.16858134506069686,-0.02976815909317604,0.008519674999701845,-0.012766748055651297,-0.0032666867913672512,0.03928330209217356,,0.0807722386582181,-0.0753393460912162,,,0.08109542704477474,-0.017824585833064146,-0.003587057405326695,0.009253960002600325,0.07771870972627135,0.11410532021649543,0.021037388672624665,0.034786347361404346
