,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.0123871543653778,,,,,,,,,,0.00043819674735145217,,0.06860909045416691,,
BMP1,0.06977829495524174,-0.0021874845528351942,0.07956268192027303,-0.02193613552964848,0.11332973630772682,0.002566935787845651,0.01763074943573666,0.19882151983934102,0.385878679188492,0.0007823891501403972,0.11136209213568896,0.07153678773701677,0.0200874952978578,0.11751399350187236,0.025140422367866212,0.003311944274719097,0.05171096359321193,0.0756361123212124,0.05737193900641969,0.11275483063358073,0.10336623782516038,0.04707857000848262,0.09117316301403665
NDP,-3.1617146031189175e-05,0.10578129150697532,0.08198046108076845,0.00935633864719665,0.05353257148205844,-0.024327929484352417,-0.0010922335792669475,0.017671684095346557,0.07202889832294539,0.020129448238550753,-0.012541862165369533,0.12449115921927253,0.04817949887124237,-0.06989528504792296,0.03477941152876333,0.0611617055853955,-0.0077952499124515585,0.09315100147461677,-0.026512442318131546,-0.012947166866434151,0.152517510662385,0.050448609995047196,-0.007356670030114403
TNFSF18,0.02393766323067054,0.008842036432969711,-0.0010523674262733743,-0.05219218237977693,,,,0.08197575119511182,0.12366802100963101,0.011414350532607594,,,-0.04510345144792742,,-0.0748378260128155,,,,-0.022940966947188262,,0.019335378668454747,0.043621991472407154,
IL36G,,,,,,,,,,,,0.05103871824702365,,,,,,,,,,,
RTN4,0.023732602441947352,-0.11914318288267742,0.028306969794270668,0.055760320262730506,-0.05340947276882506,-0.017639485514548282,-0.09366126596052257,-0.2920638093833411,-0.43944211755495727,-0.07034134275791208,-0.0957193092024701,-0.07103419310194391,-1.9717327082713468e-05,-0.06491398660295088,0.06355825454677494,0.0069896732112222715,0.0159144204282131,-0.0010343857642384857,-0.06066278832011574,-0.004314356739393726,0.01060259901654039,-0.08394006739558288,-0.0024952312673116412
HEBP1,0.02855775828616717,0.005468699689757737,0.0073504464913781275,-0.03215034462775868,-0.03497305969758174,-0.0010028343091300432,0.020609137427518513,0.1250177023067456,0.22032647323324686,-0.036382676251785394,-0.002595087057280806,0.04353300967677098,0.08139966643488711,0.08493665024591425,0.07456908450304868,0.01888659470120888,0.044937840859846874,0.08286325531462682,-0.03289917914672186,-0.00334571633904862,0.07948702759902183,0.04442889616424296,0.02669003120457852
WNT7B,0.07307378752854873,-0.024087591813549348,0.05805676247642257,-0.012148752347923383,0.028596626841405844,-0.00472583954263028,0.08259453004510574,0.011613035128006894,-0.17343127244470072,-0.042204589961296224,0.043856853709799255,0.048374931786374135,0.010772505899570463,-0.033969443597396,,-0.05008426199341664,0.09049065383584232,0.04333614039273493,-0.04797141776250616,-0.0030666658851085204,0.04623510221330505,0.023915996719683922,-0.015418624011711185
PTMA,0.017930663709346373,-0.05390607587455376,0.08485990193368512,0.0118239269553692,0.13493570144512362,-0.00918233252724428,-0.01669692651497058,0.36114218066402043,-0.19275540124892207,-0.08433437809550333,0.13600555451970753,0.11534196280177944,0.015499654391773393,-0.06732407853875329,-0.06655016765778833,-0.12360819527101531,-0.10918177525447763,-0.07010746952667214,-0.05113713524171801,0.052058771455809144,-0.06491834352454832,0.049098258332607864,0.06703046857691605
FASLG,-0.003306135816105057,,,,,,,,,,,,,,,,,,,,0.03021679764244595,,
