,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TIMP3,0.013665164735499738,-0.0860980345062325,-0.0065501535894724175,-0.047945177093902766,0.06208935680882924,0.11786073186510387,-0.09397391545831076,-0.15586668018925207,-0.06096315233988196,-0.01226981454408288,0.014359376354833841,0.030954987014090683,-0.0020407548541833296,-0.00917254227866135,0.013671335871761451,-0.011991772098314663,-0.003938241815615805,-0.05383793390111315,-0.0340585481589248,-0.03488646819330736,-0.032053766168660056
PIGF,0.010318261036179834,-0.009389989986464339,0.05053310371569599,0.03635716835021527,-0.04590941229158452,-0.034101475652838935,-0.17713143288072977,-0.1656026893048458,0.04908995185565666,-0.014181922140747944,-0.06195221055044748,0.05503502837038027,-0.060521794369143046,0.00039630845080817296,0.013131993011136862,0.048756160603041575,0.011357361831991954,-0.04904398834421327,0.1370374510394969,-0.0322815647480684,0.08085130310289493
CRH,,,0.024448842305634464,0.06669642216422762,0.05311360029312907,0.18254299662761073,0.012032263554833666,0.1179385796842844,0.09388991332728108,0.005367457142750873,0.08410328090123684,,0.14088909244355388,,-0.024066013452175104,0.05698378957604979,0.06660091724743888,0.12823181111654328,-0.017663834653346967,0.0003274858185848109,0.12735655444394786
BDNF,,0.12727806757345916,0.029768095773548654,0.04630770343691942,0.03696484621709856,0.022877456406760244,0.19991809148520223,0.21928996737421802,0.010503362264049146,0.02821971362910566,0.0854314817392309,-0.0028172993017604783,0.06510378299101557,0.04405078726809702,-0.02588078796364779,0.03576911035971415,-0.01845780417911121,-0.029302112845913306,0.05382973121777841,-0.10462549279088867,0.03568254338542762
CCL5,0.04149245679444198,-0.05114320268898816,0.04945994593587584,-0.05455624140416915,0.00421847231720046,-0.009078483623917652,0.0024655153013518234,-0.05814926015026172,-0.012274525046072512,0.018034470714010778,-0.1290160838482383,-0.061953788715419164,0.029930136310498644,-0.0010123587693952657,0.0005925043862580887,-0.014446088022871872,0.048671607896423476,0.06079586001216656,0.00608616610017091,0.07001320213782539,
GAD1,0.08554526130149834,0.26007739406666036,0.12962514824553492,0.04426982999373667,0.05864398807810479,0.1818348980863532,0.3365018814576691,0.26541247815136043,0.1790775553307491,0.047478201351477275,0.32849828548726406,-0.011297464526826098,0.33931731141119814,0.0562279563773799,-0.03157144682201585,0.08032782234145083,0.05867782704557135,0.04706138830585195,0.153793441073941,0.18606500197100206,0.0740810511399209
COL14A1,-0.022296436748414965,-0.027194176104162335,-0.038921227435004875,-0.028208819109183134,0.05171444130538112,-0.02840796691042447,-0.05493379683448993,-0.05173909941391334,0.005646242755639311,-0.038745225464975684,-0.1390472277663168,0.022298851122245264,-0.06741550177045283,-0.07463588327213619,0.0535861724696045,-0.007451339393880266,0.043446637952273166,,0.06304508496943395,-0.0713469963412053,
HLA-A,0.017891138590769292,-0.12038473619155268,0.015463351501006441,0.08226079230203225,0.014914982687247705,-0.18962372121863091,-0.31265306242897895,-0.2335133780643634,-0.12524889954410337,-0.014234163671417444,-0.4447065761197221,0.005770425350175112,-0.24543240886258652,0.0107305709573773,-0.07625617610091483,0.002128347385074665,-0.07574787663786964,0.03228726948802351,0.06886046352575965,-0.020717063281320124,-0.03603934507224808
CD5L,0.013569701787720096,,0.019968008647620245,-0.03904348435852873,,,,,,,0.03615634642104175,,,,,,,,,,
FGF18,,,-0.01097616582918824,,-0.02155557504256154,0.07908574636630261,0.05022865992862843,,-0.007673334916356256,,,-0.024249375282541515,,,-0.019221684951326475,-0.043186807594405546,-0.021969290423746162,,0.09552138580967558,-0.03921668348681728,
ADM,0.007181104915510861,-0.10417352638291649,-0.05544904697159114,0.012710772902764796,-0.03367436333264343,-0.10846137510512192,-0.07144652107118112,-0.09223043414641323,-0.1604625336715179,-0.03359380486935882,-0.10835139099772649,0.06933913114523586,-0.21195191563107874,0.06546278250590482,-0.08407770657125703,-0.015835960729868787,-0.05382785310740308,0.06468901498474891,0.031213463973762547,-0.2841182650023301,0.07242657574982393
CCL15,,,0.06991104069797828,,,,,,,-0.0459921397862935,,,,,,,,,-0.0374592231662677,,
GNAI2,0.0358293493200972,-0.04069102405112298,-0.024621123865320345,-0.032786099902704834,-0.09852106032562777,-0.06449667051321792,-0.29654759692837057,-0.24225692369600324,-0.0806253829752834,-0.09312128449739038,-0.3843302837403438,-0.07034277039706707,-0.1778499046132769,0.020945162502356528,-0.03301442781688915,0.041352915848976976,-0.05865852960661927,-0.029013522608265133,0.001065144483845804,-0.040397749869027694,-0.0852662447375711
HDC,,,,,,,,-0.117983174199186,,0.007121499484583295,,,,,,,,,0.065694917503239,-0.04588320680180429,
COL11A1,-0.02038920214612179,,0.0062909729626032624,-0.04500254450680955,0.03852002760462751,-0.0693917435793114,-0.35244194488998337,0.027552330282426166,0.09864890746440765,-0.08861378947193058,0.08005138054769344,0.049093776247143846,-0.008571252740635258,-0.1348709255111836,0.01933360021525096,-0.012897174814095462,-0.040419362551852446,,0.06527615639080947,-0.143186280779358,0.06799010701635369
NUCB2,0.03159233095223067,-0.0230534552010362,-0.007300741616893245,-0.04446127819444297,0.02876505672522373,-0.011215568360093709,0.06563041936978473,-0.029506676121831124,0.0362393200351754,-0.003302552521648791,0.03919704979455394,-0.00702490633053028,-0.01720141969848526,0.02927075679814048,-0.033439016069259496,-0.03944673608480577,-0.03749134962046526,0.06391309459818689,-0.019416182547586116,-0.0593482065427691,-0.020009384350736893
FGF16,,,,,,,,,,,,,,,,,,,,0.028879477370353186,
CXCL1,,-0.046516611421815506,-0.0037496735546362946,-0.010577008403515657,-0.03798393197340299,0.08317315847617414,,-0.036586075819988996,-0.017242366069239436,-0.004780773182262525,-0.12443268850262643,0.036462748386155444,-0.015968029836522124,-0.04506090550639782,-0.016679923668827607,0.03442182589577764,0.012246539795122609,0.02764965794943558,0.04075429350825243,-0.12742770199119158,-0.04850792651701697
VCAN,0.012948679294002551,-0.1026741622093103,0.021090098549837104,-0.08033843689255973,0.007236811266045203,-0.030041717274912377,-0.3920041327434182,-0.21466355243470397,-0.0526401550843243,-0.048315923953867614,-0.11450723744638491,-0.013873407017488413,-0.26391639663247185,-0.11239074562949779,0.02092075165210025,0.04517444154283361,-0.06816870863162575,-0.056435006803716235,-0.04258946102713298,-0.0922229160231212,-0.027382047575364422
MMP7,,-0.024969847625106432,0.03958036267838874,,-0.015534711414758028,,-0.09484368575169085,-0.026003749313493262,0.0037268756971098587,-0.03758221036849472,-0.0786834578028313,0.09078650021360876,0.001646544369365897,0.10589765363352771,-0.05120823868631727,-0.015998999927147622,-0.01388623348333705,,-0.035713142595593855,-0.05678731790740266,
PTPN6,0.035776862178635106,0.0009900532540077095,-0.020846614505234003,0.007490743236271296,0.015069394032616834,-0.05636045986343388,-0.10081637141764638,-0.1082850418898541,0.00785189570421019,0.04884323482275529,-0.1463326502411928,0.0053064448006636955,-0.05043395760659974,0.05297637694301201,0.009982374309001259,-0.052958854103798504,-0.023409207405420632,0.04122630812313845,-0.0026812974722806395,-0.08897236222433001,0.04084775863582428
PTGS2,0.07813921235791753,0.015015335557750843,0.020913085849570415,-0.006589539951745784,0.033385997575202275,-0.025126962361058484,0.05352422404519708,0.2584984219195233,0.023705246417567473,0.017744870014032795,-0.017061394801208926,-0.03422771062732788,-0.0003455918043538688,-0.07139349516224672,-0.0009213093340457519,-0.06129233419950427,-0.03469999519804607,0.08451658423559613,0.03171334468408774,-0.09041313470292046,0.10262640848710641
XCL1,-0.008690218030936997,,-0.04479198842908273,,0.01409291718710248,-0.028515708904057597,,,-0.00960340872347254,,-0.01208180333735826,-0.025186261626357606,,,,,,,,0.0051267337934425726,
CD58,0.0628000683181046,-0.008251375230630043,0.07139582902541748,-0.03869723281078677,0.053403173167768235,0.012346151047747922,-0.1393438246136915,-0.1654429359171328,-0.06669456526035038,0.017745008900871828,-0.08008598738056703,-0.04944689275090657,-0.10531777439557823,-0.0011694498335907543,0.02012016216196958,0.07715242948701483,-0.027387139288559022,-0.050836995192594076,0.08154040521916255,-0.05284318903735473,-0.08565602104017893
TNFSF14,-0.03099284457085465,0.06882518946109782,0.0077809760410628495,0.08211613395384983,0.039202336870896005,-0.05113526538105598,,-0.05330698420143377,-0.03163327527490044,-0.012180206760621948,-0.17592977271720836,,,0.01711512099685739,-0.0422711316468206,-0.04271631332387319,0.0447782242215606,-0.022083411382888312,0.008715321838157725,0.017216526023606002,0.010441138948751972
CNTN4,,0.06075823980832354,0.058673270843375064,-0.019798704830604866,-0.0011724396778667713,0.1815278187194186,0.15697128003662378,0.2548825930168096,0.12383474403714856,0.035134702219767965,0.25951419143469673,,0.11866944168179883,,0.11636526721103618,-0.008305845228774481,0.05427770734681105,0.07417450675415803,0.039649187868706116,0.15381624545031353,0.19553985227077156
NTF4,,,,,-0.010224257966221815,,,,,,,,,,,,,,,,
INSL3,,,0.06073191195905393,,-0.02155557081456131,,,,-0.004729544299953655,,,,,,-0.028091782821200163,0.010779275820753043,-0.014636576836101978,,-0.05129017322941178,,
BTLA,,,,,0.04074191320355309,0.022276723458600524,,,,-0.06176181247452458,,,,,,,,,0.001424905710677801,,
MFNG,0.021091135541407336,0.016465974758302873,0.058127669350926094,-0.004970970662278975,0.01992890836273568,-0.03732109098974553,-0.1772164349680734,-0.07674097531281995,0.014949058699942362,0.01013029754420558,-0.07748744189022655,-0.0392527621829177,0.04564897032407283,-0.11113321398473355,0.002908872407497841,0.05512748010067557,0.09290138435704132,-0.009508204346040407,0.09061494347720066,-0.03745128413268885,-0.03782821843671559
ICAM1,0.006110510384875751,-0.06963474447813608,0.005243716992066318,-0.0267137107707518,-0.03774815718097506,-0.05297279349196509,-0.12287815556052524,-0.12182689422620069,-0.08782211387543412,0.0011317749168339916,-0.1549977123474281,0.02907922560609808,-0.05640120752279209,0.12519258379662426,0.008198450368958684,-0.0268135897464581,-0.07676412890539386,0.005035986003040447,0.0826759674777758,-0.13914196068286425,-0.02442631403496787
PROS1,-0.0523598722037129,-0.05561538746690657,0.029608652943432845,-0.006483384997012327,0.0032588733929262226,-0.10283905267022721,-0.21504082553754753,-0.1317287699660278,-0.07574826807509828,-0.002986978690512049,-0.1489083940567591,-0.01068321799867783,-0.08984379408692957,-0.07314405737898347,0.011431682350792161,0.05155230622036596,-0.07329684977158576,0.08972443285667779,0.04012891489735841,-0.13122672421042178,0.06221600407738889
CLCF1,-0.02365861978753181,-0.04901227252329585,-0.005171199372089383,-0.024212879656195178,0.0233801919955066,-0.03891421181352444,-0.07502869479519532,0.008678067748893884,-0.06803366154274529,-0.038106885358459665,-0.14332336457785563,0.023810409217897725,-0.052120436473028976,0.10115319949356565,-0.03036326046517599,0.028148697336786776,-0.020396407015714005,-0.09766019797119778,0.05510741820417521,-0.18768468516187636,
PSAP,-0.02435858553436826,0.21449380836270682,-0.0271607167023213,0.020665731866943284,0.0019455892028865816,-0.06210788829163207,0.2799933950492601,0.05158737593886743,0.11798897528389361,0.04565814511224437,-0.10467907379644383,0.02713027198399552,0.27247351080271054,-0.015730627527868524,-0.0003634434736429573,0.057339931238675694,0.013732260288474176,0.007888201469402202,0.016199577216235904,0.17054663382701504,0.04999396487794198
EFEMP1,0.006027204320454472,-0.15080778626039631,-0.04217371193055395,-0.00012445452848962709,0.003802121681538905,-0.2381336841290965,-0.21913475376295147,-0.21679515227953688,0.013064072371685264,-0.0845896438371123,-0.38381938047964803,-0.010671613349732477,-0.1349244380345931,0.02022231049438351,0.030700152563629297,0.085547513765511,-0.04023069054927686,-0.036392397396133695,-0.04595579612562399,-0.18614529479518993,-0.08012350860505783
C1QTNF1,0.04640960301162688,-0.10932056360025667,-0.016275142960194926,-0.011536202577960225,0.011185387925516675,0.03915350482090092,-0.08363657081697017,-0.09857531121300318,-0.07813967877010196,-0.011798070701840798,0.032090548729941534,0.044476553381377126,-0.07659742279062884,0.08976093859462443,-0.023660188215769568,0.00503339067175935,-0.07416827969310691,-0.0035970733854504082,0.12188029360587406,-0.14146365868276758,0.11847553359963894
ALB,-0.016049253762190373,0.09959170656685896,0.0645222246703082,-0.012964855800677683,0.008434242000615043,-0.047925599431181694,-0.05835887567032755,0.06550431759696673,-0.007742767826379157,0.0005088388326849934,-0.17192033041438629,0.013054085052840243,-0.018964947675553578,-0.06702147852261978,0.03384533411714033,-0.004835009735875775,0.009771965389434596,0.02944881590167748,-0.05049735243597761,-0.08994081952717295,0.03471553635936563
CCL13,,,,,,,,,,,,0.07426419108370574,,,-0.031379171146871526,,-0.07355850303810005,,,,
EFNA3,-0.053386538185188646,0.09512596480541764,-0.01292055622129125,-0.06847316091384746,0.08096130379849321,0.09631277489102548,0.24278221367226627,0.2650327420752271,0.10525331194609136,0.059329069928007495,0.23592459595134654,0.11184731137127908,-0.020838826580048826,0.03421694347743601,0.1245605206024763,0.04483836348719456,0.11384979543191161,0.20250502382111446,0.10407999490427335,0.09334106182511857,0.018904577250634748
DRAXIN,0.027456087761152867,0.08665759679025835,0.014496546340211126,0.0030915889978962393,0.010766407821729775,0.026939302949993284,-0.16266733898727734,-0.12700368988129165,-0.12182115107428826,-0.00029886725768859797,-0.0004834607134173209,-0.009650493724385534,-0.11826382952966032,0.06271847024899352,-0.04650692781424915,-0.04453395431626636,0.01976849502245591,0.04544466607934544,0.15672825903166304,0.09422225631664294,0.015571976090869239
RAET1L,,,0.027627261873327553,,,,,,,-0.01423586116990917,,,,,,-0.01510939660472854,0.02827849280630126,,,,
NPTX2,-0.004382376399516814,0.1681224001256235,0.1883423401394131,0.050411748725556815,0.117532827133256,0.18344385919222114,0.4233181627631698,0.26729773758277536,0.2517892502551254,0.09229212363444221,-0.175564333284202,-0.035937159539190904,-0.09454829358380372,-0.07306247074119065,0.0014180526768930758,0.10664964022816983,-0.03598342210854575,0.047573084279914496,0.009118839012049866,0.13277961927921253,0.06625491998631217
FGF11,-0.022305427914764944,-0.14757469582278723,0.03479183944986814,-0.012404141695893788,-0.008195592584497733,-0.054030980153061584,-0.1954856923771399,-0.11712330711756512,-0.019630747463392585,-0.052455942662644965,0.0031710218543127885,-0.0024077854747604184,-0.12137238090338726,0.05593681345944774,-0.05782105164273107,0.0444812522878326,0.026009716777526712,-0.031125469685752475,0.07048971974935912,-0.16850605233727273,0.06898503206452371
CD59,0.06216788416111147,0.0430297335543102,0.043999000597615405,-0.0001037278175835237,-0.04239673212011478,0.13228516028829948,0.16136490987601182,0.13138928104503425,0.041344749894454455,-0.049003876146817706,-0.1693389863829997,0.00925062543092339,0.15418104203301178,-0.039954238325651065,-0.004282746401504093,0.060203546000442976,-0.0023324569394941163,-0.017767739420287604,-0.008252193809786985,0.18566148393503487,0.02061182337917367
COL9A2,0.08999487496535953,-0.0374471774228159,0.01779144886964183,0.00019250961490078006,-0.001009644907038927,0.040780145285202914,-0.1645931402306524,-0.10847711952203903,0.045777326185867606,-0.07385132924286661,-0.041979275494537865,-0.028172229520999695,-0.08482765600533643,0.041669658383940635,0.02887940291685703,0.040655322755274684,0.0331996483638101,-0.061570105884116,0.04359750345636788,-0.002937763697805241,0.11298629459660164
DLL3,0.005251828424060633,0.15101629980069803,0.044769456927846174,-0.06814194092103186,0.00844429944440786,0.04290457281139538,-0.23372962542099907,-0.024012453252654734,0.06419629930235356,0.0442772790141944,0.1540349321843272,-0.014069674587041166,0.015249193690500725,0.010264694853229292,0.07412335558714217,0.028369300073593364,0.038645176997607965,-0.0016817871721674978,0.0366345963306315,0.09632349531471979,0.1288502068915542
FGF5,,,,,,,,0.09909736103808096,,,0.023979876600349115,0.0014735594159394887,,,,,,,-0.05441108449568151,-0.031087119642530008,
LIN7C,-0.0016928449170808472,-0.02536984439703813,-0.018422496653877716,-0.021897743293379075,0.006589109742757542,0.027571551404898736,-0.02778319973851344,0.006917715999447527,-0.0006825536609499669,-0.027491354980883516,0.12404371642824907,-0.009146488755601187,0.06204318874719965,-0.0537687857475693,0.04024444919754699,0.01792470023307462,0.0841770307338897,0.03696319530559351,0.048253863783211705,-0.011970262756011844,0.08750441920971738
GDF7,0.09881767907122714,-0.01411400969775032,0.07179587050701765,-0.00597897622412428,-0.038461431498974,,-0.06301182276361715,-0.02275187579152123,0.052679196192932806,0.042992514796178265,0.13214769853540348,,,,,-0.006367295694910481,0.06897701246809393,,0.02088104130788833,-0.04144240133674906,
PSPN,0.10426685943366673,-0.04128858552060031,0.052908911240303017,0.013477379043535841,0.09555872094245053,0.004476949871356356,-0.004072903328159752,-0.035843021387425726,-0.029817825125993347,0.02904052333069092,0.069149710512645,0.00303614818441749,0.07658209008828577,0.04720951079105169,0.021246921842792196,0.023515798140600452,0.05140844608540803,0.02456132555089049,0.08548395404029788,0.019362822119899512,0.014116772972296436
ANGPT1,-0.026117891827260688,0.01196306851842954,0.020101820747909067,-0.0024018238336345793,0.03382214574539105,0.0506254278288139,-0.05747709954318527,-0.14145892148429468,0.1434047526700361,-0.009504896326410767,-0.08673491332453573,0.012344153600447707,-0.005058646312446836,0.0732740160801656,0.021747719164837243,0.03620428598436653,0.01793350851941974,-0.003587026538269378,0.03988674643688969,0.0023661651814472543,0.04291570937344113
PNOC,-0.0383763567693103,0.12886214393181428,0.08331159808326322,-0.044460040962786065,0.07244005430065353,0.2271179654757633,0.2541412479061873,0.22686303399759764,0.18273420939182108,0.07164350520066196,0.21521492620034524,-0.022107608570690315,0.1914784659739449,,,-0.008203002212849638,0.012526171106150504,-0.043320188398867365,-0.052936220239858625,0.15549823366545124,0.16880391850443285
L1CAM,-0.04080703376094133,0.27545926261648834,0.08752182429192698,-0.026870608295297433,-0.00851809205242916,0.07555862389295707,0.1421812674022986,0.17026953735151765,0.2221291611022016,0.12121077542283802,0.2905643608647187,0.02483232575202396,0.3421341455968456,-0.00609703707905778,0.053650938176279146,-0.024893198510455076,0.10024946620865186,0.16427611095601052,0.03253022995287031,0.27889566848649483,0.11820122485644192
APOA1,0.027090228981402578,0.052355287056422374,0.10130354643484214,-0.02942205336146685,0.0036215250143803003,0.016901433592973348,-0.03630479107185508,-0.02589296335505727,0.021876389231738375,0.03979130770996975,0.07598360828205075,-0.010988249674514295,0.0060937250017505384,-0.012432768351875486,0.0200472021080477,0.04401215072729822,0.018108694681154176,,0.0668202444778958,-0.06434529288797264,-0.06105645900265495
PSEN1,0.010613314577952629,0.05836752312658592,0.033430996989744305,0.019680849865553428,-0.02480839440277639,0.09235528950006609,-0.0689197169950549,-0.036254722202673034,-0.017673164229558162,0.03132496166859111,-0.1427118601852164,-0.042144655597353746,-0.12136581164996524,0.0044133995899025644,-0.007455618247943415,-0.0015662182359173322,-0.007985721055951559,-0.053156930441964116,0.023108346149782667,-0.049504514967497956,-0.034243430612644135
CALM2,0.01043305724664946,0.16932614281939964,0.11403496422580679,0.014072525610097038,0.00521634204108325,0.19615450247071473,0.41453293088438736,0.21169227234548102,0.22382757294507002,0.14039804495306268,0.4907794012317823,-0.01118381029398075,0.28780938116831983,0.0016041286117803274,0.08196813210483217,0.016452711509529806,0.08300561743859629,-0.04201171397737896,0.09617728756280985,0.285015020995197,-0.039115080286156484
CLEC2B,-0.05049588614162963,-0.027339685864675233,0.006112453351682543,-0.014285422449073016,0.0065361702179894164,-0.0321004245171782,0.0025449534674430734,-0.12428503651833422,-0.021993598641125513,-0.04019303876453682,-0.15776586702234674,0.020793048307634662,0.04130389686792612,0.02799458583599224,-0.03154155842193023,0.016473080510605732,-0.0350132749226047,0.19442731612645106,0.05563216895654695,-0.04051408877951124,-0.07297512966178953
NTNG1,0.02987590423927799,0.14385910404929939,0.037292156461490894,0.01851603842306563,-0.01720065252803014,0.00650483036735348,-0.023820922422916207,-0.045604396695862914,-0.09768193605581327,-0.02993202685480007,0.07138303210759028,-0.036227987299589745,0.13852166268572544,0.007728212083190474,0.12451588701252211,0.07061372876972408,0.04360773361582944,-0.010283955562990577,0.04512411106732687,-0.017440060002909017,0.03375117415703012
LRIG1,0.03613489120172253,-0.08719161817215806,0.05035585974794256,-0.03331918114174369,-0.0027608446095431483,-0.0954160499184964,-0.16531902638749707,-0.20009958679219975,-0.06620985268942688,-0.04827090027356473,-0.17664809170770718,0.058830176786563854,-0.15898102283929008,0.004959932489085604,0.06661408143109455,0.01285208213760054,0.06974801384889616,0.02392755583931296,0.0478707658564545,-0.015860866691175115,0.025772045699268758
CPAMD8,0.057319670811072705,,0.00836120554796114,,-0.001194665851236806,-0.025739909587636035,0.05531061080379491,0.009003213836295387,-0.0019416784658745827,-0.024688940923785055,-0.048955793657036166,,-0.007871657479942338,,,-0.0015466158694722757,,0.04319710249728036,0.08577150946957493,0.03946709091817127,-0.030436383621259132
GHRL,-0.013755806099957467,,0.011836881192902816,-0.002568874551451936,0.05650046970333746,0.036105494926006246,0.06322527077460846,0.017723293182621457,0.04005730428421444,-0.025247078308728514,-0.06687973696890001,,0.0247502056806581,-0.005675093225389116,,,-0.01145894208842935,,-0.017879232320719328,0.024042923787276498,
NPY,-0.03507899084877701,0.10223144185273356,0.05571910668279976,-0.014409615771007574,0.053441930212985045,0.06016147469824542,0.268544060031628,0.15987068544745717,0.07347412105707521,0.0463171515479555,0.11152995890241259,,0.10630158870405595,0.16298742818976122,-0.04037737206607433,0.008333288275443376,0.05265836057389386,-0.01673601403017636,-0.004864803389394066,0.17060805886589583,0.016720505862154036
MMP2,-0.019601605697255723,0.029853789694209064,0.055547489542714316,-0.02751500773065642,-0.001361436903979602,0.053649607744695835,-0.2654604367307583,-0.17193432032456607,0.006392261060736679,-0.003840140830035448,-0.14922549516542513,0.05605470113070374,-0.22431188505540622,0.013387527156947259,0.010704947476190026,0.051920939319340824,-0.06265670623881632,-0.023247150917923877,0.00785055395487984,-0.009348099427963984,0.12386393056709624
LHB,,,,,-0.022205433666574587,,,,,,,,,,,,,,,,
PPY,,,-0.05088147150011879,,-0.016155267323157755,,,,-0.02623965512496726,,,-0.02044855209833817,,,-0.004656380456047335,0.008838835977096072,0.010686469593369935,,0.13560398993505887,-0.08005278195249874,
ALKAL2,-0.009440312426511582,-0.00045894889452919815,0.04832909115802218,0.0023892827983676484,-0.02188282334993007,,0.11394232355051181,-0.04395648749553028,0.03830546903587939,0.04560573816293125,-0.1748955670778404,0.0968325682789491,-0.008832695936031889,0.09972085208411412,-0.000627090662607953,0.005971100821876185,0.08953938365248934,,0.10495392901617515,-0.12771047922533188,0.04627404687364806
CSF1,0.010679852189330293,-0.12296054771075828,-0.006055820887685411,-0.017681094897212642,0.008500335860068048,-0.1418713186814123,-0.22552088366310818,-0.19476401413136796,-0.03013174510238683,-0.0114442345967815,-0.09166525300168601,-0.05570578315400866,-0.15762649518279453,-0.011637875984024533,0.011835117664410394,-0.0035929680049642124,-0.03286496379399861,0.06551599561935272,0.11307994715633281,-0.13851208384477218,0.00014744255136697371
SEMA4C,0.1483211460810105,0.020361915005785047,0.07885554599075044,-0.04834814778689652,0.0029033597347213704,0.06510560939989488,-0.1095604427753958,-0.02001841748064908,-0.02108244111755275,0.04714185654248773,-0.003616959448461582,-0.07142315998974018,-0.03576882991473262,-0.01614881017203594,0.0628607913306502,0.04932480074120687,0.06417637164261608,0.1109065397794328,0.10819810088015454,0.03208679174882395,0.06220629323720844
BMP8A,,,,,,,,,,,,,,,,,,,0.03351339086941558,,
ICAM2,0.011713085002498673,0.11932894062004595,0.10104829452466703,-0.03324113012280551,0.05948705799211124,0.04608511765974954,-0.011146713879206483,-0.06615361592921165,0.002178142747864368,-0.026971436213268585,0.03037294085695703,0.019675291515822677,0.04738027641226144,-0.10287691074904001,0.017397121286360437,0.04288320691347842,-0.016030625416566427,-0.007190816998770713,0.015269386790730368,0.08736330744358091,-0.046979823169833124
SYTL3,-0.04185835467745712,-0.03426005360456644,0.02517799217700276,-0.021901267568530922,0.005646076493213059,-0.02121738063098971,-0.03507773933459811,-0.10786127044840096,-0.09823516809103916,0.026217355688323625,-0.05149120502768308,-0.018169534165037915,-0.04994774452668901,0.021288505189347457,-0.009165158298511236,0.052468140927739944,0.04904065925604969,-0.042198807469403736,-0.016097049769016127,-0.06908221294330154,
IL1A,-0.02778468929894852,0.008217179501908464,0.001882726894343561,-0.023824806501429634,-0.014998256568959013,-0.005640767175010727,-0.03718015011016271,-0.04074492396769513,-0.08036346307843971,-0.0666129467480305,-0.08800850159519537,,-0.048103525801211466,0.025384095978471445,-0.06821986194197391,0.016177838968288158,0.06712156508240284,0.025802681958341796,0.04512736468515176,-0.03911190894524421,-0.01305237371958628
HLA-G,,-0.048661867086301734,-0.03702710091565486,,-0.023453234965685864,,0.05343028332253363,,,,,,,0.10032523469912841,0.03329416687302637,-0.02368508427310819,0.01768514462746693,,,,
PGF,-0.017090544894218126,-0.044594457399781275,0.009821879695836888,-0.0026083765799520603,0.033728284182193244,-0.03221677776905738,-0.10104558564471516,-0.1443670293985805,-0.0217354028147676,0.044503907227733085,-0.03189602444188582,-0.06966340707681565,-0.11893934331358615,-0.09646672037023112,-0.0025877607734502463,0.07047600590300253,0.0626967213574558,0.0506865458441376,0.05311115688859286,0.06703005060056266,0.02366041967098343
LGALS8,0.05898878304637889,-0.03071857758379179,0.020952597752085363,-0.022873206618190412,0.008291949631530692,0.006465738597117143,0.05342707501011839,0.05092741454048558,0.06728763479135551,0.10013314843593783,0.09044583457630057,0.01936991179908874,0.06440485804128811,0.04140112603166475,-0.044961962075874266,-0.04288933326254949,0.02645318995027973,0.07308313995864643,0.05633218974477163,0.04981889520235428,0.07218045752837984
DKK3,-0.018858617805671225,0.1468003482397261,0.16714293047528453,0.036139966153867296,0.016111053441361427,0.163927326617025,0.4149451041263657,0.2697881121784818,0.14057433505381398,0.14308254277154858,0.5133848642056303,-0.04771764485919757,0.29769624148342333,-0.13329037564532797,0.06107474850815509,0.08619208889583321,0.11580097951892089,0.00873314407124496,0.05404275102293534,0.3927959549501609,0.1540740615440188
COL16A1,0.0670211911676751,-0.0781752818170284,0.01755476593960533,-0.02941376782097432,0.02760920960329938,-0.07613541507278569,-0.03781559901601192,-0.06257790959875746,0.02053952329393362,0.029157245932007973,0.02032114449160894,-0.016144170926374348,-0.23910574003434978,-0.03448584099107124,0.02259211201441663,0.08292149026252338,-0.0006724804928119656,0.04578777791045346,0.04953040190939858,-0.05096832528579162,0.04443458334776019
TPH1,-0.04454573025452659,-0.012387602807922367,0.030979529799979463,,-0.0005452289035553999,-0.03554023623397564,0.016738822907419886,-0.05386472599833583,-0.03451522586350685,,,,0.014381826333917947,-0.03467312745483856,0.09648691304023223,-0.006192023513092458,-0.059402817971047635,,0.02011808010892713,-0.0030640562477256914,0.10288154428139731
TNC,0.007687156244576654,-0.12552719298162318,0.007012580220593275,-0.027898798932098644,0.04019874054971423,-0.11815294314168823,-0.34454946067629566,-0.22998120077987916,-0.19002724187014142,-0.053246831425021145,-0.27421136894350917,0.0013763171108578034,-0.27005939414935737,0.03163255469540849,-0.03572088504922237,-0.03967224963516225,-0.019607849332325882,-0.1239420910774563,0.00828402539416932,-0.15305720676533596,-0.03341697208169821
TNFSF9,0.05858855056209227,0.1787299239068338,0.02837053848106026,-0.02851638611816016,0.007883251067403538,0.14915535696482685,0.064570040996059,0.1379362943080569,-0.0033807683292551363,-0.02305806179589148,0.030158596268762872,-0.048393999228760906,0.0663012961834061,,0.008511282372904336,-0.023444650287555338,0.024366490827661343,-0.03500030788853037,0.04467090564880384,0.031821657056686256,0.04271132954673313
C4A,,,,-0.016804897858877146,0.03160548375437266,,,,-0.04201583365943703,,-0.024526708633940193,-0.02424938844199231,-0.03166327749668048,0.07822496513453026,0.0648070280665611,,0.0689789727973084,0.08723177079821423,-0.027294762689535734,,
