,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.08527002882028951,,,,,,,,,,0.010625112262436356,,,0.062444306458625455,,
BMP1,0.05307622042665761,-0.024960536660634046,-0.011035395497614448,-0.0014899300123008084,-0.016098694476242785,-0.028700297536549287,-0.14103243179627478,-0.22246187868553358,-0.486446121785982,-0.13586978405547792,-0.0046831447494243075,-0.19258036435149026,0.04939561710158271,-0.3466647883907931,0.0414115552534827,0.01952503166958053,-0.02396507518063953,-0.06873639809025309,-0.01784695747988229,-0.07821036701904771,-0.03988189480853491,0.06715182788784606,-0.15793072948539175,-0.08859189167199669
NDP,0.007651809917764415,-0.009304307025577642,0.042017153200073126,0.022136389260379308,0.028611100507425047,0.006914437528824151,0.20863589747560524,0.09333047056995686,-0.09196613976584724,0.07305466224482546,-0.040792025988236585,-0.16761443667836978,-0.005530066226374241,-0.07558012575383345,-0.02263895139069799,0.030286657250711554,0.05263885206101297,0.11005604296636401,0.002870201863309451,-0.059267179515465375,0.025220567234910035,0.026995575641908798,-0.016943792354582442,0.005010177311705335
TNFSF18,-0.035917609648861384,-0.0659990139833604,0.012701778337203914,-0.021248659779842964,,,,-0.0749654025137679,-0.10583977284865224,-0.00776538863635268,,,,,0.15953519454031218,,,,-0.027831781963405917,,-0.1186311673599961,0.11071921599879563,-0.13822441027342666,
IL36G,,,,,,,,,,,,,,-0.05981086799669701,,,,,,,,,,
RTN4,-0.02363055499266027,0.3603651338663283,0.06773132657104747,0.08668426517034714,0.05753329516539437,0.046452973604712684,0.30221654989972946,0.5604777243136466,0.6400050120645749,0.2691602296568601,0.23398962882394636,0.5710419047537008,0.054299143420359776,0.5354354573295704,0.036684052982686594,-0.00965117499967084,0.16411786854744184,0.04607001815179733,0.00970301218980271,0.04665080930576453,0.04081684111384406,0.06457824835588873,0.5798498954280833,-0.03694005477092081
HEBP1,-0.013511078656211555,-0.09438898498887888,-0.008222947494113994,0.005168324783292922,0.0836340363258581,0.012523267736978635,-0.030648069840244433,-0.200785218555315,-0.24588354751092956,-0.004448868322251987,-0.047471915372211945,-0.24932624135117287,0.06245385039629617,-0.0308000042018809,0.08203153034555234,-0.0735604137941552,0.02149997654601658,0.14763973568322367,0.0289451085625012,0.010471683278121816,-0.01000448014813438,0.005193489370980806,0.017951493358592464,-0.0593525685472064
WNT7B,-0.03164228912982956,0.3822314837463182,0.06425569852899299,0.065349001416242,0.019062182422486456,-0.017546008510401705,0.06491697999223485,0.15775048725568694,0.33687716692176206,0.008112889594142284,0.11149395541407715,,0.0040911102638658044,0.12653019665263873,-0.02613147219920315,-0.0347684152835937,-0.05507899012769952,0.007402901886433592,0.022792109528404582,-0.03156634853065023,0.012382364387853067,0.07543747491127932,0.02807109045266719,0.061125912823844344
PTMA,-0.0429164057848952,-0.036747272290833174,0.023773839321990734,-0.056178027519427486,0.11127658105655056,-0.0016217650643222685,-0.25054854737108206,-0.5691511310277869,0.10300192102880944,0.16549805742638482,-0.1802735242653703,-0.7139562180324782,0.06751631338716896,-0.5257507484522188,0.11725492296208219,-0.05004104580320162,-0.016306059740638753,0.05741145088303602,-0.003364306540097792,0.033887953245811626,-0.11593653731118121,0.018784813139376782,-0.1734303414714662,-0.2844947197029712
FASLG,-0.03164229807502364,,,,,,,,,,,,,,,,,,,,,-0.017673825233054226,,
CEACAM1,0.0015773692873880378,,0.06900820724654537,-0.021245901178017234,,0.024226520741216534,-0.011006685196351779,,-0.12116787685533821,0.011425774327561646,,,,,,-0.027817640341211113,-0.020836544792753913,0.04073056252549287,0.01047847313608616,0.04563752254540061,,-0.024590531999363424,,
PDAP1,0.03745133681397194,-0.09780173170124708,0.033007540357717385,-0.001673672448491079,0.05612021093973941,0.006535066309506652,-0.13734866713257196,-0.18958296239172012,-0.4013113994409908,0.02442410213860044,-0.018997906930754926,-0.008494296265434907,0.007281246498804669,-0.2683164933502884,-0.025234367787212945,-0.002034302546044725,0.03437814115143334,-0.06754736592088358,-0.004484391616049794,0.005975631995642596,-0.1582903983607084,0.014652215556581813,-0.048353930100713885,-0.08624704798792242
QDPR,-0.1142148489954023,0.2051754636694207,0.12550684531038292,0.028621564853031498,0.07707416208179653,0.028880308345215214,0.3136732562226939,0.13522152754566577,0.2262259557134007,0.17044982240418183,0.10257784649972382,-0.5023683940399727,0.12266157136374979,0.11631358381808493,-0.0854458253377316,-0.05445847961877901,0.0703371860530202,0.10752116236484915,0.014994753050332935,0.026869633564766616,-0.06265685912353787,-0.011726794399212486,0.3977541724597832,0.022083964890787545
