,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH881inf,ZH916T1,ZH916inf
IGFL3,,,,,,-0.03610519512077699,,,,,,-0.01999596608301113,
BMP1,-0.016001548176397113,0.014771971027896319,-0.0018156824957719642,-0.0833193629409172,-0.13226671104954715,-0.23733755312791063,-0.05821271713054865,-0.18109983734837612,0.013940245491334533,-0.38039674792183364,-0.1418213006007713,0.033730543286583405,0.005205702150546096
NDP,-0.11402515632361172,0.04953155698914472,0.02191830135009358,0.23557372730718615,0.019415785135693232,-0.09484895494217278,0.010170561257704035,-0.1404260871049884,-0.036635121271565804,-0.10246296768654028,0.019028627421678535,0.01345654260998623,-0.051405533135863685
TNFSF18,-0.031213987757940886,0.032188039184310124,-0.023313670719260698,,-0.04223770668710879,-0.05361513084669394,,,,,0.017623841885744784,-0.03372961987026057,
IL36G,,,,,,,,,,-0.053417744025303755,,,
RTN4,0.2337927652384461,0.010655409619119179,0.012292720709750396,0.266800131010991,0.27613178831502716,0.3281091772078354,0.16174004487137222,0.4486328568754435,-0.028357291940933026,0.525861843382666,0.13278144668017605,0.02273741769401414,-0.00516167842400259
HEBP1,-0.0652716671075654,0.007276189544314719,-0.020914471523362163,-0.05081173594504265,-0.12022174580929097,-0.112907698811441,-0.0569624842119445,-0.1757367545325757,-0.003755563545741596,-0.054554771437789105,-0.09438531877454884,-0.010302764530149257,-0.02033207983023329
WNT7B,0.22913953276313734,-0.026138116963627556,0.00916159581040772,0.08836367064206647,0.10737330901948612,0.2474245327308152,0.0939875689530374,,-0.015421494776443126,0.18391181329380482,0.04133582967991942,-0.04267970406070411,0.06995170572195554
PTMA,-0.02066274594500854,0.02271645302601292,0.0327153967277564,-0.24069571708041884,-0.37911558550298113,0.042743376790549695,-0.1072675996622138,-0.6127027668078003,-0.007188259684940551,-0.5618382261280374,-0.09263523696859827,-0.05171509328094946,-0.18739593348711647
FASLG,,,,,,,,,,,,0.19762843177097086,
CEACAM1,,-0.01580393568753256,-0.0215263228345638,0.04139360496007618,,-0.07055445850472881,,,,,,-0.02412953403431097,
PDAP1,-0.0074701109992016245,0.03655368882758102,-0.028102933395981092,-0.17146132085243615,-0.06766237021702665,-0.21364372173095608,-0.03149210329947283,0.00607333463295543,0.0015340400252884115,-0.2489350611600254,-0.09771402049100854,-0.07761372137618573,-0.052569467936901884
QDPR,0.15151099991071412,0.035054072156050005,0.013829736117584611,0.3008504561453298,0.11953160078357981,0.06712525204219953,0.004870650068795468,-0.4113114203300664,0.0038809717829394134,0.12052103757613106,-0.17615651362342286,0.05996769063346422,-0.0693965784022529
POMC,0.15834284933174325,0.0392677946866193,-0.03824884131155861,0.14992946232272927,0.018820826621238847,-0.024583514691750664,0.044562047082250866,-0.02621469866303844,-0.03715041820400294,0.11234008139339315,,0.013416452009871821,0.027799088445886227
CCL18,0.033832889954565244,-0.0018984912016541883,,,,,,-0.2095167944905331,0.010364493741529151,,,,
CCL17,,,,,,,0.03607309227704023,,,0.010445021065535952,,0.16562052428118754,
VEGFD,-0.04716457550084151,0.01503970673296164,-0.00907583594835758,0.023664652063909854,,-0.06048588682076434,-0.0222890413723375,0.05403634551053304,-0.025100324286808674,-0.025563430957011322,,,
TNFSF13,,0.03172695988762435,,,-0.0026875675357709815,,,,,,,-0.025612836646282472,
WNT5A,-0.06850366835615047,0.028160746640455418,0.006655553177787537,-0.11229380745351802,-0.21822869979620124,-0.2181903043162581,-0.07919478551261025,0.005789531668944032,-0.04014582684696491,-0.10174437528907977,-0.05830235001427928,0.09186056287401943,0.08012251965640638
CXCL8,-0.11371038975419301,-0.02524026940050679,-0.02886938715085496,-0.19588507097557836,-0.0714123647104983,-0.12026925210214072,0.034761255380316325,-0.19737705384416707,-0.008311248809141282,-0.13519155303874827,0.01837399457449257,0.041454531766010265,-0.02610109071726373
GRN,-0.08313358447289738,-0.0046990729607751264,-0.004636035227063384,-0.13415677652288843,-0.15394657507551535,-0.28560153136086924,-0.12198390000802375,-0.35013649931085256,0.008640752865188606,0.07741930996930792,0.07100117682190511,0.11050060936203415,-0.145661877860797
MIA,-0.011249900585424301,0.03217521367010975,-0.0038449788511397357,-0.09332254955533935,-0.041818156131703685,-0.09267852598841288,-0.025349090532628266,,-0.034040549079445565,-0.04421903636936854,,-0.05621212245486597,
COL4A4,-0.04747937644876862,-0.023685743805620017,0.0068193022023230665,-0.1855136129767509,-0.030653606252911615,-0.024247461565694794,0.004086919376929689,,,-0.06947975633405336,,0.12705475949203904,
TAC1,0.29237407181317115,0.04849581453156422,-0.004813910919639797,0.3530865179588862,0.2520033573002847,0.33729613476215614,0.046452830258475866,0.37401130682929884,,0.5073162997021327,0.13091476815590483,0.07783271011916316,0.15320359753441176
RARRES2,-0.025657294065399364,-0.016453218240013463,0.015677772047472872,-0.3082311872257683,-0.14582738133444598,-0.2861257622228358,0.012880906077471594,-0.16721720541020088,-0.00957601009106462,-0.26078156798409713,0.05937388931030233,0.03427229521233692,-0.03853444681400332
FGF7,-0.056346201123597416,,-0.025551633111414417,0.14405967331350855,-0.045304489714925095,-0.021903594590291623,-0.013311949600547962,0.06083218314984901,-0.05468882575409439,-0.03157125230035168,0.1496669141325956,0.014450607029027639,0.060483762993898606
HBEGF,-0.07293986620813403,-0.07478345142437803,-0.07039178941446078,-0.1944201033431547,-0.1598152371208447,-0.15188754199041984,-0.01759230471458037,-0.20143181234413984,0.02250292552668139,-0.12884444494387765,-0.05055990615625559,0.04251586836360624,0.019004421668650268
CSF3,-0.04747933885920446,,,-0.0864739276588744,,-0.037641886479754534,,,-0.03770887578966578,,-0.060411470681286036,-0.01654970671372466,
PI3,-0.05624635704442579,-0.020748184587981264,,-0.11063399470855022,,-0.042385260995329146,,,,,,-0.035957014587869776,
PCSK1N,0.25085458221835233,0.008623271604510529,0.032828014170956335,0.06775879200963693,0.1357254567481729,0.18642714599637472,0.11497689004745623,0.5355266836885214,-0.004456643861092154,0.523379646226215,0.16238775467923733,0.008429951813213368,0.13160585983140513
NTS,,,,-0.12950056324315248,0.07946566424087192,-0.046266406477516474,-0.04675552595862617,-0.10400874767032126,,,,0.04133779626284577,
SFRP1,0.02807392267078165,0.004112910546276546,0.006112151865028907,0.12815221794867215,-0.12120136385736677,-0.03429435284817895,0.06803386931414836,-0.1644899112247463,-0.04861722063711183,0.04338387661364103,-0.13284871322983424,-0.023938358353156615,-0.08188031503642135
CXCL13,,,0.039843944727858314,0.046738726383914964,,,,,-0.011057087215152165,,,,
MICA,-0.10425315530448123,0.012438105542307815,0.026917534046799876,-0.053173608538689854,-0.023953253932361366,-0.10965280991697922,-0.0408819782720512,-0.0790959584116317,-0.04615513540897479,-0.20114306814430769,0.10309728039319699,0.07452055494346499,0.06209446045322634
TG,0.06939611587371718,-0.007399686804008435,0.028983878297741017,-0.012260820430778205,0.026755253880664593,-0.01764102398770821,-0.021990751881088122,,-0.010983690326651427,-0.03353151511689996,,-0.03227508482220163,
ADA,0.10056768464590914,-0.0351377490461113,-0.02471177784482699,0.037787640660703614,-0.04540452448312065,-0.195092657148232,-0.019030136517684725,-0.2364110439565075,-0.018541844573440183,-0.15530373107628387,-0.048025911284597315,0.017316218075421008,0.11229414146863716
LAMC3,0.08585786954742906,-0.06881154682901547,-0.04547445130189847,0.05026598431761053,-0.13865840282399136,-0.18866186036447452,-0.060267496056152205,-0.11877067087954987,0.022690759334449015,0.04700501056858331,-0.03889946178136792,0.0578505257947481,-0.01211624567837107
CCL7,,-0.012544742632953531,,-0.07907996764240041,,,,,,,,-0.017342488395289086,
NGF,-0.027354196788141192,-0.021538700140325016,,0.011854150037910564,0.034790792525111004,,,0.11274197975731821,0.05692130803357042,,,0.11748415071661487,
TNFSF15,0.0682255205344558,,,0.019135269779314845,-0.07097186943509688,,,,-0.024013753295152217,,,0.06884978111144846,
HMGB1,0.07639989485613886,0.04680312344284705,0.0011780371753688818,0.03915236513217589,-0.10841598462465876,-0.23011627735068493,-0.016168381079340623,-0.23270890466488067,0.0011990880794019154,9.338640584898445e-05,-0.041744150144667244,-0.11373406642484132,-0.09913414453376004
ITGB3BP,-0.14188776825605073,0.036084723421917465,0.043470123864280716,0.004118381201896213,-0.2069653767120533,-0.15317985991010008,-0.010760978869163674,-0.020772458858228628,-0.003216171806819249,-0.2708376014478059,-0.10432487226171036,0.03706180074943809,0.0256094454279692
AANAT,0.0004715023411647778,-0.01820051301107473,,0.021229016148985966,,-0.011335488421161995,-0.0253490919426094,-0.010215427447386582,,-0.046088035997024705,,-0.01834907594175728,
RELN,-0.006142902974946646,-0.029890625581516783,-0.02232434457276173,0.11627659359463287,0.11260569164847549,0.15954724958591757,0.07459763702139077,0.10325359672689552,,0.1839706117037093,0.005207469200389684,,0.04388054955234661
IL15,-0.048103765257029696,-0.03966612406370293,0.025554938887788637,-0.0420223073703341,0.050544725428474935,-0.07127137582435988,-0.0054471196453241225,-0.07358793850549636,-0.05646557766356459,-0.027947637832274327,0.05541724164551797,0.06564493895544912,
UTS2,,,,,,-0.11200216893038172,,,,,,,
BSG,-0.13207664321912055,0.07322702695323455,0.029910190916322722,-0.11292330591846267,-0.09782297569447714,0.11797677099823659,-0.008535428687396079,0.3476147251850272,-0.0923368935493768,-0.33623404586289357,-0.13113485748064166,-0.020895708728422228,0.030678859343115192
ADAMTS3,-0.05298016210156959,-0.016729727169614454,-0.0034750024572789335,-0.024834767932704577,-0.021308137140219674,-0.2662955786673171,0.013099873263310137,0.010254839524149307,-0.04711389418871251,-0.013385129701772091,-0.025729850793205458,0.04208033037665969,
