,MGH258,UKF243,UKF260,UKF269,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
CLCF1,-0.02506525845670591,-0.033963791070684805,-0.07067951801376167,0.011459782087080617,-0.07611808359782726,0.10863333179403284,-0.016848697734409075,0.009168213315023344,0.032361706039863616,0.04009464848505368
PSAP,-0.002891503101351872,0.05131989626200875,-0.06106699806039217,-0.0481900979744312,-0.19042829817812743,0.05326818030239102,0.09760448018531243,0.023948796264074004,-0.004298032516057415,-0.09172875728726011
EFEMP1,-0.05365114360513806,0.01592871319633399,-0.08006734602749133,-0.020051835528459183,-0.30668598265428015,0.06892681123204245,0.1386929486203447,0.03188214616002792,0.035585274273421334,0.028113710776939468
C1QTNF1,-0.07582219215876174,-0.016249203814270714,-0.024518339704778146,0.020073515007595223,0.026986688497489128,-0.0056703687192456165,0.02313554518398047,0.00023493794906657376,-0.009042229808652935,0.025029499004103336
ALB,0.028917710240246215,0.04551723105385679,-0.004363349978255185,-0.01582734131573669,-0.08870944610356835,0.019272860373259235,0.07842756315511018,-0.012832389242031582,-0.008760439570364376,0.01657767712287815
EFNA3,-0.04862178057694313,0.018264315505459917,0.016126103589880116,0.05235138087408829,0.27176566106742833,-0.0029761723175766165,-0.07780338165185868,-0.04853058742174513,-0.05860729218626214,0.0029407774368843936
DRAXIN,0.040196441716088896,0.05321534604371065,0.05742269639846716,0.009882172374760639,-0.04185309905939117,0.0331261564010714,-0.03255354174890152,0.04235132027021201,0.03053921183278182,-0.04968431751400115
NPTX2,0.0011248742814046547,0.01467160839532576,0.10152235737368812,0.027231843998312435,-0.04147649012743774,0.021184298165359203,,-0.02737688512815943,0.08852882692581722,-0.0035981770148283566
FGF11,-0.0034708138243882644,0.04405357225844749,-0.01588610185566406,0.04445012517116018,0.061262238354704866,-0.01646617721208083,-0.008856113132671258,0.032653166242539645,-0.009112092649696382,0.09260258046336664
CD59,-0.007328029990182815,0.00918121209772219,0.044920931280494174,-0.037329767738806315,-0.15414894181297084,0.10159120937229447,-0.07527209147021764,0.014913455588493595,0.03620604723108888,-0.021568309118600817
COL9A2,-0.009702812046546687,0.06014971343158483,0.02594121597338047,-0.046073774972558226,-0.1662080985871597,0.07544477137440013,0.08448260278213517,-0.036717216360486804,0.03033125637840673,0.029705628646913354
DLL3,0.042813689029757324,0.05366201942673778,0.01340953302691583,-0.03970050529006338,0.07024785346230543,-0.07137893746105808,-0.09418561952785703,-0.02979775101613522,0.043354727059048886,0.04295595612740438
FGF5,,,,-0.006349053040747651,0.09635177760514178,,,,,-0.029241131665565207
LIN7C,0.006747092472849743,-0.047023213791346705,-0.015960623248191055,-0.03949801708532229,0.10840489956046707,0.02570438153149772,-0.09285883865561159,-0.022143515862291106,-0.003010224123969117,0.026143259907144153
GDF7,-0.017732068624840204,0.05965122726235972,,-0.004921685397673261,0.178091889990097,,,0.035926126740707526,-0.01158274610072755,0.1447677865963676
PSPN,-0.03765612786152902,0.07840876484634321,-0.040341926147841344,0.038423119041457225,0.0429429917374895,-0.017786719604034645,0.08432763455851978,0.07822651691627672,0.05634164638313293,0.03121096077563856
ANGPT1,-0.03879151832236669,0.019709954990648856,0.0010683770521757276,0.04120623394656582,-0.16055247238814402,-0.020540397515424993,-0.05442573438753497,-0.026649055838134615,0.08058286441676998,-0.006567482396482972
PNOC,-0.005300141452282174,0.07493856677584074,0.11902624290408337,0.02695877073685078,0.23179331490294455,,,,,-0.038310695129771345
L1CAM,0.009951166292961664,0.01714956458873374,0.032845624836443245,0.0868781099585651,0.2074898200527342,0.0009358522138627756,0.0883536353763561,-0.046388465697331516,-0.023921055313725757,-0.03947193368321557
APOA1,-0.01162847931449453,0.0837036734368807,0.0020229259387542216,0.046148855466486984,0.14872021969407315,0.09173627247929299,0.003925505435894745,0.03154154793445062,0.03595788430022826,0.032429852060640606
PSEN1,0.029404251158232485,0.058127317324404584,0.03674610337324245,-0.024832216553041013,-0.1305313304493068,0.027254919795995373,-0.0655571768342055,-0.05569425247761703,-0.05390773014132375,0.06811120229125148
CALM2,0.06255122315965732,0.06825461654464389,0.07392871561133879,-0.0004726111784928962,0.2758800981636943,0.042604507718565124,0.052894576191108385,-0.02960112880580968,-0.0059487667718174445,0.01903707375213875
CLEC2B,0.01164218320899245,-0.03912192643844886,-0.03053779405860892,0.028189839300123868,-0.032626329589714176,0.10306594880549942,0.021977176972996372,0.01179157837729843,0.073133254873304,-0.050649870770862006
NTNG1,-0.0251348415465962,0.08478522984062742,0.023379303216923407,0.05646686988730681,0.2233433877551374,-0.028903929409121256,-0.04767919793177384,0.0672714123250715,-0.04276978623728518,0.013142397606984109
LRIG1,-0.04228659413331249,0.02273287960903402,0.032526398603804726,-0.05229923666005551,-0.2129112484901776,0.029052577664466724,-0.0955819569946494,0.08542844578371084,0.06012991332490527,-0.025407875785795748
CPAMD8,-0.015602698613605004,,-0.02102184650167933,-0.021411183438396857,-0.021249371685667366,0.08624013532366302,0.00048826133507515293,0.06887774233574093,0.09344519226888787,0.034374359509242794
GHRL,0.050511137785304555,,0.05239346318019709,-0.00024891319574743483,-0.04677486902051276,0.007716800383529603,0.16968263259143784,0.10435232407800686,-0.0026616598851776593,-0.016529260773609854
NPY,-0.022889767810677357,0.09508601812726128,0.002621667681842783,-0.01596039991810048,-0.080744623614215,-0.04452359884424389,,-0.030188999594854753,-0.024843914323473784,0.10066694145938822
MMP2,-0.009598181151367334,0.08554870749474741,0.013851839449338016,-0.03473364269053719,-0.0767784027196596,0.159098274776931,0.043381801872330664,0.10524195712808126,0.03822525716912808,0.032294389540626384
PPY,,,,,,,,,,0.03261892152451081
ALKAL2,0.08123737694784844,-0.02821783231417065,,-0.008362566779909632,-0.10253259690691631,0.019318532090829205,,-0.05001697038763919,0.0027689018727840597,0.02353686445387364
CSF1,-0.09053533295571417,-0.06028827300867274,-0.039315690740632535,-0.004254365280595694,-0.13576439340884555,0.08737154388109498,-0.04633321268247847,-0.058726304654769176,0.05765779916244151,-0.026470295561778722
SEMA4C,0.04231511523650527,-0.07855584813641091,0.006473600314127119,-0.008420180558714387,-0.024581331423073068,0.04025216734494556,0.06219973201852184,-0.05248852128507186,0.003714707952141508,-0.009501005854010367
ICAM2,0.019122819844881924,0.1625940845308338,-0.009192539744946805,-0.0019436751492421342,0.039101920411637285,-0.05074791898045977,0.06882946025116453,0.014052533204393246,0.025246311688250568,-0.06633439591431857
SYTL3,-0.042637447422096415,-0.008310855318304626,-0.004307390103839199,-0.01981872213796352,-0.022755392483227856,0.04272975827136913,0.04391323958243193,0.003457500604456627,0.09000906120367337,-0.031078594318101713
IL1A,-0.01813008502685921,-0.02395991363035877,-0.013799376391979699,-0.008418266492988732,-0.06895615682755236,0.016905251353983592,-0.001653747324259512,0.008738947265740942,0.00011949638892990628,-0.029711865662704225
HLA-G,,0.1031465106832402,,,,,-0.01743944931198557,,,
PGF,-0.07763390494754402,-0.010785080865094197,0.0033316727605917397,0.051602047233029344,-0.036561290123206115,0.04926766542607663,0.022310270309077236,0.0362457354191401,0.03017987937489699,0.010150936216708428
LGALS8,-0.0008193946270450257,0.03183031126365367,0.04092673692921552,0.018036288520175553,0.13543903655915315,-0.018341588904885974,0.060530823025878706,-0.027141841375281726,-0.03862667469907186,-0.027237996861344253
DKK3,-0.0868845134054154,0.0457703422698041,0.06158408910525036,-0.00112253475889473,0.17331389355799268,-0.0014470362004415593,-0.014760828060539494,0.04217164170577221,0.00788581211324437,-0.014339073939361402
COL16A1,-0.10716486306140678,0.047073656095379016,-0.01985627868448825,0.0018638244243022815,-0.015849137897741675,0.02228839055060107,-0.026521716043953716,-0.033233970866947585,0.03457915762714827,0.022166413338209418
TPH1,-0.029067011274035208,0.11111622816227805,0.06824607964335339,0.05106673572067999,,,-0.051616804821712194,,0.010921964954908572,0.019589198249782946
TNC,-0.01499393743321189,0.0027762573038191767,-0.09160610709729357,0.024796054683863016,-0.32974475082769283,0.16807349443956268,0.08476865958043059,0.038127091672891675,0.07300555007970234,-0.01837730875899978
TNFSF9,-0.015602691208310385,0.016124139030122643,0.08686140159096738,-0.04993251629908726,0.04632229986004556,,0.019087998347377354,0.05160796105600852,-0.03725044686430487,-0.02552952553862617
C4A,,,,,-0.039645598449671596,,,,0.013547153554659004,
CNTN2,0.08063776426496519,0.0508537785195438,0.029410401507422242,-0.09086413210231434,-0.3052652770199853,0.004306912427337043,0.05134665287774423,-0.019214883182728022,-0.0049897523577758975,-0.04809467751577448
F7,,,,0.07201755004445677,,,,,,-0.02317737859973912
LUM,-0.06364847259821066,-0.026967795047389356,0.006581850269571249,0.059519663740306934,-0.01976122068958643,0.07121548142009952,-0.004015573724553152,-0.04924434413205513,0.07996679645781503,0.017145996591524305
IZUMO1,-0.014908865722540163,,,,,,,,,
BTC,,,-0.02514136675486648,,-0.001934750370853249,,-0.040386006410988794,,0.030443483760502463,0.02322948115651884
APOC1,0.09369931550721901,-0.03610032609557018,0.06889697507140113,0.019847791223870627,-0.3200143840862135,0.11796546597390797,0.025404372517241276,0.017776168809376783,0.0030034602673645406,0.07834926947670318
PKM,0.0543850285818885,0.008555779640113788,-0.03814183021928832,0.05655677962870139,0.25245091890555776,0.007748280516538834,0.07470186805611775,0.051204016766621195,0.02276619364398214,-0.0452347061365242
TNF,,0.14511830964939654,0.026943903040097823,0.04267386358731524,-0.09072728677812138,-0.0052943833367890885,0.016036540044682118,-0.027676060976873394,,-0.01803876157678049
GNAS,-0.06390092808043137,0.047051375004006066,0.08907076442177014,0.03632217504607831,0.32608067893869563,0.034753100934760625,0.03146364873887213,-0.022855455796363253,-0.05089742527772912,-0.07022989741721712
BMP8B,-0.036139598058273936,-0.03949833093082427,0.027966422023278717,-0.03395767743653318,-0.12299795715612638,-0.03974006162840284,-0.00225610777831137,0.04098822216374867,-0.04717967576350703,0.004961449685898975
LIPH,,0.1850355870817992,,,,,,,,0.044814407513807136
CCL28,,-0.02158839309200055,,,0.010405589246109069,,,,0.010455189188610556,-0.027291850331896825
PTPN11,-0.03769741231669093,0.0568941760764661,-0.009101128355383636,0.004628593063766583,-0.03307188815806759,0.00591601654628583,-0.022784279335578427,0.0509279346532353,-0.049177903172245976,-0.024520372230206394
ADAM12,-0.016282285687482387,-0.015009778682606879,-0.047787140106075335,-0.01846114086548144,-0.04329114939216199,0.05415803583564913,0.025468152477158234,-0.025379918606623544,0.07865622039478909,-0.04629283122152253
EPO,,-0.05956647797841543,0.04540628755684323,,,,-0.014239313710292691,-0.030663385778369166,,
EDN3,-0.0219121391724361,-0.010006563168962593,-0.022684681428134602,-0.037937573674997664,-0.0021049451173341194,,,0.0912298059333419,0.05826996061998382,-0.028764090185078556
CCL22,,,,,,,,,-0.03341658652803138,
CCL2,0.03773482261107366,-0.051054109371279216,-0.08647889305710728,-0.008234864629450299,-0.20572501280741204,0.07667630016424475,0.047086327234503275,-0.051331486924040964,-0.05814147534590053,0.019635750930691708
DSCAM,0.011467582576005622,0.0687499983873287,-0.004487646445162775,0.04302034587760865,0.05292854068180586,0.0013059480061347296,0.02089134524950827,-0.01978877664763418,0.02724020157041319,-0.005398405706190459
ANG,0.008624727061217962,-0.05494446792694953,-0.014273682952198722,0.028613743130647813,-0.06904040086558602,-0.025908652000264785,0.15089415126183367,0.09618681276542196,0.03191127409870858,0.03332633807783208
FBLN2,0.0027048700585985174,-0.04704932167732978,0.008625246138115151,-0.01168971200042994,-0.023593925762735796,-0.01350252244581655,,0.03746447131026995,0.16989481000722303,0.02835594576337472
VTN,,0.012841251064936877,0.078818643554364,-0.0010996149698026907,,-0.03233529017455166,0.08854803121551125,,,-0.02924114181641591
VEGFA,-0.00476114680226279,-0.029386027766551713,-0.09418298129166637,0.09071444670281524,0.03581666189185662,0.07887320518452898,0.04817591422040323,0.039163789044088036,-0.036894195770469145,0.037899971034789114
F10,,,0.05022418184392015,-0.011567914077717704,-0.010683282764584098,-0.03507506774166369,0.016137015856543927,,0.04007356521308282,0.08162242310200618
SERPINA1,0.03714279612826469,0.015399125052010833,-0.03650869106791395,0.02226768257621179,-0.2234729880013913,-0.0013127244663584878,-0.0063024971780283705,0.012215770103851562,0.007875287662802715,0.039287154850320166
VWF,-0.08681639605380245,0.09774163642416357,0.09364946133672647,0.024096914044334568,-0.011196366959236363,-0.031263490859053424,0.03306523216354422,-0.02210655482491117,0.010278730854175034,0.0007066130759644578
GDNF,,,,,,,-0.05528738926152133,0.05601057054308104,,
VASP,-0.012914541692213675,-0.019253090161025055,-0.06910483697725474,-0.02526412919847551,-0.11037773099177511,0.013990569267939597,0.07319204017958444,0.03900945092575242,0.0832892048334203,-0.014939364098698702
ADAM15,0.011362700538325166,0.062451647166098447,0.020861756540206472,-0.014405677940104767,-0.1400342118684219,-0.08256095476879814,-0.02553898889994021,0.07327366321902896,0.047929598362084165,0.06596152566151525
WNT2,,0.06583432052762495,-0.01793928330163443,-0.001120305930653851,0.05871528942045734,,,,,0.04618600063840094
CALCB,,-0.02627370203686316,-0.026966267064715475,-0.023668322834502768,-0.02469561615587998,,,,,-0.02778983188877514
OLFM2,0.058337361138189964,0.0577464495715747,0.05019204806959956,0.02269207693509367,0.12434105989477477,-0.004820457218704102,-0.01242688247455282,-0.0025386585717746385,-0.02510994311386708,-0.03210137143365123
MFAP2,-0.017304444775033404,0.002050700027724766,0.018534932107067793,0.03197719440612994,0.011189748460229881,0.0440619908312367,0.06474684418030098,-0.013220364289863675,0.11158616356955887,-0.049965364649065126
HLA-C,-0.047014453666317235,0.007634124717639833,0.016542888251369705,0.03880858845072285,-0.2768000829876098,-0.058842375155300004,0.09604905954638354,0.05903496474148632,0.0970672125555894,0.005925341589781367
THBS1,-0.019705666982447207,-0.0052870556875092775,-0.07131232829906363,0.06115089294810375,-0.10924255203554824,0.08696822995613102,0.06432245670089728,0.05416237294827652,0.08457564465674614,-0.0022314447167765565
HSPA4,0.050922330792887605,-0.01067889797919952,-0.016059156702320714,0.002223451825814758,0.07811911415737376,-0.025337301806837166,-0.022511497986394804,-0.017139308567613556,-0.09840109814590571,-0.009635107657760907
LMAN1,0.018808548523365953,-0.04807020639417509,-0.07401088782698464,0.02144823711326725,-0.06167137491081672,0.01260430615609892,-0.009030687865062703,0.02223728503024135,0.03392346429229534,0.02101029730487597
LYPD3,,,0.04311801515328344,0.04718769805871159,0.00821566548721039,0.03411193378079511,0.0159260557079538,-0.007456405252583495,,0.05028225996702795
APOE,-0.08963994377905071,0.10443402964895421,0.004208580646043973,-0.02579422756068171,-0.30976908493667865,0.0415646972362405,-0.03622465040967744,-0.012744872088138338,0.04728482090643819,-0.025025506350184412
SOSTDC1,-0.015602697317677685,-0.012538228415534383,0.024718110401408377,0.03638076151669483,0.035132580404333424,,,,,-0.0360450351939573
ANXA1,0.08249658464081237,-0.029546280815818858,-0.08939939442324436,0.005203413923579438,-0.22732704183563265,0.06511739249280067,0.08058518343863459,0.042273366573726844,0.052991240846612775,0.0074345697894679695
WNT2B,-0.02002406138817167,0.06288212338200072,0.0158452636368259,0.04428719863556038,0.1384562114866914,0.07555501032082097,0.0027587387764204624,0.0069845850046795915,-0.053379620599014646,-0.01900249844772971
AMH,,-0.005827547667863146,0.07951711246221696,0.042669623017722695,,,0.11489933199679009,-0.05515773364023339,0.009922098417720586,-0.03370799739999632
GDF10,,0.023462790470863176,-0.030720159807544473,0.0015985137530476407,0.14929441177793945,0.05685232278431703,0.01583282537701853,,-0.002513796760633744,0.006050225008636379
EFNB3,-0.021604101462797464,-0.018932111580985813,0.10425260282354226,-0.0016894173815393703,0.2929007043703716,0.050653490925413325,-0.020074458357733544,-0.06601327527771639,0.018011326562588588,-0.034899171172145
LTB,0.002771473129202312,-0.029794454988015973,0.09630345214903267,0.053875710986990705,-0.013333613241247055,0.02554094280255198,0.06650785642273517,0.08281360857813479,0.08205017541627299,-0.004960958497124115
ANGPT2,-0.032614919785906984,0.0811118040911652,0.06478023674237973,0.05240654288755791,-0.13517116227909323,0.01097329937665363,-0.006261169278579219,-0.0321356403137515,0.03786588808045816,-0.05420980163181061
NRTN,,,,,,,,-0.021218126326660945,-0.002636335629250836,
ADAM17,-0.043162905503593176,0.03761517599763533,-0.058417171670642934,0.0004234417320031022,-0.05081273940365116,-0.01502387198829142,-0.046951463270123284,0.04254843291239181,-0.011918702304812727,-0.07892319887063733
LRPAP1,-0.023668453443344485,0.03772283349579519,0.02594920791557879,0.036994647980011404,0.08410975843079195,0.008119888978656982,0.0008376791245419689,0.019002330557937572,-0.0051999308426365215,0.035068474212424615
NID1,-0.04974164462858027,0.0018174502112311283,0.005152403138812325,-0.017923959990890914,-0.053357138994738255,0.030277647164615357,-0.009447130531034735,0.01575662309327118,0.0024479369471901253,-0.05353863656958323
MST1,-0.015401222494604426,0.014741920040474537,0.00024364508917671128,0.014787553970776076,0.009947971791330938,0.0005396167724495128,0.04772100374404215,-0.05269329571271187,0.05694427248871101,-0.030451659511631167
IL13,,,,-0.02397434772173702,,,,,,
DCN,0.0091651621490293,0.009169239800656962,0.04620138912310383,0.07792050835348743,0.03039395409874063,0.012988954059110845,0.05553505635759472,0.03046834248781897,0.09000422823879198,-0.0009049368385742321
COL7A1,0.013364220441098534,0.01205158297994676,-0.056139689797220574,0.003220892750237707,-0.017627963965205804,0.0078120207962895346,-0.027572577976703077,-0.018674566938492086,0.02445728920108965,0.003375904234879127
CALR,-0.08800192578734924,-0.02506215986275539,-0.07326451908536048,-0.02553531029860265,-0.12477156792302202,-0.00567467500532181,-0.05523054023537943,-0.13066671625146126,0.035619375746461346,0.020068564909197756
PIGA,-0.04469829510209879,-0.021662526724219616,0.08753410574063036,-0.027477869666282607,-0.01960112669166462,0.05479501476726429,0.02759829163120931,0.06333995639336774,0.04957626384810714,-0.03956997091737103
CD200,0.007952214677267908,0.12239172427141247,0.07739074855427527,0.0761876066856283,0.24184513420652448,0.13355602069558484,0.09655086902847664,0.013978563003644414,-0.025748200398268688,-0.02296243846239583
GRP,,,,,-0.030316487417468826,0.10013529744168086,,,0.06272906273066116,-0.026955575077050577
CDH1,0.01271623937731353,,,0.04041111888586513,-0.05131940106158638,0.0300413090373434,-0.028425944142733594,-0.005047531952750634,0.029168261512367205,-0.039040021519128595
LPL,0.056480501093056815,0.016619239824636905,0.052168864983660766,0.030966012495797432,-1.2398389913828122e-05,0.09588826115992267,-0.0042262498136953425,-0.016010447592932436,0.04917811765363874,0.030007589683191078
SEMA5A,0.005932174819731202,0.023006136476017455,0.022333998530970088,-0.011472219681839384,0.050067809364290713,0.03460082896435836,-0.07853102931451963,-0.09375016069707949,-0.03749827524223271,-0.035755123420785476
SEMA7A,-0.023195526822804135,0.027833171798192644,0.0243412377314324,0.048361998050613995,-0.026466390199603496,0.024237695100092358,-0.0031884406456330967,0.006969785244270238,-0.012924478285353796,-0.0618641624819191
SEMA4G,0.03715992229216338,0.038334238548900376,-0.0055396608130642115,-0.022666856708273172,0.100522451716119,-0.06161111939279789,0.023139998032824766,0.004221574025531865,-0.016093002167898402,-0.038913266999170186
SEMA3B,-0.005562324681608012,-0.013862262527199883,-0.01613072118680739,-0.04383883554718091,-0.313559261715518,-0.006588459895360192,-0.12081016231674747,-0.04522123848909998,-0.052789899694094394,-0.07189068210955663
RPH3A,-0.06020382275443578,0.07886540943772608,0.057251149939915605,0.06651650107520424,0.31586090596992106,0.09986987620046946,,-0.03984192093328923,0.0161155973830988,0.009449258370933489
JAG2,0.005685343858082422,0.059292257505723034,-0.006874442883635599,0.031174232645570416,0.11577196239624847,-0.018763451162229824,0.040270446920911585,0.010347220817517707,0.029485382450423068,-0.02984977575372858
CGN,0.005785188702941527,0.026315517868698953,0.02823297913735356,-0.0031679114894539824,-0.019355362132692566,-0.0027429384535235944,-0.031414394209532744,-0.02650160655698025,0.028208430797531218,0.037026644569449436
GDF15,0.021653907047179777,-0.07705430422443951,-0.01622763416775875,0.006530343555093752,-0.04929395228101352,0.013763295499831478,0.051559144192243375,0.04967397657763343,0.036246242151416905,0.07693636584624816
SEMA4F,0.04366211858960847,0.0533726151521003,0.0012170665184604982,0.05583055282752191,0.1323586501251448,0.00150914875701151,0.00031093493717739685,0.023018121589690087,0.07191598245363107,0.04916327872174601
NXPH1,0.008996126962923585,0.12026612442071176,0.04715352544231223,-0.0012908260647895682,0.3267798746357022,0.08012183985868548,0.122895897827027,-0.07470677824827988,-0.05297791067149261,-0.008930910319672187
ARF1,-0.07310727992119927,0.0214710971522628,0.038364454105777754,0.0017321726513673567,0.21516878444353202,-0.021773336543897397,-0.08313561851740534,0.010638429361899982,-0.023022250225368617,0.04458182291627
EBI3,0.019780134834564547,0.04079139977527364,-0.007827903121343542,-0.03540668791026877,-0.07659019731213791,0.010783597178876616,0.14582065281848988,0.01876068885280368,0.030625717421850353,0.02164183398158812
TIMP1,0.011805227207753998,-0.027321048028180854,-0.06648079022359754,0.03917207531118453,-0.22984809027733194,0.03369394644062074,0.001113108131027616,0.04013129175472055,0.03453763444810835,-0.04556657163755132
SEMA3C,0.07143377339325607,-0.008351241076912146,0.03714059580993171,-0.00018364470603351196,-0.1829665738996701,0.08038403456095779,0.11769543969623782,0.0022459925926622978,-0.015733013117423613,0.00021311207594019942
GAS6,-0.022312747392210064,-0.026241283848393693,0.011775659152158406,0.02175204611238967,-0.022870036022188588,0.0838464159841385,0.07010593436380355,0.019585669925113715,0.011520505793117086,-0.01796855297738659
MEPE,,0.06518630516924408,0.04987750435155919,0.02806570406139429,0.24450201035893004,-0.018624257267776303,,,,-0.05272151003273145
SERPINE1,0.007905202947890252,-0.05185069399377646,-0.05630205257150483,-0.011323603080291865,-0.058404517588598326,0.07580283334800737,0.07335620300577222,0.017545435642708534,0.082355092486349,0.02048264345608035
RSPO2,-0.016485144453766653,0.033378048273702665,0.08962478160103579,-0.04126954756098308,0.24735438606114118,,,,0.008058864583332525,-0.027101351295937277
SHBG,0.033718843232239615,-0.018805782168700432,0.03384188290736498,-0.033552099014982475,0.019611694366007383,-0.0355999993465771,-0.04363899297968993,-0.026127680885894,0.021894019106001236,0.046354983809457406
LGALS3BP,-0.003535311560286285,0.01623707949391539,-0.056032540962892396,-0.02016623119632872,-0.26332989939805057,-0.0032135805740094825,0.05809139983864136,0.040035615008291225,-0.035977573549031985,-0.011249280933302972
LAMB1,0.02173108479726575,-0.02686620352594269,-0.030746694428137402,0.009145100253353836,-0.05241940721515857,0.0249972692008611,0.03830699691872884,0.029293763200643842,0.07437759669613128,-0.06816347333760804
SPTBN2,-0.04253781839048982,0.059348736547213815,0.05613696057342766,0.019632897784218586,0.23997249529821407,0.04282699839045389,0.010125272451478998,-0.03149355633727279,-0.010893156288040435,0.03777905644465427
COL1A2,-0.024470616388896915,0.026413813189884606,-0.03897653219460215,0.05618582735344431,-0.0819739474769715,0.012142936082460927,0.09879045916373212,0.03331686475806931,0.03950696952347253,-0.022491140220036645
DEFB1,,,-0.018159982124716225,,,,,,,-0.00026235346908556363
WNT11,,,,-0.023358545652253777,,,,,,-0.02010574402122719
LGALS1,0.10478438492315749,-0.06277600845559254,0.0017610994389442353,0.037288363138458056,-0.24185272228495439,-0.0011827382387731118,0.08706865473600861,0.028024602831366242,-0.005898294111230338,-0.022934414606852176
BCAN,-0.12338365891521459,0.061815261739256146,0.053032676259268545,-0.019572425548844145,0.23215888700837942,-0.051501529219956564,-0.0543343002426299,-0.03871960220114008,-0.021364081496535653,0.011870678615563957
ANOS1,-0.02078013126794386,0.017832220823309326,0.031277711282257425,-0.02446526508614725,-0.05376314325165744,-0.010618956060803634,0.03395235263508309,-0.012575685250133679,0.0015504390349618425,-0.014769850558998139
EDA,-0.023207639034627026,-0.037862933513353236,-0.03899418788430574,-0.027928957159515915,0.008151732241473572,0.01150800386975727,0.11346256990536631,0.1032609010573628,-0.007897124768492645,-0.02120812900641684
FGF22,,-0.023309203891055758,-0.026348023453633955,0.03394417857628591,0.04780954237993292,,,-0.01642967563258054,0.07883525101703232,0.008161947526996628
SHANK1,-0.019648237893229222,,,-0.020371378474746467,-0.024005018315997266,,,0.12937676565052628,,0.1070849082708039
RAET1G,,,,,,,,,,0.008333599443530109
TGFB1,-0.01947325920195123,0.026319778641380295,-0.02313456742356676,-0.012672341749611175,-0.09445534852555566,0.042273729278550935,-0.03643844307140305,0.030207996089498892,-0.0006457752594242484,-0.014874154387679623
MSTN,-0.10415118867497232,0.05962769533051892,0.015551506592375348,0.0019537738167310996,,0.009074978699168058,-0.011065703872121805,-0.026487464573575717,0.07673799996364464,-0.025038062212287802
WNT4,,-0.027947468760884334,0.047682437140816034,-0.007719673694374278,0.008175425714037902,0.06857603691169156,,0.034597867171307486,-0.007496038930544678,-0.012413367656271386
TNFSF4,-0.02690740117506135,-0.049369817876865396,-0.015463843593993706,0.04262665231302654,-0.06701627876893931,0.13919406862860156,0.10131799412155308,0.023916358577514823,0.04894103241423355,-0.006704247904568707
NTN1,3.089316523430324e-05,-0.026122242129039217,-0.02009111029526941,-0.022420751996069712,-0.035043253330113974,0.02665925602591322,0.030499739115972754,0.03765739211527203,-0.012224151798406748,0.0020110536473045065
CXCL12,-0.03306107293294599,0.049540612658309245,0.037726162762554166,-0.019699361318876518,-0.04856909802788828,-0.02930362498809218,-0.04158871343356587,0.07724027779240601,0.025976040696947682,0.019688574605176555
GNRH1,-0.025335930286673664,0.03701251598749461,-0.033234389418836704,0.01592725460519357,0.025853233328088445,0.10557466959750961,0.047397710421837415,-0.05179785132205128,0.18817095828345148,0.01304196390563679
RIMS1,-0.02106711060718809,0.0901506516851307,0.08627793859443605,0.04926521667998271,0.2689116513282666,-0.014228110674642032,0.06346434159834889,-0.01704102410809374,0.04104025348919021,-0.03192012495746102
FGF14,-0.020688979763894725,-0.013354900806663511,0.015478820310906423,-0.005808056171466297,0.20593607203428257,0.07751682193160503,-0.07741851183360975,-0.09658641275228146,0.025197273003333437,-0.03072929296756582
IGF1,0.043007673829556926,-0.04691413995506485,-0.009888827696107626,0.006469516415510638,-0.028421264876563244,0.13247626519250702,0.007439491756791054,-0.001504149924185034,0.031356277322081794,-0.05875889899826227
TNFSF10,0.05674414188236767,0.019224757578502127,-0.007502292972539584,0.02553051330618106,-0.037396327600132735,0.1131069967797442,-0.008589386738734788,0.04677398682241165,0.02905923634176758,-0.041027827496456136
GDF5,0.09613183818237062,-0.052575757924809216,-0.02407463450041568,0.015078692908907834,0.034354676564309655,,,0.03968115383970979,0.014655302507782408,-0.006312658042619134
CHAD,,,0.11888372299640519,,,,,,0.006207472754113204,
RGMA,-0.002960555171896423,0.02444251515120832,0.023238452018082494,-0.014771677186062602,-0.06220696798486401,-0.026138359898303935,0.038268634951639964,0.03563426915647102,0.02866582727263646,0.009622448771281919
WNT16,0.03204973418570624,-0.0255970686509922,0.07467828328355156,-0.00030601912876416343,0.014944666267733584,,,,0.05707786226394443,0.008141959330564585
CX3CL1,-0.022533939176885735,0.013693718336380578,0.024074260065683587,0.04206250743367682,0.17378683735121045,0.041482913892040695,0.04123011912943088,0.07203794798516848,0.008180323416098605,0.005417123772071684
FGF1,0.0017030511038841323,-0.02951900693343297,0.0380079859629257,-0.04340752505437428,-0.2800978711077674,-0.06964121387346213,0.04005717404300529,-0.01698448323674791,-0.06142306624822642,-0.055509531410971986
ALOX5AP,0.08434850629333976,-0.00972876842861152,-0.007495711603823225,-0.038015535193079805,-0.25054458209945335,0.039717318761470194,0.0759596030368341,0.0746652414576271,-0.0032176368899567757,0.009448888950689046
IL1RN,-0.014670728891004094,-0.054768247067941145,-0.029573563429491467,0.05089893930076464,-0.05233069898194836,,0.021953880734821223,-0.05365818803953403,,0.02374057579094961
NPW,,0.02543601027607179,0.009398682380808718,,,0.024736145335383295,0.145917542697186,-0.04683235930254668,0.008881977846265045,0.017593213128681118
