,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH916T1
SFRP1,-0.004539696269236912,0.059132632290694674,0.021545245203741136,,-0.025514567223185354,-0.0271339333736802,-0.04676730054470448,0.02453822163242564,-0.011367473152199424,-0.048728867521450524,-0.02177173896410271
CXCL13,,,-0.027507446784040268,-0.018412488941428735,-0.010105853570537225,,,,,,
MICA,0.017986184314450617,0.0049148077966917345,0.015013790821636635,0.013103809213668343,-0.0011247652395588122,0.0007568989388423968,0.06606814063087453,-0.011261579260358326,0.00317223627743618,0.015727359371627718,0.06268005792113138
TG,-0.04015170363784099,-0.04267357674288669,-0.020805341939906758,,0.0009419698018967088,-0.020772160178362146,0.01683019835051739,-0.013936988934006736,-0.020192051388478512,-0.0036525374772933814,0.026544822159028987
ADA,-0.016040163849890286,0.0027231859901463203,0.027583228671167612,0.08311953732142402,-0.057503444635308314,0.1215053452526886,0.10626069280551075,0.030994060461334655,0.01785433101286593,0.05836183802690285,0.051261243199161435
LAMC3,-0.01158688409442051,0.0685365697913481,0.04124233839461248,0.1040999925854388,0.046379543620983975,0.06697670315474483,0.09359080957449202,0.01671408443436164,-0.021623118553108125,-0.029656909616793826,-0.006362968763664713
CCL7,,-0.022625482476917473,,,-0.03352358900634839,,,,,,0.08793503343805398
NGF,0.012523785607191458,-0.029399193122541762,,,0.007110181945716216,-0.01982221225713741,,,,-0.024863930308401897,-0.04722343686093436
TNFSF15,0.029130475924625924,,,,0.0046295478809913965,-0.00778808200435785,,,,-0.006587030251802553,0.0020377707015182657
HMGB1,-0.013414409989738894,-9.993153720563081e-05,0.06161778173874684,0.03040279088360923,0.009169017658129783,0.06621335086570108,0.13728833208175123,-0.004819639320332848,0.019660667941779713,-0.0696626465028391,0.0023523920207441777
ITGB3BP,0.04655074516826968,-0.014730550429424442,0.009376398036479815,0.02308008103258013,-0.029566055915321333,0.15356461637233887,0.13469312291398383,0.03269526994993887,0.07328663692411978,0.0394407461156819,0.07641850308732231
AANAT,-0.016529801306139708,-0.0009314544944882446,,,0.04613235267502659,,-0.020391742383851507,-0.022728541433769612,0.07813676072122572,,-0.016688332831468283
RELN,0.06795126057101933,-0.045480260386261,-0.03459918968810184,-0.028556331921178003,-0.014585240106100501,0.068869057265005,-0.0399507431381997,-0.0317318025122645,-0.019962315021582595,-0.0009376359560239316,
IL15,-0.03972725201323502,-0.004400037682385563,0.024330622410058685,,-0.00860946400288434,-0.017126176692213453,0.013335647916154133,0.008465341080503935,0.023890334824323275,-0.048907482100085775,0.07782913092933946
UTS2,,,,,,,-0.023470258334561643,,,,
BSG,0.04330068808401002,0.02702177675050574,-0.014850246768973042,-0.022650173265708316,-0.0180995371891326,0.026843222092478268,0.05691274304909751,-0.052366400739688825,0.07097700455611514,-0.0016470356370570187,0.06341160898421226
ADAMTS3,-0.031598209576164694,-0.015915996070791076,0.024422948099610476,,0.006535714866531388,-0.027585316263882994,0.1538423890025952,0.0076964114326956564,-0.02778870925977145,,0.06191664946521931
CD34,0.0924620090341206,0.03824053492958683,0.015779551204871935,0.08766515512300732,0.0685187862141927,0.0539583199549834,0.038570438729426254,0.011715332363058106,-0.028324021575508077,0.0027219179224039934,-0.006240930349361811
CCL23,,,,,,,0.11364673878474414,,,,
PLAT,0.03260534603842639,0.035272773116435584,0.018990847109692652,0.08905336180066765,0.04514787723192318,0.1261235140172571,0.15042440942274382,0.04707438783127544,0.020273277413973223,0.04101547578200108,-0.04856463197409231
LTA,,,-0.015300313858834213,,,,,-0.02188995408518095,-0.01672329121793455,,0.01569436357025626
CKLF,0.004902793518659224,0.02173148952936272,-0.016009546995810673,0.05755894050524931,-0.018564634815496674,0.14536579248883869,0.10249256052850926,-0.008534829095238212,0.009705375244153228,0.06658922930440381,0.03716477014641678
CD24,-0.05962587556045383,-0.0019434516848954313,0.04655995654501423,0.014139128814015805,0.020325841632255565,0.08261587650293523,0.028612001879221683,0.01261026308946259,-0.028457137898950755,-0.09134487642081,0.01860811722370747
HSP90AA1,-0.0075073931321270534,0.012655002934591722,0.10355056384146276,0.005218562548272407,0.05208025507710656,-0.09738569124699999,-0.1622824825789245,0.11129930943156147,-0.06388240486536943,-0.08230690164825089,-0.06721807565631947
BMP4,0.006395316324738133,0.04959266426838668,0.022898696763380966,0.02908049791048371,0.06265488219050672,0.08767733040232674,0.0009219003892732399,0.008851281112822488,-0.014249971373205654,-0.017504130321747472,0.001277056785154116
SCGB3A1,,-0.022625480214399456,,0.011112112676499222,-0.026633932092110152,-0.021861867446542255,,,-0.011669291455597725,-0.024734051301676368,-0.008113299677105966
IGFBP4,0.014179146090069997,0.030285118700903293,0.008045376614505589,0.011309317859905226,-0.0328370699091875,0.06067565524179033,0.11880681535860826,0.05157977238087533,0.008875791404146663,0.02557226944635191,-0.0086287854843608
RSPO4,-0.03544932054595838,,-0.024734704808802497,,-0.030739887117467002,,,-0.025459349227550155,0.03485041128747742,0.0018437200150526727,-0.0015377643316058607
LEFTY2,-0.04884563136173735,0.04204051211062444,-0.015488224992040505,0.10867593503345194,-0.0477130565845009,0.1152133635015271,0.10839061110266605,0.07415511529202237,-0.020644716248938974,,-0.05168052190158819
PF4,,0.10939695840588552,-0.013917714984762557,,,,,,,,-0.02245997580163239
ANGPTL2,0.012051749520323528,4.2567275872114284e-05,-0.021274669992509224,-0.00320839439329439,0.0077501966789877445,0.11720410562428366,0.0756327908326225,-0.01547539599593693,0.036350653559192175,0.019615811662737872,-0.006331233612641577
LRIG2,0.04906395005272956,-0.03890745337454516,0.04304157555725772,0.008575248865545343,0.06458775217353527,0.029033409985502558,0.055934681448015666,0.013619782320791324,0.04945290169863302,-0.06791439919418904,0.04117322504396398
ICOSLG,0.03951863836291563,-0.01573869197174081,0.008778814623347033,0.027815142732906823,-0.050601385522878704,0.008172375178230332,0.06653874499487103,0.04161404249333058,-0.013410807914502746,-0.038537686665643354,0.08417029383983143
WIF1,-0.06178305609947389,0.0020680972862921502,,-0.04395316556688332,0.028160315122175657,-0.11724267534343781,-0.10735289280480612,-0.019646376776836137,-0.00010701853170539293,,
NPPC,0.007566183262228417,0.10452496855071512,,-0.034004935237767965,0.04974225739446205,-0.015545306693412723,0.018339758606450405,-0.03832383871561747,0.1359283600720176,0.08215504938581872,
LYZ,-0.015844005560547554,0.00910126241427061,0.06939891924937511,-0.016571295915278506,-6.188628753482994e-05,0.024854634231610332,0.09058148760992446,-0.01512841096860107,-0.03817537877070715,-0.09654702284424393,0.002563288922058975
EREG,,,,0.07504663329508307,0.0638313624430459,,,,,,-0.03391976600916549
SPTAN1,0.01976353958937708,-0.008368915922306739,-0.011373605212134028,0.03965000293254524,-0.029171486274296894,-0.05537738200079526,-0.007765136951490053,-0.047452036181302844,-0.059581582331030766,-0.025009260704188355,0.047192475728430806
LIPC,0.010990833306584201,-0.028733820900293968,-0.020946904878408112,,-0.029761270225680002,-0.02655830866880334,0.10720788806624246,-0.017534444980988703,-0.026270726631009208,0.09243252696576815,0.03330095747555775
COL8A1,0.12166834332641134,0.056110745740405754,-0.019870431505228815,0.0015346192522423102,-0.023176373260998945,0.08219602878996253,0.11692589271930323,0.002694984790139706,-0.00913594386816208,0.0003745345809276516,0.04449690942133833
GSTM2,-0.0398396758341145,-0.005264833833322608,0.013772534539905153,-0.0421943271642931,-0.011167291118959678,-0.014482488477679873,0.04016418657348663,-0.02953351077931103,0.038232472730897776,0.02408213630686406,0.020562723080511117
SPX,-0.02053740691073531,-0.0015665875935398303,-0.006200172540758803,,0.031915239195132276,-0.051632116029521884,-0.015579423381301144,-0.03231243932024,-0.010130101376301996,,0.04164549727905932
MFGE8,0.01703192184476853,0.08131143361964117,0.02347957682470141,0.03222384597297786,0.005786260400885745,0.019031295047780884,0.01901983276168974,0.01505759326505017,0.06932560212722234,-0.0018935469726499357,-0.012816618479504174
TGFA,0.03947018994799237,0.029786345610376408,0.005939172041236761,0.08691718285154484,0.02436501014802624,0.052068492939095476,0.08739769093334068,0.0266757304153735,-0.007544400815461639,0.14330548423899417,0.032967290050140756
SLIT2,-0.05409457485462538,0.041616338419487024,0.1037040553824495,0.056488786059249604,0.010358207204895258,-0.01167184339233144,-0.061681111309355934,-0.056332282473367905,-0.03761710864752205,-0.034981016927473386,-0.019735241925953387
PLTP,0.033494934766186917,-0.026683150246124623,-0.036482675625699006,0.04153796012885247,-0.011715429436855036,-0.024567295165352655,0.12570313462922345,0.009154999723257177,-0.004977967601615096,-0.05104904227526574,-0.010061203833544023
APOD,-0.014065988389172628,0.039852054893496226,-0.06860760460232185,0.07826434957595077,0.0030262731705048575,-0.01508618920662877,0.03538620903438885,0.034242762279735627,-0.0575992044850833,-0.11119739355168831,0.002094219768328002
B2M,0.05287894546518068,0.0671786101838771,0.0027330216347649433,0.0006016655796856349,0.029899338285390993,0.05995152714765974,0.1249190846769955,0.027395990375706947,0.019991989018649976,0.03887864378075821,-0.053924649109251974
OMG,0.033480241213229164,-0.025661130901642865,-0.03293612061931157,0.027741080183163895,0.033955186143654344,0.01774471043090212,-0.021889559861145342,0.021388876399110336,-0.05285254682494718,0.03534466795953786,0.06418128541091091
CXCL3,-0.04048465542467778,0.019349360513861543,-0.004735670976226057,-0.04774453508659321,0.01146680062244277,,0.0467391531609455,0.024271753761538086,0.07181575864793406,,-0.05695500587137802
CXCL10,0.0029489924280458276,0.028382662416389474,-0.0008951886957396824,,-0.0537965780498323,0.10521536501022061,0.12311478205009552,0.01786370688725026,-0.01913905259480123,0.03362274718430829,-0.015812804235010653
RSPO3,,0.01473598552606906,,0.13679151062768233,0.021988465312022473,0.013586798885151215,-0.033484322253698996,-0.023297470741115444,-0.012585536827546708,,-0.016006358298372596
CORT,0.07709462522052611,-0.02483574212791591,-0.024856157629152994,0.12413503503323509,0.004096607430702657,0.020866886519744682,-0.05795212162566442,0.055078141473654925,-0.013086024478050096,,
NCAN,0.08204672153399564,0.007663280272251164,0.043182283990050176,0.04128504007182559,0.05434875687920993,0.043418219516435916,0.10197995319917899,0.050000846319604934,-0.05798609741379476,0.041724606875985636,0.08518078179249237
PRG4,0.10141747612983838,0.02704623730601676,,-0.028352874771554314,0.014476037540940444,,0.024039075540621298,0.027782708401820275,0.030630335668844683,,0.008439223248325085
ZG16B,,-0.009470507468572658,-0.01674770795701928,,,,0.005782490080690757,-0.017393555657481883,,,0.12626565852104482
TGM2,0.019141504003409585,0.017148299585674164,0.037786839774106185,0.044425808299195645,-0.003457762771154826,0.039983591025709066,0.0748564593342397,0.04199604140422589,-0.03407600009380316,-0.027336453961706187,-0.0015279050719969635
VEGFC,0.10841760970645817,-0.008976895109599732,-0.02150470196308545,0.04452341173804409,-0.021875699705551914,0.01828434340016407,0.055712594351956565,-0.040147439443678865,-0.015016808285111989,-0.05413469940088446,0.002091528608372867
WNT6,0.038611046713728156,9.455149123048788e-05,-0.015488225398521276,-0.006812358351027914,-0.02936168089480898,-0.017566180336730297,0.01286572032261965,0.04204878882914049,0.08992002668412573,,-0.0241036358572301
NRG4,0.060898555685651085,0.04428193260334957,,-0.019006751696253012,0.05364604086462254,0.012285168792865198,0.050155704304279264,0.00029800772889237043,-0.017518858413165694,0.07639839420867481,0.03472046686986353
PMCH,,0.0644175716092767,,,,,,0.006992595221744754,,,-0.03451579301769459
COL9A1,-0.02530782196136148,0.042960166990434694,-0.021884128129302995,0.02672229792441258,0.026837094624067998,0.11705189282978669,0.03340400850841765,-0.021671968280332483,-0.019962322678399414,0.006104877073903431,0.13578386589779481
GDF11,-0.01372856663438093,0.0100846915013556,0.003457986094017893,0.06161596564974815,0.028728320220600647,0.11220221308971418,0.12815556227947403,0.01612651332063096,0.017038351074297235,0.04927157249702113,0.09430834515050165
RAET1E,,,,,,,,,,,-0.01755886329300069
SORBS1,0.09003527613544288,0.013643874542248904,0.028424212608806076,-0.011186280453206852,-0.01677151927928367,-0.023864252455532652,-0.03931847905365473,-0.004871084875506067,-0.029350674860472735,0.1064060920127983,0.05249141206596447
DLL1,-0.056333803749743824,0.03267369984227403,0.04570482260682276,0.032931825752335955,0.05920884526634475,0.09214376984227696,0.10537082361702421,0.0007676811246919748,0.024981867904538296,0.1361946471970725,-0.010626103884566161
TLN1,0.05280205132010416,0.05904110067533857,0.01324627458549957,0.047415439015047606,0.02177207727814309,0.10902826555678026,0.11358488577008174,0.016455265265394474,0.07068852451393876,-0.0915565384947293,0.004539067382258767
COL2A1,0.011690848501482776,-0.003065905063706424,,,-0.0002099437750036656,0.018943006004062134,0.04750365950644727,,0.041594782321354364,,0.05015700705440239
SHH,,,,,-0.01416241569486166,-0.020772162398982285,-0.00214435864972467,0.006939704873426562,-0.011669290435629007,,-0.031409706274969425
PON2,0.08207859500859639,0.006141622216011503,-0.025259938590535696,0.046017587356262296,0.0006570400813922338,0.0003271247218962656,0.14082679185288435,-0.027183353686130205,-0.04963255643839533,-0.07016937977502531,0.06892558209567416
ICAM5,-0.07450119870620005,-0.013351561505064276,-0.01993682449180273,0.011383016597487392,0.0049750380329525515,-0.07879645432800383,-0.0378158152862668,-0.022344445594092023,-0.008317764448779252,,0.08141900873187898
HPX,0.041992553930523466,0.026950256854534498,,-0.004508326147658924,-0.031893033310164354,0.10692915149686993,0.10496097548156873,-0.03413377496227274,0.017924213140581017,-0.04361419329139121,-0.036938517668688484
SFRP2,-0.02449964464679452,0.030353378931013725,,,,-0.014789006069426413,-0.021367655549408983,0.07941335950416223,-0.02289216150552648,,-0.0013930578361037174
CFC1,,,,,,0.007998386964515975,,-0.00907880421439157,,,
CD70,,0.046775402338671196,,,,,,0.01773894971199943,,-0.03638545461492567,-0.02442059444995198
HP,0.08054623861064779,0.036089191431016375,,0.07121865174872602,0.001957390020396065,,0.06324095425118943,0.05310791425911477,-0.04076023000096474,0.02282997504697055,0.01044292680719334
CXCL2,0.05020549264830948,0.0024861133215152444,-0.022343339322362602,0.0014739301177805152,-0.043034029637942756,0.055978449386011354,0.020887936233421178,-0.02058127826391642,-0.023096330421782534,-0.03302850446748,-0.0025245222182553157
NPPB,,-0.029189059274885885,,0.00399361697500396,,,,-0.019167735191101317,-0.015016809377327519,,-0.016236669681790404
CCK,-0.022092178716527668,-0.004969507757623138,-0.01785208802199876,0.04887906866102437,0.06841834607345831,-0.12058202492645753,-0.1292083947509878,-0.06866129110153645,-0.06284078976691869,,-0.021063343754057308
SEMA6A,0.0833602384687093,0.0039760302094174645,0.030480890083278055,0.07602032788737341,0.031226914612588714,0.07954770531647794,0.10947676495137838,0.0021332005205987885,0.000711117851643667,-0.036174346647915356,0.018457075076358995
IRAK4,-0.011247267585567669,0.024207502005138985,-0.018581472543513833,0.026631338698946527,0.012136196796897463,0.07387504470623724,0.11215362866060893,0.003616356879724134,0.0629508002733038,0.002942631539630571,0.0837033397172363
GSTP1,0.06703500749729324,-0.013463924407126621,0.005489676158642914,-0.03697560331995423,-0.041361251947131375,0.09427605427845998,0.11427936975285126,0.040130697985076604,-0.008712084281297654,0.021541055933020234,0.10861984736056925
VCAM1,0.051397675908755214,-0.03011313649794138,-0.05974312731845511,0.0591769107057375,-0.03760066499182311,0.052644653808460444,0.10498203494492865,-0.01299618426273994,-0.03220773343822281,0.0014560047290813234,0.10302038718935096
NXPH3,0.026021820182265763,0.05371936710735219,-0.010488544194709576,0.03448909918832038,0.012942685329374384,0.09087058258311746,0.08971558042034246,0.01357817924868781,0.007443741708047361,-0.07639680617446049,0.1265657812744025
MTMR4,0.035779204284051444,-0.0033200130261804117,0.06663733213931511,-0.0006998919987987436,0.0788568129466758,0.057785933427555974,0.026417628982149326,0.044224311258170904,0.0012528794621725812,0.045202306119166265,-0.0180599503253882
LAMC2,-0.015384653379652915,0.0678466236854718,,,,-0.008495942132950468,,-0.02413004017283718,,-0.033526030069043304,0.02466276686929733
IL10,0.023006525777778144,-0.012135372655741525,0.0366850220550409,-0.026461296247542343,-0.026701441568967463,,-0.012153223748670667,0.0034669429302296786,-0.013442179342331797,0.04346593068996294,0.04475813416081497
SEMA4D,0.10167460490392863,0.005879470605310176,0.021813962371516265,0.08757587969515718,-0.006504125296179225,0.02531845414804667,-0.07584548316089429,0.002724994798990002,-0.0005018267347993009,-0.07453211426120765,0.07343216028860103
TRH,0.025350226809751956,-0.026322223612021717,,0.03303986359845816,-0.018729053460550846,0.0490269029001822,0.04156412022733937,-0.010870749021449097,-0.02762467347232223,,-0.018186158898608123
SEMA6D,0.07996310503917445,-0.019385886657983856,0.009869997300401194,0.03799244613034483,0.0431105249537795,0.11184548754716322,0.0917164450282249,0.0016500770154848786,0.001412571658814433,-0.02372603742908029,0.06012080968884029
CEL,,,,0.0024862752850609324,-0.015031356844702434,,,,,-0.025065268881818537,0.03987248499356255
PDCD1LG2,0.08227377982565201,0.042117898622024634,0.034963052312773996,-0.006656715425793149,0.02064141398160768,0.026216480825355014,0.07895029818153795,-0.025158747077832846,0.03577100261338957,0.05170627547349672,0.0549822534630342
SPINT1,0.006893652630480242,-0.0395315486409754,0.0636575130771402,-0.025803976179650467,-0.03515622000203115,-0.02186187412644236,0.07849044144051087,-0.04192067183047469,-0.019730225421852984,-0.009058113826353544,-0.0034562948456741023
CTHRC1,0.024412732468588414,0.06492261988985874,-0.009542701466158139,-0.0230098826732379,0.01435393833286519,0.12142560479691315,0.04802150900216476,0.00020535395128223237,0.02126993259919584,-0.0733140673146532,-0.010450520369918443
PODXL,0.017954381058616558,0.03150767602272832,-0.0001828266742876021,0.007883644864242605,-0.003618281469397006,0.09780156692635171,0.11500538220472509,0.012519199113918012,-0.04599789318130799,-0.13090337136141736,0.049338760225069125
JAM3,0.12901492673322013,0.0232340250088507,0.044592686388082725,-0.019160781944896208,0.048702884689539434,0.09084290819579036,0.12929607538464788,-0.007450662536889604,0.0028836368431834672,0.017426708781035943,0.007458758444278031
TGFB2,0.03400199868113897,-0.01187368118818394,0.012187303211811908,-0.00861348703506245,0.07385903177797179,0.01910923414179077,0.1382247680924561,-0.008872544122426267,0.021700054290941927,0.11250317775528523,-0.006560025658632485
COL18A1,-0.018314252227241815,0.054922777290009335,-0.0034981299168515933,0.019177996851236147,0.00759160629486661,0.11495783155088066,0.13723390123321266,0.02737099533301069,-0.04248369637352364,-0.017676899441973565,-0.06012757966238149
NODAL,,0.1293626075148243,-0.014917757820114522,,-0.011779684117070704,0.14599587414150433,0.10339470781771161,,-0.020644713939600816,-0.021653208286752535,0.009542840319267583
INHBB,0.009640334793900812,0.026131646344267432,-0.031144751911037844,0.015108160158983294,0.024112297393810593,-0.012700126096052963,0.028276291267512365,0.009447708599951796,0.009526822101460747,-0.11390241444750941,0.0935674901851306
LCN1,,0.021140601506101225,,,,,-0.023495204546557694,,,,-0.01839083373033884
ARF4,-0.036676169177763514,0.07574864012772092,0.026687630867804034,-0.04569726398552886,0.013590541238730878,0.05015879439010712,0.0994539229167813,0.025693343975725418,0.07620223997972135,0.10011332785261269,-0.038346379171635504
CXCL14,-0.07403877497491991,0.02152670134641733,-0.003445958322031751,-0.03708399722703512,0.07494766031160903,-0.05613078202693478,-0.020837555108236084,-0.024950524622101435,-0.01510759416023723,0.050502018749339045,0.12982496482028968
LIF,0.05962783478245895,0.043888665998323105,0.03306794546573499,0.029278706533151226,-0.025464791617162273,-0.003413401183830101,0.016787579693704806,0.02481027324072701,0.04319607754711336,0.027588878485274082,0.011131536762509211
IL17B,0.01598683231005796,,,-0.019584112697473188,,,0.011425726830687955,,,-0.03201320053953923,-0.0030902160797538214
MMP1,,0.07962798793936562,,-0.03204265682485099,0.08342916671940495,,,,,,-0.048207625969164586
MATN1,-0.03163581499678066,0.016453508022362222,,-0.031285565987278795,,-0.02058540667716183,0.00768668404463433,0.09724884350718026,-0.01222692611437874,-0.03498108587933535,-0.02211825537223422
ADAM28,-0.05587812061793799,0.013607839764943794,0.01752023536386023,0.02269908723950326,0.007556153662567544,0.008156692094896717,0.028391114958742032,0.011600045612529657,0.03685705395979156,0.012688645215965424,0.06044902545250558
TCN2,0.052863043874943595,0.006578347606010021,-0.01605166837312257,-0.0054324856086267505,-0.0031726377241043146,0.06498451660389964,0.11031357923843206,0.022616913335633933,-0.04747607011779595,-0.02343312219109766,0.014684459915990633
THPO,,-0.002534600889895063,,,,-0.015490172139967997,0.09519557626649038,0.053725784371279235,-0.01222692751891654,-0.033526046952234295,0.011716903666445854
CUBN,0.06875212540197723,0.03001079156052185,-0.015781113290570022,0.0876304980891422,-0.030543948616500564,0.01516518881807539,0.00373668934580893,0.023586321366258035,-0.015422383938813617,-0.1298533785894098,0.06628313891447608
TIMP3,0.017723739863211397,-0.015221315761737774,0.08694661130936973,0.012878221855641032,0.043110735206882606,0.0008013097567766413,0.06170506231785149,-0.04167396640955554,-0.05156236446183525,0.02913950048265424,0.006064106370394189
PIGF,-0.021830330630302076,0.02768698901529033,0.020182245986172718,0.08484891439201388,0.03505662608009406,0.10534902769160799,0.12693191062619955,-0.023741534970636836,-0.009779044569158549,-0.048901465668240635,0.08104687483780451
CRH,,0.0761627596283047,0.016917421256407605,,-0.019032127997101893,0.0703267221460241,-0.03612944620511808,-0.011147864416978476,-0.016723287612625235,,0.07828200521130702
BDNF,-0.057307317789796336,-0.010994410076920244,-0.016747704764763074,-0.01055396241117738,-0.03143651121263201,-0.06636887838140908,-0.10580598426285598,0.035312372494546676,-0.013770660713805734,,0.050979475618131216
CCL5,-0.04372397264862577,0.018732851420946453,0.004119100754627565,,0.009979925181295968,0.01937288811777987,0.02761544468773317,0.034602266190680256,-0.01658729753577824,-0.09491669766821025,-0.021461071806149652
GAD1,-0.036660320863300275,-0.023598568748849778,-0.018851035765418793,0.015212235283470888,0.0259813624353003,-0.06416713313148781,-0.0817577599330465,-0.04625563319970485,-0.06428865672442768,-0.036843354316793794,0.009651436158339678
COL14A1,-0.05487380483586192,-0.033023631801367685,0.03268309998484973,0.010826348293333479,0.021671875266580976,-0.013027825402874511,0.08029110259106279,0.044276348957009735,-0.03271306830579839,-0.024455243700871925,0.0057642783450753176
HLA-A,0.11497347689128033,0.0941443697787003,0.03053934956969891,-0.014042472096033346,-0.07327716385498273,0.0545880091213119,0.1392501557351884,0.0029729468206434136,0.08376504923347568,-0.0670739182532151,-0.049204101070791546
CD5L,,-0.014080678938724995,0.0005345188615925571,,,,,,,,
