,UKF248,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,-0.02299110128809082,,,,,,,0.16457864375894574,,-0.01716199450126963,
BMP1,-0.05713175070406254,0.13816320062087886,-0.03910492501791326,-0.008154081659680327,0.02779363485408032,-0.010378574790464933,-0.03612278435288867,0.016050810001059686,-0.001826381769136394,-0.007515349848315388,0.039557469684281005,0.09933539744761784
NDP,-0.030054299682964008,0.016709446258445237,0.019141307561199365,0.038888552581546214,-0.02103601851835795,0.04542191720424691,0.041369180379604464,0.0961212615538139,0.03300688638769623,0.06951782857787696,0.06359543600833982,-0.007944387938281934
TNFSF18,0.021707461429107684,0.05836907973148034,-0.014339158775684578,,,,,,-0.017369585063198464,,-0.039456869628899015,0.011071142892967551
RTN4,-0.04968885886414693,-0.15169013589333544,-0.030699445701430413,-0.01250345910638132,-0.008272845533370503,-0.07148143948527963,-0.09744488185174083,-0.0769952062524677,-0.012572853931403095,-0.041472563816681934,0.07837286127528556,-0.21054406116353636
HEBP1,0.004044659341477682,0.0738079660298277,-0.016395924260893993,0.028674795432187285,0.00958776912621496,-0.019162847110119285,0.04765843353799839,-0.03434809386515504,0.02580272568677926,0.07544259295860209,0.05792513415558226,0.006317208590588533
WNT7B,-0.01630701992035409,-0.06496501356295055,-0.01932080651272666,-0.01291339576501893,-0.010624852917519058,-0.057311858546321454,0.015600664376613525,-0.054432777885452914,0.07733372678860591,0.02680881367620947,0.05908992634198477,-0.039074807302148
PTMA,0.025088829343727397,-0.12612206003009246,-0.042320445386566916,-0.01611827127976981,0.035658076963331085,-0.037837530929271126,-0.11220857342031981,0.008258745467549023,-0.036684087156270015,-0.08299449244337875,-0.06623812932356267,0.0626163955579772
FASLG,,,,,,,,,,,-0.019968596011427007,
CEACAM1,-0.015340651358695086,0.053001990332721474,0.05003111275605844,,,0.08753329959618023,-0.024907860189236266,-0.026370146699648277,-0.024958280326591187,-0.017930079221458357,-0.02692457745664612,
PDAP1,0.05782074096561708,0.13187644662698564,0.08408584931638405,-0.015778279474863443,-0.0006265115691658134,-0.11522940042333804,-0.05294172466399887,-0.016095527378940863,0.02954195218994073,0.05121814807680849,0.011024400781860738,0.08154961009576422
QDPR,0.02812473664932281,-0.12363626089388,-0.04214030230547174,-0.06310478294289373,-0.010926355110818724,-0.03817329572296918,0.10655632113719961,0.013604149860979005,-0.08383266608565004,0.059318860111821435,0.09623447145912288,-0.15526526110626027
POMC,-0.01559780884511606,0.004283553610148398,0.04962135249960648,-0.02537327960269626,0.0409660087959395,0.03685638916178996,0.08063141067714391,-0.04017888978527745,0.003784659363396214,0.020235759737796004,0.06342169143857464,-0.0357905340067169
CCL18,0.01654585117543813,,,,0.03845906237319771,-0.03700509992677491,-0.007316780396582943,-0.004144991450685603,,-0.06174663339524158,,
CCL17,,,-0.017883722741740844,-0.01598316397122768,,,-0.01767092122994213,-0.038066962263823764,-0.022206134502769478,,0.04559839381777674,
VEGFD,-0.019143689528147843,0.0450662984333604,0.009334644854531208,-0.01172384406409893,0.04075393844304991,-0.041690381548132836,,-0.026370146699648277,-0.002507756954812543,,,
TNFSF13,-0.014446442435333844,,,,,,-0.0082535530434852,0.01996667915057174,0.12654188088052945,-0.02013427724633105,0.03447496864725549,-0.009008723051397991
WNT5A,0.033110538744116125,0.09876677394784585,-0.006102934789462203,-0.028091883804791665,0.02348631407664206,-0.04510480920958131,-0.018928909684840026,0.028294807203137026,0.06381763152459113,0.052203641071279,0.03467833627331596,0.046590068749582714
CXCL8,-0.06470547263454633,-0.007162714086335056,0.023608760479169388,-0.010917753362176263,0.05171908774675792,-0.09462640041002919,-0.005646970367114602,-0.09277238916963926,0.06453106006965721,-0.022482473705166588,-0.0239838068624743,0.019370794848275547
GRN,-0.05307557309286904,0.13606919944014703,0.031173042505614857,-0.021607528722240612,-0.008932767758762318,0.03528487786661402,-0.0021357634715941597,-0.028560929429260036,0.02878556470912221,0.03230052611768739,0.03637347733240645,-0.049227691768455796
MIA,0.004391124885568751,0.11411448365725524,0.023291300888974294,-0.013333403604342337,0.07511695788737126,0.009560979043378274,0.1471018953811971,0.10923082805507886,0.009876248640333584,0.06643859748452152,0.025518233927976742,0.0779986696154012
COL4A4,0.06904060582695865,0.011311239602686755,-0.00349169326910375,-0.02239905768488204,,,0.04195539294987849,0.06558559236168206,0.028732526934769853,0.040133432838012434,0.03930685151023983,0.07675476033390233
TAC1,-0.07235590740017765,-0.08095936098889542,-0.032670490806607555,0.014600023325218895,,,,,,0.01926841839426883,0.11760103704887316,-0.11057485384998625
RARRES2,0.031000052693269883,0.1350313267184031,0.008991503970805009,-0.029845971381749832,0.10406764200143291,0.022632759417753213,0.010959341700978138,0.019580572071955616,0.022876820304834285,-0.01324408995809404,0.09150650373876527,0.01768749927137845
FGF7,,0.08606161456488984,-0.042563296048161725,-0.0012847082937212544,0.019294544127313518,0.09612538462919241,-0.04511452577059505,0.07058229931430261,0.003619065631403206,0.019934698158014023,0.11137283460910181,0.0052382893443578315
EFNA2,,,,,,,,-0.025063059666652926,,,,
HBEGF,-0.077242270811632,0.05645864363615983,0.0726261072008144,0.007324482257933133,0.02768642907310478,-0.17543566871491784,0.01004772429199241,0.03190317699635755,-0.03665724897074921,-0.0006461502154530216,0.12409972553020526,0.1954832791350693
CSF3,,-0.023969637107232693,,,0.08548621948597995,,0.018354964482138136,-0.0448745398919103,,-0.02570521778886145,0.07447537920191973,0.06923708069322632
PI3,0.015412719439764586,0.1337832159817926,,,,-0.059235490982574995,-0.04335452680998518,-0.07746221858400335,-0.018867732998817895,0.022073559250190364,-0.09539730938099489,0.03588196312801851
PCSK1N,0.025834644533160984,-0.034299738774033625,0.02131814452060389,0.017413571799013587,0.04477579977234586,-0.010264739023664414,-0.025112789403758624,-0.028925887239215277,0.05257437163203645,-0.005856601886000574,0.03805094141093406,-0.1419319174688878
NTS,,0.14322875365172047,-0.021329629735054388,-0.010264834097706465,,,-0.041224419754347284,0.07964780364396092,,0.010804445528472638,-0.06513688191081855,
SFRP1,0.03198029159048208,-0.0008826826860125982,0.014341654232058892,-0.01598316413219127,-0.01485518381036131,0.06310565688402253,0.030294686071311833,0.04613505571688472,0.04506409623971915,-0.09649758547528628,-0.05616967341315887,-0.011869751464566715
CXCL13,,,,,0.08811704741917768,,0.047255926074099563,-0.01104548938862935,,-0.041930559363276595,,0.0675898330358894
MICA,-0.04263699678923062,0.1151967937193897,-0.0009197766337724576,0.04361872396415613,0.03443715798019043,-0.010519193557045238,0.053912122485609726,0.03970251382534698,0.020801852951273025,0.03778704122764256,0.11234343530923546,0.11530945097621519
TG,-0.018012165369596017,-0.0025894100648947843,-0.0027764444836999584,-0.011566946357151907,-0.017869759321969162,0.04397332609134794,-0.02348023633108292,0.01914489045753662,,-0.02115578924153959,0.09361434896164536,-0.03430104308598981
ADA,-0.02095347506663156,0.0947774588508484,0.039973777291399566,-0.018785651098459876,0.016258136228052604,0.09881962291387197,0.047811749528327334,0.04075286644674045,0.01598806509461989,-0.04245648670525089,0.050262386809790324,0.022570464091031233
LAMC3,-0.06982153630492348,0.1107513852480371,0.027327273534438506,0.04099831977378956,-0.008620282858955127,0.03462548560098473,0.04995433202762488,0.0223124068467613,-0.016659631862460503,-0.001804706297213499,-0.005270082954441746,0.05319193499646435
CCL7,-0.012176999889243709,,,,,,0.08983707454326884,,,,0.008078172117521622,0.07450139816518736
NGF,-0.020907304111143877,,,,0.0038640106815277463,,0.0974709871515926,0.009419114802407995,,0.1902730080195487,0.06726117582653182,0.08261540151765942
TNFSF15,,,,,0.01069694940559125,,0.07777172046007035,,,-0.015962498942744062,-0.00850106397591916,0.03647389085440155
HMGB1,0.04050196579546612,0.06990864895429845,-0.05414716311237195,-0.0241311103320274,0.04417600452827409,0.0999403414541376,-0.08785628903468798,0.03367461761841547,-0.0512579671564452,-0.022272048117603485,0.0026459906388211947,0.02824908820582779
ITGB3BP,-0.004729768465851349,0.09519297447612485,0.03893629038547122,-0.0228034458579187,0.01890893899101311,0.03410107065556446,0.05569089927791957,0.0320528282072485,0.052536818653051105,-0.01248362189777787,0.07759502283660032,0.026652117674735153
AANAT,-0.01766697423810406,0.014160813937481876,-0.016202949762761355,-0.013333404345980288,,-0.008236094463522326,-0.023234500356100595,-0.021748314104529383,-0.009469497294781613,,0.04650264640914099,-0.006930588575797841
RELN,-0.019100449917990762,-0.06344356464525393,-0.03567366504807215,-0.020688061889122353,,,,,-0.03435077280207432,0.019842607414310414,,-0.05110443467412557
IL15,-0.03850333183094702,0.018759573207312998,-0.0337865680807981,-0.018452738223911653,-0.025189518114017227,0.016786394204809426,0.05524102584733949,0.12527009746108714,-0.017729082810855272,-0.03893744771409704,0.053113371515833806,0.09249588774814041
UTS2,,0.09683889273642515,,,,0.01248649036685246,0.11305597387056458,,,,,
BSG,0.04284730296625573,-0.052470252014853565,0.014845347025933714,-0.03615521561977971,0.04729743615158529,-0.06296722698760214,0.10014176180205042,-0.022237741861774574,0.07573686720423907,0.051066181318391135,0.14699097238726183,0.10729177121138389
ADAMTS3,-0.03398747519598081,0.15628916946735516,0.04257674033469414,-0.052895687607904335,0.01646579378122254,0.07086917057268002,0.08683975618976256,0.044764299050642796,0.0444696898203307,-0.010750463813445778,0.10510122128901198,0.04798042931445762
CD34,-0.004890532288489945,0.1322678979995677,0.0042530472789568,0.14054486577838274,-0.010569864004040684,0.04334497982714184,0.05059308726561916,0.05686910124143031,-0.020608703498718777,0.021169325601694614,0.028317713120010437,0.0562731765601674
CCL23,,0.007542731096922799,,,,,,,,,,
PLAT,-0.0044024029024176715,0.15412832432931525,0.09114298859813384,-0.010243487977134074,0.06552491432430761,0.06539842840380959,-0.002018298145587386,0.05920187086549214,0.050140697810125624,-0.07185517564588653,0.02070686194387498,0.11048177153648647
NTF3,,,,0.004888363040028392,-0.013687669566789722,,0.026161101051112173,0.014544289686776754,,-0.02564591428965635,,
LTA,,,-0.015605129232989868,,,,,,,,0.04798094526880215,
CKLF,0.05966150787365996,0.15080469930595877,0.00016336603506774945,-0.010792968393730826,0.011740483717273924,0.048986335235337214,0.025132251369676974,0.12169406571007348,-0.01987013412480283,-0.012257098403200745,0.07723958080973284,0.0652133509002934
APELA,,,,,0.041235481550278494,,,,,,,
CD24,0.061263749512394,0.05194192363169628,-0.005919130875399888,0.06963358632394936,0.020670725859726315,0.18166456517836999,-0.017977943428369447,0.06181809009849435,-0.009983193725319806,-0.04563700334933409,0.10400515763624422,-0.009065004476714355
HSP90AA1,-0.00457558162737126,-0.17855604849764933,0.025973563729826534,-0.018698990581187094,-0.05085743526267422,-0.09813220305810558,-0.14730780379512887,-0.10203556462409509,0.001668497078337723,-0.02870564146573527,-0.06296030388889867,-0.19146210922888554
BMP4,-0.00038543645869617416,0.012102350053680056,-0.01697254912231865,0.04702389945378909,0.021866717557328153,0.046504831819738406,0.09014045961225248,-0.0061652111861453755,-0.0028966825688566586,0.014194653653457087,0.09206666115740826,-0.02555672366606934
SCGB3A1,-0.012176998671559991,,,-0.011246856975721808,-0.024274436376828936,0.08887035182006724,0.11959593770661356,0.06552514801227438,,-0.010182476284449292,-0.0016675264565929697,-0.05442838946698461
IGFBP4,-0.048883666290472264,0.15647516809541964,0.022317148294970036,-0.018609604907482546,-0.052142357314741816,0.0026153390878215117,-0.02801889357022919,-0.04680663316325605,0.008937708613574867,0.03412369057622762,0.04822112398186409,0.07203467844919174
RSPO4,,,-0.018149715314053697,-0.011246855330614555,,,,,,0.061246270664300315,-0.008951275734089709,0.030959491008228018
LEFTY2,-0.06382611720373736,0.13052769455913912,-0.01991322479682655,-0.012332314422081799,0.0049238885998969875,0.10097646044317951,-0.02248245831439821,-0.014989050164849745,0.0674596916578189,0.13623746813720478,0.048129158084693216,0.10576048340324477
PF4,-0.012631681427538689,,,,,,,0.04898700074514813,,,-0.0159680333507552,-0.048217908883181455
ANGPTL2,0.005299171280062572,0.10525742674881819,0.031065577631612128,-0.0035984765724744214,-0.06915307248671573,0.06572844252454786,0.039227119523606545,0.06177639767646285,0.03921371538464002,-0.09813209197390765,0.06077921583862528,0.0629768500444887
