,UKF266,UKF275,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
VEGFC,-0.01546215722440329,-0.02652285099114211,0.009002708678161615,-0.03208661764496946,0.019072315814319438,-0.028080786843890922
WNT6,0.0864249512979786,0.031978670082536305,,0.006190527933164903,,-0.02438092073131309
NRG4,-0.017890618772708474,-0.01892289632129595,0.0939587822001132,,-0.0186747915991084,-0.01619049503231876
PMCH,,0.024273181751972565,,,,0.0160685540701866
COL9A1,0.11292122453544325,-0.0059412570945918935,0.04082170710649543,-0.059099216924628245,-0.009494241817439087,0.042528489613529785
GDF11,0.023237140504575676,-0.03405672191130524,0.02609890511191388,-0.010941082052906078,-0.025124501938973604,0.06083212040540959
RAET1E,,,,,,-0.017760858013883416
SORBS1,0.06353525259007607,-0.0209549971325347,-0.01597864642525093,0.061277732463243785,0.02174954474300953,0.02249136218241624
DLL1,0.08095667270710726,-0.009920986676806926,0.02786323513165219,0.018732908503890373,0.01055202423190865,0.02611412153496775
TLN1,0.029249005153104645,0.012981185164943015,-0.021226342254001194,0.051070056251112876,-0.01728226740113687,0.0027318661249589914
COL2A1,-0.01583278760601132,,,,,0.011330857595094439
SHH,-0.01728155147221974,-0.010193283761538633,,,0.04075047130072795,0.016394891512781846
PON2,0.05891348729630135,-0.0190978499709916,-0.07594536157890919,0.010700197557954346,0.01442881229443989,0.09210070002980689
ICAM5,0.014086215249738267,0.036799222061324306,,,,0.02592353071388649
HPX,0.08639820980168063,0.051536015856630715,-0.04046817475324127,-0.04056870832389186,0.05680695278412432,-0.0007420696587874291
SFRP2,-0.023752265262261794,-0.016109836067566764,,-0.03453807713976448,-0.03790219817572957,-0.02726834762079075
CFC1,-0.009980437059044812,-0.012395959453734524,,,,
CD70,,-0.010986108698090701,-0.03376086600972582,,,-0.007753236926260726
HP,,0.027149866114853233,0.07319445568619953,0.03360041735597669,-0.023917599758913693,-0.024219209744480264
CXCL2,0.078952611637764,0.007648602419854864,0.08983556799772009,,0.009779040331847311,0.04449044894636871
NPPB,,-0.01085440622509668,,,,-0.016423454071287053
CCK,-0.06310124099257504,0.01654141039536009,,-0.030809909453100883,-0.004276291094035912,0.01770747941953913
SEMA6A,0.02878896463656558,-0.041109151820118046,-0.058345963189009496,0.07024046771526743,-0.06121049736735141,0.030903134343927448
IRAK4,0.07286248833608124,0.008927673023544318,0.06604817484864131,0.03405856080742124,0.0017095513732028967,0.06601044825723722
GSTP1,0.0455101219791015,0.043140099570170704,0.012314910540022669,-0.020668275936004402,-0.02168015404399283,0.04648285574263043
VCAM1,0.011950593450267387,0.02165167646248375,-0.06343940297732593,0.04180636137139982,-0.017958308896836347,0.077440100659325
NXPH3,0.15403539586385914,-0.026954523980856685,-0.009672645514135799,0.11185648067028062,-0.03284618379990055,0.03674185942044684
MTMR4,0.025182273342425874,-0.03452718914356878,-0.021013024781787962,-0.01036038002071699,-0.07560786169435195,-0.032638952238165604
LAMC2,-0.020023970982589918,-0.01366448647441002,0.029861769159378666,,-0.01805563674488895,0.009932907850465755
IL10,,0.020606788348409087,-0.01582808381768943,0.0280564279088952,0.18006388820840544,0.11711633358596152
SEMA4D,0.013169014056310267,0.022913850491393956,0.06983122577982864,-0.047019654219663864,0.04684311177555826,0.08401199907115749
TRH,0.17469129798716662,-0.036008118288042075,,,0.058107989708455016,-0.018395369940880864
SEMA6D,0.03564085587908318,-0.05040228501496657,-0.04519627359565991,0.03664394252294709,0.02725390421764742,0.026878010101824674
CEL,,,-0.055060796192743226,-0.034221671734060995,-0.006254768410931196,0.03015738317712491
PDCD1LG2,-0.014061846991855337,0.02372424953265936,0.026390948396133755,0.07527425781370278,-0.005857402754368452,0.06613511384663862
SPINT1,0.12462367008817783,-0.023739059244108608,0.014769505599210015,-0.034124459709064824,0.009851972895087421,0.029100136896235924
CTHRC1,0.08974608146271759,-0.008877110229136786,0.03841139157675262,-0.02431397449128478,-0.0015878320171087926,0.002789871744296233
PODXL,0.07126741861913004,-0.026300726483188396,0.01302675574285343,0.05528470675376161,0.00365142786105685,0.0049626438847741525
JAM3,0.04461907390708508,0.02013831049600904,-0.019882830494589287,-0.07974901561107557,-0.050607661672420715,-0.020063316199764526
TGFB2,-0.01310481083168044,0.014515583530475712,-0.12104569576736689,0.07241972348592658,0.10894520699874259,0.018243972795019388
COL18A1,0.06723729804924758,0.009302644834752075,0.022519014439146993,0.028648458305772725,0.038114727500552385,-0.023554221955804644
NODAL,0.10045227040100797,,-0.08424893449221998,-0.014530215820690334,0.11158067402348859,0.042367667923276266
INHBB,0.0034105393356257158,-0.030877897760949954,0.14080486448101717,0.08523573957582296,0.046288291446149744,0.028080208313973423
LCN1,,,,,,0.07029680669250732
ARF4,0.016716761404106325,0.03025449579361938,0.13980973393345847,-0.015268421579771074,-0.005069904256848481,0.0037299815372642915
CXCL14,-0.03726782569569327,0.005545501994743438,0.05640559063925903,0.07539416152261517,0.07552347588170712,0.03108399922365642
LIF,-0.01774015155819231,0.03263081501415738,0.10169451264044789,0.12747273841776147,-0.026255585101716054,0.01414344180336026
IL17B,,,-0.029703995329895212,,,0.0490317017235914
MMP1,,,,,,0.030351831427466273
MATN1,0.1310547193428238,-0.01099072905578017,0.08337884845319472,,-0.01826414913252235,-0.022372700705384472
ADAM28,0.07687211105716107,-0.007968587252925884,-0.07727836721830043,0.014287680298339794,-0.016923664969774942,0.10199733076752016
TCN2,0.026824144615809446,-0.04109290975362922,0.029023140297442712,0.03101285241728237,0.05519384788936276,0.06515388259359291
THPO,0.023226625665312407,-0.010326122388251176,0.030663319794311434,0.02836284279897109,,0.010882920938437898
CUBN,0.007448495276200497,-0.04046040862243936,0.012662808064944473,0.07447928518567885,0.09734498056049902,0.019416347024503115
TIMP3,0.013179782847991912,-0.01955377037965246,-0.01281715981841379,-0.017992862610235135,0.011992004487994526,-0.03318781237872224
PIGF,0.12782800944870717,0.01141163281445193,0.051148442615430174,0.03860994435685241,-0.09091174178596302,0.01461255401813796
CRH,-0.014432372745435816,0.01557386592703026,,,-0.013364066372605798,0.11138853021279956
BDNF,0.010591376001064584,0.03098024895693373,,,0.05623598716963568,-0.0030867345269107297
CCL5,-0.003945096707700811,-0.05667830334810513,-0.022462455541553017,-0.04550937943638295,-0.03892560442547864,0.016084480608582453
GAD1,-0.06273361405240643,0.009598537856099399,0.02130718588166149,0.038604026159268404,0.06333685712957489,0.0019354241690066898
COL14A1,-0.022342393010619965,-0.023874241952780394,0.04934704055154024,0.006530925988978347,0.006447458928706062,-0.02702542841986232
HLA-A,0.041632202684914875,0.013904617243219541,0.030055187584001546,0.00951900230830189,0.05435989654253402,0.014346447554196133
CD5L,,,,-0.029145933830939077,,
FGF18,-0.020023968065696972,0.08085974965424197,,,,-0.018395371416726963
ADM,0.07049733330329565,0.0648509828369825,-0.09229091748052971,-0.017689478575725188,0.036541816902276064,0.014128875646080475
CCL15,,,,,,-0.015954304201634874
GNAI2,0.05975746898427427,-0.006859255444546655,-0.04247792644514815,0.11787438607931415,-0.011743745733250611,0.007059385190537799
HDC,,,0.014181239802814504,,,0.0051559015262100435
COL11A1,0.09047318443533874,-0.022492768137904438,,-0.04597696326012715,0.012587661217875924,-0.02086368762377365
NUCB2,-0.039039286496236184,-0.04249285494618754,0.015091913085736037,0.04271366168804901,-0.031563447584930765,-0.017774728086894533
CXCL1,,-0.0248691323881074,0.11643980856592512,,0.010599591299258828,-0.01780064624326429
VCAN,0.07695158603288152,0.002410147302651134,-0.18033103488068294,0.02462922377896158,-0.07411189848904168,-0.03863737046602811
MMP7,0.023041159112268356,-0.01085440616579225,,,,0.03246841881327779
PTPN6,0.0724932075713154,0.01890470971123383,0.06034264079726893,0.004109044412296225,0.02696355963190234,0.047391633020165004
PTGS2,0.02623287623839834,-0.019707813308507034,-0.03889510642858551,-0.045030444123340896,-0.022579139986335105,-0.03818992308314436
XCL1,,0.10365957891298366,,,,
CD58,0.05269299482570229,-0.0545874122839192,0.060639975234834005,0.0398103077358978,-0.021722779070606626,0.004661937198644082
TNFSF14,,-0.02874838527869583,,0.0054286331578885716,-0.03800280592320006,0.07184231055912745
CNTN4,-0.008494665039962488,-0.030069500409221375,,-0.045268481314879545,-0.022920094424374857,-0.02714724076160952
INSL3,,0.07487990042670398,,,,-0.0031559591827822857
BTLA,,,,-0.03270878411321401,,-0.021123082008064224
MFNG,0.07111471109069441,0.01918460739010515,-0.048103847331080314,0.034397468312178894,0.021376737906864878,-0.013415293924575014
ICAM1,0.041536836612076224,-0.0093268767220272,0.10929454962997419,0.02059890840893208,0.060288816365244954,0.031378771300709776
PROS1,0.04945036548925098,-0.005961769246414768,0.04390213492708988,0.06859445052909235,0.006266002111801768,0.021076335283738
CLCF1,-0.016491237783215255,0.029785434305721423,0.018358626765720035,0.016168463279400858,0.08261511070637115,0.03166792477868859
PSAP,-0.0917536254319797,-0.058048376843498575,-0.03322702106043914,0.04716714042689042,0.009309161051673823,0.04872363689617427
EFEMP1,0.0887716219890174,-0.04368610962870439,0.02930348433728558,0.10995541924245039,0.0004886069189523755,0.044771724575838244
C1QTNF1,0.025620891337761405,0.020910551986278808,-0.04706468303853351,0.0035430217053000197,0.047644898299069136,-0.04245769582315757
ALB,0.09040373574255615,-0.013664486124634685,0.0513631147980209,0.05047426456216686,-0.05202451206958198,-0.00816210541836548
EFNA3,-0.06124423591036702,0.03596755567017756,-0.074863072306724,0.03328835198625484,0.1594881757826647,0.009268103950259145
DRAXIN,0.08263807381184843,0.018606987152016558,-0.017900081617908355,-0.0340981154436723,-0.026616291909965718,0.05663608725497011
NPTX2,-0.06807279980633074,-0.04658146298538476,,0.09159252052104534,0.026119642834771604,0.02389100334121781
FGF11,0.04296199583890515,0.06381065117968263,-0.09328021989015521,0.019244235850951523,0.03082261905880118,0.006349656951159853
CD59,-0.022241942152979286,0.0226472018436468,-0.017487760661441646,-0.0014539219137536528,0.010860206899978726,-0.0063315796713966305
COL9A2,0.05909834061308153,-0.04210021173282752,0.05644538065838166,0.04749560546837241,0.0825005678156823,0.03237600600439151
DLL3,0.09712362010022198,-0.03842155954386853,0.06812438385354797,-0.01987800453213089,0.007198376094218576,0.040403254028882736
FGF5,,,,,,0.09672873210370748
LIN7C,-0.04069247287958046,0.015498438482120831,-0.019216057387679952,-0.022960564483306547,-0.0060604319706586375,0.00888513672073015
GDF7,-0.024239797811367418,0.03624623142051762,,0.02081637351851303,0.0030567564461853863,-0.031160935036815232
PSPN,0.12162818849452159,0.03279210633251557,-0.04972332064011548,-0.025332848892840532,-0.004838647563149487,0.016286644801785256
ANGPT1,-0.029209081192209132,-0.0020080721835844372,-0.035428746583042695,0.03947750481108291,0.01689182669138886,0.0029327968950583197
PNOC,-0.016306028178782805,-0.025326696594805215,,,,0.03294564275217272
L1CAM,0.050566464475788206,-0.010914694968973395,0.00032455169253787244,-0.014784173404810442,-0.010793596138659083,0.032591665285447054
APOA1,0.01926198500453806,0.05244879941882508,-0.06182830131114778,-0.03264307393936255,0.03406002139809432,0.05083514270937749
PSEN1,-0.030423267414219426,-0.041036920335497364,-0.056111837571730425,0.015479361180451462,0.01845463789695033,0.006551624538711429
CALM2,-0.04708518184587057,-0.026093552711753187,-0.03710862824097726,0.002847443861699704,-0.007124079317839963,0.02166842024237371
CLEC2B,-0.0011990170087128713,0.006518171599351581,-0.02431751086446496,-0.009272427698607387,-0.0022478044629246413,0.06744943621474617
NTNG1,-0.036825975402286486,0.01619063919045431,-0.028734596413714827,-0.00268863725546493,0.060434707690571715,0.06152975149177936
LRIG1,0.019669357171947684,-0.028055599096310946,0.04019660216447544,0.10106819330033552,0.06092657835731589,0.012755229187257624
CPAMD8,-0.03376120328872889,-0.013883435398849526,-0.03704312417709083,0.021451272103336746,-0.023143410862733,0.013017967769423853
GHRL,-0.018039934009741635,0.059762476930265866,0.007248745842684071,-0.0209321264805211,-0.03673489082484078,0.047595917878999035
NPY,-0.03985531698396277,-0.041309744555708496,,-0.0330160182412856,-0.019026388159704973,-0.027584969613574754
MMP2,0.04038173185173313,-0.03057116766347092,0.0050967987529100065,0.061853450210949616,0.030041507077592088,-0.0005661887884261859
PPY,,-0.010146532598476986,,,,-0.003610333376101817
ALKAL2,0.009063996211519789,-0.002087865610119576,,0.13181637187112322,-0.03221920747783219,-0.046486504082655984
CSF1,0.044061434410843356,0.015866916507657893,0.03704716792070038,-0.0162919036439682,0.009587522924832685,0.06484606654345382
SEMA4C,0.013185147902787934,-0.01700630842122085,-0.0024502980702366143,0.030860038670729662,0.04905484230886237,0.01713787176707182
BMP8A,,,,,,0.022293465932270745
ICAM2,0.01525220352570039,-0.002610961709721675,0.0019576335078654544,-0.026863216929736228,-0.007329849812134619,0.00519345939335827
SYTL3,0.03938674157162733,0.039060624673327674,-0.05780963014153403,0.11790668806804254,-0.005478091070250783,0.0704134543142719
IL1A,-0.008863967905577719,0.044109469179134476,0.04626776598302563,0.02893907426755893,0.057452748387425305,0.07805748730837303
HLA-G,-0.013092263739684345,,-0.03245777187548856,,,
PGF,0.05074754225254349,-0.023188474916052023,-0.0958933413626884,0.0002994789847254221,0.0725100333614605,0.007243872579722185
LGALS8,-0.004820175918000048,-0.05667088104682684,0.06716586524973964,0.11667223954126635,0.020249798622237865,-0.0069698810225110475
DKK3,-0.06497275292510662,-0.006852168322359703,-0.01092698499519218,0.03242151841806967,0.012072605333266404,0.06464566450360552
COL16A1,-0.009466423732077,-0.03950821877062682,0.020075748597351832,0.02807448118001261,0.030608277947027203,0.0282657723163043
TPH1,-0.013873079156033235,0.0597160011477658,0.0888890330945999,,-0.021479048883667244,0.055773276707058596
TNC,0.056864484217908205,0.05264742173196635,-0.011116298932166153,0.0766832233178271,0.050404803881087416,0.040916739004214185
TNFSF9,0.017359462696829187,0.04718789579810869,-0.03156327210884469,0.014257139603791363,0.03153377645324863,-0.031029707482156287
C4A,,-0.012028205458550783,,,-0.024880661597934957,-0.026403981430526687
CNTN2,0.01602638572091408,0.01416429515176421,0.005144319150558337,-0.005476972100310442,-0.03986915050476902,-0.017628340969393502
F7,-0.012048808834819137,,,,,
LUM,-0.004978407592689446,-0.02394159853832488,0.004847889445959697,-0.011855778705841908,0.11757468893238548,-0.022176971358507904
BTC,,,-0.0647833416585629,,-0.02134854664104604,0.06797808045395232
APOC1,0.04056168614195421,-0.009819223296487902,0.15809248998185377,-0.008829672796501119,0.02598226941168727,0.07051310573288318
PKM,-0.0033082936475752017,0.02032484128996361,-0.04396088443048735,-0.012182065557966401,0.025638063205763017,0.01433810851078028
TNF,0.02115941723365348,0.016233271251399978,0.16913574738412374,-0.04082640581712682,,0.0004985480281196989
GNAS,-0.037399458270913864,-0.041503125493700006,-0.07853557746504126,-0.0016050655773727622,-0.020003471746599888,-0.033420454267808014
BMP8B,0.03812476910301165,0.025617752851348343,-0.030277405786417015,0.02113259598506368,-0.03151477926111166,0.03454671275942206
LIPH,,-0.00969802170799653,,,,0.062482536992822975
CCL28,-0.025910603339892844,-0.014933358006144617,,,-0.017198469944417642,-0.015224969848112984
PTPN11,0.08172731944908215,-0.0017402023405800866,0.014493920880830534,0.01157568736045898,-0.03132720882218158,0.0029799389142809826
ADAM12,0.020311537741664578,-0.006194314967784846,0.011915429968496982,-0.0639997897139199,0.026594290505259143,-0.03357800659932436
EPO,,-0.010146533041375137,-0.04436282242201997,0.011884173471277919,,0.08567220857528222
EDN3,-0.01728154801827128,0.037670046392726676,,0.030226101429044635,0.04674784927950691,-0.02941800266540178
CCL22,,-0.020430264015683652,,,-0.021348547585850027,-0.025018549963741393
CCL2,0.019965401501984205,-0.03346141821554934,0.1749172558270922,0.038474810527060053,0.02605289465256371,0.02444146503109603
DSCAM,0.01697631837787547,-0.03135838667691088,0.010828125753078335,0.16690688954456392,-0.011490104417049797,-0.061480519384720086
ANG,-0.0020907123671541363,-0.0019022219251683904,-0.07914807856072911,-0.039340870652537975,-0.02119087002174423,0.010766382127845002
FBLN2,0.018406178108187694,-0.03550466277991302,,-0.04597691907624637,0.055590529787370294,-0.023084684475852577
VTN,-0.01387307461952384,-0.016669614310213555,-0.006450440811985655,,,-0.009717502325266338
VEGFA,0.07473701961797329,0.0055387932028169795,-0.12790425042619777,0.026755251040997137,0.02649149639849648,-0.06918346658124234
F10,-0.024124961579884207,-0.011125454178184658,0.03406815868899146,,-0.0184705141252578,-0.028584225039276198
SERPINA1,-0.0005239711797107887,0.03535455304205526,0.03567123650498986,0.04746487139347971,0.06376902035563824,0.050978465035951645
VWF,-0.043169866475211906,-0.06793418818047735,-0.07268108156592061,0.026312356325404174,0.030486374044292063,-0.014903669325326836
GDNF,0.011978042571224541,,-0.02024730881633083,-0.028456451908597847,,
VASP,0.08690478555611882,-0.025780664066135543,0.03112899296847219,0.04375500014184677,0.051005954440601145,0.024982488373452443
ADAM15,0.08116867276111304,-0.031314529720542085,0.032626509056675364,-0.01941307196804504,-0.02058732340930959,-0.017371027262844545
WNT2,-0.022829438453481933,,,,,-0.03937307156134526
CALCB,-0.014061845239261073,,,,,
OLFM2,0.03773617394936307,-0.028297603122866097,0.07057292727945642,0.010110508854685427,0.06833632247589005,0.011655010664219518
MFAP2,0.06067048991379044,-0.026646736518258336,-0.05296947194188034,-0.0451642857528618,0.057025867644999284,-0.00943556903582312
HLA-C,0.020439273780442396,0.03585503370720913,0.06480395369954722,-0.02279710928259176,0.03281033262503713,0.0324791962230843
THBS1,0.014330195171922378,0.006052230873604327,0.04456318650459647,0.06453630145069729,0.07810041561579974,0.0038475119749782527
HSPA4,0.029543531512380733,-0.05697182607045267,0.05562713678969914,0.03915245637720269,1.989814748155233e-05,0.0037320501298432848
LMAN1,0.0398734983107822,0.016708824793315775,-0.07648374062313092,-0.012559140440283985,-0.009899289215270564,-0.010278621997482716
LYPD3,-0.017435648599938507,-0.014205962392831088,0.008245955815582654,-0.03624964110278633,,-0.008418859971296945
APOE,0.017985594770609997,-0.0697665181335316,-0.08245841669071372,0.02323635007980449,0.04672181237743582,0.031298977061459496
SOSTDC1,0.007819996244516621,-0.0245411002879967,,,,0.003361004345171253
ANXA1,0.012824489001228352,-0.03899076517608725,0.06672931684163164,0.07266466355249229,0.038109799731970255,-0.000799730410948028
WNT2B,0.0033851929480513063,0.0013930662064019362,-0.0894552917290872,-0.03128821252594409,-0.004533720294143915,-0.02210771181949718
AMH,0.07826236307540568,-0.014625713725783527,0.10228159435685749,0.00976484283976273,-0.017198467751247143,0.020051911938880465
GDF10,-0.029110558857270166,-0.013664485743061627,-0.028238777780747987,,-0.02170639777920805,-0.03303145051530307
EFNB3,-0.034827225536518104,0.01836398100619795,0.02314744385795141,0.03486813086072617,0.019934989054098504,0.03908112876654703
LTB,-0.014432367947731919,-0.017654183529369285,0.011851136957983316,-0.04828329353748367,0.013094166045037627,-0.009545823751452801
ANGPT2,0.07038960151326355,-0.0012431077195937527,-0.0022337599512385013,0.0012144017822055004,0.0809562661585895,-0.008747037291982623
