,UKF243,UKF259,UKF260,UKF266,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
CXCL12,0.0479053955084897,0.08554278898569521,-0.01017172091498602,0.024104302749929273,-0.01736111130590205,0.049198435509604226,0.07414988307377139,-0.06529172826129402,0.031157824536611776,0.014568111592632148,0.11383874628043199,0.0033700604187158595
MMP9,-0.02449812108788093,0.12311636594323698,0.07304093245706458,0.1407240904036265,0.03169601728681632,0.036699963474468654,-0.06772721417249877,-0.002723752428809268,0.02485996123723794,-0.006453886948759285,0.03401993811729588,0.048763594899377344
TNFSF14,0.01596878050466456,0.011739149649866183,0.16389865948513505,,,0.023085218944699826,,-0.04024875581667085,0.04429341651016235,-0.017376867564789834,0.023344694643195305,0.01505336856572237
HBEGF,0.08519009360201187,0.014760932047164388,0.057247454026222215,0.06456720165245977,0.020171045787093844,-0.0008508814922997072,0.08532517869979356,-0.005252433759342865,0.03393120591626845,0.012763543899208446,0.10196591705853962,0.20413072159670217
NUCB2,-0.009218634761827715,0.07002665089943427,0.008943132022924705,0.04035589552318811,0.018100677534820725,-0.0023464433978615602,0.03519428048716582,0.07515202239119119,0.07863124631116568,0.011100805916386925,0.017360779879602713,0.041670224918789196
VCAN,0.014493485320355203,-0.02306547209380396,-0.046256104872915,0.11545505276878879,0.03067854730687064,-0.02679950473412023,-0.09024445208803598,-0.03580767993097017,-0.062303819085344866,0.029284594239277206,0.07305281230306102,0.14429290477539958
VEGFC,-0.025322883686056077,0.0740310912080414,-0.02584359714322069,-0.00582387545492082,-0.020090062872840778,0.011814045248409968,0.02711699842134752,-0.0180767384263969,-0.007253471363480762,-0.02701432386013726,0.07834285671144933,0.09451311394549612
LMAN1,-0.041851413344751925,0.055251196324732764,0.03797435065761497,0.03558508897057935,0.010685249318003767,-0.013645034882324854,-0.016735991496627165,0.0453875381491379,-0.017213262141833448,0.0548201459291519,0.08585205258464867,0.09389644349203798
IRAK4,-0.04114809385791716,-0.055749903102633176,0.03398572868466692,0.09246770787882543,0.03742954453183629,-0.005967278166194375,0.05131422774417188,0.008560384822125613,-0.018556429973953174,-0.029872009731427823,0.030486233398417717,0.05934592886569224
MICB,0.0186028457222409,-0.013841504030174907,-0.01744749512900033,0.0021078982290332767,0.06812396478334704,0.000890032939004139,0.0584260066984517,0.014740351638602524,0.016617224080923705,0.037532664706823246,0.046040157971870874,0.11755463807882564
COL1A2,0.05030166901567014,0.050464074770162494,0.006840477838899038,0.13422245175438824,-0.07617104132527157,0.07842154516841243,0.018729405464463025,0.09391219721596829,0.09507967431347787,0.032755256138054405,0.10185083103220514,0.07091948244552436
ICOSLG,-0.014088972223361083,0.009458329554876521,0.024770869094002116,0.06405208829610338,-0.04172992140467033,0.0016045828084871505,-0.02328661578861262,0.008144498609624738,-0.003267951223132096,-0.032093280605805304,0.07823984248660257,0.0823048523451391
GNAS,0.04650997473648676,0.025047696760189385,-0.03517987111385105,-0.08685859251551468,-0.03206959976556369,-0.02614347248716136,0.07117581722956225,0.017402709853347374,-0.01410474063790363,-0.016131925445504534,-0.06754099510591406,-0.1341673571120536
C4B,-0.026904293357809483,-0.019694661904868592,,,-0.016257460786673793,0.019744580403766622,,,,-0.015280422662845954,-0.009796799289056893,
COL2A1,-0.02449813129935173,,-0.014994986296820806,-0.022250826788794677,,,,,0.05536593521202996,-0.02535214986516085,0.07292933651102394,0.0025157168824537757
GSTM2,-0.0261694751843854,0.014168635707782304,-0.005387694539848791,-0.016932963752910354,0.0681486645809696,0.05325408035603909,-0.028993043565082824,0.0724356695497865,-0.02554693139847997,-0.021641260167986533,0.040162317029298095,0.031328702997510685
NLGN1,0.025629913198388785,-0.015361008615338739,-0.02283908764803029,0.06688732041298227,0.04966449033441495,-0.014463899056621302,-0.03578084637370194,0.03775588968424478,-0.01613036488033876,-0.04807079457163179,-0.037025796103141766,0.05989085807845712
SCGB3A2,,,,,,-0.02512540505273545,,,0.08691081993593781,-0.021319170066596817,0.04468828414001621,0.10665190146562889
LEFTY2,0.024567389087304835,0.003424204017861121,0.005565678749058217,0.010845710731068678,-0.018821765019750848,0.02737320420183257,,-0.032901401716982394,-0.00290825502888713,-0.003790901331359529,0.006059456833434649,0.06687538880810479
ACE,0.14428854520761286,0.052520295834141396,0.06621219153303437,0.123749101927834,0.016147810846679017,0.08280268488769893,-0.011388129565501007,0.09719776217530945,0.06469947269063674,0.006556043548060971,0.08814992317071307,-0.0316873979278919
RPH3A,0.05028919350361802,-0.008345361697073532,-0.0022529190240223994,-0.029475970384166803,,-0.07086934846592713,,-0.01216960504920849,0.021194617208348546,0.03899390682264246,-0.058611395323840576,-0.08620240912592171
NCAM1,0.024460446126477232,-0.0020019329163421186,-0.011167694739221457,-0.05329537247992809,-0.03536431658925663,-0.056809461883729276,-0.09542737748060177,-0.03580615606087649,-0.0789231910851917,-0.03424515791979627,-0.036990628361511214,-0.1394365489988417
GIP,,,,,-0.02047163574831985,,,,,,,
EFNB2,0.0067133731157595295,0.05953476425659578,0.043563012609189024,-0.04999871550763648,0.062430267637057356,0.02567453431598247,-0.08764662251177247,0.056512254677984305,0.01627824867880871,-0.09191806025452748,-0.022874887875119192,0.08735341369953381
ICAM5,0.02419796436913307,0.0991195563573769,-0.02183855821107571,0.06742272893369262,-0.014821547095750056,,,,-0.03774009932671968,0.04874586715813269,0.03221787065920838,-0.05029569656483102
CCL5,0.037154063418314835,0.007415576250180943,0.09254866951947674,0.0318169737528998,0.037857917037197604,-0.027321275611381774,-0.04383422380889623,0.032633744470443656,-0.034321071865321906,0.007385308612693889,0.12263330233715337,-0.003663766105486843
PSPN,0.01359320130239186,0.05514610408296798,0.03657096489109033,-0.021253835365900097,-0.00709181797696131,0.0627670542097313,0.025875672990935388,0.027636629442591487,-0.00610487393776324,-0.038605754557617195,0.0555964254787185,-0.011989501793901482
PENK,-0.026524755318782157,-0.01220247607202569,0.050963860110252855,-0.005489750646929215,,-0.00515928889884582,,,,-0.017127586164068537,0.15244369273119912,-0.02155486433314487
EGF,0.0854826389340168,0.02092821224321655,0.028220718962020656,0.11319035567753942,0.03747820946476929,0.020693840792972866,-0.013011332457709014,0.064941844817222,0.055827556187708474,-0.016618924564140717,-0.07846516825964252,0.0007438598035302181
SERPINC1,,,,,,,,,,-0.012876850821175708,,
UTS2B,-0.01991869737350249,-0.014646522521410561,0.06871764549138051,0.041482845686161354,,,0.026771728841564684,,,,0.05868328729220124,
F10,,,0.053628525481232855,-0.011904231735412774,0.028143529088549713,-0.0032175079062121826,-0.04397966403094677,,,-0.006564032869502893,0.013549478844876376,-0.0037737559797296604
FN1,-0.05195187053180444,0.06524397465074937,0.03389621964749585,0.18512490358168518,-0.07513138960478451,0.10120762216080399,-0.004172845326806877,0.08825027565824807,0.04875891863426134,0.05120293277204096,0.07971593469763569,0.14961371331948042
FGF2,0.05751599578898001,0.009189081985037914,-0.009561325417741205,-0.04352515848624289,0.04712064251538403,-0.042618621460671746,-0.007422475124455899,-0.012457870791058635,0.022805465653679424,0.022100862962358248,-0.02036612481460491,0.05308740118464069
GDF9,0.01908801960364897,0.038206129742382695,-0.04448269209979245,0.03274427130723508,0.10183345001710915,-0.037314798643818925,-0.02764943028975876,-0.03990920036860493,-0.005600596076029392,-0.029410053655229435,0.054451060173260325,0.09713524045884911
CSF1,0.03829940518344416,-0.03874945054884335,0.02436666989327369,0.0646714201485451,0.06442224941481073,0.03467747403112028,0.09523312118236381,-0.027260294528499537,0.050695702081636755,-0.04299440914915111,0.013582250728269853,0.047439607814114874
GZMB,,-0.014242760277987293,0.00784358806429261,-0.013667212649856706,0.01610853164404545,,,,0.0582427023926366,0.028906828723241604,0.10415477094241588,-0.051312721614648046
WNT11,,-0.019795700706692097,,,-0.01899262673894655,,,,-0.0006498620799791468,-0.00046638307149022944,0.11149340313118206,0.03831551990679174
GDNF,,-0.014378530541263994,,0.08384436228013961,-0.03452676695196773,,0.058101034017458156,-0.03290142597057658,-0.03454422522133799,-0.018925325666883874,,
FASLG,,,,,,,,,,,-0.0017281394668773324,
SHBG,-0.033416420622987345,-0.023436030413609258,-0.03173728698643791,-0.02177444369643659,,0.04389534837315765,0.050324176318033806,-0.044776287369009085,-0.0041827948489204314,-0.019153669837384556,-0.003469900513049725,6.511190949449361e-05
EFNA5,0.032811394901753235,-0.027877290185242872,-0.02857281821408447,-0.0385418013723902,-0.027458363057145455,0.0691534138258478,-0.05454935213830382,-0.029074770270842563,-0.035867670613175674,-0.05499131245604443,0.015042882747118234,0.06674351210389455
THBS1,0.009869114576764143,0.01453589330200932,0.07630882139808026,-0.008167056891641601,0.0260825818450287,0.0579324848288739,0.04971045973764743,0.07317527862868595,-0.011657421710840256,0.0300024563945217,0.11100866153697457,0.13554143518921363
PODXL,0.06401843606394338,0.023836377549276564,0.038941861473812796,0.08798010600923492,0.061462785892255435,0.048870411781091035,-0.06595887043245821,0.07125320211894422,0.06446899844009744,-0.031883520562218846,0.026803922692558314,0.03777920370012045
LCN2,0.08826866942468727,0.01576615228150901,,,,,,,0.0403056107148783,,,
C5,-0.038197084106957185,-0.01727135933631351,0.005837743289933305,0.03395447540618982,0.0669306054426943,0.0705811656041553,0.024319390294856382,-0.0005876333527195064,0.025633739180425455,0.03253662928367524,0.05709135209757517,0.04504438133581109
DLK1,,-0.02437753111406418,0.0885136256082767,0.05173496350417908,-0.02456007259830673,0.04771799299125471,,,,,,-0.06572023724896518
CXCL5,-0.02449811589561254,-0.011206918783547414,0.0057621057233207575,-0.017235799698201236,0.08180684419738928,0.17580647429915344,,,0.03092048158272351,0.052118794970626256,0.010662172388769226,0.13293401697083684
BCAN,0.07852108586344689,-0.02865882677499171,-0.09352677506326505,0.0972729370900334,-0.019162093047528375,-0.06910048212996908,0.1130347612788313,0.13891381097271438,-0.006512676023820134,-0.006440219632703626,-0.1169502987261982,-0.11971772371042835
RELN,-0.03255436118568561,-0.021165237575030353,0.023614699300766737,-0.03503015295190821,,,0.028554712369568164,,,-0.013670360324879638,,-0.07352068394547086
COL4A3,-0.02157420285248715,-0.05008014863776485,-0.07914101223083589,,,,,,,0.020910644112403908,-0.027091035820915172,-0.044146740088084314
GNB3,0.05045355888780974,-0.004840714588683333,-0.001648963076413015,0.0016770795250703873,-0.010876124065075396,-0.03967418636779354,0.008277882512274138,0.030688420816301278,0.042520097222826486,0.03347664821287798,0.04229806533093151,0.047315902729435935
PYY,,,,,-0.01460554657916074,,,,-0.027507043930022054,,0.00982161424632533,0.06878654820657887
MSTN,0.017230325001005065,0.011554808339900002,-0.03889385523427351,0.043870776263187,,-0.0033813266095968192,-0.06547758521318897,0.0888445673712535,0.05299629154938669,0.07101686398055218,0.033776063239805434,-0.04979972854758333
COL18A1,0.07467349933794906,0.05393172450765637,0.0654826063597913,0.11701408363139582,0.045446510488573205,0.12317084441999969,0.07469653848409358,0.09216837233228041,0.055587884802374664,0.054174274069254784,0.11696286241985664,0.05854312179224503
FABP5,0.08800956157555741,0.02707685091801402,0.0007347984648558209,0.04586493645666534,0.05875110057754227,0.04134002372934377,0.11107479235788624,0.04347868010386625,0.04475656440106663,-0.03765995118458688,-0.03868625903073069,0.10361626461172846
TGFB3,0.04552545957879627,0.012607367151752837,-0.01049642566039195,0.1402247446246337,-0.014962414011019824,0.03526725298680967,0.07387463738276699,0.019333894031763072,0.06479470564776126,0.03906322000389602,0.08548994642249079,0.06719643093486007
BSG,-0.08746547924873915,0.014211498820568458,-0.007659696869653098,-0.0007053571165099911,0.04635340837666836,0.006544082698341834,0.06904617595263,0.057947144867972165,0.030738792413446327,0.05338541065704667,0.016214068070276987,0.08797614149509486
TDGF1,,,,-0.0023199116789869613,,,,,,,,
BMP8A,,,,,,,,,,,0.0873323557171449,
S100A10,-0.05260842311165349,-0.013747946690199762,0.027917478740634417,0.02788890379282148,-0.1012892868860649,0.0005916519469936158,-0.14685510583229175,0.06505204355470437,0.04171287353891281,0.02029628432110316,-0.039607947288882686,0.13354952550856464
PLAT,0.05228246300652593,-0.011872179216243062,0.014820022058539106,0.09745268745795044,0.052634713737111115,0.08553352843180592,0.02563801258882849,0.09328478335319025,0.04010051310123719,0.021803492981737674,0.015666201973877445,0.020065841569635694
SFTPD,-0.02532288435807225,,-0.017620863959253573,-0.04159953577312654,,-0.036590784197539486,-0.020224551276087285,0.011011836769356135,0.03668544055694666,0.002104468374544171,0.0012599626630090395,0.05096400039738285
EPO,-0.032662611270324424,0.08063739459291792,-0.020984277189133635,,0.09839207550308122,,0.02539994899852763,-0.01933262941476807,-0.020815483158564064,-0.013515159901071867,-0.01425668757729318,
FGF7,-0.04952482298337185,0.026388075411687306,0.07347401327275879,-0.03393189006848232,0.12097516385472228,0.05589433833107327,-0.047241881200974944,-0.05499331681000482,-0.021772975147782116,-0.008700787668657905,-0.0030325590783076666,0.011410525296330038
CGN,-0.04690712392596216,0.030145321072144435,0.03198941384496326,-0.007806264015450459,,0.08388805197313758,-0.074769406613166,0.09483785633435647,0.04465867855199557,0.02691599862674954,0.006459486076012404,0.04121973356072937
FGF13,0.03643430995278871,-0.02817939103626421,0.09490274129654716,-0.02339127533615375,-0.01830038216670269,-0.02983594455177803,,,0.021150211033152046,-0.0379789492509015,0.059813689858035125,-0.03702711581562338
CXCL13,,,-0.019921693787425213,,0.060194275754301724,,,,-0.039019882086501645,0.023285388079680027,,0.15552967121774922
ACTR2,0.07147015439134996,0.03087024903734582,0.011265320679727136,0.008148665126466037,-0.009600777207126222,0.031220887900415963,0.037951349085700685,0.019144305192465533,0.027814667071651842,0.06738431698738953,0.10473970330998814,0.11972230847463755
SLIT2,0.018317133611325795,-0.01039951263209026,0.022859711873896175,-0.04424497489911288,-0.015097408956104426,0.03055292011697467,0.02652176991013203,0.08435890574753006,-0.010744837795025232,0.026840527260511445,0.04321804755418832,0.079604842542525
LAMA5,0.019514621619732962,-0.005207809099634081,0.022674572010158267,0.05964793086759386,0.04105262613801782,0.010585311876890885,-0.025067309827958444,0.03927509637861697,0.020074273206041438,0.061603374181454076,0.021440117544514525,0.09697233389799619
TIMP1,0.04578286158719257,0.03646035760005215,0.05910022798897999,0.10300750161108556,-0.02993256869099823,0.17786985919648807,-0.015268266777806721,0.039479075413848354,0.04640541102205335,0.068108490152432,0.12957929348178465,0.1699295150587516
PLTP,0.09037509573630352,0.013481103300660657,0.0167229994497667,-0.011693255574587042,-0.04759180663436929,0.07299973224375624,-0.05178459407954226,-0.0030946033337214238,0.13602751475568145,-0.006556887704146217,0.09473711284525131,-0.02592621277026879
TNFSF15,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0
PRND,,,,,0.028061751876297683,,0.008838652011151396,-0.04092077401461771,,,-0.018185836664814582,
NPW,-0.03834883637788031,-0.016407785423132155,-0.02724647690498656,0.051709805949095786,0.05889213987092643,-0.036954279957077084,0.06868151257578631,0.1215028039373207,-0.05309097345132946,-0.0447218302818037,0.06229111214949883,0.032719570530146215
SHANK1,,0.0011729360321452347,,-0.017235806244855018,,,,-0.026292349048848522,0.04389585406018311,-0.007645626443901312,-0.045348012436160545,0.02428616367459053
PTHLH,-0.039374328788642075,0.008258475990658546,0.021018266883674926,-0.020666032712169245,-0.031956078485817156,-0.038515320904088636,0.027880729266159997,0.040873299696354795,0.0797966297523449,-0.012983489904848348,0.08417414352102479,0.0876369485232712
SYK,-0.005525203412504948,0.02358241890413151,-0.018145804598693402,0.04631390609656483,0.019503514237596234,0.04698563851429061,-0.0031433922872198816,-0.0011777547631370974,0.027651441317785942,-0.00824394032760234,0.06620461477176084,0.03703304122515355
FARP2,0.0011741057683711594,-0.008076032263230568,0.02148768697234896,0.0217970370073061,0.04498902616662415,-0.005561401647264053,-0.06027954122772896,0.013488123802315715,-0.03882029618201141,0.025027952042479047,0.021846341774532617,0.08288403180385417
P4HB,-0.0558616425075083,0.03993042222385959,0.0420598075700319,0.04446761733548895,-0.04403905148271323,0.012000967286410808,0.053313494331837526,0.05804550192438241,0.016647545856370252,0.055077159420652465,0.12897938474048126,0.17807445509024417
TAC3,0.0773373488546748,-0.023867864048566112,0.03341610523069356,-0.0006924655314895518,,,,,0.08852428811914434,0.010516800766024029,-0.015614399679037405,-0.060049659407130446
C1QA,0.046912658694471115,-0.027380331302922462,-0.0026706155673763415,0.07609789304741166,0.026379153839379395,0.03153509977664039,0.061778522541533584,-0.019500726045586496,0.10415068829122613,0.04775850377629853,0.09411816377098053,-0.03170466959369912
EDN3,-0.028407538938102685,-0.02200600340843033,-0.021497497823742155,-0.024286862248489718,,,,0.02040778198794576,0.025262103984462377,-0.03236301645465583,-0.027664269796979873,-0.05721065276497816
AANAT,-0.033840618559945856,-0.012193530101173161,-0.017620870016933795,,,,,-0.025746153129232112,-0.022840768084640032,,-0.015971325435817012,0.02116231357271895
GDF15,-0.03157977777764524,0.029536203072329136,0.04895160450694018,0.06289953422338894,-0.021915633150636573,0.07003496996440718,0.024916268074923323,0.0002587265974607214,-0.020550382578152025,-0.028732069890324945,0.033644899290977456,0.04181114806552991
LRPAP1,-0.05070835812463378,-0.04173725100597532,-0.06934714397701776,0.005044120013112874,0.022464808417382045,0.04103147448093133,0.003272622987971266,0.021945390251826433,0.05520795111519763,0.001641873392235563,-0.014279922723409897,-0.07257394474607197
LAMA3,0.003044192303414106,0.00624674222691522,-0.012437093000241425,0.007130961877891558,-0.011068979003717344,,0.008858564520439708,0.053067439530435426,,-0.013975914914977431,-0.0560216428642038,-0.05461423993161771
VCL,0.022579749435370968,-0.0019368028624158482,0.007820957648682264,0.06434879189163584,-0.0020095582654638404,0.07599165720556787,-0.027059497447929085,0.03669784658542993,0.005819334177183509,0.05184573010673485,0.03390390636436664,0.0921984197885934
COL5A2,-0.011372842224823522,0.039289925288280486,0.10451806741576421,0.11783918410348782,-0.059716465408012766,0.04025008863511124,0.05513494106513463,0.07551753601503595,0.021695235906426327,0.027995868117206765,0.10262924819157924,0.13712410264562572
DKK1,,,0.06902464568351857,-0.0006304299436727035,,0.11010893530595546,-0.026646063809374246,0.09831897930774786,0.00791797905631178,-0.0413102001201165,0.05600729169281498,0.11156461945881946
COMP,,,,,0.043651586433346184,,,,,,0.034035051235432066,
POMC,-0.04068020246853617,0.024079481034429407,0.042117943249573526,-0.007467159514083557,0.018596065084486618,0.03814927814234629,-0.007101621488845047,-0.046658190084545074,0.03736339360977859,-0.0207960926328639,0.02509957453915829,-0.10512036940644522
CCL13,,,,,-0.02824837296092193,,,,0.0031174182693697186,0.15536468130748657,,
CD34,0.09533395808502815,0.013742652670237299,-0.014984003748989323,0.09683293884206669,0.034121697193259984,0.023749519408475733,0.01512819520161412,0.12527449055625473,0.038182614247226354,0.038734240230330834,0.08301359835464978,0.07683162672362161
SPON2,-0.04640428507199803,0.004335232615668721,-0.037505597002424965,0.04818197980176868,0.05948868252323837,0.0833638622376464,-0.02422247564892671,0.005901742726686187,0.08609923638256463,0.07788415881079588,0.11825400426995811,0.06913918875556113
THPO,,-0.002455922330549606,,-0.012640486244897555,,,0.05549270840061618,-0.02952204826345096,,-0.014857387656461593,-0.04792387678590937,0.0071115132495793345
SFRP1,0.025355721247237093,-0.015424282990902458,0.01741535278909656,0.04760339868180295,0.023147455096021376,0.03225723348880956,-0.029840256365153722,0.061925812779527495,0.035462362795077064,0.03706007626581083,0.0687367213428365,0.04190448446956178
ARPC5,-0.08143696538573099,0.05288714031563983,0.05078009235949599,0.07669100778930422,0.08406226894350378,0.09593058605334494,0.0005174440087282795,-0.0131804895273389,0.11903169663193433,-0.03967320494000646,0.09604156345675498,0.07849682925110599
VEGFB,-0.06805034831549764,0.008933508484955284,0.008012357839964379,0.04128689039143068,-0.01693082774008262,-0.08223037311737777,-0.06580696797162587,-0.0820889542193915,-0.0001999306644759276,-0.016811620801811405,0.02644990260878333,0.027204515766734563
GDF6,-0.023357747044721718,-0.016407786842715488,,-0.036717402028854554,,,,,-0.03357109144706195,0.03258545150126358,,
LAMA4,0.03972119170319269,0.05225345466278269,0.047655143117114745,0.11621864935330294,0.003732720799564099,0.11625301120245114,-0.019484408577278563,0.07616947729229717,0.06051559004034422,0.11175822872768176,0.038777643983088576,0.07155507027714082
NPPC,-0.047071650791570864,0.019451953747828456,-0.016848066924491048,-0.01699401259339567,,-0.028950099882709048,-0.054245335650697196,-0.03082833809743569,-0.03886679697202502,-0.020513510782201785,,0.017570438462299918
HAS2,-0.0030961031391091693,0.04967613486398695,0.032438201287763015,0.07735419416412757,-0.010533376687635735,-0.023659180608920385,-0.007910436111383846,0.06351048438452388,-0.009222527303093087,0.033218740107321024,0.051102634478235466,0.11971322842496847
JAM3,0.00021252903941916312,-0.03380384014525598,0.018547511626277827,0.0060513159100150605,0.023061337595083137,0.005261939830155768,0.06636694273740035,-0.04388754180402814,0.05480985811419277,0.04452521563760493,0.04358871858707708,0.030961356364927927
MEPE,-0.024217590516948332,0.050303382978867606,0.08933174610120691,0.038592649947361495,,0.014721676859933903,,,0.03801411809763985,-0.02036935085477928,0.12826604739234895,-0.04879158699624808
ALB,-0.009537715923495537,-0.01989628455437592,0.02233535873577096,0.008170710161391861,0.010569680183464545,0.03646384067377957,-0.0016624706989719663,-0.02725567644288465,-0.03241426411728813,-0.029088442394101282,-0.03370088210387853,0.02414237775802415
SAA1,0.027194034942240257,0.02287129733494775,0.10071707204161906,,-0.02583410385255287,0.09449448321862328,-0.05597953524784306,0.09455238872574648,0.10643966995605722,0.03590549818083296,0.06437099029799744,0.05038043126506719
SFRP2,-0.031895149419322484,0.02583993039883598,,0.005509318657151594,-0.015452360461032226,0.05500448929998205,,-0.050617262492634284,0.04888849593609132,0.012773466121959995,0.08335315778864251,0.0955192341748188
CHAD,,,0.03472101018235804,-0.0347049037723536,,,,,-0.04750396481752065,0.0012112193852992766,,
CXCL8,-0.006608057711073843,0.01562167099390399,0.05945405703412271,0.03102844170648088,0.07559912437458907,,0.056705602238928884,-0.043522162048496016,0.0312513556485146,0.06363313434757516,0.07772339145931484,0.12276326594257427
VASP,-0.01675734552762209,-0.0693800865341381,0.008542187018323428,0.07081786313677381,0.037817430489698545,0.0011923801694794733,-0.04916160070357013,0.041715558784876865,0.017034403309472628,0.03563526820293003,0.12283720132214689,0.08584307706516887
PDAP1,-0.04406919547375416,-0.012308245477384558,0.03720529374001686,0.049316748083835356,0.01451366132879838,0.014797535465988217,0.008603530846572411,-0.03005454488053037,0.0068708958357009565,0.052086170852972034,-0.0316911681953449,0.043961016781998936
