,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.030052102482071644,,,,,,,,0.14041513847003664,,-0.039113321519283206,
BMP1,0.048814593580924666,-0.03736968305753514,0.003606209307486338,-0.018990879670600667,0.05911051154866178,-0.055142513211826644,0.06880120866676522,0.11033009251297918,-0.020551081716028187,0.013376731128425143,0.0196826057479468,0.001198485823085166,0.11299711774982331,0.05843984866360809,0.0050820770970319085,-0.04584859817999635,-0.03240602337030483,-0.03783172354861139,0.05409045950748276
NDP,0.007552421878981334,-0.031030875963090915,0.00820460536021471,0.02973998171338794,0.0015491922358361653,0.009760365744613135,-0.0018531593457226773,0.018660182561987836,0.013917890642155092,-0.007607106973363796,0.1080824386136049,0.11376057106877431,-0.03247227516339983,0.014788600520435917,0.013291499200952505,-0.0033165402674854936,0.0023645855486392367,0.15025554288203774,0.020644826024388076
TNFSF18,-0.02359141682276777,0.033146922727080086,0.003867875334516775,-0.029107890820161072,,,,0.055296663422836886,-0.020452305280522335,,,0.1406687119684958,,,,-0.023319531169007295,,-0.01298038242323323,-0.04085034229115762
RTN4,-0.05681883861919779,-0.031614783311582496,0.04666239085500651,-0.006142522008112162,-0.05601184228720086,-0.018151525955566954,-0.003658964577619056,-0.11069288919150311,0.03354668902401534,-0.060040463339741175,0.0050980545839249035,0.0023977765475954632,-0.03736274702360986,-0.007621708088535515,-0.0675912580552472,-0.017862436174896294,0.045508803310684465,-0.064492266750456,-0.05104589910153691
HEBP1,0.016369041675557826,-0.03306733196788236,-0.0262303542215925,0.00868431098612067,-0.03580296200014562,0.023410656659012364,-0.0408788311002865,0.0011040219379524724,0.055274497627345764,0.03793990866455797,0.01718059887404269,0.013164851184494002,0.06378269675405941,0.059808693068890584,0.02646094468178428,0.0473811826908003,0.02550853928074791,0.12128626044350144,0.11892032640570162
WNT7B,-0.02078329931713613,0.009537892401049547,-0.03674642317934705,-0.02361141534803744,-0.04024182942290754,0.021774330380886112,-0.047987604502342254,-0.018267116254258153,0.01119493549390916,-0.014713415510496137,0.008395672802613679,,0.08200838839992727,0.03388877849164185,-0.004581305546957735,-0.04876302617537843,-0.003813165081195342,-0.01109825511892351,-0.056955669906378244
PTMA,-0.08052068287894516,-0.08397513871311296,0.04865700613948017,0.03058417215087522,0.059062332883896125,-0.0011537364751705043,0.07428432713061574,-0.07815309090344612,0.010321421737008297,0.0055146547067358685,0.07537480491530829,-0.009236475947189208,-0.13068190423833287,-0.07651144544149631,-0.05677984537726245,0.005514725817187361,-0.10044845734007991,-0.14611301766690218,0.01311630145029448
FASLG,-0.020783305192521608,,,,,,,,,,,,,,,,,-0.0023706522021048585,
CEACAM1,0.06924735698662493,,-0.01580393568753256,-0.01812034114861252,,0.05453067123714253,0.02364699945277783,-0.020209022490022568,0.0359129124452323,,,0.10641199967735455,-0.04970134262625966,-0.020585075943705504,0.036157276016149355,0.059606276979010143,-0.019795229913268816,0.05307130790554247,
