,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
MIA,0.027837502126660845,0.10414260474769114,0.0341379942687443,-0.02441154662869494,0.04393448785233763,-0.02206410700350189,0.052759095184866565,-0.01762405162152255,0.029949263695486658,0.08525100375807092,0.10867457198405618,0.144754080279195,-0.01242053241602444
COL4A4,0.036751392793885354,0.12651856464050484,0.027375825750765494,0.01607736748264529,-0.047402600203516,-0.011609946849547206,-0.016406617172960974,0.02402355961828003,-0.03580123274845358,-0.033906626938570925,0.19180788689521974,-0.014873459928630178,0.04483969548146007
TAC1,0.07540308536532095,-0.04155316919261761,0.028672794629571025,0.03033874850605588,-0.02596265034250685,-0.05344296239433345,-0.0484303577490446,-0.019152645740029815,,,,,0.025607482836323567
RARRES2,0.016047451564522298,-0.0033693939050880636,0.01501127054902115,0.002180592956518696,0.027063622913083722,0.027183815262298624,0.050501901718324485,-0.021192419714845305,-0.02425435364905136,0.0791867205414167,-0.014375403076769754,-0.062163455110815884,0.03600308826571397
FGF7,-0.005493243617738914,0.09203924618883083,,0.03499121511547744,-0.034863401985903215,-0.03327606011769149,0.06509268439729508,-0.02190379546619114,-0.021624727428377104,0.0690575338774995,-0.04362703857130453,0.03601849361800214,0.07269105140725668
EFNA2,,,,,,,,,,,,-0.017366346299527775,
HBEGF,0.027744903657633435,-0.06707170419750821,0.0030200040839170137,0.012667429461680466,-0.006622518509283516,-0.01137894660085836,0.03261766261966202,0.019340804486024352,0.006905266701088716,-0.05995082217984827,0.06323733835248105,0.0425405416282388,0.015891697942254184
CSF3,,-0.0331782218770851,,,-0.010903542407166188,,-0.01735788518082582,,,,-0.04398677863585138,-0.04657861247902039,-0.01909708907975596
PI3,,-0.03930455138247846,-0.02247869820282454,,-0.02434488110499706,,0.05825611457616553,,,,-0.10397554756580174,-0.10958216079038334,0.05214454219895073
PCSK1N,-0.035767769469306245,-0.041706153576208126,-0.03575930811115393,0.001726896217669124,0.03820572428849765,-0.01552985778545707,-0.010422642941735798,-0.021464694488635548,0.052955312342640226,0.08599668601576489,0.0179849896653057,-0.0326025872963417,0.004724562869704646
NTS,,,,,,-0.014173107228429575,-0.021334928890933306,,,,0.06397950912078135,0.056271239152693074,0.02980158507833083
SFRP1,0.06946327420957496,-0.02789782584958631,0.01407207552476108,-0.04659722200812121,0.10465678292807959,0.011134131697584483,0.0001340784568185323,-0.003978523908720992,-0.06830131382055585,0.048264173672369355,0.03546966487932854,0.02342226623999466,0.042308443279758225
CXCL13,,,,0.11105326568398867,,,,,,,-0.02990145989326232,-0.026841021741226535,0.05692726181051831
MICA,0.053032640064641146,-0.004061512014063153,-0.011021736601779387,-0.05697101265285068,0.0305260309892195,-0.030082884978442765,0.04524219073098513,0.0435356592393843,0.09553013604442925,-0.016075598606576234,0.043036683622689184,0.057879124952448666,-0.00475028562420465
TG,0.07671670674577864,-0.026448338471148938,0.060711547740606484,-0.026059920217983656,0.013833031575631951,0.02880748390393909,-0.02094941443841293,-0.01803657760652849,-0.004423117995871428,-0.04366635463395972,0.007219851363571917,0.03497884263655918,-0.015717197769601905
ADA,0.0005338397405374183,-0.009040602573985044,0.019021166395998056,-0.008375336178738948,0.045945380629151926,-0.03195989405021279,0.07606112899415061,-0.02365150664651156,-0.007672929204268656,-0.021243160124052987,0.09011476855353306,0.0650612041223847,-0.009466227252301587
LAMC3,0.10754760994198952,-0.03237371860981291,-0.010519763524390241,-0.00046270392558335764,0.00947788750747018,0.03609796220495451,-0.029209760583235576,-0.03822261264653206,0.03281846002891283,-0.0557647676061313,0.052396086700761624,0.028824604497926808,0.092620523348588
CCL7,,,-0.013591043711921479,,-0.013389612514234166,,,,,,-0.01995160526387717,,
NGF,,-0.019114916764062198,-0.02333514713455748,,0.007645329955964586,-0.015611352767547671,,,-0.046810914081699094,-0.03985358856556414,0.05440761117384849,-0.017132913388373226,0.018841507244431694
TNFSF15,,0.14242955983445324,,,-0.014909988412158943,0.000655607383520712,,,-0.05144859121604784,-0.04024875489051877,0.11272484959038154,,0.05085684889763938
HMGB1,0.02446587873305045,-0.05986767829165414,0.03317353321389669,-0.08980467245267201,-0.023123709895948003,0.09977680930122075,0.07204595214442328,0.0511196261839949,-0.03153157558554027,-0.021671941868327216,-0.018515296015848417,-0.08864425451754135,0.009729107219977991
ITGB3BP,-0.009272539575605481,0.049151042376765944,-0.07108278452924485,-0.00028354437854804496,0.041569218842940035,0.015434267759362564,0.06974102659246328,-0.027396766667485802,0.047456245759440824,0.07570753115994316,0.01936254414021892,0.019586594061720825,0.012167508130084775
AANAT,,0.03880346965467154,-0.01971853669306191,,-0.013566566006078846,,0.05784490963644025,-0.016106571875665717,,-0.02793231464887319,-0.01750318745966775,0.0457422893321922,
RELN,0.005078736962174364,0.08807645093569237,0.045471357340024415,0.062589260339131,0.039249481744884906,-0.03624280248366806,-0.04594337851874795,-0.017831365281597282,-0.014430730329327453,,,,0.0878056424023826
IL15,0.024466759143855998,-0.03361456657081368,-0.023913358572348973,-0.03319993966417332,-0.034734244317235013,0.04129415231777536,-0.020992454596203233,-0.014938100981037648,0.09435173362118925,-0.04721784632094606,-0.0029698358285327317,-0.003323563747350177,0.050403808468909066
UTS2,,,,,,,0.025899603018334258,,,,-0.014905245137984836,,
BSG,0.011259339646157508,0.10476307255763641,-0.02641624970987336,0.03001391031810077,0.013409023185466428,-0.005982469209552027,-0.03566621735056484,-0.014170451551130694,0.011747768026949762,0.03026934601609511,-0.017624114443368425,0.0215563083052097,0.01837914817361055
ADAMTS3,-0.027324515093985927,0.04345084534135205,0.06011042055749037,0.03169943618050611,-0.007481556630326874,-0.02172533003952598,0.07283533589993671,-0.02482230267277917,,0.05077519674134255,0.004624676232282694,0.032082185912166696,0.002193656719221395
CD34,0.027022518914980087,-0.045641659977721113,-0.004990257713038267,0.04600274754446192,-0.020665428344082092,-0.0004730433507096908,-0.009774484401244376,-1.559410579733275e-05,-0.006049231075780281,0.02018089690124311,0.017999897412969992,0.016112020400432272,0.02134508228245923
CCL23,,,,,,,-0.01781550168043154,,,,,,
PLAT,0.002412748410139997,0.058509194376272895,0.02123207837591238,0.054809104386979744,0.004505347296828032,0.034646801950435825,0.08744747373437933,0.02831826556603048,-0.020367384781307847,-0.011571844381356423,0.11856051037980427,0.07897757098654579,-0.039745813373481494
NTF3,,,,,,,,,,,0.12161718584621417,0.07621718809440388,0.0012006860657863738
LTA,,,,-0.019164547240943648,-0.017161112636538925,,,-0.014938102825003805,,,,,
CKLF,0.026020701999332242,0.03129831694275179,-0.01652795548305746,0.03658569292772661,-0.05835524561413996,0.06284597260313558,0.10523194994012898,0.0177438498667864,-0.03186074621161547,0.058443343612678104,0.043381880195296034,0.03111936488303446,-0.025514982484775583
CD24,0.05392913559514024,-0.013442686171609649,0.010726569758821627,-0.0020238132716868633,0.0006328205545844117,-0.026267024636438166,0.020254734332571536,0.03676278782949395,-0.032615472292076994,0.017502006550713746,0.014771621076052177,0.01309176609998661,0.08996717378195043
HSP90AA1,-0.022712123822330645,0.04042840328506168,0.042232414958860466,-0.023173770622325944,0.0018813160905711795,-0.08443358919028543,-0.06795437229502094,-0.023120571445469383,0.11340600039045283,0.014923618676331416,-0.05921984613692146,-0.12903715874509775,0.026932678039018172
BMP4,0.056478088215916385,0.02041011425696792,0.08090619177187451,-0.020315543501268636,-0.032733160231350006,0.1375528304028122,-0.039575025843438826,-0.012728806480271138,0.06530676018291183,-0.05648236819523428,0.030969847472332734,0.038955490519142384,0.04245765767869725
SCGB3A1,,,-0.013591042352835266,,,-0.01721772123302977,,-0.01042361060313979,-0.04905868271237167,,-0.03036718666343289,-0.0332436495941798,-0.024627327162103814
IGFBP4,0.03946678212036125,-0.011422490198498628,0.05453399196091817,-0.024011119519063415,0.023737900778184922,0.05372605526328877,0.03688646179739718,-0.017736642735341358,0.023973750161138455,-0.002660349843467156,0.04189933884398646,-0.06725258544365299,0.051678483595117015
RSPO4,,-0.023350830560727266,,0.011158805447239316,-0.0034189270640750014,,,0.012450077963565358,-0.044856993275189785,,,,-0.01658545676224415
LEFTY2,-0.022631131357038783,0.007382278739975699,0.015507829692162026,-0.01939991703941036,0.008250558999276474,0.09372244181509373,0.029426799469217786,-0.01844092111419716,,-0.03569513086226016,0.05803598179852354,-0.019968178082431655,-0.022555125464375964
PF4,,,-0.014098524759648954,-0.017432760450039178,-0.011682173127573515,,,,,,,0.061013281572386724,
ANGPTL2,0.0950160099784099,-0.004336261704965852,0.05296741816398194,0.021807305794972916,0.02848374513670595,0.08960977208505962,0.051855174146956506,0.002447859952245339,0.006163201729655983,0.01776928653413877,0.07783801377064013,0.08804144844870565,-0.020178254040480396
LRIG2,0.026567784183685002,-0.039557701445181614,-0.059517581910003316,0.0037551080922780164,-0.01296779626567854,-0.0113742354465208,-0.008183053452101345,0.017437058887289216,0.04883778643085782,0.030143855527693317,0.00955634545013364,0.03381257187206689,0.024612611348702997
ICOSLG,0.09954820818151972,0.006724059499104545,0.058520099520267654,-0.0023456489585894137,0.012110614948423257,0.01578319439309791,0.019912916117471913,-0.0237439223100007,0.013305372973122656,0.040671667142860676,0.0004310588437750342,0.020263155784576686,0.002711812455097874
WIF1,,-0.054341114729348175,-0.02536800692675347,,,-0.08964794805644058,-0.08242819582838481,-0.035785088647213366,,,,,0.08164490284259181
NPPC,-0.006798569458580829,0.08123481615583042,0.04697142342245911,,-0.01812193141982347,-0.03303213731850552,-0.022880513098540257,-0.008166273891881782,-0.017362329730546328,-0.03344603892927679,0.04256214591205904,-0.030116898989024112,0.0527519121454003
LYZ,-0.04410049484840823,0.009218093497666459,0.0026467296530966124,-0.05649067504990943,0.01077013637422174,-0.019468426372447972,-0.02275471807574101,-0.03410020946407479,-0.022366009083330356,-0.07510462626556688,0.06742628346197513,0.061371840828473675,-0.009542571329262155
EREG,,,,,,,,,,,-0.0404981811506077,-0.05057840799280393,-0.020657466029345043
SPTAN1,0.033537133786876346,0.011426851010593122,-0.025634210110941007,-0.018692313599658738,-3.691588182367024e-05,-0.06637585746338646,-0.017848418740394237,-0.004544458376785517,0.044577775461074415,0.04584868227769895,-0.0038622486904952057,0.053298220347072836,0.03652678166659881
PTH2,,,,,,,,,,,,,0.07738392757750434
LIPC,0.004336024565735678,0.11730826553269733,-0.017260300029616146,-0.0262372361637549,-0.020993735167577965,-0.020916491063645966,-0.0114337740068226,0.03551088795858489,0.03371561818794328,-0.06872072490975843,,,
COL8A1,0.008009893500279848,-0.0444212955488412,0.03414374899605121,0.0205399636169345,0.005499503696630976,0.024595356056188334,-0.05491154299976012,-0.024472872194367418,0.0946989761300194,-0.058551447885755135,0.02837781828718267,0.011578119475652642,0.016634540168699332
GSTM2,0.00044233880745708163,0.05027248866082675,0.06620840277409588,0.04402207496116071,-0.03227102096717032,-0.011405953767627321,0.0746481571670627,0.03282803002568448,0.007587910565965149,0.10825559457242301,0.10866777699821274,0.020030816542966495,0.05549704043675385
SPX,0.034510610046849535,0.04555293004517353,0.06531042789635812,-0.03493007916289845,-0.000511415500822365,-0.04569225566185112,-0.054911521751912905,-0.0003657246728550325,,0.08711324018999078,-0.020116127485852998,0.02162130016667972,-0.04081590591878096
MFGE8,0.023972556083260092,-0.01219223870067023,-0.033826674036284234,-0.07730036847985672,0.02942963884130704,-0.005895697429745341,0.04431226264410266,0.0012484065743870328,-0.004872360225037407,0.06468386179869824,0.030188711591139818,0.05361919365824845,-0.02278565583110383
TGFA,-0.010439319254258993,0.05806985173041681,0.016037434616728744,-0.013319663677171202,0.025004297341995784,0.061641984270757476,0.06115684002036908,0.08568190101174104,0.10828129211103019,0.08081730238091502,0.03833954852915486,0.025914860766138883,-0.004101262049920036
SLIT2,0.015434734094991633,-0.022995304859256233,0.06199880287616891,-0.029562211443130863,-0.023546908868004975,-0.0562661283898469,-0.05202675017707918,0.008907898581964361,-0.03735494168406893,-0.03782451215068278,0.013568534783681155,0.07005086995527912,-0.014424721301421414
PLTP,-0.031604472333351105,-0.011871476568976259,0.05947348097992895,-0.009911265457982758,-0.0033688594139353813,0.06583635119349131,0.0707542586623527,0.02501369861373073,0.09648158675586206,-0.01873410343684701,0.046500510560080914,0.013579178426035867,0.01958194811925771
APOD,0.029573691096424826,0.01955593399098455,0.04459504854646199,-0.001031391547964401,-0.007234074134794055,-0.07213695951656784,0.08196926244383772,-0.015768967154704917,0.06537212128178543,0.010522159429441801,0.06630887356901732,0.13327725222084247,0.011988471215624253
B2M,0.0925771455916787,-0.03991984089687417,0.04420259604837374,-0.06485703282603691,0.019019059604460417,0.05163755395141298,0.09867129538691118,-0.01919103223810227,-0.020664770373525505,-0.09555038640699966,0.11720717995105509,0.014594056209327667,0.04865123340965154
OMG,0.02218937296162794,0.021877550079909804,-0.013350231618751408,-0.03702695659458394,0.042981073598446363,-0.04608426924825391,0.04222104867411679,0.015621451604158001,0.023932492279469902,0.08141352416680285,0.0891199635554101,0.1395301337606208,-0.06160178155467243
CXCL3,-0.01840691616344419,-0.08515234506524196,-0.034815882433351486,0.03762205541775226,-0.02163347597738612,,-0.020557263031757443,-0.010758139121105553,,,-0.08023398708040726,-0.024523829070539665,0.06136633548838746
CXCL10,0.02405042481572071,0.10497731610156813,0.0656275141138852,0.0447133128394201,-0.0025283941703695737,0.0012771715784381731,0.10656434405206112,-0.017095984989347543,-0.022428805045311917,0.01888058948294525,-0.020602591978368494,-0.02134992654775319,0.08109311078959856
RSPO3,,,-0.018461704157748407,,-0.013566565003663216,-0.04477102628443761,-0.02571008754209443,-0.011242048038734376,,,-0.03475396239483512,0.1262282340452493,-0.014300431994449216
CORT,-0.022857130908527847,-0.026180395204994867,-0.021364824763114135,0.04403805717921411,-0.0005636301837371521,-0.03103187340983055,-0.01028991934573471,-0.02982480433583591,,,0.0706590340184807,0.15616610636726852,0.042305455468981706
NCAN,0.020600205022792403,0.11387764090716768,-0.01171532287966824,0.05924596595105063,0.017667878643092227,0.0737964549007328,0.02485171550719452,0.05238714300125544,-0.04979845412936853,0.030236995417289612,0.06566951079811782,0.14667058322488133,-0.036611776470675705
PRG4,,-0.0191374669631883,0.04628551334113254,,-0.013389614600806515,,-0.02227192090498086,-0.01314381253637518,,,0.11390894969181486,0.009123691759292361,-0.01862927856901971
ZG16B,,,-0.01884667370493743,-0.005593856004116725,0.003010265328134134,,-0.024046117697810943,,,-0.03105138239253642,,,
TGM2,-0.042529414176705194,-0.07631275172168472,-0.01672266955053995,-0.022866180684419868,-0.032879631331761174,-0.02185523004345671,0.03636091241505626,-0.04482535366966112,0.06197119442121102,-0.008953899387282395,-0.04708574432744667,-0.024307033506529966,0.018137495996636912
VEGFC,0.017089305838831927,-0.025637054782631685,-0.025951766006157426,-0.026935909973899465,-0.02386387841830563,0.03001335074265995,-0.029364129353211074,-0.013413784603942179,-0.024562436992912735,-0.04024875847976772,-0.025676569803884577,-0.02139974733623697,-0.00013860972661883667
WNT6,,-0.03251461539732149,-0.021928848572028516,0.014461494443990437,-0.01851956107804073,0.09390497750334732,-0.02190151782820227,-0.011706873847426875,,-0.029529868300849072,0.026799786634757402,-0.017822503742785364,-0.022011607853672153
NRG4,,0.17033513637671865,-0.012517828406727436,,-0.01629577348879203,-0.016936074556247054,-0.027741090379097718,-0.01564874431367307,-0.0358011932565278,,,,-0.02190152597564179
PMCH,,,0.008954006563570115,,0.057529745737765835,,,,,,-0.0202794333720141,0.13775325708248212,0.04611515844659524
COL9A1,0.10561195367826766,0.08295068003719708,0.020599633651252496,0.026416029421790825,-0.017019746050175477,0.06860746823676869,0.0010754545636214895,-0.01783137212105941,-0.04709386738171277,0.004866830355517598,0.028241300612104454,0.09847205500399482,0.03671435444623971
GDF11,0.027344697017536574,-0.01672876103358149,0.09106157622274584,-0.05171042241367597,-0.017751325111900005,-0.00462786502271065,0.054994950550341745,0.11584406007559298,0.08590209546222606,0.08992200267918068,-0.0033928746205142543,0.011420257038515784,0.042898021182983824
IL24,,,,,,,,,,,-0.015119856850081107,-0.01566366292525834,
SORBS1,-0.03529021628752672,-0.08192090774498746,0.030322390830654855,0.01686601478221545,-0.06425007369017095,-0.040799271809397936,-0.048300783285786346,0.021602873510388563,0.0619824842870942,0.030097843385576806,0.008282702303673024,0.07022862199272276,-0.0162962432804293
DLL1,0.026851544293200674,0.00788717663080358,0.005189291353683366,-0.07247335060863126,0.0003793089486737002,0.08579189897429348,0.008693878511702377,-0.05108053291912673,0.0024902011263600644,0.010515326358613538,0.08206434228424775,0.11456222529373877,-0.03449729685177354
TLN1,-0.04259987345681243,0.03553586556001427,0.029627760058643652,-0.041271182821201444,-0.023616439036042696,0.04816508471029868,0.09269952389244943,-0.007758322511693858,0.019537748073686374,0.03422322633713065,-0.03282391163957896,-0.012245724047016985,0.04711716004685193
COL2A1,0.08945644832974073,-0.02480207001619734,0.055725406308311076,,,-0.014988037850187631,0.0554380538548332,0.019344868291138028,,,0.018317761463346096,-0.04082429721504862,0.0017020360289352607
SHH,,,,,-0.013914007958383788,-0.016359503709710163,-0.016160512080643803,-0.010423609692051333,,,-0.008868147607224243,0.06578198929696207,0.012114837988099874
PON2,-0.007487348569480749,0.03838766990163984,-0.015171204541512655,0.04673631294082656,0.003567952981528102,0.005877181067327157,0.08659277311932662,0.012137233800549737,0.060174947444551735,0.015668039281266092,0.11891512891804354,0.09117941218161733,-0.01220508093407754
ICAM5,,0.0031637738995445135,0.05405019024626476,-0.02497205079142526,-0.007781397112536739,-0.031116613503480238,-0.04017091454944307,-0.020356746676729327,,,-0.04226415887802001,-0.0065126541650514,0.08269262952612277
HPX,-0.005501100108482373,0.03846474620359068,-0.033961793808913655,,-0.02545962140738471,-0.01383457370734116,-0.016432122798919716,-0.026494735476052328,-0.046573993271135684,0.062435164384439,0.07705749516876931,0.09517202391870973,-0.03490503908569201
SFRP2,,0.11434806892516351,-0.018069327027407333,,-0.015846547205500324,0.013419163982258531,-0.016406612341808315,-0.02044845467316951,,-0.009985797635924032,0.05642923724361903,-0.03220250017613072,-0.01388545173718796
CFC1,,,,,,-0.023377043892780086,,,,,,,
CD70,,,0.01915457625128112,,-0.026934621464263394,,,,-0.03885468904768789,,-0.01884595123920039,-0.025945968763334937,-0.019761009792845143
HP,-0.010698894720491884,0.005385343787320971,-0.021688277138230898,,0.013938272066483827,,-0.0006352837568792034,0.03661422001477493,-0.038678527511473874,-0.027770198392044705,0.11167571744428029,-0.037579438569682856,0.020109521862874992
CXCL2,0.008506157108206647,0.009591699579714742,0.02084363813443049,-0.049245462035584046,-0.046605763252049646,0.06490277877542158,0.0007897403274443454,-0.020630828837737775,-0.008419961636505631,,-0.022861890523743125,-0.030871568365013348,-0.019591822911537382
NPPB,,,-0.01753376003891031,,-0.036524961554360955,,,-0.013413785579565199,,,0.029991427222745365,-0.027445203751751992,-0.018846939924221418
CCK,0.04616343814566031,-0.05209470110812522,-0.011601162818233736,0.025547205026145874,0.03439672940307258,-0.09428545605037693,-0.09218597068095537,-0.0033400831906772554,,-0.03864728336536858,0.03572965967240819,0.07865979335991793,0.01733761561374459
SEMA6A,-0.012993717794354383,0.04780690330101554,0.024320745178636693,-0.013938746057182809,-0.02429949084681112,0.030452186259398845,0.02840244746860119,-0.008370907531900085,-0.007624934053323101,0.0663557325087885,0.07800091760162191,0.008101949266895026,0.036365875049821306
IRAK4,-0.013872246332355127,0.08613604112579458,0.045290380484347983,-0.061911903725713646,0.058914875385688056,0.0531201490660897,-0.009642069440734964,-0.007890099278029387,-0.009322024725884712,0.0028275980127238113,0.06075331949153285,0.030417116304648065,0.017002751243254306
GSTP1,0.04727279465652818,0.023362354699168517,-0.03058714664438127,0.021514568016322285,0.01677189539962561,0.07409105907866406,0.10261909369349803,-0.011770994436601312,0.06848484786990144,0.04974905366142165,-0.04884333707956193,0.13071608356958053,0.0060009661288752385
VCAM1,-0.00478501822389008,-0.08061931691820366,0.07260511766153545,-0.015026087613653311,-0.012499609105904504,0.0007778690946817387,0.07222712129791765,0.0027154987551116115,-0.017611662170801227,0.003864607966085316,0.014728977953111237,-0.022091625891288002,-0.005543529923419925
NXPH3,0.04030469953223137,0.03415646043074461,-0.046066563018389586,0.014963477135134783,0.023410723687788536,0.01348613089917242,0.01138252710343166,0.04533354463043623,-0.024492237638799617,0.10819662210199003,-0.0059354931649771014,0.10613358583451668,-0.020473466652730487
MTMR4,0.024365474343399807,0.10555920751609356,0.06315039439636158,-0.04843611584513956,-0.02040366101677481,-0.06414717563707938,0.012574922029900083,-0.023902230799274483,-0.07322552878711823,0.08083073203273446,-0.033891385710442215,-0.004785686773445686,0.0027831727127767356
LAMC2,,-0.022127710836115862,-0.013762168245110779,,-0.031100250615765608,-0.018955602921381216,,,-0.03580121471951473,,0.027619529824945765,-0.020570784560341945,0.10909154728812484
IL10,-0.02374160073225963,0.06347317456254825,-0.00526320199842055,-0.027786922632030933,-0.03494008833550577,,-0.011959109369021354,-0.012007245140391375,0.04130727837779374,-0.05343145835717651,0.041142170288826135,-0.021807365578175735,0.048643699623962
SEMA4D,-0.015274922063384506,0.008762592149228537,-0.010572877582219165,-0.029715892374437478,-0.028364867029075043,0.008002269164748164,-0.02395548289819937,0.06403016257431074,0.05066174624673774,-0.0703880716737278,0.05561655020223954,0.09922310446414288,-0.04185235206139197
TRH,-0.020987233684134857,-0.043181401803489186,0.02184933866965362,,-0.024214639910191394,-0.025931629433171205,-0.042588821359215816,-0.035886203614757105,,,0.04716907550150334,-0.015102131392180519,0.025341687941140605
SEMA6D,0.047847209413835495,0.068695363873227,0.04061547998918788,-0.02908894607112984,-0.009150241541583885,0.0521146861313813,0.05765122755863167,0.04441411462952061,0.04356346675196067,0.02725156148707913,0.11864127125132054,-0.014028340353671571,-0.0377381779402683
CEL,,,,,,,,,0.028271022557440035,0.05638610571819561,0.015131591316303707,0.006771788894905751,-0.030984505222225685
PDCD1LG2,-0.018463352631399685,-0.02661428575878041,-0.019725003283074638,-0.03634886877074477,0.02922423547753775,-0.013311584807558126,-0.03313624564407082,-0.0037963770035148612,0.045446655864004815,0.06263030150233354,-0.03088077773157174,0.03205853077846444,0.031883399973949976
SPINT1,-0.002749685452295122,-0.03426044531095679,0.014285199319494641,-0.03492651958531338,0.027974581546138556,0.07073713574073796,0.03147718623780083,-0.017624050928208703,-0.012316440314061459,-0.03521496845572634,0.015118661543013853,0.0859524022041152,-0.06403612723615779
CTHRC1,0.05935448723843856,-0.05570943044731495,0.009302294413206208,-0.005904293098397412,0.00601964011838695,0.09454435273273233,-0.0015288652028941307,0.013447784782998093,-0.04767292425026817,-0.07548059341866914,0.052723094746700665,0.019035805859713546,0.0029684243183411333
PODXL,-0.00011179604533932805,-0.059942847314035354,0.049254930144162615,-0.0006756376921563233,0.0064451991779666705,0.05014436945957983,0.037885829639900816,0.026677043565612832,0.0020217715629015634,-0.007695522094978083,0.10216105909671619,-0.01870493020852415,0.002790350094867847
JAM3,0.048881644335254194,0.05294911053139767,0.03197840429949448,0.048477023147785465,-0.019062525485681974,0.06092021289715951,0.07803360259339348,-0.015097562011961442,0.04363638409969682,0.03885049987766208,-0.05766223258934804,-0.04129095208706256,-0.0787215139315142
TGFB2,0.040439488668827905,-0.01971386806583777,0.03850741591156602,-0.027984479865026002,0.04135691664083565,-0.03949816228087886,0.1036204679124773,0.030945668213740243,-0.07001390010384499,0.02241593896578915,-0.013002642699491716,0.03257593434837601,0.00012140166898963829
