,MGH258,UKF259,UKF260,UKF296,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
MICA,0.031345661484762095,-0.0033766389271211424,-0.028467497245256213,0.052326208173177124,0.06576388596558033,0.07321743890334911,0.02536726231281741,-0.05446235797628502,0.039898652746919006,0.0891443625580097,-0.017484069789775354
TG,0.059380539871954255,-0.017000516274828136,0.11423349137830877,-0.010777232326901141,-0.04439546626406549,-0.032627692606581674,,,0.0460635054137778,-0.03189966365920748,
ADA,-0.005281440087658863,-0.001560711240617262,-0.03714568275812636,-0.017503092004488047,0.08010297743210487,0.055024688779838835,-0.01900083445985705,0.012506893543306741,-0.041383371477095636,0.02449924832551002,0.0780878153135604
LAMC3,0.09505473964654308,-0.04229524462524793,0.017003758037552122,0.05884154280151529,0.11386121605518743,-0.003794193786325244,0.0253323310434013,0.07248409290466419,-0.03462467596609672,0.052276920519676744,-0.0567004514873882
CCL7,,-0.012291346104477673,-0.019269630880127054,,,,,,-0.025275099677841435,-0.03038548602685948,
NGF,,0.04427205922312984,0.014336036993849081,,0.07065340057991096,0.016948848544161392,,,-0.03561413171069289,-0.017122438071086953,
TNFSF15,,-0.013687015049373074,-0.014267169313645356,,0.04611605651527411,,,,-0.012345972164198216,-0.022630519248226077,
HMGB1,-0.044316091356259246,0.028749312243172696,-0.004925837436870678,-0.00805244904347012,-0.02723215691201424,0.09183738577113394,-0.011426966765691724,0.05045275889560846,0.024274882624686692,-0.03415502902792525,0.05648653608193454
ITGB3BP,-0.01803395910213312,0.0009904029212457345,0.020333655069732923,0.011146286772942667,0.01732405825025405,0.03805720999748499,-0.0037223138265715383,0.020908881132846703,0.06173066530905564,0.04085914140419384,0.011211727105426391
AANAT,,-0.012453785204962967,0.015899352305336487,-0.012423088333620063,-0.004171885593511433,-0.029262617096156834,-0.02232814372764214,,-0.026742109485866927,0.07552892551637481,
RELN,-0.01935695226214332,-0.021616982152369395,-0.009115593552273704,0.0006628208531823075,,,0.0107244691699797,0.04758404909681163,,-0.055610099875497324,0.008511948047686537
IL15,-0.007347098741795735,-0.02765747226380959,-0.011989161288726772,0.050309840973167354,0.09759917984555729,-0.044792415560837004,0.05489358283861903,-0.03462677261096807,0.04666795047295803,0.023866492617625985,
BSG,0.06680779411401296,0.02678948498136417,0.028510987691742002,-0.0009885219583185584,0.04090725763058117,-0.03647211666403527,0.11080469829978233,0.09473904486963414,0.08641052918175962,0.10310308403486126,0.008489839360810894
ADAMTS3,0.10449101013951433,-0.03051860574369164,0.031307615116684666,-0.024523997990243566,-0.034004563860481916,0.010941456468884421,0.029953811437790703,-0.039810659636982895,0.11797074476294013,0.08171386840401683,
CD34,0.0007608499761179955,-0.02297110695649498,-0.029031171427988476,0.07538478357468158,-0.00894928695607865,0.04242414771666683,0.05143313255601033,0.005731618073026571,-0.02105721285247317,0.017287822789121336,0.1007438806277699
PLAT,0.09704586799874908,0.013621592284269337,-0.06522716355584708,0.011190621615286273,0.054084907060332,0.034125261677094905,0.08983603674909767,-0.008005207460864716,0.020282205021593665,0.044206185016466976,-0.045480056620553315
NTF3,,,,-0.02005382815437052,,0.06897019413158414,,,,,
LTA,,0.057818849714367675,,,,,,,-0.0007208666151131427,,
CKLF,-0.011941939150673658,-0.03135466812164462,0.0448285267401201,-0.010684623847015573,0.04999064512554108,-0.012499931430238422,0.03125382693327908,-0.013675544482767373,0.12193354532887045,0.09881414949254895,0.03495095131240918
CD24,0.034430502531286815,-0.03960624135185877,0.024794938261175372,0.010906975744921289,0.07002856353215751,-0.04696192282417306,0.04441132016396654,0.00560860854756088,0.07975406309089403,-0.009647463727387456,0.08602947743661392
HSP90AA1,-0.06073174564975022,-0.02062202145441746,-0.0202072208758114,-0.01380241702651122,-0.012092305765917601,-0.04230462018236936,-0.013149126855669862,-0.03883240592310811,-0.040625712596534795,-0.10555817215813337,-0.04596287961428565
BMP4,0.05457689347851392,-0.0033189533108886407,0.03549955580091016,-0.031735892414859045,0.03161889773390745,0.048050372352357894,-0.01947403703465258,,0.10032196413313801,-0.02076688956123853,
SCGB3A1,,,0.00873590756657587,-0.010478996515777723,,-0.04162514336746149,,,-0.04476232801620496,-0.041152890725744525,
IGFBP4,0.0223610101166531,-0.028019434334981035,-0.03574128680544085,0.026253551859410144,-0.0041789229279455544,0.04067612843240398,0.04673157295996558,-0.05284340881827147,-0.06462957549120442,0.0005307973351163668,0.014064222470223136
RSPO4,,-0.012132983666264372,0.025157899556245842,-0.010478994982987431,,,,,0.06972776807148008,0.15550951608051486,
LEFTY2,-0.023118156543876656,-0.01831579206085636,0.011680831538229599,-0.01149034615977027,-0.03629114432085972,0.007244184821680931,0.15552984327052966,-0.016214491632426938,0.027539911038465512,0.010206672622488326,
PF4,,-0.010723957322199421,,,,-0.019930618599572632,,,0.02428772535310391,-0.02921755780046735,
ANGPTL2,-0.003449868818397807,-0.005347281933826989,-0.05011262433084236,0.0363748475637632,0.029498231719793808,0.03426892323001968,0.00918083199070323,-0.004724713615845694,-0.03104222406555945,-0.00033700534375736505,0.03488136760555261
LRIG2,0.01561065865564309,-0.009533895906691604,-0.010449010640360032,0.0246464878385717,0.04870414509852304,0.0372778982637422,-0.030434412820866733,0.07138318084204838,0.006642543556073683,0.035114519682496466,-0.015610298449919643
ICOSLG,-0.029456653118043595,0.03411235181609147,-0.0310733001532645,-0.01988717561025576,0.059279560954022856,0.08106155780296072,0.0157121052572993,0.01763256143995335,0.09292550172299704,-0.04697920886548746,0.00038661701489990343
WIF1,,,0.051137664744945965,0.009428295447838858,,,,-0.035235741486197535,,-0.0027257240365396373,0.08981568389507762
NPPC,0.06379441938123227,-0.016635502403513636,0.0038383397660959333,0.0244641937329784,-0.03400449855268078,-0.01573946878111488,-0.004851603403013941,0.05930542035592431,,-0.024697205775409053,0.04771068696136599
LYZ,-0.06719838146028881,-0.006594810054112579,-0.053986663288743846,-0.051543586668968945,0.0272845461056197,-0.01824793221248898,0.08691240593080185,-0.055018608454369115,-0.006464666799819589,0.023667161971739473,-0.0034331171339260875
EREG,,,-0.02486523023416242,,,-0.03257315114442911,,,0.025402710852016425,-0.03363806422700219,
SPTAN1,0.10692260344761473,-0.011578335776402222,-0.0018294910628609523,-0.03253772631236184,0.07007703953503702,-0.003634718983829335,0.025036080823809304,-0.029650870805638083,0.07886068786522532,-0.05889402778165967,-0.035349921093782294
LIPC,0.03726980204869512,0.010270009263390046,-0.017107019527770943,,0.013726163033805845,,-0.01188340099624752,,0.04807656193808396,-0.023838334319711725,
COL8A1,-0.03983050827981237,0.044907482000724204,0.010027054574234938,-0.037354941877720295,0.0930248378618825,-0.01064475932458476,0.046959499187272484,0.014575661110677582,0.008419412169750545,0.012912731737351813,
GSTM2,-0.019084342260510125,0.01370694968405411,-0.034639125788569446,0.05892753437196565,0.03103320555488643,-0.002430715164423518,0.004060130644154601,0.08713312127186497,0.08320296894457964,-0.000867037904254729,
SPX,-0.034406446909613364,-0.0315789289468477,-0.034309738946336696,-0.052396872693880936,0.03611602815169226,-0.024746410494878666,-0.04242870086341578,-0.02285633550772023,0.13500616471590088,-0.08257344690259996,0.040414738494208284
MFGE8,-0.01102746040886746,0.0011640397211370617,-0.06258713001289672,-0.010063639919807776,0.023444078012414493,-0.00045747870385256335,0.09448539453068944,0.03841728642954795,-0.006219757020810639,0.014847547141261496,-0.010789497030804101
TGFA,-0.0265127447038359,0.002055097342765256,0.0947990135952429,0.051560987673196106,0.024986734410207306,-0.01980229221970377,-0.05781945833101867,-0.024502585911197697,0.10012241796242094,0.08845433237385494,-0.029298001587170688
SLIT2,-0.02402952203705813,-0.0001278482578752919,-0.031067057207231363,0.022156981394870708,-0.03845608059607557,0.07535279711517787,-0.0798328775553329,-0.08958224328067983,-0.01715362439424151,0.06599994478311408,-0.021264875627816798
PLTP,0.045918038834488986,-0.0473111212027681,-0.008239917161352148,-0.009529646524736419,0.050219816650884805,-0.03499231070507464,0.06812176545148022,0.02720766091283398,0.0346905727613674,0.02150663878161541,0.044120403084128845
APOD,-0.09225360616960476,-0.007617119816927543,0.08331081541693046,0.045993207404342956,-0.14130653143783256,0.0428496561294387,-0.12683823251704757,-0.08139890220248705,-0.06967500841033927,-0.047413182733387516,0.017367175384034973
B2M,0.002167811252171404,-0.0075035720682890324,-0.02865266186101305,-0.018958983806613598,-0.06805188938458129,-0.014025112306102547,0.0988380710092147,0.038424459382654576,-0.09610756901253015,0.08162319029005548,-0.1663635340868164
OMG,-0.07360118707076718,-0.019819615605252052,0.02689558053850824,-0.004689293058523335,-0.05737603428253243,0.022419845813158125,-0.07645864147895298,-0.09805568691488215,0.076087085056292,-0.09056272258992655,0.06840100231408762
CXCL3,-0.01880303563454709,0.047692796611306765,-0.025310517234411415,-0.011210309616544751,,-0.04530662351678865,0.03932425227585737,0.0353554826849846,-0.023339330924500478,-0.030400168088441537,
CXCL10,-0.005387481612652999,-0.02237679463678364,-0.035031802542551976,-0.01702928080915811,-0.045867981032691116,-0.026732737358373202,0.04599438371215877,,0.03772132214952021,-0.03743290863818703,
RSPO3,,-0.01245378428476924,-0.01710700898045422,-0.02722203508563628,,-0.01060041164113355,,-0.008664525964072722,-0.025649283868425476,-0.029159560447249586,-0.010613560343641993
CORT,0.05805564866370493,-0.016736874644612373,-0.02076193830299679,-0.036831595326023474,,-0.02085637936876008,,-0.06693838589489912,,,-0.04320369030229513
NCAN,-0.01597465938665708,-0.024840324486038866,0.0396122687944192,-0.012979041390580818,0.018096099529823904,0.03295893757468961,0.06017215458098606,-0.10791451420901237,0.06760308477171585,-0.0319927807462407,-0.045537720164072544
PRG4,,-0.012291348019901508,-0.012248557012688345,,,-0.03077486404483818,,,0.04089298156682723,0.08817336880292378,
ZG16B,,-0.014265612605775978,,,-0.009139359543281354,,,,0.02325618283427305,-0.024925573351024643,
TGM2,-0.0006517464725138796,0.041147344066996626,-0.02810505586732686,-0.011499471027774358,0.049249512156482565,0.009568178338533814,0.0061366499926909825,0.014526575526178235,-0.04993637446988549,0.03051620568040008,0.08477244885171506
VEGFC,0.05758250564360254,-0.021906473299563328,-0.018854588021981325,-0.02859584289526589,0.03020413738175925,0.007409731629177088,0.08334055593894686,,-0.007620805398657929,-0.0052632566269553505,
WNT6,,0.01758920058690416,-0.01687733233920461,,-0.030022938322244824,0.004448987340762226,,,-0.027429087570790545,-0.025755595483231943,
NRG4,,-0.014959132818666987,-0.017446467689699378,0.04355931344675561,,,-0.03415735454908016,,-0.025649286743098246,-0.012368008707653337,
PMCH,,0.0076502568992419685,,,,-0.029262616058445462,,,-0.01574186254292816,-0.026512234912563982,
COL9A1,-0.01220709819144133,0.02155122367416174,0.0389717133820621,-0.022197796099168582,0.07007854462547847,0.04265840499958989,-0.02923868373325426,,0.1296316628364213,0.04777024337607896,-0.03080608061149401
GDF11,0.0463532855429513,-0.012345260549799253,0.029088189817740265,0.003128530886545417,0.031535901597104496,0.011470859572053176,0.09659745564702722,0.030252973345857512,0.029456533128476535,-0.0025167024618019513,0.051818240964230954
RAET1E,,,,,,,,,-0.028137085314080542,,
IL24,,,,,,-0.01961283501910152,,,,0.039451582198806394,
SORBS1,-0.08502001498261731,-0.015896480972188053,-0.07069550315278075,-0.011660434468337465,0.09490329090164219,0.07103380065673297,0.03213224202219948,0.0797987918173374,0.03351076977617128,-0.02025187744284157,-0.05710395944735946
DLL1,0.027424072487724493,-0.04712528922161044,0.04308475179228317,-0.022760018416673248,0.10438004173237153,0.026943340379550998,0.01236892446973727,0.03611847782458503,-0.0011605108151490431,-0.019953754865424743,-0.017966273063949115
TLN1,-0.03881345175421247,0.012268906201431484,-0.020274141310865287,-0.01794426172640009,-0.024811884575200817,0.037330242758752,0.0928786870820088,-0.013030965565255953,-0.06246461042231037,0.02094254786193439,0.01209071199107398
COL2A1,-0.021930700740303306,,-0.010939819540406981,,,0.05699380139474788,,,-0.03732837724713172,0.024246554092097087,
SHH,,-0.012772728660754205,-0.0007163960595202858,-0.01203175684966843,,-0.01528537453541596,0.09591454332112502,,0.07902497847062978,0.04737588804703056,
PON2,0.02610716715608446,-0.008640248860806957,0.08842653491940365,0.0026716206480087547,0.05148867962101953,0.0307763537087374,0.04460784773972061,0.002303384701355888,0.17356515688436955,0.09129529708728273,0.12305408390593894
ICAM5,,-0.019907204177272035,0.024184995052274977,0.01197805782862057,,0.014196538654617131,,-0.05991437758719348,0.08830360751060276,-0.0644101198189024,0.045156474236124504
HPX,0.11007750697548627,-0.031077786465697255,0.0052036078280046595,-0.010478995447469266,0.003525295181877877,0.051334749753310815,-0.044086729704318095,,0.03150637746543614,0.06297423573213577,
SFRP2,,-0.014546753765778289,,-0.014020793587227307,-0.010196467189760791,0.050025097005753486,-0.03820321778876861,0.06474040798959767,-0.006737095022964958,0.13146602009442393,-0.020763295218901547
CFC1,,,,,,,,,,0.07436725183429858,
CD70,,-0.0013863913379089864,,,,-0.049469900190127154,,,-0.039132621399971944,-0.0035006124373462705,
HP,0.030523541568113554,-0.015431821694534213,-0.03483579344201742,0.012359909978120809,0.006192951003843956,0.06599679207753649,0.04440050186651813,,-0.027202664258574264,-0.047611892388958486,
CXCL2,0.0003137568745606837,-0.013842479765131614,0.005142431756734034,-0.014563237453958353,,-0.0147587733757795,-0.06290381017553176,0.10801390215593609,-0.035891836137918444,-0.019198967671656082,0.027268252915021524
NPPB,,0.04155391104267564,,,,-0.019583339950683967,,,-0.02601834483415518,,
CCK,0.10287059700815204,-0.0060490884734694834,0.005215661853167393,-0.05124866670210299,-0.02161565537428878,0.0345297453490394,0.03852152972756907,-0.010031049951563967,-0.03375281704277306,-0.12801312375750948,0.09557084600693859
SEMA6A,-0.006009031722522553,-0.019071822904611378,0.06280672922074841,-0.020882543746236496,-0.023543189450100536,0.02889277007414296,0.0671859612014478,-0.028238403529783747,0.09637205400515952,0.08538622626482041,0.016102212747132676
IRAK4,0.026778416883838776,-0.0032330183933033446,0.005634353310349538,0.015234387222707875,0.08803043028753961,0.028541038945270138,0.10988633628444645,-0.015306752538081414,0.10046771375215474,0.008848523042155358,-0.05786228479928974
GSTP1,0.011288242002869034,0.05217193739437239,-0.039278179993663925,0.02965985270470703,-0.04562300210418396,0.02712362790903144,-0.045813184434474595,0.007868866935390587,0.07503005157661971,0.10284690548483935,-0.061213762565097384
VCAM1,-0.06615320743388957,0.002244897801776262,0.03032083893238585,0.02799840601325524,0.05410831186028561,-0.0010701971411399493,0.10025927108364488,-0.041402222420859267,0.06100409731157624,-0.07233500590216266,0.041179434190312114
NXPH3,0.0033341509071511586,-0.01589226125930536,-0.03973953882931989,0.03353653304656287,0.0850949586938742,0.06431186197163866,0.05742386660305511,-0.04630331185714894,0.1520017515031086,0.04144107041636345,0.061108710543869044
MTMR4,0.016008445848933666,0.02141088316942687,0.054217728206602075,-0.002975239127946265,0.073364749851651,0.022517501843887122,0.07126575960895808,-0.027038789561230306,0.04941370838400064,0.05780030611429684,0.02791941213868501
LAMC2,,-0.007456988411478389,,,,0.023708964284894104,0.0013501042723226494,,0.02927334962129872,0.020256940542086224,
IL10,-0.02425252337903498,0.0075854530198032274,0.01053663870156396,,0.028044028795825834,0.04076464260777543,0.018636956366494206,,0.015281760750399088,-0.009718875564807725,
SEMA4D,-0.12201555837075706,-0.017040663930306146,0.0712693712860172,-0.06693146287445655,-0.0653451729938731,0.015409696870048586,-0.06967150700868271,-0.05187949407801059,0.07436888205459809,-0.010629736344362442,0.04987067306997647
TRH,-0.0214388819576997,0.08289440072186087,-0.010765611845755441,,,0.0239194837940049,-0.04316747674521066,0.07448988672154733,0.05937802806293537,0.0317270769889803,
SEMA6D,0.019958651236604917,0.06722936856986532,-0.01259353983003493,0.022597162242765447,0.051275963312102185,-0.03854918925317867,0.04406921586787864,0.07505578425736743,0.07694347554074057,0.12936489376102114,-0.0290921864551935
CEL,,,0.01295632194153828,,0.021245355972160172,0.01792672412456575,0.04868124356831591,,0.03357192806385829,0.010520988496803163,
PDCD1LG2,-0.02455712494623211,0.08169904914712625,-0.023936404823024643,-0.022533827716209168,0.10384852253360927,-0.011218741360999799,0.019284941989009798,,0.04096841258083737,0.01086254584444737,
SPINT1,-0.03463922559215461,-0.026388423882301008,0.008431376526220993,-0.017124983995089986,0.02023252691773913,-0.039467670160487564,-0.02175837065004021,,0.02969228723838862,0.0007445130783030795,
CTHRC1,-0.0039435206510631355,-0.04308708771027599,-0.02276122793899419,0.037167982050773436,0.05830385767201295,0.004731718825907577,-0.0008723043240443564,,-0.06074827213215331,0.014340589070864796,0.07310418413289459
PODXL,0.03488438153879845,0.008371086920834634,-0.008330789944660667,-0.01892376622951072,0.036682545529721715,0.04121134446271103,0.016863924335924117,-0.01818499994406817,-0.06393213465101268,0.10786683219207961,-0.04772203964254911
JAM3,0.005276804677374366,0.01794356625723042,0.02097991812419558,-0.055989172620792386,-0.09341512861551872,0.01584339660405941,0.01952371497417623,0.0013901919942003302,-0.008111438769095976,0.05630140170435379,0.033826015753744956
TGFB2,-0.0881473711637797,0.012517914414708235,-0.01886936217808181,0.015483291863000553,0.07506595741154498,0.039995359672781,0.02134993860320492,-0.0483597829540762,0.08808009842696413,-0.002487206420880531,0.05459654115693159
COL18A1,0.04719261170629875,-0.07494550978788078,0.048879285195330045,-0.014895024438013736,0.09737954505834041,-0.018738894568077903,0.02093181731983462,0.016598953243483046,-0.13408762006489705,0.00886554256345893,-0.04543326819529635
NODAL,-0.03391741265377051,-0.002200121000409525,-0.025928920455372016,,-0.059925583046222856,-0.024226471299553548,0.006609859245635495,,-0.017966568950911515,-0.02785447637153658,
INHBB,0.006830456123014357,0.03798116205789358,0.01039393165384026,0.024541180514769275,0.02623425152151005,0.05103167343206886,0.04657258928470076,0.10884735661703204,0.11372798289836848,0.027259254685386765,0.0236757029655357
LCN1,,,,,,-0.022878837893245466,,,-0.029470270884441915,-0.006998714213782908,
ARF4,-0.05904646243280762,0.027321935458360074,-0.010983574054285577,0.000293165079714091,0.07257047300681513,-0.006048648275632041,0.10028200523407642,0.043626273784432346,-0.03817130491493753,0.013405643597373182,0.010050343992472857
CXCL14,-0.04367187498952563,0.03303581746109866,0.0014215905779724465,-0.028664861854525527,0.06914084987056071,0.0045169913280129525,0.06426272831567977,0.017944257070651212,0.07282133454028449,-0.03134893423450332,0.04410786578855088
LIF,0.08671718061454883,0.027593530681103585,-0.05313557302425998,-0.012423088333620063,0.0023236065359659485,-0.004528979268276565,0.0037327438298307976,-0.011443665693475309,-0.04568983817749114,0.058948535328064315,
IL17B,,,,,,-0.03663259894037846,,,0.0035524620340728866,-0.012015640293852643,
MMP1,,,-0.010765609497268269,,,-0.03771006409437954,,,-0.0721641785361714,-0.05095675371471665,
MATN1,,,,,,-0.04046631808213773,-0.018554892827038656,,0.03976848151583386,-0.008576796849220986,
ADAM28,-0.07452287301041914,-0.03399576700589625,-0.01254354206930572,0.024203067439945724,-0.028229504120492743,-0.025382278986511103,0.01364057920414219,-0.04859389820105905,0.04435854388406385,0.05058675793674898,0.03514718951721108
TCN2,-0.0005688054950862901,0.00011730590554686312,0.00183055085339054,-0.00075849579367211,-0.045584750859292165,0.02998372954295913,0.05771454152017006,0.045798067356772734,0.019866473431005203,0.029002417569830543,0.012657425959159658
THPO,,-0.025912595750047153,,-0.012927403140948493,0.14604240094036183,,,,-0.027244629437529384,0.01117684776950753,
CUBN,-0.023638065464919512,-0.007263218404983493,0.0019393703192684044,-0.020683147808782453,0.06058866668555582,0.03718553504417863,-0.009962864412214738,-0.02318848358250239,0.03334626502157412,0.005805207258457687,
TIMP3,0.0404258486820089,0.0012557173625074726,0.05811893166852308,0.004557703688297069,0.07190687712249941,-0.07052291343120426,0.03386857141337968,0.013108428621907118,-0.0890330233312719,-0.017584728158065367,0.024921197159808502
PIGF,-0.00762946779363648,0.02253525305110902,-0.025817545598681647,-0.03836801061303813,0.05290004312536373,0.013244278981328529,0.010098533105445128,0.03655203092512015,0.057591307879060805,0.09570119749636717,-0.010432177846505629
CRH,,-0.014406829538246783,-0.010939821547687962,0.01328405426110395,,0.06254948424879374,0.02604358455207237,0.05234538976278891,-0.033271153814675,0.046055918903195506,-0.04429116091339358
BDNF,,0.005712855436632943,-0.023850540490187665,0.03442232786600462,,-0.02289888935440778,-0.006666233844834962,0.06212208027286572,0.05012600079283617,0.05539732182539857,-0.06498679350945155
CCL5,-0.03946360969753157,-0.03310262704891235,-0.016829178345811338,-0.00556554135060286,0.01814124785596894,0.04829604287371561,-0.051987504550378594,-0.012338878371486853,-0.0021269360239651964,0.005181911337142783,
GAD1,-0.011051939465264614,-0.011536625919198169,-0.03345306866933542,-0.0536068115678138,0.06009437330394557,-0.01709885456996424,0.01587546685675528,-0.020587707180768678,0.02796796316881873,-0.02407121318338604,0.01089719917099606
COL14A1,-0.041561074745354844,0.026422118010361432,-0.016685540483675435,-0.016933089001419013,0.07885049716652455,0.01370676009023411,0.07292786830251555,,0.026775420494945863,0.06808665424812357,
HLA-A,0.07240539510679604,-0.002394002229165975,-0.03012591501394523,0.007758048792561868,0.07613939612743319,-0.008677424180292864,0.11851653373607919,0.002343272366052284,-0.11165261781506435,-0.016646264058926635,-0.06876358102288313
CD5L,-0.0409902391899265,,,,-0.018302102212465903,,,,,,
FGF18,,-0.011446118330552143,0.05665672931422601,,,-0.012684708848861765,,,0.028931805308784548,0.11709954334678625,
ADM,-0.023445868609666895,0.054087885607478174,-0.03349363945298201,0.00058841033447325,0.08133373114635392,-0.013636609096791916,-0.03359842278253385,0.020050493674186615,-0.008559825858026839,0.04634974874710311,-0.02323542852767176
CCL15,,,,-0.01360281856209149,,,,,-0.02527510878682152,,
GNAI2,-0.024008459896928246,-0.001097625718257321,-0.013386210804195066,0.012670687922041552,0.02526688584884703,0.07649689184423264,0.0114671741997477,-0.06585177054773078,0.0033253302426308994,-0.0030232674714115453,-0.02872155696980213
HDC,,,,0.05501310529108244,,,,,0.07001998528986492,0.04678049125450651,
