,MGH258,UKF243,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02683054643898988,,-0.0005695038250214308,,
BMP1,0.023479844175949328,0.02589179908530198,0.02024133297486227,0.11992719703727417,0.015716781449426637,-0.007255115194975902,0.11812106101883442,0.09241036324358284,-0.0007659020044918025,-0.0041515680425193375,0.02794343304580821,-0.010094096171667902
NDP,0.08791589081484766,-0.09119055553190074,-0.033307463617284004,0.09841241024770137,0.018548421587126086,0.07420421246966691,-0.03774052757853124,0.028583253827143346,0.00515283078560993,0.06462390562731489,-0.03295317345170302,-0.025548714998520395
TNFSF18,0.1282573797351558,0.07994863247832001,,-0.010203984027434845,,,,-0.027669868955574196,,-0.041292692222432814,0.02648549417795228,
RTN4,0.014107840493321464,0.10070062707658871,0.00046454790722913627,0.03541657324177778,0.00827165940633141,0.011360009887935757,0.014378143857428308,-0.04599331992410347,0.01878151199177492,0.1133512016854613,-0.0637617318651288,-0.09516853867707457
HEBP1,-0.05877173591166517,-0.0066397552881482585,0.0077664715477736386,-0.00455062960884612,0.04356721798083407,-0.03422780466449732,0.05792427166290174,0.005733806099758095,0.06925105703172228,0.013011529292913873,-0.0641449768122894,0.03706792541686541
WNT7B,-0.019736369507420276,0.150078087134324,-0.003087676231081215,0.0055045137481212454,-0.03447726716091047,-0.03583567693583835,0.039424026133125435,-0.00020304272950799447,-0.015045725232273521,-0.011226795197506578,0.1257208513658244,-0.05603277594225325
PTMA,-0.010695924197500649,0.0024513000599093024,-0.07317012279435141,0.056777391695921865,0.05124084379285867,-0.005479700239137274,-0.020411735418117142,-0.06450284021142667,0.015079468733099968,-0.06729566944358373,0.13219026983190277,0.08680888090107453
FASLG,-0.019736375086841375,,,,,,,,,-0.025751526067210127,,
CEACAM1,-0.010709520611174785,,,,0.061049248155342455,-0.02008049726963712,-0.015175142431838467,0.10120413898831772,0.025442254133773167,-0.012785360863619066,,
PDAP1,0.02232131422338192,-0.0009307456626374845,0.07289194193318224,0.019823632111103145,0.054889597572908684,0.03742916190734984,0.007178903093132473,-0.0007059631189121429,-0.028971295849726495,0.06496893491817345,-0.009209115081183834,0.03435381271463723
QDPR,0.05515962129732857,0.025111100445147656,3.102565064278135e-05,0.05102497332068268,0.023713387999651406,0.05541770900934244,0.011864981366649463,0.02393631480654432,0.00811587538988479,0.015596054103677752,-0.10090335595788961,0.058588161679320926
POMC,0.02614960776118171,0.05248402935937699,-0.02484519271085781,0.06162826759715594,-0.07363359589980221,0.04155495359525394,0.09563383967372623,0.012209159302878143,0.04333725534754589,-0.0006598761183104761,-0.03039635032719765,0.12325209580849643
CCL18,,-0.030987508515581942,-0.017422742325257066,,-0.021922622055537293,-0.024400195679593294,-0.011132440931505666,,-0.019260253380288913,,,
CCL17,,,,,,-0.01424614088941961,0.015065125051649156,-0.02043080501548115,,-0.023340865978331453,,
VEGFD,,0.0006209703501994479,-0.01678641652393542,,,,-0.015175142431838467,-0.03730920619825021,,,,
TNFSF13,,,,,,-0.027336204563605977,-0.02381136739412697,0.056073663991926787,0.017237511882294155,-0.026592297269778634,-0.014506286142163443,
WNT5A,-0.0937316584269957,-0.044576959408956444,-0.017212103871473525,-0.003697236499442216,-0.036750585732569147,0.002633633214185369,0.03915650649181546,-0.02404389495475281,0.014030441348146782,-0.016282387844402044,0.1140623494350256,0.019973583211257674
CXCL8,,0.0014717001440237934,-0.03477323892638722,,-0.020279069138142425,0.019975597101407158,-0.024914144702476826,-0.030057311408066573,-0.019260772523822103,0.06096835343797033,0.14195077507298398,-0.035525323724407386
GRN,0.010664711928105934,-0.05129786107757475,-0.02526614998629586,-0.003559381814326211,0.007913958283319217,0.03236916560090407,0.0159555118771673,0.021616731291047457,0.05397820336388692,-0.01428919187508339,-0.016123014763121838,-0.022975514199136356
MIA,0.04787497718679214,0.06142001661522795,-0.022765396535189202,0.026110882936427344,0.07569854223733775,-0.004302459805101179,-0.012320905829749786,0.02118203621138882,0.04546737845350998,0.0162256255569011,-0.05113896654756818,
COL4A4,-0.02285712721505684,0.031411766721071835,,,-0.027717044073179826,0.01012820974008195,-0.0242977758021437,0.03707424368477416,0.016453481646431223,-0.02753856949778864,-0.03372628625718854,
TAC1,-0.019736364349091765,0.13964771094600642,,,,,,,0.0050025693469170586,-0.01639548178505222,-0.010442611073372477,0.03160780434374634
RARRES2,-0.06388386116041535,-0.017659199271534736,0.019622682899930334,-0.03593449874492321,0.07602200338299898,0.059018617779888295,0.027196758159449257,0.02870655858285274,-0.04409109374506436,0.09376675323340629,0.10888405202459557,0.01913433175177529
FGF7,0.016879473376102985,-0.06723262019737478,-0.02456421907210926,0.07385550962551105,0.07499288812446717,-0.03895652762597003,0.008697386504161646,-0.04456854685043634,-0.05661441735201714,0.03086520007010391,0.03333453277136745,0.003970241671406879
EFNA2,,,,,,,-0.01442295731423432,,,,,
HBEGF,0.036394380994769236,0.005859818326996105,-0.03404237470079667,0.10155741016104418,-0.0719106148587157,-0.0011189254993152263,-0.037998688756823884,0.00010710511060101522,0.04828780750040283,0.0015786806289709693,0.10951656449894741,-0.008307448915288047
CSF3,,-0.035146870418196065,-0.02521867400682714,,,0.0142284671515967,0.03639824810191243,,0.02391082894651835,-0.02457433112161327,0.08265055742671988,
PI3,,0.031532042653081536,,,,0.053384568727994186,-0.010713019153513253,-0.01374179121275097,-0.018616305265059894,-0.020543046966275767,0.00968032029999127,
PCSK1N,-0.0415038061019362,0.018889953860417988,-0.039863635478917,-0.04414876043828874,-0.05322212587084347,0.0019929909442775898,-0.023827593849534735,-0.05551892853848829,0.08901158186027419,0.012503155777609633,-0.09417106129460627,0.0676517231317907
NTS,,,,,,-0.033234763726402945,-0.017571636537632846,,0.04260254129788092,-0.0363912334053986,,
SFRP1,-0.028716908664287052,0.05105037236168878,-0.03645653636707387,0.07097697012621436,0.012992387193018613,0.0321621465900739,0.033310655240820615,0.007103899824066839,-0.01339118490098795,-0.03554559333613183,-0.04204467304051025,0.06424316129589358
CXCL13,,,-0.008603069510847806,,,0.023751226416905052,-0.025067538992647145,,0.01631869155049101,,0.0754585134466855,
MICA,0.04900086996579691,-0.06321188653996224,0.11302374703289512,0.07229800809930194,-0.06081656289236095,0.024073653930509243,0.055179767143412,-0.004930964346784619,0.08619495683622252,-0.0019702573750634876,0.05730291009204277,-0.022085834883378865
TG,-0.022857122064115217,-0.028017665577915844,0.006089077246066691,0.06279201340891223,-0.03569515416845451,0.07394082067205064,-0.021641391264601656,,0.0007167934617185466,0.02242599421863501,0.03358695763067607,
ADA,0.0673420837373207,0.06099283059420474,-0.009498161057891065,0.051306798551615795,0.03240443608916502,-0.04445785859389114,0.05588797012186312,0.027993637848178942,-0.007602475443121425,-0.03460670052869589,0.02914814324758611,0.06148165010717383
LAMC3,0.04155258201260559,0.0848457329439304,-0.008284638896365736,-0.00950046516165293,-0.04577673890553349,-0.0989700747779076,0.08867647503094729,0.032980053632412965,0.05209917134783846,-0.010377687959311904,0.017633967016594983,-0.0416115472647886
CCL7,,,,,,0.06370150006466188,,,,0.14258111546591032,0.08024164332033704,
NGF,,-0.02024911115038097,0.07937467864928908,,0.05677739891389893,-0.02465948274214477,-0.014229088502957014,,0.00515658803511911,-0.025458028646289224,0.01960372785165004,
TNFSF15,,-0.0018162416622409835,-0.016059747296862662,-0.038728147789158465,0.03184034660444956,-0.020815491825641637,,,-0.0033414084825225355,-0.016405228787119804,0.12490635398951347,
HMGB1,0.030714363353973304,0.030448385739932648,-0.013803192979361624,0.04592864861880006,0.0447792038406658,-0.03008796107279816,0.030078425452246677,0.04656196423021435,-0.004726725346191193,0.0036804107972619538,-0.07633457559112178,0.02191620610899747
ITGB3BP,0.004032019574806908,-0.0401986558112464,0.006147940292404683,0.04366884177767429,0.016131282146157548,-0.018149100045394023,0.0026596007629613523,0.053531333239778885,-0.008814485824930544,0.025549560345219723,0.07521846462390819,-0.002766271828278687
AANAT,,0.02759571638795119,,,-0.022833329826389845,-0.01873144932633278,0.0646080744719376,0.003103313696661066,,-0.027246178785417793,-0.0033367001681876376,
RELN,0.0317118086845145,0.06389044720656362,,,,,,-0.004428620641202848,-0.02537376955718564,,-0.036200216739160615,0.017684145093875794
IL15,-0.01465218122946309,-0.00279588924401646,-0.037762647808632435,-0.053465059176078834,0.1011518105866815,-0.03431678262486365,0.07280784215094734,0.0791647025661304,-0.04280269466552696,-0.04653628533816751,-0.013555445568493632,
UTS2,,,,-0.03704341757956616,,-0.015951200010973932,,,,,,
BSG,-0.032428717279742204,-0.14898903210633396,0.04427464172122544,0.025970080091254864,-0.03234022629638869,0.021511825407685006,0.09559921074402938,0.07561976070472326,-0.0020910666293759823,0.10992307850188864,0.022073133135940122,0.014673343484096218
ADAMTS3,-0.04311580164725258,0.002829614554626519,-0.005237477486410622,0.06930961937375496,-0.0004884653464802138,-0.005514967004084943,0.008645636542372385,0.13366266663227427,0.00924824293093092,-0.055987821411155485,-0.01997794123433053,
CD34,0.05846595978403796,0.019228252187784307,0.013597039957885136,0.03898685502128342,0.010615936166649855,-0.0612237052935839,0.0359718854536651,-0.0014460490581607553,0.0492000693368242,-0.028371654711942043,0.03586004002150717,-0.050199034065114057
CCL23,,,,-0.016403582112986488,,,,,,,,
PLAT,0.05073530005008148,-0.048623672155994856,0.03229036583554834,0.04706635441828119,0.017986775886796834,-0.05355281762839383,-0.00010756571116785451,0.06627055582307662,-0.01166551917299963,-0.051525023042218523,-0.09469802209648888,0.030637835326814904
NTF3,,,-0.009351989645961825,,,-0.02767839905670835,0.0290824043591655,,0.026532683745496027,,,
LTA,,,,,,,,,,0.008033807749705264,,
CKLF,0.004379883985454718,-0.019724356151007972,-0.032163321019261865,0.0372565017093798,0.03639382060472754,-0.0360873091211625,0.004799075285213701,-0.04401142732013125,-0.005916583085594582,-0.028011635970918703,0.023822441780108707,0.03421032199125464
APELA,,,0.012954711417771188,,,,,,,,,
CD24,0.002343825737367948,-0.07836501640199568,-0.03311332419547068,0.06242258023701334,0.0032565003262753837,-0.006898678837361537,-0.06870624743142113,0.0033208235772392938,0.011772103748947447,0.03581987856783967,0.03080768809022659,-0.07976505213630154
HSP90AA1,0.07010341422164892,0.10160164291124085,-0.03126919739849371,0.07500287710910991,0.025663975979339324,0.020477159032482397,-0.012754164242997405,0.05119152326521158,0.05800452434942513,0.009789667972006554,0.015398614317790752,-0.05870745310451302
BMP4,-0.023523296895474947,-0.02972471816550064,0.01312148006922015,-0.02671590189377552,0.0037765013878271188,0.010175814265511387,-0.030395948851103922,0.016459556154214808,-0.004899496283591914,-0.031074738821994345,-0.018677472007770646,
SCGB3A1,,,-0.008125271004238195,-0.04509853873075659,,0.0940944507038463,-0.012181516058000575,,0.09026388135995426,0.0721397356442138,0.12476470108020275,
IGFBP4,0.027533325455259088,0.038875282731684,-0.008306982002064721,0.02315643362582087,-0.05475043052641853,-0.06680271349559447,0.06960077645127123,0.09010028751260778,0.0428852084206783,-0.017162535152576083,0.02821419786465397,0.015115122572119555
RSPO4,,-0.024736365285505706,,,,,,,-0.0034658157060903747,-0.03916143527615345,0.038743231211842935,
LEFTY2,0.05939608763851455,0.14624670636333267,0.024136818346837716,0.09086640671063657,-0.029179060397238245,-0.018125159663137106,-0.016583809579668023,0.04908716009415325,-0.0023422429274932255,-0.05178490354003927,0.012556201665197417,
PF4,,,,,,,-0.013219638926348446,,,-0.0009777429240138147,0.02284266875452012,
ANGPTL2,0.03750950093014449,0.00020781975510752,0.016230027480691925,0.07254572357721867,-0.02944265791315288,-0.007876397180380095,0.059237840995833055,-0.015054087002913871,-0.05189208398277885,0.016461719290149942,0.022343732300452727,-0.02142058181824364
LRIG2,0.018400521540295322,0.003859872302188631,-0.04100576525438541,-0.007470341052142701,0.06701827930855746,0.008585438033513202,0.028147085699468923,-0.04170035937054592,0.031858333726974296,0.03669070006720181,0.001509557018957512,0.038517679846881134
ICOSLG,-0.01505904576929952,0.09568785625287367,0.023405056388033384,0.01789043599570072,0.029413795550833875,-0.05339541484760564,0.02249337952484579,0.05861907812188939,-0.010602439509005532,0.0548805134411481,0.01600902576984278,0.07331080728107965
WIF1,,0.12301801380171666,,,,,,,-0.027310668962566783,,-0.013846334189654988,-0.07343256967142761
NPPC,-0.04758418622038959,-0.037096810211366606,,-0.03228809795019373,0.023952575373397036,0.051025647002350495,-0.02501244309331854,0.006672381263490216,0.01901369925829753,,0.05013585078572104,0.02859601368645389
LYZ,0.06468872609916862,0.03364722918465317,-0.028936282115602417,0.015628198595598403,-0.019665647674302452,-0.025032224906147246,-0.027513965944072943,0.019948029398378676,-0.03634000087172941,-0.005015794631432543,0.005837803457159731,0.07056029768123451
EREG,,,0.01641572725543653,,,-0.0008262972012313051,-0.042005969875308496,,0.005508671202708172,-0.02411428477391006,-0.02583714169551265,
SPTAN1,-0.01638165869187766,-0.0004711897702851589,-0.06483954044319305,-0.014266751248590956,-0.06726299889672167,0.023677066670395975,-0.05669960757609601,0.02172296038822137,-0.03244141823772887,-0.07783526807164041,-0.10493158620461039,0.029989722758606566
PTH2,,,,,,,,,0.035965292208202486,,,
LIPC,0.0722867937781734,0.05892456431239808,0.004269500483405736,0.03467651392178504,-0.014353200916536094,,,0.0024849849712498926,,0.07388937667145178,0.07913034686151695,
COL8A1,0.025400853741484264,-0.06812226707940773,0.018936569027261756,0.07680885595246664,-0.006894154028732382,-0.010622640647695025,0.06713787365319854,0.09547119495572806,-0.012364807204892433,-0.0018903256148684047,0.04081847857261668,
GSTM2,-0.001069704051853975,0.02125202969371883,0.005367563166768453,0.02740691569266037,0.043898344698256986,-0.013573619180681043,0.03258956845586333,0.014496209060535462,-0.06237288098227487,0.025322933496124505,0.08996319146664777,
SPX,-0.00019935965537562432,-0.022262922280990326,,-0.04280406757275882,-0.06454415506590072,0.060824031581140726,-0.01641387144263101,0.00418369338749281,-0.030721282467864573,-0.012985411058916147,0.039591327181774855,0.04223395709199756
MFGE8,-0.054774160337963486,-0.04803338064927391,0.0694988719398077,0.005699434070318389,-0.01273635069058788,-0.0012530698758871316,0.08034841046927636,0.05675180479979776,-0.01404550312092237,-0.03317558039886004,0.03106017372461529,-0.06796174527375275
TGFA,0.030503068842175823,-0.09528536948229059,-0.014025890129797186,0.051584945304740865,0.017668669032036878,0.06039787148091089,-0.0053167143822390435,-0.05211886206065819,-0.015953619239438745,0.024381486911253167,0.008534953580637902,0.06872988752082376
SLIT2,-0.00400857234273944,0.14472877352303068,0.024314788272160742,0.10358381577713233,-0.030919727645759957,0.0012924080945923718,-0.030108132144135127,-0.01871372783876217,0.0669740805978643,-0.019570114075660384,0.012478354487106866,-0.09609206292612021
PLTP,-0.08852459890300234,-0.03208323896666752,0.0361221305612091,-0.004857249340764876,-0.08038042404153757,-0.0341396713968338,0.07147886033499237,0.09751306095194444,0.06125448149137778,-0.009039965673687707,-0.0020908625803649356,-0.05261596694207234
APOD,0.0021952543249402615,0.07930007920520578,-0.036689664534604115,-0.07291732993230542,0.013942809740794985,-0.0024289139746898514,0.07888527501990429,-0.060976113139570944,-0.02032159187257304,-0.043119498772759106,-0.016594247931066203,0.046818694073007754
B2M,-0.009604971988901305,0.04970134238381252,-0.03169911663111184,0.09300220108432325,-0.06590278420943867,0.007091377248892094,0.09061489389527348,0.025978440727783075,0.020161629305091768,-0.058147126785867795,-0.07308594969376163,0.007502357960025047
OMG,0.03503321551058119,0.023215413559975823,-0.013447381403098884,0.008342351057752915,0.026101737535041546,0.01278425433397582,0.020480415538981916,-0.005591033550712924,-0.005307951153977936,0.001049744140313048,-0.06732995563096646,0.09597058582842859
CXCL3,-0.01840691289279018,0.057469051615447346,-0.0541573783102258,-0.03327612287459914,,0.03044919073708605,0.008234352152466462,0.018561195443369594,-2.3828974222050928e-05,0.05059431978528194,0.08893896393143727,
CXCL10,-0.020197893238210463,0.0068748089737279226,-0.018323434729877235,0.07785137822188054,0.0033808164489335588,-0.02204835025181438,-0.017731368127137687,-0.04151277268871907,-0.030087426433640017,-0.008564750304981968,0.029142259183783215,
RSPO3,,,,,,-0.03880224954633261,0.016832996250233635,,0.05868331763611357,-0.026132754200501235,-0.006650819374579571,-0.04283645618778134
CORT,-0.002029306272171951,-0.006352639777599015,,,,-0.006231515650267334,0.0446397748717115,,0.0013327298210691436,,,-0.04574239703378332
NCAN,0.018425453939290782,-0.019563693985910256,,-0.046254908134289695,0.004205700424057262,-0.020039858152272435,0.0002263365396938968,0.05322075759887899,-0.08259209942968168,-0.009025787811424477,-0.07011934530586754,0.024035322643247956
PRG4,,-0.0378501577836279,,,,-0.023385999797401302,-0.020412441723657672,,-0.05753495900748421,-0.0022458202814533814,-0.02618808954751357,
ZG16B,,,0.04155083603962689,,-0.025383018365888983,,,,,-0.020156776965789866,0.08906728063828155,
TGM2,0.023283481351957937,-0.012756893214326534,-0.0022518582870709384,0.04597644823763371,-0.059717543869098576,0.004294958612625643,0.11529509406657654,-0.03173439650806574,0.0718095689141724,-0.03182511342435258,0.010994399211520215,-0.01952734649504088
VEGFC,-0.0028472982476139244,-0.02715824391335685,-0.03667118420897424,-0.05507653463915303,-0.010674408223542401,0.005196407918621677,0.12531114807436566,-0.015818772300328878,0.047743801432994275,-0.031367598162426055,0.06392127601718468,
WNT6,,0.030986330512556053,0.032804749629731116,,0.2967288494834657,0.08255634310612922,-0.008570007384534348,,0.08116078539045973,-0.016401846406210223,-0.030275221074577207,
NRG4,,-0.02566880753855229,,,,,,-0.032636481553794026,-0.038795792495724714,0.03978366646106254,-0.04552928891518295,
PMCH,,,,,,-0.02170251443915203,0.044110212535998346,,-0.02233701553240435,-0.04882118152293783,0.005647780807209817,
