,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.00035283931520796674,,,,,,,,,,,,0.039527102342738284,
BMP1,0.027707624472110885,0.013636146206830832,0.005124048483455871,0.041358855336358843,-0.012284390352568153,0.07349798877967578,0.030813396642366757,0.09563748619329729,0.022212139775804895,0.03891136792598203,0.11970045798668028,0.026246168709662707,0.06520807845734937,0.03023716025423571,0.04943555660970418,0.11078065430854457,0.08744229018693152,-0.006284214374279678,0.06850428484006787,0.24052083734045235,0.11897777679461517
NDP,0.04696650201567842,-0.02604887166021714,-0.0661884979830746,0.03582128688351785,0.012298320968031448,0.003159852379664572,0.009791862259431525,0.055621638648462354,-0.0456622682027332,-0.032133005230739003,0.112439388740825,0.038925315731871364,-0.00713742772733079,-0.08123513278049153,0.058501680205912315,-0.05662480784146101,0.030498640186062055,0.16812557943176898,-0.011414965072797855,-0.06590173514279102,-0.06432194814321092
TNFSF18,-0.03510656483996812,-0.04649637738549097,0.033345100789248745,,,,-0.012582391716253848,0.049795703602919975,-0.024467167485043958,,,,0.08789932502056816,,-0.00704187637644971,,,,,0.1545506924915359,0.04085336977210134
IL36G,,,,,,,,,,,,-0.013552787725444616,,,,,,,,,
RTN4,-0.039728938273563004,-0.0005136906297917612,-0.004553360053529294,0.03378591674751585,-0.02803485939945588,-0.022336667414185215,-0.08538753958089329,-0.0520748764598015,-0.06748616330068373,-0.19556024415036433,-0.07457900113119896,-0.0021103258123899783,-0.10467897144636232,-0.07953909051762122,-0.013517315452568164,-0.08870713528911192,-0.049604815088266314,-0.019480364137267645,-0.1165898820472279,0.016598788983092985,0.0033816847079309095
HEBP1,-0.0006776062928346999,0.025486632089220994,-0.028288103471917982,0.04136837641755926,-0.036204137122189936,-0.01428694526524625,0.02071753316059078,0.007694933171158302,0.07816025263851252,0.04366114144768695,-0.02840401089103282,0.017991894955450685,0.0764049745435711,0.09694238279731397,-0.038372933473455474,0.026691386331307552,0.0717363021673042,0.04076444034096892,0.012774053448280875,0.04119170284636337,-0.039522633978310254
WNT7B,-0.04355226398434058,-0.04872334530220852,0.04074528193723502,0.006140290812563145,-0.007175791983809391,-0.05804871622085953,-0.042511824672454665,0.045905581167873404,0.03448058796992266,,-0.0018333822678299502,-0.01489607555248804,-0.055006953251496155,0.09739761475284392,,0.13753339281904406,0.031722388699457975,0.019010205043355273,-0.038466595740281245,0.09638494254304278,-0.0023628399262648737
PTMA,-0.03988223608965934,-0.06765752446178308,-0.015840277659571123,-0.022609796411878005,0.029776631300671968,0.03049827985147328,0.09775501385570401,-0.06020991617220802,-0.11140502717735865,0.16539736038206784,0.16851821933138783,-0.025136626366651066,0.07459514953457057,-0.02504803962936547,-0.03659188161724211,0.020247096228396263,-0.0383604551481487,-0.005804157395512458,0.05957195590531552,0.1838536750847433,0.09154779954421548
FASLG,,,,,,,,,,,,,,,,,,,,0.0016353137947420664,
CEACAM1,,0.04091195126572641,-0.03320102783245181,,-0.0067689797393558305,0.08389450664709967,,-0.02774648973343299,-0.01231841610601836,,,,,0.06003361941855873,0.04338659016951174,-0.017442797418044293,-0.02014639723878635,0.06064269182249734,-0.010731861489720065,0.04799233820470131,
PDAP1,-0.00040534256611187943,-0.027619808764746512,-0.009562366201417549,0.012291957486859783,0.0570262502493281,0.006263841546531892,0.04184370223924769,0.05935711808036438,0.019585346673152478,0.0011564239526665535,0.19681599195862282,0.02621775896057482,-0.047928040194064485,-0.025831253843321484,-0.018777089234521607,0.015784522441882585,-0.0007790851806141199,-0.02617436491803831,-0.01025326898668796,-0.06963617177058457,-0.06118649749885281
QDPR,-0.025647698964252938,-0.1485339048642509,-0.052315660040714126,0.05865160984992021,-0.016121965566962555,-0.0762149285631378,-0.04956554478447648,-0.10211397934933548,-0.010066998915922123,0.059811372112093204,0.062011627966012464,-0.03492660227142706,-0.064090747702239,-0.014507507405325226,0.10140528262510529,-0.023050915319155166,-0.005844737462414301,0.03618963493298163,-0.054081549866286556,0.016300916860544443,-0.01367601225367879
POMC,-0.010011897092362804,0.06485305683524079,0.033723156716249376,,0.04244359174550289,0.02042365201697253,-0.02198178286868808,0.0034377702267931456,-0.007551421492440938,-0.03223526563474245,0.08921619700295146,0.030554112269405017,0.036047481337744,0.11863090033446352,0.0624933386657727,0.13736111698318415,0.04792705250291727,0.04268931945374509,-0.03212231788216612,0.08394303257241789,0.002431183056583254
CCL18,-0.047080790060538655,0.03503359949461465,,,,,,,,0.08169157700878223,0.11869030932824942,,,-0.012283435114282216,,0.2015108287147155,0.009798226678658447,0.10234980807392992,-0.024292282706826873,,
CCL17,,,,,-0.039294553118853395,,,,-0.004913914566717915,,,-0.012380856350706727,,,,,0.030673053620080482,0.02297951520429186,,-0.04782632605310998,
VEGFD,0.039678986835480545,-0.033380910518871355,0.010787947748076487,,-0.003006251873647293,-0.007051046438435416,,-0.007642884710196961,0.027893234636131716,0.12210368547663523,0.09543014875351989,-0.013268947227485534,,0.03350792334041484,0.028122550587951597,,,-0.00956727095648396,,,
TNFSF13,,-0.04915968526764711,,,0.05095108203524118,,0.017424095021513028,,,,,,,,,,0.00015504591816729835,0.03335837969071133,0.02477730811404827,0.056202105734197,0.07102833055237784
WNT5A,-0.013846198902204659,-0.0031512459282971718,0.002448730103641322,0.09778491827195092,0.014912993979584966,-0.07661567815748756,0.03991558303652293,0.0740342056083103,0.11433531030653284,-0.02877301252600332,0.03615008198216954,-0.003926806643610258,0.04417518130420608,0.07777682512906196,-0.08510338259943515,0.06806757701526295,0.026607094454931566,0.03203599773106397,0.06611851310051588,0.1752281636869862,0.07798161606727425
CXCL8,-0.002535269015015335,0.08341832565313705,-0.0032947610259301883,-0.0953555234247821,0.0671252307452964,0.13636616600313117,-0.01735697339156394,0.05266970250467739,0.05105493435727401,0.10114603583249054,0.06598791465718157,0.05154476612580699,,0.0471576525092189,0.11261173306265349,-0.0456067239244692,-0.01583626640894338,-0.042380391093284474,0.03810127919352289,0.017030620062780503,0.07806979944377786
