,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
QDPR,0.13401231330911342,-0.01532046598010111,-0.031037155452675592,-0.035066981181863036,-0.025188575231072482,-0.05259531431385008,-0.03968576660014155,-0.015570317088155457,0.16616143461267996,0.017611348331580044,0.06749248386248288,0.08035291215356943,0.04799756956007384,0.017027289264743953,0.10730562085606717,0.05512244829135294,0.04180308230284062,-0.0034078080138552776,0.04192071209925899,-0.05031627592249586,0.07357728973750047
POMC,-0.008852605383997222,-0.026380551749278124,0.0025744836954222023,,0.09036918761796865,-0.02471534627942288,0.025438376224622732,0.05401594568385659,0.0386370152210649,0.04613732402400349,-0.013462664198815198,0.08482111076393013,0.04072361508931617,-0.015571903655823635,-0.03488754716333611,0.01718559958485567,-0.02045421667662079,,-0.02324033783883417,0.06582123620198256,-0.062456523874566246
CCL18,,-0.021619374018036513,,,,,,,0.12255907267033748,,,,-0.013879757828637762,0.03818568341364175,-0.03915225240735541,,0.038040665831540955,,,,
CCL17,,,,,-0.02346549904172217,,,-0.020709020746616458,,-0.015540098349115235,,,,-0.016284306941759145,-0.032120483540600646,-0.020105110738088634,,,0.11302059137726347,,
VEGFD,,-0.01410474306433523,-0.03458814657553461,,0.01796412065561705,-0.020412468741468466,0.057991384327223804,-0.022063710012446093,-0.03756672533718443,-0.0288900750060653,,-0.0006731499724536359,,,-0.02225083938032609,0.008076357291940511,,,,,
TNFSF13,,-0.018737274829248356,,,-0.01618597606560386,,,,,,,,,-0.03124713908080775,-0.03491386744423887,0.05734999698923381,-0.014040683922797987,,-0.001492467316159541,-0.027941956156603227,
WNT5A,-0.02458044701921186,-0.003099160862237457,-0.007343853240751741,-0.01670763947747202,-0.04017781000050854,-0.007292150715437477,0.008878801113033269,0.03391209893784994,0.025923465908385956,0.016528688956023066,-0.0017255847221252158,-0.022279947302098178,0.07794852905257386,0.02053888307443322,0.04772855412128138,-0.0022787370118437407,0.013089920219970356,0.026767885015347305,0.03191276692268925,0.05203844697444054,0.03221690524076755
CXCL8,,-0.034326160277000035,0.0005078068696335825,-0.039096256123493225,0.058682042745676025,-0.06352635977391469,0.023076757478480935,-0.016617752132669274,0.0759407586435584,-0.000806344951242219,,-0.06512140010990584,-0.025794423619960746,-0.046080084831584656,-0.10290651592120197,0.015021083957806684,0.07119787838047652,0.1506959727973047,-0.023657670168389218,0.04686605635743056,-0.07311235986942138
GRN,-0.04719381754978219,0.005796779662146158,-0.03422934861049396,-0.02388747670601136,-0.010288331819192057,0.11660165590664906,0.04525175097354818,0.021126650317749615,0.1724921346215465,-0.10339753683225021,0.05179430958230056,-0.12463721881625042,-0.0623053541701833,0.05371223112121763,0.02045111607051522,0.014008834499786951,-0.0629787410513206,0.10824924360337457,-0.022273409608919346,0.010866228003385398,-0.02216341517590953
MIA,0.019837958178423553,-0.0018611783175614919,0.0144791561252086,0.0035401485556090665,-0.0015958416127315183,-0.004445474746713534,-0.029065471705494013,0.06844931213587499,,-0.05185048825182516,0.007616350799451287,-0.06482599971014333,0.16063925085709418,0.03432465731528815,0.03846251678198276,0.02755457277810729,-0.012757363168417418,,0.029232663022428336,-0.03124118903550089,
COL4A4,0.0007614380349667394,0.04598307368930529,-0.017690621511657758,-0.02140570439239137,0.017669392430732685,-0.011959055459029368,0.15282200946383726,0.06950911836776733,,0.048812904373747586,,-0.034451660609664835,-0.024513235479650387,0.01861375065345274,0.023487235392714946,0.053063176252540346,0.03828566052726243,,-0.01598757174050209,0.0021190780342722143,
TAC1,0.047045780731292966,0.027571726759836115,-0.04509507064996891,-0.002038448475754812,0.036583323476878905,-0.06035626188467196,-0.045722696554339595,-0.06430774511489147,-0.1087798504142197,-0.06700968088525942,,,,,,,0.05116451614486116,-0.047886910923538493,-0.017209945329700802,-0.07339085282616456,-0.015328206912615355
RARRES2,-0.09630693009441185,-0.005505945252668776,0.019863486256720787,-0.009577522926030809,-0.03686399196154173,0.138935769906384,0.07137576301467957,-0.0339809938287877,0.08597317211071273,0.12738563329179092,-0.028862400292090782,0.03108541409268363,0.09561823717595097,-0.0035661275661274866,-0.025786557367970916,-0.00702370813820675,-0.02431241307081494,0.06918264773493836,-0.029733794984819387,0.09234796966923922,0.030725458480887258
FGF7,0.03142297300854506,,-0.006152510964416713,0.0187966167035973,0.003011191419244118,-0.020082159361758348,-0.022121269016619236,-0.011759960013363489,-0.026607528956844356,0.025856024270330714,0.012059141984968678,0.039493975483897166,-0.010556915157755229,-0.005960993894179584,0.014050691513044255,-0.04649538326469669,0.01170233794937112,-0.06401361432985629,0.002559823495190986,-0.01957788053846404,-0.025422601852215655
EFNA2,,,,,,,,,,,,,,,-0.02114793373635884,,,,,,
HBEGF,0.028040002372347324,0.07902761480208537,0.03319749844717738,0.013125060459933793,0.003967067181558118,0.08889450937148344,-0.007254805847183858,0.08534837340840548,0.11771726022490288,0.027644902326635443,-0.09095564908306562,-0.12606427476335247,0.05081499450917862,0.030504497026308214,0.07008810036565853,0.05102165863271906,0.044564616826697004,0.06873812144315973,0.0014081468760321193,0.08282148074216182,0.06280521953577978
CSF3,,,,-0.02535742925205374,0.02381141145863722,-0.017587730405954054,0.06906793490070615,,,,,,,-0.0013163598641064453,-0.04574938925964692,,0.0035190944121111,-0.04218973567794588,-0.01378319965767645,-0.032849720859807356,
PI3,,-0.005641765982436508,,-0.03139772703301242,0.02376326680061152,-0.001871750950266014,-0.019545204630952915,,,,,,,-0.039135249729747607,-0.09122848294805343,-0.04305052411104243,0.03875360797288134,,-0.029946313836944967,0.04320168344855063,
PCSK1N,0.023085981855313836,-0.00774563900422987,-0.06404233136696885,0.024417089087046186,-0.03261934177688256,-0.0460367434973513,-0.044157252263170084,0.024788333796419156,-0.24218106449619056,-0.06960032395641948,0.034124788361382434,0.023524193744427175,0.07145720907802292,-0.00958740411595051,0.03091955010787,0.03324097895412355,-0.0035039710022218176,-0.1469122883577454,0.06495120342314765,-0.07971843342936999,-0.09636688745953109
NTS,,,,,,0.1161735263516284,0.05381256400247079,-0.0020397263093864105,0.046676506141272306,,,,,0.03303673050517368,-0.025764744153440548,,-0.021929607234231027,,0.060313634208874436,,
SFRP1,0.013009918529148285,0.016716723232274473,0.005697410576542503,,-0.02047455493969317,0.009746591181016007,-0.009020916001608347,0.06904140355454623,0.07908101076883638,0.11500357718285266,0.013770991539089615,-0.05175685743954662,0.022479330985672553,0.035087576550684424,-0.030767581128341954,-0.018351493048332057,-0.04841575360986793,0.06295019054886149,-0.019936738358326284,0.1988015844320311,0.02683996117955096
CXCL13,,,0.03741967121256342,-0.018412493998824202,,-0.02307780543037,,,,,,,,-0.023714487661010874,-0.03858309122176565,,-0.02924037071324057,,,0.04969874734143627,
MICA,0.09180651495130195,-0.006584227093999843,0.011174089632638827,-0.002501755761001726,0.01968502030776611,0.021032644419373532,-0.015671792724904172,-0.0011928627701136229,-0.003374072477393621,0.03466922846050467,0.03610029456965024,-0.00930424102097069,-0.022515180168975142,0.13529929770399673,0.018105463879089078,0.04807842556876551,-0.022160245253128815,-0.07018333693482552,0.013880606395962036,0.013372678558840638,0.056224532275442315
TG,-0.0300460994679892,0.04009926421248535,-0.012446281564681033,,0.043311611366085884,-0.024077582009937048,-0.02094941102786576,-0.0208635547005274,,0.03785509317298876,-0.05571812216732219,-0.056822668615109116,0.02907509085483459,-0.02163777261552826,-0.005183894246907769,,-0.014753037630487369,,-0.02687986837276886,0.004120936795745201,
ADA,0.011301973437120368,0.06500734480335935,-0.01611358671841927,0.08753584483678627,0.01861575015177917,-0.013442979381170148,0.0428187497430265,0.04725548513276781,0.06044560701388689,0.08444678308789896,0.01249788266895637,-0.03272429521210655,0.04311297329712791,0.0074775369114316705,-0.010258445420381524,0.0132876560063722,-0.04043563813826995,0.0824170645379482,0.032403293023418246,0.020507224930059603,0.0776801021405507
LAMC3,-0.004509149212891164,0.08337188780961079,-0.03046240766173874,0.0092170258453683,-0.06916831771578841,0.013712128249225543,0.04915854422333243,0.0981383299740782,0.03348559511783575,-0.040191588222217675,-0.033733965996287696,-0.01103491823335067,-0.010773190085694401,-0.03561257056495193,0.08856263908272825,0.03182668698608123,0.0019379436725108976,0.007846343605262724,-0.0004219612687411846,-0.0736978719967022,-0.022904335416277722
CCL7,,-0.025438105465346073,,,-0.01597485839205956,-0.030596909212215025,,,,,,,,-0.024406422562820298,,,,,-0.01444345717105517,0.017552943060520167,
NGF,,-0.011083140323563747,,,0.01151776908880452,-0.032659016017139345,,,-0.05261168857526451,,,-0.034502995197825674,-0.016790828432790644,0.08412883855064991,0.11492801518080796,,-0.030774324120054885,,-0.0013100465349485182,0.030357722455527068,
TNFSF15,,,,,0.08012411301287173,-0.022653847752481117,,,,,-0.05135800400097011,-0.010169791053784719,0.0553235698224452,-0.023793521393865445,,,-0.011131484856945007,,0.0176293632371052,0.005798409607154675,
HMGB1,0.04495068442953289,-0.050943896604045975,-0.031803836426986865,0.0046369870586854016,-0.04037449696811844,0.004629329806677302,0.03693249854953571,-0.05465637524998387,0.15182865854770788,0.0853835023846336,0.06167220125572631,0.04908725084205332,0.043063336282666634,-0.09222786317909742,0.01507083984135406,0.01942640047599245,-0.020473721467671152,-0.0052602054342061905,0.006701770272009926,-0.019463645200700118,0.05265944051854716
ITGB3BP,-0.060136150950426175,0.045631093862790746,-0.0006817927386335664,-0.0028662511854539775,0.055554150911872296,-0.04215829408144532,0.0362682398305961,0.02426965242566919,0.00012212492632585496,0.14999572170597628,-0.031102449707420994,0.03289943843412187,0.0351178057226865,-0.017466544191559883,-0.031107675120919245,-0.06107871588613347,-0.022757130770953548,0.020411194051276997,-0.007966839604422103,-0.03062837177285285,0.10000726960505747
AANAT,,-0.017780771677995643,,,-0.016185977793102276,-0.0020806899629213955,-0.01565727962182237,0.07129573632719888,0.047549846595660084,0.016502275500924,,,0.004930775952023486,-0.021411319224039868,-0.028459390983612845,-0.019212149779186345,,,-0.01528178001060109,-0.02005799909768369,
RELN,-0.02490901304572873,0.02734461288147566,0.09446200129679493,-0.028556339764803276,0.0538294904257298,0.012185628088543277,-0.045943371039204296,-0.020643473708821688,0.002751151257727862,0.013382068153778287,,-0.06572662722929934,,,,-0.03617905875506902,0.2341890518827349,-0.006214024278687098,,0.007685334406775042,0.06273699010895473
IL15,0.04607084744107575,-0.03522435403823203,-0.010744633753452812,,0.05389345819011295,0.01240650013142497,0.05278552556177221,-0.011264970809267244,0.0593298819449458,0.037092319014730195,-0.006641550929759638,-0.05025775860142444,0.07055855428473784,0.1546360696018268,-0.01053032121729173,0.060399340815154044,-0.013181711257193508,-0.04462205713126433,-0.034049935674378036,0.02395732541835737,
UTS2,,,,,,,0.05323397258209007,,,,-0.029419978909270988,,,-0.018233305362086286,,,,,,,
BSG,-0.08428525963671778,0.02480433882617809,-0.031147149508049095,-0.014489704575564226,0.026888639232392094,-0.016307243006498183,-0.0721400972997179,0.05475317285756499,-0.11188609551963857,0.10308494318139766,-0.02522766058769568,0.04441686888141446,0.007373578879075233,-0.002936186072962299,-0.001565428734646619,0.00881886044410201,0.0020198675493716643,-0.033704723341385044,0.019700912314459616,0.06130331840994371,-0.11984310240820745
ADAMTS3,-0.03398330178613032,0.0007147194563855245,-0.02418746871828002,,0.0038702320723075475,-0.024081266537924535,0.06954957113362668,-0.02954299476572881,-0.013250999376806249,0.03263775206194544,-0.003941705589768062,,0.08675054729411731,0.0011093720596324237,0.08083051865605996,-0.035897767846924084,0.0657482348802769,-0.05130231306027297,0.027684836692209554,0.052510909836053075,
CD34,-0.06222197027202881,0.05670104207853282,-0.04708221775414989,-0.017711796559491972,0.0288610776625405,0.02466048056172543,0.02886807877961111,0.006459658876961754,-0.017619231969219155,-0.005723417613529498,0.025818946146051992,-0.05151323674013646,0.06569109943682261,0.02633625698849521,-0.022671115096668613,-0.015118726593265859,-0.03131619901332498,0.13613310872480272,0.0208457349725318,0.06666776163186032,0.005285908725951271
CCL23,,,,,,,0.0034439147943677046,,,,0.012212678821392443,,,,,,,,,,
PLAT,0.01285013669163512,0.044905722609008186,-0.008489492487879412,-0.05165634119708053,-0.027595661504857667,-0.03422469644369548,0.02290620687040966,0.09407880866076557,0.02209471976915835,0.060063198807461894,0.07740411855749764,-0.011449267639026959,0.08721450298139223,0.024955002309460118,0.1429483859925205,-0.005582101786333929,0.04568761008198294,0.04637498566276733,0.03774674624982941,-0.01322374300872892,0.057417732511554014
NTF3,,,,,,,,,,,,,,0.09388131713150051,-0.039484295417306296,,-0.011878405541837098,,,,
LTA,,,-0.010316228531772977,,-0.020474553981861307,,,0.08629596839098583,,0.0071793429576946415,,,,,,,,,-0.020566972874748807,,
CKLF,0.03259514257745227,0.016178938734876393,0.031142884131118254,0.01589440088886542,-0.027605731517212597,-0.0022868224872248494,0.05758553122546029,0.007036003275238315,0.16100340724974213,0.09588972518982644,0.05368001360376211,0.1234470194300196,-0.0036462708028313262,0.0023410453978380905,0.10310873387955062,-0.055686269366169244,-0.013251645724776646,0.08217092051280091,0.03324797180710444,-0.04780099492465821,-0.08429895285229944
CD24,0.1426515733410062,0.05080767295806964,0.05342391503197855,0.00977861716881794,0.044000674435554804,0.01844340079440143,0.012898811781216726,-0.035148038857611856,0.04099772830651488,0.04309326997143243,0.02187155807149077,-0.033833576379972044,0.04468844766212818,-0.009963325736526737,0.05908444369485376,-0.03431393423473937,-0.012375491321875836,-0.04738897964400357,-0.00022376720877376633,0.022159416731208196,0.09027838295825803
HSP90AA1,0.03778764034994192,-0.030712207343795074,0.029856007908666708,-0.0115688863407116,-0.046643013580349224,-0.010090870759319822,-0.052959208590480464,0.018548216447446433,-0.2305605616466374,-0.11110269208212034,0.016912350115497767,-0.029786781966769694,-0.07900370812093886,-0.010606620074981692,-0.10193983017722488,0.03611278301411296,0.03873277726007575,0.0584083630360719,-0.0711791945181726,-0.08097864249318643,0.01650833739109138
BMP4,-0.015774584098447196,-0.017247590370717013,0.012879904242132994,-0.04884980782753429,-0.018076111591883187,0.07109573068429242,0.0014584223353461849,0.019866196570915366,-0.0570738747554778,-0.01836936982778627,-0.0683670403072256,-0.00918855576328238,0.04290284362864614,-0.013663347664149285,-0.0052001041234358515,0.00636204664930921,-0.03857323294117577,,0.020230580572016287,-0.03740559113036188,
SCGB3A1,,0.07087631433854975,,-0.027104584264176407,,-0.02430873383014787,,,0.007302080555725888,-0.030666574901521332,0.05666683433231823,-0.027082312802245562,,0.010129379976365758,0.023082472990893246,,-0.006921389041098505,,-0.015753601981686655,0.001064969500531586,
IGFBP4,-0.00879284196390006,0.022779465588784884,-0.0012877722792436078,0.023725964909596216,-0.03471026421843441,-0.0362019509256043,0.048787041220930694,0.09205794829704203,0.11807081422166567,0.03817617953997745,-0.06620262375329788,-0.05922742619200223,0.020186394597098204,0.05476948731910352,-0.053751389141222385,0.06305427649908811,0.015110587499457333,0.09585766225738647,-0.0056840583017536295,-0.03917326879010759,0.03731632786097185
RSPO4,,,-0.03903911162157613,,0.007744899200286928,0.024423361975377315,,-0.02101703523431683,,0.002336024871244714,,-0.043166052944185546,,,,,-0.015568033902674925,,0.09771132258946388,0.052055350703487775,
LEFTY2,0.017526186066297786,0.07684743429553845,0.01695766946763348,0.07283136986687862,0.004594518810401514,0.07225612161421602,0.06010956965728986,0.012176983954568302,0.07561701869237478,0.0054989282503328015,0.16208252407078724,,-0.04337092087768791,-0.02071828894673672,-0.024316324207732762,0.04494546703039488,-0.02117149759226646,-0.06909080852523827,-0.01673566826977277,0.01310363955218108,
PF4,,-0.013107854099199016,0.036157462872793256,,-0.013937749223595397,,,,,,,,,,-0.019383545409033087,,,,-0.02056696811539873,-0.019812922919514638,
ANGPTL2,-0.03487490674875825,0.009334262646721542,-0.01654965858694856,0.0012941067852237445,-0.020037290981797917,0.05338722693058565,0.0033537224989429195,-0.04200792885757418,0.19284527441892613,0.055424419975599236,-0.024594042884248914,-0.02009236095723871,0.024079507901843974,0.0161988088706715,0.1250775137774313,0.010418478050094495,-0.0027121549390084817,0.056722233169773886,-0.01079992326160919,-0.0138689166828629,-0.0027818844233009708
LRIG2,-0.06186465092754854,-0.04040669689709206,0.06368141474679519,-0.033837254480387935,0.018937576188882307,-0.004454872715741306,0.07066158030212016,0.01833254232803048,0.04183793749262215,0.048962241183746376,-0.0028268320895466163,-0.023195165064324303,0.042270386679421554,0.07756613480066786,0.05605350467623069,0.05474282576347354,-0.022097379960777652,0.07580043774372534,0.08559562463590556,0.09433832604306883,-0.023411077958879836
ICOSLG,0.10803742690118592,0.0325000377489977,-0.0463019226885411,-0.00027578395923200967,0.008881829482858525,0.049555229149882224,0.02360464128375568,0.04593752831467622,0.09023902748854365,0.03772696950102892,0.08159820579907784,0.07360771203052525,-0.007323992670505064,-0.028722195454942496,0.13623123606503165,-0.04571178074354237,2.6872945315396965e-05,0.017677108804755794,0.05618507030686049,0.022292912234383178,-0.0699667700662777
WIF1,,-0.002290719660266567,,-0.043953177639587934,,-0.005416610795252231,-0.07357510282382888,0.052277268525309666,-0.09171346540913466,-0.05014415877430913,,,,,,,-0.014471995461974021,-0.045406809561037244,,0.06010251603408705,0.0629288693641063
NPPC,0.009005830663299956,0.012031995280861182,,0.06079725451377244,-0.00847599536795678,-0.031974280767739886,0.0038296730955894405,-0.03163684434356271,-0.045134885545230805,0.12045578257032814,0.032687232486318656,-0.06151551428825673,-0.06084433711607039,0.022874030129113047,0.08882883046652007,0.010030243693571753,-0.029202009705961263,0.05185147102158643,,-0.02708832677613641,-0.010536987376863503
LYZ,0.02110769048046317,0.02735375808576951,-0.025980964387832952,0.05842080914066908,-0.0035906107650036812,0.08037829490594128,0.07921536208793764,-0.0005469257192456076,0.176537119597696,0.049985178090861074,-0.03737376329370534,0.027927547651195747,0.06218576327943027,0.08451728967892613,-0.025407355952419077,-0.0072482539815324305,0.009735977087055451,0.0017078401722212752,-0.046683016674997545,0.0027241151230773864,-0.01143971781286831
EREG,,,,0.10859306830907464,,0.02715410366692636,,,0.036919017013381086,,,,,-0.031227654356162017,-0.061592047185620426,,-1.5078091945909401e-05,,-0.0028569486099425207,-0.02281054351779589,
SPTAN1,-0.054800389699592084,0.0015291118283570942,0.006990334191796022,-0.005562689740752567,-0.021723432792695025,0.0013110394398015777,-0.02554869749787676,-0.08489401200366595,-0.18909417190857675,-0.005789358637806507,0.020216478998126872,0.006810601909331164,-0.011140471429218982,0.01079149949339968,0.07685766306105482,-0.09896188171789441,0.015362718121951129,0.08155057989801692,-0.030250903838096276,-0.10491395439799807,-0.04031663724289954
PTH2,,,,,,,,,,,,,,,,,0.05438121330007809,,,,
LIPC,0.009823606906178981,0.025747960263538164,0.005727332841494738,,0.03230198996589756,-0.02716304877031178,-0.04095139552648441,0.054486462999709474,-0.03726648352395859,0.05702635029835691,0.10290440104368134,0.03278865447874381,0.05649770780494968,,,0.08361898207424835,,,0.007613843981878818,-0.030897067311910425,
COL8A1,0.03461392053349681,0.034770256508043614,-0.012751969221291268,0.0010591362302964386,-0.006818002411992008,0.01415382347588824,0.00849132588293704,0.04342829214278784,0.03287845798813508,0.1051842684230024,-0.005821033941691765,0.025391820011766975,0.000545857841530637,0.001980448149152256,0.0015562126872467152,0.018401196536510418,0.018961395913047234,-0.0061182962519054935,0.0693383262110138,0.023605120194309628,
GSTM2,-0.02180191103956823,0.014284165668963516,-0.00011392129135385807,-0.04219433875389402,0.07571733894890396,0.045751020626458055,-0.02044711241536304,-0.006016498621012455,-0.004284682946798289,0.03334194991056051,0.020782922328805065,0.013848818124842864,0.05399098577749653,0.015643422360926924,0.06570763761576959,0.12345888186473111,0.049119110276865496,0.0860176455955062,0.06728988700259877,-0.03641650011618448,
SPX,-0.014629202835956924,0.00984557393088873,0.011046368341033626,,-0.026396515889115443,0.015715588643617183,-0.047893789694165696,-0.03168291815840962,-0.02343276574142889,-0.08310097525615172,0.033239261102715814,,0.12719566775694513,-0.024607679495152766,-0.02406714920270157,-0.06393936113597057,0.004370637190779694,-0.06426110663167886,0.005729642124178961,-0.03091438716944543,0.02695697407442586
MFGE8,-0.05409602745394684,0.07502806432842464,-0.019084544192697013,0.021761959257076316,0.04361890967610848,-0.07026348059187429,-0.0012237674098858461,0.029619225552776733,-0.06724465928342548,0.07374510215824309,-0.08167215048480699,0.021906936848920235,0.04343245934261692,0.0519091486803939,0.020564556737646848,0.04436725262128537,0.000168782481265766,-0.052059854358091386,0.052492027227006535,-0.0020969092167373413,-0.09343511254756313
TGFA,0.08433013982858001,-0.017429549826052014,0.029298952600686882,0.045419000266413066,0.007384065358023749,0.0062623860153934825,0.022762466017618516,0.09951967498322492,0.06022055570166582,0.11896212096100091,-0.002327513421949233,-0.014635773150771329,0.12681383227131518,0.024466641798116542,-0.020769229589912643,0.04348389764946082,0.0052713333073075444,0.04770591214593865,0.028743033684716878,0.013981454169542832,0.10216635883442196
SLIT2,0.07338109977127465,0.08129385254091696,-0.03772071697677543,-0.020146029331509666,0.027954874585889848,-0.045493469767193664,-0.043280860226766554,0.00018554738330453093,-0.10668489325337056,-0.052759297181794576,-0.04234540951566846,-0.03594680054834016,0.009960671925738459,-0.002871794179729291,0.02876223364325786,0.056807296141787096,0.013473428358666044,-0.020047362706568685,-0.00871205422443948,0.04953032209920346,0.041873760603301814
PLTP,-0.08053517599085383,-0.023076211088643266,-0.06114031817633411,0.011521587261985237,-0.003140944681326698,0.14701053667905678,0.048764889090289115,0.05733280357863087,0.17392026588682616,0.013065089445681813,-0.02980538685678876,-0.06564368892506871,-0.022188825528120532,0.022238486839380435,0.022787676320333284,0.011879859375538942,-0.032616968800569926,-0.0389945535815675,-0.01609364249857108,0.06507406807941125,0.06954656671748106
APOD,0.1260926834188831,-0.014028103496937028,-0.008899354863500028,-0.008820610457608069,0.0020174682968455413,-0.04389205719190466,0.04121340469405712,-0.0029203418284651037,0.2078372586903658,0.017373783807856345,0.06446638294202064,-0.019988989929515442,0.037783890164744975,-0.015017972982550351,0.10469532620330395,0.05603979358566138,0.04629954741197991,0.16551288108619486,-0.027726631856089274,-0.0888137841118033,0.07984593812429941
B2M,0.023405080252031925,0.03144456315453707,-0.036219019282234914,0.05143425415539418,-0.007218752410660017,0.03781211299947967,0.07447613009609547,-0.04151121687760855,0.23834316352404183,0.02596868695541073,-0.03877722002952791,-0.0319015683433262,0.02666715482626632,0.019595419148016904,0.00243410878114748,0.029543388393570454,-0.048664862430591926,-0.022596362962482023,-0.041814764480995394,-0.013348340770121276,-0.028927631745285783
OMG,0.08635196510697381,-0.06142684465553057,-0.008639201584447724,-0.0032376116579171427,-0.03324466239350926,-0.028715121354349313,0.02268953378516464,-0.06610082120609971,0.10139184009623324,-0.033345611292987166,0.07336369285010305,0.04077937077267659,0.07028144536682607,0.017210734622916866,0.10466598691315372,-0.0029202516845659786,-0.0072680613602173205,-0.037210269014197474,0.11332769703144906,-0.028343230420675818,0.010850005238674748
CXCL3,-0.024196219196976804,-0.020736823020685947,-0.008046522352432427,0.08748887118913862,0.02634696387229369,0.0006876301540787344,-0.020557259685052193,0.052414266317799135,0.029705392866872245,-0.03165076783077387,-0.009882631718604989,,,0.011223763865031931,-0.08278422150280491,0.07280902742696985,0.09649933812045842,-0.06223262914429862,-0.025078564983889322,0.05484828306952423,
CXCL10,-0.031193965991015978,0.039795954414277655,-0.03198953695571942,,0.027076562022314257,0.011298827056194633,0.05395057533222315,0.00017991569994545685,0.033659342903096925,-0.05029690038816196,-0.058697266853493045,-0.036802388178504244,-0.022737956908373717,0.04275281733526349,-0.025998953615262766,-0.04111675260738287,0.03030719630631615,,0.049911336996309265,-0.04589177084741628,
