,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
COL14A1,-0.01002817904626934,-0.030308001862376057,-0.0378583004649166,0.06293159776544592,-0.025859581957152437,0.07598302254175962,-0.01221871896801403,-0.049376308062157884,0.032757065204069805,0.02938091111777269,-0.006840475403776674,0.04064661595666736,-0.05635071635123724,0.013374553355929913,0.04495827342619644,,0.12047818803752418,0.007819634595491568,
HLA-A,-0.013054979220286552,-0.014408915558864739,-0.01095905290071853,-0.0011220946796275876,-0.03488485758321918,0.12260874263464577,-0.05095480436198507,0.022513811230382864,0.06662313140832002,0.11101697467794683,0.06146560750420255,-0.0662449325245938,-0.10663225272936577,0.05334944887252258,0.08470226135597125,0.11513191756966655,0.08000847847878365,-0.0008737492443868366,0.011192595372385579
CD5L,-0.06548375243988641,,-0.01871865949570146,,,,-0.028176402786797866,,,,-0.04341477326172915,,,,,,,,
FGF18,,,-0.016937003557776546,0.007340908277870712,-0.02317618542723529,,,,,,,-0.022624431249500348,0.06273567305755412,,-0.0074140339545667715,,-0.01839802193918581,-0.04685326345888054,
ADM,-0.030019561699164237,-0.041875214566959654,-0.049181474097579427,-0.07860993891628218,0.05458323235524132,0.05245744243455859,0.06385183089925603,0.010791867139267261,0.03138523693203471,0.023713614781970697,0.032447081992096435,-0.09304932857433999,-0.1056113535674868,0.045251754930004065,0.045883418918661205,0.0657218323144165,0.033566261431224244,0.027327938423720107,-0.015160056742832476
CCL15,,,-0.009710059719654704,,,,,-0.01756925896165529,,,,,,,,,0.026626649300765873,,
GNAI2,-0.004948045059143584,-0.04961103427082369,-0.003493465834439562,-0.038777809933180536,-0.051403359210823486,0.11653509736889213,-0.055875659524585994,-0.02640059924507193,0.01250938544254341,0.01127588047581639,0.08542268209647226,-0.043251942017646615,-0.0009799269467983239,-0.0373525336161044,-0.006059038949564967,-0.021012841274957273,0.09526371688630257,0.05667458538024733,-0.017911761120349434
HDC,,,,,,-0.0024818777303924505,,,,-0.04749215590316558,,,,,,,0.09173962936722833,-0.034129208483751165,
COL11A1,-0.008909976215264275,,-0.016518247888982176,0.014895805734794876,-0.010162375933366592,0.028048326516369158,0.07553185820282982,-0.12662381169114914,-0.010141620522163717,,-0.0246815766316996,0.05304973521226949,0.04299577882231327,0.0047148984281448715,0.0892732687383862,,0.05883104663913605,0.07184609113535527,-0.014423276742029973
NUCB2,-0.007573970617963567,0.0019025254395259772,-0.028287514470598147,-0.029683604510386073,0.028515391414897253,0.10248681424230546,0.011097789655763279,0.09933468241372169,0.007047164921156949,0.0184409975357282,-0.08540839568649723,0.005167522536694689,-0.02020425284513313,-0.03239020997480925,0.006134243173433014,0.08540279503910214,0.08831542384198734,0.01858551762889415,0.11537459599345597
FGF16,,,,,,,,,,,,,,,,,,-0.033629898191364666,
CXCL1,,-0.0056567770033831,0.01591723386757245,-0.015148938200036492,,-0.02705353206859654,-0.03844136367026811,-0.041346317719733496,-0.04959190155290089,0.14231764460658766,,0.017896995672843273,-0.021660562423929004,-0.04098332737760809,0.03821999904252262,-0.06874677701128616,-0.02018581851618706,0.0015757137684224046,0.06975954699610062
VCAN,0.03657927709280681,-0.13182446550074847,-0.012629933009497107,0.00841631974742706,-0.055757256089809616,0.08297320339931052,0.032370205814140074,-0.007013870249288425,-0.1319971679016535,0.0011854289998513075,0.015156913196657181,0.0734870899775405,0.05599282772495978,0.013467414341626809,0.029109911357904722,0.12490059416252011,-0.01578763705737139,0.057532825917526044,0.07199463166774049
MMP7,,-0.04344109284016614,-0.016087537683181358,,-0.020532839708067768,-0.014566354526173567,-0.016581409093497063,-0.060590400382354165,0.0766098520412619,,,0.012829552488487073,-0.00739723611719102,,-0.008562770914227857,,0.050507255246503506,0.03871342315789046,
PTPN6,0.03267380223269716,0.024348915565526486,0.01989215918288451,0.02208421470916669,-0.05117169754505083,0.07448739573912258,-0.03235465125716858,-0.009147634735835164,-0.06862265585130146,0.06343032083694747,0.03654629073493225,0.02905389183416464,0.04734409704370983,0.03437999327848492,0.031214952071867016,0.030370749140331336,0.2341834184426519,0.052294743089582284,0.02000831007588879
PTGS2,0.006456676460707602,-0.003424248600707399,-0.03293533655472036,-0.00408990944579414,0.04967501113089027,-0.1109954152090203,0.057875351285504036,-0.053612030946273766,-0.08241077730680155,0.040605996644568605,-0.04496234910190853,-0.02421320468455958,-0.087662291812024,0.01631597168945781,0.01958375865243177,0.09675493347732092,0.05612926765212098,-0.0016308747544562549,0.016073349988953073
XCL1,-0.019348503969435365,,0.04555186969375654,-0.02240567864504773,,,-0.021750090797639985,,,,,,,,,,,0.016043811855737892,
CD58,-0.07669839341965883,-0.026822997582618968,0.009950680802793356,0.040501341413910985,-0.009987024323506248,0.07833370346204829,-0.02969664811003039,-0.03602579124878574,0.0055023571994913135,0.017632039132084998,0.020214247487809294,0.023120791679305544,0.09970116148983954,0.03482620790072918,0.004520968935290268,0.0007557410120430672,0.04875762739621248,-0.006525919749973742,-0.07682091027271959
TNFSF14,0.04872663398344285,-0.0302258889434817,0.12992263321295114,-0.0630645036256809,,-0.017638989893925556,-0.012297790612549202,-0.01960537534609811,-0.02273346969193654,,-0.05185349701023051,-0.007818692016273741,-0.018428913705247532,0.021572414009839856,-0.01618151948984072,0.07038596046486041,0.0410499325490732,0.03871921094516888,-0.010118427034359704
CNTN4,,-0.0024148678183738455,0.0005643070022079263,0.026771422887580255,0.026615360796668312,-0.03726417801375925,0.06277557660004765,-0.04591090757148743,,,-0.009460314239192765,0.02280439340780618,0.04214039349522834,-0.000369706056936491,-0.009834137297679598,0.006478805327402392,0.07389646124942066,-0.04049345253825439,-0.03657831789060909
INSL3,,,-0.018375237564959946,,,,,,,,,0.030635501216305608,0.10409945662450572,,0.033745850289777814,,0.01604175558691662,,
BTLA,,,,0.022487432010237233,,,,,,,-0.033399367301280534,,,,,,-0.016828534845113645,,
MFNG,-0.03478093067945663,0.005534354737881611,0.014418409344580243,0.051838516906289156,-0.017270826638135797,0.04832658143718375,-0.07724714569415211,0.041174269178844175,-0.142487540160236,0.08036766056093968,0.07173709943675442,0.11940195219049392,0.04219642746948905,0.01820326228127493,-0.011815049465846359,0.028148309552542255,0.12933570296558636,0.015805176039456064,0.02264613324040966
ICAM1,0.005294122445797995,-0.06508239720047349,-0.054582369339441474,-0.07971152794332625,-0.04562256377839141,0.07245921491967852,-0.01993151649489123,0.031151452809288275,0.0910052428778002,0.031989248420176614,0.07675419174536018,-0.0022954980082512126,-0.044295303870842226,0.0006699838237055068,0.015220715439901162,-0.011632251191392877,0.022902883498571565,0.026905485426331813,-0.07503952949589587
PROS1,0.07267558922415279,-0.004676774619742426,-0.018558859538419542,-0.01580023023379543,-0.0562259456277828,0.047635159707779595,0.05922790718078867,0.0342339852271777,-0.03811683823600925,-0.06099049152933565,0.1551844782175887,0.01260182783093055,-0.03062470967919651,0.0712301220285048,0.04528347684001079,-0.014168405996529368,0.017068206302450983,0.09745260354729102,0.08073783344185681
CLCF1,-0.052782167131562925,-0.05354712541525266,0.015035447038017513,-0.014773016051204358,-0.01908732492653034,-0.0011319746136452388,-0.03813959401453723,0.044109646680899374,0.10489924799500149,0.01814529067444275,-0.021059616192494246,0.018245357062548543,0.06963592900483988,0.03745925580375647,-0.009632350987815461,-0.04218788070751197,-0.02462274593086806,0.042682683388511194,
PSAP,0.037558584891497576,0.03140495753703923,-0.014334786903243977,-0.02443452437047633,0.012519923563345216,-0.09926483432687198,-0.04186034103039261,0.02792828294397856,0.07209910978958124,0.03449935091100019,-0.011446629230338687,-0.0356991365173201,-0.05063809934718418,0.03088745155233218,0.0699297596884899,0.08516530642517268,-0.002694633752111051,0.018860040140386756,0.0175732187105498
EFEMP1,-0.015477710374969486,-0.049286982906176634,-0.01794992451433713,0.014367217369146468,-0.00465672213137523,0.09925996592711603,-0.023351191543696602,-0.046128521920347616,0.04588605377607261,0.034521583803551824,0.042377152866595436,0.0015364443181988142,0.052404991411553525,0.018912574358057602,-0.013010015340823276,-0.007755771689037271,-0.09174924196106134,0.08005022759210255,-0.0013538150743685126
C1QTNF1,-0.002350741438122868,-0.04276771064797911,0.05419878269566009,-0.018344139001878514,-0.024674605424837223,0.09840986993779799,-0.03033105824555706,0.014885300120561624,-0.015121013168701404,0.006219573359378075,0.07498777120339421,-0.01632594465204485,-0.04591557099285086,0.06145996492677691,0.009739115411829497,-0.005674412207160669,-0.04619447841206481,0.09803847191825901,0.1322328669497104
ALB,-0.050353566454564784,0.006165634331008173,0.03082639931046718,0.02856201024049681,-0.019640879787673152,-0.024433227047219487,-0.059306564865837214,0.005100878106268835,-0.03255047350666199,-0.07114538155155234,0.0060353930986114905,-0.024836807552961734,-0.022290325371915533,-0.0180390205684942,0.027549313938137567,-0.02397719944268455,0.03924160552046008,-0.04832083216025255,-0.06831054694666613
CCL13,,,,,,,,,,,,-0.03577175147116172,,,0.01929958190995061,,,,
EFNA3,-0.008439310750024373,-0.034831971971094826,-0.02124483407201724,-0.0015213876326487462,0.018553072656907286,-0.10380873809228922,0.03442298660502213,0.008720071188752305,-0.09209981673109996,0.08885267790654015,0.03251925038579606,-0.00496683895179799,0.02551136303530078,0.02390395001817536,-0.01755138861813003,0.008456922279710002,0.019881676150386277,-0.03515092211311481,-0.015078495181106726
DRAXIN,-0.015512202462070555,0.08953381710776526,0.014186074797768693,-0.04710418793052063,-0.05264716590755818,0.11124198047822548,-0.02269963227556781,-0.02924536908575692,-0.014752622435290356,-0.053547815706793574,0.016300783132985705,-0.0290091892505601,-0.07003071741716109,0.055536087719272376,0.05486953092423263,-0.013342774321970554,0.06891193692811369,0.01585767643645332,0.13415136598216154
RAET1L,,,-0.014314488521334294,,,,,,,,,,0.12855377571932255,,-0.07107663708854123,,,,
NPTX2,0.008013227593265658,0.05794513456194991,0.06330937177631527,0.01862441921439729,0.07244521081856013,-0.07908070711094924,0.08430211234728227,0.09224814277130448,-0.06701492238102666,,-0.001257319534233593,0.01577561391087722,0.08999563758837885,0.027406662721941335,0.022554597230510835,0.10049428401966118,0.110353046410337,-0.016671411705684862,-0.032082296885454296
FGF11,-0.018211662900151353,-0.0030060341727815203,-0.02079359760054225,0.06661603092492913,0.024356058449993716,0.0822624423669,0.06891504739128372,-0.05014607203754795,0.0019327195892692077,-0.05362679114504597,-0.00612653791834327,-0.020323818395365643,0.05334127093006385,0.0589825716247344,0.05028972027199452,0.04498087186259494,0.0844623718369551,0.023842603754036545,0.12948443075972332
CD59,-0.01923643759934157,0.014087776852154368,-0.0047426905407091215,-0.02888085527110079,0.005802386332120429,-0.08789123469633525,-0.011387778172143091,-0.08000180143209454,0.08854186331848295,0.0797995305059399,0.11148112345643581,0.026725734580814776,-0.09696864859620373,0.06451434002519393,0.09659266082963903,-0.008892995426828889,0.08848061242954344,-0.017095936345585136,-0.01779141471948157
COL9A2,-0.0015890809130209088,-0.008300830900004785,-0.0006634746081043139,0.037142025792070515,-0.04249416230851214,0.023159729959850953,0.01679868112327533,0.0007226347939210323,0.0688932034426903,0.008759482766286452,0.06557565603839902,0.11009333363754326,0.09028014167347329,0.06816774689510131,-0.13052614821998323,0.1587644385699285,0.03974516783533036,-0.012963833744038871,0.09534786573054994
DLL3,0.070938984287841,0.04049258955706176,0.04486742400800014,0.014313594274213005,0.014544357120378448,0.04646672837756171,0.020913900123761854,0.018479479261769394,-0.006137669835413425,0.051090694305457464,0.02239651772176409,0.09595694315450053,0.14636120043638304,0.008687014528045711,-0.05140605781841716,0.023403828025508815,0.0402961401262105,0.02968806324903117,0.05262423108727055
FGF5,,,,,,-0.019456041151975023,-0.015947210637760185,,,,,,,,,,0.017016930348363605,-0.04909437414880941,
LIN7C,-0.013295989839797932,0.048828936156330924,0.015239023378521547,0.09761925040405164,-0.033251347061140545,0.039886229744746,-0.09872348220266752,-0.026848918454682846,-0.013067632721098775,-0.04544218145072568,-0.001569430880740794,-0.01850275433280918,0.057686293984940934,0.10056299880681539,-0.022848730482201738,0.038819546280673925,0.022511429358799358,0.07042234358225853,0.09580480492417773
GDF7,-0.03464448168877273,-0.022315206548946954,0.007153977970361751,,-0.028055680420172976,0.07076490742351672,0.006813469108115681,,,,0.07281870940940811,,0.06618759310144569,0.08209640671051535,-0.005525796086600326,,-0.003858318723332784,-0.05217104485590351,
PSPN,0.016615064195127763,0.03433260097650526,-0.04747308795648642,0.06993843104428354,-0.04718124355908075,0.03328030829286308,-0.04483882651560774,0.10862017761659586,0.015191514710038283,0.037347006057945484,-0.03904589773817767,-0.020196712610505044,0.07425216032459385,-0.010852724018903678,-0.016853787276230603,-0.048787707785019875,0.07406666887659005,0.07050187146293735,-0.06083254098984961
ANGPT1,-0.0895144186396683,0.07592652251570702,-0.047565045067789226,0.07256414028167368,0.01159557946711146,0.07923032124279147,0.010455689469936781,-0.09601619852853735,0.015357214326748385,0.12250013610019123,0.09240886489885795,0.004879769128464619,0.05789261839277853,0.01822330851499837,0.005436245823720457,0.05222134494412135,0.13246611478335574,-0.003894074269638005,-0.02500538701459291
PNOC,-0.028656807988863317,0.05371526280096801,0.016593951468066043,-0.01575277395486955,0.034094647796194436,-0.07922842067171754,0.014433201774368645,,,,,,0.09949657119667393,,0.02932041242417901,-0.09101307142665296,0.0160214111966396,-0.08448366365514938,-0.06075263591122396
L1CAM,-0.01369334573939777,-0.0020993081236200914,0.0313977890670286,0.054872511629568715,0.00024196674268229027,-0.05437592884149474,0.02149204929821666,-0.03390024647550284,-0.056998242057877284,0.016295842096330414,-0.029927965365838395,-0.009800348747922202,-0.01549055524186687,-0.028989269541802677,0.011530494762508161,0.04928165674612309,-0.018185499141614065,-0.007831713376723875,-0.0026626409346888927
APOA1,0.004549047359431589,-0.03415161377156669,0.008313194509241189,-0.052833469988362976,-0.01192045685993663,-0.003827875525154128,0.01213909231254055,0.03263325329025857,-0.00035536323707975023,0.14504769832871792,0.14857600813295135,0.02485504392480269,0.18647166507122656,0.0902759424582849,-0.017394593451325043,,0.1305542526524307,0.004657643220204386,0.0176255475575673
PSEN1,0.018828130915675503,-0.03708158109571049,-0.0037878877689665035,0.014918425137914741,0.006862945245143728,-0.004620142745407216,0.045163226665801456,0.0014263070789479575,0.08292882796825414,0.08410568298342638,-0.006156464757232594,-0.0045417207720661185,-0.0003458909042606734,0.028044464651929515,0.033564119883072584,0.0024807704840459507,-0.005854425924191013,0.06290294067244367,-0.00858683436267163
CALM2,-0.03688783111490809,0.040354559171128505,-0.024877178418608013,0.03242790432411811,0.05327878720290804,-0.15479901313192773,0.08943628022863373,-0.07481012448654452,-0.03186393524302096,0.007623949792520939,-0.05909711959135027,0.12271405832804179,0.17958983278593407,-0.006022493801571318,-0.06373787422211927,0.10074377025244478,-0.02208136859863275,0.002678315278595122,-0.06413746421897187
CLEC2B,-0.035708657871504956,-0.036574320842161896,-0.010718324810742797,-0.03141095042212493,-0.04258708784266651,0.06442887573404878,-0.04570121742816535,-0.10098903947471216,0.007318646590362239,-0.06969896482730271,0.03837915091267925,0.008036117023851867,-0.05883605465640331,0.026374454849893324,-0.03051854026430588,0.08896011516271088,0.1193513662975091,0.029877752229563917,0.053671825100631204
NTNG1,-0.03705538786050414,-0.04508379537149523,-0.031758477443276506,-0.001976001648838468,-0.0015646286906130474,0.008831081183301955,0.06734455510452737,-0.030218157703637706,-0.017608559987216017,-0.00633703275826115,-0.025195102585363834,0.027330226488466332,0.09327077555424988,0.011770090972508633,0.0153024427568683,0.06166770873527543,0.05800389137241609,-0.004513936066250079,-0.0064228680170945055
LRIG1,0.02052624666877047,-0.052487734497222396,-0.033567342077489695,0.060114789232969604,0.010264926740418285,0.05191074325997426,-0.0028672964397800215,-0.0028677554641211383,0.006621907212269879,-0.025363002092469777,0.054689918515512186,0.078060502806726,0.08368240112900921,0.10210999466807831,-0.037952188273290145,0.009416559148738618,-0.05252557545338748,-0.040077220184890724,0.043306300833040726
CPAMD8,-0.030484170676919504,,-0.028759287564744423,0.12805291711298014,-0.017804346977905738,-0.01760060754941154,-0.035974832653127044,0.08913703034612179,,-0.0634149083506298,-0.01619344544123157,,0.016271509479945555,0.042338659050165484,,-0.02076340527793975,0.022396300544916346,0.008424011092379474,0.03908607845402081
GHRL,-0.018396710346635727,,-0.029199299522555136,0.017105830797613363,-0.020879820339960567,-0.026723207191883775,-0.017785699656164885,-0.05570670275042397,0.017857174595499088,0.04544569755584418,0.08364584806448558,,,0.009847482274949717,-0.029963014101358636,,0.06168978248556137,0.08683821411105727,
NPY,0.0526536105903847,0.023246162289021603,0.02703392114725082,0.1018829206449628,0.03025807485417364,-0.0522339526832643,0.09786237576587316,-0.014558218626230763,-0.005733319395658198,,0.007292624869337345,0.002433804365164208,-0.0052010870888419165,-0.05442126913896305,0.04191843783041714,-0.012856072454965527,0.0740393734197752,-0.00047645893101521867,0.02241810963862632
MMP2,0.01735442202391466,0.014928966059566019,-0.03132151420458022,0.03874388075941086,-0.018282371914898093,0.15355531074259007,0.02950280354206173,0.10798781181222618,0.09923275193714952,0.026979169891333806,0.017191552582804887,0.08355147779453179,0.02439175561665535,0.004606636199421191,0.07308150920188258,-0.07243818683557973,0.11330981371766309,0.061694082126438364,0.17401087804288665
PPY,,,0.03202661310054568,,,,,,,,,0.004763378273248107,-0.08413857845908931,,0.03679553514198571,,0.024050640822477747,-0.024352078161780796,
ALKAL2,0.011195143161590046,0.013257692213752725,0.013016680300068535,,-0.023905885773188945,-0.019956161559747734,-0.045432468816540665,0.019740660039468373,0.034508995066062496,,0.017238760163530126,0.029278596567662084,0.020692143526615865,0.051272725265352946,0.0441308934608904,,-0.004968510989274892,-0.023453360087158537,0.030015733441125035
CSF1,-0.013636919395749268,-0.022219318112680235,0.010212017253719518,0.021893144616592558,-0.04644115699844348,0.08793910844710161,-0.07372286207197327,-0.04597931744650212,-0.010512606077595545,0.026877364951735167,0.09973071656451682,0.006065558539885576,-0.03303128642558174,0.021762598554522845,-0.0039085751444992755,-0.003884351502359011,-0.00790045879824538,0.10369028504301142,-0.018554855224756108
SEMA4C,0.06209604064409768,0.03999743657632562,0.005299084142393587,-0.02422849473916519,-0.022256772639615886,-0.039656519547515486,-0.051403684390406844,-0.02838380598198865,0.03502075060360623,0.0012685945798742023,0.07793614972506932,0.01848771603280216,0.024733580152158458,-0.053593457143650276,0.07784550071775564,0.1505366746811213,0.11259378397127248,-0.0459312488825531,0.04020076014168099
BMP8A,,,,,,,,,,,,,,,,,0.05314319341554178,,
ICAM2,0.060646878547388525,-0.06454204760962304,0.03449762408666412,0.000926278191084663,0.06765946399055528,0.0465263589187805,0.04077330220318546,-0.010287004170430327,0.08010363752168025,0.05684018628050693,0.08504156012986233,0.06779085449112512,0.023174241023871698,0.00701920896747551,-0.01206540461887212,-0.058203758981003086,0.1050329516403571,0.003580757457832794,-0.019037169721301442
SYTL3,-0.02081963165674187,-0.03119478140327692,-0.039528147202359656,0.019013250634013764,-0.013461881819016258,0.0035863320640592425,-0.04537717707730699,0.20453303360124372,-0.03204555924507672,-0.01838643358451431,-0.018647526996645163,-0.005202679024464689,0.029565436934522456,0.00033612161978492053,0.008827423558022011,0.07383582383213173,0.11752916727378641,0.05111050223372438,
IL1A,-0.009478201637031891,0.027971975333037333,-0.00604639145618433,-0.0017320416225023447,0.012270831893529274,0.022039176926936185,-0.025033478417227566,0.04138042180911479,0.02678950941993975,0.03674729234159143,0.05862907189058706,-0.02830687077220232,-0.04211034789098942,0.010611158852798548,0.019894858767446132,-0.08318493695805435,0.060535563689506015,-0.02295925800293365,-0.05069600834500607
HLA-G,,-0.0025257332358444313,-0.022026579792531826,,-0.015153276867884974,,,,-0.03704327631098149,0.10372054147267154,,-0.0374934507328649,0.07523641174157174,,-0.0056021391166077,,,,
PGF,-0.015477975741712148,0.0038206148035289716,-4.186355564021929e-05,-0.0521791264624753,0.007427047158575678,0.1305104940530916,-0.003351136836912947,-0.12420873162837948,0.10828282295178863,0.0523062676090915,0.10049570375229896,0.06410569278857153,0.08270848732079328,0.014523838825339409,0.031232119736526294,0.013358098571726184,0.09040597667840752,-0.032216988963945634,-0.030530926952656443
LGALS8,-0.02938877850688814,-0.014544557177943184,-0.06055903304296194,-0.0020041646731188095,0.06038646362722632,0.020505463640312593,-0.030037416558020013,0.0177027672183641,0.052219994741136436,-0.002665152610746288,0.07601516174874147,0.061428441090207446,0.02016279214745376,0.053055183213303894,0.018372855771756083,0.00809435269535992,-0.04202860318244056,-0.004112730914099574,0.03647375417547566
DKK3,-0.028691557484201984,0.019354086357884,0.0014533743423513525,0.02147389516500553,0.04576357005650615,-0.052554497806211235,0.060713143691432596,-0.07366099285095849,0.03866463265122921,-0.020908558410447472,-0.020685923936822934,0.0324447133365286,0.03806451273339318,0.03705745048419066,0.045898114703989225,-0.012323028944780995,0.0644646971147475,-0.05804825019582325,0.06053743905768135
COL16A1,-0.03330410283636469,0.004284997839982642,-0.02066240969854213,0.03691299610361046,-0.05895651056159175,0.05370422550133022,-0.015878300273345226,0.036247001513310714,0.05663379323873909,-0.01586472586385547,0.01695219972631727,0.001363121910818135,0.04247402294071368,0.04838678706672189,0.017990301921815898,-0.0013592612817594691,0.11291732751438073,0.03659535592269956,0.09089866867973868
TPH1,-0.020990613447282157,-0.02971977159135549,0.004781365877637687,-0.027925068063597427,-0.016057009974848255,-0.02092268186960531,,,0.04257160062903144,-0.05325385356412902,,-0.001621119678537932,0.040978509716822695,0.05742000702906883,-0.023760930039771307,,0.065094566211716,0.04924309977678205,-0.06717582157955886
TNC,0.00642071576601995,-0.09264445924848351,-0.04375633117809612,-0.03591496113671671,-0.02105524757385035,0.12559212124863803,-0.030767326706538495,-0.1202542147195359,0.024127086863696842,-0.01715771072659155,0.02186548622932732,-0.017516137501477413,-0.06604628391441064,0.04028535663400432,0.04944798572929181,-0.0473584237377029,-0.11384051752747089,0.040116618149635484,0.09402293409503121
TNFSF9,-0.03048415620863612,-0.02622371887353323,-0.02875928457905894,0.012374600311426752,0.02330614752746208,-0.04723096171441855,0.06202482160531907,,,0.052043412917048316,0.04073095741898762,0.02042624040102522,-0.06345477983133527,0.03710986998881669,-0.009306062212883598,0.12235197384396679,0.009582644444648113,-0.002343166446861341,0.04605139702731653
C4A,,,,,,,-0.019191310880052513,,-0.020949395579757852,,,0.05145613268462236,,0.03569464672608247,0.00397173900308968,-0.06509404369039881,0.024885570733364462,,
CNTN2,-0.03080917669121784,0.003019250338263872,-0.03998870134760894,0.04486296108140519,-0.0006435704928434027,-0.05161172724754368,0.018225673236398062,-0.07730646125014722,0.060734186483022236,0.1025975541152211,-0.09070575962945991,0.03296817032124536,0.0898621817040801,-0.09380984952703926,0.03226651441985783,0.015087239959503236,-0.03903371729433089,-0.10317866545205008,-0.0035735354947069565
F7,,,0.005501382892712522,,-0.013945558982959728,-0.017600597319349664,,,,,,-0.006943024645158047,,,0.07970751183516053,,,-0.034279501423464226,
LUM,-0.014517883279256717,0.04488286371967292,0.05227642516686223,0.02015905462971409,0.021905602842789404,0.07508548802019323,-0.019709842616488882,-0.09999330212076916,0.05263658760710693,0.007771302196335463,0.114198209564675,0.05369873569207072,0.039305866315893064,0.0781571259347097,0.028476973341151183,0.04984375574961893,0.07639503967062217,0.01651410776077304,
IZUMO1,-0.012293930669406981,,,,,,,,,,,,,,,,,,
BTC,,,0.009754834253164783,0.008008068729243143,,,-0.023388960011695506,,,0.04683930247256993,,-0.02377968984561351,-0.010352062683650107,0.006863918328435105,0.04278179571755748,,0.050960044745580996,0.07737085710058063,
APOC1,0.030596994232351363,0.055371721132529056,-0.023006438653258812,-0.023005986645069885,-0.008409937392456171,0.11136398538746661,-0.0764492773324198,0.02715667186866219,-0.060575513315985464,-0.047935734887157674,0.057686940207653,0.05263114705052424,0.06133433664312013,0.032643659219217296,-0.08714620493966185,0.007724006359524275,-0.015139998044249368,0.05925255619678494,-0.08355579617523662
PKM,-0.07682353077030254,-0.05155488237846197,-0.03661567188945547,-0.04783071642540075,0.06919618129865487,0.05134769432070415,0.05056831000454994,0.06459264370407732,-0.01148612947181397,0.01021339792852055,0.03399083884244552,-0.06857699777001715,-0.10113299167016038,0.043130691742226446,0.0543746953583289,0.07573418773382733,-0.09096248623694378,0.07141893793830774,0.01857917563284316
TNF,,0.05635850202981108,-0.03681761016731125,0.04687187499169682,0.045804762093259795,-0.025831060515351136,0.061071644885578855,-0.026215800648914996,0.07524992406641436,0.07477892664514173,0.016905618925817663,0.0873863172475443,-0.0219235613053867,,,,0.05666180112471413,-0.03558790375802796,-0.023765897479347826
GNAS,0.01468778905758515,0.0545896301142787,0.07444263670082894,-0.005789728781384895,0.029766913292289768,-0.09448765897534211,0.03451645327578291,0.02012920980418624,-0.07948404612852679,0.03405568108725265,0.06752991465321168,-0.06862749455849199,-0.03154670063758325,0.03135139876346511,-0.028031683485963927,0.1418784196466215,-0.04435329252679612,-0.03835860629742104,0.026553388795128946
BMP8B,-0.03517818753133243,-0.048852029231692164,0.05043185664462822,0.045360728529206765,-0.04622532020061983,0.02017927184268575,-0.04583969592181517,0.03240416251991987,-0.11190736289024178,0.0027285915958516903,0.03768068317693822,0.05432308612086257,-0.04866652491173052,-0.030431859463723388,0.02773009816210794,0.07714924605988602,0.12889923256456173,-0.019829404903995804,-0.022337786377732278
LIPH,,-0.010942633891416071,-0.016173099600201885,,,,,,0.05157547466593226,,,0.01892200776046589,0.034761668584870155,,-0.046517221785063956,,0.06504877697756048,-0.039553081864245936,
CCL28,,-0.022315186960922412,-0.022749476405909214,,0.048750740533036,,-0.00045179818742063375,,-0.0694778359950916,,,,,-0.040461927146804334,,,0.14875071223384656,0.024805530200980985,
PTPN11,0.011584044224571079,0.02522405932471051,0.018335473679358442,0.02946307800762256,0.039326036150237,0.01547050698258454,0.018127245132802006,-0.019766599603969377,-0.06825992391535307,-0.1580620501909487,-0.018277831546123394,-0.07172776770972696,0.018537400276798822,-0.0185050754431676,-0.04285048889730115,0.11592985010362648,0.03338331688771665,-0.054243100366437966,0.1163516112685201
ADAM12,0.0167378920034377,-0.035546028675350186,0.06846148395135071,-0.003217246031794611,-0.0018616119199452014,0.07681355963512133,-0.0409403339236514,0.02863706228734589,0.059216413697214004,0.06404161135678474,0.028901496051087435,-0.03283282188954946,0.012558217347944229,0.11128044020400696,0.05259039343294548,0.1545965792404542,0.022880467295801392,0.006893271695637702,
EPO,,0.03777478013552852,-0.00576866765533142,0.020135216513548587,,,,,,-0.07594565470823632,-0.019903419106803853,-0.038849049950466154,-0.041861508043672724,,-0.08416079323837879,,-0.04641479788068446,,
EDN3,-0.04281140121789615,0.04251159103340981,0.045094913582777105,-0.03069788140735702,-0.0012096088254789892,0.017085462212147504,0.0299434465977812,,,,-0.018182321065694496,0.03713402289476028,0.02314709493237011,0.0533645063949681,0.044934980560895565,,0.047351538260013655,0.011512406679414364,0.04861783025568212
CCL22,,,,,,,,,,,,-0.023522837371848376,-0.035435880310257115,-0.050225594480230305,0.0008725613198061068,0.07549135045760864,0.07325329570608073,,
CCL2,0.005008678355443568,-0.0663054336976048,0.027402015206903513,-0.001738916160188561,0.038608844571427735,0.01054319748396643,-0.054999376878014025,-0.12479290618818784,0.016016393628765512,-0.010591158253083327,0.0760036715811779,-0.0007068424629064357,0.004812204479486077,0.01806564626683612,-0.02093331852472006,-0.002723943565259211,-0.06523328330771791,-0.016223066908101515,0.008142797247277322
