,UKF248,UKF251,UKF255,UKF260,UKF269,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
IGFL3,,,,,0.0447209807839115,,,0.09033260091650251,
BMP1,0.018076228971587456,-0.03205203853191921,0.045722039824694416,0.0371757256446274,0.13053810822236292,0.009716108098477455,0.08939087798941642,0.040625585044304226,0.14235853696510808
NDP,0.01515386260951801,0.022005927216475537,-0.00886484276483677,0.04503672770371113,-0.006487115847469232,-0.058119950139980274,0.13939967158847372,-0.01882436648487371,0.027187701838516216
TNFSF18,-0.0009754272034153445,0.025465285923890673,,,0.04618029511122963,-0.03219187582969082,,0.10729577246566711,-0.02874812612870988
RTN4,-0.024040003201959464,-0.009311335215832542,-0.0004519783057830282,0.03773234055926029,-0.1498183800466435,-0.09151968101299941,-0.03758463546441862,0.06317845981995854,-0.0939134135602317
HEBP1,0.0028789492277257593,0.045275725771383876,-0.019614140311041806,0.006146121245879175,0.024548696526208145,-0.013657697120615956,0.022154354518639882,0.03401340802351746,0.047834867164963046
WNT7B,-0.035527928860376735,-0.02082429749715915,0.02576836889177495,-0.002131530434700232,-0.0559298263475709,-0.03544011318725496,0.014547300975987096,0.07940375653354602,-0.09199078659714333
PTMA,0.07617181383481683,-0.039700939562501654,0.10139703438018859,-0.01299636211143611,-0.060862877810650605,-0.11021951879515206,-0.07752178015140192,0.0024801649926864473,0.019433978029929286
FASLG,,,,,,,,-0.016661756685713354,
CEACAM1,-0.02369952987121966,0.06555021127900511,,-0.01876222383863889,0.00542089709224328,,0.005388686627683419,-0.0049566722081749144,
PDAP1,0.03204642278884621,-0.0067485968620299396,-0.01624828099462119,0.023270065405816026,0.10831344303469809,0.023321890276337045,-0.055631958975055594,-0.036982383880863605,0.002939211806949127
QDPR,0.017738307631635416,-0.002424686708889355,0.029501757447284692,0.038957432983589516,-0.10082754902333027,0.006724720164290561,-0.0591906467237001,0.019517386225686266,-0.09519568488106174
POMC,0.01573636083809266,0.04359389720348429,,0.06411242773919576,-0.04612149103036776,-0.03756510542620981,-0.046697513180600815,0.001736315927589245,0.07693419210812678
CCL18,0.028937421510023403,,,,,,-0.03871221162119232,,
CCL17,,,,,,,,0.01296975048687542,
VEGFD,0.0076778336053730765,-0.008541027756623618,,-0.017950633486245832,0.025029994995424083,,-0.04361363369517125,,
TNFSF13,-0.031737049646887325,,,,,,,0.14614128429647652,0.03149860329711626
WNT5A,-0.03110785870760564,0.0556601540092898,0.02167658596173799,0.023147044757783296,0.129937803965835,-0.02514261365735191,0.12129756013079038,-0.029521788112403375,0.04793000845671869
