,MGH258,UKF259,UKF275,ZH1019T1
DCN,0.012712695272657582,0.014039859306336711,0.03410258414954019,-0.05782064678155308
RARRES2,0.07678743424290478,0.07448188152793203,0.05822439544651312,-0.08937672410786024
SEMA4A,0.02571505072600945,0.021006662458243133,0.06299234665637148,0.025514499473562408
GDF11,0.03319515276780274,0.0035051904911247433,-0.012743419171938001,0.06514332403172932
GPC3,-0.010520383955000486,-0.024170182631335576,-0.015473292938908256,-0.013766795721184132
OSTN,,0.05222713703148083,-0.023911411188455925,
GRN,-0.09831443354705569,0.01217034199875132,0.038083339388711175,0.04299928292015742
CALM1,0.016593443283585602,0.06177935025293539,0.013140494487235718,-0.038677064430260207
ANGPTL4,0.006374981438683607,-0.06284974804588009,-0.008025257580414464,-0.07119903635472606
BMP8B,0.08226358957224891,-0.03872410277617289,0.013664012410927372,0.014137621499369682
TNFSF4,0.02179749163565317,0.005463429774899393,-0.027793463685887507,0.007128405942632395
RBP4,,0.0056305540778273265,-0.008958074193831461,
DKK3,-0.0461172502624,0.0016512565212423148,-0.010333017210225426,0.02799702832581292
COL11A1,0.004646592830427478,0.0018594650836684591,-0.012512282438020269,
COL5A1,0.034857424024321286,-0.046493358084342594,0.0017454724998051572,0.0009192732687991978
KISS1,,-0.017766071680331834,,
MEGF10,-0.06193435953532144,0.05179496099649515,0.05134095264324934,-0.023799956364043334
CEACAM1,0.03439970142509643,-0.0012884784332273071,-0.01922646273550056,-0.03848098587689337
EFEMP2,0.039614349583436737,-0.02408214848885757,-0.04056394988122734,0.053364965011851166
IGF1,-0.032767268063190254,0.048166831449052296,0.03507877488065241,-0.08339811673864903
COL6A3,-0.041860949829368,-0.07855144544128699,-0.022577877587034712,-0.06942696173829364
RLN2,,-0.012579200519097337,-0.013813597255127126,
WIF1,,,0.057592861080875024,
PLAU,0.050141321711016575,-0.04840217571535486,-0.05235390532733784,0.015157278995562988
CXCL12,-0.012705938872141503,0.017839524627192255,0.01766351668238452,-0.007819503895394105
MMP9,0.033450881164279446,-0.03719263984697783,-0.0181842756408156,-0.08844370272008993
TNFSF14,-0.03599455299228754,-0.016352769435226743,0.029519238492367938,
HBEGF,0.05831955195507159,-0.009170469691228634,-0.05587444901490274,0.00706457071571712
NUCB2,-0.004951945563113072,-0.01874266206417679,-0.03466932641823361,0.021809789095835353
VCAN,0.04027037128038341,0.041058470362705414,-0.05409275358140219,0.04489437724564737
VEGFC,-0.00519156622880047,-0.033282880888811005,-0.028465592520102105,-0.015240304016084715
LMAN1,0.0917083314921361,-0.02369763284943326,-0.0443057973765335,-0.04195692849231318
IRAK4,-0.03945041774928972,0.00021228229448739752,-0.022553565974672486,0.06091899495811256
MICB,-0.0020463671781803744,0.0032742109581105888,-0.001177683238324628,-0.01386804452043281
COL1A2,-0.004543788735025895,-0.06968627264067044,-0.022506357741048418,0.0507453201073269
ICOSLG,-0.02322514312630029,0.008856413128773106,0.0074329605224221175,0.029703216054474076
GNAS,0.09164616644468761,0.026206677742450946,-0.014238864534532884,0.1239151350232886
C4B,,-0.01521593188632994,-0.014306150302643612,
COL2A1,0.10193033678591952,,,
GSTM2,-0.017930907706054922,-0.03457822894772042,-0.036788404902563056,0.07972390829363664
NLGN1,0.030611184962482253,0.04605329776719875,-0.01081624578824098,0.016274934386228648
LEFTY2,-0.024296645409897327,0.006393975111572385,-0.004372527065592867,
ACE,0.031625572904889716,-0.05589177381238181,-0.031191816544951255,0.021542835683767594
RPH3A,0.054306691571485856,0.006253760809330144,-0.02485006350105568,
NCAM1,-0.018430011780655123,0.02376988325448717,0.04136097754157348,0.0902703747740994
EFNB2,0.04696384212650452,-0.012887168842349361,-0.03142544526586591,-0.017129480416246626
ICAM5,,-0.00635128036265034,0.0017936308734611828,
CCL5,-0.07277568191335484,-0.07177776297280432,-0.022918195233802712,0.016574300035707406
PSPN,0.040245251014916224,0.03372256346877876,-0.033399341529355114,0.08145364519954776
PENK,-0.020054613856848355,0.03779877400629661,0.04454460228465802,
EGF,-0.03983306999996269,0.017227246810482218,-0.04769421846908938,0.16640834825843778
SERPINC1,,,-0.012775116569540846,
UTS2B,-0.019761549729681215,-0.02239301778028083,-0.01194036936861397,0.08102207156111808
F10,,,-0.01194036965871574,0.015357020543447945
FN1,0.07498283141371456,-0.050802358340167636,-0.08779899047557686,-0.004612654083202533
FGF2,-0.014957915672860169,-0.024552292374792787,0.020146862517540505,-0.043310290135322664
GDF9,0.030861430582020424,0.05366947690619137,0.007112425296773037,-0.05248427861541198
CSF1,-0.012676097102060779,0.02361620691329738,0.05781120945132107,-0.009051665074920659
GZMB,-0.02477975246926495,-0.03120004552513338,0.01352860950308495,
WNT11,,-0.008228193562825361,,
GDNF,,0.06424642839907287,,-0.04352681221912902
FASLG,0.0683556934205,,,
SHBG,-0.023804629343297336,-0.01585704911672731,-0.021926736795735608,-0.006924256684637366
EFNA5,-0.01693153014646694,0.05089004625996256,0.05074373698671422,-0.06825410649138898
THBS1,-0.031218569295852715,-0.06022243227511135,0.017390450691373193,-0.04682806231210354
PODXL,0.08256386711448302,-0.034720611379275054,-0.04457334723939847,-0.03926011274245354
LCN2,,-0.03021507977661134,,
