,ZH1007nec
BMP1,-0.016676895761083475
NDP,0.05693943989281875
RTN4,0.033459964131883305
HEBP1,-0.007117420701444918
WNT7B,0.019234977367873947
PTMA,-0.0579817115184791
CEACAM1,-0.054168574024504396
PDAP1,-0.009563246054432253
QDPR,0.004883323319298319
POMC,0.012623710388048484
CCL18,-0.04644672029993426
VEGFD,0.11463862894465307
WNT5A,-0.010323092372111377
CXCL8,0.053960805974874376
GRN,0.03863889806849518
MIA,0.0276713982842475
RARRES2,0.0654756137756507
FGF7,0.10527599881363685
HBEGF,-0.13805918453700816
PI3,0.06207291953327794
PCSK1N,-0.0795769978715675
SFRP1,-0.07783483671025371
MICA,0.006091108259281608
TG,0.0772941707052417
ADA,-0.027360459357437382
LAMC3,-0.11642836848196633
HMGB1,-0.14874849238659973
ITGB3BP,-0.006535852288955442
AANAT,-0.06325404913374574
IL15,0.047172814965399656
UTS2,0.19569521941315532
BSG,0.09930511144995142
ADAMTS3,-0.03612922952166685
CD34,-0.09724689512187672
PLAT,-0.018575813903111967
CKLF,-0.04670236605894961
CD24,0.012688257043862228
HSP90AA1,0.03270301765623948
BMP4,0.06980636539078651
SCGB3A1,-0.05232737142874287
IGFBP4,-0.09248173718835218
LEFTY2,0.010299862506718306
ANGPTL2,0.12077749056907132
LRIG2,-0.02409739889124712
ICOSLG,-0.0421527794845649
NPPC,0.009144593116797037
LYZ,-0.050029417337753825
SPTAN1,0.02689581093141207
LIPC,0.2141364014147276
COL8A1,0.06617211636359603
GSTM2,0.01173703142979414
IL4,-0.04505235870377679
MFGE8,-0.0014375466169091766
TGFA,0.023309936466760894
SLIT2,0.08381085268499813
PLTP,-0.01305637769254625
APOD,0.005294261514421034
B2M,0.006780741962519884
OMG,0.07893900332317083
CXCL3,0.04828913464263628
CXCL10,0.14583435311009796
NCAN,-0.0818199530000445
TGM2,0.06066360878570131
VEGFC,0.09701163093832801
WNT6,-0.0571294541075946
COL9A1,-0.032837708483523055
GDF11,-0.00010621191242708387
SORBS1,-0.0033288397408716692
DLL1,0.05200627402959932
TLN1,-0.029391901670040323
SHH,-0.029712081336029064
PON2,0.00562305411032329
HPX,0.11474330148016777
SFRP2,0.08661131931692059
HP,0.014416112474062739
CXCL2,0.07687090172266167
SEMA6A,-0.013251972478775052
IRAK4,0.020856382339318986
GSTP1,0.03914539440352679
VCAM1,-0.0138581914639655
NXPH3,0.044292138909294586
MTMR4,0.05094377273390552
IL10,-0.06348933965624692
SEMA4D,-0.035256938055848897
TRH,-0.020999440504714764
SEMA6D,-0.07614825189291179
CEL,0.024405773382180668
PDCD1LG2,0.0894624965198192
SPINT1,-0.07232507873268103
CTHRC1,0.03736538492961413
PODXL,-0.03704266333265971
JAM3,0.02700162781389154
TGFB2,0.020408767536442354
COL18A1,-0.13019774097106254
NODAL,-0.15251435120442822
INHBB,0.13156839453969135
ARF4,-0.019294552075530113
CXCL14,-0.1316491138859947
LIF,0.07148781176059647
IL17B,-0.03979575573262244
MMP1,0.00428114136403811
ADAM28,0.06624069558127142
TCN2,-0.0009859967230637576
THPO,-0.018014985895480937
CUBN,-0.12921672627148703
TIMP3,-0.013859607254587108
PIGF,-0.02633312644098936
BDNF,0.008315507691604053
CCL5,-0.05263151490388764
GAD1,0.061175827506056414
COL14A1,-0.04414465974109558
HLA-A,0.10705632320233097
ADM,0.05189018506102357
GNAI2,-0.015712614137248948
COL11A1,0.005444972018398687
NUCB2,-0.027507056211809367
CXCL1,0.033043903547089484
VCAN,-0.05158762342903193
MMP7,0.07558086964558182
PTPN6,-0.05173537003880529
PTGS2,-0.03646346785624228
CD58,0.029999920341214823
TNFSF14,0.1053046429842269
MFNG,0.09698041626296464
ICAM1,0.03724429803041527
PROS1,0.04579836989833199
CLCF1,0.039902071423013025
PSAP,0.10657545465511693
EFEMP1,0.04200294635671483
C1QTNF1,0.06333660635263842
ALB,-0.0033556518956000493
EFNA3,0.06141253786873028
DRAXIN,0.021795886350912858
NPTX2,0.11709313059515349
FGF11,0.11581634991822187
CD59,-0.005018858282802798
COL9A2,-0.02692529105075616
DLL3,0.07177235397087148
LIN7C,-0.09378285250560643
PSPN,0.15620071227535867
ANGPT1,0.03260103825303797
L1CAM,-0.0491336093163045
APOA1,0.024964952438352287
PSEN1,-0.003068858184970824
CALM2,0.06858470080591905
CLEC2B,0.041228021258657634
NTNG1,-0.0008136599590673462
LRIG1,0.049287550477847844
GHRL,-0.06484694634505056
NPY,-0.02783276744670073
MMP2,0.01701738212093363
ALKAL2,-0.016678610719516637
CSF1,0.01154403684593155
SEMA4C,-0.015012030318125575
ICAM2,-0.09633746555030988
SYTL3,0.23082484176626575
IL1A,0.055635186124821046
HLA-G,0.12018134619498676
PGF,-0.14333890593696763
LGALS8,0.05642288263930131
DKK3,-0.06408274659731225
COL16A1,0.02199500185038296
TPH1,-0.06641152821237824
TNC,0.03788499912533871
C4A,0.03635892695384089
CNTN2,0.031138307861031198
LUM,-0.11423244932004734
APOC1,-0.0975336039834322
PKM,0.15996252084866647
TNF,0.027349401067272718
GNAS,0.004488106440664296
BMP8B,0.03523345985587554
LIPH,-0.051070034077700804
CCL28,-0.04644689807448603
PTPN11,-0.11262703554575672
ADAM12,-0.10597670952627093
