,UKF243,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH8812bulk,ZH916T1,ZH916bulk
POMC,0.024906111099062416,-0.026829562242784637,0.03509246661324685,-0.020849689701377398,-0.020547142904531444,-0.034580636159448494,-0.05348919185915477,0.07758967450904428,0.07306695521794421,0.01560196187567215
CCL18,-0.02665079015845497,,,,,,,,,
CCL17,,-0.01669895680813275,,-0.02241071575764679,-0.01392045352532407,-0.01474456702046551,,0.052968634879879906,-0.015566881842013488,
VEGFD,0.10606421244961692,-0.01860448194539237,0.01944166541505863,0.024420956968765832,0.10018888281101834,0.005407851473735046,,-0.028258992913725772,,
TNFSF13,,-0.011518566672560836,,,,,,0.05973706304073106,-0.02536493464672743,0.0056457340496345034
WNT5A,0.06807717427838472,0.019422570327778006,-0.003726747021435804,0.026186397581353993,-0.04114366572467354,-0.020014903059299916,-0.05093856001906222,0.08364955195560433,0.010648902634570079,0.049075276801770214
CXCL8,0.027001487568373072,-0.01454701771505146,0.07185945297467207,-0.03801168163309189,-0.009508760502783705,0.0149371697057475,,0.04230373447881468,-0.009826789257012776,0.0362640474050626
GRN,0.05213384476098189,-0.032312886333418334,-0.07046678214056137,0.01411344025192829,0.023458545450365572,0.007088563789693416,0.004923652398755407,0.11281582678039725,-0.06359393627216442,-0.000524618220867435
MIA,0.031000645652154758,-0.018191096565858884,0.00395732334712838,-0.012756257827663492,-0.011612658516346267,0.05715264289352426,-0.009398872376217551,0.05317848043589029,0.0982882791808175,0.09059700698001141
COL4A4,0.05034917986158289,-0.024443173461406013,-0.018561429834368436,-0.0233974806087561,0.010763650716663473,0.042460683443211314,,0.006574427345806347,-0.03559689060991345,-0.0320357908600674
TAC1,-0.03785830241094893,0.005413199410272688,0.08168376539285839,0.07162179048726046,-0.02574693095843835,-0.03720469308520439,,,-0.02046424908849712,-0.0512689725671994
RARRES2,-0.010558033244262455,0.030388512216349868,-0.058237493530840144,-0.009380743805035606,-0.013223208181069876,-0.007499335801022026,0.10947135640775595,0.00045761146354956664,0.003543322745493734,-0.05165475099468747
FGF7,-0.04181423742380263,-0.029600450319297197,-0.0528972488959817,0.00636382722329738,-0.01734622308824971,0.06459408766818735,-0.08253396803238025,-0.02293595060840451,0.0962728936350708,-0.013584108031368888
HBEGF,-0.06568331517645679,-0.04659926424602896,-0.022609517003499602,-0.028026899812120386,-0.026222367385586,0.00607804428475358,-0.003256758301327857,-0.01702812165578282,-0.0527159009783444,0.004519167461274301
CSF3,-0.01107450696400984,0.009015725918194792,-0.019637635501601435,,,,,,-0.01638952510467288,0.02727988671726232
PI3,-0.035809629476562535,-0.034347777918672544,-0.022112236763537095,,,,,-0.02276554501212276,-0.03560899316652297,0.020731390982030612
PCSK1N,-0.004539420495664754,-0.01307658519110959,0.0587191609879597,0.028966089850457136,-0.01633141385618254,0.011189338495049835,0.015220176241556107,0.07674041539657989,0.05283632101083468,-0.07901343193373198
NTS,,,-0.024137016269444016,0.014360557987239484,-0.02131655399358674,,,,0.10019381899408103,
SFRP1,0.021321265535924346,-0.014570485289733877,-0.004717941413028533,-0.0007437304600937167,0.0668794051656848,-0.024942612549899955,-0.003840765934952522,-0.030802150392895376,-0.023706663325238887,0.013095115445237504
CXCL13,,,,,,,,,,-0.027333644615716756
MICA,0.02548774626666974,-0.0427942148450681,-0.026018002464819615,0.003328419667235938,0.08190671968713374,0.01612388976992417,0.019988160452919027,0.1369896637882677,0.07308442915456097,-0.028132099080251632
TG,-0.024096578325144488,-0.015723862091437953,-0.023700869110943545,0.0018353155905351636,-0.01007417176502143,-0.022148420166476977,0.09309674415825497,,0.04755856655871796,0.004525487047716736
ADA,0.09442764227798688,-0.023168343389046674,0.0005284724005359787,-0.025620664235653325,-0.016361265111827377,0.03275687812902711,-0.01547712070018118,0.09269212332125609,0.07343830025110314,-0.021662375261281744
LAMC3,0.0059463495717812466,-0.03839069822744807,-0.030450640233239328,0.029746500417950218,-0.018705889090774728,0.005729967092895681,-0.027946706974999593,0.06961377147971029,-0.05725961910111431,0.03671175618547108
CCL7,,-0.011368327169634374,,,,,,,-0.017174633596157483,0.005057572770351797
NGF,-0.017415237236406752,-0.015167973829615348,,,,,,,-0.025667453114127776,-0.038190161520878146
TNFSF15,-0.021544821942364088,-0.012659188321147246,,,,,-0.0387281449476316,,0.014114892413837567,-0.03729510781704333
HMGB1,-0.03382073959007914,0.037535081468836294,-0.044235389977855,0.029784093378650994,-0.00025173331437608454,-0.024538878527928194,0.0049119126951574004,0.0048144945080397464,0.058604765225725546,-0.02986637135237924
ITGB3BP,0.05652490350982374,0.017314248061515238,-0.020633000335655828,0.0012124281049033809,-0.02621745359083408,-0.0032801118043436126,-0.02555457255700571,0.04126700671344603,0.03547658733012286,0.06341985475767438
AANAT,-0.031214059055301117,-0.011518567901915534,-0.017713678654576525,-0.0203044806057717,-0.011612659162271985,0.04980752267889923,,-0.003341123711503099,0.07337154182824922,-0.020575949102528735
RELN,0.08370084836776093,-0.01999365435155693,0.03761170927737283,0.013270448345294056,0.02117389118460847,-0.021896425087639473,,0.05327691176830685,,0.016476515581232178
IL15,-0.030625592496972016,0.015252847337919057,-0.046204492180919765,0.025020568463782183,-0.01379190865239003,-0.018343576272337164,-0.004244100446875364,0.0317161773792216,-0.03546042674206217,0.03396014323902732
UTS2,,,-0.04348838390994641,,,,0.0645019410772879,,,
BSG,0.024988234471495726,0.015494224305375679,0.022087658615449344,-0.028337946654897493,0.001938764386194542,0.022966884530280215,0.04013492594763835,0.0417332820740543,0.019062821559656315,0.05107459401410779
ADAMTS3,0.009483854923246717,0.025573705799381324,0.001975510310522171,0.0070535155669669515,0.001242511223138915,0.037239156385332324,-0.00833265595098056,0.04999211323920591,0.01573977880985013,-0.02475555805902752
CD34,0.013654897993403105,-0.03609116781211877,-0.010440595024505258,0.06916759888543113,-0.021726969984615124,-0.025744829937253164,-0.10039028174674551,-0.017528990213788818,-0.03858076070515941,-0.06304545039845579
CCL23,,,-0.020155354447495985,,,,-0.03654424602553397,,,
PLAT,-0.017669751101486834,0.047312883657784736,-0.03588279771430539,-0.029306370721448018,-0.01120709971834788,0.026698485104771626,-0.09932956740183385,0.029435811696926988,0.05124731858311242,0.04740608060276217
NTF3,,,,,0.04484932279976408,,,,,
LTA,,-0.014570484608103673,,0.03798925018402175,,-0.01834357853667678,,,-0.024456071640091635,
CKLF,-0.03469473356452381,-0.012624901038470075,-0.0586254668769194,-0.022903247472543437,-0.026213543638618317,0.014728337083536519,0.026984298085279367,-0.037261525952751194,0.11051904440726318,0.041465446730782035
CD24,-0.011180879590069739,0.008899601479413035,-0.04883890651618187,-0.04247927708964802,-0.04484958034544685,-0.000758380226755212,-0.02670054211395659,0.013164183080144961,-0.021977109240814273,-0.05202860545784119
HSP90AA1,0.08174392964330351,-0.0018989401752590737,0.05159239228115668,0.018658743660180818,0.0009858673103406985,-0.007605922683618178,-0.10428429787559347,0.06978219874196938,-0.031055403284964065,-0.016582847420410947
BMP4,-0.022664026953006858,-0.03399468970511386,0.031357305005330204,0.010185704591449801,-0.02696728367639968,0.1330879807797388,0.014238094724910456,0.04577236650636178,0.07400347329126777,0.020456727696209844
SCGB3A1,,,,,-0.009795391583189561,-0.01279990651921241,0.05800689360878583,,-0.03601061488315712,0.006704988947123667
IGFBP4,0.04193415063020992,-0.012797561763931311,-0.014269548926013929,0.002870903114241348,-0.02642060564049261,0.010682450581323846,-0.07857278079736857,0.054426577672171,-0.03172613962319873,-0.018592065893936322
RSPO4,-0.021274497760134684,-0.0087190482953581,,-0.02274404031304461,-0.009795390150391957,0.08445560320095594,,,0.045556033333131817,0.050776026558352144
LEFTY2,-0.019331349602942905,-0.02313156298061214,-0.06472256760763513,-0.056010626193854746,-0.01074076510015853,-0.007271402655240749,-0.005895891438800407,0.08779503682948522,0.06926869871646454,0.01787891952466735
PF4,,-0.009918641486105962,,,,,,,-0.02445606598077526,-0.020324544416363853
ANGPTL2,0.03252120376301491,0.045401323846300724,-0.03528185929675679,0.038304624796982066,-0.0024322004658665314,0.034543280323632554,0.01708870277473795,-0.027603483659749635,-0.022079825664230522,-0.012577973714232927
LRIG2,-0.0335557110601318,-0.01005736517290152,0.01313043348851339,0.0322869081967753,0.011675632933350406,0.008699103546946179,0.022287180393444666,0.042664881272767685,-0.03284305379351872,-0.04450841279058223
ICOSLG,0.0638555728843595,-0.037514801267941655,-0.042769768400577016,0.027543875510802316,-0.00254943822696333,0.03246553818643982,-0.06698120918843829,-0.007594576224338133,0.01304330810818887,0.040011402579206
WIF1,-0.001009715853893122,,0.03216165671239287,-0.01755103720145725,0.0123424167817103,-0.039142720699030326,,,,0.01926674797685316
NPPC,0.010063213509418311,-0.01538625894567295,0.04106478848459269,0.05167628484035466,-0.013613195169035917,0.004451537532623205,-0.03228809558118042,0.08249498359281379,,0.06854921143916676
LYZ,0.05001170242164356,-0.017903156475712865,-0.06160373249482543,-0.031952021540012567,0.007550315520724832,-0.00478673246023115,0.013518917426064142,0.08664232337047006,-0.05908145328511109,-0.003864506628908257
EREG,,,,,,,,,0.007338140753348788,-0.0016595348939349216
SPTAN1,-0.06362784195931007,0.03453518241380728,0.10727625660945914,0.022136666543467045,0.021671795600839178,0.007923297267594989,-0.012851091091987763,0.06943575041096635,0.06037485021219329,-0.041827163642486356
LIPC,-0.04461971580442566,-0.017824537464692706,-0.0368796350792208,0.045881404775494364,,0.009288689521667472,-0.03423822022132277,-0.03859456171569416,-0.0032709116499386333,0.06246018684777793
COL8A1,-0.08688815130643489,0.033628031337224404,-0.033620161190651546,-0.011420544275900087,-0.01285645207738339,-0.004426974820253623,0.018378077433013038,0.09094450567491957,-0.03922310883680278,0.03579094643583167
GSTM2,-0.03397863360814312,-0.04372384655258864,0.005448067198427238,0.025731505914899405,0.013588918120885335,0.006310440578129164,-0.0672245334446391,-0.01916684483013136,0.02870760066578298,0.0005172198671871787
SPX,0.020242463153727793,-0.01895960058568712,0.01521936770323254,0.007786165308402738,-0.08182083101412613,-0.008705118531604232,-0.04280406443217723,0.010580291820352026,0.13341776802982333,0.018593074526660185
MFGE8,-0.03160712928979885,0.004313354664130604,-0.012719283938396777,0.02302716552071801,-0.025826663241517424,-0.03886391947617009,-0.09142182187795163,0.02926062607229798,-0.035152190504328745,-0.0003967214982880571
TGFA,0.0009432273848392818,-0.025477534272793007,-0.06204931675518071,-0.037118294226851034,0.0056104707461285125,-0.016498112566407853,0.0578484068263263,-0.04587168907352968,0.024337269814300354,0.055087910476331665
SLIT2,-0.029614096526708208,-0.033757913713874564,0.000694042446508992,0.09946769632245744,0.07488431668194902,-0.033151853404189836,-0.01190223649648917,0.10042391772700811,-0.05628499920133225,-0.025555871072637883
PLTP,-0.00915698057513758,-0.007643849757176261,-0.04793236595304711,-0.015518599312058456,0.020298430664191625,0.03327808751089609,-0.021184671670051246,0.043260355016938555,0.04410396317018031,0.06064158256790973
APOD,0.06568400212235469,-0.0003045217625152689,-0.0716767298324704,0.0651729229445238,-0.02348845159581551,0.0073290920391625705,-0.03857114235688205,-0.033688944696920485,-0.09726920892765886,0.002860264418026921
B2M,-0.006053621768639234,-0.029298349724334073,-0.06768302693725822,-0.02081409649612847,-0.05287490237178615,0.039644677836444105,-0.016251818380180163,0.0393390632623306,-0.0730437260188264,0.006309795539016861
OMG,-0.06161549346363074,0.01756777235549885,0.03355227661568619,0.019286083952805465,-0.01137632473635809,-0.0029140990616938916,-0.02965458494792421,-0.09685436624025838,0.15521982723289796,-0.04955575993864044
CXCL3,-0.0191139601308919,-0.04548327868745998,0.044042979304743136,0.014500146475839314,-0.010478996943792923,-0.013210698318810398,0.11886918690158181,-0.023339204517797727,0.0381399389370221,-0.06362694582722715
CXCL10,-0.034751582848800804,0.012787865590646732,-0.034583244135488446,0.008675947897504753,-0.015918363333229796,-0.020993398357723788,-0.040099950084736595,-0.031442886857631386,-0.0037818726260293594,0.0423705787894487
RSPO3,,-0.011518567050823778,0.08255665763270414,-0.018133958594345457,0.0433894553857505,-0.013804925131887667,,,-0.017428894764369204,-0.045656035571322
CORT,-0.0238524603096926,-0.013683732071077063,0.11488843590582513,0.02776215207221937,0.0010869916797667967,-0.01709834563382213,,,,
NCAN,0.017328239195225612,0.015739747820488023,0.010909234300847233,0.06921025334482889,0.02224865251065642,0.07793427965923849,-0.045226290811283265,0.017973814561521598,0.1296841797528156,0.04120320472902723
PRG4,-0.032553007998324196,-0.011368328941219408,-0.025197070962057325,0.010667878249382683,,-0.016140239517483276,,,-0.03948114379028959,0.078234905749746
ZG16B,,0.13905931261897797,-0.027204287253831973,0.05595302808045921,,,,,0.09241364934931454,0.0966274920349196
TGM2,-0.054387046630301694,-0.04856490272373667,0.019833969094093528,0.0016737373829978795,0.017857333484090392,0.016405394311841497,-0.023789007964618247,0.07615406598205186,-0.030394317242263377,-0.018810550946639266
VEGFC,-0.02335743318127871,0.03607051310178123,-0.033220756045627915,-0.006384518571094233,-0.01434085070751101,-0.016471757775332926,-0.028482714555151705,0.1011876484681189,0.06403128173171006,0.014888157142756821
WNT6,-0.029623447895911273,-0.01572386274430105,0.08532694394044613,-0.034580345455904014,,-0.01437571841317056,,,-0.02624580338408719,-0.017916307308904325
NRG4,-0.022076444222152616,-0.013835776375597221,-0.006716596665187377,-0.029851946720042707,-0.017182252616862768,-0.019216226697660523,,-0.024719746007377173,-0.017428896717732484,-0.0269433782085669
PMCH,,0.07160249908397977,,0.0012702056593660222,,,,,0.008857924249300675,0.008232506411965747
COL9A1,-0.017180040647068087,0.025268339319863255,-0.05799379191198529,-0.007310130985546762,-0.020749706782302188,-0.02189643348631045,-0.09008549646158809,-0.03240977678446819,0.08306578385173667,0.038839318007656644
GDF11,-0.01920714396872515,0.007742732741138742,0.01567738122102217,-0.028123362320334154,-0.038586225539867854,0.020212800715127374,-0.020480942465219122,0.06508022574983013,0.07358899315991603,-0.006770372150354425
RAET1E,,,,,,,,,0.023199895558381964,
IL24,,,,,,,,,,-0.012087901090615862
SORBS1,0.06114071997614382,0.03878882512942514,-0.04488366933402272,0.022822670736008667,0.020971480902482204,0.02668560856327915,-0.06791606441550149,0.06629802645560844,0.03340728803502107,-0.02047463755644731
DLL1,-0.005908611159396944,-0.007469803820322999,0.032491014257875914,0.04486590712929436,-0.021219947964327728,0.03337593848051867,-0.0113819472553717,0.08422278423723974,0.08591485472570914,0.019575575414519805
TLN1,0.05568196739726165,0.052910886578460464,-0.02462617077108989,-0.039465451578590875,0.01669525060305964,0.001609236861985128,-0.04839228477067865,0.053943016440005084,-0.0338732062938181,0.0029747107650642288
COL2A1,-0.022596694435945586,,-0.023257221228561456,,,-0.013411570989805568,,,0.041877763430346215,0.03752163227142968
SHH,,0.08431829371575825,-0.018283001785809203,-0.0012230917396677413,-0.011246856471301971,-0.012799905400420898,-0.030535147095944928,0.05159470873826246,0.077794918708688,-0.00459130816266235
PON2,-0.06002080698063186,0.028080048890440298,-0.05235073938206506,-0.00456224139606334,0.014173045168344334,0.06061150245972187,0.05884095446744785,0.015043513076292755,0.08912993332783549,0.057655557944988556
ICAM5,-0.017025957026195367,0.04647135871471651,0.07920575544953112,-0.014228858125271195,-0.0013414993155969695,0.018509158350944476,,,-0.004276766734996946,-0.017133531349655173
HPX,0.04759558478193975,-0.02874399933473318,-0.03386735948576158,0.005854933109565775,-0.009795390584572981,0.02260816616296348,0.060814946905460056,0.04413844817265044,0.043922507255101814,0.028313247518107584
SFRP2,0.050556163715040583,-0.01345436493772104,-0.018561424368701743,-0.014452700444545052,-0.02404875351619289,-0.010708853978854514,-0.029364301754499597,0.04073937926946817,-0.002752472777351104,0.05661784498125027
CFC1,,,,0.0651047942233526,,,,,,0.02004747287294123
CD70,,-0.022868592251679233,,0.005118044495422287,,,,,0.004095449268403525,-0.04733189271872403
HP,0.00013439283091555055,-0.023545422078287644,0.04909834835557486,-0.05275342428602808,-0.007787931746448628,0.02147767350432758,-0.011840348815800913,0.03161721716734423,-0.026071723216556437,-0.07842264404437685
CXCL2,-0.0013723256282033181,0.015178461024884167,0.045584626319551395,0.007973359263801891,-0.01361319410362523,-0.025334089174184178,-0.05972365199068884,-0.044220348035254736,-0.028726151261840666,0.009700978540608909
NPPB,,-0.04208265794016826,,0.09567753090230105,,0.0662453496958267,,,-0.017679674660070612,
CCK,0.03947834482257797,0.036089261141580696,0.08338397670642178,0.04690517426168013,0.017811328596745266,0.025986287536765667,-0.034238247856253595,-0.06030477829395439,-0.022935310757883208,-0.11501175197961094
SEMA6A,-0.06391449094979507,-0.006431969335313884,-0.019764077245870426,-0.022408547104648586,-0.02384152559992735,0.06777685035101293,0.015143116781323874,0.0355428209625089,0.07670293757583678,0.04523983563780281
IRAK4,-0.018793566042127112,-0.016213091827336643,-0.0025204665176943456,0.009990140644336377,0.002130408703420424,0.041399400219132264,0.009875922768846431,0.04724450782160985,0.053925953535703605,-0.039153592244885946
GSTP1,0.04315856667729998,-0.023311788913236795,-0.09786650408974254,-0.004109189208846411,-0.03575838487085275,0.03336181384896768,0.05727751860054523,0.017123812489271736,0.06857331475004186,0.10195168838695838
VCAM1,-0.01637180998366178,-0.00011817472132489162,-0.06840543003603183,0.0007620751900066193,0.021802785590696223,0.0118640568819864,0.06336165232687554,0.07247905005262735,0.012955358981674391,-0.004894962763655069
NXPH3,0.023796824671474766,0.043162774587386044,-0.005194302118689954,0.03278034513632097,0.007657554362424984,0.01223138208420665,0.0024548391701589975,0.05749680187673608,0.11928974346912886,-0.042548740140739914
MTMR4,-0.051776374874175406,-0.018732066620201316,0.055307329284787383,-0.0009309122750132733,-0.030704381528913312,0.050633642778306016,0.026512318868381218,0.02335953813637669,0.04743001471951371,-0.04385189175267373
LAMC2,-0.020160136633923357,-0.026405381311952657,,-0.02155650568839009,,,,0.017989059322619155,0.01820198534884348,0.0141920489517165
IL10,-0.03198475979234781,-0.0296655601580472,0.021478175290849517,-0.006830683472299837,,-0.014744566081927722,0.029164571610206174,-5.716444794378444e-05,-0.059622206898728186,0.015060993534715019
SEMA4D,0.016982810232404444,0.027426361407362328,0.01774886291019917,0.007854481200529034,0.0341869507668887,0.0025859709077110113,-0.04266252363654182,-0.017646506332786468,0.05487095028355619,0.020247252562811326
TRH,-0.00875712457608252,-0.028003937017620575,-0.048182352952706196,0.002767528302467282,,0.006241527575363031,0.011891692053267261,0.04995699146342214,0.08623362071779928,-0.058955545132988584
SEMA6D,-0.02626435885410259,-0.016564955150478167,-0.04552334479439186,0.035767043993402886,-0.07278710405505341,-0.015517300267869757,0.06611015476885244,-0.03610998785547393,0.1202543780064587,0.04614195163283269
CEL,,,,,,,,-0.0013752039034819806,0.030659249591820068,-0.027719196111271126
PDCD1LG2,-0.06521883017185393,-0.019557942088132694,-0.002897598534283827,-0.026491241677224803,-0.0012559449002771301,-0.011226536417846782,-0.03988768628506225,0.03517674822075797,0.07043243943863298,-0.043974325952102426
SPINT1,0.06848829490554058,0.024292227212114794,-0.050736213690403424,-0.005625867684834316,-0.016007823252464432,0.041170146744977196,0.07151207441895813,0.030417042055861068,0.03435841075795299,0.06174899266092334
CTHRC1,0.0063624608896630346,-0.01315974908025712,-0.013468333794623496,-0.006986965833268525,-0.0035467942043866944,0.007128522178226323,0.015078472288981905,0.03539596216085825,-0.013551974373070944,0.011433229275822696
PODXL,-0.007059195561297112,0.011555376867032032,-0.0475736339039843,-0.008005991044362894,0.013398356016905238,-0.0033288771313220796,-0.0387274062002276,0.05085132715748659,0.039950936803139804,0.014377824739036673
JAM3,-0.03046789934158557,0.06237990439267675,-0.07135303867782859,-0.03112672823928491,-0.056040398094911424,0.024709827097390193,-0.06658333091889708,0.056621846249647084,-0.028567579016389535,0.014442575328071753
TGFB2,-0.02610319598117,0.010316896819506299,-0.022335523706517875,0.003773411649207624,-0.018180403706895023,0.029738116118365354,0.055050016723245936,0.04414900904506855,0.005141993669723342,-0.07549445527411931
COL18A1,-0.002529059726925749,-0.03011359994687712,-0.02511852158401464,0.001194769898252521,-0.02687468649732729,0.014240970045594565,-0.08560415932801754,0.047530387440214004,-0.05358116511648674,-0.005935507325317422
NODAL,,-0.023265722703228322,-0.018542416309125145,,,-0.022644940316064496,-0.0935408730304423,0.0520783389672924,-0.01158161164133164,-0.015797168449987
INHBB,-0.06521613353307956,-0.005232054829116275,-0.053320848522706715,-0.023019175878089347,-0.027459594057182787,0.02901615366508862,-0.01149749804180007,0.022582589945245264,0.09255763764078839,-0.027501393474343844
LCN1,,,-0.020409560665637476,,,,-0.006910601564829444,,-0.02002528618565764,-0.018198534340420146
ARF4,0.04879624254744835,-0.02188410897746188,-0.03237863930893719,-0.053404537499473465,0.005063756352859145,0.013199247393644838,0.053800214448347566,0.008946352645540591,-0.03933490904405378,-0.020737183355579364
CXCL14,0.013327705246274463,-0.015544942579657032,-0.009415406367295468,-0.0024465596394313014,-0.026855210209828805,4.5414331750717225e-05,-0.024669031542930563,0.07290530840364237,0.04258886203986869,0.01596639520289992
LIF,-0.04404388777657597,-0.013165363930028673,0.026570117899150734,-0.05699024028468042,-0.011612659162271985,0.02156141598886466,0.027591371912080602,0.135530380534866,-0.0714083013259637,0.030945216971473413
IL17B,-0.024096589478270425,,-0.033706692645059766,,,,-0.02212712532327408,,0.05380668724920837,-0.020575944970315105
MMP1,,,,,,,0.026744013369988013,,0.0056131995340809645,-0.009058005927332616
MATN1,-0.01898586672250843,,-0.02139803681433816,0.04909465613688172,,-0.013411569320799734,,-0.02417618023744726,-0.02408397575938984,-0.01875106526579586
ADAM28,0.010363144951324706,-0.028115608627483846,-0.04237656041681579,-0.0007312918791920655,-0.03141016489423177,0.018814531065368394,0.007863165293308244,0.05007301011026039,-0.00724862069723165,0.04211414870037449
TCN2,-0.06691675747820545,0.02364017848746893,-0.03748528405701081,0.01264069834574471,-0.008043571801716609,-0.05490705932161179,-0.045994441175208775,0.04699329798299849,0.004541040340626319,-0.016788723321918535
THPO,,-0.023966688741577154,0.06329621412209409,-0.03559519089612901,-0.012084074627631185,-0.013411570861420483,,,0.05481564925892518,-0.02810017615516203
CUBN,0.04564456831639401,0.0028341901150876992,-0.03462787840497603,0.007425449131445276,0.05805890902790741,-0.003735627824932027,-0.04228793473435183,-0.02572156637542474,0.02726281827308332,0.007290926294637899
TIMP3,-0.06224192345141096,7.84183102018962e-05,-0.0506110960512888,0.022800986949527518,0.0038230998222399375,-0.02869748229111322,-0.04729968296829264,0.06706229563627453,-0.06234225054050651,-0.00863482034753848
PIGF,0.03548384122267347,-0.001317783317101447,-0.022652312163198216,-0.006517355309689369,-0.0349042500354036,0.016648122399796093,-0.07043776237941604,-0.019926013450104387,0.1496162526703219,0.09280284114395332
CRH,,-0.013324948323461266,-0.018796009570446873,-0.016918768144616507,-0.02186361611093739,0.017694455295280496,,-0.02853790041098615,-0.029694936430490287,0.05823613635949043
BDNF,-0.0343923207887083,0.016618348849068175,0.038567365342495524,0.013460253317712877,-0.01965783347387013,0.03069973169323304,-0.04040081211131144,0.06304500362687498,-0.016322872842850635,0.009716628194945552
CCL5,0.01382181798953995,0.08236574925270355,-0.04632987583999088,-0.057927205967733215,0.04939563923421528,-0.018194408689867502,-0.07929711880397769,0.036085781866515815,0.03332524065006578,-0.0448591202939108
GAD1,-0.047456022611762794,0.00751254084575532,0.10142173512038319,0.047045091720994525,-0.0024182655616461837,-0.049742588201893596,0.02246440824482182,0.03892421016016759,0.04060642417993632,-0.07756394387996633
COL14A1,-0.028002970416825007,0.02361811565745099,-0.03620538065816639,0.008979964563679726,-0.01582844666778567,0.012104918481593943,-0.06444732841623976,0.06057677503367463,0.0386772556714717,0.005984904422449136
HLA-A,-0.05398986831556118,-0.0831648908093326,-0.07833348786934961,-0.030389138505314148,0.01713075775220095,0.027781219083017086,0.07289812376974529,0.06819946590374033,-0.07388190124543557,-0.0027831270564841306
FGF18,,-0.01058657179596161,,-0.018578886984217204,,,,,-0.01980242283305561,0.01351794092776146
ADM,0.03492454910661565,-0.035474192788009465,0.03804622132865415,-0.01872593122583355,-0.008353988255921006,0.04437923068402487,-0.030408651626431107,0.027027130101492488,-0.03472528136626185,0.08238693265003681
CCL15,,,,,0.011319279782443552,,0.08221808103205024,,-0.017174639785782743,
GNAI2,0.07080326288501408,0.04036115841618542,-0.05458485717305759,-0.015275454101882949,-0.05163164476844658,0.04527431978721953,-0.05535521977898235,0.03971891571791733,-0.06199854668642808,0.010514758959645423
HDC,,,0.02056000263457201,,0.10263752200046122,,,,0.19190351867432973,0.06023308804180566
COL11A1,,-0.021025630064980146,-0.015311723630083306,-0.019269752145848435,-0.024397354609673776,-0.031659036806892214,-0.0825266901281384,0.06674726434483187,-0.04063230264247448,0.039685915585149015
NUCB2,-0.03261952753066674,-0.0566516248896531,-0.00251012231829231,-0.018332836753359862,0.045975622194672945,0.01156972037181735,0.0006166484078525061,-0.02918452495445779,-0.04324468619926025,-0.03636651048751266
FGF16,,,,,,,,,,0.03687650703094675
CXCL1,0.04639747967549069,-0.03504679377085885,0.0038868637689556955,0.03155349262231068,-0.010996580053846456,0.0010064258010852205,0.01000760125308593,-0.03634032928359937,-0.02205754744494993,0.0071225132593215985
VCAN,0.01995960303533119,-0.014364109628100722,-0.07913954659694059,0.01854662838721715,0.04826548360769175,0.04148559121661986,-0.09079011649120623,0.018825612962596983,-0.11640963567101412,0.0082797521199318
MMP7,-0.046953370975741836,-0.02104682485911809,-0.014897296121121378,-0.017123443950505256,-0.02124301040378762,0.013336435158276946,0.06342074796234645,,-0.060674866747035414,0.0009860283471232305
