,UKF259,ZH916bulk
BMP1,-0.028988731753143673,0.016501713364520037
NDP,-0.054156545832146206,-0.01555082583628044
TNFSF18,,0.036948109619386285
RTN4,-0.06540128099349003,-0.041317476836415276
HEBP1,0.032088508875576655,0.07372549705046827
WNT7B,0.025072112996535733,0.08325013039165172
PTMA,0.10376338238500143,0.008240147794656429
CEACAM1,0.06872965966680748,
PDAP1,-0.050837704878399836,0.0206771858298153
QDPR,-0.04558662141310682,-0.06585393836345006
POMC,0.0067465468787685215,-0.04250043319813984
CCL17,-0.012852646962275885,
VEGFD,0.1645295339189894,
TNFSF13,-0.008865468223845017,0.024548367802529943
WNT5A,-0.06993803422653629,0.008939829962696457
CXCL8,0.1813771759589696,0.11319610523854758
GRN,-0.06690510458468296,-0.06554497928511849
MIA,0.1453610780539395,0.11246465455009391
COL4A4,-0.012519505063866516,0.02913583894367801
TAC1,-0.04092354803058804,-0.04828542059770172
RARRES2,-0.06335494474334012,0.09708132008657844
FGF7,0.03949995197182808,0.04563901226339434
HBEGF,0.053617948408306866,0.06134419423905611
CSF3,0.25467764507020124,0.13230239716248662
PI3,0.0895465567977268,0.11207345593921189
PCSK1N,-0.0650427213139208,-0.10934408674526959
SFRP1,-0.011214431275538086,0.0387869097027739
CXCL13,,0.029522346712456297
MICA,0.10379328518848673,-5.603459301054831e-05
TG,-0.01210214809624163,0.02527256581858571
ADA,-0.022870079377984236,0.034799798400721324
LAMC3,-0.05102454387723742,-0.04522606767107176
CCL7,-0.00874983373762602,0.06653522172642472
NGF,0.06826584493521837,0.05064149512445813
TNFSF15,-0.009743367815732725,0.05183835564478601
HMGB1,-0.09924348851159583,-0.02924340614327765
ITGB3BP,0.020182183409739016,-0.04686389817958358
AANAT,-0.008865469170039567,-0.02413555080945902
RELN,-0.015388469101326236,-0.0475185244049811
IL15,-0.03077177970924831,0.038208812086890497
BSG,-0.01061146913391023,0.0017087855536493965
ADAMTS3,0.05655372311143094,-0.04838342149895509
CD34,0.04445193669402643,-0.02026172530522609
PLAT,-0.10516418716664339,-0.07967474124222373
LTA,-0.011214430750909367,
CKLF,-0.039962514006509395,0.009969066714492795
CD24,0.056133263530537277,-0.03195443053650999
HSP90AA1,0.09377418434878865,0.03290536816145174
BMP4,0.08627270567008916,0.0600875841777188
SCGB3A1,,0.01710940568952396
IGFBP4,-0.03156357000690589,-0.08886149479257753
RSPO4,-0.017165651037045076,0.001992308538903955
LEFTY2,-0.025057670198587796,-0.02614603902483728
PF4,-0.0076340575540753235,-0.023840653570627732
ANGPTL2,-0.052807119257464556,-0.05817612441864719
LRIG2,-0.009623559240767236,0.050794116233896805
ICOSLG,0.004393620506690246,0.10501022980760445
WIF1,,-0.03149638374076303
NPPC,0.012104848809132852,-0.022088875873445712
LYZ,-0.0007166427093012863,-0.07008440878495763
EREG,,-0.027447654643115216
SPTAN1,-0.13072548827510524,-0.08876007072120165
LIPC,-0.013718969989070365,-0.02212654568505646
COL8A1,-0.016328437881357016,0.0319307950312149
GSTM2,-0.033652830534866424,0.016730663312957254
SPX,0.09133133641646303,0.0520683557893353
MFGE8,-0.01847599548085444,-0.034749792069879305
TGFA,0.05782621589199543,-0.02421900573511903
SLIT2,-0.004139407720879877,0.009582207440249593
PLTP,-0.10346844572037678,-0.008149826450617936
APOD,-0.05760993677272514,-0.09541830137780984
B2M,-0.05765914529999364,-0.09409085952067192
OMG,-0.05667680086037151,-0.09561629243599187
CXCL3,0.2319979723104424,0.11286878967565246
CXCL10,0.026321382234334122,0.060912638352305315
RSPO3,-0.008865468514981769,-0.01886918275007953
CORT,-0.019881493881074384,
NCAN,-0.1170257991786985,-0.06757900779978653
PRG4,-0.008749835101157722,-0.033182941784904066
ZG16B,-0.010155253737460844,0.0038765985019166716
TGM2,0.022233344772872362,-0.045168729169358525
VEGFC,-0.015594549003798332,0.07697061255829354
WNT6,-0.012102148598729238,-0.021015795831201722
NRG4,-0.010648949586955208,0.113647939123013
PMCH,-0.014755157110926493,0.010024603845750399
COL9A1,-0.011122050622252097,0.06476644248038273
GDF11,-0.019397333972803504,-0.045633330106286965
IL24,,0.15529422703528314
SORBS1,-0.09753440386001959,-0.012837627108734302
DLL1,-0.022324561878553462,0.0055677023977516804
TLN1,-0.08280909578889914,0.008710701703850311
COL2A1,,-0.028473988371399243
SHH,-0.009092515271105795,-0.027081915849144746
PON2,-0.13543913508401803,-0.014037159670976422
ICAM5,-0.014171330402017552,0.013475605422309214
HPX,-0.022123326623211276,0.06221759904464567
SFRP2,0.016922136542763,-0.042522459450547216
CFC1,,-0.02796503945429041
CD70,0.30810146360151724,0.0890175671601594
HP,-0.004862487406666792,-0.006624070604141153
