,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADAMTS3,-0.06420828002521121,0.014491355222589408,,0.04241022946061573,-0.04821808879104481,0.006029059092005092,-0.10819766271065615,-0.0026245465427429957,0.05431931349950057,0.10190001467973617,-0.018187136576553766,0.07933548630250514,-0.027258646017911694,0.10068928691728321,-0.050633338751080524,-0.0045975904464795984,0.020411652165209817,
CD34,0.03871932520215829,0.031003507691605363,0.16917447028600321,-0.034263613997904084,0.03543915450301239,0.07358778919660677,-0.03827633554325957,0.00935759344895562,0.05729092517506216,0.05158867115460932,0.0101429207173074,0.1296911127389466,0.11357474592304038,0.022864380317546278,-0.0727367736818516,0.14185352832585296,0.024875233414712393,-0.03075299466099429
CCL23,,,,,,,-0.023847207919496162,,,,,0.01941657084971267,,,,,,
PLAT,-0.018249493942330556,0.054609649515917735,0.04520070122063458,0.008854877515045705,-0.02261080976149541,-0.09311004498067213,-0.13686111779129478,-0.2202360528907506,-0.025236788932050322,0.044455648827251754,-0.10008145162468397,0.09869514770424875,0.02278374451231282,0.1269474679067028,-0.04333262455491259,0.03504749252154916,0.0697662531079161,0.04710629986645093
NTF3,,,,,,,,,-0.01709006878680594,,,,-0.03249906164705862,0.02687726238395775,0.009152996964798656,,,
LTA,,,,-0.020343961658222203,,,,-0.025222511870783695,,,-0.03434172000715478,,,,,-0.02763038377096325,,
CKLF,0.02166601030467736,0.024829917036195567,0.032458589880642624,0.06010391288288553,-0.09213131454195324,-0.08567935880981638,-0.13389149106448528,0.018843291029349847,-0.042270412871036236,-0.07963826835085268,-0.1508679260678789,0.07723065600486642,0.08822931600790654,0.1391826688216677,0.04083786875769222,0.002471999011751827,-0.14307239765903534,-0.02687896165030176
CD24,0.01912286394669662,0.024348938946559096,-0.011830502617905287,-0.09407381217285612,0.030677495393580695,0.0793084817687571,-0.036890091588630526,0.05893037048552868,-0.11354279919072403,0.11341271096650572,0.032459600748249794,0.022209041168664994,-0.03251062154032981,0.017940734472341333,-0.02724170654553643,-0.08915422138390228,0.09744614947442988,0.15284113710081887
HSP90AA1,-0.020515768832101728,-0.03330871153198871,-0.08893393066013729,0.03767416147189922,0.23388531467981255,0.14738282568473307,0.17398747195862202,-0.0429291803780967,-0.004462443890937757,0.3212508876890385,0.2865014000311095,-0.0596178842220692,-0.1098346385196705,-0.09790053466005434,-0.00314511593878817,-0.09890244103469072,0.3083390723220291,0.09131289605280361
BMP4,0.05988355282201199,0.0018112498997928828,0.04340643737538185,-0.032064074529590356,-0.013081974280758874,-0.0605310395481449,-0.02179630907620686,0.043039284751423976,0.03814647596195934,0.06131296396773463,0.019833936536295907,0.16653681939267118,0.032705626031164434,0.005496273734088141,0.009815967786560588,0.06583023075840004,-0.008389798506206837,
SCGB3A1,,-0.031075199506110082,0.014666884557952838,,-0.04267160725004562,0.03595309740079178,,,-0.025142804660594004,-0.049778822355198184,0.07664945561469107,0.0810839951499008,0.08688607753584775,0.028592229849348675,-0.04230071429840061,0.002762075341152612,0.04138312840483667,
IGFBP4,-0.04332265837264137,-0.0003783052408067873,0.06718375288492512,-0.09099998882686834,-0.09144258427479342,-0.05144008003458334,-0.03238387797542138,-0.09380664893913096,0.00419248889212687,-0.03251588688951247,-0.10628145729459865,0.14004491796870747,0.07421747068362078,0.011547792399661331,-0.057762729148780445,0.1474505034258867,0.1676812012911863,0.0654819417493503
RSPO4,-0.023913730945976992,,,0.012583207107109582,-0.01838384227558826,,,0.012375010982806793,-0.02514280098289005,,-0.007460694028749601,,,,-0.015499332791148493,0.009474236738979522,-0.06137522356471907,
LEFTY2,-0.040055654024613335,0.030130082540766823,0.03939447519251453,0.012842663286767165,-0.03387547284728667,0.018767129728709957,-0.08518554329591817,-0.04797768291620145,-0.02756938878095132,0.054376750112004685,0.0068744993297840395,-0.0004253221513814179,-0.01722230692613254,0.05149640270389987,-0.028473541141606874,0.07119297495803378,0.14799936347482656,
PF4,,-0.032235531188417474,,0.028438514790786115,,,,,,,,,,-0.024255976772502366,,0.0630056876343421,-0.03465621290753089,
ANGPTL2,0.023444029487073036,0.009970256621159242,-0.009707980171271896,0.050142467523406134,-0.08739665445721778,-0.09434081271268686,-0.08179567087039616,-0.036794519154896926,-0.004205944073722821,-0.13078831733703702,-0.2144385211714451,0.12537100761138334,0.0652716200164342,0.05031166957980404,-0.09831748381159519,0.0837319097813592,0.0712094196698004,-0.07040645477124924
LRIG2,-0.06375472191229631,-0.003091348632928087,-0.01832895612434893,0.06781685448371891,-0.032573364497386646,-0.04173239797580664,-0.08946197245357743,-0.035808839854555956,-0.04945093330399505,0.0022838039510734917,-0.10263660257346144,0.06468222744954738,0.023286526229118972,0.11628452951259002,-0.02111478808285703,0.040721714520550005,0.026081258180321698,-0.07533107577713516
ICOSLG,0.00797269108712288,0.06758348634333723,0.048240354428358716,0.0026972428228797278,-0.04513300168009196,-0.020891636220301473,-0.07092313007460828,-0.056227884677670543,-0.04771634105104765,-0.11039607829468624,-0.07746089346415151,0.02199681015649184,0.03393827868474536,0.05835341497572729,-0.04009679752846835,0.05587626361204151,-0.04096668005905829,-0.01926975012921021
WIF1,0.08986335478246751,0.02492473039211975,0.03411255906734366,,0.1356694419344368,0.14351177742879545,0.13164655509032663,0.090570170694912,0.10452563427877395,0.246824332313226,0.2626469155559662,,,,-0.012149736424487443,,0.059766068088633315,0.23253598729649474
NPPC,0.005543632179301368,0.06663651050021765,0.01133594882598007,0.24360642231124138,0.15369934581006267,0.10720597361699616,0.08300587405893249,0.20090731027636907,0.12850771408207715,0.11782397485854153,-0.16402588580031452,0.17148953252730384,-0.05516190900279442,-0.03679904438618162,-0.03317124462248851,,0.20830152834497723,0.14213234867682892
LYZ,0.0035425025058331188,-0.028984800757533798,-0.03894772788328512,-0.060075934085032034,-0.04882605342013714,-0.01238789694500477,-0.08798834230619282,-0.05323764910125126,-0.05544558230642095,-0.17305422865393372,-0.026367257931425785,0.1204186101321949,-0.00558157900948856,0.07524874507934229,0.007715649001537961,0.03429969941979735,0.08251498500596767,-0.07370934036636512
EREG,,,-0.037270674348348895,,-0.029752633837758787,,,,,-0.06033964538334516,,,0.02974103917507891,-0.07086341352095517,0.008591829533069925,-0.0006699088814919354,-0.07321025349186548,
SPTAN1,0.05840408656596297,0.08340918993420295,0.10080946731781697,0.12332804885611742,0.05707499167684981,0.2005771059483676,0.1618126335780794,0.08065632328808747,-0.03261334619596465,0.29502572358859414,0.22461330856299444,0.02043333408980227,-0.041576456468436475,0.05322436423355956,0.002346112581350181,0.04960395006972428,0.23308581355640293,0.11395913308871383
PTH2,,,,,,,,,,,,,,,0.005025296270359336,,,
LIPC,0.026516898600482723,-0.00414201456971424,,0.006569528044042944,0.02398155983600173,-0.0056670369321075754,-0.054816115774731236,-0.008418170837544996,,-0.012397043734342373,-0.0038673818154130405,-0.028248989991839495,,,,-0.03493525503956504,-0.05381076380306264,
COL8A1,-0.018373581102504092,-0.013671328911300447,0.06117788569397776,-0.02390059734272727,-0.05883865038917001,-0.0922648825141835,-0.034521990894232184,-0.057528208778638,-0.04483872133399385,-0.09410182201578532,-0.16990567118161717,7.220746530836433e-05,0.005670271592841711,0.052684951910777836,-0.047472676783642406,-0.0014086919152999932,-0.13242291170132756,
GSTM2,0.02773595589600195,0.05029760951059044,-0.019367881018096805,0.02982377069526246,-0.0010723861291174214,-0.01445155097937628,-0.05226512251826154,-0.05308354527182895,0.008294393954220703,0.012141338554306142,-0.03558459166065891,-0.0006881153470191868,0.1226052807314838,-0.016660512069686387,0.05674418709406684,0.07213441960463163,-0.008874203535234625,
SPX,0.14109777730117348,0.024294102892319702,,0.00838524944436418,0.2072842066582083,0.011755452570625078,0.07330638569112755,0.13543677027719045,-0.0036758124184205466,0.09648606490214516,0.2791723140447787,-0.03531642649466877,-0.03725619303562276,-0.030116895527741255,0.029149082737114664,-0.02422402297103577,0.05033351463120913,-0.06365485474602274
MFGE8,-0.051823043763926574,0.03934129109814443,0.05998028964029545,-0.03931399307252135,0.05563161871571524,-0.06069505494345844,-0.010768781233311592,-0.062230071875518135,-0.0028315003287965332,0.10290025205054291,-0.10791238844278558,0.03800536567716204,0.02582291149811292,-0.0007180759164529025,-0.09242178702086179,0.13726405351546,-0.0389221104091336,0.008703005630362545
TGFA,-0.10270383071390767,0.053033852822403096,0.06369976573939416,-0.027011818947296252,-0.12205484550493594,-0.03128951519499257,-0.12432542027716682,-0.18628371364128166,-0.01119539788612523,-0.06434296390073457,-0.055777490839633986,-4.828384490171355e-06,0.050959565570633025,0.04935957542703666,-0.008540974225048919,-0.026903389001410732,-0.06168927354226758,-0.07016959869968847
SLIT2,0.24919047193264693,0.026057260658901186,0.11385606708982737,0.05671068453520203,0.10015937018013532,0.1820592348000584,0.01614942306939364,0.09670955801291962,0.03656118916237888,0.12820926728654805,0.36197256189576654,0.11687453810095125,0.09147369953341229,-0.008419081335983543,0.04202692153753792,0.02011970186252468,0.03924707337930731,0.13942175012801628
PLTP,-0.030240625699793147,-0.010912776787093934,0.06746451622512839,-0.06770434628005684,-0.15172326040372863,-0.11561272354461358,-0.13139389643592345,0.03363215104546836,-0.07659579190643581,-0.2374879103671167,-0.045052393704028575,-0.019567891433599396,0.10374099219334056,0.08558620425081816,-0.046424579873497344,0.044047901322665305,0.020060708425977618,-0.02910817943609671
APOD,-0.044579021254611745,0.026012179286751425,0.17720587930867873,0.10434958733998807,-0.03954325702965922,-0.052948850435094084,-0.14990009521171438,0.06460830469536301,-0.018648981723809244,-0.2758956656893108,0.15787815310558928,-0.11788692401911802,0.07647575155667427,0.037863165687959596,-0.0720034848696665,-0.08430884594154524,0.12191099634403837,-0.08344287640846491
B2M,0.018376815666638145,0.0920105550457574,0.09278824313631157,0.10191909310928107,-0.08095217837522302,-0.16959925340887744,-0.16186058578334317,-0.0414337904243743,-0.13774981188673135,-0.29376129746060364,-0.2558966641518925,0.12494975781869144,0.1288548842955427,0.19839303135814743,-0.03824100466333397,0.10135802141715691,0.03951698205835787,-0.10265836317144478
OMG,0.0711928873393231,0.08779489022799832,0.06882964991595546,0.09809437821447174,0.07778945978941941,0.03443662846825113,0.04481502117822247,0.07953503134467929,0.02464119772228669,-0.11798222481224283,0.15941619671462695,-0.0008205696226669194,0.03865860004724409,0.047267326725199024,0.0702019024138969,0.03411889726896434,0.24323766753634213,-0.1571441978485898
CXCL3,0.017680091003531795,-0.004548993258478296,-0.07240093804459219,-0.003940313787484967,-0.04053420423411637,,-0.0275172338431851,-0.08830658743801116,-0.026897482449696596,0.016085026954403565,-0.024732257223228145,0.0776322912504219,0.028693399211503604,-0.022750472986089107,0.013279937523899306,-0.00840251498351426,-0.11362420920115168,
CXCL10,0.06754202998444277,-0.007109504200458333,,0.042500330621670926,0.06134042968527082,0.05876115033600868,-0.13613359970378475,-0.05632749399229917,-0.02615924458326725,-0.05344887792023777,-0.039302549770107414,0.08656248273455562,0.006790241109644747,0.031825658115561324,0.01832232742044958,0.11614807351305931,0.008413375951813443,
RSPO3,,0.01231954989234363,-0.028972247341031633,0.11129762534456798,0.23420027222069215,0.08440996319502107,0.011656147699427286,0.06294071453451817,0.05196573335650671,0.21528827223880262,0.06565659345398582,,-0.030264134167806267,0.046814014313048415,-0.05147236152869821,0.0019094403916327374,0.17986505630422162,0.1311012284828926
CORT,-0.02681150571340081,0.023942408799609943,0.3743559286715583,0.20291212766985672,0.16269077097183152,0.11187581232644138,0.026076189853234656,0.047119341403335076,0.06483336902611486,-0.022260290763793746,0.016176700514402047,,-0.020678066981195793,0.04093444402411452,-0.022111573583353233,,,0.12061108492180152
NCAN,-0.03587652899044652,0.10621418730853922,0.10793858259801965,-0.0841579715824775,0.22079735759052446,-0.05974292486961988,-0.08915052177098244,-0.043633498222490165,0.010145556915351931,0.18077106017166372,-0.21333094808035694,-0.11884772819820588,0.0372314671366549,0.05619385040990065,0.04348588428284771,-0.04387507413800343,0.2102310257791133,-0.061895850414137955
PRG4,-0.03659141021946426,-0.017295811372479444,0.05602951251454273,-0.0428593554819501,-0.0010409516145237236,,-0.01645577414059171,-0.029651172819926477,,,-0.007467583795206438,,-0.016977299625385064,0.07571942489970684,-0.019459344044581533,0.07994818410813517,-0.013057586673736472,
ZG16B,,-3.484529024955583e-05,,-0.036809838538860495,,,0.056244686746515136,0.02591779537259682,,,,,,,,0.04704177020427295,-0.06136022247951697,
TGM2,-0.004662603848069723,-0.0029809336944298277,0.050635608756393544,0.0062441505932931424,0.01043338958804642,0.12122467923992686,-0.011133300898249017,0.006050496144304487,-0.0006058534005596891,-0.01720515669641145,0.17066189158727277,0.18392633443723794,0.05823815753824448,0.013036298133462585,-0.0194381593932745,0.09928741639507196,0.06544095350540216,-0.025425573946849463
VEGFC,-0.0044231405564701615,0.0918324713620205,0.00963605216513625,0.0417422060447115,-0.03162739414176447,0.007450186833631348,8.147508312813342e-05,0.08422538129618791,-0.055112022254618274,0.03838654182452091,-0.00793670359743668,-0.0286959491702392,0.00959253805309916,-0.009763946096311704,-0.03208434530661078,0.11321939057737566,-0.053086578744911565,
WNT6,-0.0332984200455459,0.11334490278045195,-0.037232745259035915,0.02926343090442157,0.0003163216619933376,0.0622482339577604,-0.029316606333650002,-0.022459964943139187,,,-0.014007210389243784,,-0.0076453829639451945,0.06822548278532216,0.046418996240052336,-0.029652416404062264,-0.049028503104293304,
NRG4,-0.024815163832524887,0.06373589774205655,-0.03144467448085775,0.02283163025762346,0.022915747368102368,0.04569723438342091,-0.015208948591028514,0.09061332360279341,-0.03805401618441107,0.0728392085906729,0.05404182351663395,,,,-0.00655121208396825,-0.019691106245615573,0.02481170564808959,
PMCH,,0.05453074100964693,,0.0020560796620630356,,,,-0.0026460003063770205,,,,,0.14149649704518963,-0.010429703028645761,-0.021659344786996545,0.0671795633454781,0.01118962132112252,
COL9A1,0.0839868154118207,0.0633934263677457,-0.04537516437182468,0.02892095539247823,-0.0007280789738755971,-0.057729739779467826,-0.026696697258922587,0.002614196184975124,-0.012924133409743715,0.0354359325935058,-0.014026770184226349,0.06253083578685865,0.06638457004153668,0.08174918403392198,-0.009961799973906975,-0.038761019642718025,-0.08797865351568353,-0.04716126810733652
