,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.013553483907183679,0.05297770591543569,0.008408278038040768,-0.006023600774704946,-0.07693423340114172,-0.04229568841311286,0.05508889929758876,-0.05765236884185146,0.03624556403055324,0.036439875764813376,-0.02391482108635262,-0.024771082619209444,0.05579080902783203,0.08728445750027553,-0.02166458474813514,-0.015647763890499284,0.021405847767026503
QDPR,0.051404328540266164,-0.05234735429269232,-0.048336549964890826,0.0405775757870563,0.04598761389062096,-0.004290260642242517,-0.024533943434455033,-0.1168863592536394,0.049960562795020605,-0.0210383885469621,0.008965223885762246,-0.02389715871983848,0.05779515142514124,0.005529570655803565,-0.014006740545964519,0.052576419456234855,-0.10057410122012354
POMC,-0.014916866416923611,0.055762068401825494,0.009203096050273174,0.04392283823011787,-0.015344516821016153,0.10625461258816281,-0.0035892644238457367,0.03367132994953946,0.13124404561278596,0.09069142172976306,-0.0029026753552915626,-0.0716669905227764,-0.02200638899880272,-0.056304952724702415,-0.028606795309821766,0.07005646565608924,0.00024053663751043164
CCL18,0.0745346065398015,-0.0036369024670648603,,,,,,-0.0022148195982977857,0.09881813026803246,,,0.02011822583884467,0.04372419007359647,0.029133878408346893,,,
CCL17,,,-0.02715817458115004,,,-0.016845017282145363,0.003924650667918136,,,-0.01825840276177214,,-0.027017665261785236,0.005954065144246594,,-0.018653040766013824,,
VEGFD,0.11456295757351422,0.03240533403883825,-0.0007787598887277661,,-0.024606736174030055,-0.017946941142961692,0.014744930043608311,-0.021300061481344074,0.06764769857292179,-0.01956809576344865,0.09219996150230117,,-0.029255654889485592,,,,
TNFSF13,,0.1536646541670871,-0.01873310100818227,-0.019305234494604598,,,,,,,,0.052331953903718725,0.07297298027153994,-0.014145091227216267,-0.0034160629291131806,-0.03542967208088998,
WNT5A,0.06626602853609086,0.028233362972892233,-0.0161216247798299,0.03319306358562882,-0.10914326063859146,0.013357375110732098,-0.01969784051139341,-0.039400107405678626,0.030258655609866743,0.041882093722476095,0.005903617098633086,-0.04918013612740687,-0.009125489979955019,0.0007787537718672117,0.06259651116770813,-0.008307566114470748,-0.010763414261094076
CXCL8,-0.023855471720215658,-0.0257938395046344,0.12815429470622075,0.02743355521738036,-0.0489276740720504,-0.008594470811239123,-0.010300163185957868,-0.048535718008690984,-0.07022652762492698,0.02572965744042079,-0.07781488272422955,-0.090937353788128,-0.07461404696240088,-0.08499013540133396,-0.019660132404686517,0.0010452222672487435,-0.06675410141569227
GRN,0.02022784676628313,0.08151715369609577,-0.05487330974655808,-0.011338031484453111,-0.09172357549261707,-0.04125897416413022,0.030079044159698393,-0.09844784568006992,0.048449907293195364,0.035374776593502785,0.025834290479049088,0.0008738632487688314,-0.009353642493698433,-0.05638935705212803,-0.02501963738644803,0.05038662710094696,-0.04200051227079316
MIA,0.0439820005395169,0.0004460179521433631,-0.003864738766977365,-0.034907587197179554,-0.0007326368815731658,0.002334649602647286,-0.012579166097006362,,-0.024401682214287915,-0.026799403906130535,0.03453536919226381,0.04554352984657811,0.12723373787429124,-0.007567247178978522,0.005417872153208821,-0.029588545288215702,
COL4A4,0.12253668799897197,0.005669080216197079,0.007351103386221535,-0.0183680777083281,-0.0144741668390438,0.06085589990369883,-0.021131998655076766,,,0.025979788508743794,0.12437226522207759,0.09560800066301503,0.09331475542077622,0.03834966280530552,-0.03885884144109423,-0.013461035277924322,
TAC1,-0.051193338520564284,0.014929980640352655,0.0394895050435658,0.06580535320221341,0.14296859567509498,-0.02814388453781342,-0.013035525882007655,0.1112733221773504,,-0.012811841401682391,,,,0.005087858086487187,-0.024521318807943403,-0.029271780013819,0.08422265166745266
RARRES2,-0.06663845135868827,0.020531495415480275,-0.02014303570283262,-0.007716120817778854,-0.07798346952818835,0.028376632435178614,0.012358676692937269,-0.016605010438019336,-0.038710013257812245,0.08619649145476009,0.12516791194490298,-0.0014391547848543627,-0.0020366918710426163,-0.0031370637092963147,0.025547713416088722,0.029917121038082917,0.03495243116271521
FGF7,0.04442748797144195,,-0.029269096301407796,0.003965950104006166,0.03524980960144129,-0.02475381608789016,-0.013408515460105625,0.05416009633248027,0.07625123463102138,0.07829073992681723,0.04237868748446881,0.015409672702508778,0.025815379817793426,0.01897939391949067,0.0383196654872933,0.02421772998618918,0.014397109193835767
EFNA2,,,,,,,,,,,,,-0.027805542094006007,,,,
HBEGF,0.07130652088123714,0.021965258518947744,0.051398899265954555,-0.04353879752467999,0.006622504982850299,-0.002022676749664472,-0.028404823437776616,-0.0868039432878981,0.01225166554019201,0.022915904692305204,-0.004044538528151504,-0.0320361132944624,0.07883733620885867,0.024420992021541618,-0.02621573935922395,0.016599236968012857,-0.06787245928733081
CSF3,0.09497049764379555,,0.030054632690740678,,-0.015313389922591602,,,,0.07097461034650747,,,-0.03192946915249449,-0.04065442011611151,-0.04053392273354974,-0.019638774355438145,0.08310767968729812,
PI3,0.015111489284378641,-0.030154771185716273,0.03349912255536422,,-0.017243079167708092,,,,,,,-0.01820106394136582,-0.04903930108322405,-0.018850698612515905,0.09008200930025814,0.06390397897161397,
PCSK1N,0.0015096497676877817,0.04123214668331911,-0.04760012150380001,0.03611148497783353,0.08495874034120243,-0.0062499632553885435,-0.0037831010872155933,0.12157780907612688,0.0031781942957040737,-0.028481628092005707,-0.007598520310383009,0.021821410478816545,-0.009354320559343921,0.08542536742001491,0.07897529878809802,-0.010371286977454472,0.11511526251494035
NTS,,,,0.04212538828307835,-0.018821998283438522,0.034373087758974845,-0.034214048081598794,-0.019176897490126292,,,,0.06096538791650328,0.018595366259468674,0.0929751667656134,-0.01424211479596011,,
SFRP1,0.07115584852328702,-0.017902325818864473,-0.023696557083012097,-0.0246431276733791,-0.05523634066798177,-0.029351169695337083,-0.015079036256659194,-0.02317005902050723,0.008430576303542435,0.0029025590303358925,-0.07079542266348525,0.06327322378140622,0.0069585907213600105,-0.003338050882296429,-0.028406546790789383,-2.1414558844472294e-05,-0.020629157753880505
CXCL13,,,,,,,,,0.019844939053419334,,,-0.03086247428186223,-0.044650119773553494,-0.01200849069488465,,0.10282196003778428,
MICA,0.04436616188705539,0.013331492018099791,0.0652117992709271,0.02461386344269949,-0.010375474173399712,-0.031280791367907596,0.032744990064554544,-0.011998691991247434,-0.02237477973832104,0.04358891486657364,0.0694739296851017,-0.01371679082435599,0.030737729293072658,0.06680999043397326,0.01883513342228082,-0.052708305656716414,0.0961664217033868
TG,-0.03258424738637121,-0.037155324191777854,0.018776633006994062,-0.011272677987011115,-0.01848189157857564,0.01562502988443615,0.041428614465613536,,0.04614907756961298,0.03401289388623893,0.010375338748252673,-0.03589972232946704,-0.022293774241197228,-0.028508152177806254,0.0289870945960131,0.03338986096046326,
ADA,0.02466225829441181,-0.0015708433531083606,0.004489436417270419,0.03069502870458123,-0.04383541050502678,0.07334133928797502,-0.017722993499647573,-0.03891347819434522,0.05523931580065742,0.061348288481761756,-0.1045053310016185,-0.091049443696506,-0.03540466420457097,-0.07233066604693658,0.03690182020112754,0.15424665596745465,-0.0480414154455478
LAMC3,0.11924376992972036,0.11667866209978758,-0.06423794242444353,-0.008869504402639707,-0.025522819657067545,0.03185785274448958,0.06318186107909782,0.023198140991353353,0.04623249770225192,-0.005902040956963271,-0.08754974054570527,-0.0272646245330015,0.06341650086525981,-0.0783771205252511,-0.023001453595544754,-0.033372547627588046,0.23377505212780697
CCL7,,-0.018232141808664108,-0.018488760556479623,,,,,,,,,-0.04049325263877199,,,0.10171501575687289,0.036627837650004984,
NGF,-0.02354950112611138,-0.03130368209397397,0.07048588373181167,-0.009832805927426863,,,,-0.019176910116840924,-0.04244531564076426,,0.024235342601164875,0.058299691879392025,0.018461733749892784,-0.05323946667225695,0.02816686977323719,0.10388850414212701,
TNFSF15,0.01092337798210345,,0.007290184332552751,-0.02998963097766921,,,,,0.004878651954809508,,-0.017469284238259334,-0.01787251288120802,,0.0407132890488382,-0.023166305324000654,0.052157053220148186,
HMGB1,0.0015485517631897265,0.013871508726429416,-0.07879684557532503,-0.040691455905827574,-0.08197403499050247,-0.034931442471637354,-0.0062538789116532816,-0.046113857188546964,0.07646805538871206,-0.03222335631140655,-0.08016322090633797,0.008080596763993541,0.0320010953072789,-0.01524946130527338,0.0032604354156918047,-0.032515519617891585,0.007348965696255283
ITGB3BP,0.037394388723014045,0.007021828869591477,0.01068221448078748,-0.020800201030921724,-0.05289165380655615,-0.024520335368895217,-0.005199023088993617,0.0830080919337415,0.04173903010151362,0.0773658865756179,-0.0009383737291448804,0.03799367366059084,-0.011056442333305182,-0.020447210235794322,-0.03144460210651938,-0.010316592741523814,0.08038598274245723
AANAT,0.07102718153650178,-0.02645206393765799,-0.01873310300753048,,-0.013813092119919294,-0.01526186536869111,-0.012579166796691698,-0.018029115785062843,,0.03100806486139828,,-0.035524008339887295,0.04367691436889311,,-0.002176874334221159,-0.0059337932992095084,
RELN,-0.012524478512445786,-0.03826405519992051,-0.032516471635539834,0.0015937820297284785,0.11008575169651778,-0.033601700995379284,-0.04249564064248972,0.025848808346090883,,-0.02711464824556586,0.06096542745156459,,,-0.013743885640952963,,0.054100248675354304,0.031621994955542264
IL15,-0.026818405684137653,0.03541270670924753,0.011632909739488027,-0.0036845163759985956,-0.0360301730258747,-0.015571060432052726,-0.02703675188553225,-0.02291147229826016,-0.011428567268208031,-0.02271510605952298,-0.0352193638961638,-0.032868224377761865,0.05998927903876527,0.0017636269292950917,-0.025998000252231535,0.016048807655834513,
UTS2,,,,,-0.04556447737892689,,,,,,,0.06917605893792414,,,,,
BSG,0.023170008128016693,0.05511249946873516,0.0422273377641256,0.04420131152114614,0.062392788591227384,0.02910966114911894,0.022031459070072285,0.12847852530506879,-0.005725099684150129,0.061488782901236,0.04875418103553011,0.026423630505625587,-0.01853193122778725,-0.026391954080786238,0.032345209606207175,0.008050541814181612,0.028899442222720458
ADAMTS3,-0.012309956072358401,0.014850767540184882,0.010084404044656074,-0.0017766639173083837,-0.07096371810829573,-0.04933294788343631,0.029059930133016443,-0.02895052357389396,-0.03377320004995859,0.04624083339955727,,-0.006159343894174785,0.05898701051823588,0.015334177080428996,0.052307760855695336,-0.07935961544282946,
CD34,0.05528189140402896,0.08094233868945856,-0.008956649871422997,-0.0018570431134243561,-0.04592611153114502,0.016107939199583587,0.00041561117683826444,0.04726380042515012,0.07431395824120608,0.040146893305853894,0.027194430123703206,0.01712704982624873,0.021693936601256587,-0.06323444657590328,0.005677538225558407,-0.038198053327740886,-0.05122227197491141
CCL23,,,,,-0.01571710614841471,,,,,,,,,,,,
PLAT,0.01891865416279304,0.007355193936723266,-0.08237340831914344,0.017701174165050595,-0.04641145668139323,0.04255766775157772,0.008149997578517112,0.046750239307106145,0.042953615827609516,-0.041145721394003645,0.06402524655267422,0.03509271093310661,0.05959310019483348,0.011271033687743128,-0.03301716280960262,-0.023343056394807243,-0.07423091034619296
NTF3,,,,,,,0.0637692480234224,,-0.014211125126129459,,,0.04376197307225948,0.024026587402812737,0.13300724391389165,,,
LTA,,,-0.02369655597444991,,,0.05918320431296831,,,,0.008630118942047679,,,,,0.01199093496191853,,
CKLF,0.05054194598068124,0.06586348112394008,-0.07153163202637544,0.02328840305686835,-0.11462017430253174,-0.012975629082937246,-0.009875427427582526,-0.02891829648317889,0.07196150880302621,0.06506914906251453,-0.11484853666554548,0.045474616307267554,0.06681685992765848,0.00440133963255571,0.017456836399610348,0.012548841954260918,0.008981767952387544
APELA,,,,,,,,,-0.03173319283186244,,,,,,,,
CD24,-0.0018774915487779174,0.030315237958824515,0.05875353948578329,0.030432392749041456,-0.034350580975908165,0.00834289959652951,-0.047934792054232116,-0.03935083374370049,0.0619076578888133,0.06446491283763305,0.1838891776697839,0.017462897558913646,0.07351156527951311,0.15735092983586124,0.004462784402812232,0.025103258791747178,0.05105224024865425
HSP90AA1,-0.03090597174760175,0.0564420910581506,-0.06997863140121077,0.02268847976685007,0.07345759622527313,-0.033186021358786275,-0.04632819512188759,0.13068505393571053,0.02933687169529111,-0.03989563914534103,0.02241823676262332,-0.07524328228732317,-0.0867832541782095,0.0554438240737056,-0.012613613194104248,-0.0035208126046498882,0.07242631336856226
BMP4,-0.0064197333340386435,0.018641695911353163,-0.001818105380120984,0.029418290356203313,0.08717019457540387,0.018490920220135224,-0.0036590731578602896,0.14092276612535257,0.09383963840468071,0.05258714088982776,0.08136137448320879,0.018612928464594496,0.020895719984914587,-0.00691956509250142,0.02490284665914695,-0.03890990912845542,
SCGB3A1,,-0.01823213998547429,,-0.013890502735410029,,,-0.010610650225933627,-0.03173628919369816,-0.036039074983144265,-0.01585030257018932,-0.050850122547582706,0.009481758738693969,0.004322209133373803,0.045512064025454976,0.018860521677035107,-0.02903395129107616,
IGFBP4,0.01625889226629518,0.04268547958597427,0.015185876750085805,-0.058730903197621094,-0.018250737675560083,0.05379148257900869,0.0022390645150046433,-0.00943887867495116,0.041909471532177736,0.026215191167333424,0.031615524577406615,-0.00073589633443976,-0.010632189747994578,-0.05799128904242959,-0.0136055910193563,-0.018070425416640033,-0.00619418468240606
RSPO4,-0.028768130009299658,,-0.019758485629951895,,,-0.0170955607256016,-0.010610648673886001,,,0.03332785728580611,0.03824808247293744,,,0.02985263863394407,0.028677730545130727,0.016107847012762244,
LEFTY2,0.0003650214320618685,0.09659552707427474,-0.0529478934454156,0.03250271096537985,-0.07877231375995042,0.11800228694765479,-0.011634706042000571,-0.019176910116840924,-0.01946376052150236,-0.003399036063965979,,-0.009017665589224759,-0.03197137766547701,-0.001606686611313547,-0.025247178288490255,0.05503220792201356,
PF4,,-0.0009732079562572308,-0.016131079335226093,,,,,,,,,,0.008091017638507177,,0.0280434168401367,0.037701432101366825,
ANGPTL2,0.07574597807128439,-0.01311568810562737,0.0015953066748053153,-0.030193107576505132,-0.08122212480075502,0.038070005123002446,0.0028357603846029342,-0.02913553414139608,-0.0019298334958803042,0.04112904502297161,-0.01900791592930861,0.04435383943870454,0.07711561375317069,-0.006644786271918711,0.007065409444567789,0.022080499000216428,-0.00954046503829183
LRIG2,0.05285035555712883,-0.04568690317654274,0.016327874132427204,0.022991651290485533,-0.06360190040265647,0.002873890609507912,-0.00023915720921495112,0.06155939264791456,0.07254790308012954,0.09322076794015535,0.07084385281962616,0.008493474329247295,0.015281512853501697,0.04688781685925128,-0.003210983962163783,-0.023895184808138847,-0.029595397079726228
ICOSLG,0.06238709566818665,-0.003484425514662681,0.019143654107452678,0.04553390886729955,-0.020693812459778468,0.009192743985372925,-0.020137029730320596,-0.06451811008721718,-0.019383562136554646,0.03572142970982239,-0.00031899306543718,-0.011169253517344938,0.0560192493519528,-0.029573905586935255,0.0024554724376973443,0.037275461653733445,-0.08878719186984041
WIF1,0.030544367873951823,-0.03403072710935704,,0.06550105426084597,0.03728212334304042,0.028435139092322603,-0.019967043919711804,0.06698740457548578,,0.01790603095224324,,,,-0.034610300127943965,,0.0001401028783813578,0.2700561355182939
NPPC,-0.03867637299705707,-0.005037530896912028,-0.013470354798492111,0.021342396611815403,-0.0030039422886891432,-0.014818005323627276,-0.014746205005617099,0.061916526703465265,,0.04348787878778321,0.06192524098217657,-0.045474899473850174,-0.030345477712989923,0.010016050294560519,,-0.01955447782497553,0.10028884044921606
LYZ,0.006527971156079896,0.03442655652388805,-0.05805754208310799,-0.02172227939073002,-0.06651859383768197,0.029735592812809027,0.0013081214920859514,-0.08444389963732768,0.06324040785033802,0.0019823629748536883,-0.04082219591345396,0.03702197750828081,0.022544185729230365,-0.09357689342067446,0.03210574474765506,-0.05133221846082179,0.010127313937209066
EREG,,,,,,,,-0.01972743628141623,-0.005389584959333602,,,0.06534695218307492,0.04493755706695732,-0.006252304826390574,0.06648836558505741,0.007553137812790166,
SPTAN1,0.003996269662026679,0.022791375796027847,-0.06208656853618631,0.01221489596379982,0.013443416566292627,-0.0183703792113602,0.015751757640368617,0.12298563626455511,0.023171891345420702,-0.027636070103140092,0.04152839965692391,0.01401815191892196,0.07003504096316414,0.06116593987721119,-0.005883595048817536,0.05252406632591243,0.128136216410153
PTH2,,,,,,,,,,,,,,0.0591234948881487,,,
LIPC,0.03800119269828172,0.02129190944085742,-0.028988750965486414,-0.03309194591683969,0.00935735170678293,-0.014113268834117345,,-0.0353314788245244,-0.014626331833569104,-0.015482990355717511,-0.07375529239775346,,,,0.02320726140858239,0.036833446602776695,
COL8A1,0.04094154313022474,0.06010276060010287,-0.023225774266392968,-0.050761143105076775,-0.028968394616506375,-0.01690392687076693,-0.02925051159478202,-0.08132461799813964,-0.05278180680058295,0.054056840129724226,-0.0624734082224659,-0.021093066135929376,0.08458187885928674,-0.007083073009932148,0.030492336217777197,0.005882620814947108,
GSTM2,0.09993424124842179,0.05604220478160383,0.09902811861379866,-0.01804534059081822,-0.014346231686730741,-0.040645429438592326,-0.021185165345785118,0.0018016607502839524,-0.04172349466330551,0.018577733230074764,0.04393394782916836,0.0845117231994751,0.022088080010554748,0.04448041691177974,0.01901975833569957,-0.022999700396140042,
SPX,0.05945775138468266,-0.03744855712209127,-0.03489920502377404,0.061743591513343285,-0.012183097471440446,-0.020150913217129404,-0.053875762442299746,0.004509912253740489,,-0.02421359420794282,,-0.04082716260797237,0.12551064390722794,-0.010896548794275955,0.046939552747920714,0.04190279587909396,-0.01810634914696565
MFGE8,0.0034461360078158147,0.032369198121761034,-0.004978901912401663,-0.032969738584613585,-0.05870917789665035,0.03122326148786984,-0.002148379904886073,0.08888298988200415,-0.06084675195705096,0.015031352118568327,-0.00837314228208983,-0.024213484459213466,0.0354134303872445,-0.04983065616929197,0.000525670160577671,0.019671153996116138,0.07886309364549718
TGFA,0.06074856142489457,0.03103432981315761,0.046838561043371106,-0.05590620818967029,-0.042681799016600276,-0.017500070063993973,-0.03540793456242809,-0.0736269562483059,-0.030673232928552126,0.04633364692329545,0.0665463372343799,-0.0030230123379581704,0.02432897803930675,0.04761104073226042,-0.022499726542948392,0.07863807452741439,0.01990042018540522
SLIT2,0.022021593421999143,0.025832753094260367,0.006738086258028982,0.04322044355489403,0.05321969225309196,-0.006741630424735632,0.004351199930785471,0.12545180046053162,0.005676170027063431,-0.016736682722525938,-0.01258125195576062,-0.029742519702741603,0.04318366473218455,0.0187724245713292,-0.05314304036181635,0.022296082868519335,0.022707362964444602
PLTP,-0.08445166881901768,0.004016579816595537,-0.07249969494977916,0.03227459588272048,-0.08001855416506799,-0.025923031204361954,-0.04382456980918801,-0.11173964369365093,0.005097762080838279,0.032794471486704974,0.05408303975815905,0.061440150583316956,-0.03558752114783667,-0.06888322987855722,0.07821269591689538,0.08531911762178579,0.01552031695876464
APOD,-0.03752911929375338,-0.005819324929741874,-0.0577669871095056,-0.07500770145074658,-0.11491223963680361,-0.03289881042012682,0.0377017948815476,-0.05362200297075918,0.05432420341727544,0.02799391433519648,-0.05090945597887457,0.029521779739096036,0.09818339703420491,-0.10237730338745846,-0.027922773402519984,-0.040187522528663845,-0.00722802147579799
B2M,0.04306650703743344,0.07719657458226035,-0.06228537935020022,-0.025900880281501934,-0.07882271518196197,-0.05583511803925582,-0.002961131215985371,-0.13446847944067006,0.0953679822859651,-0.018868528515819515,-0.04303119921663634,0.06013076543041573,0.022963498456216206,-0.08150996430600065,-0.023081285823038256,0.026886316284330178,-0.06956530293854304
OMG,-0.03180284511153428,0.002652428815824263,-0.09952009670674634,-0.024418904375797537,0.008068394624348047,0.001397654375083238,0.04462486594627369,-0.0077739724694145355,-0.014413925411118121,0.004306316536738203,-0.08921707903361643,0.016140718653925832,0.04764957793414729,0.018293786300480633,0.08291496508001729,-0.012931512057337714,-0.043601183913462065
CXCL3,-0.01098472306974218,-0.03007450414327084,0.1249356996514853,,-0.018135929651978622,0.004571417630269008,-0.011351151237285093,-0.027771195791184797,0.009958588017206779,-0.01635899177875561,,-0.036747885544903595,-0.01046363171461048,-0.03913570896853152,-0.01955773587522592,-0.011414213318314109,
CXCL10,0.05575346751409649,0.010145702404015775,0.05709288777725006,0.021582544278121733,-0.07046125755982632,-0.045028079440297575,-0.0005594300922280624,-0.055107124480820925,-0.019640449954894435,-0.025996417665002762,0.036323695562844,0.010269898227871636,-0.007755623172783028,-0.0048743553920696445,-0.03185892986658629,0.020221039687686564,
RSPO3,,0.0029854035745298375,-0.018733101623366263,0.039140567780247264,0.11223321538090214,-0.014799051925796364,-0.027564041298886007,0.050341013878011834,,-0.017094831120117737,,-0.027228212699660463,0.10925546505447796,0.03601874885577184,-0.0011046855192602086,-0.03231329117690374,0.017265782050056033
CORT,0.0036913188050121436,0.020819001342918385,0.018893758736019974,0.013182854310219731,0.11509090442550358,-0.032039894341625935,-5.818292164103332e-05,-0.0482725949370064,,-0.03775066694164177,,0.07725728118632165,-0.02666949431189301,0.10193094633818069,,,-0.027973420782479712
NCAN,-0.004716630968473403,0.029986783734659548,-0.07642367863947323,0.007304977753652816,-0.060627570013632316,0.02482486189113202,-0.009903097681001526,0.059779054841511935,,0.019434828095842276,-0.06565409863587199,0.10803846693308995,0.0744308175171468,0.08182671629100605,0.02486491727308582,-0.05113299708629258,-0.009385397233981225
PRG4,-0.004320333486484949,-0.02741896389729243,-0.018488763437678503,,-0.01964862686842966,0.02784924824827229,,,,-0.0025459923057535557,,-0.005961344945948221,0.07884304762934409,0.010906893944516596,0.02157193154651092,0.007716693023476988,
ZG16B,,0.11352528659176235,-0.021458471140407106,,0.05220546225287172,-0.011679504622012907,,,0.03405806360900101,,,,,,0.038809243080888955,-0.021431872695921676,
TGM2,0.005888296239466777,0.009666997014142547,-0.018065508842428385,0.025615622811428363,-0.0010384135467469764,-0.04012793149782235,-0.01842149963500404,0.0043215278451207905,0.045117283463434354,-0.03375740353385191,-0.03162920475318933,-0.01930675970831819,0.003405032356420515,-0.07665531380502338,-0.028023127948377375,0.04369590131405016,0.03310888641265756
VEGFC,0.03940982409922536,0.03802654049606317,0.030216932539088887,-0.034871368725792835,-0.025905480871589996,0.0037433208209630246,-0.009205299716133288,-0.02229191710215703,0.022811513872425443,-0.004043045116814185,0.013681627200592576,-0.05211248990817862,-0.01981430554598835,0.022824756458231225,-0.032700106319574825,0.005110316353776559,
WNT6,-0.01086290388311055,-0.006489039669833839,-0.013468101970735837,-0.021887654704132335,-0.019321851648744257,0.00697799355486366,,,-0.02871127927207611,-0.017801652392584473,,-0.036630275192343166,0.01780914391864786,-0.025862724787732806,-0.01838001731669212,-0.022145554520678297,
NRG4,-0.029852550442625258,-0.016792442691342963,-0.02250167088828089,0.08983569999281797,-0.024473611239359927,0.09099001253806882,-0.050748373655930414,0.1471631249209512,,0.03545591108355559,-0.03710851909982157,,,0.0010897371423893335,-0.02088420303320414,0.09323415574318553,
PMCH,,-0.019354193902641738,-0.03117825720779629,,,-0.017095559900556147,,,,,,-0.04115860393403412,-0.03741872732190413,-0.01424879919270066,0.03888371689062811,-0.03078150233842491,
COL9A1,0.03264358666680499,0.08800139094710505,-0.023501352942010983,0.022312957544741142,-0.050364034585998176,0.024088016945933845,-0.009264749416588048,0.0912578030330645,,-0.027114658645757145,-0.013928501074836641,0.07177259568893045,0.03355566418342143,0.024545916667983916,0.03554542576017699,0.013917931101701447,-0.015367955955063222
GDF11,0.029153677470217566,0.04682771203766129,-0.006796571064993549,-0.0499792295025555,-0.07221732223393589,0.08099072468522579,0.046995795913936635,-0.002913797786789486,0.03352239262945758,0.035321372459230234,0.02647039237182848,0.003368009036082433,0.007940053350584309,0.02687344710530055,0.016354544066166873,0.004309876508177064,-0.07127268622753756
RAET1E,,,,,,,,,,,,,,,-0.005193154416126317,,
IL24,,,,,,,,,-0.016191345928642395,,,-0.030686863297205352,-0.02507934779732195,,,0.015290453604526057,
SORBS1,0.010443273150395858,0.015630451391157152,-0.0069353323010048476,0.05919030987775066,0.061219580717093165,0.11231661895103381,0.02231128501881491,-0.022249289565320903,0.02692208729715608,0.005908250299828941,0.06052434123252682,0.005268026311784312,-0.0025772403976973388,-0.041104974189300765,-0.009313125906921196,0.02681116835567148,0.05679309304295047
DLL1,0.12194824871348599,0.01885051487524495,-0.005032167661897789,0.018807320187776935,-0.05459960171204038,0.04638724734085331,-0.03334071319223395,-0.0480633082050195,-0.03965728862595484,0.08671698064110671,0.09266001742727364,0.003194164441584926,0.07796400808853625,0.05472580180615004,0.046011938429346304,-0.015732011695411777,-0.023265517141887113
TLN1,0.09624061915062332,0.0538980699960823,0.02292656390126287,-0.02077759788053581,-0.09920147553055253,0.01802470558736768,-0.020513697908947554,-0.12965809899825015,-0.009582791456295031,0.016965520821962104,0.03633869043455373,-0.02726834317126655,-0.0163730545052023,-0.09950590189902538,0.029234512085954175,-0.03152515842991629,-0.034286784046454265
COL2A1,-0.0305560512235371,0.033263624029392536,,0.03871288776462817,-0.01813593582383648,,,,,-0.01660773520579366,,-0.026747333354528155,-0.06536445232018168,-0.04203548220896595,-0.030393570672638905,-0.03000468157212414,
