,MGH258,UKF255,UKF259,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1
HBEGF,-0.021591682355873595,0.001482852012733606,0.04560879906987838,0.00424668520976575,0.057619667837706695,-0.037710036531824746,-0.03958282091537744,-0.014304539354463831,-0.02963629722716798,-0.024025317100869987,0.018595771258992092
CSF3,,0.11721405353811169,0.0029241087187787383,-0.022591124459276433,,,,,0.007752415985899638,,-0.019638777351910452
PI3,,0.009045919420549463,0.026326057101532015,,,0.06308457110263602,,,-0.07134919631531716,0.010610502268452273,-0.04266853884153485
PCSK1N,0.0422514192409555,0.009605601077432973,0.03155214106279525,-0.044327784198186754,-0.012155035671481218,0.13106895759882556,0.08549091522398629,-0.027854254538786555,0.04302270211591148,-0.05055314701044532,0.04903950946973063
NTS,,,,,,,,,-0.022442360911113967,,0.18774924466061027
SFRP1,-0.01459530032376401,,0.02525058289569068,-0.03264999009442122,0.04261922350418678,0.04544088761191786,0.06254600663660795,0.015575993773836594,0.01360426745106851,0.059277912199704776,0.0762327542903582
CXCL13,,-0.01818738411873368,,0.033893661711267176,,,,,0.001464640492037112,,
MICA,0.004586172366090187,-0.04959719766372521,-0.03212121534480877,0.02483557143136486,-0.01240104537912204,-0.06760796508626547,-0.0488945253610917,0.06569476322019226,0.026174472401204595,-0.0313775824276315,0.011944259449650604
TG,-0.024069592677526282,,0.029486563455758646,0.0322594772712779,-0.014752403042032564,0.06666824702032087,0.08099088231229155,0.12101268630048273,-0.027640220780724627,,-0.03829936178334789
ADA,0.013845420808729948,0.05246315099330471,0.005067038517954181,0.04921083469176675,0.005719483158875516,0.0028923383277057522,0.0575926413932746,0.04008333944825432,0.007122560264977319,-0.051952746316392844,0.09210426808207298
LAMC3,0.06371788937487902,-0.046754645666485545,0.06693278564545217,-0.00027794801769301847,0.05072940638061371,0.10567942875190561,-0.016618817194181505,0.06783339067616934,0.057372805312855,0.029676916517191093,0.0069244216488881195
CCL7,,,-0.018662912931291523,,,,,,,,0.019909232556412727
NGF,,,-0.02934602053373013,-0.039201322847421206,,,-0.003095048870737588,-0.03375633070100205,-0.018173283913290105,,-0.061614507490750765
TNFSF15,,,0.03737418514466186,-0.014386472098800049,0.059184357659165195,,-0.018807048238266618,0.09116446265139522,,,0.029858587606466334
HMGB1,0.0009443116258759728,0.024171235839558526,0.029477313018264666,0.02849220259095212,-0.056234512729836504,-0.008079362342757404,-0.017653927441130427,-0.07466555600608944,-0.034243839913222204,-0.0006675443676807972,0.0016997613701034923
ITGB3BP,0.039700092788996784,0.008146971368144932,-0.04782928869056007,0.014434785529084617,0.0586685920857386,-0.07428143255564933,-0.001101410886783991,-0.03990378131769583,-0.0067446238786982105,0.03504253456038063,0.03929395166496522
AANAT,,,-0.018909556932951353,,,-0.01700016951823381,,-0.02365890963571904,-0.024789530994797505,0.05171356922793243,0.0362098776825795
RELN,-0.019954330466376614,0.04652293190558378,0.010830478323811845,,,,-0.09751982524583855,,,-0.031837093003376234,
IL15,0.029351357557342174,,-0.02754123595314297,0.03994999506776964,-0.0015990765229610161,-0.0757413492038481,-0.013663080458755722,0.03199513605208788,-0.008957067611340939,-0.031703610101979286,0.06801882823257344
UTS2,,,,,-0.060556297250822844,-0.02885466952364098,,,,,
BSG,0.04578259936606188,-0.05358484040991949,-0.035407189986736705,-0.0008822232334712334,0.049688250288231636,-0.07605826202639372,0.06809624364215938,0.09499407973010861,0.06500973684754426,0.07522026388022027,0.1229090408051515
ADAMTS3,0.04472914744705567,,-0.03545937294642255,0.12482246868884085,0.032313251980935084,-0.03678837225496123,,-0.028329135711932626,-0.005297335880172039,0.04117880008594596,0.06883405375337187
CD34,0.025050435325318976,-0.029301220889913094,0.025534726010440864,0.01719942607631889,0.021862195633934284,0.06538383912359266,0.01418163416174629,0.05475030901601191,0.07531500408333845,0.09272495843442331,0.015268403795185004
CCL23,,,,,-0.0068738487716479375,,,,,,
PLAT,0.11723001637726745,-0.014770286762857163,0.035657804173684526,-0.01983027763487753,-0.0712196942400553,0.08483227897996014,0.043614185013996984,0.01613642025129869,0.06890568459363035,0.0727183501435481,0.02766849492877913
NTF3,,,,-0.0041923395882122,,,,,0.022450009207997237,,
LTA,,,-0.011936380658386756,,,,,,,,-0.029304530959545286
CKLF,-0.03182340009410627,0.07963702794051972,0.0443196048395624,0.027061369074550902,0.07495857757176286,0.10539627732341138,0.07971046392684139,0.11624024109833307,0.03850879430229422,-0.008875099989246949,0.06407399798198768
APELA,,,,-0.011619436853037839,,,,,,,
CD24,-0.03621576636627786,0.0888131055539456,-0.01636879360202237,0.011859921228252582,-0.005796125740226246,0.13458089474871102,-0.0375056636208026,0.07819101647063086,0.02067415948624278,0.03244699061976939,-0.022888831868639492
HSP90AA1,-0.11708316653590095,-0.06694566994936542,0.034821169919272324,-0.040599842591746,-0.03796862879463882,-0.030724618106515028,-0.053009837732600706,-0.0762424682519427,-0.08485277845150682,0.01849414532314756,-0.06619966329260622
BMP4,0.013976821772089006,-0.04108717270070283,-0.02757261786432376,0.0003711831201222603,0.11338337354771688,-0.045920120406973346,-0.05094223422803209,0.007659766210315052,0.02098817613163979,0.026481873245979986,-0.06538799717217299
SCGB3A1,,-0.00797385264716258,,-0.0032043844450673287,0.13385767621804645,-0.07141919887418444,-0.07689520005024789,,-0.011500226552728487,,-0.013630376629087108
IGFBP4,0.01910035119083064,0.0004321093135303201,0.04806587960469994,0.02952497721285101,-0.02202902240947201,0.07553792515649624,-0.0680573442921336,0.05781056825253273,-0.011378928835126634,0.11796358840279099,0.02624331636331814
RSPO4,,,0.05133055874062659,,,,-0.01405218464546149,,,,0.06142149785695929
LEFTY2,-0.023831609914755403,0.0022368261314205124,-0.00484294182422095,0.10236874556196979,-0.06083109981862518,0.06071253767599921,,-0.006988514451689843,-0.021180715812725154,0.027309536543840173,-0.04684132590979969
PF4,,,-0.016283023851243104,,,,,,-0.01688402257036954,,0.027823848390801754
ANGPTL2,0.01031015814502157,0.061411004084887685,-0.02188242346377419,-0.045559007032333634,-0.024465564842761613,0.14590985903492534,-0.1338572929580524,0.0008523059217978084,0.11763651578222718,0.011856559013077746,0.039527052865308915
LRIG2,0.0459280410740592,0.016046182684444885,0.000468152601173582,0.06933731041888673,-0.02532018221176015,-0.10289335035378079,0.037632886136027596,0.035158903795919134,0.024435536309764333,-0.03261166281850874,0.08998150226706514
ICOSLG,-0.020305304785542266,-0.04796642460374382,0.00883825079761142,-0.01670607895237304,0.0043104729088386485,-0.030596383903367188,0.11566457413638671,0.006935152138805489,0.018033532747814746,0.03419268478423506,0.07478983248521402
WIF1,,-0.043415809125106584,,,,,,,,,
NPPC,0.014652943833473252,0.04431112047101858,-0.025258985491586172,,0.08468979022676831,-0.08922265837731971,-0.012128608550756424,0.050043040397093334,-0.018539645239390858,0.09859347286816852,
LYZ,-0.04171335055667123,-0.03432434123041953,0.057259803929361884,0.045705316512419145,0.1292996209852036,0.09518125772464078,0.07501035220263155,0.057522630052986606,0.02339359162928978,0.043790856239908915,-0.008713228191764604
EREG,,-0.03376206560780485,,-0.019021294401439473,,,,,0.010031347177110954,,-0.04425661950465011
SPTAN1,0.04982302330224301,-0.016821496522176224,0.02855387991844201,0.06500196422545872,-0.06841258389711782,0.002798288941603412,-0.02684150412886171,0.11173173655207207,0.030148763308166945,0.031741418903297486,-0.009638393070288602
LIPC,-0.030816283836275275,,0.009872829245752175,-0.023783685185251174,0.05080566517582286,0.005065521894192288,0.021821892991079953,0.09830724485287302,,-0.02964590260277948,0.010776261216361665
COL8A1,0.042136010642590295,0.0025603870782769044,-0.04371092766854294,-0.031749008486468444,0.015189825639882824,-0.06723531523078638,0.0070326005240342,0.05500151965915069,0.0335552734523611,0.08052351266873856,-0.012413031884377812
GSTM2,0.003249477248391364,0.014507663957105014,-0.05080726866521328,-0.0348699825221321,0.0415388756060378,0.12992412564024178,0.03649771539059488,0.10380571769090448,0.04205432203756201,0.0641574605701107,-0.043888437578815755
IL4,,,,,,0.001662977227845976,,,,,
SPX,-0.009963132381907549,,0.10023110935931966,,-0.03621467998533546,,,-0.06687786423743969,-0.02096367211302314,-0.126312580194604,0.03804286958541084
MFGE8,0.025055175070120898,0.001771063468086461,0.024628459954186617,-0.008322475204320768,-0.05205048839576622,0.049276692583586315,-0.028448664030396767,0.02707263772873089,0.051489508201583094,0.07404973076634076,0.0445713049930197
TGFA,-0.02567406108669229,0.006005090600929035,0.016736400096249146,0.03955008264212305,0.02887196221334689,0.04359672278488482,-0.01092114185160087,0.05550188848760308,0.05513256483234381,-0.029740857253342683,0.03310834362743456
SLIT2,-0.02477110121381499,-0.01989972536815707,-0.015949458814808023,0.02268671845103538,-0.004582335211018642,0.003682432051044959,-0.027702117949088396,0.05557854677543709,-0.04452433621821688,-0.006954293608728675,-0.020308842118613873
PLTP,0.0689990188531124,-0.005046298703841722,0.04096666246748595,-0.03161265385543603,0.02725277692098456,0.1266628642385931,0.03674954827146062,0.08145223292231005,0.03673216806833284,0.09905722883589667,-0.05503306588401266
APOD,-0.12880471229161977,0.022209109004950513,-0.015473597710578532,0.0004956622258792676,-0.08710147553355332,0.010211456794461322,0.052036903862222476,-0.10917423743909135,0.08650990889195968,-0.0711364293969764,-0.016917932648475388
B2M,0.016320186154215592,-0.04215211374380567,-0.007120573718788937,0.05288301747465129,0.0819847154227939,0.09946725013837218,-0.02328955026975112,0.0856395712432831,0.04703446004959321,0.10255437639077966,-0.060230630611845644
OMG,-0.034077346749116326,-0.004054625673741854,-0.046746449413925195,0.1476085249873643,-0.02737336151562736,-0.010179137938924445,0.031530150918011465,-0.10276739426167297,0.08623250135853713,-0.09273121489111714,0.018051756595284556
CXCL3,-0.01938331932329018,0.05706834753899216,0.012820841487522426,-0.0020564813939259676,0.023611398564274765,-0.08769688147874038,,,-0.028591883474123603,0.09169895177613345,0.04868794192158606
CXCL10,0.09210750633454522,,0.02099546054574438,-0.01641430451069799,-0.07109033050065124,0.08189603882256816,-0.07533226699405109,0.00021395546166699006,-0.02264636888572101,0.038424051440750485,0.04357980449618712
RSPO3,,-0.025047411854420682,-0.018909555535749186,,,,,,0.060414737193035424,,-0.020884203879082203
CORT,-0.024069597714261582,-0.033241328034513254,-0.04240613026175829,,,,,,-0.01766827147080551,,
NCAN,-0.04719294878404836,-0.03326322321381211,0.04105630912652773,,-0.08718755368007951,-0.006764497743098792,0.04830653612324701,0.049845265937563804,0.10761175338254048,0.031345483569751156,0.08608031897930675
PRG4,,-0.02800624217513302,-0.018662915839629462,,,,,,-0.026070615748185737,,-0.02941824970826648
ZG16B,,,0.006151235661425968,0.03177756808712873,,,,-0.026300786716893593,,,0.039202505594697526
TGM2,0.03610613672950043,0.04538171546692407,0.027297629848425996,0.02656394227596114,0.05292369344948147,-0.049759928099215055,0.02345340110570444,0.0592020642298808,0.002135734767250684,0.009898664126552315,0.02518055946133493
VEGFC,-0.024069599264026922,0.02019406524167217,-0.0332623132036348,0.015287774125393715,0.08537784369735654,0.05302065162042304,-0.008312530946640575,0.04949990855923086,0.03516950533487885,-0.001981896198126468,-0.0431313441660341
WNT6,,0.026504892531453904,-0.014436441292849999,-0.02399515703285127,,-0.06381745299534984,,-0.025012051255575273,0.020512661377128576,,-0.005639142213093282
NRG4,,-0.018774381619388106,-0.010288140159651413,,,,0.01668039832524925,,,0.03435327142052846,0.11517897930530734
PMCH,,,-0.01217199065208901,,,,,,-0.024789530115710785,,0.03011668703529557
COL9A1,0.023313677554577642,0.01093977039352821,0.05194330700939557,,0.013873935777968497,0.03401850346900756,-0.020362427294877278,0.01853445132396845,0.08114078645659623,0.07384281561306567,0.05213710639406889
GDF11,0.052338105640273434,0.03189999522770303,0.011223744401649315,-0.03967001023586851,-0.018948114508933224,0.13392672245421183,0.06075885362819559,0.0515398456791921,0.03660106230231701,0.05815996594342612,0.06163059087097095
RAET1E,,,,,,,,,,,-0.022909825836726568
IL24,,,,-0.013531751213497843,,,,,-0.016614815414637697,,
SORBS1,-0.003982505183558639,0.042609718155806164,-0.02058638512109061,0.035334026142977086,0.022447769017048785,0.04985018649656527,0.04923714406016822,0.012006660261180765,-0.007424906123706352,-0.012087889782781393,0.03148769367238214
DLL1,0.051000744097081274,0.024469030589130986,-0.05495542318470589,0.05721435609891241,0.057406223418493524,0.01949833369301994,-0.02257866312527322,0.025600554168442615,0.02015247844266136,0.06348075798075255,-0.003144490738167539
TLN1,-0.001109386100876128,0.029444612952613334,0.005234833834285409,-0.0077340515527454514,-0.02957062133276357,0.01019387244699145,0.0236200330536883,0.0498234097150157,0.030513446239530406,0.1196433886090258,0.012508183701921593
COL2A1,-0.022607507835159954,,,,,,,,-0.004620817085741053,,0.1466558420547489
SHH,,,-0.019393833748105774,,0.11840126964704326,-0.09641681111320571,,,0.038374437936117674,-0.023248949965415294,0.08859918166833279
PON2,0.015575226816074744,0.009189847955330004,0.0017865017624215768,0.07688907877589043,0.06795285580552626,-0.005328766008282413,0.08981377596373447,0.03543764648153965,0.07343889110433395,0.05306690874790889,0.011451784590649808
ICAM5,,0.03313652694116396,-0.010428079392394157,0.10603278263225582,,,,,-0.053028406462200875,,0.05788743105217859
HPX,-0.025679463690286758,-0.02504741843930134,0.03219803962918543,0.07109502612455021,-0.028153481174044294,0.13335547758392222,-0.07300066637989319,-0.04310300310500055,0.02820737559347599,-0.025458224865138372,0.039421762979907446
SFRP2,,,-0.022087474932038303,-0.0133546431807798,0.032340240250207375,0.06739861374609328,,-0.042948910411710055,-0.0017768659770198607,-0.0065852837674560865,0.12006732551390523
CD70,,,0.016378930010466294,-0.01377817848720407,,,-0.06090133126339907,,0.009928806455455887,,0.0740419564221247
HP,-0.01038287006949459,0.0009240822432517188,0.00025279345107403974,,0.007016598231273258,0.16007558278581693,0.020535948936914725,0.10460154857876863,0.05221632565374306,-0.024318926392160874,0.034421116694897086
CXCL2,-0.060140637182761844,-2.393484616391792e-06,-0.004252876626023268,0.01672780026060341,0.13156117529526593,0.04594695913342298,0.013851615419491889,,-0.004875818549572804,0.022766864258542626,-0.007642869316699932
NPPB,,0.02306323650517459,0.04623964832153365,,,,,,-0.028181835310571675,,-0.021184701331239078
CCK,0.015807777676547452,-0.06936721461422282,-0.012200163340972769,,-0.02896751058155887,,,-0.03273457986927583,-0.025940192974593202,0.04308775255470523,0.0034729918056542524
SEMA6A,-0.0030369578593235766,-0.0045219155597657455,-0.025619984775717683,0.023448335881577295,0.0457965176546948,-0.009528946244820275,0.023805506899800915,0.052040771675980944,0.05884701323675022,-0.053030570639269164,0.008677255235549448
IRAK4,0.026956589868076964,0.007621787370843689,0.019955545804968975,0.07090741078061209,-0.018720071739187667,0.03531072497793248,0.030611790621311055,0.0330514850019819,0.014462589771167584,0.04936431738568178,0.0066152066641556396
GSTP1,0.09337249475804067,0.03462453971917356,-0.015084608407815824,0.0014598120454897877,0.04305520492449028,0.0800855378636856,0.1101003920117939,-0.01103697381437447,0.018712941298309353,0.011102662456237068,0.06072262166862842
VCAM1,-0.028182636590299966,-0.026697275365675868,-0.0667039572295323,-0.024303690938129445,-0.01812048603295234,0.042149601877986276,0.00248569107106295,0.08987768995022075,-0.016421963090845607,-0.025092287234464297,0.008211347392401222
NXPH3,-0.017954649293996452,0.003300286790215411,-0.01897884671305097,-0.0255348822511108,-0.029889531768483375,0.1487504210042212,0.018039075794588966,-0.02808859344041142,0.023905825990342525,0.00634908293630262,0.13112512321773434
MTMR4,-0.04218174081836897,0.0443908264300206,-0.008342474442656856,0.08041624416297666,0.06158990107767851,-0.006503658282404144,-0.04215609019618499,-0.015404989370010454,0.05215839785759515,0.006533981318611395,0.02562909726120614
LAMC2,,,0.0046329250079324615,-0.01965548468890225,,,-0.05611527696410659,,0.016416315155456062,-0.018358602258945596,-0.007920579813598583
IL10,0.07249422104313566,-0.026137789446314515,0.09767171429212043,0.09387719309996391,0.030517456017343177,0.09167414086988104,-0.015546859862148769,0.0024180565048576123,0.002359785924471937,-0.017708634942716676,-0.040049370572624164
SEMA4D,-0.03303729204823883,-0.02125370437231734,-0.0115060050388223,0.024630889463942235,-0.038867138392039244,-0.06654139046415933,0.040864721210608725,0.0018975957123341305,0.06450230468970987,-0.020911965701848792,0.06464731762092708
TRH,-0.022100510949248503,-0.019344684001525107,0.013393267487839063,,0.06492853565788981,-0.03846463828419303,,,0.1221322327850473,0.10123272219241404,0.011571809939481108
SEMA6D,0.0032258178389203956,0.04748080594864959,-0.013921702228383553,-0.018234461481290012,0.0336011679584411,-0.051048783463674335,-0.02046635743928966,0.05284152063024151,0.01427575530896097,0.009394831708325842,0.024596105926389267
CEL,,-0.021228465749480528,,,,-0.0787617557136221,-0.0671827362754273,-0.03635947221279524,-0.012132485528003376,0.036875398884237354,-0.027564001357538677
PDCD1LG2,0.12570342638361828,-0.026137775901944302,-0.001552689981715998,0.014576180113415778,-0.011721766061268903,0.018273309478583032,-0.017245149190453078,0.06267062524259766,0.037351051457866095,0.010079513714577803,0.03596325290357509
SPINT1,-0.04708461068180985,-0.025488505549839086,0.040354168655510364,-0.009475334499920756,0.06304146703311397,0.11277314390695851,0.07717507070268173,0.2022339778101729,0.023179932181089137,0.017806223746015197,0.031310366149783074
CTHRC1,-0.020206212380770014,-0.022728571679603633,0.018361549912442526,-0.0866821358500672,0.09726986735255386,0.04330128002915884,0.022611348656435697,0.06841199221078977,0.024295844347368187,-0.009978075177072864,0.035293775109630776
PODXL,0.03095880246351107,0.01437540552098227,-0.009693646061417241,-0.005726476735830905,0.06382329646872538,0.07233113863049213,-0.12883946963515142,0.11479851005408327,0.009745147999685186,0.07534033246010771,0.09619204561362882
JAM3,-0.046473228424484744,0.003960323155723455,0.017510207034669528,0.0014059954157543341,-0.017940802922157682,0.09768534519979083,0.0065332805663215615,-0.03749449786074143,0.007281104236036676,-0.04464686339147925,-0.023645785936612384
TGFB2,-0.0594899384737533,-0.0036237038573051416,-0.06486295668711999,-0.018509984979852893,0.048956534870648445,0.003684789280123047,-0.0056475954414795795,0.0842166547587357,0.052984827118107244,-0.01722671770286754,-0.020940805571586774
COL18A1,-0.022592363117924542,0.010532690713311468,0.04734937972110187,0.030037801171842682,0.0007890144020753765,0.008725330533085386,-0.05964958601764747,0.07459220576615216,0.009751480332813985,0.061787010910474956,0.012179083246071329
NODAL,-0.021828129967167063,,-0.005449554512156855,,-0.0072529266363144775,0.0163024640598158,0.012757961106721102,0.06111307016163895,-0.020523210866663363,0.029241294622300358,0.07261596907612532
INHBB,-0.033935999287239366,0.01819823045970103,-0.029173106695249855,0.05833724152159408,0.02956305384775602,0.08309943361141896,-0.021675985900247524,0.022002492441672718,-0.009755593215299235,0.016037809075495377,0.07373793533137804
LCN1,,,,,-0.017471956850159166,,,,-0.01938157681576754,,0.06615499411023194
ARF4,0.015722376165759437,-0.02034072045772787,0.015670560695839948,0.01299328881460763,-0.04960657936499209,-0.007643212660992296,-0.03381382656046086,0.06371846767950176,0.007899126402446372,0.011333360485183727,-0.006913281293547488
CXCL14,-0.029587977918771755,0.0793405469045808,-0.03367462575873939,-0.042099720891203965,-0.009109218053794409,0.06370418780216702,0.014338731401064949,0.08251059498570283,0.039142330842917336,0.09735508168289536,0.07053624079810736
LIF,0.0010151982061277827,0.05565387794939324,0.061967615652193504,-0.03186913476583177,-0.044019399826291376,-0.03438351793854923,-0.005948392885386969,-0.01316138786506196,-0.001181621550191908,-0.028336810508608905,0.03235363379716589
IL17B,,-0.019344684001525107,,0.08447861465691907,-0.04439614392298283,-0.0662542029947967,-0.05358312961851357,,0.039035337067919174,,0.020998008752617776
MMP1,,0.01832541954256376,,-0.07995980229104015,0.027938976266680016,-0.03185993549213781,,,-0.018866199976980236,,0.03498521553612678
MATN1,,-0.03090307930626116,,-0.013531753163941692,,,-0.05855072367893144,,0.039768010256900146,-0.018570613391242455,-0.028858666414477895
ADAM28,-0.05633770310063851,-0.015082156892657789,-0.02631364249461139,-0.016968610264751393,0.02802638110675514,0.0187966864378555,-0.06642786375293808,0.023105120614825763,0.045940130978174086,-0.024539590013337775,-0.037178333589344956
TCN2,0.02600709023252238,-0.054754846963101,0.0046127254334976525,0.012271009138238035,0.023244482768921007,0.029945262051354827,-0.026443500745158638,0.001971117657753722,0.07516801807909176,0.06785924805509015,0.020543764918696254
THPO,,,0.022310436890447913,,,0.07084700511151389,-0.05611530522289347,0.0235591359168756,,,-0.031240497819769657
CUBN,0.03458048354712515,-0.030342445582066353,-0.008668458183389932,0.019462281018449667,0.02727956088966159,0.004134379900323428,0.025114407436830945,0.004714817113879076,0.08918827557856107,0.02751920461838298,-0.011827546062460007
TIMP3,0.04239734822623688,0.021818485484030734,-0.07258298943497826,0.01625597236028667,0.02655577462505617,0.11009217577332467,0.027388372641960146,0.038687801262810816,-0.01781342082446741,0.02640589326523717,0.02677104165358141
PIGF,0.042252964371139505,-0.028751464369593444,0.06178285527578271,-0.02228777464608091,0.1042862523408874,0.02765329591997704,-0.00805106934711324,0.025591850473137497,0.007685460524293323,-0.023911186795230972,0.11365077645846307
CRH,,,-0.021875017024401373,,,,,,0.01646497485421699,0.11981511054746975,0.03445343509535444
BDNF,,-0.03803544202177467,-0.04780189791549435,-0.020872703606221926,0.07908843117568619,-0.045552067078433824,,,0.014553481583719453,0.09222242498039543,0.06913695470788875
CCL5,-0.06222564652863134,,0.029034584204389147,-0.006254506342990729,0.0505121032103836,0.005411967761115169,0.06500302172124989,0.03555791720761212,0.021465422115441227,0.05256545879895618,0.035551614238046834
GAD1,0.08699634312562272,-0.0038686799737894222,-0.0008331587883175266,0.03741522048877929,0.026107916100292016,-0.01152073023992746,-0.013150671423249837,0.0804037185895062,0.015582164706282715,0.08423931692992213,-0.03018810896405502
COL14A1,0.02837764925234882,-0.01472933329735459,-0.023276046347396443,0.04484369176416157,-0.03671888629394693,0.11017399291508567,0.014812966237794878,0.00444152795038787,-0.019753168257712755,0.08818849629014568,0.02248893143792532
HLA-A,0.09203720504968735,-0.12981097326714314,0.023882030780860982,-0.06049819793024103,0.021220192170444543,0.12336862095571594,-0.02878372297509224,0.02715746912342537,0.012329618856084197,0.11428301588913728,0.05073941254892466
CD5L,-0.03013790396104745,,,,,,,-0.030966657020067276,,,
FGF18,,-0.019344662399091647,0.09645894514067711,-0.01405044009083504,,,,,-0.0033718684836981194,,0.10291500578209903
ADM,0.003030436698489882,-0.0404175172175631,-0.017844294951064217,-0.035084278432572766,0.09587435531463018,-0.024830529903440535,-0.07188352706074636,0.014684743849850098,-0.06675261137306646,0.00961372827794612,0.022394084897050855
CCL15,,,,,-0.028153495903348286,,,,,,0.08127948548782876
GNAI2,0.07251956538501829,-0.04488161057607246,-0.008339083076346765,-0.04471762323679709,0.06780080290663613,-0.0012930447789062055,-0.021313760465905555,0.06713685503962104,0.023016255969037218,-0.019895077055547338,-0.007075330495228588
HDC,,,,,,,-0.051042085247056494,,,,-0.006046393410206962
COL11A1,-0.02783399396704082,0.006978450264178886,0.060173324394074204,-0.07705596449489399,-0.006302252033510191,-0.11213785684079668,,0.13845102187780925,-0.008841971416694853,0.0022555909435519723,0.03343962008740279
